,Union Rally,Highway Queen,Paynt By Number,Simple Souvenir,Run Laura Run,Denali Rae
12-01-2023 08:40:14.810882,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:15.802180,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:16.778778,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:17.686075,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:18.619450,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:19.623318,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:20.728958,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:21.854743,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:22.809239,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:23.736183,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:24.664702,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:25.659573,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:26.718248,"(20.0, 70.0, 45.5)","(9.0, 14.0, 11.55)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:27.763402,"(20.0, 70.0, 45.5)","(9.0, 13.5, 11.35)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:28.783899,"(20.0, 70.0, 45.5)","(9.0, 13.0, 10.84)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.5636363636363635)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:29.777836,"(20.0, 70.0, 45.5)","(9.0, 13.0, 10.84)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.578947368421052)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:30.736208,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.1)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.878787878787879)","(5.0, 5.6, 5.578947368421052)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:31.753151,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.1)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.6, 5.578947368421052)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:32.742882,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.0)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.6, 5.74)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:33.692043,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.74)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:34.655650,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.6695652173913045)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:35.606615,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.6695652173913045)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:36.643926,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.6695652173913045)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:37.716480,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.6695652173913045)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:38.740316,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.6695652173913045)","(10.0, 27.0, 25.75)"
12-01-2023 08:40:39.661610,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.6695652173913045)","(10.0, 27.0, 24.727272727272727)"
12-01-2023 08:40:40.629328,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.55)","(10.0, 27.0, 24.727272727272727)"
12-01-2023 08:40:41.595182,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.55)","(10.0, 27.0, 24.727272727272727)"
12-01-2023 08:40:42.628436,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8260869565217392)","(5.0, 5.8, 5.55)","(10.0, 27.0, 24.727272727272727)"
12-01-2023 08:40:43.728115,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 4.0, 3.8200000000000003)","(5.0, 5.8, 5.55)","(10.0, 27.0, 24.727272727272727)"
12-01-2023 08:40:44.795490,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.95, 3.8200000000000003)","(5.0, 5.8, 5.478571428571429)","(10.0, 27.0, 24.727272727272727)"
12-01-2023 08:40:45.886592,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.95, 3.8200000000000003)","(5.0, 5.8, 5.478571428571429)","(10.0, 27.0, 23.909090909090907)"
12-01-2023 08:40:46.821051,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.95, 3.8200000000000003)","(5.0, 5.8, 5.478571428571429)","(10.0, 26.0, 23.875)"
12-01-2023 08:40:47.898296,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.95, 3.8454545454545452)","(5.0, 5.8, 5.478571428571429)","(10.0, 27.0, 24.85)"
12-01-2023 08:40:48.912326,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.9, 3.8454545454545452)","(5.0, 5.8, 5.478571428571429)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:49.886718,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.9, 3.8454545454545452)","(5.0, 5.8, 5.478571428571429)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:50.870970,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.9, 3.855)","(5.0, 5.8, 5.478571428571429)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:51.849270,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.9, 3.855)","(5.0, 5.8, 5.478571428571429)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:52.803453,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.9, 3.855)","(5.0, 5.8, 5.478571428571429)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:53.755982,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.9, 3.873529411764706)","(5.0, 5.8, 5.68)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:54.812905,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.765)","(3.5, 3.9, 3.873529411764706)","(5.0, 5.8, 5.68)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:55.936685,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.9, 2.737777777777778)","(3.5, 3.9, 3.8537037037037036)","(5.0, 5.8, 5.665384615384616)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:57.009561,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.88, 2.7333333333333334)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.8, 5.7318181818181815)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:58.011851,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.88, 2.7333333333333334)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.8, 5.7318181818181815)","(10.0, 26.0, 24.85)"
12-01-2023 08:40:59.094363,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.88, 2.7333333333333334)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.8, 5.7318181818181815)","(10.0, 26.0, 24.85)"
12-01-2023 08:41:00.036722,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.88, 2.7333333333333334)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.8, 5.616666666666667)","(10.0, 26.0, 24.85)"
12-01-2023 08:41:00.997807,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.86, 2.7433333333333336)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.9, 5.616666666666667)","(10.0, 26.0, 24.85)"
12-01-2023 08:41:02.043068,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.86, 2.7433333333333336)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.9, 5.616666666666667)","(10.0, 26.0, 24.85)"
12-01-2023 08:41:03.117762,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.86, 2.7433333333333336)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.9, 5.616666666666667)","(10.0, 26.0, 24.85)"
12-01-2023 08:41:04.058377,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.86, 2.7433333333333336)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.9, 5.616666666666667)","(10.0, 26.0, 24.85)"
12-01-2023 08:41:04.999113,"(20.0, 70.0, 45.5)","(9.0, 13.0, 11.37142857142857)","(2.3, 2.86, 2.7433333333333336)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.9, 5.616666666666667)","(10.0, 26.0, 23.090909090909093)"
12-01-2023 08:41:06.028880,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.666666666666666)","(2.3, 2.86, 2.7433333333333336)","(3.5, 3.95, 3.8537037037037036)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:06.950090,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.666666666666666)","(2.3, 2.86, 2.7433333333333336)","(3.5, 3.95, 3.8666666666666667)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:07.911851,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7433333333333336)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:08.901857,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:09.837472,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:10.856153,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:11.901951,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.6450000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:12.990346,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.6450000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:14.041138,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.6450000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:15.042870,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.6450000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:16.099691,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.6450000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:17.159800,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.6450000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:18.071584,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.6450000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:19.079597,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:20.039469,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.79)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:20.988000,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7433333333333336)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:22.058033,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7984615384615386)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:23.153504,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7984615384615386)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:24.152996,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7984615384615386)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:25.089270,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7984615384615386)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:26.079739,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7984615384615386)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:27.017805,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7984615384615386)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:27.979843,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7984615384615386)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:29.090058,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7984615384615386)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.616666666666667)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:30.199995,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7984615384615386)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.4750000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:31.142130,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.4750000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:32.029339,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.4750000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:33.057731,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.4750000000000005)","(10.0, 25.0, 23.090909090909093)"
12-01-2023 08:41:34.055132,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.4750000000000005)","(10.0, 25.0, 22.9)"
12-01-2023 08:41:35.153609,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.4750000000000005)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:36.185717,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.573076923076924)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:37.186806,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.573076923076924)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:38.061687,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.573076923076924)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:39.064307,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.573076923076924)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:40.161240,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.573076923076924)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:41.199826,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.573076923076924)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:42.215518,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.573076923076924)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:43.227131,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.573076923076924)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:44.322342,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.573076923076924)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:45.323916,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.6875)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:46.322508,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.66388888888889)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:47.370605,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.66388888888889)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:48.346413,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.66388888888889)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:49.232287,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.66388888888889)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:50.231536,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.576190476190476)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:51.132188,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.576190476190476)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:52.186871,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.576190476190476)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:53.273282,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.576190476190476)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:54.352232,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.576190476190476)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:55.430966,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.576190476190476)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:56.508775,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.604347826086957)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:57.543485,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.604347826086957)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:58.532919,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.8375)","(5.0, 5.9, 5.604347826086957)","(10.0, 25.0, 21.5)"
12-01-2023 08:41:59.492974,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.825)","(5.0, 5.9, 5.604347826086957)","(10.0, 25.0, 21.5)"
12-01-2023 08:42:00.426006,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7600000000000002)","(3.5, 3.9, 3.825)","(5.0, 5.9, 5.604347826086957)","(10.0, 25.0, 21.5)"
12-01-2023 08:42:01.422590,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7165517241379313)","(3.5, 3.9, 3.825)","(5.0, 5.9, 5.604347826086957)","(10.0, 25.0, 21.5)"
12-01-2023 08:42:02.490006,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7165517241379313)","(3.5, 3.9, 3.825)","(5.0, 5.9, 5.604347826086957)","(10.0, 25.0, 21.5)"
12-01-2023 08:42:03.383139,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7165517241379313)","(3.5, 3.9, 3.825)","(5.0, 5.9, 5.604347826086957)","(10.0, 25.0, 21.5)"
12-01-2023 08:42:04.395371,"(20.0, 65.0, 32.0)","(9.0, 12.5, 10.3125)","(2.3, 2.86, 2.7165517241379313)","(3.5, 3.9, 3.825)","(5.0, 5.9, 5.604347826086957)","(10.0, 25.0, 21.5)"
