,Sailalong Sinbad,Mighty George Nz,Lord Of Misrule Nz,Quartzite,Delta Three Nz,Kyronta,What A Jolt,Mossdale Mac Nz,Cheetah Lodge
10-01-2023 16:07:18.183218,"(10.0, 22.0, 16.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.8200000000000003)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.517647058823529)"
10-01-2023 16:07:19.577576,"(10.0, 16.0, 13.083333333333334)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.74)"
10-01-2023 16:07:20.935267,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.74)"
10-01-2023 16:07:22.276199,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.74)"
10-01-2023 16:07:23.836052,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.992)"
10-01-2023 16:07:25.366828,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.992)"
10-01-2023 16:07:26.841953,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.933333333333334)"
10-01-2023 16:07:28.662705,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.933333333333334)"
10-01-2023 16:07:30.324325,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.933333333333334)"
10-01-2023 16:07:31.754963,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.933333333333334)"
10-01-2023 16:07:33.154334,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.933333333333334)"
10-01-2023 16:07:34.541167,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.682352941176471)"
10-01-2023 16:07:35.931785,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.682352941176471)"
10-01-2023 16:07:37.329346,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 116.875)","(6.5, 99999, 99990)","(6.0, 8.0, 6.682352941176471)"
10-01-2023 16:07:38.773449,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 120.0, 107.5)","(6.5, 99999, 99990)","(6.0, 8.0, 6.682352941176471)"
10-01-2023 16:07:40.110049,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 3.85)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 8.0, 6.682352941176471)"
10-01-2023 16:07:41.553824,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.0, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 8.0, 6.682352941176471)"
10-01-2023 16:07:42.971923,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 98.0)","(6.5, 99999, 99990)","(6.0, 8.0, 6.7)"
10-01-2023 16:07:44.388769,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 98.0)","(6.5, 99999, 99990)","(6.0, 8.0, 7.24)"
10-01-2023 16:07:45.844746,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 98.0)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:07:47.257933,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 98.0)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:07:48.647900,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 98.0)","(6.5, 99999, 99990)","(6.0, 7.8, 7.12)"
10-01-2023 16:07:50.033976,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 88.66666666666666)","(6.5, 99999, 99990)","(6.0, 7.6, 7.12)"
10-01-2023 16:07:51.464701,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 88.66666666666666)","(6.5, 99999, 99990)","(6.0, 7.6, 7.12)"
10-01-2023 16:07:52.842342,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 73.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.12)"
10-01-2023 16:07:54.270996,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 73.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.12)"
10-01-2023 16:07:55.731481,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 73.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.12)"
10-01-2023 16:07:57.348058,"(10.0, 15.0, 14.428571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 73.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.12)"
10-01-2023 16:07:58.987140,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.6, 7.45)"
10-01-2023 16:08:00.850868,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.45)"
10-01-2023 16:08:02.276504,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.45)"
10-01-2023 16:08:03.689409,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.45)"
10-01-2023 16:08:05.121781,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.45)"
10-01-2023 16:08:06.624604,"(10.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.45)"
10-01-2023 16:08:08.159752,"(10.0, 15.0, 13.75)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.45)"
10-01-2023 16:08:09.974846,"(10.0, 15.0, 14.107142857142858)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.5)"
10-01-2023 16:08:11.589989,"(10.0, 15.0, 14.107142857142858)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.32)"
10-01-2023 16:08:13.132028,"(10.0, 15.0, 14.107142857142858)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.32)"
10-01-2023 16:08:14.534301,"(10.0, 15.0, 14.107142857142858)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.32)"
10-01-2023 16:08:15.892050,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.32)"
10-01-2023 16:08:17.299967,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.32)"
10-01-2023 16:08:19.058599,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.041666666666666)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.32)"
10-01-2023 16:08:20.495639,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.114285714285714)"
10-01-2023 16:08:21.896018,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:23.330199,"(10.0, 15.0, 14.0)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 89.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:24.804827,"(10.0, 15.0, 13.833333333333334)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:26.369006,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:27.778537,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:29.110138,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:30.431062,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:31.794187,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:33.130742,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:34.425994,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 3.9)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:35.737489,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:37.150556,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.06)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 6.96)"
10-01-2023 16:08:38.643951,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 184.28571428571428)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:08:40.408231,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.333333333333333)"
10-01-2023 16:08:41.872698,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.333333333333333)"
10-01-2023 16:08:43.471835,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.333333333333333)"
10-01-2023 16:08:45.213726,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.333333333333333)"
10-01-2023 16:08:46.765863,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.333333333333333)"
10-01-2023 16:08:48.274144,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.333333333333333)"
10-01-2023 16:08:49.623028,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.333333333333333)"
10-01-2023 16:08:51.037444,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.333333333333333)"
10-01-2023 16:08:52.490010,"(10.0, 14.5, 13.3)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:08:53.952821,"(10.0, 21.0, 18.166666666666664)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:08:55.244092,"(10.0, 20.0, 18.75)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:08:56.706874,"(10.0, 19.5, 17.5)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:08:58.206436,"(10.0, 19.0, 17.045454545454547)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:08:59.674621,"(10.0, 17.5, 17.045454545454547)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:09:01.079633,"(10.0, 17.5, 15.833333333333332)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.24)"
10-01-2023 16:09:02.755370,"(10.0, 17.5, 15.833333333333332)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 183.33333333333334)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:04.733710,"(10.0, 17.5, 15.833333333333332)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:06.326959,"(10.0, 17.5, 15.833333333333332)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.041666666666666)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:07.873778,"(10.0, 17.5, 15.714285714285715)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.041666666666666)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:09.380569,"(10.0, 17.5, 15.714285714285715)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0249999999999995)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:10.734611,"(10.0, 17.5, 15.714285714285715)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0249999999999995)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:12.165459,"(10.0, 17.5, 15.714285714285715)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0249999999999995)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:13.601408,"(10.0, 17.5, 15.714285714285715)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0249999999999995)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:14.961788,"(10.0, 17.5, 15.714285714285715)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0249999999999995)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 107.5)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:16.446112,"(10.0, 17.5, 13.928571428571429)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0249999999999995)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 98.33333333333333)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:18.125650,"(10.0, 17.5, 15.916666666666668)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.0249999999999995)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 98.33333333333333)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:20.544316,"(10.0, 16.5, 14.75)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.058333333333333)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 98.33333333333333)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:22.111819,"(10.0, 16.5, 14.75)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.058333333333333)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 98.33333333333333)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
10-01-2023 16:09:23.768937,"(10.0, 16.5, 14.75)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(3.1, 4.1, 4.058333333333333)","(5.5, 99999, 99990)","(101.0, 210.0, 196.0)","(81.0, 110.0, 98.33333333333333)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2615384615384615)"
