,Pimmy,Split The Night,Myka,Lornas Flying,Lady Lil,Trish Mail,Long Cool Sally
08-01-2023 11:40:44.800435,"(5.0, 7.2, 6.707692307692308)","(8.0, 99999, 99990)","(3.2, 3.35, 3.25)","(11.0, 15.5, 13.928571428571429)","(8.0, 10.5, 9.21111111111111)","(5.5, 22.0, 20.46153846153846)","(3.7, 6.6, 6.485714285714286)"
08-01-2023 11:40:45.645918,"(5.0, 7.2, 6.707692307692308)","(8.0, 99999, 99990)","(3.2, 3.35, 3.2666666666666666)","(11.0, 15.5, 13.928571428571429)","(8.0, 10.5, 9.21111111111111)","(5.5, 22.0, 20.46153846153846)","(3.7, 6.6, 6.485714285714286)"
08-01-2023 11:40:46.523253,"(5.0, 7.2, 6.707692307692308)","(8.0, 99999, 99990)","(3.2, 3.35, 3.2666666666666666)","(11.0, 15.5, 13.928571428571429)","(8.0, 10.5, 9.21111111111111)","(5.5, 22.0, 20.46153846153846)","(3.7, 6.6, 6.485714285714286)"
08-01-2023 11:40:47.396919,"(5.0, 7.2, 6.0)","(8.0, 99999, 99990)","(3.2, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.5)","(8.0, 10.5, 8.34)","(5.5, 22.0, 20.46153846153846)","(3.7, 6.6, 6.485714285714286)"
08-01-2023 11:40:48.250571,"(5.0, 7.2, 6.2)","(8.0, 99999, 99990)","(3.2, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(8.0, 10.5, 8.25)","(5.5, 22.0, 20.46153846153846)","(3.7, 6.6, 6.485714285714286)"
08-01-2023 11:40:49.120169,"(5.0, 7.2, 6.2)","(8.0, 99999, 99990)","(3.2, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(8.0, 10.5, 8.25)","(5.5, 22.0, 20.46153846153846)","(3.7, 6.6, 6.485714285714286)"
08-01-2023 11:40:49.968087,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.46153846153846)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:50.841882,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.46153846153846)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:51.708915,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.46153846153846)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:52.562463,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(7.5, 10.5, 8.25)","(6.5, 27.0, 24.5)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:53.433720,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(7.5, 10.5, 8.25)","(6.5, 26.0, 23.166666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:54.286153,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(7.5, 10.5, 8.25)","(6.5, 26.0, 23.166666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:55.152971,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:55.998632,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:56.864724,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:57.727063,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:58.572888,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:40:59.443799,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:00.296577,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:01.161193,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:02.016267,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.25)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:02.878573,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:03.745185,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:04.609142,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:05.481802,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:06.336401,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.615384615384617)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:07.212669,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.615384615384617)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:08.076547,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.363636363636363)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:08.951981,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.363636363636363)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:09.821998,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.363636363636363)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:10.689215,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.363636363636363)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:11.550564,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.363636363636363)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:12.412583,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 22.0, 20.363636363636363)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:13.282215,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 27.0, 24.15)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:14.146515,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 27.0, 24.15)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:15.015719,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(7.5, 10.5, 8.566666666666666)","(6.5, 27.0, 24.15)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:15.891379,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 13.5)","(7.5, 10.5, 8.566666666666666)","(6.5, 24.0, 21.0)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:16.740616,"(5.0, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 13.833333333333334)","(7.5, 10.5, 8.566666666666666)","(6.5, 24.0, 19.666666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:17.621518,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 13.833333333333332)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 21.166666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:18.470593,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 21.166666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:19.334379,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 21.166666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:20.206233,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 21.166666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:21.063638,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 21.166666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:21.920309,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 21.166666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:22.780338,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 21.166666666666668)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:23.654980,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 22.083333333333332)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:24.520971,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 22.083333333333332)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:25.377684,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 22.083333333333332)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:26.258438,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 22.083333333333332)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:27.104287,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 22.083333333333332)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:27.978067,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 22.083333333333332)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:28.836482,"(5.0, 7.2, 6.2)","(7.5, 99999, 99990)","(3.0, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(7.5, 10.5, 8.88888888888889)","(6.5, 23.0, 22.083333333333332)","(3.9, 6.6, 6.485714285714286)"
08-01-2023 11:41:29.711165,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:30.557970,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:31.415953,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:32.269804,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:33.117672,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.566666666666666)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:33.987765,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:34.837297,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 22.727272727272727)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:35.694539,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 22.727272727272727)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:36.550966,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:37.417964,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:38.276856,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:39.143067,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:40.018685,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:40.887818,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:41.750416,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:42.616153,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:43.464135,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:44.334087,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:45.224216,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:46.096023,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.642857142857142)","(6.5, 10.5, 8.18)","(7.5, 24.0, 21.2)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:46.969163,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 13.0)","(6.5, 10.5, 8.566666666666666)","(7.5, 24.0, 21.166666666666668)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:47.835086,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.566666666666666)","(7.5, 23.0, 21.166666666666668)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:48.708668,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.566666666666666)","(7.5, 23.0, 21.166666666666668)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:49.577165,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.566666666666666)","(7.5, 23.0, 21.166666666666668)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:50.443870,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.566666666666666)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:51.308285,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.566666666666666)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:52.166647,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.566666666666666)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:53.050267,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.566666666666666)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:53.906408,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.566666666666666)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:54.795034,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:55.651527,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 12.722222222222221)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:56.523976,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:57.386617,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:58.256423,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:59.144248,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:41:59.988310,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:42:00.855234,"(4.8, 7.2, 6.2)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 11.333333333333334)","(6.5, 10.5, 8.88888888888889)","(7.5, 23.0, 22.083333333333332)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:42:01.703390,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 14.033333333333333)","(6.5, 10.5, 8.566666666666666)","(7.5, 24.0, 21.4)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:42:02.578001,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 14.033333333333333)","(6.5, 10.5, 8.566666666666666)","(7.5, 24.0, 21.4)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:42:03.443317,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 14.033333333333333)","(6.5, 10.5, 8.566666666666666)","(7.5, 24.0, 21.4)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:42:04.291803,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 14.033333333333333)","(6.5, 10.5, 8.566666666666666)","(7.5, 24.0, 21.4)","(4.2, 6.6, 6.485714285714286)"
08-01-2023 11:42:05.150420,"(4.8, 7.2, 6.909090909090909)","(7.5, 99999, 99990)","(2.8, 3.35, 3.2111111111111112)","(11.0, 15.5, 14.033333333333333)","(6.5, 10.5, 9.466666666666667)","(7.5, 27.0, 24.42857142857143)","(4.2, 6.6, 6.485714285714286)"
