,King Of All,Honest Thief,Im Indigo,Lektra Sammy,Suntanned,Reel It In,Shanias Dream,Diva Dot
12-01-2023 11:23:42.114649,"(2.4, 2.84, 2.835)","(20.0, 29.0, 26.0)","(6.0, 7.8, 7.72)","(3.9, 4.9, 4.85945945945946)","(7.5, 12.0, 11.384615384615385)","(21.0, 30.0, 27.964285714285715)","(12.0, 15.5, 14.160714285714286)","(9.0, 16.5, 14.595238095238095)"
12-01-2023 11:23:43.184025,"(2.4, 2.84, 2.835)","(20.0, 29.0, 26.0)","(6.0, 7.8, 7.72)","(3.9, 4.9, 4.85945945945946)","(7.5, 12.0, 11.384615384615385)","(21.0, 30.0, 27.964285714285715)","(12.0, 15.5, 14.355263157894736)","(9.0, 16.5, 14.595238095238095)"
12-01-2023 11:23:44.455332,"(2.4, 2.84, 2.835)","(20.0, 29.0, 26.0)","(6.0, 7.8, 7.68235294117647)","(3.9, 4.8, 4.6499999999999995)","(7.5, 12.0, 11.384615384615385)","(21.0, 30.0, 27.964285714285715)","(12.0, 15.5, 14.355263157894736)","(9.0, 16.5, 14.595238095238095)"
12-01-2023 11:23:45.535106,"(2.4, 2.86, 2.835)","(20.0, 29.0, 26.0)","(6.0, 7.8, 7.68235294117647)","(3.9, 4.8, 4.6499999999999995)","(7.5, 12.0, 11.2)","(21.0, 30.0, 27.964285714285715)","(12.0, 15.5, 14.140625)","(9.0, 16.5, 14.576923076923077)"
12-01-2023 11:23:46.656923,"(2.4, 2.82, 2.8)","(20.0, 29.0, 25.904761904761905)","(6.0, 7.8, 7.716666666666667)","(3.9, 4.8, 4.766666666666667)","(7.5, 12.0, 10.476190476190476)","(21.0, 30.0, 29.38095238095238)","(12.0, 15.5, 14.488372093023255)","(9.0, 16.5, 15.057692307692308)"
12-01-2023 11:23:47.816570,"(2.4, 2.84, 2.79)","(20.0, 29.0, 26.045454545454547)","(6.0, 7.8, 7.716666666666667)","(3.9, 4.8, 4.8961538461538465)","(7.5, 12.0, 10.454545454545455)","(21.0, 30.0, 29.25)","(12.0, 15.5, 14.488372093023255)","(9.0, 16.5, 15.057692307692308)"
12-01-2023 11:23:49.131841,"(2.4, 2.82, 2.8049999999999997)","(20.0, 29.0, 26.5)","(6.0, 8.0, 7.684848484848485)","(3.9, 4.9, 4.96)","(7.5, 12.0, 10.476190476190476)","(21.0, 30.0, 29.470588235294116)","(12.0, 15.5, 14.488372093023255)","(9.0, 16.5, 15.057692307692308)"
12-01-2023 11:23:50.229808,"(2.4, 2.8, 2.78)","(20.0, 29.0, 26.5)","(6.0, 8.0, 7.69655172413793)","(3.9, 5.0, 4.988235294117647)","(7.5, 12.0, 10.46875)","(21.0, 30.0, 29.25)","(12.0, 15.5, 14.488372093023255)","(9.0, 16.5, 14.416666666666666)"
12-01-2023 11:23:51.403098,"(2.4, 2.8, 2.7520000000000002)","(20.0, 29.0, 26.40740740740741)","(6.0, 8.0, 7.69655172413793)","(3.9, 5.0, 4.982857142857143)","(7.5, 11.5, 10.375)","(21.0, 30.0, 29.307692307692307)","(12.0, 15.5, 14.4375)","(9.0, 16.5, 14.681818181818182)"
12-01-2023 11:23:52.545843,"(2.4, 2.78, 2.775)","(20.0, 28.0, 26.0)","(6.0, 8.0, 7.6)","(3.9, 5.0, 4.75)","(7.5, 11.5, 10.847826086956522)","(21.0, 30.0, 28.615384615384617)","(12.0, 15.5, 14.777777777777779)","(9.0, 16.5, 15.285714285714286)"
12-01-2023 11:23:53.703689,"(2.4, 2.78, 2.7411764705882353)","(20.0, 28.0, 26.6)","(6.0, 7.6, 7.56)","(3.9, 5.0, 4.659375)","(7.5, 11.5, 10.833333333333334)","(21.0, 30.0, 31.77777777777778)","(12.0, 15.0, 15.38888888888889)","(9.0, 16.0, 15.666666666666666)"
12-01-2023 11:23:54.929275,"(2.4, 2.78, 2.736)","(20.0, 28.0, 26.166666666666668)","(6.0, 7.6, 7.4)","(3.9, 4.8, 4.659375)","(7.5, 11.5, 11.0)","(21.0, 34.0, 32.064516129032256)","(12.0, 15.5, 17.1)","(9.0, 16.5, 16.454545454545453)"
12-01-2023 11:23:56.122714,"(2.4, 2.74, 2.7329411764705887)","(20.0, 28.0, 25.8)","(6.0, 7.4, 7.075555555555556)","(3.9, 4.8, 4.659375)","(7.5, 11.5, 10.916666666666666)","(21.0, 34.0, 32.064516129032256)","(12.0, 19.5, 17.1)","(9.0, 17.0, 16.55)"
12-01-2023 11:23:57.339567,"(2.4, 2.76, 2.728)","(20.0, 28.0, 25.8)","(6.0, 7.2, 6.972222222222222)","(3.9, 4.8, 4.783333333333333)","(7.5, 11.5, 11.277777777777779)","(21.0, 34.0, 31.82857142857143)","(12.0, 19.5, 18.642857142857142)","(9.0, 17.0, 16.916666666666668)"
12-01-2023 11:23:58.519839,"(2.4, 2.76, 2.725263157894737)","(20.0, 28.0, 25.066666666666666)","(6.0, 7.0, 6.77391304347826)","(3.9, 4.9, 4.766666666666667)","(7.5, 11.5, 11.277777777777779)","(21.0, 34.0, 31.82857142857143)","(12.0, 19.0, 17.34090909090909)","(9.0, 17.0, 18.81818181818182)"
12-01-2023 11:23:59.666798,"(2.4, 2.76, 2.722666666666667)","(20.0, 28.0, 25.066666666666666)","(6.0, 7.0, 6.814285714285714)","(3.9, 4.9, 4.763636363636364)","(7.5, 11.5, 11.022727272727273)","(21.0, 34.0, 31.82857142857143)","(12.0, 19.5, 18.102941176470587)","(9.0, 19.0, 18.81818181818182)"
12-01-2023 11:24:00.742901,"(2.4, 2.74, 2.71)","(20.0, 28.0, 25.8)","(6.0, 7.0, 6.814285714285714)","(3.9, 4.9, 4.763636363636364)","(7.5, 11.5, 10.882352941176471)","(21.0, 34.0, 31.77777777777778)","(12.0, 19.5, 18.25)","(9.0, 19.0, 18.81818181818182)"
12-01-2023 11:24:01.889781,"(2.4, 2.76, 2.7133333333333334)","(20.0, 28.0, 25.8)","(6.0, 7.2, 6.954545454545454)","(3.9, 4.9, 4.75)","(7.5, 11.5, 11.25)","(21.0, 34.0, 31.77777777777778)","(12.0, 19.5, 18.25)","(9.0, 19.0, 18.81818181818182)"
12-01-2023 11:24:03.127573,"(2.35, 2.74, 2.726666666666667)","(20.0, 28.0, 25.066666666666666)","(6.0, 7.2, 6.977777777777778)","(3.9, 5.0, 4.797058823529412)","(7.5, 11.5, 10.875)","(21.0, 34.0, 31.77777777777778)","(12.0, 19.5, 18.295454545454547)","(9.0, 19.0, 18.81818181818182)"
12-01-2023 11:24:04.417347,"(2.35, 2.74, 2.726666666666667)","(20.0, 28.0, 26.4)","(6.0, 7.2, 6.977777777777778)","(3.9, 5.0, 4.818421052631579)","(7.5, 11.5, 10.875)","(21.0, 34.0, 31.77777777777778)","(12.0, 18.5, 18.08)","(9.0, 19.0, 18.81818181818182)"
12-01-2023 11:24:05.682664,"(2.35, 2.74, 2.726666666666667)","(20.0, 28.0, 26.4)","(6.0, 7.2, 6.977777777777778)","(3.9, 5.0, 4.807142857142857)","(7.5, 11.5, 11.166666666666666)","(21.0, 34.0, 31.77777777777778)","(12.0, 18.5, 18.08)","(9.0, 19.0, 17.833333333333332)"
12-01-2023 11:24:06.771959,"(2.35, 2.74, 2.726666666666667)","(20.0, 28.0, 25.6)","(6.0, 7.2, 6.977777777777778)","(3.9, 5.0, 4.7975)","(7.5, 11.5, 10.91304347826087)","(21.0, 34.0, 31.82857142857143)","(12.0, 18.5, 17.710526315789473)","(9.0, 18.5, 18.666666666666668)"
12-01-2023 11:24:08.017563,"(2.35, 2.74, 2.7033333333333336)","(20.0, 28.0, 26.4)","(6.0, 7.2, 6.977777777777778)","(3.9, 5.0, 4.7975)","(7.5, 11.5, 10.91304347826087)","(21.0, 34.0, 31.82857142857143)","(12.0, 18.5, 17.771428571428572)","(9.0, 19.0, 18.666666666666668)"
12-01-2023 11:24:09.401656,"(2.35, 2.74, 2.7150000000000003)","(20.0, 28.0, 25.6)","(6.0, 7.2, 7.0181818181818185)","(3.9, 5.0, 4.7975)","(7.5, 11.5, 11.166666666666666)","(21.0, 34.0, 31.77777777777778)","(12.0, 18.5, 17.771428571428572)","(9.0, 19.0, 18.714285714285715)"
12-01-2023 11:24:10.750240,"(2.35, 2.72, 2.706666666666667)","(20.0, 28.0, 25.6)","(6.0, 7.2, 7.0095238095238095)","(3.9, 5.0, 4.7975)","(7.5, 11.5, 10.617647058823529)","(21.0, 34.0, 31.77777777777778)","(12.0, 18.5, 17.794117647058822)","(9.0, 19.0, 18.714285714285715)"
12-01-2023 11:24:11.920941,"(2.35, 2.72, 2.706666666666667)","(20.0, 28.0, 25.6)","(6.0, 7.2, 7.0095238095238095)","(3.9, 5.0, 4.7975)","(7.5, 11.5, 10.617647058823529)","(21.0, 34.0, 31.77777777777778)","(12.0, 18.5, 17.75)","(9.0, 19.0, 18.7)"
12-01-2023 11:24:13.189484,"(2.35, 2.72, 2.708)","(20.0, 28.0, 25.6)","(6.0, 7.2, 7.0095238095238095)","(3.9, 5.0, 4.7975)","(7.5, 11.5, 10.617647058823529)","(21.0, 34.0, 31.77777777777778)","(12.0, 18.5, 17.794117647058822)","(9.0, 19.0, 18.7)"
12-01-2023 11:24:14.472502,"(2.35, 2.74, 2.6900000000000004)","(20.0, 28.0, 25.6)","(6.0, 7.2, 7.0095238095238095)","(3.9, 5.0, 4.800000000000001)","(7.5, 11.5, 10.617647058823529)","(21.0, 34.0, 31.77777777777778)","(12.0, 18.5, 17.794117647058822)","(9.0, 19.0, 18.7)"
12-01-2023 11:24:15.646330,"(2.35, 2.74, 2.7092307692307696)","(20.0, 28.0, 25.6)","(6.0, 7.2, 7.0095238095238095)","(3.9, 4.9, 4.619999999999999)","(7.5, 11.5, 11.125)","(21.0, 34.0, 31.82857142857143)","(12.0, 18.5, 17.814285714285713)","(9.0, 19.0, 18.666666666666668)"
12-01-2023 11:24:16.879954,"(2.35, 2.74, 2.7025)","(20.0, 28.0, 26.4)","(6.0, 7.2, 6.866666666666666)","(3.9, 4.8, 4.66)","(7.5, 11.5, 11.125)","(21.0, 34.0, 31.88888888888889)","(12.0, 18.5, 17.814285714285713)","(9.0, 19.0, 15.833333333333334)"
12-01-2023 11:24:18.113581,"(2.35, 2.78, 2.7453333333333334)","(20.0, 28.0, 26.4)","(6.0, 7.2, 6.872727272727273)","(3.9, 4.7, 4.692)","(7.5, 11.5, 10.884615384615385)","(21.0, 34.0, 31.88888888888889)","(12.0, 18.5, 17.814285714285713)","(9.0, 16.5, 16.464285714285715)"
12-01-2023 11:24:19.394599,"(2.35, 2.74, 2.7036363636363636)","(20.0, 28.0, 25.428571428571427)","(6.0, 7.2, 6.88)","(3.9, 4.8, 4.705263157894737)","(7.5, 11.5, 11.181818181818182)","(21.0, 34.0, 31.77777777777778)","(12.0, 18.5, 17.833333333333332)","(9.0, 17.0, 16.605263157894736)"
12-01-2023 11:24:20.601171,"(2.35, 2.74, 2.690714285714286)","(20.0, 28.0, 25.428571428571427)","(6.0, 7.2, 6.88)","(3.9, 4.8, 4.705263157894737)","(7.5, 13.0, 12.36111111111111)","(21.0, 34.0, 31.83783783783784)","(12.0, 18.5, 17.833333333333332)","(9.0, 17.0, 16.642857142857142)"
12-01-2023 11:24:21.825549,"(2.35, 2.72, 2.7133333333333334)","(20.0, 28.0, 25.428571428571427)","(6.0, 7.2, 6.88)","(3.9, 4.8, 4.705263157894737)","(7.5, 12.5, 12.3)","(21.0, 34.0, 31.83783783783784)","(12.0, 18.5, 17.7)","(9.0, 17.0, 16.642857142857142)"
12-01-2023 11:24:23.147971,"(2.35, 2.74, 2.710909090909091)","(20.0, 28.0, 25.428571428571427)","(6.0, 7.2, 6.968421052631579)","(3.9, 4.8, 4.705263157894737)","(7.5, 12.5, 12.3)","(21.0, 34.0, 31.83783783783784)","(12.0, 18.5, 17.983870967741936)","(9.0, 17.0, 16.3125)"
12-01-2023 11:24:24.436397,"(2.4, 2.74, 2.710909090909091)","(20.0, 28.0, 27.0)","(6.0, 7.2, 6.9818181818181815)","(3.9, 4.8, 4.723809523809524)","(7.5, 12.5, 11.0)","(21.0, 34.0, 30.4)","(13.0, 18.5, 17.983870967741936)","(10.0, 17.0, 16.3125)"
12-01-2023 11:24:25.697627,"(2.4, 2.74, 2.705161290322581)","(20.0, 28.0, 26.285714285714285)","(6.0, 7.2, 6.9818181818181815)","(3.9, 4.8, 4.723809523809524)","(7.5, 12.5, 11.7)","(21.0, 32.0, 29.529411764705884)","(13.0, 18.5, 20.8125)","(10.0, 17.0, 16.083333333333332)"
12-01-2023 11:24:26.968033,"(2.4, 2.74, 2.693636363636364)","(20.0, 28.0, 26.285714285714285)","(6.0, 7.2, 6.933333333333334)","(3.9, 4.8, 4.723809523809524)","(7.5, 12.0, 11.7)","(21.0, 32.0, 29.454545454545453)","(13.0, 21.0, 20.823529411764707)","(10.0, 17.0, 15.833333333333334)"
12-01-2023 11:24:28.138061,"(2.4, 2.74, 2.693636363636364)","(20.0, 28.0, 26.285714285714285)","(6.0, 7.2, 6.933333333333334)","(3.9, 4.8, 4.723809523809524)","(7.5, 12.0, 11.7)","(21.0, 32.0, 29.454545454545453)","(13.0, 21.0, 18.675)","(10.0, 17.0, 15.615384615384615)"
12-01-2023 11:24:29.393226,"(2.4, 2.7, 2.6814814814814816)","(20.0, 28.0, 27.0)","(6.0, 7.2, 6.942857142857143)","(3.9, 4.8, 4.7625)","(7.5, 12.0, 11.833333333333334)","(21.0, 32.0, 29.454545454545453)","(13.0, 22.0, 18.675)","(10.0, 17.0, 15.615384615384615)"
12-01-2023 11:24:30.572821,"(2.4, 2.7, 2.6816326530612247)","(20.0, 28.0, 24.666666666666668)","(6.0, 7.2, 6.942857142857143)","(3.9, 4.9, 4.788888888888889)","(7.5, 12.0, 11.833333333333334)","(21.0, 32.0, 29.454545454545453)","(13.0, 22.0, 18.675)","(10.0, 17.0, 15.9)"
12-01-2023 11:24:31.773302,"(2.4, 2.7, 2.6833333333333336)","(20.0, 28.0, 26.18181818181818)","(6.0, 7.2, 6.942857142857143)","(3.9, 4.9, 4.8090909090909095)","(7.5, 12.0, 11.58695652173913)","(21.0, 32.0, 29.454545454545453)","(13.0, 22.0, 19.044444444444444)","(10.0, 17.0, 16.285714285714285)"
12-01-2023 11:24:32.967873,"(2.4, 2.7, 2.666666666666667)","(20.0, 28.0, 26.18181818181818)","(6.0, 7.2, 6.942857142857143)","(3.9, 4.9, 4.8090909090909095)","(7.5, 12.5, 11.59090909090909)","(21.0, 32.0, 29.454545454545453)","(13.0, 20.0, 18.55)","(10.0, 17.0, 16.128205128205128)"
12-01-2023 11:24:34.106317,"(2.4, 2.7, 2.6808510638297873)","(20.0, 28.0, 24.666666666666668)","(6.0, 7.2, 6.9818181818181815)","(3.9, 4.9, 4.751063829787234)","(7.5, 12.0, 10.934782608695652)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.625)","(10.0, 17.0, 16.15)"
12-01-2023 11:24:35.225612,"(2.4, 2.7, 2.669491525423729)","(20.0, 28.0, 25.77777777777778)","(6.0, 7.2, 6.9818181818181815)","(3.9, 4.9, 4.7558139534883725)","(7.5, 11.5, 10.934782608695652)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.625)","(10.0, 17.0, 18.53846153846154)"
12-01-2023 11:24:36.319256,"(2.4, 2.76, 2.7381818181818183)","(20.0, 28.0, 26.57142857142857)","(6.0, 7.2, 6.91764705882353)","(3.9, 4.9, 4.707692307692308)","(7.5, 11.5, 10.952380952380953)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.625)","(10.0, 19.0, 16.0)"
12-01-2023 11:24:37.473307,"(2.4, 2.74, 2.726666666666667)","(18.0, 28.0, 26.76923076923077)","(6.0, 7.2, 6.9818181818181815)","(4.0, 4.9, 4.707692307692308)","(7.5, 11.0, 10.952380952380953)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.571428571428573)","(10.0, 18.5, 17.1)"
12-01-2023 11:24:38.581850,"(2.4, 2.74, 2.7290909090909095)","(18.0, 28.0, 26.5)","(6.0, 7.2, 6.9818181818181815)","(4.0, 4.9, 4.791666666666667)","(7.5, 11.0, 10.966666666666667)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.555555555555557)","(10.0, 17.5, 16.75)"
12-01-2023 11:24:39.675347,"(2.4, 2.74, 2.7036363636363636)","(19.0, 28.0, 25.857142857142858)","(6.0, 7.2, 6.88)","(4.0, 4.9, 4.846666666666667)","(7.5, 11.0, 10.954545454545455)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.555555555555557)","(10.0, 17.0, 16.923076923076923)"
12-01-2023 11:24:40.838993,"(2.4, 2.74, 2.6938461538461542)","(19.0, 28.0, 25.857142857142858)","(6.0, 7.2, 7.0777777777777775)","(4.0, 4.9, 4.846666666666667)","(7.5, 11.0, 10.954545454545455)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.555555555555557)","(10.0, 17.0, 16.923076923076923)"
12-01-2023 11:24:42.062371,"(2.4, 2.74, 2.705)","(19.0, 28.0, 26.636363636363637)","(6.0, 7.2, 7.0777777777777775)","(4.0, 4.9, 4.822222222222223)","(7.5, 11.0, 10.954545454545455)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.555555555555557)","(10.0, 17.0, 16.923076923076923)"
12-01-2023 11:24:43.220626,"(2.4, 2.74, 2.6957894736842105)","(19.0, 28.0, 26.636363636363637)","(6.0, 7.2, 7.0777777777777775)","(4.0, 4.9, 4.822222222222223)","(7.5, 11.0, 10.962962962962964)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.375)","(10.0, 17.0, 16.923076923076923)"
12-01-2023 11:24:44.308056,"(2.4, 2.72, 2.702)","(19.0, 28.0, 25.5)","(6.0, 7.2, 7.0777777777777775)","(4.0, 4.9, 4.822222222222223)","(7.5, 11.0, 10.962962962962964)","(21.0, 32.0, 29.454545454545453)","(13.0, 19.0, 18.1)","(10.0, 17.0, 17.4375)"
12-01-2023 11:24:45.519914,"(2.4, 2.74, 2.71)","(19.0, 28.0, 26.636363636363637)","(6.0, 7.2, 7.133333333333334)","(4.0, 4.9, 4.8125)","(7.5, 11.0, 10.956521739130435)","(21.0, 32.0, 29.454545454545453)","(13.0, 18.5, 17.8)","(10.0, 17.5, 17.0)"
12-01-2023 11:24:46.784217,"(2.4, 2.74, 2.72)","(19.0, 28.0, 26.636363636363637)","(6.0, 7.2, 7.1375)","(4.0, 4.9, 4.757894736842106)","(7.5, 11.0, 10.956521739130435)","(21.0, 32.0, 29.454545454545453)","(13.0, 18.0, 17.833333333333332)","(10.0, 17.5, 17.333333333333332)"
12-01-2023 11:24:47.990800,"(2.4, 2.74, 2.6900000000000004)","(19.0, 28.0, 25.5)","(6.0, 7.2, 7.1375)","(4.0, 4.9, 4.757894736842106)","(7.5, 11.0, 10.956521739130435)","(21.0, 32.0, 29.454545454545453)","(13.0, 18.5, 17.4)","(10.0, 17.5, 17.333333333333332)"
12-01-2023 11:24:49.265361,"(2.35, 2.74, 2.6971428571428575)","(19.0, 28.0, 25.5)","(6.0, 7.2, 7.1375)","(4.0, 4.9, 4.756410256410256)","(7.5, 11.0, 10.962962962962964)","(21.0, 32.0, 29.103448275862068)","(13.0, 18.0, 17.0)","(10.0, 17.5, 17.333333333333332)"
12-01-2023 11:24:50.505572,"(2.35, 2.68, 2.661621621621622)","(19.0, 28.0, 25.5)","(6.0, 7.6, 7.266666666666667)","(4.0, 4.9, 4.756410256410256)","(7.5, 11.0, 10.964285714285714)","(21.0, 32.0, 28.88888888888889)","(13.0, 17.5, 17.1)","(10.0, 17.5, 16.75)"
12-01-2023 11:24:51.790875,"(2.35, 2.68, 2.643529411764706)","(19.0, 28.0, 26.75)","(6.0, 7.6, 7.266666666666667)","(4.0, 4.9, 4.763414634146342)","(7.5, 11.0, 10.804878048780488)","(21.0, 32.0, 28.88888888888889)","(13.0, 18.0, 17.22222222222222)","(11.0, 17.5, 17.325)"
12-01-2023 11:24:53.221393,"(2.35, 2.72, 2.685714285714286)","(19.0, 28.0, 26.90909090909091)","(6.0, 7.6, 7.28)","(4.0, 4.9, 4.756410256410256)","(7.5, 11.5, 10.804878048780488)","(21.0, 32.0, 28.88888888888889)","(13.0, 18.0, 17.22222222222222)","(11.0, 17.5, 14.8125)"
12-01-2023 11:24:54.562923,"(2.35, 2.72, 2.696)","(19.0, 28.0, 26.0)","(6.0, 7.6, 7.28)","(4.0, 4.9, 4.716666666666667)","(7.5, 11.5, 10.594594594594595)","(21.0, 32.0, 28.914285714285715)","(13.0, 18.0, 17.22222222222222)","(11.0, 17.0, 14.8125)"
12-01-2023 11:24:55.981156,"(2.35, 2.76, 2.708)","(19.0, 28.0, 26.0)","(6.0, 7.6, 7.341176470588235)","(4.0, 4.8, 4.517021276595744)","(7.5, 11.0, 10.63888888888889)","(21.0, 32.0, 28.914285714285715)","(13.0, 18.0, 17.333333333333332)","(11.0, 17.0, 15.4)"
12-01-2023 11:24:57.262110,"(2.35, 2.74, 2.723076923076923)","(19.0, 28.0, 26.285714285714285)","(6.0, 7.6, 7.341176470588235)","(4.0, 4.6, 4.531914893617021)","(7.5, 11.0, 10.63888888888889)","(21.0, 32.0, 28.914285714285715)","(13.0, 18.0, 18.27906976744186)","(11.0, 17.0, 15.4)"
12-01-2023 11:24:58.378786,"(2.35, 2.74, 2.706153846153846)","(19.0, 28.0, 26.285714285714285)","(6.0, 7.6, 7.341176470588235)","(4.0, 4.6, 4.528888888888889)","(7.5, 11.0, 10.390243902439025)","(21.0, 32.0, 28.914285714285715)","(13.0, 19.5, 18.272727272727273)","(11.0, 17.0, 17.3)"
12-01-2023 11:24:59.785040,"(2.35, 2.74, 2.706153846153846)","(19.0, 28.0, 26.0)","(6.0, 7.6, 7.474285714285714)","(4.0, 4.6, 4.522033898305085)","(7.5, 11.0, 10.631578947368421)","(21.0, 32.0, 28.914285714285715)","(13.0, 19.5, 18.272727272727273)","(11.0, 17.5, 15.833333333333334)"
12-01-2023 11:25:01.208583,"(2.35, 2.74, 2.706153846153846)","(19.0, 28.0, 26.0)","(6.0, 7.6, 7.254545454545455)","(4.0, 4.6, 4.866666666666667)","(7.5, 11.0, 10.642857142857142)","(21.0, 32.0, 28.914285714285715)","(13.0, 19.5, 17.625)","(11.0, 17.5, 16.41176470588235)"
12-01-2023 11:25:02.555449,"(2.35, 2.74, 2.6892307692307695)","(19.0, 28.0, 26.285714285714285)","(6.0, 7.4, 7.113043478260869)","(4.0, 4.9, 4.844444444444444)","(7.5, 11.0, 10.642857142857142)","(21.0, 32.0, 28.914285714285715)","(13.0, 18.0, 17.571428571428573)","(11.0, 17.0, 16.0)"
12-01-2023 11:25:03.836323,"(2.35, 2.74, 2.7062500000000003)","(19.0, 28.0, 26.285714285714285)","(6.0, 7.2, 7.294736842105263)","(4.0, 5.0, 4.873684210526316)","(7.5, 11.0, 10.547619047619047)","(21.0, 32.0, 28.82051282051282)","(13.0, 18.0, 17.833333333333332)","(11.0, 17.0, 16.428571428571427)"
12-01-2023 11:25:05.150274,"(2.35, 2.74, 2.703076923076923)","(19.0, 28.0, 27.25)","(6.0, 7.4, 7.195348837209303)","(4.0, 4.9, 4.776923076923077)","(7.5, 11.0, 10.545454545454545)","(21.0, 32.0, 28.9)","(13.0, 18.0, 17.833333333333332)","(11.0, 17.0, 15.657894736842104)"
12-01-2023 11:25:06.432591,"(2.35, 2.74, 2.7123076923076925)","(19.0, 28.0, 27.25)","(6.0, 7.2, 7.307142857142858)","(4.0, 4.8, 4.745)","(7.5, 11.0, 10.552631578947368)","(21.0, 32.0, 28.94736842105263)","(13.0, 18.0, 17.785714285714285)","(11.0, 16.5, 16.166666666666668)"
12-01-2023 11:25:07.721734,"(2.35, 2.74, 2.710810810810811)","(19.0, 28.0, 27.25)","(6.0, 7.4, 7.2844444444444445)","(4.0, 4.8, 4.735)","(7.5, 11.0, 10.583333333333334)","(21.0, 32.0, 29.0)","(13.0, 18.5, 17.807692307692307)","(11.0, 16.5, 16.14516129032258)"
12-01-2023 11:25:08.950059,"(2.35, 2.74, 2.7110000000000003)","(19.0, 28.0, 27.25)","(6.0, 7.4, 7.321739130434783)","(4.0, 4.8, 4.651515151515151)","(7.5, 11.0, 10.568965517241379)","(21.0, 32.0, 28.972972972972972)","(13.0, 18.5, 17.785714285714285)","(11.0, 16.5, 15.321428571428571)"
12-01-2023 11:25:10.176740,"(2.35, 2.76, 2.7445454545454546)","(19.0, 28.0, 27.25)","(6.0, 7.4, 7.394117647058823)","(4.0, 4.7, 4.66)","(7.5, 11.0, 10.568965517241379)","(21.0, 32.0, 28.94736842105263)","(13.0, 18.5, 17.75)","(11.0, 15.5, 15.369565217391305)"
12-01-2023 11:25:11.424178,"(2.35, 2.76, 2.742105263157895)","(19.0, 28.0, 27.294117647058822)","(6.0, 7.6, 7.4)","(4.0, 4.7, 4.597435897435897)","(7.5, 11.0, 10.568965517241379)","(21.0, 32.0, 28.94736842105263)","(13.0, 18.5, 17.75)","(11.0, 15.5, 15.369565217391305)"
12-01-2023 11:25:12.649080,"(2.35, 2.78, 2.771304347826087)","(19.0, 28.0, 26.0)","(6.0, 7.6, 7.435294117647059)","(4.0, 4.7, 4.595348837209302)","(7.5, 11.0, 10.558823529411764)","(21.0, 32.0, 28.923076923076923)","(13.0, 18.5, 17.875)","(11.0, 15.5, 15.369565217391305)"
12-01-2023 11:25:13.907279,"(2.35, 2.8, 2.7813636363636363)","(19.0, 28.0, 26.0)","(6.0, 7.6, 7.410810810810811)","(4.0, 4.7, 4.604444444444445)","(7.5, 11.0, 10.558823529411764)","(21.0, 32.0, 28.972972972972972)","(13.0, 18.0, 17.166666666666668)","(11.0, 15.5, 15.125)"
12-01-2023 11:25:15.116075,"(2.35, 2.8, 2.772151898734177)","(19.0, 28.0, 27.294117647058822)","(6.0, 7.6, 7.366666666666666)","(4.0, 4.7, 4.614634146341464)","(7.5, 11.0, 10.714285714285714)","(21.0, 32.0, 29.0)","(13.0, 18.0, 17.166666666666668)","(11.0, 15.5, 15.015151515151516)"
12-01-2023 11:25:16.309081,"(2.35, 2.8, 2.7694444444444444)","(19.0, 28.0, 27.294117647058822)","(6.0, 7.6, 7.366666666666666)","(4.0, 4.7, 4.615909090909091)","(7.5, 11.0, 10.6875)","(21.0, 32.0, 28.94736842105263)","(13.0, 18.0, 17.166666666666668)","(11.0, 15.5, 15.470588235294118)"
12-01-2023 11:25:17.433919,"(2.35, 2.78, 2.764)","(19.0, 28.0, 27.294117647058822)","(6.0, 7.6, 7.297777777777778)","(4.0, 4.7, 4.593333333333333)","(7.5, 11.0, 10.590909090909092)","(21.0, 32.0, 28.842105263157894)","(13.0, 18.0, 17.416666666666668)","(11.0, 15.5, 15.491228070175438)"
12-01-2023 11:25:18.524038,"(2.35, 2.86, 2.8309677419354835)","(19.0, 28.0, 27.294117647058822)","(6.0, 7.4, 7.297777777777778)","(4.0, 4.6, 4.593333333333333)","(7.5, 11.0, 10.642857142857142)","(21.0, 32.0, 28.363636363636363)","(13.0, 17.5, 16.916666666666668)","(11.0, 15.5, 15.424657534246576)"
12-01-2023 11:25:19.564129,"(2.35, 2.82, 2.8)","(19.0, 28.0, 26.565217391304348)","(6.0, 7.4, 7.2956521739130435)","(4.0, 4.9, 4.878260869565217)","(7.5, 11.0, 10.633333333333333)","(21.0, 32.0, 28.266666666666666)","(13.0, 17.5, 16.88235294117647)","(11.0, 15.5, 15.415384615384616)"
