,Homebush Stella,Goldstar Yankee,Homebush Cardi,Pretty Orson,Rocket Queen,Amuri Early,Mustard Custard,Goldstar Tommy
09-01-2023 09:23:13.860789,"(5.5, 20.0, 7.647058823529411)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:14.935584,"(5.5, 20.0, 7.647058823529411)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:16.011827,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:17.098997,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:18.153133,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:19.238476,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:20.336336,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:21.366451,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:22.406485,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:23.528216,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:24.600603,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:25.689728,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:26.741408,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 7.204347826086956)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:27.794021,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 11.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:28.836829,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 16.326923076923077)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:29.965121,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 5.673809523809524)","(5.0, 19.0, 16.269230769230766)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:31.073175,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 5.673809523809524)","(5.0, 19.0, 16.269230769230766)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:32.203609,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 5.673809523809524)","(5.0, 19.0, 16.269230769230766)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:33.317953,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 5.673809523809524)","(5.0, 19.0, 16.269230769230766)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:34.387558,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 5.673809523809524)","(5.0, 19.0, 16.269230769230766)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:35.387147,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 5.673809523809524)","(5.0, 19.0, 16.269230769230766)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:36.502716,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 5.673809523809524)","(5.0, 19.0, 16.269230769230766)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:37.601225,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:38.756729,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:39.905799,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:41.030170,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:42.140590,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 59.550000000000004)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:43.234386,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 58.866666666666674)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:44.384437,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 58.866666666666674)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:45.529530,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 58.866666666666674)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:46.676271,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 58.866666666666674)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:47.817448,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:48.990330,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:50.123639,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:51.243151,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:52.351909,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:53.419011,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 7.115384615384615)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:54.545569,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:55.721884,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:56.856513,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:58.069315,"(5.5, 19.0, 15.034375)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:23:59.291627,"(5.5, 19.0, 15.034375)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:00.511868,"(5.5, 19.0, 15.034375)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:01.665846,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:02.775619,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:03.905195,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:05.031947,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:06.140842,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:07.263617,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:08.354054,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.25)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:09.543841,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:10.721248,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:11.879535,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:13.048134,"(5.5, 19.0, 8.5)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:14.318041,"(5.5, 19.0, 11.181249999999999)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.769565217391305)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:15.659274,"(5.5, 19.0, 9.733333333333333)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 10.5, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:16.850641,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:18.026775,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:19.218867,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:20.453315,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:21.608588,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:22.723623,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:23.824645,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:24.985693,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:26.134960,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:27.285478,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:28.523798,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:29.589720,"(5.5, 20.0, 10.066666666666666)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.208333333333334)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:30.599677,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.269230769230766)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:31.795651,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.551724137931036)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:32.903901,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.551724137931036)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:34.016097,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.551724137931036)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:35.133368,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.551724137931036)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:36.184482,"(5.5, 20.0, 13.919999999999998)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.551724137931036)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:37.251278,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:38.399041,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:39.553467,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:40.663709,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:41.832690,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:42.948642,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:43.953734,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
09-01-2023 09:24:45.132160,"(5.5, 20.0, 14.286486486486487)","(4.0, 13.0, 9.842857142857143)","(5.0, 19.0, 16.482142857142858)","(13.0, 140.0, 86.66666666666666)","(4.0, 9.8, 6.465217391304348)","(11.0, 65.0, 60.0)","(31.0, 410.0, 219.5)","(3.8, 10.5, 5.673611111111111)"
