,Like Segal,Curlins Malibu,Jungle Beast,Santo,Brother Corbin,Trikitraki,Be Onboard
08-01-2023 11:30:08.257180,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.125)","(1.35, 1.59, 1.586)","(26.0, 85.0, 59.0)","(17.0, 29.0, 28.6)","(26.0, 28.0, 20.666666666666668)","(5.0, 6.4, 6.218181818181819)"
08-01-2023 11:30:09.142276,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.125)","(1.35, 1.59, 1.586)","(26.0, 85.0, 59.0)","(17.0, 29.0, 28.6)","(26.0, 28.0, 20.666666666666668)","(5.0, 6.4, 6.218181818181819)"
08-01-2023 11:30:10.019446,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.125)","(1.35, 1.59, 1.586)","(26.0, 85.0, 53.8)","(17.0, 29.0, 28.6)","(26.0, 28.0, 26.954545454545453)","(5.0, 6.4, 6.218181818181819)"
08-01-2023 11:30:10.899919,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.125)","(1.35, 1.59, 1.586)","(26.0, 85.0, 53.8)","(17.0, 29.0, 28.6)","(26.0, 28.0, 26.954545454545453)","(5.0, 6.4, 6.218181818181819)"
08-01-2023 11:30:11.779671,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.125)","(1.35, 1.59, 1.586)","(26.0, 85.0, 53.8)","(17.0, 29.0, 28.6)","(26.0, 28.0, 26.954545454545453)","(5.0, 6.4, 6.218181818181819)"
08-01-2023 11:30:12.664550,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.125)","(1.35, 1.59, 1.586)","(26.0, 85.0, 53.8)","(17.0, 29.0, 28.6)","(26.0, 28.0, 26.954545454545453)","(5.0, 6.4, 6.218181818181819)"
08-01-2023 11:30:13.563142,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.125)","(1.35, 1.59, 1.586)","(26.0, 85.0, 53.8)","(17.0, 29.0, 28.6)","(26.0, 28.0, 26.954545454545453)","(5.0, 6.4, 6.218181818181819)"
08-01-2023 11:30:14.445271,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.125)","(1.35, 1.59, 1.585593220338983)","(26.0, 85.0, 57.666666666666664)","(17.0, 29.0, 28.6)","(26.0, 28.0, 26.23076923076923)","(5.0, 6.4, 6.218181818181819)"
08-01-2023 11:30:15.334777,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.25)","(1.35, 1.59, 1.5821212121212123)","(26.0, 80.0, 68.0)","(17.0, 29.0, 28.6)","(26.0, 28.0, 26.23076923076923)","(5.0, 6.4, 6.15)"
08-01-2023 11:30:16.238684,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.25)","(1.35, 1.59, 1.5821212121212123)","(26.0, 80.0, 63.0)","(17.0, 29.0, 28.6)","(26.0, 28.0, 20.666666666666668)","(5.0, 6.4, 6.133333333333334)"
08-01-2023 11:30:17.121593,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.25)","(1.35, 1.59, 1.5821212121212123)","(26.0, 80.0, 63.0)","(17.0, 29.0, 27.333333333333332)","(26.0, 28.0, 19.75)","(5.0, 6.4, 6.133333333333334)"
08-01-2023 11:30:18.017024,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.23913043478261)","(1.35, 1.59, 1.5821212121212123)","(26.0, 75.0, 55.666666666666664)","(17.0, 29.0, 27.333333333333332)","(26.0, 28.0, 19.75)","(5.0, 6.4, 6.133333333333334)"
08-01-2023 11:30:18.905317,"(21.0, 95.0, 69.5)","(9.0, 14.5, 14.23913043478261)","(1.35, 1.59, 1.5821212121212123)","(26.0, 70.0, 54.0)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 22.5)","(5.0, 6.4, 6.133333333333334)"
08-01-2023 11:30:19.810497,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.954545454545455)","(1.35, 1.59, 1.5821212121212123)","(26.0, 70.0, 54.0)","(17.0, 29.0, 28.0)","(21.0, 28.0, 22.5)","(5.0, 6.4, 6.181818181818182)"
08-01-2023 11:30:20.691422,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.954545454545455)","(1.35, 1.59, 1.5803703703703704)","(26.0, 70.0, 54.0)","(17.0, 29.0, 28.0)","(21.0, 28.0, 22.5)","(5.0, 6.4, 6.181818181818182)"
08-01-2023 11:30:21.590580,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.954545454545455)","(1.35, 1.59, 1.5803703703703704)","(26.0, 70.0, 54.0)","(17.0, 29.0, 28.0)","(21.0, 28.0, 22.5)","(5.0, 6.4, 6.181818181818182)"
08-01-2023 11:30:22.491611,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.954545454545455)","(1.35, 1.59, 1.5803703703703704)","(26.0, 70.0, 54.0)","(17.0, 29.0, 28.0)","(21.0, 28.0, 22.5)","(5.0, 6.4, 6.181818181818182)"
08-01-2023 11:30:23.395174,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.954545454545455)","(1.35, 1.59, 1.5803703703703704)","(26.0, 70.0, 54.0)","(17.0, 29.0, 28.0)","(21.0, 28.0, 22.5)","(5.0, 6.4, 6.181818181818182)"
08-01-2023 11:30:24.272772,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.666666666666666)","(1.35, 1.58, 1.5729629629629631)","(26.0, 70.0, 54.0)","(17.0, 29.0, 28.0)","(21.0, 28.0, 22.5)","(5.0, 6.4, 6.181818181818182)"
08-01-2023 11:30:25.166843,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5729629629629631)","(26.0, 70.0, 49.0)","(17.0, 29.0, 28.0)","(21.0, 28.0, 25.0)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:26.044870,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5726923076923078)","(26.0, 70.0, 49.0)","(17.0, 29.0, 28.0)","(21.0, 28.0, 25.0)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:26.947567,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5726923076923078)","(26.0, 70.0, 49.0)","(17.0, 29.0, 28.0)","(21.0, 28.0, 25.799999999999997)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:27.836199,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5726923076923078)","(26.0, 70.0, 53.45454545454545)","(17.0, 29.0, 28.0)","(21.0, 28.0, 25.799999999999997)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:28.726500,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5726923076923078)","(26.0, 70.0, 53.45454545454545)","(17.0, 29.0, 28.0)","(21.0, 28.0, 25.799999999999997)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:29.619157,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5726923076923078)","(26.0, 70.0, 53.45454545454545)","(17.0, 29.0, 28.0)","(21.0, 28.0, 25.799999999999997)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:30.492861,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5726923076923078)","(26.0, 70.0, 53.45454545454545)","(17.0, 29.0, 28.0)","(21.0, 28.0, 25.799999999999997)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:31.389940,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5726923076923078)","(26.0, 70.0, 53.45454545454545)","(17.0, 29.0, 28.0)","(21.0, 28.0, 26.166666666666664)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:32.296762,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5726923076923078)","(26.0, 70.0, 50.5)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.2, 6.177777777777778)"
08-01-2023 11:30:33.166979,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.7)","(1.35, 1.58, 1.5729166666666667)","(26.0, 70.0, 50.5)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.177777777777778)"
08-01-2023 11:30:34.065269,"(21.0, 95.0, 69.5)","(9.0, 14.5, 12.833333333333334)","(1.35, 1.58, 1.5726086956521739)","(26.0, 70.0, 61.33333333333333)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 20.666666666666668)","(5.0, 6.4, 6.177777777777778)"
08-01-2023 11:30:34.945254,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5726086956521739)","(26.0, 70.0, 47.714285714285715)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.177777777777778)"
08-01-2023 11:30:35.816847,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5726086956521739)","(26.0, 70.0, 47.46666666666667)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.2)"
08-01-2023 11:30:36.696846,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5726086956521739)","(26.0, 70.0, 47.46666666666667)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.233333333333333)"
08-01-2023 11:30:37.585635,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5726086956521739)","(26.0, 70.0, 47.46666666666667)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.233333333333333)"
08-01-2023 11:30:38.480051,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5726086956521739)","(26.0, 70.0, 47.46666666666667)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.233333333333333)"
08-01-2023 11:30:39.358214,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.571904761904762)","(26.0, 70.0, 47.46666666666667)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.233333333333333)"
08-01-2023 11:30:40.234494,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5711627906976744)","(26.0, 70.0, 47.46666666666667)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.233333333333333)"
08-01-2023 11:30:41.128438,"(21.0, 95.0, 69.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5711627906976744)","(26.0, 70.0, 47.46666666666667)","(17.0, 29.0, 27.333333333333332)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.0549019607843135)"
08-01-2023 11:30:42.012665,"(21.0, 90.0, 86.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5711627906976744)","(26.0, 65.0, 60.4)","(17.0, 29.0, 28.85)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.067924528301887)"
08-01-2023 11:30:42.885951,"(21.0, 90.0, 86.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5711627906976744)","(26.0, 70.0, 48.22222222222222)","(17.0, 29.0, 28.85)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.067924528301887)"
08-01-2023 11:30:43.769658,"(21.0, 90.0, 86.5)","(9.0, 14.5, 13.61111111111111)","(1.35, 1.58, 1.5711627906976744)","(26.0, 70.0, 48.22222222222222)","(17.0, 29.0, 28.85)","(21.0, 28.0, 25.25)","(5.0, 6.4, 6.067924528301887)"
08-01-2023 11:30:44.652556,"(21.0, 90.0, 86.5)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.5711627906976744)","(26.0, 70.0, 47.6)","(17.0, 29.0, 28.85)","(21.0, 28.0, 25.8)","(5.0, 6.4, 5.975)"
08-01-2023 11:30:45.537034,"(21.0, 95.0, 79.0)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.57125)","(26.0, 70.0, 47.6)","(17.0, 29.0, 28.85)","(21.0, 28.0, 25.8)","(5.0, 6.2, 6.0)"
08-01-2023 11:30:46.419019,"(21.0, 95.0, 79.0)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.57125)","(26.0, 70.0, 47.6)","(17.0, 29.0, 28.85)","(21.0, 28.0, 25.8)","(5.0, 6.2, 6.124324324324324)"
08-01-2023 11:30:47.299970,"(21.0, 95.0, 79.0)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.57125)","(26.0, 70.0, 47.6)","(17.0, 29.0, 28.85)","(21.0, 28.0, 25.8)","(5.0, 6.2, 5.8)"
08-01-2023 11:30:48.186182,"(21.0, 95.0, 79.0)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.57125)","(26.0, 70.0, 47.6)","(17.0, 29.0, 28.85)","(21.0, 28.0, 25.8)","(5.0, 6.0, 5.8)"
08-01-2023 11:30:49.067860,"(21.0, 95.0, 79.0)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.5714634146341464)","(26.0, 70.0, 48.22222222222222)","(17.0, 29.0, 28.85)","(21.0, 28.0, 26.6)","(5.0, 6.0, 6.0)"
08-01-2023 11:30:49.963485,"(21.0, 95.0, 79.0)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.5714634146341464)","(26.0, 70.0, 48.22222222222222)","(17.0, 29.0, 28.85)","(21.0, 29.0, 26.6)","(5.0, 6.2, 6.0)"
08-01-2023 11:30:50.839767,"(21.0, 95.0, 79.0)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.5714634146341464)","(26.0, 70.0, 48.22222222222222)","(17.0, 29.0, 28.85)","(21.0, 29.0, 26.6)","(5.0, 6.2, 6.0)"
08-01-2023 11:30:51.739816,"(21.0, 95.0, 77.5)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.5714634146341464)","(26.0, 65.0, 57.333333333333336)","(17.0, 29.0, 28.85)","(21.0, 28.0, 25.8)","(5.0, 6.2, 5.84)"
08-01-2023 11:30:52.605630,"(21.0, 95.0, 53.875)","(9.0, 14.5, 13.884615384615385)","(1.35, 1.58, 1.5714634146341464)","(26.0, 65.0, 57.333333333333336)","(17.0, 29.0, 28.285714285714285)","(21.0, 28.0, 25.8)","(5.0, 6.2, 5.84)"
08-01-2023 11:30:53.504744,"(21.0, 95.0, 50.375)","(9.0, 14.5, 13.5)","(1.35, 1.58, 1.5714634146341464)","(26.0, 60.0, 52.0)","(17.0, 29.0, 27.666666666666668)","(21.0, 28.0, 21.0)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:54.381153,"(21.0, 95.0, 61.0)","(9.0, 14.5, 13.891304347826086)","(1.35, 1.59, 1.576896551724138)","(26.0, 60.0, 52.0)","(17.0, 29.0, 27.666666666666668)","(21.0, 29.0, 21.0)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:55.258396,"(21.0, 95.0, 46.55)","(9.0, 14.5, 14.121621621621621)","(1.35, 1.59, 1.576896551724138)","(26.0, 60.0, 47.55555555555556)","(17.0, 29.0, 27.666666666666668)","(21.0, 29.0, 24.4)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:56.133894,"(21.0, 90.0, 55.5)","(9.0, 14.5, 14.033333333333333)","(1.35, 1.59, 1.576896551724138)","(26.0, 60.0, 49.111111111111114)","(17.0, 29.0, 27.666666666666668)","(21.0, 28.0, 23.0)","(5.0, 6.2, 6.066666666666666)"
08-01-2023 11:30:57.006087,"(21.0, 85.0, 57.666666666666664)","(9.0, 14.5, 14.033333333333333)","(1.35, 1.58, 1.5747222222222224)","(26.0, 60.0, 50.0)","(17.0, 29.0, 28.625)","(21.0, 28.0, 23.0)","(5.0, 6.2, 6.0285714285714285)"
08-01-2023 11:30:57.891798,"(21.0, 85.0, 57.666666666666664)","(9.0, 14.5, 14.033333333333333)","(1.35, 1.58, 1.5747222222222224)","(26.0, 60.0, 50.0)","(17.0, 29.0, 28.625)","(21.0, 29.0, 23.5)","(5.0, 6.2, 6.109090909090909)"
08-01-2023 11:30:58.769693,"(21.0, 85.0, 57.666666666666664)","(9.0, 14.5, 12.5)","(1.35, 1.58, 1.5747222222222224)","(26.0, 60.0, 46.666666666666664)","(17.0, 29.0, 28.625)","(21.0, 29.0, 23.5)","(5.0, 6.2, 6.109090909090909)"
08-01-2023 11:30:59.673188,"(21.0, 85.0, 57.666666666666664)","(9.0, 14.5, 12.166666666666666)","(1.35, 1.58, 1.5747222222222224)","(26.0, 60.0, 46.666666666666664)","(17.0, 29.0, 28.625)","(21.0, 29.0, 23.5)","(5.0, 6.2, 6.109090909090909)"
08-01-2023 11:31:00.558365,"(21.0, 85.0, 57.666666666666664)","(9.0, 14.5, 12.166666666666666)","(1.35, 1.59, 1.5750000000000002)","(26.0, 60.0, 50.0)","(17.0, 29.0, 28.625)","(21.0, 29.0, 23.5)","(5.0, 6.2, 6.109090909090909)"
08-01-2023 11:31:01.453920,"(21.0, 85.0, 57.666666666666664)","(9.0, 14.0, 13.785714285714285)","(1.35, 1.59, 1.5732786885245902)","(26.0, 60.0, 50.0)","(17.0, 29.0, 27.333333333333332)","(21.0, 29.0, 23.5)","(5.0, 6.2, 5.933333333333334)"
08-01-2023 11:31:02.345008,"(21.0, 85.0, 57.666666666666664)","(9.0, 14.0, 13.2)","(1.35, 1.59, 1.5816393442622951)","(26.0, 60.0, 50.0)","(17.0, 29.0, 27.333333333333332)","(21.0, 29.0, 23.5)","(5.0, 6.2, 5.933333333333334)"
08-01-2023 11:31:03.252092,"(21.0, 80.0, 62.0)","(9.0, 14.0, 13.2)","(1.35, 1.59, 1.5816393442622951)","(26.0, 60.0, 50.0)","(17.0, 29.0, 27.333333333333332)","(21.0, 29.0, 25.307692307692307)","(5.0, 6.2, 5.815384615384615)"
08-01-2023 11:31:04.140836,"(21.0, 80.0, 56.0)","(9.0, 13.5, 12.891891891891891)","(1.35, 1.59, 1.5766666666666667)","(26.0, 60.0, 47.142857142857146)","(17.0, 29.0, 27.333333333333332)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.0, 5.815384615384615)"
08-01-2023 11:31:05.048048,"(21.0, 80.0, 48.5)","(9.0, 13.0, 12.631578947368421)","(1.35, 1.59, 1.579811320754717)","(26.0, 55.0, 45.833333333333336)","(17.0, 29.0, 28.625)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.0, 5.815384615384615)"
08-01-2023 11:31:05.929807,"(21.0, 80.0, 48.5)","(9.0, 13.0, 12.631578947368421)","(1.35, 1.59, 1.5801818181818184)","(26.0, 55.0, 45.714285714285715)","(17.0, 29.0, 28.625)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.0, 5.816666666666666)"
08-01-2023 11:31:06.818424,"(21.0, 80.0, 48.5)","(9.0, 13.0, 12.413793103448276)","(1.35, 1.58, 1.5791428571428572)","(26.0, 55.0, 45.714285714285715)","(17.0, 29.0, 28.625)","(21.0, 29.0, 24.11111111111111)","(5.0, 5.9, 5.833333333333333)"
08-01-2023 11:31:07.711494,"(21.0, 80.0, 48.5)","(9.0, 13.0, 12.413793103448276)","(1.35, 1.58, 1.5785714285714287)","(26.0, 55.0, 45.714285714285715)","(17.0, 29.0, 28.625)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.0, 5.937931034482759)"
08-01-2023 11:31:08.601217,"(21.0, 80.0, 48.5)","(9.0, 13.0, 12.413793103448276)","(1.35, 1.58, 1.5794736842105264)","(26.0, 55.0, 45.714285714285715)","(17.0, 29.0, 28.625)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.2, 5.937931034482759)"
08-01-2023 11:31:09.483690,"(21.0, 80.0, 48.5)","(9.0, 12.5, 12.4)","(1.35, 1.58, 1.5794736842105264)","(26.0, 55.0, 45.714285714285715)","(17.0, 29.0, 28.625)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.2, 5.937931034482759)"
08-01-2023 11:31:10.390256,"(21.0, 80.0, 48.5)","(9.0, 12.5, 12.4)","(1.35, 1.58, 1.5794736842105264)","(26.0, 55.0, 45.714285714285715)","(17.0, 29.0, 28.625)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.2, 5.937931034482759)"
08-01-2023 11:31:11.277690,"(21.0, 80.0, 48.5)","(9.0, 12.5, 12.4)","(1.35, 1.58, 1.5794736842105264)","(26.0, 55.0, 45.714285714285715)","(17.0, 29.0, 28.625)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.2, 5.937931034482759)"
08-01-2023 11:31:12.156082,"(21.0, 80.0, 48.5)","(9.0, 12.5, 12.4)","(1.35, 1.58, 1.5794736842105264)","(26.0, 55.0, 45.714285714285715)","(17.0, 29.0, 28.625)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.2, 5.937931034482759)"
08-01-2023 11:31:13.037913,"(21.0, 80.0, 48.5)","(9.0, 12.5, 12.3)","(1.35, 1.59, 1.5748648648648649)","(26.0, 55.0, 46.875)","(17.0, 29.0, 28.647058823529413)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.2, 5.9904761904761905)"
08-01-2023 11:31:13.909046,"(21.0, 80.0, 48.5)","(9.0, 12.5, 12.3)","(1.35, 1.59, 1.574931506849315)","(26.0, 55.0, 46.875)","(17.0, 29.0, 28.647058823529413)","(21.0, 29.0, 24.11111111111111)","(5.0, 6.2, 5.9904761904761905)"
08-01-2023 11:31:14.797671,"(21.0, 80.0, 46.4)","(9.0, 12.5, 12.3)","(1.35, 1.59, 1.5750000000000002)","(26.0, 55.0, 44.294117647058826)","(17.0, 29.0, 28.647058823529413)","(21.0, 29.0, 25.615384615384613)","(5.0, 6.2, 6.035294117647059)"
08-01-2023 11:31:15.691640,"(21.0, 80.0, 46.4)","(9.0, 12.5, 12.3)","(1.35, 1.59, 1.5750704225352112)","(26.0, 55.0, 44.294117647058826)","(17.0, 29.0, 28.647058823529413)","(21.0, 29.0, 25.615384615384613)","(5.0, 6.2, 6.035294117647059)"
08-01-2023 11:31:16.572846,"(21.0, 80.0, 46.4)","(9.0, 12.5, 12.3)","(1.35, 1.59, 1.5750704225352112)","(26.0, 55.0, 44.294117647058826)","(17.0, 29.0, 28.647058823529413)","(21.0, 29.0, 25.615384615384613)","(5.0, 6.2, 6.035294117647059)"
08-01-2023 11:31:17.447256,"(21.0, 80.0, 46.4)","(9.0, 12.5, 11.880952380952381)","(1.35, 1.59, 1.5732608695652175)","(26.0, 55.0, 45.25)","(17.0, 29.0, 28.647058823529413)","(21.0, 29.0, 25.615384615384613)","(5.0, 6.2, 6.083333333333333)"
08-01-2023 11:31:18.331774,"(21.0, 80.0, 46.4)","(9.0, 12.5, 11.625)","(1.35, 1.59, 1.5726966292134832)","(26.0, 55.0, 45.25)","(17.0, 29.0, 28.647058823529413)","(21.0, 29.0, 25.615384615384613)","(5.0, 6.2, 6.123809523809524)"
08-01-2023 11:31:19.210023,"(21.0, 80.0, 46.4)","(9.0, 12.0, 11.85)","(1.35, 1.59, 1.5722988505747126)","(26.0, 55.0, 46.0)","(17.0, 28.0, 27.705882352941178)","(21.0, 27.0, 26.18181818181818)","(5.0, 6.2, 6.022222222222222)"
08-01-2023 11:31:20.105068,"(21.0, 80.0, 46.4)","(9.0, 12.0, 11.85)","(1.35, 1.59, 1.5722988505747126)","(26.0, 55.0, 46.0)","(17.0, 28.0, 27.705882352941178)","(21.0, 27.0, 24.42857142857143)","(5.0, 6.2, 6.04)"
08-01-2023 11:31:20.980553,"(21.0, 80.0, 46.57142857142857)","(9.0, 12.0, 11.80952380952381)","(1.35, 1.59, 1.57275)","(26.0, 65.0, 60.58823529411765)","(17.0, 29.0, 26.5)","(21.0, 29.0, 25.0)","(5.0, 6.2, 6.04)"
08-01-2023 11:31:21.860091,"(21.0, 80.0, 46.57142857142857)","(9.0, 12.5, 11.964285714285714)","(1.35, 1.59, 1.57275)","(26.0, 65.0, 47.75)","(17.0, 29.0, 26.5)","(21.0, 29.0, 24.6)","(5.0, 6.2, 6.04)"
08-01-2023 11:31:22.736421,"(21.0, 80.0, 46.57142857142857)","(9.0, 12.5, 11.964285714285714)","(1.35, 1.59, 1.5739285714285716)","(26.0, 65.0, 47.75)","(17.0, 29.0, 26.5)","(21.0, 29.0, 25.0)","(5.0, 6.2, 6.04)"
08-01-2023 11:31:23.620292,"(21.0, 80.0, 46.57142857142857)","(9.0, 12.0, 11.857142857142858)","(1.35, 1.59, 1.57275)","(26.0, 60.0, 52.0)","(17.0, 29.0, 26.5)","(21.0, 29.0, 27.625)","(5.0, 6.2, 5.892307692307692)"
08-01-2023 11:31:24.499839,"(21.0, 80.0, 62.0)","(9.0, 12.0, 11.857142857142858)","(1.35, 1.59, 1.57275)","(26.0, 60.0, 53.0)","(17.0, 29.0, 26.5)","(21.0, 29.0, 28.083333333333332)","(5.0, 6.2, 5.892307692307692)"
08-01-2023 11:31:25.391420,"(21.0, 80.0, 46.11764705882353)","(9.0, 12.0, 11.9)","(1.35, 1.59, 1.57275)","(26.0, 55.0, 50.5)","(17.0, 29.0, 26.5)","(21.0, 29.0, 26.066666666666666)","(5.0, 6.2, 5.892307692307692)"
08-01-2023 11:31:26.279054,"(21.0, 80.0, 46.11764705882353)","(9.0, 12.0, 11.9)","(1.35, 1.59, 1.57275)","(26.0, 55.0, 50.5)","(17.0, 29.0, 26.5)","(21.0, 29.0, 26.066666666666666)","(5.0, 6.2, 5.892307692307692)"
08-01-2023 11:31:27.156445,"(21.0, 80.0, 46.11764705882353)","(9.0, 12.0, 11.9)","(1.35, 1.59, 1.57275)","(26.0, 55.0, 50.5)","(17.0, 29.0, 26.5)","(21.0, 29.0, 26.066666666666666)","(5.0, 6.2, 5.892307692307692)"
08-01-2023 11:31:28.044828,"(21.0, 80.0, 46.11764705882353)","(9.0, 12.0, 11.771428571428572)","(1.35, 1.59, 1.57275)","(26.0, 55.0, 50.5)","(17.0, 29.0, 26.5)","(21.0, 29.0, 26.066666666666666)","(5.0, 6.2, 5.892307692307692)"
08-01-2023 11:31:28.928079,"(21.0, 80.0, 46.11764705882353)","(9.0, 12.0, 11.771428571428572)","(1.35, 1.59, 1.57275)","(26.0, 55.0, 53.23529411764706)","(17.0, 29.0, 26.5)","(21.0, 29.0, 26.066666666666666)","(5.0, 6.2, 5.892307692307692)"
08-01-2023 11:31:29.808865,"(21.0, 80.0, 46.11764705882353)","(9.0, 12.0, 11.771428571428572)","(1.35, 1.59, 1.57275)","(26.0, 50.0, 46.0)","(17.0, 29.0, 26.5)","(21.0, 29.0, 26.066666666666666)","(5.0, 6.2, 5.892307692307692)"
08-01-2023 11:31:30.696328,"(21.0, 80.0, 46.11764705882353)","(9.0, 12.0, 11.771428571428572)","(1.35, 1.59, 1.5744827586206898)","(26.0, 50.0, 46.0)","(17.0, 29.0, 26.5)","(21.0, 29.0, 26.066666666666666)","(5.0, 6.2, 6.0)"
08-01-2023 11:31:31.586323,"(21.0, 80.0, 46.11764705882353)","(9.0, 12.0, 11.771428571428572)","(1.35, 1.59, 1.5725316455696203)","(26.0, 50.0, 46.0)","(17.0, 29.0, 26.5)","(21.0, 29.0, 26.066666666666666)","(5.0, 6.2, 6.0)"
