,Oovii,Dragons Snip,Mishani Promise,Mishani Twilight,Mishani Tycoon,Mishani Valour,Leibert Lass,Mishani Diamond,Paris Art
06-01-2023 12:04:57.400352,"(2.6, 2.88, 2.7544186046511627)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.336363636363636)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:04:58.522056,"(2.6, 2.88, 2.7544186046511627)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.336363636363636)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:04:59.728959,"(2.6, 2.88, 2.7544186046511627)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.336363636363636)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:01.017387,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:02.297144,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:03.611518,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:04.888630,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:06.147989,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:07.378893,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:08.629287,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:10.015923,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:11.583259,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:13.040419,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:14.540115,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:15.900139,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:17.234984,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:18.567626,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:19.865632,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:21.156355,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:22.497730,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:23.856818,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:25.225895,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:26.547462,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:27.950715,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:29.295903,"(2.6, 2.88, 2.7586516853932586)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:30.678486,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:32.024050,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.721052631578948)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 57.4)","(7.5, 9.2, 8.5)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.666666666666664)"
06-01-2023 12:05:33.305442,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 5.8, 5.911764705882353)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 48.333333333333336)","(7.5, 9.2, 8.742857142857142)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:34.591237,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.911764705882353)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 48.333333333333336)","(7.5, 9.2, 8.742857142857142)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:35.868058,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.911764705882353)","(8.0, 12.5, 11.1875)","(20.0, 65.0, 50.0)","(7.5, 9.2, 8.742857142857142)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:05:37.077864,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.911764705882353)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 50.0)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:38.323880,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.911764705882353)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 50.0)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:39.756639,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.911764705882353)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 50.0)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:41.195626,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.911764705882353)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 50.0)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:05:42.746301,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.911764705882353)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 50.0)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:05:44.283187,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.911764705882353)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 50.0)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:45.905929,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:05:47.238641,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:05:48.589170,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:05:49.866988,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:05:51.140725,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:52.324590,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:53.562792,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:05:54.817244,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:56.154875,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:05:57.493764,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:05:58.929291,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:00.312211,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:01.684504,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:03.013704,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:04.363467,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:06:05.622505,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:06:06.924201,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:08.148302,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:09.327106,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:10.549258,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:06:11.832324,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:13.129584,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 8.879999999999999)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:14.476910,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.085714285714285)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:15.812237,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.085714285714285)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:17.076833,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.085714285714285)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:06:18.336003,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.085714285714285)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:06:19.633194,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.085714285714285)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:06:20.890411,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.942857142857143)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:22.278851,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.935714285714286)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:06:24.085536,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.935714285714286)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 34.285714285714285)"
06-01-2023 12:06:25.467244,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.935714285714286)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:26.910299,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.935714285714286)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:28.204808,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.935714285714286)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:29.462608,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.935714285714286)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:30.727327,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.935714285714286)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:32.012942,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.918181818181818)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:33.280148,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.918181818181818)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:34.555602,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.918181818181818)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 54.5)","(7.5, 9.2, 9.0)","(26.0, 55.0, 50.285714285714285)","(12.0, 36.0, 32.0)"
06-01-2023 12:06:35.874721,"(2.6, 2.88, 2.7841935483870968)","(5.0, 5.9, 5.592307692307692)","(31.0, 110.0, 80.0)","(4.2, 6.0, 5.800000000000001)","(8.0, 12.5, 11.1875)","(20.0, 60.0, 52.0)","(7.5, 9.2, 8.625)","(26.0, 55.0, 48.25)","(12.0, 36.0, 33.333333333333336)"
