,Fat And Furious,Walk Softly,Uptown Rhapsody,Renegade Princess,Miss Ghislaine,The Ginger Queen,Pink Channel,Opal Creek,Twelve Stars
11-01-2023 09:15:56.223258,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:57.600916,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:58.840664,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:00.152174,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:01.446032,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:02.847289,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:04.126630,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:05.383810,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:06.657212,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:07.914708,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:09.197177,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:10.455803,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:11.730785,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:12.978799,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:14.268611,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:15.607617,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:16.915531,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:18.210377,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:19.465431,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:20.623779,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:21.828556,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:23.133549,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:24.404449,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:25.650635,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:26.893438,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:28.154130,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:29.421983,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:30.675396,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:31.872253,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:33.057287,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:34.328263,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:35.604251,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:36.940376,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:38.196681,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:39.404186,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:40.651351,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:41.843405,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:43.047972,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:44.337896,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:45.628006,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:46.901299,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:48.216598,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:49.492698,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:50.716562,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:51.941802,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:53.140121,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:54.365099,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:55.584105,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:56.845811,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:58.119293,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:16:59.470056,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.8, 99999, 99990)","(11.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:00.681496,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:01.890006,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:03.070497,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:04.298476,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:05.530983,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:06.840749,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:08.107341,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:09.381116,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:10.682451,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:11.874197,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:13.070542,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:14.285639,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:15.545208,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:16.790030,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:18.045110,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:19.321132,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:20.591089,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:21.777452,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:23.000924,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:24.253585,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:25.559082,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:26.835652,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:28.102865,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:29.320870,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:30.536105,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(3.9, 99999, 99990)","(12.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:31.822558,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:33.006323,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:34.219835,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:35.385115,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:36.644062,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.8, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:37.939949,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:39.243916,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:40.581815,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:41.901750,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:43.048705,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:44.312545,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:45.548853,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:46.830691,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:48.110164,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:49.367432,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:50.594010,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:51.829685,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:53.021062,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:54.218852,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:17:55.434044,"(5.5, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(3.7, 99999, 99990)","(13.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(19.0, 99999, 99990)","(8.0, 99999, 99990)"
