,Bisping,Double Edge Sword,Im A Cowboy,Scatamaran,Rithm Nic
15-12-2022 12:06:25.767883,"(5.5, 8.6, 7.685714285714285)","(6.5, 7.8, 7.682352941176471)","(10.0, 13.5, 13.0)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.26, 2.2214814814814816)"
15-12-2022 12:06:26.639082,"(5.5, 8.6, 7.685714285714285)","(6.5, 7.8, 7.682352941176471)","(10.0, 13.5, 13.0)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.26, 2.2214814814814816)"
15-12-2022 12:06:27.633686,"(5.5, 8.8, 8.350000000000001)","(6.5, 7.8, 7.682352941176471)","(10.0, 13.5, 13.0)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.26, 2.2070175438596493)"
15-12-2022 12:06:28.577460,"(5.5, 8.8, 8.588235294117649)","(6.5, 7.8, 7.682352941176471)","(10.0, 13.5, 13.0)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:29.431774,"(5.5, 8.8, 8.588235294117649)","(6.5, 7.8, 7.682352941176471)","(10.0, 13.5, 13.0)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:30.264398,"(5.5, 8.8, 8.588235294117649)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.214285714285714)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:31.181029,"(5.5, 8.8, 8.588235294117649)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:32.121298,"(5.5, 8.8, 8.588235294117649)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:33.019043,"(5.5, 8.8, 8.588235294117649)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:33.895285,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:34.818875,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:35.700793,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:36.554993,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:37.449100,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:38.315919,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.24, 2.2070175438596493)"
15-12-2022 12:06:39.255687,"(5.5, 8.6, 7.9904761904761905)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.3, 2.2555555555555555)"
15-12-2022 12:06:40.143072,"(5.5, 8.6, 7.9904761904761905)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.3, 2.219047619047619)"
15-12-2022 12:06:41.081230,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.346153846153847)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.28, 2.219047619047619)"
15-12-2022 12:06:41.918518,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.26, 2.216666666666667)"
15-12-2022 12:06:42.853711,"(5.5, 8.6, 7.9904761904761905)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.26, 2.2153846153846155)"
15-12-2022 12:06:43.684556,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.26, 2.2153846153846155)"
15-12-2022 12:06:44.480799,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.26, 2.2153846153846155)"
15-12-2022 12:06:45.375733,"(5.5, 8.6, 7.9904761904761905)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.28, 2.219047619047619)"
15-12-2022 12:06:46.328756,"(5.5, 8.6, 7.9904761904761905)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.28, 2.219047619047619)"
15-12-2022 12:06:47.317863,"(5.5, 8.8, 8.56)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.28, 2.219047619047619)"
15-12-2022 12:06:48.239621,"(5.5, 8.8, 8.0)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.0, 2.28, 2.219047619047619)"
15-12-2022 12:06:49.152881,"(5.5, 8.6, 7.48)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:50.141605,"(5.5, 8.6, 7.48)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:51.077502,"(5.5, 8.8, 8.0)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.45)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:51.896532,"(5.5, 8.6, 7.7444444444444445)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:52.873801,"(5.5, 8.6, 7.7444444444444445)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:53.852831,"(5.5, 8.6, 8.288888888888888)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:54.681686,"(5.5, 8.6, 8.288888888888888)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:55.536998,"(5.5, 8.6, 8.288888888888888)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:56.485442,"(5.5, 8.6, 8.288888888888888)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:57.420796,"(5.5, 8.6, 8.288888888888888)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:58.414290,"(5.5, 8.6, 7.7444444444444445)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:06:59.548552,"(5.5, 8.6, 7.7444444444444445)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:00.459611,"(5.5, 8.6, 8.18)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.285714285714285)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:01.460292,"(5.5, 8.6, 8.378947368421052)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.384615384615385)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:02.398998,"(5.5, 8.6, 8.02962962962963)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.384615384615385)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:03.621682,"(5.5, 8.6, 8.425)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:04.813978,"(5.5, 8.6, 8.425)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:05.739687,"(5.5, 8.6, 7.6375)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:06.917421,"(5.5, 8.6, 7.6375)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:07.811189,"(5.5, 8.6, 8.075)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:08.758250,"(5.5, 8.6, 8.075)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:09.854116,"(5.5, 8.6, 8.075)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:10.763408,"(5.5, 8.6, 7.6375)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:11.698334,"(5.5, 8.6, 8.2)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:12.637115,"(5.5, 8.6, 8.2)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:13.576194,"(5.5, 8.6, 7.6375)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:14.482512,"(5.5, 8.6, 7.6375)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:15.367498,"(5.5, 8.6, 7.984)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.866666666666666)","(2.1, 2.28, 2.219047619047619)"
15-12-2022 12:07:16.243236,"(5.5, 8.6, 7.9)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.252)"
15-12-2022 12:07:17.125679,"(5.5, 8.4, 7.930434782608696)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.252)"
15-12-2022 12:07:18.061684,"(5.5, 8.4, 8.0)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.252)"
15-12-2022 12:07:19.000254,"(5.5, 8.4, 7.628571428571429)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.252)"
15-12-2022 12:07:19.931172,"(5.5, 8.4, 7.628571428571429)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.252)"
15-12-2022 12:07:20.735028,"(5.5, 8.4, 7.628571428571429)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.252)"
15-12-2022 12:07:21.612338,"(5.5, 8.4, 7.628571428571429)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.26046511627907)"
15-12-2022 12:07:22.470780,"(5.5, 8.2, 7.699999999999999)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.26046511627907)"
15-12-2022 12:07:23.538697,"(5.5, 8.4, 8.200000000000001)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:24.462406,"(5.5, 8.4, 8.200000000000001)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:25.334699,"(5.5, 8.4, 8.200000000000001)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:26.295616,"(5.5, 8.4, 8.3)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:27.494830,"(5.5, 8.2, 7.709090909090909)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:28.333480,"(5.5, 8.2, 8.114285714285714)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:29.193146,"(5.5, 8.0, 7.590909090909091)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:30.030583,"(5.5, 8.0, 7.590909090909091)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:30.986765,"(5.5, 8.2, 8.114285714285714)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:31.868457,"(5.5, 8.2, 8.09090909090909)","(6.5, 7.8, 7.734883720930233)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:32.785534,"(5.5, 8.0, 7.526315789473684)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:33.689152,"(5.5, 8.2, 8.09090909090909)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:34.582268,"(5.5, 8.2, 8.09090909090909)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:35.466593,"(5.5, 8.0, 7.526315789473684)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:36.319403,"(5.5, 8.0, 7.526315789473684)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.392857142857142)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.224)"
15-12-2022 12:07:37.280334,"(5.5, 8.4, 8.0)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.26046511627907)"
15-12-2022 12:07:38.087674,"(5.5, 8.2, 7.8)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.26046511627907)"
15-12-2022 12:07:38.928737,"(5.5, 8.0, 7.526315789473684)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.26046511627907)"
15-12-2022 12:07:39.883211,"(5.5, 8.0, 7.526315789473684)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.28, 2.239016393442623)"
15-12-2022 12:07:40.811042,"(5.5, 8.0, 7.526315789473684)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.26, 2.239016393442623)"
15-12-2022 12:07:41.765295,"(5.5, 8.0, 7.526315789473684)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.26, 2.221212121212121)"
15-12-2022 12:07:42.587862,"(5.5, 8.4, 8.0)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.26, 2.221212121212121)"
15-12-2022 12:07:43.466333,"(5.5, 8.4, 8.0)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.26, 2.221212121212121)"
15-12-2022 12:07:44.338134,"(5.5, 8.2, 7.63157894736842)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.26, 2.221212121212121)"
15-12-2022 12:07:45.205971,"(5.5, 8.2, 7.63157894736842)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.26, 2.221212121212121)"
15-12-2022 12:07:46.093011,"(5.5, 8.4, 8.0)","(6.5, 7.8, 7.751219512195122)","(10.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.1, 2.26, 2.221212121212121)"
15-12-2022 12:07:46.970893,"(5.5, 8.4, 8.0)","(6.5, 7.8, 7.751219512195122)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:47.871857,"(5.5, 8.2, 7.63157894736842)","(6.5, 7.8, 7.751219512195122)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:48.710114,"(5.5, 8.4, 8.0)","(6.5, 7.8, 7.751219512195122)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:49.599209,"(5.5, 8.4, 8.145454545454546)","(6.5, 7.8, 7.751219512195122)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:50.543741,"(5.5, 8.2, 7.8307692307692305)","(6.5, 7.8, 7.5)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:51.411759,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.5)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:52.209571,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.633333333333333)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:53.086771,"(5.5, 8.2, 7.8307692307692305)","(6.5, 7.8, 7.633333333333333)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:53.955118,"(5.5, 8.2, 7.8307692307692305)","(6.5, 7.8, 7.633333333333333)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:54.848571,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.633333333333333)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:55.755221,"(5.5, 8.2, 7.8307692307692305)","(6.5, 7.8, 7.633333333333333)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:56.551171,"(5.5, 8.2, 7.8307692307692305)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.894736842105263)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:57.389014,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.764705882352941)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:58.267305,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.764705882352941)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:07:59.247602,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.764705882352941)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:08:00.193524,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.764705882352941)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:08:01.076796,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.764705882352941)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:08:01.904694,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.431818181818182)","(4.4, 5.0, 4.764705882352941)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:08:02.818378,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.428571428571429)","(4.4, 4.9, 4.766666666666667)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:08:03.740676,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.428571428571429)","(4.4, 4.9, 4.766666666666667)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:08:04.582242,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.766666666666667)","(2.05, 2.26, 2.221212121212121)"
15-12-2022 12:08:05.443501,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.59)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.766666666666667)","(2.05, 2.26, 2.2349019607843137)"
15-12-2022 12:08:06.329667,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.5200000000000005)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.671428571428571)","(2.05, 2.26, 2.2349019607843137)"
15-12-2022 12:08:07.268132,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.5200000000000005)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.671428571428571)","(2.05, 2.26, 2.2349019607843137)"
15-12-2022 12:08:08.107773,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.5200000000000005)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.671428571428571)","(2.05, 2.26, 2.2349019607843137)"
15-12-2022 12:08:09.008255,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.5200000000000005)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.671428571428571)","(2.05, 2.26, 2.2349019607843137)"
15-12-2022 12:08:09.881778,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.5200000000000005)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.671428571428571)","(2.05, 2.26, 2.2349019607843137)"
15-12-2022 12:08:10.769645,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.5200000000000005)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.621739130434783)","(2.05, 2.26, 2.24379746835443)"
15-12-2022 12:08:11.657248,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.5200000000000005)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.621739130434783)","(2.05, 2.26, 2.24379746835443)"
15-12-2022 12:08:12.496913,"(5.5, 8.4, 8.2)","(6.5, 7.8, 7.5200000000000005)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.621739130434783)","(2.0, 2.26, 2.24379746835443)"
15-12-2022 12:08:13.326708,"(5.5, 8.4, 8.095652173913043)","(6.5, 7.8, 7.5200000000000005)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.621739130434783)","(2.0, 2.26, 2.24379746835443)"
15-12-2022 12:08:14.120710,"(5.5, 8.4, 8.095652173913043)","(6.5, 7.8, 7.55)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.621739130434783)","(2.0, 2.26, 2.24379746835443)"
15-12-2022 12:08:14.941015,"(5.5, 8.4, 8.095652173913043)","(6.5, 7.8, 7.55)","(9.0, 13.5, 13.431818181818182)","(4.4, 4.9, 4.621739130434783)","(2.0, 2.26, 2.24379746835443)"
