,Mariahs Shadow,Joey Girl,Kahina,Pay Me Interest Nz,Whistle On By,Atreacherous
12-01-2023 12:22:16.237070,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:17.195477,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:18.104462,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:19.088315,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:20.146485,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:21.180065,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:22.208412,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:23.100611,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:24.213695,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:25.411505,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:26.497274,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:27.525287,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:28.542056,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:29.613197,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:30.730631,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:31.749777,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:32.668305,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:33.692259,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:34.732014,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:35.854280,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:36.862071,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4262857142857142)"
12-01-2023 12:22:37.840789,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:38.809940,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:39.759838,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:40.772037,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:41.751256,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:42.762068,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:43.720745,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:44.711367,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:45.710394,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:46.656756,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:47.728505,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:48.720820,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:49.785257,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:50.842600,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:51.817275,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:52.783970,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:53.706465,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:54.719240,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:55.761566,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:56.769918,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:57.849681,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:58.919250,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:22:59.878092,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:00.853405,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:01.971551,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:03.083502,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:04.130319,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:05.190647,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:06.074663,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:07.042973,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:08.119690,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:09.151802,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:10.149955,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:11.194669,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:12.206671,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:13.234216,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:14.218265,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:15.117026,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:16.108568,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:17.136944,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:18.187043,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:19.123404,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:20.008818,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:21.014736,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:22.087907,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:23.239593,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:24.201670,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:25.200205,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:26.249921,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:27.317495,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:28.342168,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:29.292419,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:30.303105,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:31.344730,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:32.521653,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:33.661696,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:34.674871,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:35.863187,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:37.110891,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:38.313917,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:39.402692,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:40.432804,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:41.404514,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:42.459461,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:43.538036,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:44.573199,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:45.635598,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:46.717299,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:47.834016,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:48.899064,"(81.0, 210.0, 147.5)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:49.920688,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:50.876277,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:51.819341,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:52.903125,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:53.992045,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:55.099261,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:56.289630,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:57.361851,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:58.443766,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:23:59.580690,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:00.841593,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:02.064290,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:03.224082,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:04.269909,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:05.381335,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:06.400292,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:07.431969,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:08.480576,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:09.507101,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:10.538090,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:11.592027,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:12.646500,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:13.776525,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:14.815859,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:15.843478,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:16.762151,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:17.812980,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
