,Mariahs Shadow,Joey Girl,Kahina,Pay Me Interest Nz,Whistle On By,Atreacherous
12-01-2023 12:24:18.935636,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:20.057152,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:21.154474,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:22.225289,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:23.138473,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:24.117509,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:25.151371,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:26.198580,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:27.219107,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:28.268902,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:29.304274,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:30.318356,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:31.323542,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:32.312806,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:33.275235,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:34.230012,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:35.175929,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:36.124398,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:37.100368,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:38.060613,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:38.995126,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:39.849884,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.53, 1.4257894736842105)"
12-01-2023 12:24:40.904546,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 19.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:41.933181,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:42.964159,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:43.977780,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:44.919593,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:45.844455,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:46.791674,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:47.826865,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:48.837689,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:49.752293,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:50.649771,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:51.636453,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:52.665054,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:53.620140,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:54.528356,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:55.449057,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:56.429306,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:57.393967,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:58.299839,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:24:59.239183,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:25:00.222221,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 12.25)","(1.3, 1.53, 1.466842105263158)"
12-01-2023 12:25:01.248335,"(81.0, 210.0, 126.66666666666666)","(21.0, 60.0, 42.5)","(3.6, 5.7, 5.325)","(10.0, 99999, 99990)","(10.0, 16.0, 16.333333333333332)","(1.3, 1.53, 1.478)"
12-01-2023 12:25:02.340400,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 5.8, 5.4111111111111105)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.478)"
12-01-2023 12:25:03.489266,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 5.8, 5.4111111111111105)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.4729268292682927)"
12-01-2023 12:25:04.525798,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 5.8, 5.5)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.4729268292682927)"
12-01-2023 12:25:05.698743,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 5.8, 5.5)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.4729268292682927)"
12-01-2023 12:25:06.849189,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 5.8, 5.98)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.4621739130434783)"
12-01-2023 12:25:08.096489,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.2, 5.98)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.4044186046511626)"
12-01-2023 12:25:09.112768,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.2, 5.7)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.4154545454545453)"
12-01-2023 12:25:10.085926,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.7)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.4154545454545453)"
12-01-2023 12:25:11.137500,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.7)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.4154545454545453)"
12-01-2023 12:25:12.068648,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.7)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.53, 1.4593333333333334)"
12-01-2023 12:25:13.075071,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.68)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4593333333333334)"
12-01-2023 12:25:14.036285,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.68)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4593333333333334)"
12-01-2023 12:25:14.955559,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4593333333333334)"
12-01-2023 12:25:15.987943,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4593333333333334)"
12-01-2023 12:25:16.980786,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4593333333333334)"
12-01-2023 12:25:17.947640,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4593333333333334)"
12-01-2023 12:25:18.837788,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4593333333333334)"
12-01-2023 12:25:19.679307,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:20.606192,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:21.529520,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:22.772286,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:23.745470,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:24.743556,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:25.742916,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:26.786754,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:27.820010,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:28.703779,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:29.621149,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:30.565610,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:31.432728,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:32.369421,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4477777777777778)"
12-01-2023 12:25:33.276729,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.72)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4793749999999999)"
12-01-2023 12:25:34.137895,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.5625)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4793749999999999)"
12-01-2023 12:25:35.002986,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.5625)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4793749999999999)"
12-01-2023 12:25:35.920803,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4793749999999999)"
12-01-2023 12:25:36.927466,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:37.871516,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:38.684665,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:39.550394,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:40.440937,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:41.335748,"(81.0, 210.0, 126.66666666666666)","(21.0, 55.0, 45.0)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:42.351111,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:43.260992,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:44.208964,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:45.208601,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:46.137879,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:47.274971,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:48.281217,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:49.226084,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:50.221733,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:51.157709,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:52.125903,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:53.012595,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:53.842757,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:54.696601,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:55.600831,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:56.566634,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:57.454934,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:58.489402,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:25:59.466387,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:26:00.395330,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:26:01.396186,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:26:02.337229,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4959259259259259)"
12-01-2023 12:26:03.250876,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 6.0, 5.461538461538462)","(10.0, 99999, 99990)","(10.0, 19.0, 14.2)","(1.3, 1.52, 1.4494117647058824)"
12-01-2023 12:26:04.258424,"(81.0, 210.0, 126.66666666666666)","(21.0, 50.0, 37.5)","(3.6, 5.9, 5.75)","(10.0, 99999, 99990)","(10.0, 19.0, 14.2)","(1.3, 1.52, 1.4494117647058824)"
12-01-2023 12:26:05.244936,"(81.0, 210.0, 147.5)","(21.0, 50.0, 37.5)","(3.6, 5.9, 5.75)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4494117647058824)"
12-01-2023 12:26:06.167292,"(81.0, 210.0, 147.5)","(21.0, 50.0, 37.5)","(3.6, 5.9, 5.75)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4494117647058824)"
12-01-2023 12:26:07.093071,"(81.0, 210.0, 147.5)","(21.0, 50.0, 40.0)","(3.6, 5.9, 5.75)","(10.0, 99999, 99990)","(10.0, 19.0, 16.333333333333332)","(1.3, 1.52, 1.4494117647058824)"
