,Stings To Burn,Aston Bier,Erupting Avatar,Liberty Royal,Our Boy Ziggy,Delta Storm,All Inn Scooby,Jax Flash
08-12-2022 13:04:22.680696,"(5.5, 6.8, 6.24)","(16.0, 32.0, 30.526315789473685)","(9.0, 12.5, 11.545871559633028)","(7.5, 8.6, 8.485714285714286)","(4.2, 5.0, 4.816666666666666)","(5.0, 6.0, 5.607142857142857)","(4.0, 5.6, 5.54074074074074)","(9.0, 19.5, 19.44736842105263)"
08-12-2022 13:04:23.963941,"(5.5, 6.8, 6.24)","(16.0, 32.0, 30.526315789473685)","(9.0, 12.5, 11.081818181818182)","(7.5, 9.0, 8.533333333333333)","(4.2, 5.0, 4.816666666666666)","(5.0, 6.0, 5.618055555555555)","(4.0, 5.6, 5.516666666666667)","(9.0, 19.5, 19.4672131147541)"
08-12-2022 13:04:25.250705,"(5.5, 6.8, 6.24)","(16.0, 32.0, 30.6)","(9.0, 12.5, 11.081818181818182)","(7.5, 9.0, 8.44)","(4.2, 5.0, 4.816666666666666)","(5.0, 6.0, 5.618055555555555)","(4.0, 5.6, 5.5636363636363635)","(9.0, 20.0, 19.0)"
08-12-2022 13:04:26.919192,"(5.5, 6.8, 6.246153846153846)","(16.0, 32.0, 30.727272727272727)","(9.0, 12.5, 11.545871559633028)","(7.5, 9.0, 8.533333333333333)","(4.2, 5.0, 4.8133333333333335)","(5.0, 6.0, 5.633333333333334)","(4.0, 5.6, 5.568181818181818)","(9.0, 19.5, 19.35)"
08-12-2022 13:04:28.376147,"(5.5, 6.8, 6.246153846153846)","(16.0, 32.0, 30.695652173913043)","(9.0, 12.5, 11.545871559633028)","(7.5, 9.0, 8.44)","(4.2, 4.9, 4.818181818181818)","(5.0, 6.0, 5.633333333333334)","(4.0, 5.6, 5.569565217391304)","(9.0, 19.5, 18.857142857142858)"
08-12-2022 13:04:29.736184,"(5.5, 6.8, 6.246153846153846)","(16.0, 32.0, 30.695652173913043)","(9.0, 12.5, 11.545871559633028)","(7.5, 9.0, 8.381818181818183)","(4.2, 4.9, 4.809523809523809)","(5.0, 6.0, 5.8578947368421055)","(4.0, 5.6, 5.685714285714286)","(9.0, 19.0, 20.285714285714285)"
08-12-2022 13:04:30.981845,"(5.5, 6.8, 6.246153846153846)","(16.0, 32.0, 30.695652173913043)","(9.0, 12.5, 11.545871559633028)","(7.5, 8.4, 8.575)","(4.2, 4.9, 4.809523809523809)","(5.0, 5.9, 5.709677419354839)","(4.0, 5.7, 5.685714285714286)","(9.0, 21.0, 19.40909090909091)"
08-12-2022 13:04:32.226957,"(5.5, 6.8, 6.246153846153846)","(16.0, 32.0, 30.333333333333332)","(9.0, 12.5, 11.545871559633028)","(7.5, 8.8, 8.575)","(4.2, 4.9, 4.612)","(5.0, 6.0, 5.806451612903226)","(4.0, 5.7, 5.690909090909091)","(9.0, 19.5, 18.47826086956522)"
08-12-2022 13:04:33.511543,"(5.5, 6.8, 6.246153846153846)","(16.0, 32.0, 29.142857142857142)","(9.0, 12.5, 10.716666666666667)","(7.5, 8.8, 8.6)","(4.2, 4.9, 4.563157894736842)","(5.0, 6.0, 5.903225806451613)","(4.0, 5.7, 5.7875)","(9.0, 18.5, 18.928571428571427)"
08-12-2022 13:04:34.793013,"(5.5, 6.8, 6.233333333333333)","(16.0, 32.0, 29.142857142857142)","(9.0, 12.5, 10.716666666666667)","(7.5, 8.8, 8.6)","(4.2, 4.9, 4.563157894736842)","(5.0, 6.0, 5.903225806451613)","(4.0, 5.8, 5.7875)","(9.0, 19.0, 18.928571428571427)"
08-12-2022 13:04:36.129733,"(5.5, 6.8, 6.233333333333333)","(16.0, 32.0, 30.695652173913043)","(9.0, 12.5, 11.545871559633028)","(7.5, 8.6, 8.333333333333332)","(4.2, 4.9, 4.824590163934426)","(5.0, 5.9, 5.876923076923077)","(4.0, 5.8, 5.773333333333333)","(9.0, 19.0, 18.928571428571427)"
08-12-2022 13:04:37.414445,"(5.5, 6.8, 6.233333333333333)","(16.0, 32.0, 30.333333333333332)","(9.0, 12.5, 11.545871559633028)","(7.5, 8.6, 8.317647058823528)","(4.2, 4.9, 4.8145454545454545)","(5.0, 5.9, 5.809090909090909)","(4.0, 5.8, 5.773333333333333)","(9.0, 19.0, 18.928571428571427)"
08-12-2022 13:04:38.699778,"(5.5, 6.8, 6.12)","(16.0, 32.0, 30.333333333333332)","(9.0, 12.5, 11.545871559633028)","(7.5, 8.6, 8.317647058823528)","(4.2, 4.9, 4.8145454545454545)","(5.0, 5.9, 6.066666666666667)","(4.0, 5.8, 5.790909090909091)","(9.0, 19.0, 18.928571428571427)"
08-12-2022 13:04:39.902569,"(5.5, 6.8, 6.12)","(16.0, 32.0, 30.333333333333332)","(9.0, 12.5, 11.537037037037036)","(7.5, 8.4, 7.984615384615385)","(4.2, 4.9, 4.8145454545454545)","(5.0, 6.4, 6.066666666666667)","(4.0, 5.8, 5.790909090909091)","(9.0, 19.0, 18.928571428571427)"
08-12-2022 13:04:41.139589,"(5.5, 6.8, 6.12)","(16.0, 32.0, 30.5)","(9.0, 12.5, 10.675438596491228)","(7.5, 8.2, 8.103030303030302)","(4.2, 4.9, 4.8145454545454545)","(5.0, 6.4, 6.189473684210527)","(4.0, 5.8, 5.862500000000001)","(9.0, 18.5, 18.47826086956522)"
08-12-2022 13:04:42.399084,"(5.5, 6.8, 6.2631578947368425)","(16.0, 32.0, 28.470588235294116)","(9.0, 12.5, 10.686440677966102)","(7.5, 8.2, 8.161290322580644)","(4.2, 4.9, 4.814814814814815)","(5.0, 6.4, 6.218181818181819)","(4.0, 5.9, 5.862500000000001)","(9.0, 18.5, 18.47826086956522)"
08-12-2022 13:04:43.684410,"(5.5, 6.8, 6.2631578947368425)","(16.0, 32.0, 29.692307692307693)","(9.0, 12.5, 10.686440677966102)","(7.5, 8.2, 8.161290322580644)","(4.2, 4.9, 4.814814814814815)","(5.0, 6.4, 6.233333333333333)","(4.0, 5.9, 5.862500000000001)","(9.0, 18.5, 18.47826086956522)"
08-12-2022 13:04:45.135059,"(5.5, 6.8, 6.2631578947368425)","(16.0, 32.0, 30.333333333333332)","(9.0, 12.5, 11.545871559633028)","(7.5, 8.2, 8.162264150943395)","(4.2, 4.9, 4.813207547169811)","(5.0, 6.4, 6.1647058823529415)","(4.0, 5.9, 5.88)","(9.0, 18.5, 18.485714285714284)"
08-12-2022 13:04:46.706581,"(5.5, 6.8, 6.25)","(16.0, 32.0, 30.333333333333332)","(9.0, 12.5, 10.044444444444444)","(7.5, 8.2, 8.085714285714285)","(4.2, 4.9, 4.813207547169811)","(5.0, 6.4, 6.1647058823529415)","(4.0, 6.0, 5.895348837209302)","(9.0, 18.5, 18.485714285714284)"
08-12-2022 13:04:48.150006,"(5.5, 6.8, 6.25)","(16.0, 32.0, 30.333333333333332)","(9.0, 12.0, 9.954385964912282)","(7.5, 8.4, 8.1)","(4.2, 4.9, 4.813207547169811)","(5.0, 6.4, 6.08235294117647)","(4.0, 6.0, 5.876923076923077)","(9.0, 18.5, 18.464285714285715)"
08-12-2022 13:04:49.532669,"(5.5, 6.8, 6.2631578947368425)","(16.0, 32.0, 30.352941176470587)","(9.0, 12.0, 9.957142857142857)","(7.5, 8.4, 8.335384615384616)","(4.2, 4.9, 4.813207547169811)","(5.0, 6.2, 6.08235294117647)","(4.0, 6.0, 5.937735849056604)","(9.0, 18.5, 18.464285714285715)"
08-12-2022 13:04:50.839250,"(5.5, 6.8, 6.25)","(16.0, 32.0, 29.2)","(9.0, 12.0, 9.957142857142857)","(7.5, 8.4, 8.335384615384616)","(4.2, 4.9, 4.813207547169811)","(5.0, 6.2, 6.08235294117647)","(4.0, 6.0, 5.937735849056604)","(9.0, 18.5, 18.464285714285715)"
08-12-2022 13:04:52.119658,"(5.5, 6.8, 6.25)","(16.0, 32.0, 30.727272727272727)","(9.0, 12.0, 10.100000000000001)","(7.5, 8.4, 8.228571428571428)","(4.2, 4.9, 4.712)","(5.0, 6.2, 6.08235294117647)","(4.0, 6.0, 5.888888888888888)","(9.0, 18.5, 18.47142857142857)"
08-12-2022 13:04:53.400380,"(5.5, 6.8, 6.2631578947368425)","(16.0, 32.0, 30.727272727272727)","(9.0, 11.5, 10.057575757575759)","(7.5, 8.4, 8.285714285714285)","(4.2, 4.9, 4.712)","(5.0, 6.2, 6.094736842105263)","(4.0, 6.0, 6.0)","(9.0, 18.5, 18.2)"
08-12-2022 13:04:54.692350,"(5.5, 6.8, 6.2631578947368425)","(16.0, 32.0, 30.352941176470587)","(9.0, 11.5, 10.012500000000001)","(7.5, 8.8, 8.525)","(4.2, 4.9, 4.712)","(5.0, 6.2, 6.116666666666667)","(4.0, 6.2, 5.9818181818181815)","(9.0, 18.5, 18.25)"
08-12-2022 13:04:56.106103,"(5.5, 6.8, 6.2631578947368425)","(16.0, 32.0, 30.352941176470587)","(9.0, 11.5, 10.76)","(7.5, 8.6, 8.457142857142857)","(4.2, 4.9, 4.712)","(5.0, 6.2, 6.116666666666667)","(4.0, 6.0, 6.0)","(9.0, 18.5, 18.433333333333334)"
08-12-2022 13:04:57.475262,"(5.5, 6.6, 6.105882352941176)","(16.0, 32.0, 30.526315789473685)","(9.0, 11.0, 9.990243902439024)","(7.5, 8.6, 8.457142857142857)","(4.2, 4.9, 4.7122448979591836)","(5.0, 6.2, 6.373333333333334)","(4.0, 6.2, 6.082352941176471)","(9.0, 18.5, 18.433333333333334)"
08-12-2022 13:04:58.832402,"(5.5, 6.6, 6.113043478260869)","(16.0, 32.0, 30.526315789473685)","(9.0, 11.0, 9.990243902439024)","(7.5, 8.6, 8.533333333333333)","(4.2, 4.9, 4.7122448979591836)","(5.0, 6.4, 6.378947368421053)","(4.0, 6.2, 6.082352941176471)","(9.0, 18.5, 18.433333333333334)"
08-12-2022 13:05:00.556407,"(5.5, 6.6, 6.300000000000001)","(16.0, 32.0, 30.352941176470587)","(9.0, 11.0, 10.11111111111111)","(7.5, 8.6, 8.492857142857142)","(4.2, 4.9, 4.76)","(5.0, 6.4, 6.373333333333334)","(4.0, 6.2, 6.084615384615385)","(9.0, 18.5, 18.433333333333334)"
08-12-2022 13:05:02.036751,"(5.5, 6.4, 6.300000000000001)","(16.0, 32.0, 30.352941176470587)","(9.0, 11.0, 10.104166666666666)","(7.5, 8.6, 8.492857142857142)","(4.2, 4.8, 4.75)","(5.0, 6.4, 6.373333333333334)","(4.0, 6.2, 6.084615384615385)","(9.0, 18.5, 18.433333333333334)"
08-12-2022 13:05:03.356862,"(5.5, 6.4, 6.266666666666667)","(16.0, 32.0, 30.333333333333332)","(9.0, 11.0, 10.104166666666666)","(7.5, 8.6, 8.492857142857142)","(4.2, 4.8, 4.715)","(5.0, 6.4, 6.373333333333334)","(4.0, 6.2, 6.084615384615385)","(9.0, 18.5, 18.464285714285715)"
08-12-2022 13:05:04.601056,"(5.5, 6.4, 6.266666666666667)","(16.0, 32.0, 30.3)","(9.0, 11.0, 10.122448979591837)","(7.5, 8.6, 8.49655172413793)","(4.2, 4.8, 4.706)","(5.0, 6.4, 6.373333333333334)","(4.0, 6.2, 6.155555555555556)","(9.0, 18.5, 18.466666666666665)"
08-12-2022 13:05:05.814429,"(5.5, 6.4, 6.266666666666667)","(16.0, 32.0, 30.3)","(9.0, 11.0, 10.044444444444444)","(7.5, 8.6, 8.49655172413793)","(4.2, 4.8, 4.70625)","(5.0, 6.4, 6.373333333333334)","(4.0, 6.2, 6.16734693877551)","(9.0, 18.5, 18.464285714285715)"
08-12-2022 13:05:07.033851,"(5.5, 6.4, 6.228571428571429)","(16.0, 32.0, 30.454545454545453)","(9.0, 11.0, 9.853333333333333)","(7.5, 8.6, 8.49655172413793)","(4.2, 4.8, 4.70625)","(5.0, 6.4, 6.373333333333334)","(4.0, 6.2, 6.164)","(9.0, 18.5, 18.433333333333334)"
08-12-2022 13:05:08.159435,"(5.5, 6.6, 6.266666666666667)","(16.0, 32.0, 29.166666666666668)","(9.0, 11.0, 9.853333333333333)","(7.5, 8.6, 8.49655172413793)","(4.2, 4.8, 4.705172413793104)","(5.0, 6.4, 6.376470588235295)","(4.0, 6.2, 6.164)","(9.0, 18.5, 18.433333333333334)"
08-12-2022 13:05:09.191284,"(5.5, 6.6, 6.266666666666667)","(16.0, 32.0, 29.176470588235293)","(9.0, 11.0, 9.853333333333333)","(7.5, 8.6, 8.49655172413793)","(4.2, 4.8, 4.705172413793104)","(5.0, 6.4, 6.376470588235295)","(4.0, 6.2, 6.164)","(9.0, 18.5, 18.433333333333334)"
08-12-2022 13:05:10.332821,"(5.5, 6.6, 6.236363636363636)","(16.0, 32.0, 30.153846153846153)","(9.0, 11.0, 10.511363636363637)","(7.5, 8.6, 8.484615384615385)","(4.2, 4.8, 4.705172413793104)","(5.0, 6.4, 6.376470588235295)","(4.0, 6.2, 5.968421052631579)","(9.0, 18.5, 18.433333333333334)"
08-12-2022 13:05:11.473124,"(5.5, 6.6, 6.266666666666667)","(16.0, 32.0, 29.75)","(9.0, 11.0, 10.511627906976743)","(7.5, 8.6, 8.49655172413793)","(4.2, 4.8, 4.705172413793104)","(5.0, 6.4, 6.376470588235295)","(4.0, 6.2, 5.968421052631579)","(9.0, 18.5, 18.47222222222222)"
08-12-2022 13:05:12.588080,"(5.5, 6.6, 6.3090909090909095)","(16.0, 32.0, 30.2)","(8.5, 10.5, 9.940000000000001)","(7.5, 8.6, 8.557894736842105)","(4.2, 5.0, 4.720000000000001)","(5.0, 6.4, 6.386666666666667)","(4.2, 6.2, 5.96)","(9.0, 18.5, 18.47222222222222)"
08-12-2022 13:05:13.723339,"(5.5, 6.6, 6.295238095238095)","(16.0, 32.0, 29.75)","(8.5, 10.5, 9.883333333333335)","(7.5, 8.6, 8.552941176470588)","(4.2, 4.9, 4.806666666666667)","(5.0, 6.4, 6.286363636363636)","(4.2, 6.2, 5.918181818181818)","(9.0, 18.5, 18.47222222222222)"
08-12-2022 13:05:14.887744,"(5.5, 6.6, 6.295238095238095)","(16.0, 32.0, 29.75)","(8.5, 10.5, 9.892105263157895)","(7.5, 8.6, 8.509090909090908)","(4.2, 4.9, 4.806666666666667)","(5.0, 6.6, 6.368)","(4.2, 6.0, 5.742857142857143)","(9.0, 18.5, 18.47222222222222)"
08-12-2022 13:05:16.219781,"(5.5, 6.6, 6.295238095238095)","(16.0, 32.0, 29.1875)","(8.5, 10.5, 9.897222222222222)","(7.5, 8.6, 8.5)","(4.2, 4.9, 4.806666666666667)","(5.0, 6.4, 6.368)","(4.2, 6.0, 5.788235294117647)","(9.0, 18.5, 18.47222222222222)"
08-12-2022 13:05:17.492312,"(5.5, 6.6, 6.295238095238095)","(16.0, 32.0, 29.2)","(8.5, 10.5, 10.133333333333333)","(7.5, 8.6, 8.770000000000001)","(4.2, 4.9, 4.808333333333334)","(5.0, 6.4, 6.368)","(4.2, 6.0, 5.757142857142857)","(9.0, 18.5, 18.47222222222222)"
08-12-2022 13:05:18.717435,"(5.5, 6.4, 6.342857142857143)","(16.0, 32.0, 29.789473684210527)","(8.5, 10.5, 10.06)","(7.5, 8.8, 8.787096774193548)","(4.2, 4.9, 4.807407407407407)","(5.0, 6.4, 6.368)","(4.2, 6.0, 5.757142857142857)","(9.0, 18.5, 18.47222222222222)"
08-12-2022 13:05:19.889034,"(5.5, 6.4, 6.342857142857143)","(16.0, 32.0, 29.789473684210527)","(8.5, 10.5, 10.092592592592593)","(7.5, 8.8, 8.78857142857143)","(4.2, 5.0, 4.806666666666667)","(5.0, 6.4, 6.368)","(4.2, 6.0, 5.78)","(9.0, 18.5, 18.416666666666668)"
08-12-2022 13:05:21.095694,"(5.5, 6.4, 6.300000000000001)","(16.0, 32.0, 29.789473684210527)","(8.5, 10.5, 10.092592592592593)","(7.5, 8.8, 8.942857142857143)","(4.2, 5.0, 4.806666666666667)","(5.0, 6.4, 6.368)","(4.2, 5.9, 5.588888888888889)","(9.0, 18.5, 18.455882352941178)"
08-12-2022 13:05:22.299147,"(5.5, 6.4, 6.342857142857143)","(16.0, 32.0, 30.2)","(8.5, 10.5, 10.15625)","(7.5, 9.0, 8.942857142857143)","(4.2, 5.0, 4.806666666666667)","(5.0, 6.4, 6.365217391304348)","(4.2, 5.9, 5.666666666666666)","(9.0, 18.5, 18.456521739130434)"
08-12-2022 13:05:23.462129,"(5.5, 6.4, 6.283333333333333)","(16.0, 32.0, 29.75)","(8.5, 10.5, 10.15625)","(7.5, 9.0, 8.771428571428572)","(4.2, 5.0, 4.806666666666667)","(5.0, 6.4, 6.365217391304348)","(4.2, 5.9, 5.75)","(9.0, 18.5, 18.456521739130434)"
08-12-2022 13:05:24.543820,"(5.5, 6.4, 6.325)","(16.0, 32.0, 29.1875)","(8.5, 10.5, 10.041666666666666)","(7.0, 8.8, 8.75)","(4.2, 5.0, 4.806666666666667)","(5.0, 6.4, 6.365217391304348)","(4.2, 5.9, 5.7250000000000005)","(9.0, 18.5, 18.48507462686567)"
08-12-2022 13:05:25.635020,"(5.5, 6.4, 6.300000000000001)","(16.0, 32.0, 29.1875)","(8.5, 10.5, 10.041666666666666)","(7.0, 8.8, 8.75)","(4.2, 5.0, 4.806666666666667)","(5.0, 6.4, 6.365217391304348)","(4.2, 5.9, 5.7250000000000005)","(9.0, 18.5, 18.48507462686567)"
08-12-2022 13:05:26.816014,"(5.5, 6.2, 6.195)","(16.0, 32.0, 29.75)","(8.5, 10.5, 10.176470588235293)","(7.0, 8.8, 8.75)","(4.2, 5.0, 4.806666666666667)","(5.0, 6.4, 6.372413793103449)","(4.2, 5.9, 5.7250000000000005)","(9.0, 18.5, 18.25)"
08-12-2022 13:05:27.950684,"(5.5, 6.2, 6.195)","(16.0, 32.0, 29.75)","(8.5, 10.5, 10.176470588235293)","(7.0, 8.8, 8.75)","(4.2, 4.9, 4.883333333333334)","(5.0, 6.4, 6.372413793103449)","(4.2, 5.9, 5.7250000000000005)","(9.0, 19.0, 18.25)"
08-12-2022 13:05:29.136058,"(5.5, 6.2, 6.197260273972603)","(16.0, 32.0, 30.448275862068964)","(8.5, 10.5, 10.176470588235293)","(7.0, 8.8, 8.75)","(4.2, 4.9, 4.8875)","(5.0, 6.4, 6.372413793103449)","(4.2, 5.9, 5.7250000000000005)","(9.0, 19.0, 18.076923076923077)"
08-12-2022 13:05:30.209007,"(5.5, 6.4, 6.346987951807229)","(16.0, 32.0, 30.448275862068964)","(8.5, 10.5, 10.176470588235293)","(7.0, 8.8, 8.75)","(4.2, 4.9, 4.8875)","(5.0, 6.4, 6.372413793103449)","(4.2, 5.9, 5.720000000000001)","(9.0, 19.0, 18.48507462686567)"
08-12-2022 13:05:31.314860,"(5.5, 6.4, 6.24)","(16.0, 32.0, 29.75)","(8.5, 10.5, 10.176470588235293)","(7.0, 8.8, 8.75)","(4.2, 4.9, 4.8875)","(5.0, 6.4, 6.372413793103449)","(4.2, 5.9, 5.720000000000001)","(9.0, 18.5, 18.48507462686567)"
08-12-2022 13:05:32.488182,"(5.5, 6.4, 6.28)","(16.0, 32.0, 29.857142857142858)","(8.5, 10.5, 10.120689655172415)","(7.0, 8.8, 8.75)","(4.2, 4.9, 4.8875)","(5.0, 6.4, 6.372413793103449)","(4.2, 5.9, 5.720000000000001)","(9.0, 18.5, 18.48507462686567)"
08-12-2022 13:05:33.536191,"(5.5, 6.6, 6.28)","(16.0, 32.0, 29.1875)","(8.5, 10.5, 10.1)","(7.0, 8.8, 8.75)","(4.2, 4.9, 4.82)","(5.0, 6.4, 6.34)","(4.2, 5.9, 5.720000000000001)","(9.0, 18.5, 18.25)"
08-12-2022 13:05:34.577826,"(5.5, 6.6, 6.3375)","(16.0, 32.0, 29.1875)","(8.5, 10.5, 10.195652173913043)","(7.0, 8.8, 8.75)","(4.2, 4.9, 4.82)","(5.0, 6.4, 6.375)","(4.2, 5.9, 5.720000000000001)","(9.0, 19.0, 18.25)"
08-12-2022 13:05:35.595698,"(5.5, 6.6, 6.3375)","(16.0, 32.0, 30.2)","(8.5, 10.5, 10.22)","(7.0, 8.6, 8.48)","(4.2, 4.8, 4.743478260869566)","(5.0, 6.4, 6.375)","(4.2, 5.9, 5.720000000000001)","(9.0, 19.0, 18.26086956521739)"
08-12-2022 13:05:36.596779,"(5.5, 6.6, 6.3375)","(16.0, 32.0, 30.043478260869566)","(8.5, 10.5, 10.188888888888888)","(7.0, 8.6, 8.481481481481481)","(4.2, 4.8, 4.747619047619048)","(5.0, 6.4, 6.375)","(4.2, 5.9, 5.714285714285714)","(9.0, 19.0, 18.41549295774648)"
08-12-2022 13:05:37.581122,"(5.5, 6.6, 6.366666666666666)","(16.0, 32.0, 30.392857142857142)","(8.5, 10.5, 10.188888888888888)","(7.0, 8.8, 8.733333333333334)","(4.2, 4.8, 4.7518518518518515)","(5.0, 6.4, 6.375)","(4.2, 5.9, 5.714285714285714)","(9.0, 18.5, 17.992424242424242)"
08-12-2022 13:05:38.742415,"(5.5, 6.6, 6.366666666666666)","(16.0, 32.0, 29.63157894736842)","(8.5, 10.5, 10.188888888888888)","(7.0, 8.8, 8.766666666666667)","(4.2, 4.8, 4.738095238095238)","(5.0, 6.4, 6.375)","(4.2, 5.9, 5.716666666666667)","(9.0, 18.0, 17.992424242424242)"
08-12-2022 13:05:40.136302,"(5.5, 6.6, 6.366666666666666)","(18.0, 32.0, 29.15)","(8.5, 10.5, 10.158536585365853)","(7.0, 8.8, 8.76923076923077)","(4.2, 4.8, 4.742105263157895)","(5.5, 6.4, 6.375)","(4.2, 5.9, 5.716666666666667)","(10.0, 18.0, 18.416666666666668)"
08-12-2022 13:05:41.244159,"(5.5, 6.6, 6.366666666666666)","(18.0, 32.0, 29.15)","(8.5, 10.5, 10.158536585365853)","(7.0, 8.8, 8.76923076923077)","(4.2, 4.8, 4.742105263157895)","(5.5, 6.4, 6.375)","(4.2, 5.9, 5.716666666666667)","(10.0, 18.5, 18.416666666666668)"
08-12-2022 13:05:42.363854,"(5.5, 6.6, 6.366666666666666)","(18.0, 32.0, 29.15)","(8.5, 10.5, 10.158536585365853)","(7.0, 8.8, 8.76923076923077)","(4.2, 4.8, 4.742105263157895)","(5.5, 6.4, 6.375)","(4.2, 5.9, 5.716666666666667)","(10.0, 19.0, 18.5)"
08-12-2022 13:05:43.412441,"(5.5, 6.6, 6.378947368421053)","(18.0, 32.0, 30.03448275862069)","(8.5, 10.5, 10.202127659574469)","(7.0, 8.8, 8.76923076923077)","(4.2, 4.8, 4.742105263157895)","(5.5, 6.4, 6.375)","(4.2, 5.9, 5.7105263157894735)","(10.0, 18.5, 18.333333333333332)"
08-12-2022 13:05:44.441832,"(5.5, 6.6, 6.378947368421053)","(18.0, 32.0, 29.625)","(8.5, 10.5, 10.22549019607843)","(7.0, 8.8, 8.76923076923077)","(4.2, 4.8, 4.742105263157895)","(5.5, 6.4, 6.375)","(4.2, 5.9, 5.713333333333334)","(10.0, 18.5, 18.41549295774648)"
08-12-2022 13:05:45.584490,"(5.5, 6.6, 6.378947368421053)","(18.0, 32.0, 30.03448275862069)","(8.5, 10.5, 10.22549019607843)","(7.0, 8.8, 8.760000000000002)","(4.2, 4.8, 4.742105263157895)","(5.5, 6.4, 6.392)","(4.2, 5.9, 5.713333333333334)","(10.0, 18.5, 18.41549295774648)"
08-12-2022 13:05:46.702767,"(5.5, 6.6, 6.378947368421053)","(20.0, 32.0, 29.625)","(8.5, 10.5, 10.22549019607843)","(7.0, 8.8, 8.75)","(4.2, 4.8, 4.742105263157895)","(5.5, 6.4, 6.4399999999999995)","(4.4, 5.9, 5.7105263157894735)","(11.0, 18.5, 18.41549295774648)"
08-12-2022 13:05:48.035332,"(5.5, 6.6, 6.378947368421053)","(20.0, 32.0, 29.625)","(8.5, 10.5, 10.22549019607843)","(7.0, 8.8, 8.75)","(4.2, 4.8, 4.742105263157895)","(5.5, 6.6, 6.4399999999999995)","(4.4, 5.9, 5.7105263157894735)","(11.0, 18.5, 18.41549295774648)"
08-12-2022 13:05:49.105039,"(5.5, 6.6, 6.372972972972973)","(20.0, 32.0, 29.72)","(8.5, 10.5, 10.22549019607843)","(7.0, 8.8, 8.75)","(4.2, 4.8, 4.742105263157895)","(5.5, 6.6, 6.4399999999999995)","(4.4, 5.9, 5.7105263157894735)","(11.0, 18.5, 18.333333333333332)"
08-12-2022 13:05:50.152235,"(5.5, 6.6, 6.372972972972973)","(20.0, 32.0, 29.15)","(8.5, 10.5, 10.202127659574469)","(7.0, 8.8, 8.547368421052632)","(4.2, 4.8, 4.77741935483871)","(5.5, 6.6, 6.4399999999999995)","(4.4, 5.9, 5.716666666666667)","(11.0, 18.5, 18.22222222222222)"
08-12-2022 13:05:51.501112,"(5.5, 6.6, 6.377777777777778)","(20.0, 32.0, 30.0)","(8.5, 10.5, 10.22549019607843)","(7.0, 9.0, 8.955555555555556)","(4.2, 4.9, 4.747058823529412)","(5.5, 6.6, 6.526315789473684)","(4.4, 5.8, 5.690476190476191)","(11.0, 18.5, 18.238636363636363)"
08-12-2022 13:05:52.641984,"(5.5, 6.4, 6.392792792792793)","(20.0, 32.0, 30.0)","(8.5, 10.5, 10.22549019607843)","(7.0, 9.0, 8.96078431372549)","(4.2, 4.8, 4.725925925925925)","(5.5, 6.6, 6.537142857142857)","(4.4, 5.7, 5.707692307692308)","(11.0, 18.5, 18.238636363636363)"
08-12-2022 13:05:53.659261,"(5.5, 6.4, 6.353846153846154)","(20.0, 32.0, 29.964285714285715)","(8.5, 10.5, 10.22549019607843)","(7.0, 9.0, 8.96078431372549)","(4.2, 4.8, 4.725925925925925)","(5.5, 6.6, 6.537142857142857)","(4.4, 5.8, 5.704545454545455)","(11.0, 18.5, 18.238636363636363)"
08-12-2022 13:05:54.632245,"(5.5, 6.4, 6.354198473282443)","(20.0, 32.0, 29.52173913043478)","(8.5, 10.5, 10.22549019607843)","(7.0, 9.0, 8.928571428571429)","(4.2, 4.8, 4.709677419354838)","(5.5, 6.6, 6.537142857142857)","(4.4, 5.8, 5.714285714285714)","(11.0, 18.5, 18.238636363636363)"
08-12-2022 13:05:55.622261,"(5.5, 6.4, 6.355555555555556)","(20.0, 32.0, 29.964285714285715)","(8.5, 10.5, 10.22549019607843)","(7.0, 9.0, 8.96078431372549)","(4.2, 4.8, 4.709677419354838)","(5.5, 6.6, 6.554838709677419)","(4.4, 5.8, 5.675)","(11.0, 18.5, 18.238636363636363)"
08-12-2022 13:05:56.648254,"(5.5, 6.4, 6.355555555555556)","(20.0, 32.0, 29.625)","(8.5, 10.5, 10.188888888888888)","(7.0, 9.0, 8.96078431372549)","(4.2, 4.8, 4.730769230769231)","(5.5, 6.6, 6.592307692307692)","(4.4, 5.7, 5.666666666666666)","(11.0, 18.5, 18.238636363636363)"
08-12-2022 13:05:57.870616,"(5.5, 6.4, 6.360902255639098)","(20.0, 32.0, 29.15)","(8.5, 10.5, 10.158536585365853)","(7.0, 9.0, 8.96078431372549)","(4.2, 4.8, 4.744)","(5.5, 6.6, 6.59375)","(4.4, 5.8, 5.676923076923076)","(11.0, 18.5, 18.24712643678161)"
08-12-2022 13:05:58.996652,"(5.5, 6.4, 6.360902255639098)","(20.0, 32.0, 29.15)","(8.5, 10.5, 10.22)","(7.0, 9.0, 8.901639344262295)","(4.2, 4.8, 4.72)","(5.5, 6.6, 6.59375)","(4.4, 5.8, 5.727777777777778)","(11.0, 18.5, 18.24712643678161)"
08-12-2022 13:06:00.243407,"(5.5, 6.4, 6.1984)","(20.0, 32.0, 29.625)","(8.5, 10.5, 10.24074074074074)","(7.0, 9.0, 8.898305084745763)","(4.2, 4.8, 4.705882352941177)","(5.5, 6.6, 6.59375)","(4.4, 5.8, 5.825)","(11.0, 18.5, 18.24712643678161)"
