,Galaga,Miss Eugen,Graciebird,Sly As A Fox,Dream Evil,Take Another Look,Nippa Whiskey
07-01-2023 15:19:06.573469,"(15.0, 26.0, 24.64864864864865)","(5.5, 7.6, 7.545454545454545)","(11.0, 18.0, 16.928571428571427)","(11.0, 18.5, 17.3)","(1.7, 1.74, 1.7349999999999999)","(7.5, 10.5, 10.214285714285714)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:07.763041,"(15.0, 26.0, 24.64864864864865)","(5.5, 7.6, 7.545454545454545)","(11.0, 18.0, 16.928571428571427)","(11.0, 18.5, 17.3)","(1.7, 1.74, 1.7349999999999999)","(7.5, 10.5, 10.214285714285714)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:08.963298,"(15.0, 26.0, 24.64864864864865)","(5.5, 7.6, 7.545454545454545)","(11.0, 18.0, 16.928571428571427)","(11.0, 18.5, 17.684210526315788)","(1.7, 1.74, 1.7349999999999999)","(7.5, 10.5, 9.817073170731708)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:09.969193,"(15.0, 26.0, 24.64864864864865)","(5.5, 7.6, 7.545454545454545)","(11.0, 18.0, 16.928571428571427)","(11.0, 18.0, 17.684210526315788)","(1.7, 1.74, 1.7349999999999999)","(7.5, 10.5, 10.528571428571428)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:11.173012,"(17.0, 26.0, 24.64864864864865)","(5.5, 7.6, 7.545454545454545)","(12.0, 18.0, 16.928571428571427)","(12.0, 18.0, 17.47826086956522)","(1.6, 1.74, 1.7342857142857142)","(8.0, 11.0, 10.016666666666667)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:12.386775,"(17.0, 26.0, 24.64864864864865)","(5.5, 7.6, 7.545454545454545)","(12.0, 18.0, 16.928571428571427)","(12.0, 18.0, 17.47826086956522)","(1.6, 1.74, 1.7342857142857142)","(8.0, 10.5, 10.016666666666667)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:13.524895,"(17.0, 26.0, 24.64864864864865)","(5.5, 7.6, 7.545454545454545)","(12.0, 18.0, 16.928571428571427)","(12.0, 18.0, 17.47826086956522)","(1.6, 1.74, 1.7342857142857142)","(8.0, 10.5, 10.016666666666667)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:14.718644,"(17.0, 26.0, 24.64864864864865)","(5.5, 7.6, 7.545454545454545)","(12.0, 18.0, 17.107142857142858)","(12.0, 18.0, 17.47826086956522)","(1.6, 1.74, 1.7342857142857142)","(8.0, 10.5, 9.871698113207547)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:15.881753,"(17.0, 26.0, 24.64864864864865)","(5.5, 7.6, 7.545454545454545)","(12.0, 18.0, 17.107142857142858)","(12.0, 18.0, 17.47826086956522)","(1.6, 1.74, 1.7342857142857142)","(8.0, 10.0, 9.83921568627451)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:16.941479,"(17.0, 26.0, 24.61111111111111)","(5.5, 7.6, 7.523076923076923)","(12.0, 18.0, 17.107142857142858)","(12.0, 18.0, 17.333333333333332)","(1.6, 1.74, 1.73525)","(8.0, 10.0, 9.83921568627451)","(21.0, 29.0, 28.225806451612904)"
07-01-2023 15:19:18.025432,"(17.0, 26.0, 24.4375)","(5.5, 7.6, 7.523076923076923)","(12.0, 18.0, 17.085365853658537)","(12.0, 18.0, 17.333333333333332)","(1.6, 1.74, 1.73525)","(8.0, 10.0, 9.83921568627451)","(21.0, 29.0, 28.225806451612904)"
07-01-2023 15:19:19.154769,"(17.0, 26.0, 24.4375)","(5.5, 7.6, 7.5)","(12.0, 18.0, 17.085365853658537)","(12.0, 18.0, 17.333333333333332)","(1.6, 1.74, 1.73525)","(8.0, 10.0, 9.83921568627451)","(21.0, 29.0, 28.225806451612904)"
07-01-2023 15:19:20.254419,"(17.0, 26.0, 24.529411764705884)","(5.5, 7.6, 7.546428571428571)","(12.0, 18.0, 17.085365853658537)","(12.0, 18.0, 17.333333333333332)","(1.6, 1.74, 1.73525)","(8.0, 10.0, 9.83921568627451)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:19:21.227693,"(17.0, 26.0, 24.9375)","(5.5, 7.6, 7.546428571428571)","(12.0, 18.0, 17.166666666666668)","(12.0, 18.0, 17.333333333333332)","(1.6, 1.74, 1.73525)","(8.0, 10.0, 9.83921568627451)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:19:22.246358,"(17.0, 26.0, 25.227272727272727)","(5.5, 7.6, 7.546428571428571)","(12.0, 18.0, 17.41860465116279)","(12.0, 18.0, 17.384615384615383)","(1.6, 1.74, 1.73525)","(8.0, 10.0, 9.83921568627451)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:19:23.299320,"(17.0, 26.0, 25.37037037037037)","(5.5, 7.6, 7.546428571428571)","(12.0, 18.0, 17.483050847457626)","(12.0, 18.0, 17.5625)","(1.6, 1.74, 1.73525)","(8.0, 10.0, 9.85357142857143)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:19:24.299117,"(17.0, 26.0, 25.484848484848484)","(5.5, 7.6, 7.534426229508196)","(12.0, 18.5, 17.483050847457626)","(12.0, 18.5, 17.5625)","(1.6, 1.74, 1.73525)","(8.0, 10.0, 9.85357142857143)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:19:25.337778,"(17.0, 26.0, 25.484848484848484)","(5.5, 7.6, 7.534426229508196)","(12.0, 18.5, 17.169811320754718)","(12.0, 18.5, 17.75)","(1.6, 1.74, 1.7495858708891596)","(8.0, 10.0, 9.646153846153846)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:19:26.352791,"(17.0, 26.0, 25.484848484848484)","(5.5, 7.6, 7.534426229508196)","(12.0, 18.5, 17.169811320754718)","(13.0, 18.5, 17.5625)","(1.6, 1.75, 1.7495858708891596)","(8.0, 10.0, 9.646153846153846)","(21.0, 29.0, 28.314285714285713)"
07-01-2023 15:19:27.416047,"(17.0, 26.0, 25.484848484848484)","(5.5, 7.6, 7.534426229508196)","(12.0, 18.5, 17.033333333333335)","(13.0, 18.5, 17.5625)","(1.6, 1.75, 1.749598108747045)","(8.0, 10.0, 9.646153846153846)","(21.0, 29.0, 28.333333333333332)"
07-01-2023 15:19:28.491924,"(17.0, 26.0, 25.484848484848484)","(5.5, 7.6, 7.534426229508196)","(12.0, 18.5, 17.033333333333335)","(13.0, 18.5, 17.5625)","(1.6, 1.75, 1.7495918367346939)","(8.0, 10.0, 9.664864864864864)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:29.512406,"(17.0, 26.0, 25.484848484848484)","(5.5, 7.6, 7.534426229508196)","(13.0, 18.5, 17.033333333333335)","(12.0, 18.5, 17.5625)","(1.55, 1.75, 1.7496265060240963)","(8.0, 10.0, 9.692307692307692)","(21.0, 29.0, 28.25)"
07-01-2023 15:19:30.521891,"(17.0, 26.0, 25.484848484848484)","(5.5, 7.6, 7.485714285714286)","(13.0, 18.5, 17.03125)","(12.0, 18.5, 17.5625)","(1.55, 1.75, 1.7311724137931035)","(8.0, 10.0, 9.969642857142857)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:31.538862,"(17.0, 26.0, 25.484848484848484)","(5.5, 7.8, 7.6187499999999995)","(13.0, 18.5, 18.235294117647058)","(12.0, 18.5, 17.5625)","(1.55, 1.74, 1.7226315789473683)","(8.0, 10.5, 10.044)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:32.676405,"(17.0, 26.0, 25.484848484848484)","(5.5, 7.8, 7.6187499999999995)","(13.0, 18.5, 17.6)","(12.0, 18.5, 17.5625)","(1.55, 1.74, 1.7107565789473684)","(8.0, 10.5, 9.866666666666667)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:33.810601,"(17.0, 26.0, 25.52777777777778)","(5.5, 7.8, 7.701960784313725)","(13.0, 18.5, 17.571428571428573)","(12.0, 18.5, 17.75)","(1.55, 1.72, 1.705626598465473)","(8.0, 10.5, 10.108823529411765)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:34.898894,"(17.0, 26.0, 25.55263157894737)","(5.5, 7.8, 7.718032786885246)","(13.0, 19.0, 17.75)","(12.0, 18.5, 17.75)","(1.55, 1.72, 1.705626598465473)","(8.0, 10.5, 10.108823529411765)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:35.894953,"(17.0, 26.0, 25.55263157894737)","(5.5, 7.8, 7.718032786885246)","(13.0, 19.0, 17.75)","(12.0, 18.5, 17.75)","(1.55, 1.72, 1.7048351648351647)","(8.0, 10.5, 10.108823529411765)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:36.917521,"(17.0, 26.0, 25.55263157894737)","(5.5, 7.8, 7.718032786885246)","(13.0, 19.0, 17.75)","(12.0, 18.5, 17.5625)","(1.55, 1.72, 1.7035714285714285)","(8.0, 10.5, 10.108823529411765)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:37.949339,"(17.0, 26.0, 25.55263157894737)","(5.5, 7.8, 7.718032786885246)","(13.0, 19.0, 17.75)","(12.0, 18.5, 17.5625)","(1.55, 1.72, 1.7033112582781456)","(8.0, 10.5, 10.016363636363637)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:38.932936,"(17.0, 27.0, 26.82608695652174)","(5.5, 7.8, 7.718032786885246)","(13.0, 19.0, 17.75)","(12.0, 18.5, 17.5625)","(1.55, 1.72, 1.7033112582781456)","(8.0, 10.5, 10.016363636363637)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:39.975401,"(17.0, 27.0, 26.85185185185185)","(5.5, 7.8, 7.718032786885246)","(13.0, 19.0, 17.75)","(12.0, 18.5, 17.923076923076923)","(1.55, 1.72, 1.7032535885167464)","(8.0, 10.5, 10.05813953488372)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:41.070097,"(17.0, 27.0, 26.85185185185185)","(5.5, 7.8, 7.718032786885246)","(13.0, 19.0, 18.8125)","(12.0, 18.5, 17.785714285714285)","(1.55, 1.71, 1.6915139442231075)","(8.0, 10.5, 10.05813953488372)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:42.193920,"(17.0, 27.0, 26.85185185185185)","(5.5, 7.8, 7.718032786885246)","(13.0, 19.0, 18.875)","(12.0, 18.5, 17.954545454545453)","(1.55, 1.7, 1.6910032362459546)","(8.0, 10.5, 10.05813953488372)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:43.440519,"(17.0, 27.0, 26.85185185185185)","(5.5, 7.8, 7.68095238095238)","(13.0, 19.0, 18.875)","(12.0, 18.5, 17.954545454545453)","(1.55, 1.7, 1.6910032362459546)","(8.0, 10.5, 10.05813953488372)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:44.530268,"(17.0, 27.0, 26.81818181818182)","(5.5, 7.8, 7.68095238095238)","(13.0, 19.0, 18.875)","(12.0, 18.5, 17.954545454545453)","(1.55, 1.7, 1.6910032362459546)","(8.0, 10.5, 10.05813953488372)","(21.0, 29.0, 27.75609756097561)"
07-01-2023 15:19:45.634590,"(17.0, 27.0, 26.81818181818182)","(5.5, 7.8, 7.68095238095238)","(13.0, 19.0, 18.875)","(12.0, 18.5, 17.954545454545453)","(1.55, 1.7, 1.6910032362459546)","(8.0, 10.5, 10.05813953488372)","(21.0, 29.0, 27.52173913043478)"
07-01-2023 15:19:46.986368,"(17.0, 27.0, 26.81818181818182)","(5.5, 7.8, 7.725373134328358)","(13.0, 19.0, 18.875)","(12.0, 18.5, 17.954545454545453)","(1.55, 1.7, 1.6912852664576803)","(8.0, 10.5, 10.055555555555555)","(21.0, 29.0, 28.055555555555557)"
07-01-2023 15:19:48.207078,"(17.0, 27.0, 26.833333333333332)","(5.5, 7.8, 7.725373134328358)","(13.0, 19.0, 18.875)","(12.0, 18.5, 18.125)","(1.55, 1.7, 1.6912852664576803)","(8.0, 10.5, 10.055555555555555)","(21.0, 29.0, 28.348837209302324)"
07-01-2023 15:19:49.407467,"(17.0, 27.0, 26.833333333333332)","(5.5, 7.8, 7.725373134328358)","(13.0, 19.0, 18.875)","(12.0, 18.5, 18.125)","(1.55, 1.7, 1.6903472222222222)","(8.0, 10.5, 10.055555555555555)","(21.0, 29.0, 28.348837209302324)"
07-01-2023 15:19:50.553055,"(17.0, 27.0, 26.833333333333332)","(5.5, 7.8, 7.725373134328358)","(13.0, 19.0, 18.928571428571427)","(12.0, 18.5, 18.125)","(1.55, 1.7, 1.6903472222222222)","(8.0, 10.5, 10.055555555555555)","(21.0, 29.0, 28.348837209302324)"
07-01-2023 15:19:51.651668,"(17.0, 27.0, 26.833333333333332)","(5.5, 7.8, 7.725373134328358)","(13.0, 19.0, 18.928571428571427)","(12.0, 18.5, 18.125)","(1.55, 1.7, 1.6903472222222222)","(8.0, 10.5, 10.055555555555555)","(21.0, 29.0, 28.348837209302324)"
07-01-2023 15:19:52.736156,"(17.0, 27.0, 26.76)","(5.5, 7.8, 7.725373134328358)","(13.0, 19.0, 18.928571428571427)","(12.0, 18.5, 18.125)","(1.55, 1.7, 1.681181434599156)","(8.0, 10.5, 10.215686274509803)","(21.0, 29.0, 28.416666666666668)"
07-01-2023 15:19:53.876194,"(17.0, 27.0, 26.647058823529413)","(5.5, 7.8, 7.744827586206896)","(13.0, 19.0, 18.3)","(12.0, 18.5, 17.954545454545453)","(1.55, 1.69, 1.6815637860082304)","(8.0, 10.5, 10.379310344827585)","(21.0, 29.0, 28.416666666666668)"
07-01-2023 15:19:54.879392,"(17.0, 27.0, 26.806451612903224)","(5.5, 7.8, 7.75)","(13.0, 18.5, 18.3)","(12.0, 18.5, 17.954545454545453)","(1.55, 1.69, 1.682054054054054)","(8.0, 10.5, 9.850746268656717)","(21.0, 29.0, 28.416666666666668)"
07-01-2023 15:19:55.859755,"(17.0, 30.0, 29.77777777777778)","(5.5, 8.0, 7.851948051948052)","(13.0, 18.5, 18.26923076923077)","(12.0, 19.0, 18.307692307692307)","(1.55, 1.69, 1.6815261044176706)","(8.0, 10.0, 9.850746268656717)","(21.0, 29.0, 28.416666666666668)"
07-01-2023 15:19:57.009228,"(17.0, 30.0, 29.77777777777778)","(5.5, 8.0, 7.854794520547945)","(13.0, 18.5, 18.25)","(12.0, 19.0, 18.307692307692307)","(1.55, 1.69, 1.6814919354838709)","(8.0, 10.0, 9.850746268656717)","(21.0, 29.0, 28.416666666666668)"
07-01-2023 15:19:58.097855,"(17.0, 30.0, 29.77777777777778)","(5.5, 8.0, 7.854054054054054)","(13.0, 18.5, 18.38888888888889)","(12.0, 19.0, 18.307692307692307)","(1.55, 1.69, 1.6814919354838709)","(8.0, 10.0, 9.8989898989899)","(21.0, 29.0, 28.416666666666668)"
07-01-2023 15:19:59.101035,"(17.0, 30.0, 29.77777777777778)","(5.5, 8.0, 7.854054054054054)","(13.0, 18.5, 18.3125)","(12.0, 19.0, 18.307692307692307)","(1.55, 1.69, 1.6814919354838709)","(8.0, 10.0, 9.976315789473684)","(21.0, 29.0, 28.263157894736842)"
07-01-2023 15:20:00.157596,"(17.0, 30.0, 29.8)","(5.5, 8.0, 7.871428571428571)","(13.0, 18.0, 17.7)","(12.0, 19.0, 18.307692307692307)","(1.55, 1.69, 1.6814919354838709)","(8.0, 10.0, 9.97860962566845)","(21.0, 29.0, 28.227272727272727)"
07-01-2023 15:20:01.255698,"(17.0, 30.0, 29.8)","(5.5, 8.0, 7.889795918367347)","(13.0, 18.0, 17.94736842105263)","(12.0, 19.0, 18.307692307692307)","(1.55, 1.69, 1.6754482758620688)","(8.0, 10.0, 9.97860962566845)","(21.0, 29.0, 28.227272727272727)"
07-01-2023 15:20:02.268758,"(17.0, 30.0, 29.8)","(5.5, 8.0, 7.911578947368421)","(13.0, 18.5, 18.086206896551722)","(12.0, 19.0, 18.307692307692307)","(1.55, 1.69, 1.6754482758620688)","(8.0, 10.0, 9.955056179775282)","(21.0, 29.0, 28.227272727272727)"
07-01-2023 15:20:03.359202,"(17.0, 30.0, 29.866666666666667)","(5.5, 8.0, 7.911578947368421)","(13.0, 18.5, 17.26923076923077)","(12.0, 19.0, 18.4)","(1.55, 1.69, 1.6767295597484275)","(8.0, 10.0, 9.976470588235294)","(21.0, 29.0, 28.703703703703702)"
07-01-2023 15:20:04.438215,"(17.0, 30.0, 29.866666666666667)","(5.5, 8.0, 7.910416666666666)","(13.0, 18.5, 17.55263157894737)","(12.0, 19.0, 18.375)","(1.55, 1.69, 1.6767295597484275)","(8.0, 10.0, 9.847058823529412)","(21.0, 29.0, 28.703703703703702)"
07-01-2023 15:20:05.473747,"(17.0, 30.0, 29.88888888888889)","(5.5, 8.0, 7.910416666666666)","(13.0, 18.5, 17.55263157894737)","(12.0, 19.5, 18.375)","(1.55, 1.69, 1.6769349845201238)","(8.0, 10.0, 9.547368421052632)","(21.0, 29.0, 28.76)"
07-01-2023 15:20:06.594531,"(17.0, 30.0, 29.88888888888889)","(5.5, 8.0, 7.910416666666666)","(13.0, 18.5, 17.833333333333332)","(12.0, 19.5, 18.441176470588236)","(1.55, 1.69, 1.6814736842105262)","(8.0, 9.8, 9.647619047619049)","(21.0, 29.0, 28.76)"
07-01-2023 15:20:07.712002,"(17.0, 30.0, 29.88888888888889)","(5.5, 8.2, 8.128358208955223)","(13.0, 18.5, 17.613636363636363)","(12.0, 19.5, 18.5)","(1.55, 1.69, 1.6825688073394496)","(8.0, 9.8, 9.24)","(21.0, 29.0, 28.76)"
07-01-2023 15:20:08.801440,"(17.0, 30.0, 29.88888888888889)","(5.5, 8.2, 8.058823529411764)","(13.0, 18.5, 17.613636363636363)","(12.0, 19.5, 18.576923076923077)","(1.55, 1.69, 1.6830708661417322)","(8.0, 9.4, 9.147368421052631)","(21.0, 29.0, 28.76)"
07-01-2023 15:20:09.793454,"(17.0, 30.0, 29.904761904761905)","(5.5, 8.2, 8.138461538461538)","(13.0, 18.5, 17.72)","(12.0, 19.5, 18.576923076923077)","(1.55, 1.69, 1.6830708661417322)","(8.0, 9.2, 9.147368421052631)","(21.0, 29.0, 28.82608695652174)"
07-01-2023 15:20:10.854933,"(17.0, 30.0, 29.666666666666668)","(5.5, 8.2, 8.160975609756097)","(13.0, 18.0, 17.842105263157894)","(12.0, 20.0, 19.09090909090909)","(1.55, 1.69, 1.6850931677018632)","(8.0, 9.2, 9.181818181818182)","(21.0, 29.0, 28.76)"
07-01-2023 15:20:11.925226,"(17.0, 30.0, 29.666666666666668)","(5.5, 8.2, 8.160975609756097)","(13.0, 18.0, 17.464285714285715)","(12.0, 20.0, 19.09090909090909)","(1.55, 1.69, 1.6847682119205298)","(8.0, 9.2, 9.181818181818182)","(21.0, 29.0, 28.76)"
07-01-2023 15:20:12.930880,"(17.0, 30.0, 29.666666666666668)","(5.5, 8.2, 8.160975609756097)","(13.0, 18.0, 17.464285714285715)","(12.0, 20.0, 19.125)","(1.55, 1.69, 1.686)","(8.0, 9.2, 8.965853658536584)","(21.0, 29.0, 28.844444444444445)"
07-01-2023 15:20:13.971895,"(17.0, 32.0, 31.57142857142857)","(5.5, 8.2, 8.19111111111111)","(13.0, 18.5, 17.525)","(12.0, 20.0, 19.5)","(1.55, 1.69, 1.683891891891892)","(8.0, 9.2, 8.965853658536584)","(21.0, 29.0, 28.862745098039216)"
07-01-2023 15:20:15.001239,"(17.0, 32.0, 31.57142857142857)","(5.5, 8.2, 8.193333333333333)","(13.0, 18.5, 17.82758620689655)","(12.0, 20.0, 19.5)","(1.55, 1.69, 1.683891891891892)","(8.0, 9.2, 8.984269662921347)","(21.0, 29.0, 28.862745098039216)"
07-01-2023 15:20:16.062028,"(17.0, 32.0, 31.57142857142857)","(5.5, 8.2, 8.193333333333333)","(13.0, 18.5, 17.82758620689655)","(12.0, 20.0, 19.5)","(1.55, 1.69, 1.683891891891892)","(8.0, 9.2, 8.916666666666666)","(21.0, 29.0, 28.862745098039216)"
07-01-2023 15:20:17.076760,"(17.0, 32.0, 31.833333333333332)","(5.5, 8.2, 8.193333333333333)","(13.0, 18.5, 17.82758620689655)","(12.0, 20.0, 19.857142857142858)","(1.55, 1.69, 1.6842051282051282)","(8.0, 9.0, 8.916666666666666)","(21.0, 29.0, 28.785714285714285)"
07-01-2023 15:20:18.068221,"(17.0, 32.0, 31.903225806451612)","(5.5, 8.2, 8.193333333333333)","(13.0, 18.5, 17.82758620689655)","(12.0, 20.0, 19.857142857142858)","(1.55, 1.69, 1.6842051282051282)","(8.0, 9.0, 8.921052631578947)","(21.0, 29.0, 28.785714285714285)"
07-01-2023 15:20:19.027734,"(19.0, 32.0, 31.903225806451612)","(5.5, 8.2, 8.193333333333333)","(13.0, 18.5, 17.82758620689655)","(12.0, 20.0, 19.857142857142858)","(1.55, 1.69, 1.6842051282051282)","(7.5, 9.0, 8.921052631578947)","(21.0, 29.0, 28.785714285714285)"
07-01-2023 15:20:20.071696,"(19.0, 32.0, 31.903225806451612)","(5.5, 8.2, 8.169230769230769)","(13.0, 18.5, 17.807692307692307)","(12.0, 20.0, 19.857142857142858)","(1.55, 1.69, 1.68728)","(7.5, 9.0, 8.498039215686275)","(21.0, 29.0, 28.862745098039216)"
07-01-2023 15:20:21.145504,"(19.0, 34.0, 32.666666666666664)","(5.5, 8.4, 8.284615384615384)","(13.0, 18.5, 17.615384615384617)","(12.0, 20.0, 19.933333333333334)","(1.55, 1.69, 1.6928999999999998)","(7.5, 8.6, 8.208)","(21.0, 29.0, 28.862745098039216)"
07-01-2023 15:20:22.244043,"(19.0, 34.0, 32.285714285714285)","(5.5, 8.4, 8.269565217391303)","(13.0, 18.5, 17.615384615384617)","(12.0, 20.0, 19.933333333333334)","(1.55, 1.7, 1.6945384615384615)","(7.5, 8.4, 8.28433734939759)","(21.0, 29.0, 28.862745098039216)"
07-01-2023 15:20:23.254266,"(19.0, 34.0, 33.84615384615385)","(5.5, 8.4, 8.27111111111111)","(13.0, 18.5, 17.615384615384617)","(12.0, 20.0, 19.933333333333334)","(1.55, 1.7, 1.6949285714285713)","(7.5, 8.4, 8.274698795180724)","(21.0, 29.0, 28.862745098039216)"
07-01-2023 15:20:24.308037,"(19.0, 34.0, 33.857142857142854)","(5.5, 8.4, 8.224242424242423)","(13.0, 18.5, 17.6875)","(12.0, 20.0, 20.866666666666667)","(1.55, 1.7, 1.6834482758620688)","(7.5, 8.4, 8.325000000000001)","(21.0, 29.0, 28.916666666666668)"
07-01-2023 15:20:25.359247,"(19.0, 36.0, 34.666666666666664)","(5.5, 8.4, 8.27027027027027)","(13.0, 18.5, 17.6875)","(12.0, 21.0, 20.7)","(1.55, 1.7, 1.6881481481481482)","(7.5, 8.4, 8.290526315789474)","(21.0, 29.0, 28.916666666666668)"
07-01-2023 15:20:26.367347,"(19.0, 36.0, 34.666666666666664)","(5.5, 8.4, 8.27027027027027)","(13.0, 18.0, 17.333333333333332)","(12.0, 21.0, 20.7)","(1.55, 1.7, 1.6849180327868851)","(7.5, 8.4, 8.25)","(21.0, 29.0, 28.897959183673468)"
07-01-2023 15:20:27.355031,"(19.0, 36.0, 34.666666666666664)","(5.5, 8.4, 8.297872340425531)","(13.0, 18.0, 17.166666666666668)","(12.0, 21.0, 20.5)","(1.55, 1.69, 1.6849180327868851)","(7.5, 8.6, 8.235555555555555)","(21.0, 29.0, 28.878048780487806)"
07-01-2023 15:20:28.390251,"(19.0, 36.0, 34.89655172413793)","(5.5, 8.4, 8.321311475409836)","(13.0, 18.0, 17.166666666666668)","(12.0, 21.0, 20.666666666666668)","(1.55, 1.69, 1.6849180327868851)","(7.5, 8.6, 8.331147540983606)","(21.0, 29.0, 28.878048780487806)"
07-01-2023 15:20:29.363357,"(19.0, 36.0, 34.89655172413793)","(5.5, 8.4, 8.345098039215687)","(13.0, 18.0, 17.166666666666668)","(12.0, 21.0, 20.666666666666668)","(1.5, 1.69, 1.6849180327868851)","(7.5, 8.6, 8.492105263157894)","(21.0, 29.0, 28.972972972972972)"
07-01-2023 15:20:30.350132,"(19.0, 36.0, 34.89655172413793)","(5.5, 8.4, 8.345098039215687)","(13.0, 18.0, 17.166666666666668)","(12.0, 21.0, 20.375)","(1.5, 1.69, 1.6835384615384614)","(7.5, 8.6, 8.493333333333334)","(21.0, 29.0, 28.972972972972972)"
07-01-2023 15:20:31.392928,"(19.0, 36.0, 34.37037037037037)","(5.5, 8.6, 8.409090909090908)","(13.0, 18.0, 17.1)","(12.0, 21.0, 22.142857142857142)","(1.5, 1.69, 1.6754545454545453)","(7.5, 8.6, 8.493333333333334)","(21.0, 29.0, 28.976190476190474)"
07-01-2023 15:20:32.441309,"(19.0, 36.0, 34.93333333333333)","(5.5, 8.6, 8.417391304347825)","(13.0, 18.0, 17.1)","(13.0, 23.0, 22.258064516129032)","(1.5, 1.68, 1.671098901098901)","(7.5, 8.6, 8.565217391304348)","(21.0, 29.0, 28.976190476190474)"
07-01-2023 15:20:33.348765,"(19.0, 36.0, 34.93333333333333)","(5.5, 8.6, 8.417391304347825)","(13.0, 18.0, 17.571428571428573)","(13.0, 24.0, 22.258064516129032)","(1.5, 1.68, 1.6733333333333333)","(7.5, 8.6, 8.566666666666666)","(21.0, 29.0, 28.976190476190474)"
07-01-2023 15:20:34.383499,"(19.0, 36.0, 34.93333333333333)","(5.5, 8.6, 8.41505376344086)","(13.0, 18.0, 17.571428571428573)","(13.0, 24.0, 22.1)","(1.5, 1.67, 1.6662857142857141)","(7.5, 8.6, 8.566666666666666)","(21.0, 29.0, 28.972972972972972)"
07-01-2023 15:20:35.385338,"(19.0, 36.0, 34.93333333333333)","(5.5, 8.6, 8.41505376344086)","(13.0, 18.0, 17.571428571428573)","(13.0, 23.0, 22.714285714285715)","(1.5, 1.67, 1.6662857142857141)","(7.5, 8.6, 8.566666666666666)","(21.0, 29.0, 28.972972972972972)"
07-01-2023 15:20:36.371127,"(19.0, 36.0, 34.93333333333333)","(5.5, 8.6, 8.41505376344086)","(13.0, 18.0, 17.571428571428573)","(13.0, 23.0, 22.714285714285715)","(1.5, 1.67, 1.6662857142857141)","(7.5, 8.6, 8.566666666666666)","(21.0, 29.0, 28.972972972972972)"
07-01-2023 15:20:37.388031,"(19.0, 36.0, 34.93333333333333)","(5.5, 8.6, 8.41505376344086)","(13.0, 18.0, 17.571428571428573)","(13.0, 25.0, 23.457142857142856)","(1.5, 1.67, 1.6664761904761904)","(7.5, 8.6, 8.566666666666666)","(21.0, 29.0, 28.878048780487806)"
07-01-2023 15:20:38.444595,"(19.0, 36.0, 34.93333333333333)","(5.5, 8.6, 8.373684210526315)","(13.0, 18.0, 17.571428571428573)","(13.0, 25.0, 23.416666666666668)","(1.5, 1.67, 1.6634065934065934)","(7.5, 8.6, 8.673267326732674)","(21.0, 29.0, 28.878048780487806)"
07-01-2023 15:20:39.509544,"(19.0, 34.0, 33.91304347826087)","(5.5, 8.6, 8.335384615384616)","(13.0, 18.0, 17.571428571428573)","(13.0, 25.0, 23.416666666666668)","(1.5, 1.67, 1.6634065934065934)","(7.5, 8.8, 8.674)","(21.0, 29.0, 28.878048780487806)"
07-01-2023 15:20:40.642637,"(19.0, 34.0, 33.91304347826087)","(5.5, 8.6, 8.335384615384616)","(13.0, 18.0, 17.571428571428573)","(13.0, 25.0, 23.575)","(1.5, 1.67, 1.6696116504854368)","(7.5, 8.8, 8.697520661157025)","(21.0, 29.0, 28.818181818181817)"
07-01-2023 15:20:41.899112,"(19.0, 36.0, 35.851851851851855)","(5.5, 8.4, 8.225641025641027)","(13.0, 18.0, 17.571428571428573)","(13.0, 25.0, 24.444444444444443)","(1.5, 1.68, 1.670403587443946)","(7.5, 8.8, 8.334065934065935)","(21.0, 29.0, 28.945945945945947)"
