,Goldstar Toby,Grande Vue Ace,Calculated Risk,Quetzal Bale,Locky Balboa,Goldstar Austin,Replica Rebel
09-01-2023 10:17:42.573133,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:43.547841,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:44.529534,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:45.530043,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:46.550058,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:47.453820,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:48.411127,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:49.377904,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:50.375231,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:51.367272,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:52.399689,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:53.401419,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:54.508937,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:55.495049,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:56.444147,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:57.397892,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:58.404521,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:17:59.300894,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:00.255888,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:01.251789,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:02.293420,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:03.418861,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:04.404680,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:05.361741,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:06.378404,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:07.344818,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:08.268775,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:09.173747,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:10.138935,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:11.097794,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:12.029454,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:13.125973,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:14.233031,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:15.304882,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:16.309369,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:17.286849,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:18.242009,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:19.135343,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:20.139573,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:21.219286,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:22.259218,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:23.316322,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:24.299664,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:25.282215,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:26.269188,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:27.268855,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:28.236265,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 110.5)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:29.179792,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:30.067434,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:31.074667,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:31.989102,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 120.44444444444444)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:32.972311,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 118.63636363636364)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:34.128996,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 118.63636363636364)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:35.207718,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:36.328521,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:37.404828,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:38.580246,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 286.4)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:39.667092,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 297.0)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:40.697253,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 297.0)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:41.810755,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 297.0)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:42.785414,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 297.0)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:43.683303,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 297.0)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:44.610399,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 297.0)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:45.585969,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 297.0)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:46.566677,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:47.565562,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:48.673879,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:49.794784,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:50.883050,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 100.0)"
09-01-2023 10:18:51.933777,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:18:52.952420,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:18:53.960502,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:18:54.928268,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:18:55.883232,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:18:56.778873,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:18:57.756880,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:18:58.794368,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:18:59.844827,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:00.871360,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 105.83333333333334)"
09-01-2023 10:19:01.896832,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 105.83333333333334)"
09-01-2023 10:19:02.943712,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 105.83333333333334)"
09-01-2023 10:19:04.045640,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 105.83333333333334)"
09-01-2023 10:19:05.122163,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 105.83333333333334)"
09-01-2023 10:19:06.131211,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:07.116105,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:08.035755,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:08.987949,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:09.912093,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:10.876215,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:11.888839,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:12.956877,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:13.992308,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:15.013611,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
09-01-2023 10:19:16.038372,"(3.1, 4.7, 4.054347826086957)","(2.8, 5.4, 4.6)","(3.0, 5.4, 4.565217391304348)","(21.0, 200.0, 128.39999999999998)","(31.0, 350.0, 304.57142857142856)","(5.5, 22.0, 14.636363636363637)","(16.0, 170.0, 98.92307692307693)"
