,Gulmarg,Jang Pel,Lara Bay,Galvarino,All Star Magician,Sweet Jasmine,Toro Delago Nz,Betting Baron,Getaloadathisbro
14-12-2022 19:25:33.665399,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 12.028571428571428)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 7.0, 6.74)","(6.5, 7.8, 6.96)"
14-12-2022 19:25:34.956309,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 12.028571428571428)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.74)","(6.5, 7.8, 6.7)"
14-12-2022 19:25:36.320486,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 12.028571428571428)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.6, 6.7)"
14-12-2022 19:25:37.685563,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 12.028571428571428)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.6, 6.7)"
14-12-2022 19:25:39.037515,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 12.028571428571428)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.6, 6.7)"
14-12-2022 19:25:40.348339,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 12.028571428571428)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.6, 6.7)"
14-12-2022 19:25:41.658928,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 12.028571428571428)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.6, 7.333333333333333)"
14-12-2022 19:25:42.883341,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 7.333333333333333)"
14-12-2022 19:25:44.082622,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:25:45.307172,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 11.75)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 7.35)"
14-12-2022 19:25:46.631975,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 11.75)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 7.35)"
14-12-2022 19:25:48.037587,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 11.75)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 7.35)"
14-12-2022 19:25:49.413801,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 7.054545454545455)"
14-12-2022 19:25:50.722568,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.6, 7.054545454545455)"
14-12-2022 19:25:52.014890,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.6, 7.054545454545455)"
14-12-2022 19:25:53.244783,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.6, 7.6)"
14-12-2022 19:25:54.426821,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 7.35)"
14-12-2022 19:25:55.608622,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 7.35)"
14-12-2022 19:25:56.847712,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:25:58.111924,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:25:59.408834,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:00.674704,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:01.928825,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:03.154201,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:04.340336,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:05.525142,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:06.696158,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:07.991665,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 15.09090909090909)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:09.328951,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 15.09090909090909)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:10.698516,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 15.09090909090909)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:11.948918,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 15.09090909090909)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:13.208095,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 15.09090909090909)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:14.376744,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 15.09090909090909)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:15.529085,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:16.695874,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:17.904179,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:19.130024,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.616666666666666)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:20.356501,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.18)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:21.589663,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:22.860144,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:24.121997,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:25.367332,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:26.601673,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:27.930209,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:29.278614,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:30.465435,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:31.588375,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7214285714285715)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:32.726499,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.614285714285714)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.541176470588235)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:33.954682,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.541176470588235)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:35.273802,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.541176470588235)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:36.503136,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.541176470588235)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:37.712793,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.541176470588235)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:38.888242,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.541176470588235)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:40.112809,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.541176470588235)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:41.336742,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:42.512299,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:43.793547,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:45.028844,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.0)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:46.177385,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 33.375)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.083333333333334)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:47.356066,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.083333333333334)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:48.529411,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.083333333333334)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:49.640815,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.222222222222221)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:50.857716,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.222222222222221)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:52.077283,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.222222222222221)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:53.280570,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.222222222222221)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:54.377415,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.222222222222221)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:55.541680,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 15.083333333333334)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:56.756752,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.675)","(10.0, 15.5, 15.277777777777779)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:58.007123,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.675)","(10.0, 15.5, 15.277777777777779)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:26:59.259070,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.675)","(10.0, 15.5, 15.277777777777779)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:27:00.493313,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 14.5, 13.166666666666666)","(8.0, 12.5, 11.675)","(10.0, 15.5, 15.277777777777779)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:27:01.711383,"(3.2, 4.0, 3.95)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 13.5, 11.7)","(8.0, 12.5, 11.675)","(10.0, 15.5, 15.277777777777779)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:27:02.904861,"(3.2, 4.0, 3.95)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 13.5, 11.7)","(8.0, 12.5, 11.675)","(10.0, 15.5, 15.277777777777779)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:27:04.169559,"(3.2, 4.0, 3.95)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 13.5, 11.033333333333333)","(8.0, 12.5, 11.675)","(10.0, 15.5, 15.277777777777779)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:27:05.414473,"(3.2, 4.0, 3.95)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 13.0, 11.72)","(8.0, 12.5, 11.675)","(10.0, 15.5, 15.277777777777779)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:27:06.669863,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 25.666666666666668)","(10.0, 15.0, 12.92)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 14.333333333333334)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:27:07.900463,"(3.2, 4.0, 3.75)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 15.0, 12.92)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 13.75)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
14-12-2022 19:27:09.103923,"(3.2, 4.0, 3.9285714285714284)","(5.5, 9.4, 8.5)","(21.0, 38.0, 30.8)","(10.0, 15.0, 12.92)","(8.0, 12.5, 10.299999999999999)","(10.0, 15.5, 13.75)","(9.0, 99999, 99990)","(5.5, 6.8, 6.7592592592592595)","(6.5, 7.8, 6.96)"
