,Gulmarg,Jang Pel,Lara Bay,Galvarino,All Star Magician,Sweet Jasmine,Toro Delago Nz,Betting Baron,Getaloadathisbro
14-12-2022 19:15:36.237791,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:37.497654,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:38.735417,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:39.864469,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:41.050720,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:42.193261,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:43.411778,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:44.631002,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:45.838281,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:47.023588,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:48.230171,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:49.410108,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:50.611401,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:51.772065,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:52.938192,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:54.121096,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:55.315741,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:56.467977,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:57.723586,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:15:58.971383,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:00.055989,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:01.170925,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:02.231499,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:03.481645,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:04.755470,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:06.017873,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:07.229987,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:08.512211,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:09.731966,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:10.984818,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:12.253501,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:13.457154,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:14.689099,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:15.829878,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:16.986057,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:18.127211,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:19.309276,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:20.737339,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:21.932517,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:23.050419,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:24.230799,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:25.584236,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:26.710216,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:27.831130,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:29.166933,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:30.485437,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:31.726970,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:32.878385,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:34.028633,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:35.173074,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:36.278008,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.885714285714284)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:37.448097,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.533333333333333)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:38.633772,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.533333333333333)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:39.818852,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.533333333333333)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:41.042371,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.533333333333333)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:42.364965,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.533333333333333)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:43.722230,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:45.026775,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:46.247155,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:47.492301,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:48.823619,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:50.054930,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:51.268287,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:52.421302,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:53.648590,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:54.773619,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:55.969189,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:57.331818,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:58.560720,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:16:59.774279,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:17:01.024796,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:17:02.220357,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:17:03.417474,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:17:04.629779,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:17:05.838837,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:17:07.085125,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:17:08.271323,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:17:09.370781,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
14-12-2022 19:17:10.480196,"(3.2, 4.1, 3.873333333333333)","(5.5, 9.6, 8.857142857142858)","(21.0, 42.0, 34.5)","(10.0, 16.5, 11.9)","(7.5, 12.5, 10.299999999999999)","(10.0, 16.0, 12.9)","(9.0, 99999, 99990)","(5.5, 9.2, 8.7)","(6.0, 9.2, 8.08)"
