,Minsk Moment,Samizdat,Buzzoom,The Spruiker,Bruce Almighty,Dig Deep,Flying Missile,Media Baron
07-01-2023 18:48:15.336857,"(2.25, 2.4, 2.3818072289156627)","(19.0, 28.0, 26.933333333333334)","(3.8, 4.7, 4.687391304347826)","(6.5, 8.0, 7.858419243986254)","(19.0, 27.0, 25.545454545454547)","(14.0, 19.0, 18.925)","(7.5, 9.0, 8.897674418604652)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:16.590363,"(2.25, 2.4, 2.3818072289156627)","(19.0, 28.0, 26.933333333333334)","(3.8, 4.7, 4.687391304347826)","(6.5, 8.0, 7.858419243986254)","(19.0, 27.0, 25.545454545454547)","(14.0, 19.0, 18.925)","(7.5, 9.0, 8.897674418604652)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:17.627488,"(2.25, 2.4, 2.3818072289156627)","(19.0, 28.0, 26.933333333333334)","(3.8, 4.7, 4.687391304347826)","(6.5, 8.0, 7.858419243986254)","(19.0, 27.0, 25.545454545454547)","(14.0, 19.0, 18.94)","(7.5, 9.0, 8.897674418604652)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:18.765620,"(2.25, 2.4, 2.3818072289156627)","(19.0, 28.0, 26.933333333333334)","(3.8, 4.7, 4.672826086956522)","(6.5, 8.0, 7.858419243986254)","(19.0, 27.0, 25.545454545454547)","(14.0, 19.0, 18.9)","(7.5, 9.0, 8.897674418604652)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:19.970262,"(2.25, 2.4, 2.3818072289156627)","(19.0, 28.0, 26.933333333333334)","(3.8, 4.7, 4.6784688995215316)","(6.5, 8.0, 7.858419243986254)","(19.0, 27.0, 25.76923076923077)","(14.0, 19.0, 18.9)","(7.5, 9.0, 8.897674418604652)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:21.348456,"(2.25, 2.4, 2.3818072289156627)","(19.0, 28.0, 26.933333333333334)","(3.8, 4.7, 4.6784688995215316)","(6.5, 8.0, 7.858419243986254)","(19.0, 27.0, 25.526315789473685)","(14.0, 19.0, 19.14)","(7.5, 9.0, 8.908108108108108)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:22.541052,"(2.25, 2.38, 2.3759050445103855)","(19.0, 28.0, 27.161290322580644)","(3.8, 4.7, 4.682758620689655)","(6.5, 8.0, 7.864604810996563)","(19.0, 27.0, 26.263157894736842)","(14.0, 19.5, 19.14)","(7.5, 9.0, 8.908108108108108)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:23.740553,"(2.25, 2.38, 2.3759050445103855)","(19.0, 28.0, 27.161290322580644)","(3.8, 4.7, 4.68159509202454)","(6.5, 8.0, 7.864604810996563)","(19.0, 27.0, 26.263157894736842)","(14.0, 19.5, 19.134615384615383)","(7.5, 9.0, 8.908108108108108)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:24.818801,"(2.2, 2.4, 2.379385171790235)","(19.0, 28.0, 27.037037037037038)","(3.8, 4.7, 4.68159509202454)","(6.5, 8.0, 7.855677655677655)","(19.0, 27.0, 26.03448275862069)","(14.0, 19.5, 18.74)","(7.5, 9.0, 8.89940828402367)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:26.072140,"(2.2, 2.4, 2.379385171790235)","(19.0, 28.0, 27.037037037037038)","(3.8, 4.7, 4.677443609022556)","(6.5, 8.0, 7.855677655677655)","(19.0, 27.0, 26.03448275862069)","(14.0, 19.5, 18.833333333333332)","(7.5, 9.0, 8.89940828402367)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:27.293485,"(2.2, 2.4, 2.379385171790235)","(19.0, 28.0, 27.037037037037038)","(3.8, 4.7, 4.683050847457627)","(6.5, 8.0, 7.864604810996563)","(19.0, 27.0, 26.263157894736842)","(14.0, 19.5, 19.18421052631579)","(7.5, 9.0, 8.908108108108108)","(51.0, 170.0, 163.84615384615384)"
07-01-2023 18:48:28.438471,"(2.2, 2.38, 2.3758579881656803)","(19.0, 28.0, 27.161290322580644)","(3.8, 4.7, 4.68855421686747)","(6.5, 8.0, 7.8625)","(19.0, 27.0, 25.03846153846154)","(14.0, 19.5, 19.166666666666668)","(7.5, 9.0, 8.912)","(51.0, 170.0, 165.0)"
07-01-2023 18:48:29.588392,"(2.2, 2.4, 2.3788888888888886)","(19.0, 28.0, 27.142857142857142)","(3.8, 4.7, 4.685925925925926)","(6.5, 8.0, 7.872398190045248)","(19.0, 27.0, 25.11111111111111)","(14.0, 19.5, 19.1)","(7.5, 9.0, 8.912)","(51.0, 170.0, 165.0)"
07-01-2023 18:48:30.761056,"(2.2, 2.4, 2.3788888888888886)","(19.0, 28.0, 27.142857142857142)","(3.8, 4.7, 4.685925925925926)","(6.5, 8.0, 7.872398190045248)","(19.0, 27.0, 25.11111111111111)","(14.0, 19.5, 19.192307692307693)","(7.5, 9.0, 8.896062992125984)","(51.0, 170.0, 165.0)"
07-01-2023 18:48:32.035255,"(2.2, 2.4, 2.3744067796610167)","(19.0, 28.0, 27.25)","(3.8, 4.7, 4.688757396449704)","(6.5, 8.0, 7.878969957081545)","(19.0, 27.0, 26.15)","(14.0, 19.5, 19.25)","(7.5, 9.0, 8.904347826086957)","(51.0, 170.0, 165.0)"
07-01-2023 18:48:33.206253,"(2.2, 2.38, 2.3744067796610167)","(19.0, 28.0, 27.25)","(3.8, 4.7, 4.698136645962733)","(6.5, 8.0, 7.869)","(19.0, 27.0, 25.17391304347826)","(14.0, 19.5, 19.40909090909091)","(7.5, 9.0, 8.92079207920792)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:34.373341,"(2.2, 2.38, 2.3719662921348315)","(19.0, 28.0, 27.25)","(3.8, 4.7, 4.698136645962733)","(6.5, 8.0, 7.869)","(19.0, 27.0, 25.16)","(14.0, 19.5, 19.40909090909091)","(7.5, 9.0, 8.92079207920792)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:35.540246,"(2.2, 2.38, 2.3719662921348315)","(19.0, 28.0, 27.25)","(3.8, 4.7, 4.698136645962733)","(6.5, 8.0, 7.852972972972973)","(19.0, 27.0, 25.16)","(14.0, 19.5, 19.40909090909091)","(7.5, 9.0, 8.92079207920792)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:36.732437,"(2.2, 2.38, 2.3719662921348315)","(19.0, 28.0, 27.217391304347824)","(3.8, 4.7, 4.74090909090909)","(6.5, 8.0, 7.851933701657458)","(19.0, 27.0, 25.0)","(14.0, 19.5, 19.4)","(7.5, 9.0, 8.92967032967033)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:37.956951,"(2.2, 2.38, 2.37203488372093)","(19.0, 28.0, 27.217391304347824)","(3.8, 4.8, 4.74090909090909)","(6.5, 8.0, 7.851933701657458)","(19.0, 27.0, 25.0)","(14.0, 19.5, 19.4)","(7.5, 9.0, 8.92967032967033)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:39.120563,"(2.2, 2.38, 2.37203488372093)","(19.0, 28.0, 27.217391304347824)","(3.8, 4.8, 4.74090909090909)","(6.5, 8.0, 7.851933701657458)","(19.0, 27.0, 25.0)","(14.0, 19.5, 19.4)","(7.5, 9.0, 8.92967032967033)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:40.290355,"(2.2, 2.38, 2.37203488372093)","(19.0, 28.0, 27.217391304347824)","(3.8, 4.8, 4.74090909090909)","(6.5, 8.0, 7.851933701657458)","(19.0, 27.0, 25.3125)","(14.0, 19.5, 19.4)","(7.5, 9.0, 8.92967032967033)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:41.426623,"(2.2, 2.38, 2.3674885844748856)","(19.0, 28.0, 27.217391304347824)","(3.8, 4.8, 4.74090909090909)","(6.5, 8.0, 7.851933701657458)","(19.0, 27.0, 25.3125)","(14.0, 19.5, 19.4)","(7.5, 9.0, 8.92967032967033)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:42.480327,"(2.2, 2.38, 2.3734426229508196)","(19.0, 28.0, 27.217391304347824)","(3.8, 4.8, 4.724418604651163)","(6.5, 8.0, 7.851933701657458)","(19.0, 27.0, 25.071428571428573)","(14.0, 20.0, 19.9)","(7.5, 9.0, 8.92967032967033)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:43.548782,"(2.2, 2.38, 2.3734426229508196)","(19.0, 28.0, 27.217391304347824)","(3.8, 4.8, 4.728571428571429)","(6.5, 8.0, 7.851933701657458)","(19.0, 27.0, 25.071428571428573)","(14.0, 20.0, 19.692307692307693)","(7.5, 9.0, 8.92967032967033)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:44.704890,"(2.2, 2.4, 2.3665338645418323)","(19.0, 28.0, 27.217391304347824)","(3.8, 4.8, 4.720731707317073)","(6.5, 8.0, 7.851933701657458)","(19.0, 27.0, 25.071428571428573)","(14.0, 20.0, 19.692307692307693)","(7.5, 9.0, 8.92967032967033)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:45.826984,"(2.2, 2.38, 2.360952380952381)","(19.0, 28.0, 27.25)","(3.8, 4.8, 4.63030303030303)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 25.56)","(14.0, 21.0, 19.833333333333332)","(7.5, 9.0, 8.916883116883117)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:46.975702,"(2.2, 2.4, 2.356533795493934)","(19.0, 28.0, 27.25)","(3.8, 4.8, 4.715151515151515)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 25.56)","(14.0, 20.0, 19.833333333333332)","(7.5, 9.0, 8.916883116883117)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:48.085867,"(2.2, 2.4, 2.354973070017953)","(19.0, 28.0, 27.25)","(3.8, 4.8, 4.701754385964913)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 25.56)","(14.0, 20.0, 19.833333333333332)","(7.5, 9.0, 8.916883116883117)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:49.253927,"(2.2, 2.4, 2.354973070017953)","(19.0, 28.0, 27.5609756097561)","(3.8, 4.8, 4.701754385964913)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 25.56)","(14.0, 20.0, 19.833333333333332)","(7.5, 9.0, 8.916883116883117)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:50.492831,"(2.2, 2.4, 2.354973070017953)","(19.0, 28.0, 27.5609756097561)","(3.8, 4.8, 4.7015625000000005)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 25.56)","(14.0, 20.0, 19.833333333333332)","(7.5, 9.0, 8.916883116883117)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:51.673482,"(2.2, 2.4, 2.354973070017953)","(19.0, 28.0, 27.5609756097561)","(3.8, 4.8, 4.7015625000000005)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 25.56)","(14.0, 20.0, 18.625)","(7.5, 9.0, 8.907246376811594)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:52.801008,"(2.2, 2.4, 2.3635294117647057)","(19.0, 29.0, 28.393939393939394)","(3.8, 4.8, 4.7015625000000005)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 25.875)","(14.0, 19.0, 18.91176470588235)","(7.5, 9.0, 8.907246376811594)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:53.889991,"(2.2, 2.4, 2.3822434367541767)","(19.0, 29.0, 28.27777777777778)","(3.8, 4.8, 4.7015625000000005)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 25.875)","(14.0, 19.0, 18.931818181818183)","(7.5, 9.0, 8.907246376811594)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:54.977373,"(2.2, 2.4, 2.3822434367541767)","(19.0, 29.0, 28.27777777777778)","(3.8, 4.8, 4.7015625000000005)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 25.875)","(14.0, 19.0, 18.931818181818183)","(7.5, 9.0, 8.907246376811594)","(51.0, 170.0, 166.0)"
07-01-2023 18:48:56.139012,"(2.2, 2.4, 2.380523560209424)","(19.0, 29.0, 28.27777777777778)","(3.8, 4.8, 4.7015625000000005)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 26.142857142857142)","(14.0, 19.0, 18.931818181818183)","(7.5, 9.0, 8.907246376811594)","(51.0, 170.0, 160.66666666666666)"
07-01-2023 18:48:57.297081,"(2.2, 2.4, 2.380523560209424)","(19.0, 29.0, 28.27777777777778)","(3.8, 4.8, 4.7015625000000005)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 26.142857142857142)","(14.0, 19.0, 18.931818181818183)","(7.5, 9.0, 8.907246376811594)","(51.0, 170.0, 160.66666666666666)"
07-01-2023 18:48:58.417679,"(2.2, 2.4, 2.380523560209424)","(19.0, 29.0, 28.27777777777778)","(3.8, 4.8, 4.7015625000000005)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 26.142857142857142)","(14.0, 19.0, 18.875)","(7.5, 9.0, 8.864150943396227)","(51.0, 170.0, 160.66666666666666)"
07-01-2023 18:48:59.551311,"(2.2, 2.4, 2.380523560209424)","(19.0, 29.0, 28.27777777777778)","(3.8, 4.8, 4.7015625000000005)","(6.5, 8.0, 7.855555555555555)","(19.0, 27.0, 26.142857142857142)","(14.0, 19.0, 18.875)","(7.5, 9.0, 8.864150943396227)","(51.0, 170.0, 160.66666666666666)"
07-01-2023 18:49:00.766230,"(2.2, 2.4, 2.380523560209424)","(19.0, 29.0, 28.2972972972973)","(3.8, 4.8, 4.658469945355192)","(6.5, 8.0, 7.85792349726776)","(19.0, 27.0, 26.36842105263158)","(14.0, 19.0, 18.892857142857142)","(7.5, 9.0, 8.86909090909091)","(51.0, 170.0, 160.66666666666666)"
07-01-2023 18:49:01.975478,"(2.2, 2.38, 2.3768253968253967)","(19.0, 29.0, 28.2972972972973)","(3.8, 4.7, 4.65606936416185)","(6.5, 8.0, 7.85792349726776)","(19.0, 27.0, 26.09090909090909)","(14.0, 19.0, 18.833333333333332)","(7.5, 9.0, 8.86909090909091)","(51.0, 170.0, 160.66666666666666)"
07-01-2023 18:49:03.145326,"(2.2, 2.38, 2.375)","(19.0, 29.0, 27.571428571428573)","(3.8, 4.7, 4.666812227074236)","(6.5, 8.0, 7.865284974093264)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.88923076923077)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:04.231651,"(2.2, 2.4, 2.3693023255813954)","(19.0, 28.0, 27.5609756097561)","(3.8, 4.7, 4.666812227074236)","(6.5, 8.0, 7.865284974093264)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.82)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:05.354983,"(2.2, 2.4, 2.370443864229765)","(19.0, 28.0, 27.254901960784313)","(3.8, 4.7, 4.684530386740332)","(6.5, 8.0, 7.865284974093264)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.82)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:06.490997,"(2.2, 2.4, 2.370443864229765)","(19.0, 28.0, 27.254901960784313)","(3.8, 4.7, 4.685955056179775)","(6.5, 8.0, 7.865284974093264)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.82)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:07.610321,"(2.2, 2.4, 2.370443864229765)","(19.0, 28.0, 27.254901960784313)","(3.8, 4.7, 4.686187845303867)","(6.5, 8.0, 7.865284974093264)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.82)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:08.814076,"(2.2, 2.4, 2.370443864229765)","(19.0, 28.0, 27.254901960784313)","(3.8, 4.7, 4.686111111111111)","(6.5, 8.0, 7.865284974093264)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.82)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:09.941268,"(2.2, 2.4, 2.370288713910761)","(19.0, 28.0, 27.254901960784313)","(3.8, 4.7, 4.686111111111111)","(6.5, 8.0, 7.865284974093264)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.82)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:11.116752,"(2.2, 2.4, 2.370288713910761)","(19.0, 28.0, 27.12280701754386)","(3.8, 4.7, 4.734782608695652)","(6.5, 8.0, 7.865284974093264)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:12.276151,"(2.2, 2.4, 2.367932011331445)","(19.0, 28.0, 27.12280701754386)","(3.8, 4.8, 4.734782608695652)","(6.5, 8.0, 7.865284974093264)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:13.452527,"(2.2, 2.4, 2.3813201320132014)","(19.0, 28.0, 27.12280701754386)","(3.8, 4.8, 4.734782608695652)","(6.5, 8.0, 7.87)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:14.600864,"(2.2, 2.4, 2.383735632183908)","(19.0, 28.0, 26.958333333333332)","(3.8, 4.8, 4.734782608695652)","(6.5, 8.0, 7.846052631578948)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:15.771535,"(2.2, 2.4, 2.383735632183908)","(19.0, 28.0, 26.958333333333332)","(3.8, 4.8, 4.726126126126126)","(6.5, 8.0, 7.834042553191489)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:16.854803,"(2.2, 2.4, 2.383735632183908)","(19.0, 27.0, 26.513513513513512)","(3.8, 4.8, 4.726126126126126)","(6.5, 8.0, 7.834042553191489)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:17.950282,"(2.2, 2.4, 2.383735632183908)","(19.0, 27.0, 26.513513513513512)","(3.8, 4.8, 4.726126126126126)","(6.5, 8.0, 7.834042553191489)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:19.118711,"(2.2, 2.4, 2.383735632183908)","(19.0, 27.0, 26.513513513513512)","(3.8, 4.8, 4.741218637992831)","(6.5, 8.0, 7.834042553191489)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:20.262901,"(2.2, 2.4, 2.383735632183908)","(19.0, 27.0, 26.513513513513512)","(3.8, 4.8, 4.741218637992831)","(6.5, 8.0, 7.834042553191489)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.0, 18.884615384615383)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:21.338175,"(2.2, 2.4, 2.383735632183908)","(19.0, 27.0, 26.513513513513512)","(3.8, 4.8, 4.741218637992831)","(6.5, 8.0, 7.834042553191489)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.5, 19.173076923076923)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:22.585269,"(2.2, 2.4, 2.383735632183908)","(19.0, 27.0, 26.513513513513512)","(3.8, 4.8, 4.741218637992831)","(6.5, 8.0, 7.834042553191489)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.5, 19.234375)","(7.5, 9.0, 8.824390243902439)","(51.0, 170.0, 161.25)"
07-01-2023 18:49:23.768033,"(2.2, 2.4, 2.383735632183908)","(20.0, 27.0, 26.513513513513512)","(3.9, 4.8, 4.741218637992831)","(6.5, 8.0, 7.834042553191489)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.5, 19.234375)","(7.5, 9.0, 8.824390243902439)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:24.922317,"(2.2, 2.4, 2.3863372093023254)","(20.0, 27.0, 26.513513513513512)","(3.9, 4.8, 4.741218637992831)","(6.5, 8.0, 7.822727272727272)","(19.0, 28.0, 26.555555555555557)","(14.0, 19.5, 19.234375)","(7.5, 9.0, 8.793684210526315)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:26.072391,"(2.2, 2.4, 2.3863372093023254)","(20.0, 28.0, 26.782608695652172)","(3.9, 4.8, 4.720772946859904)","(6.5, 8.0, 7.8)","(19.0, 28.0, 26.470588235294116)","(14.0, 19.5, 19.234375)","(7.5, 9.0, 8.769411764705882)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:27.108311,"(2.2, 2.4, 2.3869806094182824)","(20.0, 28.0, 27.22222222222222)","(3.9, 4.8, 4.743181818181818)","(6.5, 7.8, 7.779411764705882)","(19.0, 28.0, 26.63157894736842)","(14.0, 19.5, 19.319148936170212)","(7.5, 9.0, 8.840650406504064)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:28.210130,"(2.2, 2.4, 2.3869806094182824)","(20.0, 28.0, 27.22222222222222)","(3.9, 4.8, 4.75398773006135)","(6.5, 7.8, 7.7802816901408445)","(19.0, 28.0, 26.63157894736842)","(14.0, 19.5, 19.294117647058822)","(7.5, 9.0, 8.840650406504064)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:29.295934,"(2.2, 2.4, 2.386871508379888)","(20.0, 28.0, 27.22222222222222)","(3.9, 4.8, 4.75398773006135)","(6.5, 7.8, 7.7802816901408445)","(19.0, 28.0, 26.63157894736842)","(14.0, 19.5, 19.294117647058822)","(7.5, 9.0, 8.840650406504064)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:30.407128,"(2.2, 2.4, 2.386871508379888)","(20.0, 28.0, 27.22222222222222)","(3.9, 4.8, 4.75398773006135)","(6.5, 7.8, 7.7802816901408445)","(19.0, 28.0, 26.63157894736842)","(14.0, 19.5, 19.294117647058822)","(7.5, 9.0, 8.840650406504064)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:31.446950,"(2.2, 2.4, 2.386871508379888)","(20.0, 28.0, 27.22222222222222)","(3.9, 4.8, 4.75398773006135)","(6.5, 7.8, 7.7802816901408445)","(19.0, 28.0, 26.63157894736842)","(14.0, 19.5, 19.322033898305083)","(7.5, 9.0, 8.821818181818182)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:32.564745,"(2.2, 2.4, 2.375132275132275)","(20.0, 28.0, 27.22222222222222)","(3.9, 4.8, 4.759893048128342)","(6.5, 7.8, 7.7802816901408445)","(19.0, 28.0, 27.103448275862068)","(14.0, 19.5, 19.322033898305083)","(7.5, 9.0, 8.821818181818182)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:33.704737,"(2.2, 2.4, 2.3751978891820578)","(20.0, 28.0, 27.22222222222222)","(3.9, 4.8, 4.759893048128342)","(6.5, 7.8, 7.7802816901408445)","(19.0, 28.0, 27.103448275862068)","(14.0, 19.5, 19.345454545454544)","(7.5, 9.0, 8.821818181818182)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:34.871966,"(2.2, 2.4, 2.3751978891820578)","(20.0, 28.0, 27.22222222222222)","(3.9, 4.8, 4.759893048128342)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.103448275862068)","(14.0, 19.5, 19.345454545454544)","(7.5, 9.0, 8.821818181818182)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:36.128211,"(2.2, 2.4, 2.3751978891820578)","(20.0, 28.0, 27.22222222222222)","(3.9, 4.8, 4.7635922330097085)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.103448275862068)","(14.0, 19.5, 19.35185185185185)","(7.5, 9.0, 8.840650406504064)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:37.249860,"(2.2, 2.4, 2.3751978891820578)","(20.0, 28.0, 27.257142857142856)","(3.9, 4.8, 4.7635922330097085)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.103448275862068)","(14.0, 19.5, 19.32608695652174)","(7.5, 9.0, 8.807843137254903)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:38.405070,"(2.2, 2.4, 2.3751978891820578)","(20.0, 28.0, 27.38095238095238)","(3.9, 4.8, 4.764532019704434)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.1875)","(14.0, 19.5, 19.32608695652174)","(7.5, 9.0, 8.833070866141732)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:39.636059,"(2.2, 2.4, 2.383406593406593)","(20.0, 28.0, 27.38095238095238)","(3.9, 4.8, 4.764532019704434)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.1875)","(14.0, 19.5, 19.32608695652174)","(7.5, 9.0, 8.833070866141732)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:40.787175,"(2.2, 2.4, 2.383406593406593)","(20.0, 28.0, 27.38095238095238)","(3.9, 4.8, 4.764532019704434)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.1875)","(14.0, 19.5, 19.32608695652174)","(7.5, 9.0, 8.833070866141732)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:41.946795,"(2.2, 2.4, 2.383406593406593)","(20.0, 28.0, 27.38095238095238)","(3.9, 4.8, 4.764532019704434)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.1875)","(14.0, 19.5, 19.32608695652174)","(7.5, 9.0, 8.833070866141732)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:43.111443,"(2.2, 2.4, 2.383406593406593)","(20.0, 28.0, 27.38095238095238)","(3.9, 4.8, 4.759776536312849)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.1875)","(14.0, 19.5, 19.32608695652174)","(7.5, 9.0, 8.833070866141732)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:44.225402,"(2.2, 2.42, 2.4003571428571426)","(20.0, 28.0, 27.38095238095238)","(3.9, 4.8, 4.759776536312849)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.1875)","(14.0, 19.5, 19.32608695652174)","(7.5, 9.0, 8.833070866141732)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:45.355166,"(2.2, 2.42, 2.4003571428571426)","(20.0, 28.0, 27.38095238095238)","(3.9, 4.8, 4.759776536312849)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.1875)","(14.0, 19.5, 19.32608695652174)","(7.5, 9.0, 8.833070866141732)","(61.0, 170.0, 161.25)"
07-01-2023 18:49:46.568921,"(2.2, 2.42, 2.4003571428571426)","(20.0, 28.0, 27.38095238095238)","(3.9, 4.8, 4.759776536312849)","(6.5, 7.8, 7.758024691358025)","(19.0, 28.0, 27.1875)","(14.0, 19.5, 19.32608695652174)","(7.5, 9.0, 8.833070866141732)","(61.0, 170.0, 161.25)"
