,Perfect Flossy,Trickster Cabang,Found A Spot,Irenes A Star,Coconut Kingston,Miss Belle,Con Cabang
11-01-2023 15:10:19.171946,"(5.5, 8.0, 6.847058823529411)","(15.0, 50.0, 41.81818181818182)","(12.0, 20.0, 14.15)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 13.5, 12.7)","(2.4, 2.68, 2.512)"
11-01-2023 15:10:20.350093,"(5.5, 8.0, 6.847058823529411)","(15.0, 50.0, 41.81818181818182)","(12.0, 20.0, 14.15)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 13.5, 12.7)","(2.4, 2.68, 2.512)"
11-01-2023 15:10:21.536558,"(5.5, 8.0, 6.847058823529411)","(15.0, 50.0, 41.81818181818182)","(12.0, 19.5, 17.428571428571427)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 13.5, 12.7)","(2.4, 2.68, 2.512)"
11-01-2023 15:10:22.765452,"(5.5, 8.0, 6.847058823529411)","(15.0, 50.0, 41.81818181818182)","(12.0, 19.0, 17.428571428571427)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 13.5, 12.7)","(2.4, 2.68, 2.512)"
11-01-2023 15:10:23.900208,"(5.5, 8.0, 6.847058823529411)","(15.0, 50.0, 41.81818181818182)","(12.0, 19.0, 17.428571428571427)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 13.5, 12.5)","(2.4, 2.68, 2.512)"
11-01-2023 15:10:24.953179,"(5.5, 8.0, 6.847058823529411)","(15.0, 50.0, 41.81818181818182)","(12.0, 19.0, 14.681818181818182)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.0, 12.5)","(2.4, 2.68, 2.512)"
11-01-2023 15:10:25.977097,"(5.5, 8.0, 6.847058823529411)","(15.0, 50.0, 41.81818181818182)","(12.0, 19.0, 14.681818181818182)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.0, 10.22)","(2.4, 2.68, 2.512)"
11-01-2023 15:10:26.987068,"(5.5, 8.0, 6.847058823529411)","(15.0, 50.0, 41.81818181818182)","(12.0, 19.0, 14.681818181818182)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.0, 11.200000000000001)","(2.4, 2.68, 2.684444444444445)"
11-01-2023 15:10:28.008016,"(5.5, 8.0, 6.847058823529411)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.5, 15.5)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.0, 10.666666666666666)","(2.4, 2.72, 2.5933333333333333)"
11-01-2023 15:10:28.971823,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 16.4)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.0, 13.0)","(2.4, 2.72, 2.5933333333333333)"
11-01-2023 15:10:29.908786,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.75)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.5, 13.0)","(2.4, 2.72, 2.5933333333333333)"
11-01-2023 15:10:31.007435,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.869565217391305)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.5, 13.0)","(2.4, 2.72, 2.702857142857143)"
11-01-2023 15:10:32.087495,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.869565217391305)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.5, 12.852941176470589)","(2.4, 2.72, 2.55)"
11-01-2023 15:10:33.137087,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.869565217391305)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.5, 12.852941176470589)","(2.4, 2.72, 2.55)"
11-01-2023 15:10:34.207855,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.869565217391305)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.5, 12.852941176470589)","(2.4, 2.72, 2.55)"
11-01-2023 15:10:35.280117,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.645833333333334)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.5, 11.552631578947368)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:36.739664,"(5.5, 8.0, 6.827272727272727)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.75)","(6.0, 14.5, 12.852941176470589)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:37.903176,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.25)","(6.0, 14.5, 12.852941176470589)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:38.927470,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 14.12962962962963)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.25)","(6.0, 14.5, 12.852941176470589)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:40.038477,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.681818181818182)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.7)","(6.0, 14.5, 12.852941176470589)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:41.320785,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.681818181818182)","(3.8, 4.9, 4.3)","(8.5, 15.0, 14.076923076923077)","(6.0, 14.5, 12.852941176470589)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:42.558018,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.681818181818182)","(3.8, 4.9, 4.3)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 10.766666666666667)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:43.721895,"(5.5, 8.0, 6.827906976744186)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.681818181818182)","(3.8, 4.9, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 11.583333333333334)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:44.953730,"(5.5, 8.0, 6.825531914893617)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 14.607142857142858)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 12.0)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:46.054481,"(5.5, 8.0, 6.825531914893617)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 12.0)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:47.143912,"(5.5, 8.0, 6.825531914893617)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 12.0)","(2.4, 2.72, 2.6957142857142857)"
11-01-2023 15:10:48.273276,"(5.5, 8.0, 6.825531914893617)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.98076923076923)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 12.0)","(2.4, 2.72, 2.68)"
11-01-2023 15:10:49.316999,"(5.5, 8.0, 6.825531914893617)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.98076923076923)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 12.0)","(2.4, 2.72, 2.5454545454545454)"
11-01-2023 15:10:50.367044,"(5.5, 8.0, 6.825531914893617)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.681818181818182)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 13.676470588235293)","(2.4, 2.8, 2.5454545454545454)"
11-01-2023 15:10:51.397752,"(5.5, 8.0, 6.825)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.681818181818182)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 13.676470588235293)","(2.4, 2.8, 2.5454545454545454)"
11-01-2023 15:10:52.481482,"(5.5, 8.0, 6.825)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.681818181818182)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 13.676470588235293)","(2.4, 2.8, 2.5454545454545454)"
11-01-2023 15:10:53.633608,"(5.5, 8.0, 6.825)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.681818181818182)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 13.676470588235293)","(2.4, 2.8, 2.5454545454545454)"
11-01-2023 15:10:54.680559,"(5.5, 7.8, 6.966666666666667)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.681818181818182)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 13.676470588235293)","(2.4, 2.8, 2.5454545454545454)"
11-01-2023 15:10:55.782089,"(5.5, 7.8, 6.966666666666667)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.25)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 13.676470588235293)","(2.4, 2.8, 2.5454545454545454)"
11-01-2023 15:10:56.932858,"(5.5, 7.8, 6.966666666666667)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.25)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 11.777777777777779)","(2.4, 2.8, 2.602962962962963)"
11-01-2023 15:10:58.032734,"(5.5, 7.8, 6.826315789473684)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 11.777777777777779)","(2.4, 2.8, 2.602962962962963)"
11-01-2023 15:10:59.126232,"(5.5, 7.8, 6.826315789473684)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 12.964285714285714)","(6.0, 14.5, 12.369565217391305)","(2.4, 2.8, 2.482666666666667)"
11-01-2023 15:11:00.365987,"(5.5, 7.8, 6.826315789473684)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 13.578947368421053)","(6.0, 14.5, 13.394736842105264)","(2.4, 2.8, 2.482666666666667)"
11-01-2023 15:11:01.481474,"(5.5, 7.6, 6.8999999999999995)","(15.0, 50.0, 41.81818181818182)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 13.578947368421053)","(6.0, 14.5, 13.394736842105264)","(2.4, 2.8, 2.482666666666667)"
11-01-2023 15:11:02.724909,"(5.5, 7.6, 6.888888888888888)","(15.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 13.578947368421053)","(6.0, 14.5, 12.625)","(2.4, 2.8, 2.482666666666667)"
11-01-2023 15:11:04.024543,"(5.5, 7.6, 6.82051282051282)","(15.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 13.578947368421053)","(6.0, 14.5, 13.11111111111111)","(2.4, 2.8, 2.75)"
11-01-2023 15:11:05.313848,"(5.5, 7.6, 6.82051282051282)","(15.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 13.5)","(6.0, 14.5, 13.136363636363637)","(2.4, 2.86, 2.8446153846153845)"
11-01-2023 15:11:06.784204,"(5.5, 7.6, 6.819999999999999)","(15.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 13.173913043478262)","(6.0, 14.5, 13.136363636363637)","(2.4, 2.88, 2.8657142857142857)"
11-01-2023 15:11:07.905448,"(5.5, 7.6, 6.819999999999999)","(16.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.6, 4.085714285714285)","(8.5, 15.0, 13.173913043478262)","(6.0, 14.5, 13.136363636363637)","(2.4, 2.94, 2.8657142857142857)"
11-01-2023 15:11:08.989519,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.173913043478262)","(6.0, 14.5, 13.136363636363637)","(2.4, 2.94, 2.6959999999999997)"
11-01-2023 15:11:10.152090,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.8076923076923075)"
11-01-2023 15:11:11.269524,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.78)"
11-01-2023 15:11:12.442803,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.8076923076923075)"
11-01-2023 15:11:13.545673,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.79)"
11-01-2023 15:11:14.573425,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.79)"
11-01-2023 15:11:15.728727,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.79)"
11-01-2023 15:11:16.839094,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.79)"
11-01-2023 15:11:17.984142,"(5.5, 7.4, 7.0)","(16.0, 55.0, 41.0)","(12.0, 18.0, 13.456521739130435)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 12.625)","(2.4, 2.84, 2.79)"
11-01-2023 15:11:19.147140,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 14.5)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 12.625)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:20.228324,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 12.625)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:21.303931,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:22.351493,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:23.319233,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:24.480858,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:25.523604,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:26.535209,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 15.0, 13.222222222222221)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:27.554081,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:28.576791,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.764)"
11-01-2023 15:11:29.648134,"(5.5, 7.4, 7.0)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.071428571428571)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 13.25)","(2.4, 2.84, 2.78)"
11-01-2023 15:11:30.701125,"(5.5, 7.4, 6.885714285714285)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 4.05)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 13.25)","(2.4, 2.86, 2.655)"
11-01-2023 15:11:31.620089,"(5.5, 7.4, 6.885714285714285)","(16.0, 55.0, 47.333333333333336)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.4, 4.05)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.7466666666666666)"
11-01-2023 15:11:32.782228,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 41.0)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.4, 4.05)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.752)"
11-01-2023 15:11:33.788157,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 41.0)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.4, 4.3)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.7415384615384615)"
11-01-2023 15:11:34.775821,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 41.0)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.6, 4.3)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.7415384615384615)"
11-01-2023 15:11:35.812732,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 48.0)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.6, 4.35)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 12.735294117647058)","(2.4, 2.88, 2.7415384615384615)"
11-01-2023 15:11:36.884237,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.7, 4.116666666666667)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 12.735294117647058)","(2.4, 2.88, 2.7415384615384615)"
11-01-2023 15:11:37.910568,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.7, 4.116666666666667)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.5, 11.038461538461538)","(2.4, 2.88, 2.8388888888888886)"
11-01-2023 15:11:38.889976,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.7, 4.116666666666667)","(8.5, 14.5, 13.59090909090909)","(6.0, 14.0, 12.785714285714286)","(2.4, 2.86, 2.8388888888888886)"
11-01-2023 15:11:39.879906,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.7, 4.116666666666667)","(8.5, 14.5, 13.59090909090909)","(6.0, 13.5, 12.875)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:40.872777,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.7, 4.116666666666667)","(8.5, 14.5, 13.59090909090909)","(6.0, 13.5, 12.875)","(2.4, 2.86, 2.8114285714285714)"
11-01-2023 15:11:41.815612,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.7, 4.116666666666667)","(8.5, 14.5, 14.0)","(6.0, 13.5, 12.875)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:42.814776,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 43.0)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.7, 4.116666666666667)","(8.5, 15.0, 14.444444444444445)","(6.0, 13.5, 12.875)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:43.768477,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 43.0)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.7, 4.116666666666667)","(8.5, 15.0, 14.166666666666666)","(6.0, 13.5, 12.875)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:44.918268,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.958333333333334)","(3.8, 4.7, 4.116666666666667)","(8.5, 15.0, 14.166666666666666)","(6.0, 13.5, 12.875)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:45.925811,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.958333333333334)","(3.8, 4.7, 4.23125)","(8.5, 15.0, 14.166666666666666)","(6.0, 13.5, 12.875)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:46.914703,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.25)","(3.8, 4.7, 3.9916666666666667)","(8.5, 15.0, 14.5)","(6.0, 13.5, 13.25)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:47.869600,"(5.5, 7.4, 6.817142857142857)","(16.0, 55.0, 46.6)","(12.0, 17.5, 13.25)","(3.8, 4.7, 3.9916666666666667)","(8.5, 15.0, 14.5)","(6.0, 13.5, 13.25)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:48.877539,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 42.666666666666664)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.6, 3.7555555555555555)","(8.5, 15.0, 14.5)","(6.0, 14.5, 12.96875)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:49.889395,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 42.666666666666664)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.6, 3.7555555555555555)","(8.5, 15.0, 14.5)","(6.0, 14.5, 13.058823529411764)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:51.136189,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 42.666666666666664)","(12.0, 17.5, 13.452380952380953)","(3.8, 4.5, 3.9)","(8.5, 15.0, 14.5)","(6.0, 14.5, 13.058823529411764)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:52.079525,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 42.666666666666664)","(12.0, 17.0, 14.0)","(3.8, 4.5, 3.9)","(8.5, 15.0, 14.5)","(6.0, 14.5, 13.058823529411764)","(2.4, 2.86, 2.788)"
11-01-2023 15:11:53.009174,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 47.0)","(12.0, 16.5, 14.9)","(3.8, 4.5, 4.216666666666667)","(8.5, 15.0, 14.5)","(6.0, 14.5, 12.4)","(2.4, 2.86, 2.8175)"
11-01-2023 15:11:54.020842,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 47.0)","(12.0, 16.5, 15.375)","(3.8, 4.5, 4.122222222222222)","(8.5, 15.0, 14.5)","(6.0, 14.5, 13.25)","(2.4, 2.86, 2.835)"
11-01-2023 15:11:55.076459,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 47.0)","(12.0, 16.0, 14.4)","(3.8, 4.5, 4.144444444444445)","(8.5, 15.0, 14.5)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.8588235294117648)"
11-01-2023 15:11:56.069831,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 47.0)","(12.0, 16.0, 14.4)","(3.8, 4.5, 4.144444444444445)","(8.5, 15.0, 14.5)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.8588235294117648)"
11-01-2023 15:11:57.057186,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 47.0)","(12.0, 16.0, 14.4)","(3.8, 4.5, 4.144444444444445)","(8.5, 15.0, 14.5)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.8588235294117648)"
11-01-2023 15:11:58.174413,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 47.0)","(12.0, 16.0, 13.647058823529411)","(3.8, 4.5, 4.144444444444445)","(8.5, 15.0, 14.5)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.8588235294117648)"
11-01-2023 15:11:59.189916,"(5.5, 7.4, 6.817142857142857)","(16.0, 60.0, 47.0)","(12.0, 16.0, 13.647058823529411)","(3.8, 4.5, 4.144444444444445)","(8.5, 15.0, 14.5)","(6.0, 14.5, 13.25)","(2.4, 2.88, 2.8588235294117648)"
