,Machens Ridge,Bears Estate,Catfish,Spirit Of Windsor,Twilight Years,Star Rider
15-12-2022 11:45:01.611403,"(12.0, 17.5, 16.333333333333332)","(8.0, 9.6, 9.54)","(6.5, 8.2, 8.05)","(2.0, 2.32, 2.301954887218045)","(4.4, 5.3, 5.38235294117647)","(11.0, 15.0, 14.875)"
15-12-2022 11:45:02.654046,"(12.0, 17.5, 16.333333333333332)","(8.0, 9.6, 9.54)","(6.5, 8.2, 8.05)","(2.0, 2.32, 2.301954887218045)","(4.4, 5.5, 5.4529411764705875)","(11.0, 15.0, 14.875)"
15-12-2022 11:45:03.668311,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.54)","(6.5, 8.2, 8.05)","(2.0, 2.32, 2.301954887218045)","(4.4, 5.6, 5.4529411764705875)","(11.0, 15.0, 14.875)"
15-12-2022 11:45:04.549669,"(12.0, 17.0, 16.53846153846154)","(8.0, 9.6, 9.54)","(6.5, 8.2, 8.05)","(2.0, 2.32, 2.3189473684210524)","(4.4, 5.6, 5.4529411764705875)","(11.0, 15.0, 14.875)"
15-12-2022 11:45:05.513268,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.466666666666667)","(6.5, 8.2, 8.05)","(2.0, 2.32, 2.3189473684210524)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.0, 14.875)"
15-12-2022 11:45:06.502925,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.270588235294118)","(6.5, 8.2, 8.05)","(2.0, 2.32, 2.2965811965811964)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.0, 14.875)"
15-12-2022 11:45:07.543249,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.45)","(6.5, 8.2, 8.05)","(2.0, 2.3, 2.2965811965811964)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.0, 14.875)"
15-12-2022 11:45:08.560100,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.45)","(6.5, 8.2, 8.05)","(2.0, 2.3, 2.2965811965811964)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.0, 14.875)"
15-12-2022 11:45:09.603942,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.45)","(6.5, 8.2, 8.05)","(2.0, 2.3, 2.2965811965811964)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.0, 14.9)"
15-12-2022 11:45:10.709426,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.45)","(6.5, 8.2, 8.05)","(2.0, 2.3, 2.2965811965811964)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.0, 14.9)"
15-12-2022 11:45:11.798770,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.45)","(6.5, 8.2, 8.05)","(2.0, 2.3, 2.2965811965811964)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.0, 14.9)"
15-12-2022 11:45:12.922366,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.45)","(6.5, 8.2, 8.05)","(2.0, 2.3, 2.2965811965811964)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.0, 14.953125)"
15-12-2022 11:45:14.000518,"(12.0, 17.0, 16.57142857142857)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.05)","(2.0, 2.3, 2.292452830188679)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.0, 15.464285714285714)"
15-12-2022 11:45:15.013136,"(12.0, 17.0, 16.454545454545453)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.08)","(2.0, 2.3, 2.292452830188679)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:15.951597,"(12.0, 17.0, 16.142857142857142)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.08)","(2.0, 2.3, 2.292452830188679)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:16.891314,"(12.0, 17.0, 16.142857142857142)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.08)","(2.0, 2.3, 2.292452830188679)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:17.963536,"(12.0, 17.0, 16.142857142857142)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.08)","(2.0, 2.3, 2.292452830188679)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:18.955647,"(12.0, 17.0, 16.142857142857142)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.08)","(2.0, 2.3, 2.292452830188679)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:19.870613,"(12.0, 17.0, 16.142857142857142)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.08)","(2.0, 2.3, 2.292452830188679)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:20.949968,"(12.0, 17.0, 16.142857142857142)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.08)","(2.0, 2.3, 2.292452830188679)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:21.991058,"(12.0, 17.0, 16.142857142857142)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.08)","(2.0, 2.3, 2.292452830188679)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:23.047182,"(12.0, 17.0, 16.142857142857142)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.08)","(2.0, 2.3, 2.293984962406015)","(4.4, 5.6, 5.352941176470588)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:24.136960,"(12.0, 17.0, 16.142857142857142)","(8.0, 9.6, 9.252)","(6.5, 8.2, 8.133333333333333)","(1.95, 2.3, 2.32)","(4.4, 5.6, 5.231578947368421)","(11.0, 15.5, 15.444444444444445)"
15-12-2022 11:45:25.132769,"(12.0, 16.0, 15.166666666666666)","(8.0, 9.6, 9.028571428571428)","(6.5, 8.2, 7.999999999999999)","(1.95, 2.38, 2.32)","(4.4, 5.6, 5.231578947368421)","(11.0, 15.5, 15.444444444444445)"
15-12-2022 11:45:26.088340,"(12.0, 16.0, 14.571428571428571)","(8.0, 9.6, 7.848648648648648)","(6.5, 8.2, 7.999999999999999)","(1.95, 2.38, 2.32)","(4.4, 5.6, 5.231578947368421)","(11.0, 15.5, 15.444444444444445)"
15-12-2022 11:45:27.104918,"(12.0, 16.0, 14.571428571428571)","(8.0, 9.6, 7.848648648648648)","(6.5, 8.2, 7.999999999999999)","(1.95, 2.38, 2.337647058823529)","(4.4, 5.6, 5.231578947368421)","(11.0, 15.5, 15.444444444444445)"
15-12-2022 11:45:28.168562,"(12.0, 16.0, 14.571428571428571)","(8.0, 9.6, 8.093023255813954)","(6.5, 8.2, 8.071428571428571)","(1.95, 2.38, 2.337647058823529)","(4.4, 5.6, 5.231578947368421)","(11.0, 15.5, 15.45)"
15-12-2022 11:45:29.177115,"(12.0, 16.0, 14.5)","(8.0, 9.2, 8.88888888888889)","(6.5, 8.2, 8.071428571428571)","(1.95, 2.38, 2.345945945945946)","(4.4, 5.6, 5.231578947368421)","(11.0, 15.5, 15.45)"
15-12-2022 11:45:30.120993,"(12.0, 16.0, 14.5)","(8.0, 9.2, 8.88888888888889)","(6.5, 8.2, 8.071428571428571)","(1.95, 2.38, 2.345945945945946)","(4.4, 5.6, 5.231578947368421)","(11.0, 15.5, 15.45)"
15-12-2022 11:45:31.152784,"(12.0, 16.0, 14.5)","(8.0, 9.2, 8.95)","(6.5, 8.2, 8.071428571428571)","(1.95, 2.38, 2.335)","(4.4, 5.6, 5.231578947368421)","(11.0, 15.5, 15.45)"
15-12-2022 11:45:32.189336,"(12.0, 16.0, 14.5)","(8.0, 9.2, 8.842857142857142)","(6.5, 8.2, 8.118181818181817)","(1.95, 2.38, 2.338260869565217)","(4.4, 5.6, 5.231578947368421)","(11.0, 15.5, 15.45)"
15-12-2022 11:45:33.279632,"(12.0, 16.0, 14.5)","(8.0, 9.0, 8.389473684210525)","(6.5, 8.2, 8.118181818181817)","(1.95, 2.38, 2.3547368421052632)","(4.4, 5.6, 5.133333333333333)","(11.0, 15.5, 15.166666666666666)"
15-12-2022 11:45:34.285782,"(12.0, 16.0, 14.5)","(8.0, 9.0, 8.389473684210525)","(6.5, 8.2, 8.118181818181817)","(1.95, 2.38, 2.3547368421052632)","(4.4, 5.6, 5.133333333333333)","(11.0, 15.5, 15.425)"
15-12-2022 11:45:35.219872,"(12.0, 16.0, 14.5)","(8.0, 9.0, 8.389473684210525)","(6.5, 8.2, 8.118181818181817)","(1.95, 2.38, 2.3547368421052632)","(4.4, 5.6, 5.133333333333333)","(11.0, 15.5, 15.425)"
15-12-2022 11:45:36.190258,"(12.0, 16.0, 14.90909090909091)","(8.0, 8.8, 8.65)","(6.5, 8.2, 8.118181818181817)","(1.95, 2.38, 2.3547368421052632)","(4.4, 5.6, 5.133333333333333)","(11.0, 15.5, 15.425)"
15-12-2022 11:45:37.228122,"(12.0, 16.0, 14.90909090909091)","(8.0, 8.8, 8.65)","(6.5, 8.0, 7.746153846153846)","(1.95, 2.38, 2.3547368421052632)","(4.4, 5.6, 5.133333333333333)","(11.0, 15.5, 15.425)"
15-12-2022 11:45:38.214724,"(12.0, 17.0, 15.0)","(8.0, 8.8, 8.700000000000001)","(6.5, 8.0, 7.741176470588235)","(1.95, 2.38, 2.3533333333333335)","(4.4, 5.6, 5.308333333333333)","(11.0, 15.5, 15.333333333333334)"
15-12-2022 11:45:39.215265,"(12.0, 17.5, 16.236842105263158)","(8.0, 8.8, 8.700000000000001)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.360689655172414)","(4.4, 5.6, 5.3999999999999995)","(11.0, 15.5, 15.333333333333334)"
15-12-2022 11:45:40.163462,"(12.0, 17.5, 16.236842105263158)","(8.0, 8.8, 8.700000000000001)","(6.5, 7.6, 7.35609756097561)","(1.95, 2.38, 2.360689655172414)","(4.4, 5.6, 5.3999999999999995)","(11.0, 15.5, 15.333333333333334)"
15-12-2022 11:45:41.175864,"(12.0, 17.5, 16.236842105263158)","(8.0, 8.8, 8.700000000000001)","(6.5, 7.6, 7.35609756097561)","(1.95, 2.38, 2.360689655172414)","(4.4, 5.6, 5.3999999999999995)","(11.0, 15.5, 15.416666666666666)"
15-12-2022 11:45:42.182670,"(12.0, 17.5, 16.54)","(8.0, 8.8, 8.700000000000001)","(6.5, 7.6, 7.35609756097561)","(1.95, 2.38, 2.360689655172414)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.4375)"
15-12-2022 11:45:43.145833,"(12.0, 17.5, 16.54)","(8.0, 8.8, 8.721739130434782)","(6.5, 7.6, 7.35609756097561)","(1.95, 2.38, 2.360689655172414)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.4375)"
15-12-2022 11:45:44.101148,"(12.0, 17.5, 16.54)","(8.0, 8.8, 8.721739130434782)","(6.5, 7.6, 7.35609756097561)","(1.95, 2.38, 2.360689655172414)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.4375)"
15-12-2022 11:45:45.060810,"(12.0, 17.5, 16.54)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.35609756097561)","(1.95, 2.38, 2.360689655172414)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.4375)"
15-12-2022 11:45:46.107145,"(12.0, 17.5, 16.54)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.35609756097561)","(1.95, 2.38, 2.364)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.4375)"
15-12-2022 11:45:47.123007,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.35609756097561)","(1.95, 2.38, 2.364)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:48.095963,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.364)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:49.082044,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.353333333333333)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:50.113359,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.353333333333333)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:51.128678,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.353333333333333)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:52.187728,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.353333333333333)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:53.094579,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.353333333333333)","(4.4, 5.6, 5.288888888888889)","(11.0, 15.5, 15.464285714285714)"
15-12-2022 11:45:54.085684,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.353333333333333)","(4.4, 5.6, 5.384615384615384)","(11.0, 15.5, 15.472222222222221)"
15-12-2022 11:45:55.427963,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.369333333333333)","(4.4, 5.6, 5.384615384615384)","(11.0, 15.5, 15.472222222222221)"
15-12-2022 11:45:56.557241,"(12.0, 17.5, 14.875)","(8.0, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.369333333333333)","(4.4, 5.6, 5.384615384615384)","(11.0, 15.5, 15.472222222222221)"
15-12-2022 11:45:57.551927,"(12.0, 17.5, 15.59090909090909)","(7.5, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.369333333333333)","(4.4, 5.6, 5.384615384615384)","(11.0, 15.5, 15.472222222222221)"
15-12-2022 11:45:58.640569,"(12.0, 17.5, 15.59090909090909)","(7.5, 8.8, 8.671428571428573)","(6.5, 7.6, 7.370114942528736)","(1.95, 2.38, 2.369333333333333)","(4.4, 5.6, 5.384615384615384)","(11.0, 15.5, 15.476190476190476)"
15-12-2022 11:45:59.729339,"(12.0, 17.5, 15.59090909090909)","(7.5, 8.8, 8.671428571428573)","(6.5, 7.6, 7.322222222222222)","(1.95, 2.38, 2.369333333333333)","(4.4, 5.6, 5.4526315789473685)","(11.0, 15.5, 15.476190476190476)"
15-12-2022 11:46:00.867721,"(12.0, 17.5, 15.166666666666666)","(7.5, 8.8, 8.671428571428573)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.369333333333333)","(4.4, 5.6, 5.4526315789473685)","(11.0, 15.5, 15.476190476190476)"
15-12-2022 11:46:02.087445,"(12.0, 17.5, 14.875)","(7.5, 8.8, 8.671428571428573)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.355)","(4.4, 5.6, 5.354838709677419)","(11.0, 15.5, 15.476190476190476)"
15-12-2022 11:46:03.319237,"(12.0, 17.5, 14.875)","(7.5, 8.8, 8.671428571428573)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.355)","(4.4, 5.6, 5.354838709677419)","(11.0, 15.5, 15.476190476190476)"
15-12-2022 11:46:04.567249,"(12.0, 17.5, 14.875)","(7.5, 8.8, 8.671428571428573)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.355)","(4.4, 5.6, 5.354838709677419)","(11.0, 15.5, 15.428571428571429)"
15-12-2022 11:46:05.650606,"(12.0, 17.5, 14.875)","(7.5, 8.8, 8.671428571428573)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.355)","(4.4, 5.6, 5.385915492957746)","(11.0, 15.5, 15.428571428571429)"
15-12-2022 11:46:06.695754,"(12.0, 17.5, 14.875)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.355)","(4.4, 5.6, 5.385915492957746)","(11.0, 15.5, 15.428571428571429)"
15-12-2022 11:46:07.821386,"(12.0, 17.5, 14.875)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.355)","(4.4, 5.6, 5.385915492957746)","(11.0, 15.5, 15.428571428571429)"
15-12-2022 11:46:08.900453,"(12.0, 17.5, 14.875)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.3670967741935485)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:09.800397,"(12.0, 16.0, 14.863636363636363)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.3670967741935485)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:10.820709,"(12.0, 16.0, 14.636363636363637)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.3670967741935485)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:11.749497,"(12.0, 16.0, 14.636363636363637)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.3670967741935485)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:12.800937,"(12.0, 16.0, 14.636363636363637)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.3670967741935485)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:13.795802,"(12.0, 15.5, 15.142857142857142)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.3670967741935485)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:14.786648,"(12.0, 15.5, 15.142857142857142)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.369333333333333)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:15.622500,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.369333333333333)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:16.631852,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:17.592764,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.352173913043478)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:18.609841,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.023076923076923)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:19.484970,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 6.984615384615385)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:20.473052,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 6.984615384615385)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.461538461538462)"
15-12-2022 11:46:21.381715,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 6.984615384615385)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:22.402778,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 6.984615384615385)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:23.310900,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 6.984615384615385)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:24.275585,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.036619718309859)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:25.154848,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.036619718309859)","(1.95, 2.38, 2.3723809523809525)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:26.018408,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.036619718309859)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:26.871993,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.036619718309859)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:27.755108,"(12.0, 15.5, 14.346153846153847)","(7.5, 8.8, 8.425)","(6.5, 7.6, 7.036619718309859)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:28.625734,"(12.0, 15.0, 14.555555555555555)","(7.5, 8.8, 8.425)","(6.5, 7.6, 7.036619718309859)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:29.671549,"(12.0, 15.0, 14.555555555555555)","(7.5, 8.8, 8.360975609756098)","(6.5, 7.6, 7.036619718309859)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.388888888888888)","(11.0, 15.5, 15.482758620689655)"
15-12-2022 11:46:30.656480,"(12.0, 15.0, 14.555555555555555)","(7.5, 8.8, 8.331999999999999)","(6.5, 7.6, 7.036619718309859)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.414634146341464)","(11.0, 15.5, 16.571428571428573)"
15-12-2022 11:46:31.587367,"(12.0, 15.0, 14.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.414634146341464)","(11.0, 17.0, 16.571428571428573)"
15-12-2022 11:46:32.446218,"(12.0, 15.0, 14.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.414634146341464)","(11.0, 17.0, 16.571428571428573)"
15-12-2022 11:46:33.353799,"(12.0, 15.0, 14.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.414634146341464)","(11.0, 17.0, 16.571428571428573)"
15-12-2022 11:46:34.254588,"(12.0, 15.0, 14.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.376235294117647)","(4.4, 5.6, 5.414634146341464)","(11.0, 17.0, 16.571428571428573)"
15-12-2022 11:46:35.148371,"(12.0, 14.5, 14.3125)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3767676767676766)","(4.4, 5.6, 5.414634146341464)","(11.0, 17.0, 16.571428571428573)"
15-12-2022 11:46:35.992110,"(12.0, 14.5, 14.3125)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3767676767676766)","(4.4, 5.6, 5.414634146341464)","(11.0, 17.0, 16.571428571428573)"
15-12-2022 11:46:36.870958,"(12.0, 14.5, 14.3125)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3767676767676766)","(4.4, 5.6, 5.414634146341464)","(11.0, 17.0, 16.571428571428573)"
15-12-2022 11:46:37.760272,"(12.0, 14.5, 14.3125)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3767676767676766)","(4.4, 5.6, 5.414634146341464)","(11.0, 17.0, 16.571428571428573)"
15-12-2022 11:46:38.631427,"(12.0, 14.0, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.373239436619718)","(4.4, 5.6, 5.414634146341464)","(11.0, 17.0, 16.75)"
15-12-2022 11:46:39.571091,"(12.0, 14.0, 13.727272727272727)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.373239436619718)","(4.4, 5.6, 5.42)","(11.0, 17.0, 16.75)"
15-12-2022 11:46:40.486205,"(12.0, 14.0, 13.5)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.373239436619718)","(4.4, 5.6, 5.42)","(11.0, 17.0, 16.785714285714285)"
15-12-2022 11:46:41.369599,"(12.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3559139784946237)","(4.4, 5.6, 5.42)","(11.0, 17.0, 16.785714285714285)"
15-12-2022 11:46:42.286020,"(12.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3559139784946237)","(4.4, 5.6, 5.42)","(11.0, 17.0, 16.785714285714285)"
15-12-2022 11:46:43.246559,"(12.0, 14.0, 13.0)","(7.5, 8.8, 8.340425531914894)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3566666666666665)","(4.4, 5.6, 5.42)","(11.0, 17.0, 16.785714285714285)"
15-12-2022 11:46:44.167019,"(12.0, 14.0, 13.0)","(7.5, 8.8, 8.4)","(6.5, 7.6, 7.222641509433962)","(1.95, 2.38, 2.3566666666666665)","(4.4, 5.6, 5.42)","(11.0, 17.0, 16.842105263157894)"
