,Heza Galvinator,As She Says,Ghost Train,Jakki Mun,Melton Xmas Girl,Hollywoodbound,Ash And Jo,Swift Change,Shesherz
11-01-2023 20:12:57.660777,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:12:58.873514,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:00.164907,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:01.444011,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:02.806391,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.590909090909091)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:04.056066,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:05.395256,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.659090909090909)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:06.606746,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.659090909090909)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:07.877089,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.659090909090909)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:09.064288,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.659090909090909)","(20.0, 30.0, 24.666666666666668)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:10.262265,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.659090909090909)","(20.0, 30.0, 24.666666666666668)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:11.511554,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 30.0, 24.666666666666668)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:12.863086,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 30.0, 24.666666666666668)","(2.3, 3.15, 2.965)","(101.0, 370.0, 307.1428571428571)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:14.134020,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 30.0, 29.5)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:15.304634,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 32.0, 25.75)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:16.655129,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 32.0, 25.75)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:17.994770,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 32.0, 25.75)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.2375)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:19.337662,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 32.0, 25.75)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.091666666666667)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:20.556232,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 32.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.014285714285714)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:21.777707,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 30.0, 26.8)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:23.019863,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.625)","(20.0, 29.0, 25.5)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:24.230931,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.659090909090909)","(20.0, 29.0, 25.5)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:25.860888,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.659090909090909)","(20.0, 29.0, 24.333333333333332)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:27.155893,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.659090909090909)","(20.0, 29.0, 26.2)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 410.0, 336.66666666666663)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:28.446252,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.75, 3.5357142857142856)","(20.0, 28.0, 25.6)","(2.3, 3.15, 2.965)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:29.840525,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.7, 3.55)","(20.0, 28.0, 25.6)","(2.3, 3.15, 2.9749999999999996)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:31.171768,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.7, 3.55)","(20.0, 28.0, 25.6)","(2.3, 3.15, 2.9749999999999996)","(101.0, 370.0, 230.0)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 410.0, 355.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:32.504803,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.7, 3.55)","(20.0, 28.0, 25.6)","(2.3, 3.15, 2.9749999999999996)","(101.0, 370.0, 226.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 410.0, 347.5)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:33.983671,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.7, 3.55)","(20.0, 28.0, 25.6)","(2.3, 3.15, 2.9749999999999996)","(101.0, 360.0, 226.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.118181818181818)","(101.0, 400.0, 330.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:35.297961,"(8.5, 13.5, 12.916666666666668)","(3.0, 3.7, 3.532)","(20.0, 28.0, 26.0)","(2.3, 3.15, 2.9749999999999996)","(101.0, 360.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.3, 4.98)","(101.0, 400.0, 347.5)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:36.675955,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 26.0)","(2.3, 3.15, 2.9749999999999996)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.3, 4.98)","(101.0, 400.0, 330.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:37.952648,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 26.0)","(2.3, 3.15, 2.9749999999999996)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.3, 4.98)","(101.0, 400.0, 347.5)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:39.283637,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 26.0)","(2.3, 3.15, 2.9749999999999996)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.3, 4.98)","(101.0, 400.0, 330.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:40.575444,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 26.0)","(2.3, 3.15, 3.006666666666667)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.3, 5.25)","(101.0, 400.0, 347.5)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:41.822100,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 26.0)","(2.3, 3.15, 3.006666666666667)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.25)","(101.0, 400.0, 347.5)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:43.095614,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 25.0)","(2.3, 3.15, 3.110909090909091)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 4.963636363636364)","(101.0, 400.0, 347.5)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:44.359092,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 25.0)","(2.3, 3.15, 3.068)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 4.963636363636364)","(101.0, 400.0, 347.5)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:45.655739,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 25.0)","(2.3, 3.15, 3.1044444444444443)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 4.963636363636364)","(101.0, 400.0, 330.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:47.257604,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 25.0)","(2.3, 3.15, 3.1044444444444443)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.0)","(101.0, 400.0, 347.5)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:48.628811,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 28.0, 25.076923076923077)","(2.3, 3.15, 3.1044444444444443)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 4.963636363636364)","(101.0, 400.0, 330.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:50.050622,"(8.5, 13.5, 12.0)","(3.0, 3.7, 3.574)","(20.0, 32.0, 26.666666666666668)","(2.3, 3.15, 3.1044444444444443)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 4.963636363636364)","(101.0, 400.0, 347.5)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:51.423355,"(8.5, 13.5, 11.333333333333334)","(3.0, 3.7, 3.7230769230769227)","(20.0, 29.0, 25.0)","(2.3, 3.15, 2.875)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.075)","(101.0, 400.0, 330.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:52.777899,"(8.5, 13.0, 11.333333333333334)","(3.0, 3.8, 3.7230769230769227)","(20.0, 28.0, 25.0)","(2.3, 3.1, 2.9725)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 400.0, 320.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:54.157775,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 28.0, 24.0)","(2.3, 3.05, 2.9725)","(101.0, 350.0, 223.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 400.0, 320.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:55.386921,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 28.0, 24.4)","(2.35, 3.05, 2.85625)","(101.0, 350.0, 243.33333333333331)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.3375)","(101.0, 400.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:56.687987,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 28.0, 24.4)","(2.35, 3.05, 2.85625)","(101.0, 410.0, 236.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:58.014101,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 28.0, 25.0)","(2.35, 3.05, 2.85625)","(101.0, 390.0, 226.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:13:59.396625,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 28.0, 30.0)","(2.35, 3.05, 2.85625)","(101.0, 380.0, 223.33333333333331)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:00.762258,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 32.0, 27.333333333333332)","(2.35, 3.05, 2.85625)","(101.0, 370.0, 223.33333333333331)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:02.174060,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 30.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 370.0, 223.33333333333331)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:03.492871,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 29.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 370.0, 223.33333333333331)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:04.739647,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 29.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 370.0, 220.0)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:06.010912,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 29.0, 24.8)","(2.35, 3.05, 2.85625)","(101.0, 360.0, 220.0)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:07.315646,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 360.0, 216.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.483333333333333)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:08.705123,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 350.0, 216.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.449999999999999)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:09.993374,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.675)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 350.0, 216.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.257142857142857)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:11.325583,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 350.0, 216.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.257142857142857)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:12.837464,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.7384615384615385)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 350.0, 216.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.257142857142857)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:14.289719,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.7384615384615385)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 350.0, 216.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:15.793029,"(8.5, 13.0, 10.857142857142858)","(3.0, 3.8, 3.7384615384615385)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 350.0, 216.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:17.276713,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7384615384615385)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 350.0, 216.66666666666669)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 390.0, 314.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:18.927495,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 350.0, 213.33333333333334)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 390.0, 344.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:20.339790,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 340.0, 210.0)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 440.0, 338.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:21.823870,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 330.0, 210.0)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 338.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:23.905278,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 330.0, 210.0)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 338.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:25.287329,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 330.0, 210.0)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 338.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:26.667112,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.85625)","(101.0, 330.0, 284.2857142857143)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 338.0)","(101.0, 170.0, 164.16666666666666)"
11-01-2023 20:14:28.096255,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7)","(20.0, 28.0, 24.4)","(2.35, 3.05, 3.016)","(101.0, 330.0, 284.2857142857143)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 338.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:29.561205,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.672727272727273)","(20.0, 28.0, 25.0)","(2.35, 3.2, 2.8346153846153848)","(101.0, 330.0, 284.2857142857143)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 338.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:30.983165,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.672727272727273)","(20.0, 28.0, 25.0)","(2.35, 3.15, 2.8346153846153848)","(101.0, 330.0, 284.2857142857143)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 338.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:32.427108,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.672727272727273)","(20.0, 28.0, 25.0)","(2.35, 3.15, 2.8346153846153848)","(101.0, 330.0, 284.2857142857143)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 338.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:33.863684,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.672727272727273)","(20.0, 28.0, 26.57142857142857)","(2.35, 3.15, 2.8937500000000003)","(101.0, 330.0, 284.2857142857143)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.128571428571428)","(101.0, 430.0, 338.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:35.316490,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.672727272727273)","(20.0, 30.0, 26.666666666666668)","(2.35, 3.15, 2.8937500000000003)","(101.0, 330.0, 281.42857142857144)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 338.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:36.721265,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.672727272727273)","(20.0, 29.0, 26.666666666666668)","(2.35, 3.15, 2.8937500000000003)","(101.0, 330.0, 250.0)","(13.0, 19.0, 16.25)","(4.0, 5.6, 5.2727272727272725)","(101.0, 430.0, 338.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:38.124812,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7)","(20.0, 29.0, 26.666666666666668)","(2.35, 3.15, 2.8937500000000003)","(101.0, 330.0, 270.0)","(13.0, 19.0, 16.25)","(4.0, 5.5, 5.2727272727272725)","(101.0, 430.0, 330.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:39.584002,"(8.5, 13.0, 11.88888888888889)","(3.0, 3.8, 3.7)","(20.0, 29.0, 24.545454545454547)","(2.35, 3.15, 2.8381818181818184)","(101.0, 320.0, 240.0)","(13.0, 19.0, 16.25)","(4.0, 5.5, 5.2727272727272725)","(101.0, 430.0, 367.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:41.009932,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 29.0, 26.0)","(2.35, 3.1, 2.9725)","(101.0, 310.0, 240.0)","(13.0, 19.0, 16.25)","(4.0, 5.5, 5.2727272727272725)","(101.0, 430.0, 360.0)","(101.0, 170.0, 163.63636363636363)"
