,Slingshot Queen,Lily The Thief,Nyali King,Mighty Water Boy,Edge Of Darkness,Talk Out Loud,Blackpool Dozer,Ferocious June
11-01-2023 18:10:35.906620,"(5.0, 13.5, 12.527027027027026)","(101.0, 530.0, 473.75)","(2.4, 3.2, 2.963076923076923)","(3.4, 4.1, 4.05)","(101.0, 99999, 99990)","(5.0, 6.2, 5.808)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 12.1)"
11-01-2023 18:10:37.293221,"(5.0, 13.5, 13.060975609756097)","(101.0, 530.0, 473.75)","(2.4, 3.2, 3.01)","(3.4, 4.1, 4.05)","(101.0, 99999, 99990)","(5.0, 6.2, 5.873333333333333)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 12.1)"
11-01-2023 18:10:38.479262,"(5.0, 13.0, 12.166666666666666)","(101.0, 530.0, 473.75)","(2.4, 3.15, 3.01)","(3.4, 4.1, 4.0285714285714285)","(101.0, 99999, 99990)","(5.0, 6.2, 5.873333333333333)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 12.1)"
11-01-2023 18:10:39.682445,"(5.0, 13.0, 10.738095238095237)","(101.0, 530.0, 473.75)","(2.4, 3.15, 3.01)","(3.4, 4.2, 4.0285714285714285)","(101.0, 99999, 99990)","(5.0, 6.2, 5.873333333333333)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 12.1)"
11-01-2023 18:10:40.806304,"(5.0, 13.0, 11.020833333333334)","(101.0, 530.0, 473.75)","(2.4, 3.15, 3.01)","(3.4, 4.2, 4.044444444444444)","(101.0, 99999, 99990)","(5.0, 6.2, 5.873333333333333)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 12.1)"
11-01-2023 18:10:41.947961,"(5.0, 13.0, 11.020833333333334)","(101.0, 530.0, 473.75)","(2.4, 3.15, 2.956153846153846)","(3.4, 4.2, 4.1)","(101.0, 99999, 99990)","(5.0, 6.2, 5.833333333333333)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.5, 12.5)"
11-01-2023 18:10:43.058203,"(5.0, 13.0, 11.8125)","(101.0, 530.0, 473.75)","(2.4, 3.15, 2.956153846153846)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 6.0, 5.55)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:44.359595,"(5.0, 13.0, 11.767857142857142)","(101.0, 530.0, 473.75)","(2.4, 3.05, 2.957142857142857)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 6.0, 5.536363636363636)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:45.585525,"(5.0, 13.0, 11.767857142857142)","(101.0, 530.0, 473.75)","(2.4, 3.05, 2.957142857142857)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 5.9, 5.442857142857143)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:46.856149,"(5.0, 13.0, 11.767857142857142)","(101.0, 530.0, 473.75)","(2.4, 3.05, 2.9909090909090907)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 5.9, 5.463636363636364)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:48.275445,"(5.0, 13.0, 11.767857142857142)","(101.0, 530.0, 473.75)","(2.4, 3.05, 2.9909090909090907)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 5.9, 5.6)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:49.499480,"(5.0, 13.0, 10.7)","(101.0, 530.0, 473.75)","(2.4, 3.05, 2.958333333333333)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 5.9, 5.633333333333334)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:50.996303,"(5.0, 13.0, 11.257575757575758)","(101.0, 530.0, 473.75)","(2.4, 3.15, 2.96)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 5.9, 5.653846153846154)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:52.240507,"(5.0, 13.0, 11.257575757575758)","(101.0, 530.0, 473.75)","(2.4, 3.1, 2.96)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 5.9, 5.65)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:53.496144,"(5.0, 12.5, 12.289473684210526)","(101.0, 530.0, 473.75)","(2.4, 3.1, 2.96)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 5.8, 5.65)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:54.775184,"(5.0, 12.5, 12.289473684210526)","(101.0, 530.0, 473.75)","(2.4, 3.1, 2.96)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 5.8, 5.65)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:56.147972,"(5.0, 12.5, 12.214285714285714)","(101.0, 530.0, 473.75)","(2.4, 3.1, 2.96)","(3.4, 4.2, 4.163636363636364)","(101.0, 99999, 99990)","(5.0, 5.8, 5.614285714285715)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 11.954545454545455)"
11-01-2023 18:10:57.442864,"(5.0, 12.5, 12.214285714285714)","(101.0, 530.0, 473.75)","(2.4, 3.1, 2.9428571428571426)","(3.4, 4.2, 4.2250000000000005)","(101.0, 99999, 99990)","(5.0, 5.7, 5.581818181818182)","(12.0, 24.0, 19.153846153846153)","(8.5, 14.0, 12.175675675675675)"
11-01-2023 18:10:58.620325,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 473.75)","(2.45, 3.0, 2.9428571428571426)","(3.4, 4.4, 4.2250000000000005)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:10:59.831642,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 473.75)","(2.45, 3.0, 2.9428571428571426)","(3.4, 4.4, 4.189473684210527)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:00.983554,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 473.75)","(2.45, 3.0, 2.9428571428571426)","(3.4, 4.4, 4.2250000000000005)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:02.219074,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 473.75)","(2.45, 3.0, 2.9428571428571426)","(3.4, 4.4, 4.342857142857143)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:03.574338,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 473.75)","(2.45, 3.0, 3.01)","(3.4, 4.4, 4.428571428571429)","(101.0, 99999, 99990)","(5.0, 5.8, 5.527272727272727)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 12.175675675675675)"
11-01-2023 18:11:04.953911,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 455.83333333333337)","(2.45, 3.1, 2.96)","(3.4, 4.5, 4.333333333333333)","(101.0, 99999, 99990)","(5.0, 5.8, 5.527272727272727)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:06.210689,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 457.5)","(2.45, 3.1, 2.96)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.527272727272727)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:07.489123,"(5.0, 12.5, 12.214285714285714)","(91.0, 540.0, 457.5)","(2.45, 3.1, 2.96)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.527272727272727)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:08.691324,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 457.5)","(2.45, 3.1, 2.96)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.527272727272727)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:09.868121,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 457.5)","(2.45, 3.1, 2.96)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:11.288791,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.1, 2.9375)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:12.544546,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.0, 2.9375)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:13.687596,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.0, 2.9375)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:14.872770,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.0, 2.9375)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:16.043719,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.0, 2.9375)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:17.198494,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.0, 3.02)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.581818181818182)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:18.547606,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.1, 2.9299999999999997)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.550000000000001)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:19.799629,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.9299999999999997)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.7, 5.595238095238095)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:21.127591,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.9085714285714284)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.6, 5.785714285714286)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.884615384615385)"
11-01-2023 18:11:22.474891,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.9085714285714284)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.7749999999999995)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 12.175675675675675)"
11-01-2023 18:11:23.674495,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.9085714285714284)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.7749999999999995)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:24.858804,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.9085714285714284)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.7823529411764705)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:26.061214,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.1, 2.9749999999999996)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.7823529411764705)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:27.411846,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.05, 2.9749999999999996)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.7823529411764705)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 12.175675675675675)"
11-01-2023 18:11:28.643849,"(5.0, 12.5, 12.289473684210526)","(91.0, 530.0, 457.5)","(2.45, 3.05, 2.9749999999999996)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.7823529411764705)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:29.895717,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 457.5)","(2.45, 3.05, 2.9749999999999996)","(3.4, 4.5, 4.421052631578947)","(101.0, 99999, 99990)","(5.0, 5.8, 5.7823529411764705)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:31.387297,"(5.0, 12.5, 12.214285714285714)","(91.0, 530.0, 457.5)","(2.45, 3.05, 2.9749999999999996)","(3.4, 4.5, 4.421052631578947)","(101.0, 99999, 99990)","(5.0, 5.8, 5.7749999999999995)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:32.775914,"(5.0, 14.0, 11.661290322580644)","(91.0, 530.0, 457.5)","(2.45, 3.05, 2.913333333333333)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.8, 5.814285714285715)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:34.214720,"(5.0, 13.5, 11.59090909090909)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.8966666666666665)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 5.9, 6.033333333333333)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:35.615438,"(5.0, 13.5, 11.4)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.8966666666666665)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 6.2, 5.9222222222222225)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:37.052682,"(5.0, 13.5, 11.4)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.8966666666666665)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 6.2, 5.9222222222222225)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:38.502670,"(5.0, 13.5, 11.4)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.8966666666666665)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 6.2, 5.825)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:39.878320,"(5.0, 13.5, 11.4)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.893333333333333)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 6.2, 5.923076923076923)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 11.954545454545455)"
11-01-2023 18:11:41.341579,"(5.0, 13.5, 11.22972972972973)","(91.0, 530.0, 457.5)","(2.45, 2.96, 2.8766666666666665)","(3.4, 4.5, 4.388888888888889)","(101.0, 99999, 99990)","(5.0, 6.2, 5.923076923076923)","(13.0, 24.0, 19.153846153846153)","(9.0, 14.0, 13.214285714285714)"
11-01-2023 18:11:42.705309,"(5.0, 13.5, 11.22972972972973)","(91.0, 530.0, 457.5)","(2.45, 2.96, 2.8766666666666665)","(3.4, 4.5, 4.338709677419355)","(101.0, 99999, 99990)","(5.0, 6.2, 5.8)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 12.833333333333334)"
11-01-2023 18:11:44.104197,"(5.0, 13.0, 12.5)","(91.0, 530.0, 457.5)","(2.45, 2.96, 2.8766666666666665)","(3.4, 4.5, 4.338709677419355)","(101.0, 99999, 99990)","(5.0, 6.2, 5.905263157894737)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 12.14516129032258)"
11-01-2023 18:11:45.503121,"(5.0, 13.0, 12.051724137931036)","(91.0, 530.0, 457.5)","(2.45, 2.96, 2.8766666666666665)","(3.4, 4.5, 4.338709677419355)","(101.0, 99999, 99990)","(5.0, 6.2, 5.905263157894737)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.944444444444445)"
11-01-2023 18:11:46.854930,"(5.0, 13.0, 11.9)","(91.0, 530.0, 457.5)","(2.45, 2.96, 2.88)","(3.4, 4.5, 4.362068965517241)","(101.0, 99999, 99990)","(5.0, 6.2, 5.905263157894737)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.887096774193548)"
11-01-2023 18:11:48.176074,"(5.0, 13.0, 11.9)","(91.0, 530.0, 457.5)","(2.45, 2.98, 2.91)","(3.4, 4.5, 4.362068965517241)","(101.0, 99999, 99990)","(5.0, 6.2, 5.905263157894737)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.944444444444445)"
11-01-2023 18:11:49.575856,"(5.0, 13.0, 11.9)","(91.0, 530.0, 457.5)","(2.45, 2.96, 2.91)","(3.4, 4.5, 4.362068965517241)","(101.0, 99999, 99990)","(5.0, 6.2, 5.905263157894737)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.75)"
11-01-2023 18:11:50.935464,"(5.0, 13.0, 12.09090909090909)","(91.0, 530.0, 457.5)","(2.45, 2.96, 2.91)","(3.4, 4.5, 4.362068965517241)","(101.0, 99999, 99990)","(5.0, 6.2, 6.055555555555555)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.75)"
11-01-2023 18:11:52.251696,"(5.0, 13.0, 12.09090909090909)","(91.0, 530.0, 457.5)","(2.45, 2.96, 2.91)","(3.4, 4.5, 4.362068965517241)","(101.0, 99999, 99990)","(5.0, 6.2, 6.055555555555555)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.75)"
11-01-2023 18:11:53.571329,"(5.0, 13.0, 11.9)","(91.0, 530.0, 457.5)","(2.45, 2.96, 2.91)","(3.4, 4.5, 4.362068965517241)","(101.0, 99999, 99990)","(5.0, 6.2, 6.055555555555555)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.75)"
11-01-2023 18:11:54.874868,"(5.0, 13.0, 12.09090909090909)","(91.0, 530.0, 457.5)","(2.45, 3.05, 2.87)","(3.4, 4.5, 4.362068965517241)","(101.0, 99999, 99990)","(5.0, 6.2, 6.055555555555555)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.714285714285714)"
11-01-2023 18:11:56.257373,"(5.0, 13.0, 11.823529411764707)","(91.0, 530.0, 457.5)","(2.45, 2.92, 2.87)","(3.4, 4.5, 4.338709677419355)","(101.0, 99999, 99990)","(5.0, 6.2, 6.055555555555555)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.714285714285714)"
11-01-2023 18:11:57.883179,"(5.0, 13.0, 11.823529411764707)","(91.0, 530.0, 457.5)","(2.45, 2.92, 2.87)","(3.4, 4.5, 4.338709677419355)","(101.0, 99999, 99990)","(5.0, 6.2, 6.032)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.5, 11.88888888888889)"
11-01-2023 18:11:59.468618,"(5.0, 13.0, 12.09090909090909)","(91.0, 530.0, 457.5)","(2.45, 2.92, 2.87)","(3.4, 4.5, 4.375)","(101.0, 99999, 99990)","(5.0, 6.2, 6.32)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.2)"
11-01-2023 18:12:00.999753,"(5.0, 13.0, 12.09090909090909)","(91.0, 530.0, 457.5)","(2.45, 2.92, 2.8266666666666667)","(3.4, 4.5, 4.338709677419355)","(101.0, 99999, 99990)","(5.0, 6.4, 6.275)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 10.954545454545455)"
11-01-2023 18:12:02.555869,"(5.0, 13.0, 12.09090909090909)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.86, 2.8179999999999996)","(3.4, 4.5, 4.338709677419355)","(101.0, 99999, 99990)","(5.0, 6.4, 6.25)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 10.954545454545455)"
11-01-2023 18:12:04.200422,"(5.0, 13.0, 12.09090909090909)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.98, 2.8179999999999996)","(3.4, 4.5, 4.338709677419355)","(101.0, 99999, 99990)","(5.0, 6.4, 6.285714285714286)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 12.186746987951807)"
11-01-2023 18:12:05.562912,"(5.0, 13.0, 12.09090909090909)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.98, 2.8179999999999996)","(3.4, 4.5, 4.338709677419355)","(101.0, 99999, 99990)","(5.0, 6.4, 6.285714285714286)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 12.186746987951807)"
11-01-2023 18:12:06.848913,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.98, 2.86)","(3.4, 4.5, 4.403846153846154)","(101.0, 99999, 99990)","(5.0, 6.4, 6.300000000000001)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:08.212858,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.92, 2.86)","(3.4, 4.5, 4.416666666666667)","(101.0, 99999, 99990)","(5.0, 6.4, 6.300000000000001)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:09.498901,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.92, 2.86)","(3.4, 4.5, 4.416666666666667)","(101.0, 99999, 99990)","(5.0, 6.4, 6.5)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:10.782017,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.92, 2.86)","(3.4, 4.5, 4.403846153846154)","(101.0, 99999, 99990)","(5.0, 6.8, 6.1)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:12.091750,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.92, 2.86)","(3.4, 4.5, 4.456521739130435)","(101.0, 99999, 99990)","(5.0, 6.8, 5.775)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:13.321457,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.92, 2.8499999999999996)","(3.4, 4.5, 4.438461538461539)","(101.0, 99999, 99990)","(5.0, 6.6, 6.133333333333334)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:14.645500,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.9, 2.8499999999999996)","(3.4, 4.5, 4.438461538461539)","(101.0, 99999, 99990)","(5.0, 6.2, 6.0)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:15.942726,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.9, 2.8499999999999996)","(3.4, 4.5, 4.438461538461539)","(101.0, 99999, 99990)","(5.0, 6.4, 6.0)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:17.231873,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.9, 2.8499999999999996)","(3.4, 4.5, 4.438461538461539)","(101.0, 99999, 99990)","(5.0, 6.4, 6.0)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:18.532641,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.9, 2.8499999999999996)","(3.4, 4.5, 4.438461538461539)","(101.0, 99999, 99990)","(5.0, 6.4, 6.0)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:19.767148,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.9, 2.8066666666666666)","(3.4, 4.5, 4.438461538461539)","(101.0, 99999, 99990)","(5.0, 6.4, 6.0)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:20.920374,"(5.0, 12.5, 12.25)","(91.0, 530.0, 456.66666666666663)","(2.45, 2.82, 2.8066666666666666)","(3.4, 4.5, 4.442857142857143)","(101.0, 99999, 99990)","(5.0, 6.4, 6.066666666666667)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:22.113339,"(5.0, 12.5, 11.973684210526315)","(91.0, 530.0, 420.0)","(2.45, 2.82, 2.78)","(3.4, 4.5, 4.44)","(101.0, 99999, 99990)","(5.0, 6.4, 6.066666666666667)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:23.386270,"(5.0, 12.5, 11.973684210526315)","(91.0, 530.0, 474.375)","(2.45, 2.82, 2.78)","(3.4, 4.5, 4.44)","(101.0, 99999, 99990)","(5.0, 6.4, 6.066666666666667)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
11-01-2023 18:12:24.706257,"(5.0, 12.5, 11.973684210526315)","(91.0, 530.0, 474.375)","(2.45, 2.82, 2.78)","(3.4, 4.5, 4.44)","(101.0, 99999, 99990)","(5.0, 6.4, 6.066666666666667)","(13.0, 24.0, 19.153846153846153)","(9.0, 13.0, 11.836206896551724)"
