,Cherokee Castle,True Flirt,Nordic Dancer,Crafty Windsor Cat,Siente La Brisa
12-01-2023 11:44:50.940042,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 7.977777777777778)","(8.0, 9.2, 8.11111111111111)","(1.65, 2.06, 2.056969696969697)","(21.0, 27.0, 20.636363636363637)"
12-01-2023 11:44:51.766653,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 7.977777777777778)","(8.0, 9.2, 8.11111111111111)","(1.65, 2.06, 2.056969696969697)","(21.0, 27.0, 20.636363636363637)"
12-01-2023 11:44:52.659915,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 7.914285714285714)","(8.0, 9.2, 8.11111111111111)","(1.65, 2.06, 2.056969696969697)","(21.0, 27.0, 20.636363636363637)"
12-01-2023 11:44:53.490507,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 7.914285714285714)","(8.0, 9.2, 8.36)","(1.65, 2.06, 2.056969696969697)","(21.0, 27.0, 20.636363636363637)"
12-01-2023 11:44:54.380053,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.035294117647059)","(8.0, 9.2, 8.08)","(1.65, 2.06, 2.056969696969697)","(21.0, 26.0, 23.0)"
12-01-2023 11:44:55.288554,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.2)","(8.0, 9.2, 8.3)","(1.65, 2.06, 2.0547368421052634)","(21.0, 26.0, 23.0)"
12-01-2023 11:44:56.152078,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.1)","(8.0, 9.2, 7.9399999999999995)","(1.65, 2.06, 2.01)","(21.0, 26.0, 23.0)"
12-01-2023 11:44:57.046154,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.1)","(8.0, 9.2, 7.76)","(1.65, 2.06, 2.01)","(21.0, 26.0, 23.0)"
12-01-2023 11:44:57.970234,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.1)","(8.0, 9.2, 7.92)","(1.65, 2.06, 2.01)","(21.0, 26.0, 23.0)"
12-01-2023 11:44:58.865625,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.1)","(8.0, 9.2, 7.76)","(1.65, 2.06, 2.01)","(21.0, 26.0, 23.0)"
12-01-2023 11:44:59.788998,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.314285714285713)","(8.0, 9.2, 7.76)","(1.65, 2.06, 2.01)","(21.0, 26.0, 23.0)"
12-01-2023 11:45:00.704252,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.314285714285713)","(8.0, 9.2, 7.92)","(1.65, 2.06, 2.01)","(21.0, 26.0, 23.0)"
12-01-2023 11:45:01.644392,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.314285714285713)","(8.0, 9.2, 7.92)","(1.65, 2.06, 2.01)","(21.0, 26.0, 22.333333333333332)"
12-01-2023 11:45:02.555198,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.142857142857142)","(8.0, 9.8, 9.066666666666666)","(1.65, 2.06, 2.01)","(21.0, 25.0, 22.333333333333332)"
12-01-2023 11:45:03.375219,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.142857142857142)","(8.0, 9.8, 9.485714285714286)","(1.65, 2.06, 2.05)","(21.0, 25.0, 22.333333333333332)"
12-01-2023 11:45:04.296589,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.142857142857142)","(8.0, 9.8, 9.066666666666666)","(1.65, 2.06, 2.05)","(21.0, 25.0, 19.90909090909091)"
12-01-2023 11:45:05.268154,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.142857142857142)","(8.0, 9.8, 9.066666666666666)","(1.65, 2.08, 1.9894736842105263)","(21.0, 25.0, 21.666666666666668)"
12-01-2023 11:45:06.150952,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.142857142857142)","(8.0, 9.6, 8.6)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 21.666666666666668)"
12-01-2023 11:45:06.951598,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.142857142857142)","(8.0, 9.6, 8.6)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 21.666666666666668)"
12-01-2023 11:45:07.877251,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.142857142857142)","(8.0, 9.6, 8.6)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 21.666666666666668)"
12-01-2023 11:45:08.904238,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.142857142857142)","(8.0, 9.6, 8.6)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 21.666666666666668)"
12-01-2023 11:45:09.811237,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.6, 8.6)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 21.666666666666668)"
12-01-2023 11:45:10.654371,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.6, 8.6)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 21.666666666666668)"
12-01-2023 11:45:11.562566,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.4, 8.5)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 21.666666666666668)"
12-01-2023 11:45:12.471226,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.4, 8.5)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 21.666666666666668)"
12-01-2023 11:45:13.395638,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.2, 8.24)","(1.65, 2.08, 2.0651724137931033)","(21.0, 24.0, 19.545454545454547)"
12-01-2023 11:45:14.525895,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.4, 8.5)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 19.545454545454547)"
12-01-2023 11:45:15.665289,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.4, 8.5)","(1.65, 2.08, 1.9894736842105263)","(21.0, 24.0, 19.545454545454547)"
12-01-2023 11:45:16.627145,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.4, 8.5)","(1.65, 2.08, 2.0)","(21.0, 24.0, 19.545454545454547)"
12-01-2023 11:45:17.482734,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.4, 8.5)","(1.65, 2.06, 2.0)","(21.0, 24.0, 19.545454545454547)"
12-01-2023 11:45:18.514233,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.4, 9.040000000000001)","(1.65, 2.06, 1.9825806451612904)","(21.0, 24.0, 21.0)"
12-01-2023 11:45:19.480117,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.4, 8.76)","(1.65, 2.06, 1.9825806451612904)","(21.0, 23.0, 21.0)"
12-01-2023 11:45:20.339109,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.2, 8.6)","(1.65, 2.06, 1.9825806451612904)","(21.0, 23.0, 21.0)"
12-01-2023 11:45:21.249703,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.2, 8.6)","(1.65, 2.06, 1.9825806451612904)","(21.0, 23.0, 21.0)"
12-01-2023 11:45:22.419584,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.2, 8.6)","(1.65, 2.06, 1.9884745762711864)","(21.0, 23.0, 19.18181818181818)"
12-01-2023 11:45:23.367752,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.2, 8.6)","(1.65, 2.08, 1.9884745762711864)","(21.0, 23.0, 19.18181818181818)"
12-01-2023 11:45:24.380687,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.2, 8.6)","(1.65, 2.08, 2.003943661971831)","(21.0, 22.0, 18.818181818181817)"
12-01-2023 11:45:25.540747,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.257142857142856)","(8.0, 9.2, 8.6)","(1.65, 2.08, 2.003943661971831)","(21.0, 22.0, 18.818181818181817)"
12-01-2023 11:45:26.508193,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.257142857142856)","(8.0, 9.2, 8.6)","(1.65, 2.08, 2.003943661971831)","(21.0, 22.0, 18.818181818181817)"
12-01-2023 11:45:27.499460,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.257142857142856)","(8.0, 9.2, 8.6)","(1.65, 2.08, 2.003943661971831)","(21.0, 22.0, 18.818181818181817)"
12-01-2023 11:45:28.530582,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.0, 8.657142857142857)","(1.65, 2.08, 2.003943661971831)","(21.0, 22.0, 18.818181818181817)"
12-01-2023 11:45:29.529547,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.0, 8.657142857142857)","(1.65, 2.08, 2.003943661971831)","(21.0, 22.0, 19.666666666666668)"
12-01-2023 11:45:30.538355,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.0, 8.5)","(1.65, 2.08, 2.003943661971831)","(21.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:31.606680,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.0, 8.5)","(1.65, 2.08, 1.996279069767442)","(21.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:32.663067,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.0, 8.5)","(1.65, 2.08, 1.996279069767442)","(21.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:33.482460,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.0, 8.5)","(1.65, 2.08, 1.996279069767442)","(21.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:34.382805,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.0, 8.657142857142857)","(1.65, 2.08, 2.005)","(21.0, 20.0, 19.4)"
12-01-2023 11:45:35.400145,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.0, 8.4)","(1.65, 2.08, 1.9829411764705882)","(21.0, 20.0, 19.4)"
12-01-2023 11:45:36.341774,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 8.8, 8.4)","(1.65, 2.08, 1.9829411764705882)","(21.0, 20.0, 19.4)"
12-01-2023 11:45:37.257423,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 8.8, 8.4)","(1.65, 2.08, 1.9829411764705882)","(21.0, 20.0, 19.4)"
12-01-2023 11:45:38.112264,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 8.8, 8.4)","(1.65, 2.08, 2.0177358490566037)","(21.0, 20.0, 19.4)"
12-01-2023 11:45:39.036438,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 8.8, 8.4)","(1.65, 2.08, 1.98)","(21.0, 20.0, 19.4)"
12-01-2023 11:45:39.968326,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 8.8, 8.4)","(1.65, 2.08, 1.989090909090909)","(21.0, 20.0, 19.22222222222222)"
12-01-2023 11:45:40.827886,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.8, 9.200000000000001)","(1.65, 2.08, 1.989090909090909)","(21.0, 22.0, 19.22222222222222)"
12-01-2023 11:45:41.880077,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.8, 9.200000000000001)","(1.65, 2.08, 1.989090909090909)","(21.0, 22.0, 19.22222222222222)"
12-01-2023 11:45:42.923864,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.8, 9.200000000000001)","(1.65, 2.08, 1.989090909090909)","(21.0, 22.0, 19.22222222222222)"
12-01-2023 11:45:43.850043,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.8, 9.200000000000001)","(1.65, 2.08, 1.989090909090909)","(21.0, 22.0, 19.22222222222222)"
12-01-2023 11:45:44.696597,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.6, 9.389473684210525)","(1.7, 2.08, 2.015483870967742)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:45.660416,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.6, 9.389473684210525)","(1.7, 2.08, 2.0147826086956524)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:46.678016,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.6, 9.155555555555555)","(1.7, 2.08, 2.0147826086956524)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:47.673758,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.6, 9.2)","(1.7, 2.08, 2.0147826086956524)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:48.574757,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.6, 9.2)","(1.7, 2.08, 2.0147826086956524)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:49.501936,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.6, 9.2)","(1.7, 2.08, 2.0147826086956524)","(19.0, 21.0, 19.22222222222222)"
12-01-2023 11:45:50.486261,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.6, 9.2)","(1.7, 2.08, 2.0147826086956524)","(19.0, 22.0, 19.22222222222222)"
12-01-2023 11:45:51.495038,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.6, 9.2)","(1.7, 2.08, 2.0147826086956524)","(19.0, 22.0, 19.22222222222222)"
12-01-2023 11:45:52.493252,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.6, 9.2)","(1.7, 2.08, 2.0147826086956524)","(19.0, 22.0, 18.428571428571427)"
12-01-2023 11:45:53.334111,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.163636363636364)","(7.5, 9.8, 9.55)","(1.7, 2.08, 2.0147826086956524)","(19.0, 22.0, 18.428571428571427)"
12-01-2023 11:45:54.308986,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.8, 9.55)","(1.7, 2.08, 1.9904477611940299)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:55.379979,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.8, 9.55)","(1.7, 2.08, 1.9904477611940299)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:56.310057,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.8, 9.55)","(1.7, 2.08, 1.9984210526315789)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:57.126965,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.8, 9.646153846153847)","(1.7, 2.04, 1.9910526315789474)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:58.072009,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.8, 9.700000000000001)","(1.7, 2.04, 1.9910526315789474)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:45:59.307588,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.8, 9.440000000000001)","(1.7, 2.04, 1.988)","(19.0, 21.0, 19.666666666666668)"
12-01-2023 11:46:00.418516,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.8, 9.440000000000001)","(1.7, 2.02, 1.988)","(19.0, 21.0, 19.22222222222222)"
12-01-2023 11:46:01.447739,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.8, 9.440000000000001)","(1.7, 2.02, 1.988)","(19.0, 22.0, 19.22222222222222)"
12-01-2023 11:46:02.494792,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(7.5, 9.8, 9.620000000000001)","(1.7, 2.02, 1.988)","(19.0, 22.0, 19.22222222222222)"
12-01-2023 11:46:03.596038,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.8, 9.620000000000001)","(1.7, 2.02, 1.9910526315789474)","(19.0, 22.0, 19.22222222222222)"
12-01-2023 11:46:04.594814,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.8, 9.620000000000001)","(1.7, 2.04, 1.98875)","(19.0, 22.0, 19.22222222222222)"
12-01-2023 11:46:05.698529,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.8, 9.5)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.22222222222222)"
12-01-2023 11:46:06.684544,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.23076923076923)","(8.0, 9.8, 9.5)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.22222222222222)"
12-01-2023 11:46:07.644471,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.28)","(8.0, 9.8, 9.5)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.22222222222222)"
12-01-2023 11:46:08.649715,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.28)","(8.0, 9.8, 9.5)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.5)"
12-01-2023 11:46:09.615585,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.408)","(8.0, 9.8, 9.5)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.5)"
12-01-2023 11:46:10.623816,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.408)","(8.0, 9.8, 9.671428571428573)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.5)"
12-01-2023 11:46:11.768406,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.408)","(8.0, 9.8, 9.636363636363637)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.5)"
12-01-2023 11:46:12.919865,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.408)","(8.0, 9.8, 9.636363636363637)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.5)"
12-01-2023 11:46:14.146210,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.408)","(8.0, 9.8, 9.636363636363637)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.5)"
12-01-2023 11:46:15.267937,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.6, 8.408)","(8.0, 9.8, 9.636363636363637)","(1.7, 2.02, 1.98875)","(19.0, 22.0, 19.5)"
12-01-2023 11:46:16.514296,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.145454545454546)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.02, 1.99)","(19.0, 22.0, 19.5)"
12-01-2023 11:46:17.483807,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.145454545454546)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.02, 1.99)","(19.0, 22.0, 20.125)"
12-01-2023 11:46:18.413089,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.145454545454546)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.02, 1.9898275862068966)","(19.0, 22.0, 20.125)"
12-01-2023 11:46:19.541501,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.06, 2.0060000000000002)","(19.0, 22.0, 19.77777777777778)"
12-01-2023 11:46:20.553672,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.06, 2.0060000000000002)","(19.0, 22.0, 19.77777777777778)"
12-01-2023 11:46:21.384361,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.2)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.04, 1.991304347826087)","(19.0, 22.0, 19.77777777777778)"
12-01-2023 11:46:22.472354,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.04, 1.991304347826087)","(19.0, 22.0, 19.77777777777778)"
12-01-2023 11:46:23.612691,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.666666666666668)"
12-01-2023 11:46:24.620808,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.666666666666668)"
12-01-2023 11:46:25.535627,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.533333333333333)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.666666666666668)"
12-01-2023 11:46:26.679866,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 8.815384615384616)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.88888888888889)"
12-01-2023 11:46:27.760419,"(4.0, 4.7, 4.605109489051094)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 8.815384615384616)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.88888888888889)"
12-01-2023 11:46:28.770446,"(4.0, 4.6, 4.554216867469879)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 8.815384615384616)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 21.2)"
12-01-2023 11:46:29.848491,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.024242424242424)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 21.2)"
12-01-2023 11:46:31.013409,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.024242424242424)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.40909090909091)"
12-01-2023 11:46:32.080501,"(4.0, 4.6, 4.548299319727891)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.024242424242424)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.40909090909091)"
12-01-2023 11:46:33.160600,"(4.0, 4.6, 4.548299319727891)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.024242424242424)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.40909090909091)"
12-01-2023 11:46:34.156057,"(4.0, 4.6, 4.548299319727891)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.024242424242424)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.40909090909091)"
12-01-2023 11:46:35.121891,"(4.0, 4.6, 4.548299319727891)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.024242424242424)","(1.7, 2.04, 1.9741176470588235)","(19.0, 22.0, 20.40909090909091)"
12-01-2023 11:46:36.246975,"(4.0, 4.6, 4.548299319727891)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.047058823529412)","(1.7, 2.04, 1.9857142857142858)","(19.0, 22.0, 20.40909090909091)"
12-01-2023 11:46:37.276112,"(4.0, 4.6, 4.548299319727891)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.047058823529412)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 20.75)"
12-01-2023 11:46:38.197985,"(4.0, 4.6, 4.548299319727891)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.047058823529412)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 20.75)"
12-01-2023 11:46:39.231720,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.047058823529412)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 21.35185185185185)"
12-01-2023 11:46:40.257101,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.047058823529412)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 21.35185185185185)"
12-01-2023 11:46:41.242929,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.047058823529412)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 21.396551724137932)"
12-01-2023 11:46:42.324518,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.047058823529412)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 21.396551724137932)"
12-01-2023 11:46:43.295552,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 9.8, 9.047058823529412)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 21.396551724137932)"
12-01-2023 11:46:44.225734,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 10.5, 9.41764705882353)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 21.396551724137932)"
12-01-2023 11:46:45.261606,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 10.5, 9.627586206896552)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 21.396551724137932)"
12-01-2023 11:46:46.316875,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 10.5, 9.627586206896552)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 21.396551724137932)"
12-01-2023 11:46:47.369228,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 10.5, 9.627586206896552)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 20.125)"
12-01-2023 11:46:48.368889,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 10.5, 9.627586206896552)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 20.846153846153847)"
12-01-2023 11:46:49.323918,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 10.5, 9.627586206896552)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 20.5)"
12-01-2023 11:46:50.341716,"(4.0, 4.6, 4.551282051282051)","(7.0, 8.4, 8.23846153846154)","(8.0, 10.5, 9.627586206896552)","(1.7, 2.02, 1.9857142857142858)","(19.0, 22.0, 20.5)"
