,Zoutons,Jaazeb,Cork Harbour,Devils Rain,Huntley Lady,Lil Piper,Syncretism,Miss Miduki,Opal Beach,Isa Secret,Tea Rav
07-01-2023 16:31:52.308669,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 36.0, 30.666666666666668)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.766666666666667)","(4.2, 4.6, 4.658490566037736)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:53.756222,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 34.0, 29.0)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.766666666666667)","(4.2, 4.7, 4.658490566037736)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:55.117939,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 34.0, 29.0)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.766666666666667)","(4.2, 4.7, 4.658490566037736)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:56.565349,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 34.0, 27.846153846153847)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.7, 4.633333333333334)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:57.938326,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 34.0, 26.727272727272727)","(2.6, 3.15, 3.085714285714286)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.7, 4.633333333333334)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 128.33333333333334)"
07-01-2023 16:31:59.440043,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 34.0, 26.727272727272727)","(2.6, 3.1, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.7, 4.633333333333334)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 127.14285714285714)"
07-01-2023 16:32:00.925463,"(8.5, 13.0, 11.8)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 28.076923076923077)","(21.0, 34.0, 26.727272727272727)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.7, 4.633333333333334)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 127.14285714285714)"
07-01-2023 16:32:02.364341,"(8.5, 13.0, 11.8)","(8.0, 9.2, 8.7)","(18.0, 30.0, 28.076923076923077)","(21.0, 34.0, 26.727272727272727)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.7, 4.678)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 127.14285714285714)"
07-01-2023 16:32:03.648833,"(8.5, 13.5, 11.633333333333333)","(8.0, 9.2, 8.7)","(18.0, 30.0, 28.076923076923077)","(21.0, 34.0, 26.727272727272727)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.7, 4.754838709677419)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 127.14285714285714)"
07-01-2023 16:32:04.988864,"(8.5, 13.5, 11.633333333333333)","(8.0, 9.2, 8.7)","(18.0, 30.0, 27.857142857142858)","(21.0, 34.0, 29.5)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.762711864406779)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 136.66666666666666)"
07-01-2023 16:32:06.495777,"(8.5, 13.5, 11.633333333333333)","(8.0, 9.2, 8.7)","(18.0, 30.0, 28.235294117647058)","(21.0, 34.0, 29.5)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.762711864406779)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:07.931277,"(8.5, 13.5, 11.633333333333333)","(8.0, 9.2, 8.71304347826087)","(18.0, 30.0, 28.235294117647058)","(21.0, 34.0, 29.5)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.762711864406779)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:09.406121,"(8.5, 13.5, 11.633333333333333)","(8.0, 9.0, 8.71304347826087)","(18.0, 30.0, 27.5)","(21.0, 34.0, 29.5)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.762711864406779)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:10.738038,"(8.5, 13.5, 11.633333333333333)","(8.0, 9.0, 8.71304347826087)","(18.0, 30.0, 27.5)","(21.0, 34.0, 27.8)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.762711864406779)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:12.179103,"(8.5, 13.5, 11.633333333333333)","(8.0, 9.0, 8.71304347826087)","(18.0, 30.0, 27.5)","(21.0, 32.0, 27.8)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.765079365079365)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:13.543213,"(8.5, 13.5, 11.633333333333333)","(8.0, 9.0, 8.71304347826087)","(18.0, 30.0, 27.5)","(21.0, 32.0, 27.8)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.765079365079365)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:15.283651,"(8.5, 13.5, 11.65)","(8.0, 9.0, 8.71304347826087)","(18.0, 30.0, 27.0)","(21.0, 32.0, 27.8)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.765079365079365)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:16.940552,"(8.5, 13.0, 11.65)","(8.0, 9.0, 8.71304347826087)","(18.0, 30.0, 26.25)","(21.0, 32.0, 27.8)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.765079365079365)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:18.619272,"(8.5, 13.0, 11.65)","(8.0, 9.0, 8.836363636363636)","(18.0, 30.0, 26.142857142857142)","(21.0, 32.0, 27.8)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.8, 4.530508474576271)","(31.0, 120.0, 88.66666666666666)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:20.205864,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363636)","(18.0, 29.0, 26.142857142857142)","(21.0, 32.0, 27.8)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.775)","(4.2, 4.6, 4.530508474576271)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:21.773429,"(8.5, 13.0, 11.75)","(8.0, 9.2, 8.836363636363636)","(18.0, 29.0, 26.142857142857142)","(21.0, 32.0, 29.8125)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.775)","(4.2, 4.6, 4.3625)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:23.248691,"(8.5, 13.0, 11.75)","(8.0, 9.2, 8.836363636363636)","(18.0, 29.0, 26.142857142857142)","(21.0, 32.0, 29.8125)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.775)","(4.2, 4.4, 4.385714285714285)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:24.735694,"(8.5, 13.5, 11.642857142857142)","(8.0, 9.2, 8.945454545454545)","(18.0, 30.0, 26.25)","(21.0, 32.0, 29.8125)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.5, 4.385714285714285)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 106.66666666666666)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:26.223437,"(8.5, 13.5, 11.642857142857142)","(8.0, 9.2, 8.984615384615385)","(18.0, 30.0, 26.25)","(21.0, 32.0, 29.8125)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.5, 4.366666666666667)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 106.66666666666666)","(101.0, 170.0, 138.75)"
07-01-2023 16:32:27.751204,"(8.5, 13.5, 11.642857142857142)","(8.0, 9.2, 8.984615384615385)","(18.0, 30.0, 28.75)","(21.0, 32.0, 29.8125)","(2.6, 3.15, 3.1222222222222222)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.375)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 106.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:32:29.147222,"(8.5, 13.5, 11.642857142857142)","(8.0, 9.2, 8.984615384615385)","(18.0, 30.0, 28.75)","(21.0, 32.0, 29.8125)","(2.6, 3.15, 3.1222222222222222)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.375)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 165.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:32:30.630280,"(8.5, 13.5, 11.642857142857142)","(8.0, 9.2, 8.984615384615385)","(18.0, 30.0, 28.75)","(21.0, 32.0, 29.8125)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.375)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 160.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:32:32.035926,"(8.5, 13.5, 11.642857142857142)","(8.0, 9.2, 8.984615384615385)","(18.0, 30.0, 28.75)","(21.0, 32.0, 29.05263157894737)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.375)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 160.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:32:33.515623,"(8.5, 13.5, 11.642857142857142)","(8.0, 9.2, 8.984615384615385)","(18.0, 30.0, 28.75)","(21.0, 32.0, 27.2)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.375)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 160.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:32:34.896631,"(8.5, 13.5, 11.642857142857142)","(8.0, 9.2, 8.984615384615385)","(18.0, 30.0, 28.75)","(21.0, 32.0, 27.2)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 23.0)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.375)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 160.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:32:36.242264,"(8.5, 13.5, 11.642857142857142)","(8.0, 9.2, 8.984615384615385)","(18.0, 30.0, 28.75)","(21.0, 32.0, 30.896551724137932)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.306818181818182)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 172.5)","(101.0, 170.0, 140.0)"
07-01-2023 16:32:37.634589,"(8.5, 13.5, 13.265625)","(8.0, 9.2, 8.784615384615384)","(18.0, 30.0, 26.25)","(21.0, 32.0, 30.896551724137932)","(2.6, 3.15, 3.1166666666666667)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.306818181818182)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 172.5)","(101.0, 160.0, 140.0)"
07-01-2023 16:32:38.999918,"(8.5, 13.5, 13.265625)","(8.0, 9.2, 8.818181818181818)","(18.0, 30.0, 27.5)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.15, 3.1166666666666667)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.306818181818182)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 172.5)","(101.0, 160.0, 140.0)"
07-01-2023 16:32:40.463977,"(8.5, 13.5, 13.213235294117647)","(8.0, 9.2, 8.784615384615384)","(18.0, 30.0, 27.5)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.15, 3.158333333333333)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.315463917525774)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 172.5)","(101.0, 160.0, 140.0)"
07-01-2023 16:32:41.879076,"(8.5, 13.5, 13.213235294117647)","(8.0, 9.2, 8.784615384615384)","(18.0, 30.0, 27.5)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.313684210526316)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 172.5)","(101.0, 160.0, 140.0)"
07-01-2023 16:32:43.388275,"(8.5, 13.5, 12.571428571428571)","(8.0, 9.2, 8.784615384615384)","(18.0, 30.0, 27.5)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.311340206185568)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 172.5)","(101.0, 160.0, 140.0)"
07-01-2023 16:32:44.748386,"(8.5, 13.5, 12.571428571428571)","(8.0, 9.2, 8.784615384615384)","(18.0, 30.0, 27.5)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.311340206185568)","(31.0, 110.0, 88.66666666666666)","(41.0, 200.0, 172.5)","(101.0, 160.0, 140.0)"
07-01-2023 16:32:46.228515,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.2, 8.784615384615384)","(18.0, 30.0, 28.0)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.297297297297297)","(31.0, 110.0, 79.0)","(41.0, 200.0, 154.16666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:32:47.725564,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.2, 8.784615384615384)","(18.0, 30.0, 28.0)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.3, 4.298203592814371)","(31.0, 110.0, 79.0)","(41.0, 200.0, 154.16666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:32:49.257663,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.2, 8.818181818181818)","(18.0, 30.0, 28.0)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.333333333333334)","(31.0, 110.0, 79.0)","(41.0, 200.0, 154.16666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:32:50.715559,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.2, 8.818181818181818)","(18.0, 30.0, 28.0)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.333333333333334)","(31.0, 110.0, 79.0)","(41.0, 200.0, 154.16666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:32:52.178194,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.2, 8.818181818181818)","(18.0, 30.0, 27.454545454545453)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.3312)","(31.0, 110.0, 79.0)","(41.0, 200.0, 154.16666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:32:53.724128,"(8.5, 13.5, 12.857142857142858)","(8.0, 9.2, 8.818181818181818)","(18.0, 34.0, 27.333333333333332)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.362376237623763)","(31.0, 110.0, 79.0)","(41.0, 200.0, 154.16666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:32:55.426745,"(8.5, 13.5, 12.857142857142858)","(8.0, 9.2, 8.818181818181818)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.329166666666667)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:32:57.163114,"(8.5, 13.5, 12.857142857142858)","(8.0, 9.2, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.329166666666667)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:32:58.867020,"(8.5, 13.5, 12.857142857142858)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.329166666666667)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:00.673421,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 21.916666666666668)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.329166666666667)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:02.399629,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 24.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.329166666666667)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:03.942360,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.15)","(19.0, 23.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.329166666666667)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:05.558716,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.2, 3.0294117647058822)","(19.0, 23.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.335)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:07.128908,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.05, 3.075)","(19.0, 23.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:08.654959,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.15, 3.075)","(19.0, 23.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 141.66666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:10.092510,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.15, 3.075)","(19.0, 23.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 141.66666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:11.583402,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.15, 3.075)","(19.0, 23.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 141.66666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:13.091797,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.23076923076923)","(2.6, 3.15, 3.0576923076923075)","(19.0, 23.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 141.66666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:14.626529,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.81818181818182)","(2.6, 3.15, 3.075)","(19.0, 23.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 141.66666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:16.124828,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.81818181818182)","(2.6, 3.15, 3.0875)","(19.0, 23.0, 22.428571428571427)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 141.66666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:17.521209,"(8.5, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(18.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.81818181818182)","(2.6, 3.15, 3.0875)","(19.0, 23.0, 20.86111111111111)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 141.66666666666666)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:19.061869,"(9.0, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(17.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.81818181818182)","(2.6, 3.15, 3.0875)","(19.0, 23.0, 20.136363636363637)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:20.511270,"(9.0, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(17.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.81818181818182)","(2.6, 3.15, 3.0875)","(19.0, 23.0, 20.136363636363637)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 144.0)"
07-01-2023 16:33:21.926683,"(9.0, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(17.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.81818181818182)","(2.6, 3.15, 3.0875)","(19.0, 23.0, 20.136363636363637)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 133.33333333333334)"
07-01-2023 16:33:23.332311,"(9.0, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(17.0, 34.0, 27.333333333333332)","(21.0, 32.0, 31.81818181818182)","(2.6, 3.15, 3.0875)","(19.0, 23.0, 20.136363636363637)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 133.33333333333334)"
07-01-2023 16:33:24.743197,"(9.0, 13.5, 12.934782608695652)","(8.0, 9.0, 8.813333333333333)","(17.0, 34.0, 27.23076923076923)","(21.0, 32.0, 31.81818181818182)","(2.6, 3.15, 3.0875)","(19.0, 23.0, 20.136363636363637)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.4, 4.325454545454545)","(31.0, 110.0, 79.0)","(41.0, 200.0, 112.5)","(101.0, 160.0, 133.33333333333334)"
