,Aramco,Fighting Force,Statesmanship,Albanian Bay,Dynamic Deel,Italian Award,Kenrick Road,Shark Island,Diamanda,Jenni Lartiste,Lottacheex,Sockastar,Brungle Creek,Lucky Hands
16-12-2022 13:49:32.683595,"(5.0, 6.6, 6.475)","(51.0, 85.0, 83.57142857142857)","(18.0, 19.0, 18.454545454545453)","(41.0, 55.0, 52.083333333333336)","(16.0, 24.0, 23.058823529411764)","(31.0, 46.0, 42.666666666666664)","(31.0, 40.0, 39.565217391304344)","(10.0, 12.5, 12.218181818181819)","(101.0, 240.0, 210.0)","(6.0, 8.8, 8.766666666666667)","(2.4, 2.54, 2.512558139534884)","(31.0, 40.0, 35.6)","(14.0, 22.0, 20.548387096774192)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:34.153218,"(5.0, 6.6, 6.480672268907563)","(51.0, 85.0, 83.57142857142857)","(18.0, 19.0, 18.5)","(41.0, 55.0, 52.083333333333336)","(16.0, 24.0, 24.6875)","(31.0, 46.0, 42.666666666666664)","(31.0, 40.0, 40.666666666666664)","(10.0, 12.5, 12.372093023255815)","(101.0, 240.0, 210.0)","(6.0, 8.8, 8.766666666666667)","(2.4, 2.52, 2.488135593220339)","(31.0, 40.0, 35.6)","(14.0, 22.0, 20.548387096774192)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:35.583431,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 83.57142857142857)","(18.0, 20.0, 18.75)","(41.0, 55.0, 52.083333333333336)","(16.0, 25.0, 24.444444444444443)","(31.0, 46.0, 42.666666666666664)","(31.0, 42.0, 40.666666666666664)","(10.0, 12.5, 12.60377358490566)","(101.0, 240.0, 210.0)","(6.0, 8.8, 8.777777777777777)","(2.4, 2.52, 2.488372093023256)","(31.0, 40.0, 37.111111111111114)","(14.0, 22.0, 20.548387096774192)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:37.054926,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 83.57142857142857)","(18.0, 19.0, 18.75)","(41.0, 55.0, 52.083333333333336)","(16.0, 25.0, 22.684210526315788)","(31.0, 46.0, 42.666666666666664)","(31.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.56140350877193)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.95)","(2.4, 2.5, 2.489655172413793)","(31.0, 38.0, 36.588235294117645)","(14.0, 22.0, 20.548387096774192)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:38.633511,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 83.57142857142857)","(18.0, 19.0, 19.0)","(41.0, 55.0, 52.083333333333336)","(16.0, 24.0, 22.78048780487805)","(31.0, 46.0, 42.666666666666664)","(31.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.56140350877193)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.95)","(2.4, 2.5, 2.489655172413793)","(31.0, 38.0, 36.588235294117645)","(14.0, 22.0, 20.548387096774192)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:40.065111,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 83.57142857142857)","(18.0, 19.5, 19.833333333333332)","(41.0, 55.0, 52.083333333333336)","(16.0, 24.0, 22.529411764705884)","(31.0, 46.0, 44.15384615384615)","(31.0, 42.0, 41.4)","(10.0, 13.0, 12.558823529411764)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.8875)","(2.4, 2.5, 2.4878378378378376)","(31.0, 38.0, 36.588235294117645)","(14.0, 22.0, 20.5)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:41.423626,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 83.57142857142857)","(17.0, 20.0, 19.673076923076923)","(41.0, 55.0, 52.083333333333336)","(16.0, 24.0, 22.529411764705884)","(26.0, 46.0, 43.64705882352941)","(31.0, 42.0, 41.4)","(10.0, 13.0, 12.797297297297298)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.8875)","(2.4, 2.5, 2.47627027027027)","(31.0, 38.0, 36.588235294117645)","(14.0, 22.0, 20.5)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:42.803744,"(5.0, 6.6, 6.491603053435115)","(51.0, 90.0, 83.33333333333333)","(17.0, 21.0, 19.673076923076923)","(41.0, 55.0, 52.083333333333336)","(16.0, 24.0, 22.529411764705884)","(26.0, 46.0, 44.18181818181818)","(31.0, 42.0, 41.07692307692308)","(10.0, 13.0, 12.716981132075471)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.870588235294118)","(2.4, 2.48, 2.467441860465116)","(31.0, 38.0, 36.588235294117645)","(14.0, 22.0, 20.5)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:44.202374,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 84.16666666666667)","(17.0, 21.0, 19.673076923076923)","(41.0, 55.0, 52.083333333333336)","(16.0, 24.0, 22.529411764705884)","(26.0, 46.0, 44.666666666666664)","(31.0, 42.0, 41.07692307692308)","(10.0, 13.0, 12.73469387755102)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.870588235294118)","(2.4, 2.48, 2.466386554621849)","(31.0, 38.0, 36.588235294117645)","(14.0, 22.0, 20.5)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:45.614057,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 84.16666666666667)","(17.0, 21.0, 19.673076923076923)","(41.0, 55.0, 52.083333333333336)","(16.0, 24.0, 22.529411764705884)","(26.0, 46.0, 44.666666666666664)","(31.0, 42.0, 41.07692307692308)","(10.0, 13.0, 12.73469387755102)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.892682926829268)","(2.4, 2.48, 2.4655)","(31.0, 38.0, 36.588235294117645)","(14.0, 22.0, 20.137254901960784)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:47.003219,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 84.16666666666667)","(17.0, 21.0, 19.673076923076923)","(41.0, 55.0, 55.0)","(16.0, 24.0, 22.529411764705884)","(26.0, 46.0, 45.0)","(31.0, 42.0, 41.07692307692308)","(10.0, 13.0, 12.71311475409836)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.870588235294118)","(2.4, 2.48, 2.4655)","(31.0, 38.0, 36.588235294117645)","(14.0, 22.0, 19.634615384615383)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:48.455362,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 84.16666666666667)","(17.0, 21.0, 19.673076923076923)","(41.0, 60.0, 55.0)","(16.0, 24.0, 22.529411764705884)","(26.0, 46.0, 47.0)","(31.0, 42.0, 41.07692307692308)","(10.0, 13.0, 12.71311475409836)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.870588235294118)","(2.4, 2.48, 2.4652032520325204)","(31.0, 38.0, 36.588235294117645)","(14.0, 22.0, 20.157894736842106)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:49.838385,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 84.0)","(17.0, 21.0, 19.673076923076923)","(41.0, 60.0, 55.0)","(16.0, 24.0, 22.529411764705884)","(26.0, 50.0, 46.72727272727273)","(31.0, 42.0, 41.07692307692308)","(10.0, 13.0, 12.71311475409836)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.870588235294118)","(2.4, 2.48, 2.4652032520325204)","(31.0, 38.0, 36.588235294117645)","(14.0, 21.0, 19.956521739130434)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:51.201978,"(5.0, 6.6, 6.491603053435115)","(51.0, 85.0, 84.0)","(17.0, 21.0, 19.673076923076923)","(41.0, 60.0, 56.57142857142857)","(16.0, 24.0, 22.529411764705884)","(26.0, 50.0, 46.72727272727273)","(31.0, 42.0, 41.07692307692308)","(10.0, 13.0, 12.71311475409836)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.892682926829268)","(2.4, 2.48, 2.464035087719298)","(31.0, 38.0, 36.588235294117645)","(14.0, 21.0, 19.583333333333332)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:52.888650,"(5.0, 6.8, 6.75)","(51.0, 85.0, 84.0)","(17.0, 21.0, 19.695652173913043)","(41.0, 60.0, 56.57142857142857)","(16.0, 24.0, 22.529411764705884)","(26.0, 50.0, 46.72727272727273)","(31.0, 42.0, 41.07692307692308)","(10.0, 13.0, 12.71311475409836)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.892682926829268)","(2.4, 2.48, 2.464035087719298)","(31.0, 38.0, 36.588235294117645)","(14.0, 20.0, 19.583333333333332)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:54.269500,"(5.0, 6.8, 6.75)","(51.0, 85.0, 83.57142857142857)","(17.0, 21.0, 19.673076923076923)","(41.0, 60.0, 56.57142857142857)","(16.0, 24.0, 22.529411764705884)","(26.0, 50.0, 46.72727272727273)","(31.0, 42.0, 40.30769230769231)","(10.0, 13.0, 12.71311475409836)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.892682926829268)","(2.4, 2.48, 2.464035087719298)","(31.0, 38.0, 36.588235294117645)","(14.0, 20.0, 19.821428571428573)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:55.904060,"(5.0, 6.8, 6.75)","(51.0, 85.0, 83.57142857142857)","(17.0, 21.0, 19.673076923076923)","(41.0, 60.0, 56.57142857142857)","(16.0, 24.0, 22.529411764705884)","(26.0, 50.0, 46.72727272727273)","(31.0, 42.0, 40.30769230769231)","(10.0, 13.0, 12.71311475409836)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.892682926829268)","(2.4, 2.48, 2.4528813559322034)","(31.0, 38.0, 36.588235294117645)","(14.0, 20.0, 19.65714285714286)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:57.466772,"(5.0, 6.8, 6.75)","(51.0, 85.0, 83.57142857142857)","(17.0, 21.0, 20.36111111111111)","(41.0, 60.0, 56.57142857142857)","(16.0, 24.0, 22.529411764705884)","(26.0, 50.0, 46.72727272727273)","(31.0, 42.0, 40.30769230769231)","(10.0, 13.0, 12.71311475409836)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.892682926829268)","(2.4, 2.46, 2.444444444444444)","(31.0, 38.0, 36.588235294117645)","(14.0, 20.0, 19.65714285714286)","(101.0, 550.0, 370.0)"
16-12-2022 13:49:58.924385,"(5.0, 6.8, 6.75)","(51.0, 85.0, 83.57142857142857)","(17.0, 21.0, 20.636363636363637)","(41.0, 60.0, 56.57142857142857)","(16.0, 24.0, 22.529411764705884)","(26.0, 50.0, 46.72727272727273)","(31.0, 42.0, 40.30769230769231)","(10.0, 13.0, 12.71311475409836)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.892682926829268)","(2.4, 2.46, 2.448076923076923)","(31.0, 38.0, 36.588235294117645)","(14.0, 20.0, 19.65714285714286)","(101.0, 550.0, 508.3333333333333)"
16-12-2022 13:50:00.392066,"(5.0, 6.8, 6.7176470588235295)","(51.0, 85.0, 83.57142857142857)","(17.0, 21.0, 20.272727272727273)","(41.0, 60.0, 56.57142857142857)","(16.0, 24.0, 24.666666666666668)","(26.0, 50.0, 47.75)","(31.0, 42.0, 40.30769230769231)","(10.0, 13.0, 12.733766233766234)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.870588235294118)","(2.4, 2.46, 2.4245217391304346)","(31.0, 38.0, 36.15384615384615)","(14.0, 20.0, 18.2)","(101.0, 550.0, 508.3333333333333)"
16-12-2022 13:50:01.889024,"(5.0, 7.0, 6.980952380952381)","(51.0, 85.0, 83.88888888888889)","(17.0, 21.0, 20.272727272727273)","(41.0, 60.0, 56.57142857142857)","(16.0, 26.0, 25.142857142857142)","(26.0, 50.0, 47.75)","(31.0, 42.0, 40.30769230769231)","(10.0, 13.0, 12.737179487179487)","(101.0, 240.0, 210.0)","(6.0, 9.0, 8.92)","(2.4, 2.44, 2.4179518072289157)","(31.0, 38.0, 36.15384615384615)","(14.0, 18.5, 18.3125)","(101.0, 550.0, 390.0)"
16-12-2022 13:50:03.236432,"(5.0, 7.2, 7.177777777777778)","(51.0, 85.0, 83.88888888888889)","(17.0, 21.0, 20.352941176470587)","(41.0, 60.0, 57.0)","(16.0, 26.0, 24.80952380952381)","(31.0, 50.0, 48.714285714285715)","(31.0, 42.0, 39.67567567567568)","(10.0, 13.0, 12.740458015267176)","(101.0, 240.0, 246.66666666666669)","(6.0, 9.0, 9.03076923076923)","(2.4, 2.42, 2.409767441860465)","(31.0, 38.0, 36.25)","(14.0, 18.5, 18.571428571428573)","(101.0, 550.0, 508.3333333333333)"
16-12-2022 13:50:04.625977,"(5.0, 6.8, 6.67)","(51.0, 90.0, 77.5)","(17.0, 21.0, 21.2)","(41.0, 65.0, 51.73076923076923)","(16.0, 25.0, 24.515151515151516)","(31.0, 55.0, 47.8)","(31.0, 40.0, 41.666666666666664)","(10.0, 13.0, 12.767441860465116)","(101.0, 280.0, 245.0)","(6.0, 9.2, 9.123076923076923)","(2.4, 2.44, 2.4259880239520957)","(31.0, 40.0, 38.285714285714285)","(14.0, 19.0, 18.6)","(101.0, 550.0, 440.0)"
16-12-2022 13:50:06.014067,"(5.0, 6.2, 6.195)","(51.0, 90.0, 82.85714285714286)","(17.0, 22.0, 21.272727272727273)","(41.0, 55.0, 51.458333333333336)","(16.0, 25.0, 24.272727272727273)","(31.0, 55.0, 50.15384615384615)","(31.0, 44.0, 41.42857142857143)","(10.0, 13.0, 12.583333333333334)","(101.0, 280.0, 250.0)","(6.0, 9.4, 9.371428571428572)","(2.4, 2.44, 2.4231944444444444)","(31.0, 40.0, 41.473684210526315)","(14.0, 19.5, 18.7)","(101.0, 550.0, 480.0)"
16-12-2022 13:50:07.568448,"(5.0, 6.4, 6.21875)","(51.0, 90.0, 82.85714285714286)","(17.0, 22.0, 21.272727272727273)","(41.0, 55.0, 51.458333333333336)","(16.0, 25.0, 24.25)","(31.0, 55.0, 49.0)","(31.0, 44.0, 41.42857142857143)","(10.0, 13.0, 12.583333333333334)","(101.0, 270.0, 240.0)","(6.0, 9.4, 9.309090909090909)","(2.4, 2.44, 2.4235937499999998)","(31.0, 44.0, 41.473684210526315)","(14.0, 19.5, 18.605263157894736)","(101.0, 620.0, 410.0)"
16-12-2022 13:50:09.048830,"(5.0, 6.4, 6.2098360655737705)","(51.0, 90.0, 82.0)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 49.361111111111114)","(16.0, 25.0, 24.25)","(31.0, 55.0, 49.0)","(31.0, 44.0, 41.42857142857143)","(10.0, 13.0, 12.583333333333334)","(101.0, 270.0, 240.0)","(6.0, 9.4, 9.309090909090909)","(2.4, 2.44, 2.4235937499999998)","(31.0, 44.0, 41.473684210526315)","(14.0, 19.5, 18.605263157894736)","(101.0, 610.0, 392.5)"
16-12-2022 13:50:10.519077,"(5.0, 6.4, 6.273913043478261)","(51.0, 90.0, 82.0)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 49.484848484848484)","(16.0, 25.0, 24.25)","(31.0, 55.0, 49.0)","(31.0, 44.0, 41.42857142857143)","(10.0, 13.0, 12.583333333333334)","(101.0, 270.0, 240.0)","(6.0, 9.4, 9.354545454545455)","(2.4, 2.44, 2.4185542168674696)","(31.0, 44.0, 41.473684210526315)","(14.0, 19.5, 18.605263157894736)","(101.0, 610.0, 543.5714285714286)"
16-12-2022 13:50:12.120070,"(5.0, 6.4, 6.273913043478261)","(51.0, 85.0, 82.5)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 49.63333333333333)","(16.0, 25.0, 24.25)","(31.0, 55.0, 49.0)","(31.0, 44.0, 40.72727272727273)","(10.0, 13.0, 12.583333333333334)","(101.0, 270.0, 240.0)","(6.0, 9.4, 9.428571428571429)","(2.4, 2.42, 2.4191489361702128)","(31.0, 44.0, 41.473684210526315)","(14.0, 19.5, 18.625)","(101.0, 610.0, 392.5)"
16-12-2022 13:50:13.671925,"(5.0, 6.4, 6.160683760683761)","(51.0, 85.0, 83.88888888888889)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 48.80769230769231)","(16.0, 25.0, 24.25)","(31.0, 55.0, 49.0)","(31.0, 44.0, 41.5)","(10.0, 13.0, 12.583333333333334)","(101.0, 270.0, 240.0)","(6.0, 9.6, 9.418181818181818)","(2.4, 2.42, 2.447)","(31.0, 44.0, 40.4)","(14.0, 19.5, 18.625)","(101.0, 610.0, 400.0)"
16-12-2022 13:50:15.103715,"(5.0, 6.2, 6.177310924369748)","(51.0, 85.0, 83.88888888888889)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 48.724137931034484)","(16.0, 25.0, 24.25)","(31.0, 55.0, 49.0)","(31.0, 42.0, 41.5)","(10.0, 13.0, 12.583333333333334)","(101.0, 270.0, 240.0)","(6.0, 9.6, 9.418181818181818)","(2.4, 2.46, 2.4407407407407407)","(31.0, 44.0, 41.6)","(14.0, 19.5, 18.625)","(101.0, 610.0, 442.0)"
16-12-2022 13:50:16.586219,"(5.0, 6.2, 6.072500000000001)","(51.0, 85.0, 83.88888888888889)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 48.724137931034484)","(16.0, 25.0, 24.678571428571427)","(31.0, 55.0, 49.0)","(31.0, 42.0, 41.5)","(10.0, 13.0, 12.642857142857142)","(101.0, 270.0, 250.0)","(6.0, 9.6, 9.714285714285715)","(2.4, 2.46, 2.4386666666666668)","(31.0, 44.0, 41.6)","(14.0, 19.5, 18.863636363636363)","(101.0, 610.0, 470.0)"
16-12-2022 13:50:17.980221,"(5.0, 6.2, 6.072500000000001)","(51.0, 85.0, 84.28571428571429)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 48.724137931034484)","(16.0, 25.0, 24.678571428571427)","(31.0, 55.0, 49.0)","(31.0, 42.0, 41.5)","(10.0, 13.0, 12.642857142857142)","(101.0, 270.0, 250.0)","(6.0, 9.8, 9.632)","(2.4, 2.44, 2.439124087591241)","(31.0, 44.0, 40.72727272727273)","(14.0, 19.5, 18.863636363636363)","(101.0, 610.0, 407.5)"
16-12-2022 13:50:19.363274,"(5.0, 6.0, 5.946052631578947)","(51.0, 85.0, 84.28571428571429)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 49.12903225806451)","(16.0, 25.0, 24.678571428571427)","(31.0, 55.0, 49.0)","(31.0, 42.0, 41.5)","(10.0, 13.0, 12.642857142857142)","(101.0, 280.0, 250.0)","(6.0, 10.5, 9.704761904761906)","(2.4, 2.44, 2.4459999999999997)","(31.0, 44.0, 40.72727272727273)","(14.0, 19.5, 18.863636363636363)","(101.0, 610.0, 400.0)"
16-12-2022 13:50:20.758974,"(5.0, 6.0, 5.950602409638554)","(51.0, 85.0, 84.28571428571429)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 49.25)","(16.0, 25.0, 24.678571428571427)","(31.0, 55.0, 49.0)","(31.0, 42.0, 41.5)","(10.0, 13.0, 12.642857142857142)","(101.0, 280.0, 250.0)","(6.0, 9.8, 9.618181818181819)","(2.4, 2.46, 2.4459999999999997)","(31.0, 44.0, 40.72727272727273)","(14.0, 19.5, 18.863636363636363)","(101.0, 610.0, 415.0)"
16-12-2022 13:50:22.128212,"(5.5, 6.0, 5.981159420289855)","(51.0, 85.0, 83.57142857142857)","(17.0, 22.0, 21.352941176470587)","(41.0, 55.0, 49.25)","(17.0, 25.0, 24.785714285714285)","(31.0, 55.0, 47.333333333333336)","(31.0, 42.0, 41.48571428571429)","(10.0, 13.0, 12.673913043478262)","(101.0, 280.0, 250.0)","(6.5, 9.8, 9.618181818181819)","(2.35, 2.46, 2.465176470588235)","(31.0, 44.0, 40.8421052631579)","(14.0, 19.5, 18.863636363636363)","(101.0, 610.0, 415.0)"
16-12-2022 13:50:23.506728,"(5.5, 5.9, 5.842307692307692)","(51.0, 85.0, 83.57142857142857)","(17.0, 22.0, 21.45)","(41.0, 55.0, 49.44827586206897)","(17.0, 25.0, 24.761904761904763)","(31.0, 48.0, 49.0)","(31.0, 44.0, 41.5)","(10.0, 13.0, 12.705882352941176)","(101.0, 280.0, 260.0)","(6.5, 9.8, 9.709090909090909)","(2.35, 2.48, 2.457906976744186)","(31.0, 44.0, 40.36363636363637)","(14.0, 19.5, 19.033333333333335)","(101.0, 610.0, 415.0)"
16-12-2022 13:50:24.911561,"(5.5, 5.9, 5.820754716981132)","(51.0, 85.0, 83.57142857142857)","(17.0, 22.0, 21.45)","(41.0, 55.0, 49.44827586206897)","(17.0, 26.0, 25.161290322580644)","(31.0, 55.0, 49.0)","(31.0, 44.0, 41.5)","(10.0, 13.0, 12.705882352941176)","(101.0, 280.0, 250.0)","(6.5, 9.8, 9.709090909090909)","(2.35, 2.46, 2.4576315789473684)","(31.0, 44.0, 40.36363636363637)","(14.0, 19.5, 19.033333333333335)","(101.0, 610.0, 415.0)"
16-12-2022 13:50:26.291834,"(5.5, 5.9, 5.8475)","(51.0, 85.0, 83.33333333333333)","(17.0, 22.0, 22.16)","(41.0, 55.0, 49.61538461538461)","(17.0, 26.0, 24.727272727272727)","(31.0, 55.0, 50.625)","(31.0, 44.0, 41.81818181818182)","(10.0, 13.0, 12.455882352941176)","(101.0, 280.0, 238.57142857142858)","(6.5, 9.8, 10.32)","(2.35, 2.46, 2.408433734939759)","(31.0, 44.0, 41.0)","(14.0, 19.5, 19.083333333333332)","(101.0, 610.0, 485.0)"
16-12-2022 13:50:27.868861,"(5.5, 6.0, 5.933333333333334)","(51.0, 90.0, 83.33333333333333)","(17.0, 23.0, 21.7)","(41.0, 55.0, 52.666666666666664)","(17.0, 26.0, 24.727272727272727)","(31.0, 55.0, 50.625)","(31.0, 44.0, 42.18181818181818)","(10.0, 12.5, 12.455882352941176)","(101.0, 350.0, 280.0)","(6.5, 10.5, 10.277272727272727)","(2.35, 2.42, 2.4555151515151517)","(31.0, 44.0, 41.0)","(14.0, 19.5, 19.083333333333332)","(101.0, 620.0, 490.0)"
16-12-2022 13:50:29.290685,"(5.5, 6.0, 5.933333333333334)","(51.0, 90.0, 84.44444444444444)","(17.0, 22.0, 21.636363636363637)","(41.0, 55.0, 53.38461538461539)","(17.0, 26.0, 25.44)","(31.0, 55.0, 48.666666666666664)","(31.0, 44.0, 42.18181818181818)","(10.0, 12.5, 12.434782608695652)","(101.0, 340.0, 313.3333333333333)","(6.5, 10.5, 10.248000000000001)","(2.35, 2.46, 2.4524489795918365)","(31.0, 44.0, 41.0)","(14.0, 19.5, 19.083333333333332)","(101.0, 620.0, 485.0)"
16-12-2022 13:50:30.786439,"(5.5, 6.0, 5.961797752808989)","(51.0, 90.0, 84.44444444444444)","(17.0, 22.0, 21.22222222222222)","(41.0, 55.0, 53.38461538461539)","(17.0, 26.0, 25.44)","(31.0, 50.0, 48.666666666666664)","(31.0, 44.0, 42.18181818181818)","(10.0, 12.5, 12.434782608695652)","(101.0, 360.0, 256.6666666666667)","(6.5, 10.5, 10.36)","(2.35, 2.46, 2.4347945205479453)","(31.0, 44.0, 41.42857142857143)","(14.0, 19.5, 19.083333333333332)","(101.0, 620.0, 485.0)"
16-12-2022 13:50:32.241173,"(5.5, 6.0, 5.880099502487562)","(51.0, 90.0, 84.44444444444444)","(17.0, 22.0, 21.22222222222222)","(41.0, 55.0, 53.38461538461539)","(17.0, 26.0, 25.44)","(31.0, 50.0, 48.666666666666664)","(31.0, 44.0, 42.18181818181818)","(10.0, 12.5, 12.434782608695652)","(101.0, 330.0, 256.6666666666667)","(6.5, 10.5, 10.18421052631579)","(2.35, 2.44, 2.4347945205479453)","(31.0, 44.0, 42.36363636363636)","(14.0, 19.5, 19.22222222222222)","(101.0, 620.0, 485.0)"
16-12-2022 13:50:33.744643,"(5.5, 5.8, 5.7343283582089555)","(51.0, 90.0, 84.44444444444444)","(17.0, 22.0, 21.363636363636363)","(41.0, 55.0, 53.38461538461539)","(17.0, 26.0, 25.44)","(31.0, 50.0, 48.666666666666664)","(31.0, 44.0, 42.18181818181818)","(10.0, 12.5, 12.465116279069768)","(101.0, 330.0, 260.0)","(6.5, 10.5, 10.431818181818182)","(2.35, 2.44, 2.4435294117647057)","(31.0, 44.0, 42.36363636363636)","(14.0, 19.5, 19.333333333333332)","(101.0, 620.0, 485.0)"
16-12-2022 13:50:35.224194,"(5.5, 5.8, 5.776033057851239)","(51.0, 90.0, 84.44444444444444)","(17.0, 22.0, 21.22222222222222)","(41.0, 55.0, 53.38461538461539)","(17.0, 26.0, 25.44)","(31.0, 50.0, 48.666666666666664)","(31.0, 44.0, 42.18181818181818)","(10.0, 13.0, 12.122641509433961)","(101.0, 320.0, 235.0)","(6.5, 10.5, 10.802631578947368)","(2.35, 2.46, 2.4318681318681317)","(31.0, 44.0, 41.0)","(14.0, 19.5, 19.25)","(101.0, 620.0, 485.0)"
16-12-2022 13:50:36.648756,"(5.5, 6.0, 5.944444444444445)","(51.0, 90.0, 84.44444444444444)","(17.0, 22.0, 21.29032258064516)","(41.0, 55.0, 53.38461538461539)","(17.0, 26.0, 25.44)","(31.0, 50.0, 48.666666666666664)","(31.0, 44.0, 42.18181818181818)","(10.0, 12.5, 12.080246913580247)","(101.0, 310.0, 230.0)","(6.5, 11.0, 10.53191489361702)","(2.35, 2.44, 2.416969696969697)","(31.0, 44.0, 41.0)","(14.0, 19.5, 19.272727272727273)","(101.0, 620.0, 485.0)"
16-12-2022 13:50:37.981763,"(5.5, 6.0, 5.944444444444445)","(51.0, 90.0, 84.44444444444444)","(17.0, 22.0, 21.29032258064516)","(41.0, 55.0, 53.38461538461539)","(17.0, 26.0, 25.333333333333332)","(31.0, 50.0, 48.666666666666664)","(31.0, 44.0, 42.18181818181818)","(10.0, 12.5, 12.098726114649681)","(101.0, 290.0, 245.0)","(6.5, 11.0, 10.410714285714286)","(2.35, 2.42, 2.415)","(31.0, 44.0, 41.0)","(14.0, 19.5, 19.6)","(101.0, 620.0, 485.0)"
16-12-2022 13:50:39.418727,"(5.5, 6.0, 5.973333333333334)","(51.0, 90.0, 83.33333333333333)","(17.0, 22.0, 21.29032258064516)","(41.0, 55.0, 53.38461538461539)","(17.0, 26.0, 24.217391304347824)","(31.0, 50.0, 48.666666666666664)","(31.0, 44.0, 42.18181818181818)","(10.0, 12.5, 12.04335260115607)","(101.0, 270.0, 228.33333333333334)","(6.5, 11.0, 10.459016393442623)","(2.35, 2.44, 2.415)","(31.0, 44.0, 41.0)","(14.0, 20.0, 19.72222222222222)","(101.0, 620.0, 485.0)"
16-12-2022 13:50:40.843568,"(5.5, 6.0, 5.965853658536585)","(51.0, 90.0, 83.33333333333333)","(17.0, 22.0, 21.29032258064516)","(41.0, 55.0, 62.16666666666667)","(17.0, 26.0, 24.7)","(31.0, 50.0, 48.666666666666664)","(31.0, 44.0, 42.18181818181818)","(10.0, 12.5, 12.04335260115607)","(101.0, 270.0, 228.33333333333334)","(6.5, 11.0, 10.083333333333334)","(2.35, 2.44, 2.427906976744186)","(31.0, 44.0, 39.63636363636363)","(14.0, 20.0, 19.72222222222222)","(101.0, 620.0, 485.0)"
16-12-2022 13:50:42.291922,"(5.5, 6.0, 5.939705882352941)","(51.0, 90.0, 83.33333333333333)","(17.0, 22.0, 21.333333333333332)","(41.0, 65.0, 58.62068965517241)","(17.0, 25.0, 24.4)","(31.0, 50.0, 48.90909090909091)","(31.0, 44.0, 42.166666666666664)","(10.0, 12.5, 11.98447204968944)","(101.0, 270.0, 228.33333333333334)","(6.5, 10.5, 10.128571428571428)","(2.35, 2.44, 2.4612903225806453)","(31.0, 44.0, 40.44444444444444)","(14.0, 20.0, 19.75)","(101.0, 620.0, 490.0)"
