,Raging Romeo,Athabascan,Seeknyoushallfind,Star Armbro,Destined To Rule,Bellezza Nera,Sidstrepo,Heza Head Honcho Nz,Boston Rob,Ultimate Rocker Nz,Tepelo Star
10-01-2023 19:26:43.798082,"(9.0, 13.5, 13.416666666666666)","(1.22, 1.47, 1.4651351351351352)","(51.0, 120.0, 92.0)","(13.0, 16.5, 14.833333333333334)","(26.0, 34.0, 32.88)","(21.0, 36.0, 30.923076923076923)","(20.0, 40.0, 31.333333333333332)","(31.0, 99999, 99990)","(81.0, 140.0, 116.0)","(16.0, 99999, 99990)","(101.0, 610.0, 360.0)"
10-01-2023 19:26:45.085238,"(9.0, 14.0, 13.875)","(1.22, 1.47, 1.4583870967741934)","(51.0, 120.0, 100.0)","(13.0, 16.5, 14.833333333333334)","(26.0, 34.0, 32.88)","(21.0, 34.0, 31.81818181818182)","(20.0, 38.0, 29.0)","(31.0, 99999, 99990)","(81.0, 140.0, 116.0)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:46.435752,"(9.0, 14.0, 13.4)","(1.22, 1.47, 1.464)","(51.0, 120.0, 100.0)","(13.0, 16.5, 14.833333333333334)","(26.0, 34.0, 32.88)","(21.0, 34.0, 31.81818181818182)","(20.0, 38.0, 29.428571428571427)","(31.0, 99999, 99990)","(81.0, 140.0, 116.0)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:47.758700,"(9.0, 14.5, 14.1)","(1.22, 1.47, 1.4583870967741934)","(51.0, 120.0, 100.0)","(13.0, 16.5, 14.714285714285714)","(26.0, 34.0, 32.88)","(21.0, 34.0, 31.81818181818182)","(20.0, 38.0, 29.142857142857142)","(31.0, 99999, 99990)","(81.0, 140.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:49.011482,"(9.0, 14.5, 13.625)","(1.22, 1.47, 1.4583870967741934)","(51.0, 120.0, 100.0)","(13.0, 16.5, 14.661290322580644)","(26.0, 34.0, 32.88)","(21.0, 34.0, 29.428571428571427)","(19.0, 36.0, 27.25)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:50.316052,"(9.0, 14.5, 13.625)","(1.22, 1.47, 1.4537499999999999)","(51.0, 120.0, 100.0)","(13.0, 16.5, 14.7)","(26.0, 34.0, 32.88)","(21.0, 32.0, 29.428571428571427)","(19.0, 36.0, 28.666666666666668)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:51.622223,"(9.0, 14.5, 13.45)","(1.22, 1.48, 1.4537499999999999)","(51.0, 120.0, 90.9090909090909)","(13.0, 15.5, 15.433333333333334)","(26.0, 34.0, 32.88)","(21.0, 32.0, 29.428571428571427)","(19.0, 34.0, 27.0)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:53.171854,"(9.0, 14.5, 13.3)","(1.22, 1.48, 1.4507258064516129)","(51.0, 120.0, 90.9090909090909)","(13.0, 15.5, 15.402173913043478)","(26.0, 34.0, 32.88)","(21.0, 32.0, 29.428571428571427)","(19.0, 34.0, 26.88888888888889)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:54.800525,"(9.0, 14.0, 13.67)","(1.22, 1.48, 1.4506976744186046)","(51.0, 120.0, 90.9090909090909)","(13.0, 15.5, 14.928571428571429)","(26.0, 34.0, 32.88)","(21.0, 32.0, 29.428571428571427)","(19.0, 34.0, 26.88888888888889)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:56.221618,"(9.0, 14.0, 13.67)","(1.22, 1.48, 1.46)","(51.0, 120.0, 100.0)","(13.0, 16.0, 14.8)","(26.0, 34.0, 32.88)","(21.0, 32.0, 29.428571428571427)","(19.0, 34.0, 26.88888888888889)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:57.764227,"(9.0, 14.0, 13.67)","(1.22, 1.47, 1.4537499999999999)","(51.0, 120.0, 97.14285714285714)","(13.0, 16.0, 15.0)","(26.0, 34.0, 32.88)","(21.0, 32.0, 29.428571428571427)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:26:59.057758,"(9.0, 14.0, 13.67)","(1.22, 1.46, 1.4537499999999999)","(51.0, 120.0, 97.14285714285714)","(13.0, 16.0, 15.0)","(26.0, 34.0, 32.88)","(21.0, 32.0, 33.0)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:27:00.411622,"(9.0, 13.5, 13.475)","(1.22, 1.46, 1.4537499999999999)","(51.0, 130.0, 114.0)","(13.0, 16.0, 15.872340425531915)","(26.0, 34.0, 32.88)","(21.0, 40.0, 29.444444444444443)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 360.0)"
10-01-2023 19:27:01.758633,"(9.0, 14.0, 13.583333333333334)","(1.22, 1.46, 1.4537499999999999)","(51.0, 130.0, 114.0)","(13.0, 16.0, 15.884615384615385)","(26.0, 34.0, 32.88)","(21.0, 38.0, 30.0)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 600.0, 425.0)"
10-01-2023 19:27:03.058810,"(9.0, 14.0, 13.475)","(1.22, 1.46, 1.4525)","(51.0, 130.0, 114.0)","(13.0, 16.0, 15.884615384615385)","(26.0, 34.0, 32.88)","(21.0, 36.0, 29.5)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 610.0, 425.0)"
10-01-2023 19:27:04.337150,"(9.0, 13.5, 13.475)","(1.22, 1.46, 1.4525)","(51.0, 130.0, 114.0)","(13.0, 16.0, 15.884615384615385)","(26.0, 34.0, 32.88)","(21.0, 32.0, 28.4)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 610.0, 425.0)"
10-01-2023 19:27:05.645488,"(9.0, 14.0, 13.25)","(1.22, 1.46, 1.4525)","(51.0, 130.0, 114.0)","(13.0, 16.0, 15.884615384615385)","(26.0, 34.0, 32.88)","(21.0, 32.0, 28.666666666666668)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 610.0, 554.2857142857142)"
10-01-2023 19:27:06.990894,"(9.0, 13.5, 13.409090909090908)","(1.22, 1.45, 1.4481818181818182)","(51.0, 130.0, 114.0)","(13.0, 16.0, 15.96938775510204)","(26.0, 34.0, 32.88)","(21.0, 30.0, 28.666666666666668)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 610.0, 554.2857142857142)"
10-01-2023 19:27:08.309941,"(9.0, 13.5, 13.28125)","(1.22, 1.45, 1.4491304347826086)","(51.0, 130.0, 114.0)","(13.0, 16.0, 15.96590909090909)","(26.0, 34.0, 32.88)","(21.0, 30.0, 28.666666666666668)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:09.605862,"(9.0, 13.5, 13.28125)","(1.22, 1.45, 1.4491304347826086)","(51.0, 130.0, 114.0)","(13.0, 16.0, 15.441176470588236)","(26.0, 34.0, 32.88)","(21.0, 30.0, 28.666666666666668)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:10.877036,"(9.0, 13.5, 13.28125)","(1.22, 1.45, 1.4491304347826086)","(51.0, 130.0, 114.0)","(13.0, 16.5, 16.063636363636363)","(26.0, 34.0, 32.88)","(21.0, 30.0, 28.666666666666668)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:12.190621,"(9.0, 13.5, 13.208333333333334)","(1.22, 1.45, 1.4491304347826086)","(51.0, 130.0, 114.0)","(13.0, 16.5, 15.933333333333334)","(26.0, 34.0, 32.88)","(21.0, 30.0, 28.666666666666668)","(19.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:13.550320,"(9.0, 13.5, 13.208333333333334)","(1.22, 1.45, 1.4481818181818182)","(51.0, 130.0, 114.0)","(13.0, 16.0, 16.153846153846153)","(26.0, 34.0, 33.0)","(21.0, 30.0, 28.666666666666668)","(19.0, 34.0, 28.857142857142858)","(31.0, 99999, 99990)","(81.0, 150.0, 115.71428571428571)","(16.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:14.851024,"(9.0, 13.5, 13.208333333333334)","(1.22, 1.45, 1.448)","(51.0, 130.0, 114.0)","(13.0, 16.5, 16.063636363636363)","(26.0, 34.0, 33.0)","(21.0, 30.0, 28.666666666666668)","(18.0, 34.0, 28.857142857142858)","(31.0, 99999, 99990)","(81.0, 150.0, 114.0)","(16.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:16.158842,"(9.0, 13.5, 13.208333333333334)","(1.22, 1.45, 1.4453333333333334)","(51.0, 130.0, 114.0)","(13.0, 16.5, 16.063636363636363)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 25.714285714285715)","(18.0, 34.0, 28.857142857142858)","(31.0, 99999, 99990)","(81.0, 150.0, 114.0)","(16.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:17.436035,"(9.0, 13.5, 13.208333333333334)","(1.22, 1.45, 1.4453333333333334)","(51.0, 130.0, 114.0)","(13.0, 16.5, 15.933333333333334)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 28.857142857142858)","(31.0, 99999, 99990)","(81.0, 150.0, 114.0)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:18.765543,"(9.0, 13.5, 13.208333333333334)","(1.22, 1.45, 1.4453333333333334)","(51.0, 130.0, 114.0)","(13.0, 16.0, 15.933333333333334)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 28.857142857142858)","(31.0, 99999, 99990)","(81.0, 150.0, 114.0)","(17.0, 99999, 99990)","(101.0, 610.0, 515.5555555555555)"
10-01-2023 19:27:20.157431,"(9.0, 13.5, 13.208333333333334)","(1.22, 1.45, 1.4453333333333334)","(51.0, 130.0, 114.0)","(13.0, 16.0, 16.063636363636363)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 28.857142857142858)","(31.0, 99999, 99990)","(81.0, 150.0, 114.0)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:21.463471,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.45, 1.4453333333333334)","(51.0, 130.0, 114.0)","(13.0, 16.5, 15.933333333333334)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 28.857142857142858)","(31.0, 99999, 99990)","(81.0, 150.0, 114.0)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:22.745020,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.45, 1.459)","(51.0, 130.0, 105.0)","(13.0, 16.0, 15.933333333333334)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 28.857142857142858)","(31.0, 99999, 99990)","(81.0, 150.0, 114.0)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:24.078628,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.46, 1.4583720930232558)","(51.0, 120.0, 105.0)","(13.0, 16.0, 16.063636363636363)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:25.499289,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4583720930232558)","(51.0, 120.0, 105.0)","(13.0, 16.5, 16.063636363636363)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:26.898403,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4542105263157894)","(51.0, 120.0, 105.0)","(13.0, 16.5, 15.933333333333334)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:28.258509,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4674137931034483)","(51.0, 120.0, 105.0)","(13.0, 16.0, 16.153846153846153)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:29.617395,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4674137931034483)","(51.0, 120.0, 105.0)","(13.0, 16.5, 15.933333333333334)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:31.018827,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4674137931034483)","(51.0, 120.0, 105.0)","(13.0, 16.0, 15.933333333333334)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.875)","(18.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:32.452547,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4674137931034483)","(51.0, 120.0, 102.0)","(13.0, 16.0, 16.160377358490567)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.153846153846153)","(18.0, 34.0, 26.8)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:33.838591,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4674137931034483)","(51.0, 130.0, 105.0)","(13.0, 16.5, 15.934782608695652)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.153846153846153)","(18.0, 34.0, 27.6)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:35.163919,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4674137931034483)","(51.0, 120.0, 105.0)","(13.0, 16.0, 15.934782608695652)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.153846153846153)","(18.0, 34.0, 27.6)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:36.515499,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4674137931034483)","(51.0, 120.0, 105.0)","(13.0, 16.0, 16.160377358490567)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.153846153846153)","(18.0, 34.0, 27.6)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 600.0, 561.25)"
10-01-2023 19:27:37.882530,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4674137931034483)","(51.0, 120.0, 102.85714285714286)","(13.0, 16.5, 16.071428571428573)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.153846153846153)","(18.0, 34.0, 27.6)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:39.263240,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4674137931034483)","(51.0, 120.0, 102.85714285714286)","(13.0, 16.5, 16.071428571428573)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.153846153846153)","(18.0, 34.0, 27.6)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:40.634658,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4646511627906977)","(51.0, 120.0, 102.85714285714286)","(13.0, 16.5, 15.934782608695652)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 26.153846153846153)","(18.0, 34.0, 27.6)","(31.0, 99999, 99990)","(81.0, 150.0, 117.85714285714286)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:42.052144,"(9.0, 13.5, 13.330188679245284)","(1.22, 1.47, 1.4628865979381442)","(51.0, 120.0, 100.0)","(13.0, 16.0, 15.333333333333334)","(26.0, 34.0, 33.04761904761905)","(21.0, 30.0, 25.833333333333332)","(16.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 150.0, 114.0)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:43.384059,"(9.0, 13.5, 13.4375)","(1.22, 1.47, 1.4635514018691589)","(51.0, 120.0, 96.66666666666667)","(13.0, 16.0, 15.936170212765957)","(26.0, 34.0, 33.0)","(21.0, 30.0, 25.76923076923077)","(16.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 150.0, 114.0)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:44.717493,"(9.0, 13.5, 13.4375)","(1.22, 1.47, 1.4593846153846153)","(51.0, 110.0, 96.66666666666667)","(13.0, 16.0, 16.166666666666668)","(26.0, 34.0, 33.0)","(21.0, 30.0, 25.76923076923077)","(16.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 150.0, 125.0)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:46.081469,"(9.0, 13.5, 13.4375)","(1.22, 1.47, 1.4593846153846153)","(51.0, 110.0, 96.66666666666667)","(13.0, 16.5, 15.576923076923077)","(26.0, 34.0, 33.0)","(21.0, 30.0, 25.76923076923077)","(16.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:47.478310,"(9.0, 13.5, 13.4375)","(1.22, 1.47, 1.4784146341463416)","(51.0, 110.0, 96.66666666666667)","(13.0, 16.5, 15.576923076923077)","(26.0, 34.0, 33.0)","(21.0, 30.0, 27.0)","(16.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:48.816467,"(9.0, 13.5, 13.4375)","(1.22, 1.49, 1.4738461538461538)","(51.0, 110.0, 96.66666666666667)","(13.0, 16.5, 15.576923076923077)","(26.0, 34.0, 33.0)","(21.0, 28.0, 25.142857142857142)","(16.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:50.254225,"(9.0, 13.5, 13.4375)","(1.22, 1.48, 1.4738461538461538)","(51.0, 110.0, 96.66666666666667)","(13.0, 16.5, 15.576923076923077)","(26.0, 34.0, 33.0)","(21.0, 28.0, 25.142857142857142)","(16.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(17.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:51.704442,"(10.0, 13.5, 13.4375)","(1.24, 1.48, 1.468235294117647)","(61.0, 110.0, 96.66666666666667)","(13.0, 16.5, 15.576923076923077)","(26.0, 34.0, 33.0)","(21.0, 28.0, 25.714285714285715)","(15.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(19.0, 99999, 99990)","(101.0, 610.0, 561.25)"
10-01-2023 19:27:53.104841,"(10.0, 13.5, 13.4375)","(1.24, 1.48, 1.468888888888889)","(61.0, 110.0, 96.66666666666667)","(13.0, 16.5, 15.576923076923077)","(26.0, 34.0, 33.0)","(21.0, 28.0, 25.2)","(15.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(19.0, 99999, 99990)","(101.0, 610.0, 515.5555555555555)"
10-01-2023 19:27:54.557979,"(10.0, 13.5, 13.4375)","(1.24, 1.48, 1.4764071856287424)","(61.0, 110.0, 96.66666666666667)","(13.0, 16.5, 15.576923076923077)","(26.0, 34.0, 33.0)","(21.0, 27.0, 25.333333333333332)","(15.0, 34.0, 27.6)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(19.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:56.125752,"(10.0, 13.5, 13.4375)","(1.24, 1.49, 1.4742105263157894)","(61.0, 110.0, 96.66666666666667)","(13.0, 16.5, 17.115384615384617)","(26.0, 34.0, 33.0)","(21.0, 28.0, 24.142857142857142)","(15.0, 34.0, 27.5)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(19.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:57.763158,"(10.0, 13.5, 13.428571428571429)","(1.24, 1.48, 1.4694736842105263)","(61.0, 110.0, 96.66666666666667)","(13.0, 17.5, 17.25)","(26.0, 34.0, 33.0)","(19.0, 25.0, 23.8)","(15.0, 32.0, 27.5)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(19.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:27:59.408849,"(10.0, 13.5, 13.428571428571429)","(1.24, 1.48, 1.4694594594594594)","(61.0, 110.0, 96.66666666666667)","(13.0, 17.5, 17.25)","(26.0, 34.0, 33.111111111111114)","(19.0, 25.0, 23.125)","(15.0, 32.0, 27.5)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(19.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:28:00.990527,"(10.0, 13.5, 13.428571428571429)","(1.24, 1.47, 1.4684905660377359)","(61.0, 110.0, 96.66666666666667)","(13.0, 17.5, 17.25)","(26.0, 34.0, 33.111111111111114)","(19.0, 25.0, 24.142857142857142)","(15.0, 32.0, 27.5)","(41.0, 99999, 99990)","(81.0, 140.0, 126.66666666666667)","(19.0, 99999, 99990)","(101.0, 600.0, 515.5555555555555)"
10-01-2023 19:28:02.744792,"(10.0, 13.5, 13.4375)","(1.24, 1.47, 1.4653956834532373)","(61.0, 110.0, 96.66666666666667)","(13.0, 17.5, 17.285714285714285)","(26.0, 34.0, 32.90909090909091)","(20.0, 25.0, 25.5)","(15.0, 32.0, 26.0)","(41.0, 99999, 99990)","(81.0, 140.0, 113.33333333333333)","(19.0, 99999, 99990)","(101.0, 590.0, 543.75)"
10-01-2023 19:28:04.483691,"(10.0, 13.5, 13.4375)","(1.24, 1.47, 1.4613483146067416)","(61.0, 110.0, 95.0)","(13.0, 17.5, 17.363636363636363)","(26.0, 34.0, 32.90909090909091)","(20.0, 27.0, 25.333333333333332)","(15.0, 32.0, 26.0)","(41.0, 99999, 99990)","(81.0, 140.0, 106.66666666666667)","(19.0, 99999, 99990)","(101.0, 590.0, 507.7777777777778)"
10-01-2023 19:28:05.870035,"(10.0, 13.5, 13.461538461538462)","(1.24, 1.47, 1.4615384615384615)","(61.0, 110.0, 95.0)","(13.0, 17.5, 17.363636363636363)","(26.0, 34.0, 32.90909090909091)","(20.0, 26.0, 24.666666666666668)","(15.0, 32.0, 26.0)","(41.0, 99999, 99990)","(81.0, 140.0, 106.66666666666667)","(19.0, 99999, 99990)","(101.0, 590.0, 507.7777777777778)"
10-01-2023 19:28:07.302582,"(10.0, 13.5, 13.416666666666666)","(1.24, 1.47, 1.4595945945945945)","(61.0, 110.0, 95.0)","(13.0, 17.5, 17.363636363636363)","(26.0, 34.0, 32.5)","(20.0, 26.0, 24.666666666666668)","(15.0, 32.0, 26.0)","(41.0, 99999, 99990)","(81.0, 140.0, 106.66666666666667)","(17.0, 99999, 99990)","(101.0, 590.0, 507.7777777777778)"
10-01-2023 19:28:08.709927,"(10.0, 13.5, 13.416666666666666)","(1.24, 1.47, 1.4595945945945945)","(61.0, 110.0, 95.0)","(13.0, 17.5, 17.363636363636363)","(26.0, 34.0, 32.470588235294116)","(20.0, 26.0, 24.666666666666668)","(15.0, 32.0, 26.0)","(41.0, 99999, 99990)","(81.0, 140.0, 115.0)","(17.0, 99999, 99990)","(101.0, 590.0, 507.7777777777778)"
10-01-2023 19:28:10.111802,"(10.0, 13.5, 13.416666666666666)","(1.24, 1.47, 1.4595945945945945)","(61.0, 110.0, 95.0)","(13.0, 17.5, 17.363636363636363)","(26.0, 34.0, 32.470588235294116)","(20.0, 26.0, 24.125)","(17.0, 32.0, 26.0)","(41.0, 99999, 99990)","(81.0, 130.0, 112.5)","(17.0, 99999, 99990)","(101.0, 590.0, 507.7777777777778)"
10-01-2023 19:28:11.690798,"(10.0, 13.5, 13.227272727272727)","(1.24, 1.47, 1.4595945945945945)","(61.0, 110.0, 95.0)","(13.0, 17.5, 17.363636363636363)","(26.0, 34.0, 32.470588235294116)","(20.0, 26.0, 24.125)","(17.0, 32.0, 26.0)","(41.0, 99999, 99990)","(81.0, 130.0, 112.5)","(17.0, 99999, 99990)","(101.0, 590.0, 543.75)"
10-01-2023 19:28:13.231682,"(10.0, 13.5, 13.357142857142858)","(1.24, 1.47, 1.4595945945945945)","(61.0, 110.0, 95.0)","(13.0, 17.5, 17.40909090909091)","(26.0, 34.0, 31.785714285714285)","(20.0, 26.0, 25.210526315789473)","(17.0, 32.0, 26.0)","(41.0, 99999, 99990)","(81.0, 130.0, 112.5)","(17.0, 99999, 99990)","(101.0, 590.0, 543.75)"
