,The Big One,Renato,Trespassing,Altomega,Eye Opener,Scenic Ruler,Supersession,My Top Secret,Rising Commodity,Cherry Bay,Prinsessa Anja,Marmooga
11-01-2023 16:02:57.104224,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.011304347826087)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 165.71428571428572)","(5.5, 6.8, 6.466666666666667)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 155.0)","(61.0, 190.0, 153.33333333333331)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:02:59.233624,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0127272727272727)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 165.71428571428572)","(5.5, 6.8, 6.6)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 155.0)","(61.0, 190.0, 153.33333333333331)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:01.429368,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.026153846153846)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 165.71428571428572)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 106.66666666666666)","(71.0, 190.0, 155.0)","(61.0, 190.0, 153.33333333333331)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:03.436828,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 2.92)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.714285714285714)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 148.0)","(61.0, 190.0, 153.33333333333331)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:05.328268,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0353846153846153)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 148.0)","(61.0, 190.0, 153.33333333333331)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:07.421326,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0353846153846153)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 148.0)","(61.0, 190.0, 153.33333333333331)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:09.325231,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0353846153846153)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.7)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 148.0)","(61.0, 190.0, 153.33333333333331)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:11.350514,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0353846153846153)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 148.0)","(61.0, 190.0, 153.33333333333331)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:13.120510,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0812048192771084)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.714285714285714)","(51.0, 190.0, 100.0)","(71.0, 190.0, 120.0)","(61.0, 190.0, 116.66666666666666)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:14.956057,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0424)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 120.0)","(61.0, 190.0, 116.66666666666666)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:16.774954,"(7.5, 11.0, 10.6)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0424)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.725)","(51.0, 190.0, 100.0)","(71.0, 190.0, 120.0)","(61.0, 190.0, 116.66666666666666)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:18.561499,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0672727272727274)","(101.0, 220.0, 137.5)","(18.0, 50.0, 47.83333333333333)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.6)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:20.447626,"(7.5, 11.0, 9.35)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0672727272727274)","(101.0, 220.0, 137.5)","(18.0, 50.0, 47.83333333333333)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.7)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:22.570824,"(7.5, 11.0, 9.35)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0672727272727274)","(101.0, 220.0, 137.5)","(18.0, 50.0, 47.83333333333333)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.7)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:24.813568,"(7.5, 11.0, 9.35)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0672727272727274)","(101.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.7)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:27.207431,"(7.5, 11.0, 9.35)","(10.0, 12.0, 11.407407407407407)","(2.6, 3.1, 3.0938461538461537)","(101.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:30.902919,"(7.5, 11.0, 9.35)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.1, 3.0938461538461537)","(101.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:33.180443,"(7.5, 11.0, 9.424999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.1, 3.0083333333333333)","(101.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:35.057436,"(7.5, 11.0, 9.424999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.1, 3.045)","(101.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 165.71428571428572)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 120.0)","(61.0, 190.0, 157.14285714285714)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:36.995927,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.1, 3.045)","(101.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 165.71428571428572)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 120.0)","(61.0, 190.0, 157.14285714285714)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:38.856622,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.1, 3.045)","(101.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 153.33333333333331)","(61.0, 190.0, 151.66666666666669)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:40.630388,"(7.5, 11.0, 9.424999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.1, 3.0890909090909093)","(101.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 153.33333333333331)","(61.0, 190.0, 151.66666666666669)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:42.464559,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.1, 3.0890909090909093)","(101.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 153.33333333333331)","(61.0, 190.0, 151.66666666666669)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:44.245882,"(7.5, 11.0, 9.424999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.1, 2.925333333333333)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.714285714285714)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 153.33333333333331)","(61.0, 190.0, 151.66666666666669)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:46.115359,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 160.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 153.33333333333331)","(61.0, 190.0, 151.66666666666669)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:47.950917,"(7.5, 11.0, 9.424999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:49.721397,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:51.446105,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:53.479692,"(7.5, 11.0, 9.424999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:55.513667,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.9083333333333337)"
11-01-2023 16:03:57.304531,"(7.5, 11.0, 9.424999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.68)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.813636363636364)"
11-01-2023 16:03:59.140719,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.813636363636364)"
11-01-2023 16:04:01.058786,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.813636363636364)"
11-01-2023 16:04:02.830443,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.92)","(91.0, 220.0, 137.5)","(18.0, 50.0, 37.0)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.813636363636364)"
11-01-2023 16:04:04.546372,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.925333333333333)","(91.0, 220.0, 137.5)","(18.0, 50.0, 41.33333333333333)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.813636363636364)"
11-01-2023 16:04:06.355318,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.925333333333333)","(91.0, 220.0, 137.5)","(18.0, 50.0, 41.33333333333333)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 122.5)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.813636363636364)"
11-01-2023 16:04:08.206273,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.925333333333333)","(91.0, 220.0, 137.5)","(18.0, 50.0, 41.33333333333333)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 122.5)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 120.0)","(3.3, 3.95, 3.813636363636364)"
11-01-2023 16:04:10.040889,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.8755555555555556)","(101.0, 220.0, 160.0)","(18.0, 50.0, 41.33333333333333)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 134.0)","(3.3, 3.95, 3.787719298245614)"
11-01-2023 16:04:11.727258,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.8755555555555556)","(101.0, 220.0, 160.0)","(18.0, 50.0, 41.33333333333333)","(71.0, 200.0, 120.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 100.0)","(71.0, 190.0, 116.66666666666666)","(61.0, 190.0, 113.33333333333334)","(91.0, 160.0, 134.0)","(3.3, 3.95, 3.787719298245614)"
11-01-2023 16:04:13.309332,"(7.5, 11.0, 9.649999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.7303703703703706)","(101.0, 220.0, 157.5)","(18.0, 50.0, 48.14285714285714)","(71.0, 200.0, 140.0)","(5.5, 6.8, 6.5)","(51.0, 190.0, 149.5)","(71.0, 190.0, 135.0)","(61.0, 190.0, 121.0)","(91.0, 160.0, 127.5)","(3.3, 3.95, 3.787719298245614)"
11-01-2023 16:04:14.934071,"(7.5, 11.0, 9.457142857142857)","(10.0, 12.0, 11.535714285714286)","(2.6, 3.0, 2.84)","(101.0, 220.0, 173.125)","(18.0, 50.0, 45.0)","(71.0, 200.0, 113.75)","(5.5, 6.8, 6.5)","(51.0, 190.0, 112.0)","(71.0, 190.0, 135.0)","(61.0, 190.0, 121.0)","(101.0, 160.0, 127.5)","(3.3, 3.95, 3.787719298245614)"
11-01-2023 16:04:16.606845,"(7.5, 11.0, 9.457142857142857)","(10.0, 12.0, 11.535714285714286)","(2.6, 2.96, 2.8676923076923075)","(101.0, 220.0, 173.125)","(18.0, 50.0, 45.0)","(71.0, 200.0, 113.75)","(5.5, 6.8, 6.5)","(51.0, 190.0, 112.0)","(71.0, 190.0, 135.0)","(61.0, 190.0, 121.0)","(101.0, 160.0, 127.5)","(3.3, 3.95, 3.787719298245614)"
11-01-2023 16:04:18.249957,"(7.5, 11.0, 9.457142857142857)","(10.0, 12.0, 11.535714285714286)","(2.6, 2.96, 2.8676923076923075)","(101.0, 220.0, 130.0)","(18.0, 50.0, 45.0)","(71.0, 200.0, 113.75)","(5.5, 6.8, 6.5)","(51.0, 190.0, 112.0)","(71.0, 190.0, 111.25)","(61.0, 190.0, 132.5)","(101.0, 160.0, 115.0)","(3.3, 3.95, 3.787719298245614)"
11-01-2023 16:04:19.863257,"(7.5, 11.0, 9.457142857142857)","(10.0, 12.0, 11.535714285714286)","(2.6, 2.96, 2.8676923076923075)","(101.0, 220.0, 130.0)","(18.0, 50.0, 42.0)","(71.0, 200.0, 113.75)","(5.5, 6.8, 6.5)","(51.0, 190.0, 112.0)","(71.0, 190.0, 111.25)","(61.0, 190.0, 132.5)","(101.0, 160.0, 115.0)","(3.3, 3.95, 3.787719298245614)"
11-01-2023 16:04:21.445559,"(7.5, 11.0, 9.457142857142857)","(10.0, 12.0, 11.535714285714286)","(2.6, 2.96, 2.8676923076923075)","(101.0, 220.0, 130.0)","(18.0, 50.0, 42.333333333333336)","(71.0, 200.0, 113.75)","(5.5, 6.8, 6.5)","(51.0, 190.0, 112.0)","(71.0, 190.0, 111.25)","(61.0, 190.0, 132.5)","(101.0, 160.0, 115.0)","(3.3, 3.95, 3.787719298245614)"
11-01-2023 16:04:23.106712,"(7.5, 11.0, 9.457142857142857)","(10.0, 12.0, 11.535714285714286)","(2.6, 2.96, 2.8676923076923075)","(101.0, 220.0, 130.0)","(18.0, 50.0, 42.333333333333336)","(71.0, 200.0, 113.75)","(5.5, 6.8, 6.5)","(51.0, 190.0, 112.0)","(71.0, 190.0, 111.25)","(61.0, 190.0, 132.5)","(101.0, 160.0, 115.0)","(3.3, 3.95, 3.787719298245614)"
11-01-2023 16:04:24.722151,"(7.5, 11.0, 9.457142857142857)","(10.0, 12.0, 11.8125)","(2.6, 2.96, 2.9470967741935485)","(101.0, 220.0, 160.0)","(18.0, 50.0, 47.90909090909091)","(71.0, 200.0, 150.71428571428572)","(5.5, 6.8, 6.5)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 111.25)","(61.0, 190.0, 151.66666666666669)","(101.0, 160.0, 130.0)","(3.3, 3.95, 3.872916666666667)"
11-01-2023 16:04:26.388484,"(7.5, 11.0, 9.457142857142857)","(10.0, 12.0, 11.8125)","(2.6, 2.96, 2.886153846153846)","(101.0, 220.0, 160.0)","(18.0, 50.0, 47.90909090909091)","(71.0, 200.0, 150.71428571428572)","(5.5, 6.8, 6.5)","(51.0, 190.0, 146.66666666666669)","(71.0, 190.0, 111.25)","(61.0, 190.0, 151.66666666666669)","(101.0, 160.0, 130.0)","(3.3, 3.95, 3.872916666666667)"
11-01-2023 16:04:27.995823,"(7.5, 11.0, 9.457142857142857)","(10.0, 12.0, 11.8125)","(2.6, 2.96, 2.886153846153846)","(101.0, 220.0, 137.5)","(18.0, 50.0, 47.90909090909091)","(71.0, 200.0, 150.71428571428572)","(5.5, 6.8, 6.68)","(51.0, 190.0, 115.0)","(71.0, 190.0, 111.25)","(61.0, 190.0, 124.0)","(101.0, 160.0, 130.0)","(3.3, 3.95, 3.872916666666667)"
11-01-2023 16:04:29.657170,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.8125)","(2.6, 2.96, 2.886153846153846)","(101.0, 220.0, 137.5)","(18.0, 50.0, 47.90909090909091)","(71.0, 200.0, 161.66666666666669)","(5.5, 6.8, 6.68)","(51.0, 190.0, 127.5)","(71.0, 190.0, 120.0)","(61.0, 190.0, 135.0)","(101.0, 160.0, 136.0)","(3.3, 3.95, 3.872916666666667)"
11-01-2023 16:04:31.547851,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.8125)","(2.6, 2.96, 2.886153846153846)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.083333333333336)","(71.0, 200.0, 161.66666666666669)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 127.5)","(71.0, 190.0, 111.25)","(61.0, 190.0, 135.0)","(101.0, 160.0, 136.0)","(3.3, 3.95, 3.872916666666667)"
11-01-2023 16:04:33.298524,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.8125)","(2.6, 2.96, 2.9470967741935485)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.083333333333336)","(71.0, 200.0, 161.66666666666669)","(5.5, 6.8, 6.733333333333333)","(51.0, 190.0, 127.5)","(71.0, 190.0, 111.25)","(61.0, 190.0, 135.0)","(101.0, 160.0, 136.0)","(3.3, 3.95, 3.872916666666667)"
11-01-2023 16:04:35.230379,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.8125)","(2.6, 2.96, 2.918461538461538)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.083333333333336)","(71.0, 200.0, 126.66666666666666)","(5.5, 6.8, 6.6)","(51.0, 190.0, 127.5)","(71.0, 190.0, 111.25)","(61.0, 190.0, 120.0)","(101.0, 160.0, 136.0)","(3.3, 3.95, 3.872916666666667)"
11-01-2023 16:04:37.058802,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.8125)","(2.6, 2.96, 2.886153846153846)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.083333333333336)","(71.0, 200.0, 126.66666666666666)","(5.5, 6.8, 6.6)","(51.0, 190.0, 127.5)","(71.0, 190.0, 111.25)","(61.0, 190.0, 120.0)","(101.0, 160.0, 136.0)","(3.3, 3.95, 3.905263157894737)"
11-01-2023 16:04:38.941469,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 2.96, 2.921818181818182)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.083333333333336)","(71.0, 200.0, 126.66666666666666)","(5.5, 6.8, 6.6)","(51.0, 190.0, 110.0)","(71.0, 190.0, 111.25)","(61.0, 190.0, 137.5)","(101.0, 160.0, 120.0)","(3.3, 3.95, 3.905263157894737)"
11-01-2023 16:04:40.713623,"(7.5, 11.0, 9.799999999999999)","(10.0, 12.0, 11.535714285714286)","(2.6, 2.96, 2.9276923076923076)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.083333333333336)","(71.0, 200.0, 126.66666666666666)","(5.5, 6.8, 6.6)","(51.0, 190.0, 110.0)","(71.0, 190.0, 111.25)","(61.0, 190.0, 120.0)","(101.0, 160.0, 120.0)","(3.3, 3.95, 3.9069620253164556)"
11-01-2023 16:04:42.501370,"(7.5, 11.0, 10.336842105263159)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.96, 2.966666666666667)","(101.0, 220.0, 137.5)","(18.0, 50.0, 48.083333333333336)","(71.0, 200.0, 126.66666666666666)","(5.5, 6.8, 6.5200000000000005)","(51.0, 190.0, 110.0)","(71.0, 190.0, 111.25)","(61.0, 190.0, 120.0)","(101.0, 160.0, 120.0)","(3.3, 3.95, 3.9038461538461537)"
11-01-2023 16:04:44.230411,"(7.5, 10.5, 9.128)","(10.0, 12.0, 11.541666666666666)","(2.6, 2.98, 2.8981132075471696)","(101.0, 220.0, 178.75)","(18.0, 50.0, 46.85714285714286)","(71.0, 200.0, 126.66666666666666)","(5.5, 7.0, 6.7)","(51.0, 190.0, 155.71428571428572)","(71.0, 190.0, 111.25)","(61.0, 190.0, 120.0)","(101.0, 160.0, 120.0)","(3.3, 3.95, 3.944029850746269)"
11-01-2023 16:04:46.017090,"(7.5, 9.8, 8.542857142857143)","(10.0, 12.0, 11.541666666666666)","(2.6, 3.0, 2.8981132075471696)","(101.0, 220.0, 178.75)","(18.0, 50.0, 46.85714285714286)","(71.0, 200.0, 126.66666666666666)","(5.5, 7.0, 6.775)","(51.0, 190.0, 155.71428571428572)","(71.0, 190.0, 111.25)","(61.0, 190.0, 137.5)","(101.0, 160.0, 120.0)","(3.3, 3.95, 3.944029850746269)"
