,The Big One,Renato,Trespassing,Altomega,Eye Opener,Scenic Ruler,Supersession,My Top Secret,Rising Commodity,Cherry Bay,Prinsessa Anja,Marmooga
11-01-2023 16:10:26.647543,"(8.0, 12.0, 11.512987012987013)","(10.0, 11.5, 11.214285714285714)","(2.6, 2.96, 2.924)","(81.0, 190.0, 143.33333333333334)","(19.0, 30.0, 27.0)","(81.0, 200.0, 174.16666666666669)","(5.5, 7.0, 6.7)","(51.0, 170.0, 123.33333333333333)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 95.45454545454545)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7552884615384614)"
11-01-2023 16:10:28.151362,"(8.0, 12.0, 11.512987012987013)","(10.0, 11.5, 11.214285714285714)","(2.6, 2.96, 2.924)","(81.0, 190.0, 143.33333333333334)","(19.0, 30.0, 29.0)","(81.0, 190.0, 137.5)","(5.5, 7.0, 6.7)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 95.45454545454545)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7552884615384614)"
11-01-2023 16:10:29.570752,"(8.0, 12.0, 11.166666666666666)","(10.0, 11.5, 11.4375)","(2.6, 2.96, 2.924)","(81.0, 190.0, 143.33333333333334)","(19.0, 30.0, 31.066666666666666)","(81.0, 180.0, 137.5)","(5.5, 7.0, 6.672727272727273)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 95.45454545454545)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7552884615384614)"
11-01-2023 16:10:30.899957,"(8.0, 11.5, 11.136363636363637)","(10.0, 11.5, 11.4375)","(2.6, 2.96, 2.924)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 30.055555555555557)","(81.0, 180.0, 137.5)","(5.5, 7.0, 6.672727272727273)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 95.45454545454545)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:32.267144,"(8.0, 11.5, 11.136363636363637)","(10.0, 11.5, 11.4375)","(2.6, 2.96, 2.924)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 30.055555555555557)","(81.0, 180.0, 137.5)","(5.5, 7.0, 6.550000000000001)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 95.45454545454545)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:33.635359,"(8.0, 11.5, 11.136363636363637)","(10.0, 11.5, 11.4375)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 30.055555555555557)","(81.0, 180.0, 137.5)","(5.5, 7.0, 6.550000000000001)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 95.45454545454545)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:34.944720,"(8.0, 11.5, 11.136363636363637)","(10.0, 11.5, 11.4375)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 30.055555555555557)","(81.0, 180.0, 137.5)","(5.5, 7.0, 6.550000000000001)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 95.45454545454545)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:36.334719,"(8.0, 11.5, 11.136363636363637)","(10.0, 11.5, 11.4375)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 27.5)","(81.0, 180.0, 137.5)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 95.45454545454545)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:37.655323,"(8.0, 12.0, 10.735955056179776)","(10.0, 11.5, 11.125)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.0)","(81.0, 180.0, 137.5)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:39.107417,"(8.0, 12.0, 11.272727272727273)","(10.0, 11.5, 11.15625)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.0)","(81.0, 180.0, 132.5)","(5.5, 7.0, 6.775)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:40.573826,"(8.0, 11.5, 11.291666666666666)","(10.0, 11.5, 11.194444444444445)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.0)","(81.0, 170.0, 132.5)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:42.098729,"(8.0, 12.0, 11.073170731707316)","(10.0, 11.5, 11.202702702702704)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.0)","(81.0, 170.0, 119.375)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:43.503908,"(8.0, 12.0, 11.073170731707316)","(10.0, 11.5, 11.202702702702704)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.0)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:44.895732,"(8.0, 12.0, 11.073170731707316)","(10.0, 11.5, 11.202702702702704)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.0)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:46.278695,"(8.0, 12.0, 11.073170731707316)","(10.0, 11.5, 11.202702702702704)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 162.0)","(19.0, 32.0, 29.0)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 146.66666666666666)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:47.628698,"(8.0, 12.0, 11.073170731707316)","(10.0, 11.5, 11.202702702702704)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 162.0)","(19.0, 32.0, 29.0)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 146.66666666666666)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:48.991006,"(8.0, 12.0, 11.073170731707316)","(10.0, 11.5, 11.202702702702704)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 162.0)","(19.0, 32.0, 29.0)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 146.66666666666666)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 80.55555555555556)","(91.0, 150.0, 114.28571428571429)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:50.337868,"(8.0, 12.0, 11.073170731707316)","(10.0, 11.5, 11.202702702702704)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 162.0)","(19.0, 32.0, 29.0)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 77.5)","(91.0, 150.0, 122.22222222222223)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:51.752984,"(8.0, 12.0, 11.073170731707316)","(10.0, 11.5, 11.202702702702704)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 85.0)","(91.0, 150.0, 114.28571428571429)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:53.214996,"(8.0, 12.0, 11.073170731707316)","(10.0, 11.5, 11.202702702702704)","(2.6, 2.96, 2.923720930232558)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 160.0, 116.66666666666667)","(5.5, 7.0, 6.485714285714286)","(51.0, 170.0, 146.66666666666666)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 85.0)","(91.0, 150.0, 121.42857142857143)","(3.3, 3.8, 3.7530726256983242)"
11-01-2023 16:10:54.697080,"(8.0, 12.0, 11.25)","(10.0, 11.5, 11.360759493670885)","(2.6, 2.96, 3.0617647058823527)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.314285714285714)","(51.0, 170.0, 146.66666666666666)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 89.28571428571429)","(91.0, 150.0, 125.0)","(3.3, 3.8, 3.7081967213114755)"
11-01-2023 16:10:56.166157,"(8.0, 11.5, 11.125)","(10.0, 11.5, 11.360759493670885)","(2.6, 3.15, 3.0547619047619046)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.314285714285714)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 75.0)","(91.0, 150.0, 115.38461538461539)","(3.3, 3.8, 3.6790322580645163)"
11-01-2023 16:10:57.671864,"(8.0, 11.5, 11.18421052631579)","(10.0, 11.5, 11.355263157894736)","(2.6, 3.15, 3.0547619047619046)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.314285714285714)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.7, 3.6790322580645163)"
11-01-2023 16:10:59.031519,"(8.0, 11.5, 11.18421052631579)","(10.0, 11.5, 11.355263157894736)","(2.6, 3.15, 3.0999999999999996)","(81.0, 190.0, 162.0)","(19.0, 32.0, 29.75)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.571428571428572)","(51.0, 170.0, 123.33333333333333)","(71.0, 190.0, 158.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.7, 3.591666666666667)"
11-01-2023 16:11:00.429274,"(8.0, 11.5, 11.18421052631579)","(10.0, 11.5, 11.3625)","(2.6, 3.15, 3.1096153846153847)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.9491525423728815)","(51.0, 170.0, 142.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.6, 3.52)"
11-01-2023 16:11:01.785129,"(8.0, 11.5, 11.18421052631579)","(10.0, 11.5, 11.3625)","(2.6, 3.15, 3.230769230769231)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.666666666666667)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.55, 3.414285714285714)"
11-01-2023 16:11:03.133634,"(8.0, 11.5, 11.18421052631579)","(10.0, 11.5, 11.109756097560975)","(2.6, 3.3, 3.230769230769231)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.5)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.45, 3.4338709677419357)"
11-01-2023 16:11:04.482975,"(8.0, 11.5, 11.18421052631579)","(10.0, 11.5, 11.109756097560975)","(2.6, 3.3, 3.2454545454545456)","(81.0, 190.0, 162.0)","(19.0, 32.0, 29.75)","(81.0, 160.0, 119.375)","(5.5, 7.0, 6.672727272727273)","(51.0, 170.0, 135.0)","(71.0, 190.0, 158.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.45, 3.416666666666667)"
11-01-2023 16:11:05.876938,"(8.0, 11.5, 11.18421052631579)","(10.0, 11.5, 11.109756097560975)","(2.6, 3.3, 3.2181818181818183)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 160.0, 128.0)","(5.5, 7.0, 6.714285714285714)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.45, 3.4517241379310346)"
11-01-2023 16:11:07.292865,"(8.0, 11.5, 11.18421052631579)","(10.0, 11.5, 11.109756097560975)","(2.6, 3.3, 3.225)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 150.0, 115.625)","(5.5, 7.0, 6.333333333333334)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.5, 3.476923076923077)"
11-01-2023 16:11:08.731458,"(8.0, 11.5, 10.646067415730338)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.25, 3.2333333333333334)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.75)","(81.0, 150.0, 115.625)","(5.5, 7.0, 6.5)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.55, 3.420967741935484)"
11-01-2023 16:11:10.171059,"(8.0, 12.0, 11.136363636363637)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.3, 3.2333333333333334)","(81.0, 190.0, 143.33333333333334)","(19.0, 32.0, 29.0)","(81.0, 150.0, 115.625)","(5.5, 7.0, 6.5200000000000005)","(51.0, 170.0, 135.0)","(71.0, 190.0, 136.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 123.0)","(3.3, 3.45, 3.4203125)"
11-01-2023 16:11:11.603439,"(8.0, 12.0, 11.173913043478262)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.3, 3.2357142857142858)","(81.0, 190.0, 183.33333333333334)","(19.0, 32.0, 30.285714285714285)","(81.0, 150.0, 145.0)","(5.5, 7.0, 6.576470588235294)","(51.0, 170.0, 163.33333333333334)","(71.0, 190.0, 176.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.45, 3.348684210526316)"
11-01-2023 16:11:13.052647,"(8.0, 12.0, 11.565217391304348)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.3, 3.21)","(81.0, 190.0, 183.33333333333334)","(19.0, 36.0, 32.857142857142854)","(81.0, 150.0, 145.0)","(5.5, 7.0, 6.576470588235294)","(51.0, 170.0, 163.33333333333334)","(71.0, 190.0, 176.66666666666666)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.352439024390244)"
11-01-2023 16:11:14.397631,"(8.5, 12.0, 11.565217391304348)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.3, 3.196153846153846)","(91.0, 190.0, 183.33333333333334)","(19.0, 34.0, 29.428571428571427)","(71.0, 150.0, 166.66666666666666)","(5.5, 7.0, 6.576470588235294)","(51.0, 170.0, 163.33333333333334)","(71.0, 190.0, 183.33333333333334)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.352439024390244)"
11-01-2023 16:11:15.731967,"(8.5, 12.0, 11.565217391304348)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.3, 3.1875)","(91.0, 190.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 180.0, 166.66666666666666)","(5.5, 7.0, 6.55)","(51.0, 170.0, 163.33333333333334)","(71.0, 190.0, 203.33333333333334)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.352439024390244)"
11-01-2023 16:11:17.125505,"(8.5, 12.0, 11.565217391304348)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.3, 3.1875)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 180.0, 162.5)","(5.5, 7.0, 6.55)","(51.0, 170.0, 163.33333333333334)","(71.0, 220.0, 182.5)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.352439024390244)"
11-01-2023 16:11:18.451817,"(8.5, 12.0, 11.743589743589743)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.3, 3.2035714285714283)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 200.0, 180.0)","(5.5, 7.0, 6.55)","(51.0, 170.0, 163.33333333333334)","(71.0, 220.0, 182.5)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.352439024390244)"
11-01-2023 16:11:19.847771,"(8.5, 12.0, 11.487179487179487)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.3, 3.257142857142857)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 180.0)","(5.5, 7.0, 6.55)","(51.0, 170.0, 163.33333333333334)","(71.0, 220.0, 182.5)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.316666666666667)"
11-01-2023 16:11:21.214480,"(8.5, 12.0, 11.444444444444445)","(10.0, 11.5, 11.015151515151516)","(2.6, 3.4, 3.257142857142857)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 180.0)","(5.5, 7.0, 6.55)","(51.0, 170.0, 163.33333333333334)","(71.0, 220.0, 182.5)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.35, 3.3741379310344826)"
11-01-2023 16:11:22.681812,"(8.5, 12.0, 11.5)","(10.0, 12.0, 11.142857142857142)","(2.6, 3.4, 3.2153846153846155)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 180.0)","(5.5, 7.0, 6.55)","(51.0, 170.0, 163.33333333333334)","(71.0, 220.0, 200.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.3741379310344826)"
11-01-2023 16:11:24.124403,"(8.5, 12.0, 11.5)","(10.0, 12.0, 11.142857142857142)","(2.6, 3.4, 3.19375)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 187.14285714285714)","(5.5, 7.0, 6.55)","(51.0, 170.0, 160.0)","(71.0, 230.0, 187.14285714285714)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.431818181818182)"
11-01-2023 16:11:25.599046,"(8.5, 12.0, 11.5)","(10.0, 12.0, 11.142857142857142)","(2.6, 3.35, 3.19375)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 188.33333333333334)","(5.5, 7.0, 6.55)","(51.0, 170.0, 160.0)","(71.0, 230.0, 203.33333333333334)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.45, 3.4370967741935488)"
11-01-2023 16:11:27.144604,"(8.5, 12.0, 11.571428571428571)","(10.0, 12.0, 11.162576687116564)","(2.6, 3.35, 3.2875)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 188.33333333333334)","(5.5, 7.0, 6.55)","(51.0, 170.0, 160.0)","(71.0, 230.0, 210.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.35875)"
11-01-2023 16:11:28.541389,"(8.5, 12.0, 11.571428571428571)","(10.0, 12.0, 11.162576687116564)","(2.6, 3.35, 3.2979166666666666)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 188.33333333333334)","(5.5, 7.0, 6.55)","(51.0, 170.0, 160.0)","(71.0, 230.0, 210.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.3, 3.4, 3.3616279069767443)"
11-01-2023 16:11:29.946628,"(8.5, 12.0, 11.571428571428571)","(10.0, 12.0, 11.162576687116564)","(2.7, 3.35, 3.2979166666666666)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 188.33333333333334)","(5.5, 7.0, 6.517647058823529)","(51.0, 170.0, 160.0)","(71.0, 230.0, 187.14285714285714)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.40609756097561)"
11-01-2023 16:11:31.290941,"(8.5, 12.0, 11.571428571428571)","(10.0, 12.0, 11.162576687116564)","(2.7, 3.35, 3.2875)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.517647058823529)","(51.0, 170.0, 160.0)","(71.0, 230.0, 210.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.41)"
11-01-2023 16:11:32.671284,"(8.5, 12.0, 11.571428571428571)","(10.0, 12.0, 11.367469879518072)","(2.7, 3.35, 3.2875)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.517647058823529)","(51.0, 170.0, 160.0)","(71.0, 230.0, 210.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.41)"
11-01-2023 16:11:33.997698,"(8.5, 12.5, 11.944444444444445)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2875)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 230.0, 187.14285714285714)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.41)"
11-01-2023 16:11:35.341926,"(8.5, 12.5, 12.0)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2875)","(91.0, 230.0, 205.0)","(19.0, 34.0, 29.428571428571427)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 230.0, 203.33333333333334)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.40609756097561)"
11-01-2023 16:11:36.715330,"(8.5, 12.5, 11.944444444444445)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2979166666666666)","(91.0, 230.0, 205.0)","(19.0, 34.0, 28.4)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 220.0, 210.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.333333333333333)"
11-01-2023 16:11:38.182475,"(8.5, 12.5, 11.944444444444445)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2979166666666666)","(91.0, 230.0, 205.0)","(19.0, 34.0, 28.4)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 230.0, 210.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.4, 3.4892857142857143)"
11-01-2023 16:11:39.598170,"(8.5, 12.5, 11.944444444444445)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2875)","(91.0, 230.0, 205.0)","(19.0, 34.0, 28.4)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 230.0, 203.33333333333334)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.5, 3.313333333333333)"
11-01-2023 16:11:41.057531,"(8.5, 12.5, 11.944444444444445)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2875)","(91.0, 230.0, 205.0)","(19.0, 34.0, 28.4)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 220.0, 190.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.357142857142857)"
11-01-2023 16:11:42.480402,"(8.5, 12.5, 11.944444444444445)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2875)","(91.0, 230.0, 205.0)","(19.0, 34.0, 28.4)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 220.0, 210.0)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.5, 3.3916666666666666)"
11-01-2023 16:11:43.910764,"(8.5, 12.5, 11.944444444444445)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2666666666666666)","(91.0, 230.0, 205.0)","(19.0, 34.0, 28.4)","(71.0, 230.0, 196.66666666666666)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 230.0, 187.14285714285714)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.3916666666666666)"
11-01-2023 16:11:45.303838,"(8.5, 12.5, 12.0)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2666666666666666)","(91.0, 230.0, 205.0)","(19.0, 34.0, 28.4)","(71.0, 230.0, 186.25)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 230.0, 187.14285714285714)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.3916666666666666)"
11-01-2023 16:11:46.634451,"(8.5, 12.5, 12.0)","(10.0, 11.5, 11.367469879518072)","(2.7, 3.35, 3.2666666666666666)","(91.0, 230.0, 205.0)","(19.0, 34.0, 28.4)","(71.0, 230.0, 188.33333333333334)","(5.5, 6.8, 6.48)","(51.0, 170.0, 160.0)","(71.0, 230.0, 203.33333333333334)","(61.0, 100.0, 92.85714285714286)","(91.0, 150.0, 127.5)","(3.2, 3.45, 3.38)"
