,Triumph,Electra Glide,Jagger Bale,Lala Reindeer,Reiko Bolt,Nicki Whoop,Kanji Giant,Super Marli
14-12-2022 19:14:22.796665,"(1.18, 1.23, 1.2114545454545453)","(31.0, 320.0, 295.0)","(91.0, 500.0, 386.6666666666667)","(11.0, 25.0, 23.105263157894736)","(81.0, 420.0, 375.0)","(16.0, 65.0, 57.4)","(6.0, 11.5, 11.113636363636363)","(26.0, 130.0, 105.0)"
14-12-2022 19:14:24.034721,"(1.18, 1.22, 1.2133333333333334)","(31.0, 320.0, 295.0)","(91.0, 500.0, 386.6666666666667)","(11.0, 25.0, 22.6)","(81.0, 420.0, 375.0)","(16.0, 65.0, 57.4)","(6.0, 11.5, 11.113636363636363)","(26.0, 130.0, 105.0)"
14-12-2022 19:14:25.228130,"(1.18, 1.22, 1.2133333333333334)","(31.0, 320.0, 295.0)","(91.0, 500.0, 386.6666666666667)","(11.0, 25.0, 23.071428571428573)","(81.0, 420.0, 375.0)","(16.0, 65.0, 57.4)","(6.0, 11.5, 11.113636363636363)","(26.0, 130.0, 107.5)"
14-12-2022 19:14:26.342150,"(1.18, 1.22, 1.2059183673469387)","(31.0, 320.0, 290.0)","(91.0, 500.0, 386.6666666666667)","(11.0, 25.0, 23.071428571428573)","(81.0, 420.0, 375.0)","(16.0, 65.0, 57.4)","(6.0, 11.5, 11.461538461538462)","(26.0, 130.0, 97.85714285714286)"
14-12-2022 19:14:27.433776,"(1.18, 1.22, 1.2109433962264151)","(31.0, 320.0, 286.66666666666663)","(91.0, 500.0, 434.0)","(11.0, 25.0, 24.25)","(81.0, 420.0, 382.0)","(16.0, 65.0, 58.95454545454545)","(6.0, 11.5, 11.672727272727272)","(26.0, 130.0, 95.0)"
14-12-2022 19:14:28.485368,"(1.18, 1.22, 1.211111111111111)","(31.0, 320.0, 286.66666666666663)","(91.0, 500.0, 390.0)","(11.0, 25.0, 23.2)","(81.0, 420.0, 382.0)","(16.0, 65.0, 58.95454545454545)","(6.0, 12.0, 11.672727272727272)","(26.0, 120.0, 95.0)"
14-12-2022 19:14:29.653625,"(1.18, 1.23, 1.2116129032258065)","(31.0, 320.0, 275.0)","(91.0, 500.0, 375.0)","(11.0, 24.0, 23.333333333333332)","(81.0, 420.0, 360.0)","(16.0, 60.0, 56.5)","(6.0, 11.0, 10.8)","(26.0, 120.0, 111.42857142857143)"
14-12-2022 19:14:30.811352,"(1.18, 1.22, 1.2141428571428572)","(31.0, 320.0, 296.0)","(91.0, 490.0, 410.0)","(11.0, 24.0, 23.4)","(81.0, 420.0, 385.0)","(16.0, 60.0, 54.0)","(6.0, 11.0, 10.833333333333334)","(26.0, 120.0, 114.0)"
14-12-2022 19:14:31.967913,"(1.18, 1.22, 1.2156521739130435)","(31.0, 320.0, 296.0)","(91.0, 490.0, 410.0)","(11.0, 23.0, 22.333333333333332)","(81.0, 420.0, 385.0)","(16.0, 55.0, 51.4)","(6.0, 11.0, 10.78125)","(26.0, 120.0, 114.0)"
14-12-2022 19:14:33.087804,"(1.18, 1.22, 1.2164285714285714)","(31.0, 320.0, 296.0)","(91.0, 490.0, 410.0)","(11.0, 23.0, 21.571428571428573)","(81.0, 420.0, 385.0)","(16.0, 55.0, 51.4)","(6.0, 11.0, 10.8125)","(26.0, 120.0, 114.0)"
14-12-2022 19:14:34.211513,"(1.18, 1.23, 1.217207207207207)","(31.0, 320.0, 296.0)","(91.0, 490.0, 440.0)","(11.0, 23.0, 22.333333333333332)","(81.0, 420.0, 385.0)","(16.0, 55.0, 51.4)","(6.0, 11.0, 10.75)","(26.0, 120.0, 105.83333333333334)"
14-12-2022 19:14:35.310308,"(1.18, 1.23, 1.218860759493671)","(31.0, 320.0, 280.0)","(91.0, 490.0, 440.0)","(11.0, 23.0, 21.571428571428573)","(81.0, 420.0, 390.0)","(16.0, 55.0, 51.4)","(6.0, 11.0, 10.75)","(26.0, 110.0, 100.625)"
14-12-2022 19:14:36.406391,"(1.18, 1.23, 1.2221739130434783)","(31.0, 320.0, 280.0)","(91.0, 490.0, 440.0)","(11.0, 23.0, 22.333333333333332)","(81.0, 420.0, 382.0)","(16.0, 55.0, 51.4)","(6.0, 11.0, 10.692307692307692)","(26.0, 110.0, 98.33333333333333)"
14-12-2022 19:14:37.492437,"(1.18, 1.23, 1.223142857142857)","(31.0, 320.0, 280.0)","(91.0, 490.0, 440.0)","(11.0, 23.0, 21.571428571428573)","(81.0, 420.0, 361.6666666666667)","(16.0, 55.0, 51.4)","(6.0, 11.0, 10.52)","(26.0, 110.0, 98.0)"
14-12-2022 19:14:38.609600,"(1.18, 1.22, 1.219927536231884)","(31.0, 320.0, 280.0)","(81.0, 490.0, 463.3333333333333)","(11.0, 23.0, 22.333333333333332)","(81.0, 420.0, 385.0)","(16.0, 55.0, 50.69565217391305)","(6.0, 11.0, 10.333333333333334)","(26.0, 110.0, 98.0)"
14-12-2022 19:14:39.788383,"(1.18, 1.23, 1.2299152542372882)","(31.0, 320.0, 280.0)","(81.0, 490.0, 460.0)","(11.0, 23.0, 21.4)","(81.0, 420.0, 385.0)","(16.0, 55.0, 51.4)","(6.0, 11.0, 10.313333333333334)","(26.0, 110.0, 98.0)"
14-12-2022 19:14:40.943804,"(1.18, 1.24, 1.2364348677766894)","(31.0, 320.0, 280.0)","(81.0, 510.0, 460.0)","(11.0, 22.0, 21.4)","(81.0, 420.0, 385.0)","(16.0, 55.0, 52.75)","(6.0, 10.5, 10.313333333333334)","(26.0, 110.0, 98.0)"
14-12-2022 19:14:42.099787,"(1.18, 1.24, 1.2385825027685493)","(31.0, 320.0, 280.0)","(81.0, 510.0, 460.0)","(11.0, 22.0, 21.4)","(81.0, 420.0, 385.0)","(16.0, 55.0, 53.5)","(6.0, 10.5, 10.120833333333334)","(26.0, 110.0, 95.0)"
14-12-2022 19:14:43.209753,"(1.18, 1.25, 1.239009009009009)","(31.0, 320.0, 296.0)","(81.0, 500.0, 455.0)","(11.0, 22.0, 21.142857142857142)","(81.0, 410.0, 366.0)","(16.0, 55.0, 52.0)","(6.0, 10.5, 9.9)","(26.0, 110.0, 101.92307692307693)"
14-12-2022 19:14:44.315361,"(1.18, 1.25, 1.2413178294573644)","(31.0, 320.0, 285.7142857142857)","(81.0, 500.0, 306.6666666666667)","(11.0, 22.0, 22.375)","(81.0, 400.0, 350.0)","(16.0, 55.0, 52.0)","(6.0, 10.5, 9.346153846153847)","(26.0, 110.0, 101.92307692307693)"
14-12-2022 19:14:45.462160,"(1.18, 1.25, 1.2493218249075215)","(31.0, 320.0, 285.7142857142857)","(81.0, 500.0, 306.6666666666667)","(11.0, 23.0, 22.375)","(81.0, 410.0, 350.0)","(16.0, 55.0, 53.2)","(6.0, 10.5, 9.571428571428571)","(26.0, 110.0, 95.0)"
14-12-2022 19:14:46.553784,"(1.18, 1.25, 1.2497780517879162)","(31.0, 320.0, 296.0)","(81.0, 500.0, 380.0)","(11.0, 22.0, 21.53846153846154)","(81.0, 410.0, 350.0)","(16.0, 55.0, 52.0)","(6.0, 10.0, 9.590909090909092)","(26.0, 110.0, 95.0)"
14-12-2022 19:14:47.679643,"(1.14, 1.25, 1.2497766749379653)","(41.0, 320.0, 300.0)","(81.0, 500.0, 393.3333333333333)","(11.0, 22.0, 21.53846153846154)","(81.0, 410.0, 350.0)","(17.0, 55.0, 52.0)","(6.5, 10.0, 9.590909090909092)","(31.0, 110.0, 95.0)"
14-12-2022 19:14:48.798744,"(1.14, 1.25, 1.2498377028714107)","(41.0, 320.0, 300.0)","(81.0, 500.0, 393.3333333333333)","(11.0, 22.0, 21.53846153846154)","(81.0, 410.0, 350.0)","(17.0, 55.0, 52.0)","(6.5, 10.0, 9.590909090909092)","(31.0, 110.0, 95.0)"
14-12-2022 19:14:49.931485,"(1.14, 1.25, 1.2498387096774193)","(41.0, 320.0, 300.0)","(81.0, 500.0, 393.3333333333333)","(11.0, 22.0, 21.12)","(81.0, 410.0, 350.0)","(17.0, 55.0, 52.0)","(6.5, 10.0, 9.565217391304348)","(31.0, 110.0, 95.0)"
14-12-2022 19:14:51.101050,"(1.14, 1.25, 1.2498457888493475)","(41.0, 320.0, 300.0)","(81.0, 560.0, 450.0)","(11.0, 22.0, 21.12)","(81.0, 440.0, 380.0)","(17.0, 55.0, 52.0)","(6.5, 9.8, 9.622222222222224)","(31.0, 110.0, 95.0)"
14-12-2022 19:14:52.254474,"(1.14, 1.25, 1.2494959908361971)","(41.0, 320.0, 280.0)","(81.0, 560.0, 405.0)","(11.0, 22.0, 21.555555555555557)","(81.0, 440.0, 345.0)","(17.0, 55.0, 53.2)","(6.5, 9.8, 9.622222222222224)","(31.0, 110.0, 101.92307692307693)"
14-12-2022 19:14:53.426163,"(1.14, 1.25, 1.2495287356321838)","(41.0, 320.0, 280.0)","(81.0, 560.0, 405.0)","(11.0, 22.0, 21.217391304347828)","(81.0, 440.0, 335.0)","(17.0, 55.0, 52.0)","(6.5, 9.8, 9.622222222222224)","(31.0, 110.0, 101.92307692307693)"
14-12-2022 19:14:54.485663,"(1.14, 1.25, 1.2495287356321838)","(41.0, 320.0, 280.0)","(81.0, 560.0, 405.0)","(11.0, 22.0, 21.555555555555557)","(81.0, 440.0, 345.0)","(17.0, 55.0, 52.0)","(6.5, 9.8, 9.589473684210526)","(31.0, 110.0, 102.5)"
14-12-2022 19:14:55.533676,"(1.14, 1.25, 1.249522700814901)","(41.0, 320.0, 280.0)","(81.0, 560.0, 470.0)","(11.0, 22.0, 20.48780487804878)","(81.0, 440.0, 395.0)","(17.0, 55.0, 52.0)","(6.5, 9.8, 9.589473684210526)","(31.0, 110.0, 102.5)"
14-12-2022 19:14:56.612593,"(1.14, 1.25, 1.249522700814901)","(41.0, 320.0, 296.0)","(81.0, 560.0, 470.0)","(11.0, 22.0, 20.77777777777778)","(81.0, 440.0, 395.0)","(17.0, 55.0, 52.0)","(6.5, 9.8, 9.589473684210526)","(31.0, 110.0, 102.5)"
14-12-2022 19:14:57.867822,"(1.14, 1.25, 1.249522700814901)","(41.0, 320.0, 280.0)","(81.0, 560.0, 470.0)","(11.0, 22.0, 20.76595744680851)","(81.0, 440.0, 395.0)","(17.0, 55.0, 52.0)","(6.5, 9.8, 9.555555555555555)","(31.0, 110.0, 102.5)"
14-12-2022 19:14:58.996405,"(1.14, 1.25, 1.249522700814901)","(41.0, 320.0, 280.0)","(81.0, 560.0, 470.0)","(11.0, 22.0, 20.76595744680851)","(81.0, 440.0, 395.0)","(17.0, 55.0, 53.285714285714285)","(6.5, 9.6, 9.345454545454546)","(31.0, 110.0, 102.5)"
14-12-2022 19:15:00.136110,"(1.14, 1.26, 1.2570528967254408)","(41.0, 320.0, 280.0)","(81.0, 560.0, 470.0)","(11.0, 19.0, 18.071428571428573)","(81.0, 440.0, 395.0)","(17.0, 55.0, 52.12)","(6.5, 9.6, 9.36)","(31.0, 110.0, 101.92307692307693)"
14-12-2022 19:15:01.193320,"(1.14, 1.26, 1.2595176470588236)","(41.0, 320.0, 285.7142857142857)","(81.0, 560.0, 400.0)","(11.0, 18.5, 18.033333333333335)","(81.0, 440.0, 345.0)","(17.0, 55.0, 63.46153846153846)","(6.5, 9.4, 8.75)","(31.0, 110.0, 98.33333333333333)"
14-12-2022 19:15:02.328514,"(1.14, 1.27, 1.2665)","(41.0, 320.0, 280.0)","(81.0, 560.0, 383.3333333333333)","(11.0, 18.5, 17.714285714285715)","(81.0, 440.0, 343.3333333333333)","(17.0, 65.0, 51.77777777777778)","(6.5, 8.8, 8.7)","(31.0, 110.0, 96.15384615384616)"
14-12-2022 19:15:03.545240,"(1.14, 1.27, 1.269189189189189)","(41.0, 310.0, 292.85714285714283)","(81.0, 550.0, 383.3333333333333)","(11.0, 18.5, 17.7)","(81.0, 430.0, 370.0)","(17.0, 65.0, 61.94871794871795)","(6.5, 9.0, 8.42)","(31.0, 100.0, 92.1875)"
14-12-2022 19:15:04.750174,"(1.14, 1.27, 1.2699115044247788)","(41.0, 310.0, 298.0)","(81.0, 550.0, 430.0)","(11.0, 18.5, 16.941176470588236)","(81.0, 420.0, 356.6666666666667)","(17.0, 65.0, 61.94871794871795)","(6.5, 8.8, 8.5)","(31.0, 100.0, 89.58333333333333)"
14-12-2022 19:15:05.971192,"(1.14, 1.27, 1.269918699186992)","(41.0, 310.0, 298.0)","(81.0, 550.0, 455.0)","(11.0, 18.0, 17.142857142857142)","(81.0, 430.0, 356.6666666666667)","(17.0, 65.0, 61.94871794871795)","(6.5, 8.6, 8.5)","(31.0, 100.0, 88.63636363636364)"
14-12-2022 19:15:07.123105,"(1.14, 1.28, 1.2792857142857144)","(41.0, 310.0, 300.0)","(81.0, 540.0, 455.0)","(11.0, 18.0, 17.142857142857142)","(81.0, 430.0, 356.6666666666667)","(17.0, 65.0, 61.94871794871795)","(6.5, 8.6, 8.5)","(31.0, 100.0, 91.66666666666667)"
14-12-2022 19:15:08.129210,"(1.14, 1.28, 1.2792857142857144)","(41.0, 310.0, 300.0)","(81.0, 540.0, 455.0)","(11.0, 17.5, 16.818181818181817)","(81.0, 430.0, 356.6666666666667)","(17.0, 65.0, 61.94871794871795)","(6.5, 8.6, 8.5)","(31.0, 100.0, 91.66666666666667)"
14-12-2022 19:15:09.174239,"(1.14, 1.28, 1.2792822185970636)","(41.0, 310.0, 296.6666666666667)","(81.0, 550.0, 378.57142857142856)","(11.0, 17.0, 16.6875)","(81.0, 430.0, 330.0)","(17.0, 65.0, 61.94871794871795)","(6.5, 8.6, 8.5)","(31.0, 100.0, 91.66666666666667)"
14-12-2022 19:15:10.305874,"(1.09, 1.28, 1.279330289193303)","(71.0, 310.0, 283.3333333333333)","(101.0, 550.0, 430.0)","(11.0, 17.0, 16.6875)","(101.0, 420.0, 325.0)","(21.0, 65.0, 61.94871794871795)","(6.5, 8.6, 8.5)","(41.0, 100.0, 91.66666666666667)"
14-12-2022 19:15:11.480346,"(1.09, 1.28, 1.2793491124260354)","(71.0, 310.0, 283.3333333333333)","(101.0, 550.0, 430.0)","(11.0, 17.0, 16.6875)","(101.0, 420.0, 385.0)","(21.0, 65.0, 61.6)","(6.5, 8.6, 8.266666666666666)","(41.0, 100.0, 87.5)"
14-12-2022 19:15:12.597329,"(1.09, 1.3, 1.295807453416149)","(71.0, 310.0, 285.0)","(101.0, 570.0, 455.0)","(11.0, 17.0, 16.352941176470587)","(101.0, 420.0, 385.0)","(21.0, 65.0, 61.94871794871795)","(6.5, 8.4, 8.253333333333332)","(41.0, 100.0, 91.66666666666667)"
14-12-2022 19:15:13.685792,"(1.09, 1.28, 1.2766467065868263)","(71.0, 310.0, 295.7142857142857)","(101.0, 560.0, 486.66666666666663)","(11.0, 17.0, 16.91176470588235)","(101.0, 420.0, 385.0)","(21.0, 65.0, 61.94871794871795)","(6.5, 8.6, 8.333333333333334)","(41.0, 100.0, 91.66666666666667)"
14-12-2022 19:15:14.791711,"(1.09, 1.28, 1.2775949367088608)","(71.0, 310.0, 295.7142857142857)","(101.0, 560.0, 516.0)","(11.0, 17.0, 16.5)","(101.0, 430.0, 255.0)","(21.0, 65.0, 54.0)","(6.5, 8.4, 8.333333333333334)","(41.0, 100.0, 81.66666666666667)"
14-12-2022 19:15:15.923711,"(1.09, 1.29, 1.280787401574803)","(71.0, 310.0, 295.7142857142857)","(101.0, 560.0, 486.0)","(11.0, 17.0, 16.5)","(101.0, 280.0, 255.0)","(21.0, 55.0, 61.53846153846153)","(6.5, 8.4, 8.121739130434783)","(41.0, 85.0, 80.0)"
14-12-2022 19:15:17.062843,"(1.09, 1.29, 1.2825179856115108)","(71.0, 310.0, 295.7142857142857)","(101.0, 560.0, 370.0)","(11.0, 17.0, 16.266666666666666)","(101.0, 280.0, 245.0)","(21.0, 65.0, 60.90909090909091)","(6.5, 8.4, 8.162962962962963)","(41.0, 85.0, 78.33333333333333)"
14-12-2022 19:15:18.191599,"(1.09, 1.29, 1.27991452991453)","(71.0, 310.0, 290.0)","(101.0, 550.0, 426.66666666666663)","(11.0, 17.0, 16.228571428571428)","(101.0, 280.0, 272.72727272727275)","(21.0, 65.0, 61.25)","(6.5, 8.4, 8.015384615384615)","(41.0, 85.0, 78.33333333333333)"
14-12-2022 19:15:19.359381,"(1.09, 1.29, 1.2814423076923078)","(71.0, 310.0, 290.0)","(101.0, 550.0, 426.66666666666663)","(11.0, 16.5, 16.285714285714285)","(101.0, 280.0, 265.0)","(21.0, 65.0, 61.71875)","(6.5, 8.4, 8.013793103448275)","(41.0, 85.0, 80.0)"
14-12-2022 19:15:20.458042,"(1.09, 1.29, 1.284123989218329)","(71.0, 310.0, 290.0)","(101.0, 550.0, 406.0)","(11.0, 16.5, 15.833333333333334)","(101.0, 280.0, 265.0)","(21.0, 65.0, 61.71875)","(6.5, 8.4, 8.013793103448275)","(41.0, 85.0, 78.33333333333333)"
14-12-2022 19:15:21.586368,"(1.09, 1.28, 1.275872641509434)","(71.0, 310.0, 301.42857142857144)","(101.0, 540.0, 423.33333333333337)","(11.0, 16.5, 16.1)","(101.0, 280.0, 270.0)","(21.0, 65.0, 61.71875)","(6.5, 8.4, 8.432)","(41.0, 85.0, 78.33333333333333)"
14-12-2022 19:15:22.781323,"(1.09, 1.28, 1.273032786885246)","(71.0, 310.0, 301.42857142857144)","(101.0, 560.0, 405.7142857142857)","(11.0, 17.0, 15.744186046511627)","(101.0, 280.0, 270.0)","(21.0, 65.0, 61.71875)","(6.5, 8.6, 8.42)","(41.0, 85.0, 80.0)"
14-12-2022 19:15:23.895851,"(1.09, 1.28, 1.2750292397660818)","(71.0, 310.0, 301.42857142857144)","(101.0, 560.0, 405.7142857142857)","(11.0, 17.0, 15.744186046511627)","(101.0, 280.0, 270.0)","(21.0, 65.0, 61.71875)","(6.5, 8.6, 8.309090909090909)","(41.0, 85.0, 78.33333333333333)"
14-12-2022 19:15:25.008567,"(1.09, 1.28, 1.2753623188405798)","(71.0, 310.0, 301.42857142857144)","(101.0, 560.0, 405.7142857142857)","(11.0, 17.0, 16.186046511627907)","(101.0, 280.0, 270.0)","(21.0, 65.0, 61.71875)","(6.5, 8.6, 8.309090909090909)","(41.0, 85.0, 78.33333333333333)"
14-12-2022 19:15:26.023064,"(1.09, 1.29, 1.2812096774193549)","(71.0, 310.0, 300.0)","(101.0, 540.0, 351.1111111111111)","(11.0, 17.0, 16.272727272727273)","(101.0, 280.0, 270.0)","(21.0, 65.0, 61.71875)","(6.5, 8.4, 8.175)","(41.0, 85.0, 80.0)"
14-12-2022 19:15:27.076400,"(1.09, 1.28, 1.2782222222222221)","(71.0, 310.0, 300.0)","(101.0, 540.0, 380.9090909090909)","(11.0, 18.5, 17.7)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.083333333333336)","(6.5, 8.4, 8.08421052631579)","(41.0, 85.0, 80.0)"
14-12-2022 19:15:28.240358,"(1.09, 1.28, 1.2782795698924732)","(71.0, 310.0, 230.0)","(101.0, 540.0, 380.9090909090909)","(11.0, 18.0, 17.666666666666668)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.083333333333336)","(6.5, 8.4, 8.08421052631579)","(41.0, 85.0, 78.33333333333333)"
14-12-2022 19:15:29.413158,"(1.09, 1.29, 1.281111111111111)","(71.0, 310.0, 265.0)","(101.0, 540.0, 380.9090909090909)","(11.0, 18.0, 17.666666666666668)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.58620689655172)","(6.5, 8.4, 8.018181818181818)","(41.0, 85.0, 80.0)"
14-12-2022 19:15:30.549383,"(1.09, 1.29, 1.281111111111111)","(71.0, 310.0, 296.1538461538462)","(101.0, 540.0, 380.9090909090909)","(11.0, 18.0, 17.555555555555557)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.58620689655172)","(6.5, 8.2, 8.0)","(41.0, 85.0, 78.33333333333333)"
14-12-2022 19:15:31.665201,"(1.09, 1.29, 1.2817857142857143)","(71.0, 310.0, 296.1538461538462)","(101.0, 540.0, 380.9090909090909)","(11.0, 18.0, 17.5625)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.58620689655172)","(6.5, 8.2, 8.061538461538461)","(41.0, 85.0, 78.33333333333333)"
14-12-2022 19:15:32.701559,"(1.09, 1.29, 1.2810714285714286)","(71.0, 310.0, 296.1538461538462)","(101.0, 540.0, 380.9090909090909)","(11.0, 18.0, 17.5625)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.58620689655172)","(6.5, 8.2, 8.061538461538461)","(41.0, 85.0, 80.0)"
14-12-2022 19:15:33.832909,"(1.09, 1.29, 1.2817857142857143)","(71.0, 310.0, 296.1538461538462)","(101.0, 530.0, 481.42857142857144)","(11.0, 18.0, 17.73076923076923)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.58620689655172)","(6.5, 8.2, 8.061538461538461)","(41.0, 85.0, 80.0)"
14-12-2022 19:15:35.015266,"(1.09, 1.29, 1.281090909090909)","(71.0, 310.0, 293.6363636363636)","(101.0, 530.0, 481.42857142857144)","(11.0, 18.0, 17.326923076923077)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.58620689655172)","(6.5, 8.2, 8.036363636363635)","(41.0, 85.0, 77.85714285714286)"
14-12-2022 19:15:36.180265,"(1.09, 1.29, 1.281372549019608)","(71.0, 320.0, 280.0)","(101.0, 520.0, 410.0)","(11.0, 18.0, 17.326923076923077)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.58620689655172)","(6.5, 8.2, 8.066666666666666)","(41.0, 85.0, 77.85714285714286)"
14-12-2022 19:15:37.301321,"(1.09, 1.29, 1.2815447154471544)","(71.0, 320.0, 280.0)","(101.0, 520.0, 336.66666666666663)","(11.0, 18.0, 17.29310344827586)","(101.0, 280.0, 270.0)","(21.0, 65.0, 62.58620689655172)","(6.5, 8.2, 8.133333333333333)","(41.0, 85.0, 79.44444444444444)"
14-12-2022 19:15:38.302251,"(1.09, 1.29, 1.2838513513513514)","(71.0, 320.0, 275.0)","(101.0, 520.0, 410.0)","(11.0, 17.0, 16.647058823529413)","(101.0, 280.0, 270.0)","(21.0, 65.0, 63.38709677419355)","(6.5, 8.4, 8.08)","(41.0, 85.0, 77.85714285714286)"
14-12-2022 19:15:39.418894,"(1.09, 1.29, 1.2838650306748467)","(71.0, 320.0, 287.27272727272725)","(101.0, 520.0, 410.0)","(11.0, 17.0, 16.476190476190474)","(101.0, 280.0, 270.0)","(21.0, 65.0, 63.38709677419355)","(6.5, 8.4, 8.28)","(41.0, 85.0, 79.44444444444444)"
14-12-2022 19:15:40.535396,"(1.09, 1.29, 1.2857487922705315)","(71.0, 320.0, 290.0)","(101.0, 520.0, 393.0769230769231)","(11.0, 16.0, 15.789473684210526)","(101.0, 280.0, 270.0)","(21.0, 65.0, 63.148148148148145)","(6.5, 8.4, 8.294117647058822)","(41.0, 85.0, 77.85714285714286)"
14-12-2022 19:15:41.699862,"(1.09, 1.29, 1.2837410071942446)","(71.0, 320.0, 290.0)","(101.0, 520.0, 393.0769230769231)","(11.0, 16.0, 15.789473684210526)","(101.0, 280.0, 270.0)","(21.0, 65.0, 63.148148148148145)","(6.5, 8.4, 8.294117647058822)","(41.0, 85.0, 77.85714285714286)"
14-12-2022 19:15:42.802847,"(1.09, 1.29, 1.281203007518797)","(71.0, 320.0, 290.0)","(101.0, 520.0, 410.0)","(11.0, 16.0, 15.625)","(101.0, 280.0, 270.0)","(21.0, 65.0, 63.148148148148145)","(6.5, 8.4, 8.294117647058822)","(41.0, 85.0, 77.3529411764706)"
14-12-2022 19:15:43.893265,"(1.09, 1.29, 1.2830357142857143)","(71.0, 320.0, 280.0)","(101.0, 510.0, 332.22222222222223)","(11.0, 16.0, 15.510416666666666)","(101.0, 280.0, 286.6666666666667)","(21.0, 65.0, 63.148148148148145)","(6.5, 8.4, 8.253731343283581)","(41.0, 85.0, 79.44444444444444)"
14-12-2022 19:15:45.024087,"(1.1, 1.29, 1.2864110429447853)","(71.0, 300.0, 290.0)","(101.0, 500.0, 345.0)","(11.0, 16.0, 15.242424242424242)","(101.0, 300.0, 286.6666666666667)","(21.0, 65.0, 63.148148148148145)","(6.5, 8.6, 8.407142857142858)","(41.0, 85.0, 79.44444444444444)"
14-12-2022 19:15:46.092703,"(1.1, 1.29, 1.2864383561643835)","(71.0, 300.0, 290.0)","(101.0, 500.0, 345.0)","(11.0, 16.0, 15.242424242424242)","(101.0, 300.0, 286.6666666666667)","(21.0, 65.0, 63.148148148148145)","(6.5, 8.6, 8.533333333333333)","(41.0, 85.0, 77.85714285714286)"
14-12-2022 19:15:47.269628,"(1.1, 1.29, 1.2823529411764707)","(71.0, 300.0, 293.3333333333333)","(101.0, 500.0, 396.66666666666663)","(11.0, 16.0, 15.242424242424242)","(101.0, 300.0, 286.6666666666667)","(21.0, 65.0, 64.56521739130434)","(6.5, 8.6, 8.447058823529412)","(41.0, 85.0, 79.44444444444444)"
14-12-2022 19:15:48.367951,"(1.1, 1.28, 1.278921568627451)","(71.0, 300.0, 293.3333333333333)","(101.0, 500.0, 396.66666666666663)","(11.0, 16.0, 15.761904761904763)","(101.0, 300.0, 286.6666666666667)","(21.0, 65.0, 63.0)","(6.5, 8.8, 8.670588235294117)","(41.0, 85.0, 80.0)"
14-12-2022 19:15:49.460138,"(1.1, 1.28, 1.278256880733945)","(71.0, 300.0, 293.3333333333333)","(101.0, 480.0, 410.0)","(11.0, 15.5, 15.380952380952381)","(101.0, 300.0, 286.6666666666667)","(21.0, 70.0, 67.5)","(6.5, 8.8, 8.666666666666666)","(41.0, 85.0, 77.85714285714286)"
14-12-2022 19:15:50.583400,"(1.1, 1.29, 1.2821212121212122)","(71.0, 300.0, 293.3333333333333)","(101.0, 480.0, 410.0)","(11.0, 15.0, 14.9)","(101.0, 300.0, 260.0)","(21.0, 70.0, 68.23529411764706)","(6.5, 8.8, 8.723809523809525)","(41.0, 85.0, 79.44444444444444)"
14-12-2022 19:15:51.649066,"(1.1, 1.29, 1.2815015974440895)","(71.0, 300.0, 285.0)","(101.0, 480.0, 410.0)","(11.0, 15.0, 14.916666666666666)","(101.0, 300.0, 265.0)","(21.0, 70.0, 68.23529411764706)","(6.5, 8.8, 8.723809523809525)","(41.0, 85.0, 79.44444444444444)"
14-12-2022 19:15:52.724183,"(1.1, 1.29, 1.2824431818181818)","(71.0, 300.0, 292.0)","(101.0, 480.0, 410.0)","(11.0, 14.5, 14.166666666666666)","(101.0, 300.0, 265.0)","(21.0, 70.0, 68.23529411764706)","(6.5, 9.0, 8.79)","(41.0, 85.0, 79.44444444444444)"
14-12-2022 19:15:53.744535,"(1.1, 1.29, 1.2824431818181818)","(71.0, 300.0, 292.0)","(101.0, 480.0, 410.0)","(11.0, 14.5, 14.166666666666666)","(101.0, 300.0, 265.0)","(21.0, 70.0, 68.23529411764706)","(6.5, 9.0, 8.79)","(41.0, 85.0, 79.44444444444444)"
14-12-2022 19:15:54.757909,"(1.1, 1.29, 1.2825501432664757)","(71.0, 300.0, 292.0)","(101.0, 480.0, 410.0)","(11.0, 14.5, 14.055555555555555)","(101.0, 300.0, 277.5)","(21.0, 70.0, 67.36842105263158)","(6.5, 9.0, 8.765217391304349)","(41.0, 85.0, 77.85714285714286)"
14-12-2022 19:15:55.801676,"(1.1, 1.29, 1.281043771043771)","(71.0, 300.0, 283.3333333333333)","(101.0, 460.0, 424.2857142857143)","(11.0, 16.5, 16.3)","(101.0, 300.0, 277.5)","(21.0, 65.0, 63.888888888888886)","(6.5, 8.8, 8.717241379310346)","(41.0, 85.0, 79.44444444444444)"
