,Joeys On A Roll,Isla And Addie,Bronski Zulu,Sheleftalotofbling,Big Bozz
10-01-2023 12:32:53.496001,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.872727272727273)","(1.75, 2.04, 1.9849999999999999)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:32:54.373670,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.872727272727273)","(1.75, 2.04, 1.99)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:32:55.186053,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.45)","(1.75, 2.04, 1.968)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:32:56.053411,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.45)","(1.75, 2.04, 1.968)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:32:56.977800,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.45)","(1.75, 2.04, 1.968)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:32:57.794282,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.45)","(1.75, 2.04, 2.00625)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:32:58.578891,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.342857142857142)","(1.75, 2.04, 1.992)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:32:59.446621,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:00.432141,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:01.314343,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:02.128375,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 9.577777777777778)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:02.916101,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 10.247058823529413)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:03.847662,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 10.138461538461538)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:04.767481,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 10.138461538461538)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:05.644033,"(4.2, 5.7, 5.466666666666667)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 10.138461538461538)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:06.517294,"(4.2, 5.7, 5.4222222222222225)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 10.341176470588236)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:07.313018,"(4.2, 5.7, 5.4222222222222225)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 10.341176470588236)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:08.152431,"(4.2, 5.7, 5.4222222222222225)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.013333333333333)","(7.0, 11.0, 10.341176470588236)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:09.049249,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.0)","(7.0, 11.0, 10.341176470588236)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:09.851411,"(4.2, 5.7, 5.552941176470588)","(6.0, 9.2, 8.366666666666665)","(1.75, 2.04, 2.0)","(7.0, 11.0, 10.341176470588236)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:10.653802,"(4.2, 5.7, 5.552941176470588)","(6.0, 9.2, 8.575)","(1.75, 2.04, 2.01375)","(7.0, 11.0, 10.341176470588236)","(7.5, 10.5, 9.799999999999999)"
10-01-2023 12:33:11.558041,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.04, 2.02)","(7.0, 11.0, 9.892307692307693)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:12.471245,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.04, 2.02)","(7.0, 11.0, 9.892307692307693)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:13.296099,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.04, 2.0283333333333333)","(7.0, 11.0, 9.892307692307693)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:14.062329,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.04, 2.0283333333333333)","(7.0, 11.0, 9.885714285714286)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:14.958305,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.04, 2.0283333333333333)","(7.0, 11.0, 9.885714285714286)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:15.924787,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.04, 2.035625)","(7.0, 11.0, 9.885714285714286)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:16.870602,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.04, 2.035625)","(7.0, 11.0, 10.15)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:17.742044,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.06, 2.021923076923077)","(7.0, 10.5, 10.15)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:18.529306,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.06, 2.024)","(7.0, 10.5, 10.15)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:19.382999,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.06, 2.024)","(7.0, 10.5, 10.15)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:20.285419,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:21.190549,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:21.967341,"(4.2, 5.7, 5.45)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:22.770244,"(4.2, 5.9, 5.364285714285714)","(6.0, 9.2, 8.472727272727273)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.5, 9.5375)"
10-01-2023 12:33:23.673586,"(4.2, 5.8, 5.633333333333333)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:24.483211,"(4.2, 5.8, 5.668421052631579)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:25.260609,"(4.2, 5.8, 5.668421052631579)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:26.110384,"(4.2, 5.8, 5.668421052631579)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:26.995275,"(4.2, 5.8, 5.668421052631579)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:27.853566,"(4.2, 5.8, 5.668421052631579)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.15)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:28.767007,"(4.2, 5.8, 5.668421052631579)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0046153846153847)","(7.0, 11.0, 9.92)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:29.598184,"(4.2, 5.8, 5.711764705882353)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.033333333333333)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:30.385380,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0046153846153847)","(7.0, 10.5, 10.033333333333333)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:31.194241,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.5)","(1.75, 2.06, 2.0075)","(7.0, 10.5, 10.033333333333333)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:32.111084,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.399999999999999)","(1.75, 2.06, 2.0109090909090908)","(7.0, 10.5, 10.033333333333333)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:32.964638,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.399999999999999)","(1.75, 2.06, 2.015)","(7.0, 10.5, 10.033333333333333)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:33.760387,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.399999999999999)","(1.75, 2.06, 2.022105263157895)","(7.0, 10.5, 10.033333333333333)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:34.550986,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.399999999999999)","(1.75, 2.06, 2.028695652173913)","(7.0, 10.5, 10.033333333333333)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:35.446795,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.399999999999999)","(1.75, 2.06, 2.028695652173913)","(7.0, 10.5, 10.033333333333333)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:36.352757,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.06, 2.028695652173913)","(7.0, 11.0, 9.892307692307693)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:37.221751,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9938636363636364)","(7.0, 11.0, 9.892307692307693)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:38.107755,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9923404255319148)","(7.0, 11.0, 9.892307692307693)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:38.958193,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9923404255319148)","(7.0, 11.0, 9.933333333333334)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:39.821856,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9938636363636364)","(7.0, 11.0, 9.933333333333334)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:40.613910,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9938636363636364)","(7.0, 11.0, 9.933333333333334)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:41.413999,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9938636363636364)","(7.0, 11.0, 9.933333333333334)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:42.280621,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9944186046511627)","(7.0, 11.0, 9.933333333333334)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:43.150232,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9928260869565217)","(7.0, 11.0, 9.933333333333334)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:44.001497,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9928260869565217)","(7.0, 11.0, 9.933333333333334)","(7.5, 10.0, 9.55)"
10-01-2023 12:33:44.876988,"(4.2, 5.7, 5.515384615384615)","(6.0, 9.0, 8.44)","(1.75, 2.04, 1.9928260869565217)","(7.0, 11.0, 9.933333333333334)","(7.5, 10.0, 9.675)"
10-01-2023 12:33:45.671988,"(4.2, 5.7, 5.55)","(6.0, 9.2, 9.08)","(1.75, 1.91, 1.9000361010830324)","(7.0, 11.0, 10.25)","(7.5, 10.5, 9.975000000000001)"
10-01-2023 12:33:46.469421,"(4.2, 5.7, 5.5200000000000005)","(6.0, 9.2, 9.066666666666666)","(1.75, 1.91, 1.9000361010830324)","(7.0, 12.0, 10.25)","(7.5, 10.5, 9.675)"
10-01-2023 12:33:47.371171,"(4.2, 5.7, 5.5200000000000005)","(6.0, 9.2, 9.11111111111111)","(1.75, 2.04, 1.9842857142857142)","(7.0, 12.0, 10.444444444444445)","(7.5, 10.5, 9.675)"
10-01-2023 12:33:48.320080,"(4.2, 5.7, 5.5200000000000005)","(6.0, 9.2, 9.11111111111111)","(1.75, 2.04, 1.9616666666666667)","(7.0, 12.0, 10.833333333333334)","(7.5, 10.5, 9.6)"
10-01-2023 12:33:49.234827,"(4.2, 5.7, 5.5200000000000005)","(6.0, 9.2, 9.11111111111111)","(1.75, 2.02, 1.9616666666666667)","(7.0, 12.0, 10.833333333333334)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:50.107697,"(4.2, 5.7, 5.50909090909091)","(6.0, 9.2, 9.11111111111111)","(1.75, 2.02, 1.9621052631578948)","(7.0, 12.0, 10.833333333333334)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:50.874149,"(4.2, 5.7, 5.50909090909091)","(6.0, 9.2, 9.11111111111111)","(1.75, 2.02, 1.9621052631578948)","(7.0, 12.0, 10.833333333333334)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:51.735761,"(4.2, 5.7, 5.50909090909091)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.02, 1.9676190476190476)","(7.0, 12.0, 10.833333333333334)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:52.671828,"(4.2, 5.7, 5.50909090909091)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.02, 1.97)","(7.0, 12.0, 10.625)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:53.518654,"(4.2, 5.7, 5.50909090909091)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.02, 1.9726315789473685)","(7.0, 12.0, 10.625)","(7.5, 10.0, 9.6)"
10-01-2023 12:33:54.300997,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.02, 1.9755555555555555)","(7.0, 12.0, 10.625)","(7.5, 10.0, 9.76)"
10-01-2023 12:33:55.094961,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.02, 1.9788235294117646)","(7.0, 12.0, 10.625)","(7.5, 10.0, 9.866666666666667)"
10-01-2023 12:33:56.001084,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.02, 1.9885)","(7.0, 12.0, 10.625)","(7.5, 10.5, 10.06)"
10-01-2023 12:33:56.883458,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.02, 1.99375)","(7.0, 12.0, 10.625)","(7.5, 10.5, 9.766666666666667)"
10-01-2023 12:33:57.756761,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.02, 1.959423076923077)","(7.0, 12.0, 10.625)","(7.5, 10.5, 10.06)"
10-01-2023 12:33:58.665467,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9755)","(7.0, 11.5, 10.75)","(7.5, 10.5, 10.06)"
10-01-2023 12:33:59.468293,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9755)","(7.0, 11.5, 10.75)","(7.5, 10.5, 10.06)"
10-01-2023 12:34:00.317895,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9695652173913043)","(7.0, 11.5, 10.75)","(7.5, 10.5, 10.06)"
10-01-2023 12:34:01.167091,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9695652173913043)","(7.0, 11.5, 10.75)","(7.5, 10.5, 10.255555555555556)"
10-01-2023 12:34:01.977283,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9695652173913043)","(7.0, 11.5, 10.75)","(7.5, 10.5, 10.255555555555556)"
10-01-2023 12:34:02.774223,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9695652173913043)","(7.0, 11.5, 11.125)","(7.5, 10.5, 9.8125)"
10-01-2023 12:34:03.619416,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9695652173913043)","(7.0, 11.5, 11.125)","(7.5, 10.5, 9.8125)"
10-01-2023 12:34:04.566799,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9695652173913043)","(7.0, 11.5, 11.125)","(7.5, 10.5, 9.8125)"
10-01-2023 12:34:05.489480,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9695652173913043)","(7.0, 11.5, 11.125)","(7.5, 10.5, 10.041666666666666)"
10-01-2023 12:34:06.343336,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9695652173913043)","(7.0, 11.5, 11.125)","(7.5, 10.5, 10.041666666666666)"
10-01-2023 12:34:07.125743,"(4.2, 5.7, 5.5600000000000005)","(6.0, 8.8, 8.577777777777778)","(1.75, 2.0, 1.9695652173913043)","(7.0, 11.5, 11.125)","(7.5, 10.5, 10.041666666666666)"
10-01-2023 12:34:08.013454,"(4.2, 5.9, 5.709090909090909)","(6.0, 9.6, 9.299999999999999)","(1.75, 1.84, 1.8321922428330524)","(7.0, 12.0, 12.5)","(7.5, 10.5, 9.989473684210527)"
10-01-2023 12:34:08.969728,"(4.2, 5.9, 5.7444444444444445)","(6.0, 9.6, 9.3)","(1.75, 1.84, 1.8327608346709472)","(7.0, 13.0, 12.0)","(7.5, 11.0, 10.142857142857142)"
10-01-2023 12:34:09.934966,"(4.2, 5.9, 5.7444444444444445)","(6.0, 9.8, 9.057142857142857)","(1.75, 1.84, 1.8327608346709472)","(7.0, 13.0, 12.6)","(7.5, 11.0, 10.142857142857142)"
10-01-2023 12:34:10.796828,"(4.2, 5.9, 5.7444444444444445)","(6.0, 9.8, 9.057142857142857)","(1.75, 1.87, 1.8633333333333335)","(7.0, 13.0, 12.6)","(7.5, 11.0, 10.142857142857142)"
10-01-2023 12:34:11.565950,"(4.2, 5.9, 5.792307692307692)","(6.0, 9.8, 9.1)","(1.75, 1.82, 1.8005882352941176)","(7.0, 13.0, 12.818181818181818)","(7.5, 11.0, 10.294117647058824)"
10-01-2023 12:34:12.369982,"(4.2, 5.9, 5.792307692307692)","(6.0, 9.8, 9.1)","(1.75, 1.82, 1.8005882352941176)","(7.0, 13.0, 12.818181818181818)","(7.5, 11.0, 10.294117647058824)"
10-01-2023 12:34:13.274795,"(4.2, 6.0, 5.970909090909091)","(6.0, 9.8, 9.16)","(1.75, 1.82, 1.7876470588235294)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.058823529411764)"
10-01-2023 12:34:14.170557,"(4.2, 6.0, 5.970909090909091)","(6.0, 9.8, 9.444444444444445)","(1.75, 1.82, 1.7925)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:14.975658,"(4.2, 6.0, 5.975)","(6.0, 9.8, 9.444444444444445)","(1.75, 1.82, 1.7925)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:15.845350,"(4.2, 6.0, 5.975)","(6.0, 10.0, 9.6)","(1.75, 1.82, 1.7960869565217392)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:16.704520,"(4.2, 6.0, 5.975)","(6.0, 10.0, 9.6)","(1.75, 1.82, 1.7960869565217392)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:17.563672,"(4.2, 6.0, 5.975)","(6.0, 10.0, 9.6)","(1.75, 1.82, 1.7960869565217392)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:18.459657,"(4.2, 6.0, 5.975)","(6.0, 10.0, 9.6)","(1.75, 1.82, 1.7791836734693878)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:19.241326,"(4.2, 6.0, 5.975)","(6.0, 10.0, 9.6)","(1.75, 1.82, 1.7791836734693878)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:20.058040,"(4.2, 6.0, 5.975)","(6.0, 10.0, 9.6)","(1.75, 1.82, 1.78875)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:21.034477,"(4.2, 6.0, 5.975)","(6.0, 10.0, 9.6)","(1.75, 1.82, 1.7914285714285714)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:21.936516,"(4.2, 6.0, 5.975)","(6.0, 10.0, 9.6)","(1.75, 1.82, 1.7914285714285714)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:22.743877,"(4.2, 6.0, 5.975)","(6.0, 10.0, 9.6)","(1.75, 1.82, 1.7914285714285714)","(7.0, 13.0, 12.777777777777779)","(7.5, 11.5, 11.083333333333334)"
10-01-2023 12:34:23.537742,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.52)","(1.75, 1.75, 1.7404516129032257)","(7.0, 13.5, 12.764705882352942)","(7.5, 11.5, 10.75)"
10-01-2023 12:34:24.437154,"(4.2, 6.0, 5.997619047619048)","(6.0, 10.5, 10.133333333333333)","(1.75, 1.75, 1.7404545454545455)","(7.0, 13.5, 13.272727272727273)","(7.5, 11.5, 10.75)"
10-01-2023 12:34:25.357622,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.466666666666667)","(1.75, 1.75, 1.721056338028169)","(7.0, 13.5, 12.5)","(7.5, 11.5, 10.590909090909092)"
10-01-2023 12:34:26.270156,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.533333333333333)","(1.75, 1.74, 1.7223255813953489)","(7.0, 13.5, 12.5)","(7.5, 11.5, 10.590909090909092)"
10-01-2023 12:34:27.096804,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.533333333333333)","(1.75, 1.74, 1.7223255813953489)","(7.0, 13.5, 12.5)","(7.5, 11.5, 10.590909090909092)"
10-01-2023 12:34:27.909104,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.84)","(1.75, 1.74, 1.7260975609756097)","(7.0, 14.0, 11.727272727272727)","(7.5, 11.5, 10.875)"
10-01-2023 12:34:28.767227,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.5, 10.204545454545455)","(1.75, 1.74, 1.725)","(7.0, 14.0, 12.555555555555555)","(7.5, 11.5, 10.833333333333334)"
10-01-2023 12:34:29.689443,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.5, 10.204545454545455)","(1.75, 1.74, 1.725)","(7.0, 14.0, 12.333333333333334)","(7.5, 11.5, 11.045454545454545)"
10-01-2023 12:34:30.484392,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.5, 10.142857142857142)","(1.75, 1.74, 1.7383673469387755)","(7.0, 14.0, 12.61111111111111)","(7.5, 11.5, 11.045454545454545)"
10-01-2023 12:34:31.274945,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.5, 10.142857142857142)","(1.75, 1.74, 1.729090909090909)","(7.0, 14.0, 12.61111111111111)","(7.5, 11.5, 11.045454545454545)"
10-01-2023 12:34:32.188115,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.5, 10.075)","(1.75, 1.83, 1.7805882352941176)","(7.0, 14.0, 12.61111111111111)","(7.5, 11.5, 11.045454545454545)"
10-01-2023 12:34:33.110904,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.65)","(1.75, 1.83, 1.7711764705882354)","(7.0, 14.0, 12.61111111111111)","(7.5, 11.5, 10.833333333333334)"
10-01-2023 12:34:33.991546,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.65)","(1.75, 1.83, 1.771764705882353)","(7.0, 14.0, 12.61111111111111)","(7.5, 11.5, 10.590909090909092)"
10-01-2023 12:34:34.773887,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.533333333333333)","(1.75, 1.83, 1.753170731707317)","(7.0, 14.0, 12.571428571428571)","(7.5, 11.5, 10.590909090909092)"
10-01-2023 12:34:35.592522,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.533333333333333)","(1.75, 1.83, 1.7445)","(7.0, 14.0, 12.88888888888889)","(7.5, 11.5, 10.566666666666666)"
10-01-2023 12:34:36.539804,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.533333333333333)","(1.75, 1.83, 1.743720930232558)","(7.0, 14.0, 12.88888888888889)","(7.5, 11.5, 10.566666666666666)"
10-01-2023 12:34:37.497833,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.533333333333333)","(1.75, 1.82, 1.743720930232558)","(7.0, 14.0, 12.88888888888889)","(7.5, 11.5, 10.763157894736842)"
10-01-2023 12:34:38.375673,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.0, 10.533333333333333)","(1.75, 1.82, 1.743720930232558)","(7.0, 14.0, 12.88888888888889)","(7.5, 11.5, 10.763157894736842)"
10-01-2023 12:34:39.152951,"(4.2, 6.0, 5.997619047619048)","(6.0, 11.5, 10.0)","(1.75, 1.82, 1.743720930232558)","(7.0, 14.0, 12.88888888888889)","(7.5, 11.5, 10.763157894736842)"
