,Beauty You,Silver Lad,Silver Scars,Bettys Star,Runs Like Bluey,Speed Craze,Sapphire Pixie,Bag The Cash
04-01-2023 11:47:05.096695,"(1.4, 1.51, 1.4836144578313253)","(8.0, 9.8, 9.757894736842106)","(41.0, 210.0, 200.0)","(19.0, 36.0, 30.285714285714285)","(13.0, 21.0, 18.6)","(5.5, 9.2, 8.654545454545454)","(26.0, 55.0, 50.72222222222222)","(15.0, 70.0, 65.5)"
04-01-2023 11:47:06.163133,"(1.4, 1.51, 1.481293103448276)","(8.0, 9.8, 9.757894736842106)","(41.0, 210.0, 200.0)","(19.0, 36.0, 28.307692307692307)","(13.0, 21.0, 18.6)","(5.5, 9.2, 8.342857142857143)","(26.0, 55.0, 50.5)","(15.0, 70.0, 65.5)"
04-01-2023 11:47:07.154716,"(1.4, 1.51, 1.481293103448276)","(8.0, 9.8, 9.757894736842106)","(41.0, 210.0, 160.0)","(19.0, 36.0, 28.307692307692307)","(13.0, 21.0, 18.6)","(5.5, 9.2, 8.290909090909091)","(26.0, 55.0, 50.5)","(15.0, 70.0, 65.5)"
04-01-2023 11:47:08.197570,"(1.4, 1.51, 1.482704918032787)","(8.0, 9.8, 9.760000000000002)","(41.0, 210.0, 160.0)","(19.0, 34.0, 30.363636363636363)","(13.0, 21.0, 18.6)","(5.5, 9.2, 8.366666666666665)","(26.0, 55.0, 51.72727272727273)","(15.0, 70.0, 66.11111111111111)"
04-01-2023 11:47:09.174185,"(1.4, 1.51, 1.4610416666666666)","(8.0, 13.5, 12.91304347826087)","(41.0, 210.0, 160.0)","(19.0, 34.0, 27.77777777777778)","(13.0, 24.0, 21.0)","(5.5, 9.2, 8.438095238095238)","(26.0, 55.0, 62.5)","(15.0, 70.0, 67.33333333333333)"
04-01-2023 11:47:10.223703,"(1.4, 1.51, 1.4714754098360656)","(8.0, 10.5, 9.672727272727272)","(41.0, 210.0, 193.33333333333334)","(19.0, 34.0, 27.77777777777778)","(13.0, 24.0, 22.8)","(5.5, 9.2, 8.661538461538461)","(26.0, 70.0, 61.1578947368421)","(15.0, 70.0, 67.33333333333333)"
04-01-2023 11:47:11.208305,"(1.4, 1.51, 1.4828846153846154)","(8.0, 10.5, 9.66)","(41.0, 210.0, 193.33333333333334)","(19.0, 34.0, 27.77777777777778)","(13.0, 24.0, 23.4)","(5.5, 9.2, 8.36)","(26.0, 70.0, 56.875)","(15.0, 70.0, 67.33333333333333)"
04-01-2023 11:47:12.209524,"(1.4, 1.51, 1.4852631578947368)","(8.0, 10.5, 9.696428571428571)","(41.0, 210.0, 193.33333333333334)","(19.0, 34.0, 27.77777777777778)","(13.0, 24.0, 23.4)","(5.5, 9.2, 8.36)","(26.0, 70.0, 56.36363636363637)","(15.0, 70.0, 67.33333333333333)"
04-01-2023 11:47:13.236880,"(1.4, 1.51, 1.4906849315068493)","(8.0, 10.5, 9.923076923076923)","(41.0, 210.0, 165.0)","(19.0, 34.0, 27.28)","(13.0, 24.0, 21.25)","(5.5, 9.2, 8.36)","(26.0, 70.0, 56.36363636363637)","(15.0, 70.0, 67.33333333333333)"
04-01-2023 11:47:14.269851,"(1.4, 1.51, 1.4935087719298246)","(8.0, 10.5, 10.040816326530612)","(41.0, 210.0, 165.0)","(19.0, 34.0, 26.705882352941178)","(13.0, 24.0, 18.727272727272727)","(5.5, 9.2, 8.494117647058824)","(26.0, 70.0, 56.36363636363637)","(15.0, 70.0, 68.57142857142857)"
04-01-2023 11:47:15.260183,"(1.4, 1.51, 1.491923076923077)","(8.0, 9.4, 9.353488372093024)","(41.0, 230.0, 150.0)","(19.0, 34.0, 26.705882352941178)","(13.0, 21.0, 18.692307692307693)","(5.5, 9.2, 8.661538461538461)","(26.0, 70.0, 56.36363636363637)","(15.0, 70.0, 96.02564102564102)"
04-01-2023 11:47:24.671778,"(1.4, 1.51, 1.4935087719298246)","(8.0, 9.4, 9.310204081632653)","(41.0, 200.0, 184.0)","(19.0, 34.0, 26.705882352941178)","(13.0, 21.0, 19.333333333333332)","(5.5, 9.2, 8.127272727272727)","(26.0, 70.0, 56.36363636363637)","(17.0, 120.0, 71.73913043478261)"
04-01-2023 11:47:25.827873,"(1.4, 1.51, 1.4804736842105264)","(8.0, 10.0, 9.904761904761905)","(41.0, 200.0, 155.0)","(19.0, 32.0, 23.2)","(13.0, 21.0, 19.333333333333332)","(5.5, 9.0, 8.304347826086957)","(26.0, 70.0, 56.36363636363637)","(17.0, 110.0, 71.73913043478261)"
04-01-2023 11:47:26.819950,"(1.4, 1.51, 1.4812307692307691)","(8.0, 10.0, 9.904761904761905)","(41.0, 200.0, 155.0)","(19.0, 32.0, 23.2)","(13.0, 21.0, 19.333333333333332)","(5.5, 9.0, 8.407407407407407)","(26.0, 70.0, 56.36363636363637)","(17.0, 110.0, 72.0)"
04-01-2023 11:47:27.875403,"(1.4, 1.51, 1.4804736842105264)","(8.0, 10.0, 9.904761904761905)","(41.0, 200.0, 155.0)","(19.0, 32.0, 26.48)","(13.0, 21.0, 20.18181818181818)","(5.5, 9.0, 8.407407407407407)","(26.0, 70.0, 56.36363636363637)","(17.0, 110.0, 71.73913043478261)"
04-01-2023 11:47:29.060633,"(1.4, 1.51, 1.4910416666666666)","(8.0, 10.0, 9.904761904761905)","(41.0, 200.0, 185.0)","(19.0, 32.0, 23.53846153846154)","(13.0, 21.0, 20.18181818181818)","(5.5, 9.0, 8.866666666666667)","(26.0, 70.0, 56.36363636363637)","(17.0, 110.0, 71.73913043478261)"
04-01-2023 11:47:30.247111,"(1.4, 1.51, 1.4905347593582887)","(8.0, 10.0, 10.744444444444445)","(41.0, 200.0, 160.0)","(19.0, 32.0, 24.142857142857142)","(13.0, 21.0, 19.714285714285715)","(5.5, 9.0, 8.65)","(26.0, 70.0, 56.36363636363637)","(17.0, 110.0, 71.73913043478261)"
04-01-2023 11:47:31.393343,"(1.4, 1.51, 1.4910416666666666)","(8.0, 11.5, 10.572727272727274)","(41.0, 200.0, 185.0)","(19.0, 32.0, 24.97872340425532)","(13.0, 21.0, 19.2)","(5.5, 9.0, 8.866666666666667)","(26.0, 70.0, 56.36363636363637)","(17.0, 110.0, 71.66666666666667)"
04-01-2023 11:47:32.474376,"(1.4, 1.51, 1.4905347593582887)","(8.0, 11.5, 10.572727272727274)","(41.0, 200.0, 185.0)","(19.0, 32.0, 24.97872340425532)","(13.0, 21.0, 21.0)","(5.5, 9.0, 8.866666666666667)","(26.0, 70.0, 56.36363636363637)","(17.0, 110.0, 71.66666666666667)"
04-01-2023 11:47:33.596345,"(1.4, 1.51, 1.4906382978723405)","(8.0, 11.5, 10.572727272727274)","(41.0, 200.0, 185.0)","(19.0, 32.0, 24.97872340425532)","(13.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.65)","(26.0, 70.0, 56.36363636363637)","(17.0, 110.0, 72.14285714285714)"
04-01-2023 11:47:34.684956,"(1.4, 1.51, 1.481413612565445)","(8.0, 11.5, 10.572727272727274)","(41.0, 200.0, 185.0)","(19.0, 32.0, 24.97872340425532)","(13.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.866666666666667)","(26.0, 70.0, 56.36363636363637)","(17.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:35.813964,"(1.4, 1.51, 1.4817098445595855)","(8.0, 11.5, 10.572727272727274)","(41.0, 200.0, 185.0)","(19.0, 32.0, 24.97872340425532)","(13.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.666666666666666)","(26.0, 70.0, 56.36363636363637)","(17.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:36.995195,"(1.35, 1.5, 1.4838095238095237)","(8.0, 11.5, 10.572727272727274)","(51.0, 200.0, 185.0)","(19.0, 32.0, 24.97872340425532)","(14.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.363636363636363)","(26.0, 70.0, 56.15384615384615)","(18.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:38.070690,"(1.35, 1.48, 1.4777777777777779)","(8.0, 11.5, 10.572727272727274)","(51.0, 200.0, 185.0)","(19.0, 32.0, 24.97872340425532)","(14.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.363636363636363)","(26.0, 70.0, 56.36363636363637)","(18.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:39.116437,"(1.35, 1.49, 1.4825)","(8.0, 11.5, 10.572727272727274)","(51.0, 200.0, 185.0)","(19.0, 32.0, 25.043478260869566)","(14.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.666666666666666)","(26.0, 70.0, 56.36363636363637)","(18.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:40.213062,"(1.35, 1.49, 1.48125)","(8.0, 11.5, 10.357142857142858)","(51.0, 200.0, 195.26315789473682)","(19.0, 32.0, 24.615384615384617)","(14.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.363636363636363)","(26.0, 70.0, 56.36363636363637)","(18.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:41.270462,"(1.35, 1.49, 1.4823809523809524)","(8.0, 11.5, 10.5)","(51.0, 200.0, 155.0)","(19.0, 32.0, 24.615384615384617)","(14.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.666666666666666)","(26.0, 70.0, 56.36363636363637)","(18.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:42.340850,"(1.35, 1.49, 1.4823809523809524)","(8.0, 11.5, 10.5)","(51.0, 200.0, 155.0)","(19.0, 32.0, 24.615384615384617)","(14.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.666666666666666)","(26.0, 70.0, 56.36363636363637)","(18.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:43.357960,"(1.35, 1.49, 1.48)","(8.0, 11.5, 10.576923076923077)","(51.0, 200.0, 165.0)","(19.0, 32.0, 28.5)","(14.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.363636363636363)","(26.0, 70.0, 56.36363636363637)","(19.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:44.365112,"(1.35, 1.49, 1.48)","(8.0, 11.5, 10.576923076923077)","(51.0, 200.0, 165.0)","(19.0, 30.0, 28.5)","(14.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.666666666666666)","(26.0, 70.0, 55.333333333333336)","(19.0, 100.0, 71.66666666666667)"
04-01-2023 11:47:45.312903,"(1.35, 1.49, 1.4754545454545454)","(8.0, 11.5, 10.576923076923077)","(51.0, 200.0, 165.0)","(19.0, 30.0, 26.347826086956523)","(14.0, 24.0, 21.692307692307693)","(5.5, 9.0, 8.666666666666666)","(26.0, 70.0, 55.333333333333336)","(19.0, 100.0, 71.3157894736842)"
04-01-2023 11:47:46.271487,"(1.35, 1.49, 1.4805882352941175)","(8.0, 11.5, 10.5)","(51.0, 200.0, 160.0)","(19.0, 30.0, 26.347826086956523)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.714285714285714)","(26.0, 70.0, 55.333333333333336)","(19.0, 95.0, 71.3157894736842)"
04-01-2023 11:47:47.287010,"(1.35, 1.49, 1.4766666666666666)","(8.0, 11.5, 10.357142857142858)","(51.0, 200.0, 155.0)","(19.0, 30.0, 25.264705882352942)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.714285714285714)","(26.0, 70.0, 55.333333333333336)","(19.0, 95.0, 72.5)"
04-01-2023 11:47:48.464148,"(1.35, 1.49, 1.4766666666666666)","(8.0, 11.5, 10.725806451612904)","(51.0, 200.0, 155.0)","(19.0, 30.0, 25.161290322580644)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.466666666666667)","(26.0, 70.0, 55.333333333333336)","(19.0, 90.0, 72.5)"
04-01-2023 11:47:49.642456,"(1.35, 1.49, 1.4845454545454546)","(8.0, 11.5, 10.725806451612904)","(51.0, 200.0, 155.0)","(19.0, 30.0, 25.956521739130434)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.7)","(26.0, 70.0, 55.333333333333336)","(20.0, 90.0, 72.5)"
04-01-2023 11:47:50.849410,"(1.35, 1.49, 1.4845454545454546)","(8.0, 11.5, 10.75)","(51.0, 200.0, 160.0)","(19.0, 29.0, 25.8)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.625)","(26.0, 70.0, 55.333333333333336)","(20.0, 90.0, 71.875)"
04-01-2023 11:47:51.914440,"(1.35, 1.5, 1.4907692307692308)","(8.0, 11.5, 10.75)","(51.0, 200.0, 182.0)","(19.0, 29.0, 25.333333333333332)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.384615384615385)","(26.0, 70.0, 55.333333333333336)","(20.0, 85.0, 79.81481481481481)"
04-01-2023 11:47:53.043892,"(1.35, 1.5, 1.4890322580645161)","(8.0, 11.5, 10.727272727272727)","(51.0, 200.0, 150.0)","(19.0, 28.0, 24.90909090909091)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.294117647058824)","(26.0, 70.0, 50.0)","(20.0, 85.0, 78.33333333333333)"
04-01-2023 11:47:54.157266,"(1.35, 1.5, 1.4919047619047618)","(8.0, 11.5, 10.727272727272727)","(51.0, 190.0, 150.0)","(19.0, 28.0, 24.9375)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.3125)","(26.0, 70.0, 50.0)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:47:55.223095,"(1.35, 1.5, 1.4915)","(8.0, 11.5, 10.64864864864865)","(51.0, 190.0, 150.0)","(19.0, 27.0, 24.789473684210527)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.3125)","(26.0, 70.0, 50.0)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:47:56.355057,"(1.35, 1.49, 1.4816666666666667)","(8.0, 11.5, 10.890625)","(51.0, 190.0, 150.0)","(19.0, 27.0, 24.789473684210527)","(14.0, 24.0, 21.5)","(5.5, 9.0, 8.3125)","(26.0, 70.0, 50.125)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:47:57.420481,"(1.35, 1.5, 1.486923076923077)","(8.0, 11.5, 10.85)","(51.0, 180.0, 157.14285714285714)","(19.0, 27.0, 23.5)","(14.0, 24.0, 21.529411764705884)","(5.5, 9.0, 8.3125)","(26.0, 65.0, 50.125)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:47:58.464451,"(1.35, 1.5, 1.4893333333333334)","(8.0, 11.5, 10.735294117647058)","(51.0, 170.0, 138.88888888888889)","(19.0, 25.0, 25.032258064516128)","(14.0, 24.0, 21.642857142857142)","(5.5, 9.0, 8.3125)","(26.0, 65.0, 49.54545454545455)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:47:59.627283,"(1.35, 1.5, 1.4893333333333334)","(8.0, 11.5, 10.6875)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.8)","(14.0, 24.0, 21.642857142857142)","(5.5, 9.0, 8.45)","(26.0, 65.0, 49.54545454545455)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:00.706320,"(1.35, 1.5, 1.4862857142857142)","(8.0, 11.5, 10.9)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.833333333333332)","(14.0, 24.0, 21.642857142857142)","(5.5, 9.2, 9.033333333333333)","(26.0, 65.0, 49.54545454545455)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:01.769172,"(1.35, 1.49, 1.482)","(8.0, 11.5, 10.954545454545455)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.833333333333332)","(14.0, 24.0, 21.642857142857142)","(5.5, 9.2, 9.033333333333333)","(26.0, 65.0, 49.54545454545455)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:02.808519,"(1.35, 1.5, 1.492093023255814)","(8.0, 11.5, 10.954545454545455)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.864864864864863)","(14.0, 24.0, 20.11764705882353)","(5.5, 9.2, 8.84)","(26.0, 65.0, 49.54545454545455)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:03.941068,"(1.35, 1.5, 1.4961764705882352)","(8.0, 11.5, 10.954545454545455)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.53061224489796)","(14.0, 24.0, 19.657894736842106)","(5.5, 9.0, 8.84)","(26.0, 65.0, 49.54545454545455)","(20.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:05.016191,"(1.3, 1.5, 1.4917391304347827)","(8.0, 11.5, 11.147058823529411)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.56)","(14.0, 24.0, 19.6)","(5.5, 9.0, 8.84)","(26.0, 65.0, 49.54545454545455)","(21.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:06.009347,"(1.3, 1.5, 1.4926923076923078)","(8.0, 11.5, 11.147058823529411)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.56)","(14.0, 24.0, 19.6)","(5.5, 9.0, 9.057142857142857)","(26.0, 65.0, 49.54545454545455)","(21.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:07.049433,"(1.3, 1.5, 1.4920833333333334)","(8.0, 11.5, 11.147058823529411)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.56)","(14.0, 24.0, 19.6)","(5.5, 9.2, 9.088888888888889)","(26.0, 65.0, 49.54545454545455)","(21.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:08.133817,"(1.3, 1.5, 1.489122807017544)","(8.0, 11.5, 11.147058823529411)","(51.0, 170.0, 137.05882352941177)","(19.0, 26.0, 24.4)","(14.0, 24.0, 19.6)","(5.5, 9.2, 9.075)","(26.0, 65.0, 49.54545454545455)","(21.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:09.245956,"(1.3, 1.51, 1.4823507462686567)","(8.0, 11.5, 11.05)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.4)","(14.0, 24.0, 19.6)","(5.5, 9.2, 8.485714285714286)","(26.0, 65.0, 49.54545454545455)","(21.0, 85.0, 76.17647058823529)"
04-01-2023 11:48:10.346921,"(1.3, 1.5, 1.4938235294117648)","(8.0, 11.5, 11.05)","(51.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.4)","(14.0, 24.0, 19.6)","(5.5, 9.2, 8.413333333333332)","(26.0, 65.0, 49.54545454545455)","(21.0, 85.0, 76.66666666666667)"
04-01-2023 11:48:11.440682,"(1.3, 1.5, 1.49)","(8.5, 11.5, 11.05)","(61.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.4)","(15.0, 24.0, 19.3125)","(6.0, 9.0, 8.022222222222222)","(31.0, 65.0, 49.54545454545455)","(26.0, 85.0, 76.66666666666667)"
04-01-2023 11:48:12.510184,"(1.3, 1.51, 1.492074074074074)","(8.5, 11.5, 11.147058823529411)","(61.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.4)","(15.0, 24.0, 19.3125)","(6.0, 8.8, 8.270588235294118)","(31.0, 65.0, 49.54545454545455)","(26.0, 85.0, 76.66666666666667)"
04-01-2023 11:48:13.598136,"(1.3, 1.51, 1.4921789883268481)","(8.5, 11.5, 11.147058823529411)","(61.0, 160.0, 135.0)","(19.0, 26.0, 24.4)","(15.0, 24.0, 19.3125)","(6.0, 8.8, 8.466666666666667)","(31.0, 65.0, 55.0)","(26.0, 85.0, 76.66666666666667)"
04-01-2023 11:48:14.627463,"(1.3, 1.51, 1.4922222222222221)","(8.5, 11.5, 11.147058823529411)","(61.0, 160.0, 135.0)","(19.0, 26.0, 24.4)","(15.0, 24.0, 19.3125)","(6.0, 8.8, 8.16)","(31.0, 65.0, 52.333333333333336)","(26.0, 85.0, 76.66666666666667)"
04-01-2023 11:48:15.686604,"(1.3, 1.51, 1.4922222222222221)","(8.5, 11.5, 11.147058823529411)","(61.0, 160.0, 135.0)","(19.0, 26.0, 24.4)","(15.0, 24.0, 19.3125)","(6.0, 8.8, 8.08)","(31.0, 65.0, 52.333333333333336)","(26.0, 85.0, 76.66666666666667)"
04-01-2023 11:48:16.707397,"(1.3, 1.51, 1.4922222222222221)","(8.5, 12.5, 12.480662983425415)","(61.0, 160.0, 135.0)","(19.0, 26.0, 24.4)","(15.0, 24.0, 19.3125)","(6.0, 8.8, 8.09090909090909)","(31.0, 65.0, 52.333333333333336)","(26.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:17.769071,"(1.3, 1.51, 1.48312)","(8.5, 11.5, 11.416666666666666)","(61.0, 160.0, 135.0)","(19.0, 26.0, 24.4)","(15.0, 24.0, 19.3125)","(6.0, 8.6, 8.44)","(31.0, 65.0, 52.333333333333336)","(26.0, 85.0, 71.36363636363636)"
04-01-2023 11:48:18.816361,"(1.3, 1.51, 1.4827142857142857)","(8.5, 12.0, 11.277777777777779)","(61.0, 160.0, 135.0)","(19.0, 26.0, 24.4)","(15.0, 24.0, 19.3125)","(6.0, 8.6, 8.09090909090909)","(31.0, 65.0, 57.4)","(26.0, 85.0, 80.45454545454545)"
04-01-2023 11:48:19.849207,"(1.3, 1.5, 1.4820765027322405)","(8.5, 12.0, 11.277777777777779)","(61.0, 160.0, 135.0)","(19.0, 26.0, 24.4)","(15.0, 24.0, 18.606060606060606)","(6.0, 8.6, 8.09090909090909)","(31.0, 65.0, 55.95238095238095)","(26.0, 85.0, 80.45454545454545)"
04-01-2023 11:48:20.926550,"(1.3, 1.5, 1.4820765027322405)","(8.5, 12.0, 11.277777777777779)","(61.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.4)","(15.0, 23.0, 21.5)","(6.0, 8.6, 8.4)","(31.0, 65.0, 55.95238095238095)","(26.0, 85.0, 81.58536585365854)"
04-01-2023 11:48:21.944827,"(1.3, 1.5, 1.4820765027322405)","(8.5, 12.0, 11.263157894736842)","(61.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.4)","(15.0, 22.0, 18.86842105263158)","(6.0, 8.6, 8.288888888888888)","(31.0, 65.0, 55.95238095238095)","(26.0, 85.0, 81.66666666666666)"
04-01-2023 11:48:22.977424,"(1.3, 1.48, 1.4748275862068965)","(8.5, 12.0, 11.391304347826086)","(61.0, 170.0, 137.05882352941177)","(19.0, 26.0, 24.536585365853657)","(15.0, 22.0, 19.166666666666668)","(6.0, 8.6, 8.3)","(31.0, 65.0, 55.95238095238095)","(26.0, 85.0, 81.66666666666666)"
04-01-2023 11:48:23.976015,"(1.3, 1.49, 1.487962962962963)","(8.5, 12.0, 11.263157894736842)","(61.0, 170.0, 116.66666666666667)","(19.0, 26.0, 24.536585365853657)","(15.0, 22.0, 19.166666666666668)","(6.0, 8.8, 8.41904761904762)","(31.0, 65.0, 56.5)","(26.0, 85.0, 80.9090909090909)"
04-01-2023 11:48:25.082107,"(1.3, 1.49, 1.4827027027027027)","(8.5, 12.0, 11.416666666666666)","(61.0, 160.0, 135.0)","(19.0, 32.0, 29.272727272727273)","(15.0, 21.0, 18.82758620689655)","(6.0, 8.8, 8.589473684210526)","(31.0, 65.0, 56.5)","(26.0, 85.0, 80.9090909090909)"
04-01-2023 11:48:26.122932,"(1.3, 1.49, 1.4813157894736841)","(8.5, 12.0, 11.8)","(61.0, 160.0, 135.0)","(19.0, 32.0, 29.272727272727273)","(15.0, 21.0, 18.82758620689655)","(6.0, 8.8, 8.371428571428572)","(31.0, 65.0, 54.166666666666664)","(26.0, 85.0, 80.9090909090909)"
04-01-2023 11:48:27.157998,"(1.3, 1.49, 1.4805747126436781)","(8.5, 12.0, 11.666666666666666)","(61.0, 170.0, 116.66666666666667)","(19.0, 32.0, 28.4)","(15.0, 21.0, 18.82758620689655)","(6.0, 8.8, 8.36)","(31.0, 65.0, 54.6875)","(26.0, 85.0, 80.9090909090909)"
04-01-2023 11:48:28.412828,"(1.3, 1.49, 1.4805747126436781)","(8.5, 12.0, 11.41304347826087)","(61.0, 170.0, 116.66666666666667)","(19.0, 32.0, 28.4)","(15.0, 21.0, 19.03125)","(6.0, 9.0, 8.52)","(31.0, 65.0, 54.6875)","(26.0, 85.0, 71.5)"
04-01-2023 11:48:29.575264,"(1.3, 1.49, 1.4805747126436781)","(8.5, 12.0, 11.41304347826087)","(61.0, 170.0, 116.66666666666667)","(19.0, 32.0, 28.4)","(15.0, 21.0, 19.03125)","(6.0, 9.0, 8.52)","(31.0, 65.0, 54.6875)","(26.0, 85.0, 71.5)"
04-01-2023 11:48:30.685902,"(1.3, 1.49, 1.4805747126436781)","(8.5, 12.0, 11.8125)","(61.0, 170.0, 116.66666666666667)","(19.0, 32.0, 28.4)","(15.0, 21.0, 18.7)","(6.0, 9.0, 8.52)","(31.0, 65.0, 58.4375)","(26.0, 85.0, 71.5)"
04-01-2023 11:48:31.730653,"(1.3, 1.49, 1.478450704225352)","(8.5, 12.0, 11.714285714285714)","(61.0, 170.0, 116.66666666666667)","(19.0, 32.0, 28.4)","(15.0, 20.0, 18.666666666666668)","(6.0, 9.0, 8.377777777777776)","(31.0, 65.0, 58.4375)","(26.0, 85.0, 71.5)"
04-01-2023 11:48:32.730704,"(1.3, 1.48, 1.4770833333333333)","(8.5, 12.5, 11.681818181818182)","(61.0, 160.0, 135.0)","(19.0, 32.0, 28.4)","(15.0, 20.0, 18.666666666666668)","(6.0, 9.0, 8.6)","(31.0, 65.0, 58.4375)","(26.0, 85.0, 71.5)"
04-01-2023 11:48:33.718358,"(1.3, 1.49, 1.4807865168539325)","(8.5, 12.5, 11.617647058823529)","(61.0, 160.0, 135.0)","(19.0, 32.0, 28.4)","(15.0, 20.0, 18.666666666666668)","(6.0, 9.0, 8.6)","(31.0, 65.0, 58.4375)","(26.0, 85.0, 71.5)"
04-01-2023 11:48:34.700294,"(1.3, 1.49, 1.4807865168539325)","(8.5, 12.5, 11.75)","(61.0, 160.0, 135.0)","(19.0, 32.0, 28.4)","(15.0, 20.0, 18.666666666666668)","(6.0, 9.0, 8.6)","(31.0, 65.0, 58.4375)","(26.0, 85.0, 71.5)"
04-01-2023 11:48:35.702663,"(1.3, 1.49, 1.4807865168539325)","(8.5, 12.5, 11.75)","(61.0, 160.0, 120.0)","(19.0, 32.0, 28.4)","(15.0, 20.0, 18.666666666666668)","(6.0, 9.0, 8.333333333333332)","(31.0, 65.0, 58.4375)","(26.0, 85.0, 71.5)"
04-01-2023 11:48:36.755581,"(1.3, 1.49, 1.4807865168539325)","(8.5, 12.5, 11.75)","(61.0, 150.0, 110.0)","(19.0, 32.0, 28.4)","(15.0, 20.0, 18.666666666666668)","(6.0, 9.0, 8.714285714285714)","(31.0, 65.0, 58.4375)","(26.0, 85.0, 71.5)"
04-01-2023 11:48:37.853491,"(1.3, 1.49, 1.4807865168539325)","(8.5, 12.5, 11.75)","(61.0, 150.0, 110.0)","(19.0, 32.0, 29.545454545454547)","(15.0, 20.0, 18.666666666666668)","(6.0, 9.0, 8.416666666666666)","(31.0, 65.0, 58.4375)","(26.0, 85.0, 76.5625)"
04-01-2023 11:48:38.858515,"(1.3, 1.49, 1.4807865168539325)","(8.5, 12.5, 11.75)","(61.0, 150.0, 111.11111111111111)","(19.0, 32.0, 29.93103448275862)","(15.0, 20.0, 18.923076923076923)","(6.0, 9.0, 8.714285714285714)","(31.0, 65.0, 58.4375)","(26.0, 85.0, 76.5625)"
04-01-2023 11:48:39.856655,"(1.3, 1.49, 1.4807865168539325)","(8.5, 12.5, 11.75)","(61.0, 150.0, 111.11111111111111)","(19.0, 32.0, 29.93103448275862)","(15.0, 20.0, 18.962962962962962)","(6.0, 9.0, 8.416666666666666)","(31.0, 65.0, 57.5)","(26.0, 85.0, 76.5625)"
04-01-2023 11:48:40.977189,"(1.3, 1.49, 1.4807865168539325)","(8.5, 12.5, 11.75)","(61.0, 150.0, 131.57894736842104)","(19.0, 32.0, 29.5)","(15.0, 20.0, 18.962962962962962)","(6.0, 9.0, 8.5)","(31.0, 65.0, 53.214285714285715)","(26.0, 85.0, 76.5625)"
