,Son Of Haka,Smoking Sophie,Its Your Shout,Annas Spark,By The Dram,Sky Stone
08-01-2023 17:25:31.030911,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:31.912287,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:32.844311,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:33.722736,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:34.642400,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:35.560420,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:36.472612,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:37.363127,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:38.263286,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:39.124669,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:40.071368,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:40.975483,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:41.851188,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:42.818159,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:43.672001,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:44.549502,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:45.526013,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:46.431192,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:47.383624,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:48.279156,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:49.183821,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:50.115446,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:51.023319,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:51.975883,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:52.915781,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:53.806630,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:54.720519,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:55.617404,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:56.476696,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:57.404007,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:58.313127,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:25:59.232774,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:00.170666,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:01.129137,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 30.0, 22.92857142857143)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:02.041232,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 19.666666666666668)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:02.999107,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 19.666666666666668)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:03.878398,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 19.666666666666668)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:04.837172,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 19.666666666666668)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:05.717568,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 19.666666666666668)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:06.573922,"(10.0, 32.0, 19.946666666666665)","(20.0, 170.0, 52.4)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 19.666666666666668)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:07.518283,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:08.411427,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:09.351160,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:10.286393,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.5569230769230769)"
08-01-2023 17:26:11.188085,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8719999999999999)"
08-01-2023 17:26:12.102571,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:12.957684,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:13.845374,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:14.733268,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:15.631541,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:16.550562,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:17.436443,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:18.394536,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:19.314584,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:20.268477,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:21.227763,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:22.125487,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:23.050438,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.6584615384615384)"
08-01-2023 17:26:23.935211,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:24.879827,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:25.803316,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:26.725252,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:27.643839,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:28.520621,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:29.366653,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:30.256672,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:31.162112,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:32.093158,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:33.020522,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:33.910122,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:34.828047,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:35.737657,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:36.646443,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 5.993333333333334)","(5.0, 9.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)","(1.5, 2.0, 1.8933333333333333)"
08-01-2023 17:26:37.592395,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 6.488235294117647)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.99, 1.7063636363636365)"
08-01-2023 17:26:38.519956,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.99, 1.7063636363636365)"
08-01-2023 17:26:39.474815,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.99, 1.7063636363636365)"
08-01-2023 17:26:40.363710,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.99, 1.7063636363636365)"
08-01-2023 17:26:41.268511,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.99, 1.8775)"
08-01-2023 17:26:42.152731,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:43.043041,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:43.900537,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:44.762566,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:45.640447,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:46.578302,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:47.545464,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:48.509927,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:49.468996,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:50.429297,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:51.325962,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:52.179911,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:53.057398,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:53.975122,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:54.901309,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:55.833650,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:56.772906,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:57.702853,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:58.625008,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:26:59.536955,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:27:00.421902,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:27:01.350661,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 21.72222222222222)","(1.5, 1.97, 1.8775)"
08-01-2023 17:27:02.312648,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 9.0, 6.4944444444444445)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 18.125)","(1.5, 1.97, 1.8775)"
08-01-2023 17:27:03.291045,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 6.173333333333334)","(14.0, 32.0, 18.125)","(1.5, 1.97, 1.8775)"
08-01-2023 17:27:04.248641,"(10.0, 32.0, 22.583333333333336)","(20.0, 170.0, 65.0)","(5.5, 8.8, 7.8500000000000005)","(5.0, 9.4, 5.366666666666667)","(14.0, 32.0, 18.125)","(1.5, 1.97, 1.8775)"
