,Son Of Haka,Smoking Sophie,Its Your Shout,Annas Spark,By The Dram,Sky Stone
08-01-2023 17:34:09.475737,"(10.0, 28.0, 17.5)","(21.0, 80.0, 75.5)","(5.0, 9.4, 6.2)","(5.0, 13.0, 9.7)","(15.0, 30.0, 26.75)","(1.5, 1.61, 1.5116129032258065)"
08-01-2023 17:34:10.475060,"(10.0, 28.0, 17.5)","(21.0, 80.0, 75.5)","(5.0, 9.4, 6.2)","(5.0, 13.0, 9.7)","(15.0, 30.0, 26.0)","(1.5, 1.61, 1.5116129032258065)"
08-01-2023 17:34:11.514398,"(10.0, 28.0, 17.5)","(21.0, 80.0, 75.5)","(5.0, 9.4, 5.902857142857143)","(5.0, 13.0, 9.7)","(15.0, 29.0, 26.0)","(1.5, 1.61, 1.5116129032258065)"
08-01-2023 17:34:12.481862,"(10.0, 28.0, 20.363636363636363)","(21.0, 80.0, 75.5)","(5.0, 9.0, 6.257142857142857)","(5.0, 13.0, 9.7)","(15.0, 29.0, 26.0)","(1.5, 1.61, 1.5116129032258065)"
08-01-2023 17:34:13.480758,"(10.0, 28.0, 21.291666666666668)","(21.0, 80.0, 75.5)","(5.0, 8.8, 7.300000000000001)","(5.0, 13.0, 9.7)","(15.0, 29.0, 25.25)","(1.5, 1.61, 1.5116129032258065)"
08-01-2023 17:34:14.424720,"(10.0, 28.0, 21.875)","(21.0, 80.0, 75.5)","(5.0, 8.8, 7.300000000000001)","(5.0, 13.0, 9.7)","(15.0, 28.0, 25.25)","(1.5, 1.61, 1.5116129032258065)"
08-01-2023 17:34:15.421755,"(10.0, 28.0, 20.61111111111111)","(21.0, 80.0, 75.5)","(5.0, 8.8, 7.300000000000001)","(5.0, 13.0, 9.7)","(15.0, 28.0, 25.25)","(1.5, 1.61, 1.5116129032258065)"
08-01-2023 17:34:16.407341,"(10.0, 28.0, 22.458333333333332)","(21.0, 80.0, 75.5)","(5.0, 8.8, 7.300000000000001)","(5.0, 13.0, 9.7)","(15.0, 28.0, 19.357142857142858)","(1.5, 1.61, 1.5116129032258065)"
08-01-2023 17:34:17.407662,"(10.0, 28.0, 22.59090909090909)","(21.0, 80.0, 75.5)","(5.0, 8.8, 7.300000000000001)","(5.0, 13.0, 11.133333333333333)","(15.0, 28.0, 22.0)","(1.5, 1.61, 1.4556953642384105)"
08-01-2023 17:34:18.405309,"(10.0, 28.0, 23.2)","(21.0, 80.0, 75.5)","(5.0, 8.8, 8.3)","(5.0, 13.0, 11.133333333333333)","(15.0, 27.0, 22.0)","(1.5, 1.5, 1.4716858237547892)"
08-01-2023 17:34:19.363391,"(10.0, 28.0, 25.333333333333332)","(21.0, 80.0, 63.0)","(5.0, 8.8, 8.450000000000001)","(5.0, 13.0, 10.4)","(15.0, 27.0, 18.875)","(1.5, 1.48, 1.4697368421052632)"
08-01-2023 17:34:20.279168,"(10.0, 29.0, 26.545454545454547)","(21.0, 80.0, 73.2)","(5.0, 8.8, 8.488888888888889)","(5.0, 13.0, 10.4)","(15.0, 27.0, 19.142857142857142)","(1.5, 1.47, 1.4498222222222221)"
08-01-2023 17:34:21.238151,"(10.0, 29.0, 26.545454545454547)","(21.0, 80.0, 64.0)","(5.0, 8.8, 8.200000000000001)","(5.0, 13.0, 10.7)","(15.0, 27.0, 23.75)","(1.5, 1.45, 1.4362055335968378)"
08-01-2023 17:34:22.169656,"(10.0, 29.0, 26.545454545454547)","(21.0, 85.0, 52.111111111111114)","(5.0, 8.8, 8.514285714285716)","(5.0, 13.0, 11.1)","(15.0, 26.0, 23.75)","(1.5, 1.44, 1.4362055335968378)"
08-01-2023 17:34:23.114010,"(10.0, 29.0, 25.57142857142857)","(21.0, 85.0, 60.333333333333336)","(5.0, 8.8, 8.514285714285716)","(5.0, 13.0, 11.1)","(16.0, 26.0, 21.0)","(1.45, 1.43, 1.4477777777777778)"
08-01-2023 17:34:24.020955,"(10.0, 30.0, 24.6)","(21.0, 85.0, 66.5)","(5.0, 8.8, 7.7)","(5.0, 13.0, 10.9)","(16.0, 25.0, 21.0)","(1.45, 1.45, 1.4477777777777778)"
08-01-2023 17:34:24.929531,"(10.0, 30.0, 24.6)","(21.0, 85.0, 65.26666666666667)","(5.0, 8.8, 7.4)","(5.0, 13.0, 10.3)","(16.0, 25.0, 21.0)","(1.45, 1.49, 1.488471615720524)"
08-01-2023 17:34:26.023806,"(10.0, 30.0, 24.6)","(21.0, 85.0, 55.4)","(5.5, 8.8, 7.4)","(5.0, 13.0, 10.3)","(16.0, 25.0, 18.333333333333332)","(1.45, 1.49, 1.4890277777777778)"
08-01-2023 17:34:27.130153,"(10.0, 30.0, 25.5)","(21.0, 85.0, 57.0)","(5.5, 8.8, 7.4)","(5.0, 13.0, 10.3)","(16.0, 25.0, 18.5)","(1.45, 1.49, 1.4853333333333334)"
08-01-2023 17:34:28.092440,"(10.0, 30.0, 25.5)","(21.0, 80.0, 74.0)","(5.5, 8.8, 7.4)","(5.0, 13.0, 10.3)","(16.0, 25.0, 22.25)","(1.45, 1.49, 1.4848148148148148)"
08-01-2023 17:34:29.150057,"(10.0, 30.0, 25.5)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 7.4)","(5.0, 13.0, 10.4)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.49, 1.4848148148148148)"
08-01-2023 17:34:30.137561,"(10.0, 30.0, 25.2)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 7.4)","(5.0, 13.0, 10.4)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.49, 1.472469135802469)"
08-01-2023 17:34:31.125191,"(10.0, 30.0, 25.2)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 8.316666666666666)","(5.0, 13.0, 10.4)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.472469135802469)"
08-01-2023 17:34:32.182818,"(10.0, 30.0, 25.555555555555557)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 8.316666666666666)","(5.0, 13.0, 10.4)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.472125)"
08-01-2023 17:34:33.140248,"(10.0, 30.0, 26.11111111111111)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 8.316666666666666)","(5.0, 13.0, 10.4)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.472125)"
08-01-2023 17:34:34.168914,"(10.0, 30.0, 26.5)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 8.316666666666666)","(5.0, 13.0, 10.4)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.472125)"
08-01-2023 17:34:35.132128,"(10.0, 30.0, 26.5)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 8.316666666666666)","(5.0, 13.0, 10.4)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.472125)"
08-01-2023 17:34:36.129197,"(10.0, 30.0, 27.307692307692307)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 8.24)","(5.0, 13.0, 12.257142857142856)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.472125)"
08-01-2023 17:34:37.066645,"(10.0, 30.0, 27.307692307692307)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.600000000000001)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.472125)"
08-01-2023 17:34:38.031887,"(10.0, 30.0, 27.307692307692307)","(21.0, 85.0, 61.666666666666664)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4716525423728812)"
08-01-2023 17:34:39.002033,"(10.0, 30.0, 27.307692307692307)","(21.0, 85.0, 73.33333333333333)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4723553719008264)"
08-01-2023 17:34:39.940069,"(10.0, 30.0, 29.22222222222222)","(21.0, 85.0, 65.0)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4723553719008264)"
08-01-2023 17:34:40.887732,"(10.0, 30.0, 29.22222222222222)","(21.0, 85.0, 65.0)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.471890756302521)"
08-01-2023 17:34:41.799089,"(10.0, 30.0, 29.22222222222222)","(21.0, 85.0, 65.0)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.471890756302521)"
08-01-2023 17:34:42.733590,"(10.0, 30.0, 29.22222222222222)","(21.0, 85.0, 76.42857142857143)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:43.692055,"(10.0, 30.0, 29.22222222222222)","(21.0, 85.0, 76.42857142857143)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:44.729777,"(10.0, 30.0, 29.22222222222222)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:45.852860,"(10.0, 30.0, 29.22222222222222)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:47.060248,"(10.0, 30.0, 26.5)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:48.162228,"(10.0, 30.0, 27.5)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:49.239871,"(10.0, 30.0, 28.333333333333332)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:50.295677,"(10.0, 30.0, 28.333333333333332)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:51.400070,"(10.0, 30.0, 28.75)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:52.410599,"(10.0, 30.0, 28.75)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:53.518494,"(10.0, 30.0, 28.75)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:54.585540,"(10.0, 30.0, 28.75)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:55.596941,"(10.0, 30.0, 28.75)","(21.0, 110.0, 91.66666666666666)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4846206896551724)"
08-01-2023 17:34:56.836144,"(10.0, 30.0, 28.75)","(21.0, 110.0, 94.28571428571428)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4839568345323741)"
08-01-2023 17:34:58.049866,"(10.0, 30.0, 28.75)","(21.0, 110.0, 88.0)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 12.847058823529412)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4839568345323741)"
08-01-2023 17:34:59.317879,"(10.0, 30.0, 28.75)","(21.0, 110.0, 76.66666666666667)","(5.5, 8.8, 7.6000000000000005)","(5.0, 13.0, 11.857142857142858)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4839568345323741)"
08-01-2023 17:35:00.442742,"(10.0, 30.0, 27.5)","(21.0, 110.0, 76.66666666666667)","(5.5, 8.8, 7.6000000000000005)","(5.0, 12.5, 10.35)","(16.0, 24.0, 18.235294117647058)","(1.45, 1.5, 1.4839568345323741)"
08-01-2023 17:35:01.492063,"(10.0, 30.0, 27.5)","(21.0, 110.0, 76.66666666666667)","(5.5, 8.8, 7.6000000000000005)","(5.0, 12.5, 10.35)","(16.0, 24.0, 17.90625)","(1.45, 1.5, 1.4460869565217391)"
08-01-2023 17:35:02.520731,"(10.0, 30.0, 28.125)","(21.0, 110.0, 91.25)","(5.5, 8.8, 7.7)","(5.0, 12.5, 12.022222222222222)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.4442187499999999)"
08-01-2023 17:35:03.514750,"(10.0, 30.0, 28.125)","(21.0, 110.0, 91.25)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 11.816666666666666)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.442950819672131)"
08-01-2023 17:35:04.534646,"(10.0, 30.0, 27.6)","(21.0, 110.0, 91.25)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.55)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.442950819672131)"
08-01-2023 17:35:05.561683,"(10.0, 30.0, 27.6)","(21.0, 110.0, 91.25)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.55)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.441551724137931)"
08-01-2023 17:35:06.698724,"(10.0, 30.0, 27.6)","(21.0, 110.0, 91.25)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.55)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.441551724137931)"
08-01-2023 17:35:07.749414,"(10.0, 30.0, 28.285714285714285)","(21.0, 110.0, 85.0)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.55)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.441551724137931)"
08-01-2023 17:35:08.793174,"(10.0, 30.0, 27.75)","(21.0, 110.0, 85.0)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.55)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.441551724137931)"
08-01-2023 17:35:09.824216,"(10.0, 30.0, 27.75)","(21.0, 110.0, 85.0)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.55)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.441551724137931)"
08-01-2023 17:35:10.779309,"(10.0, 30.0, 27.75)","(21.0, 110.0, 87.27272727272728)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.55)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.4591208791208792)"
08-01-2023 17:35:11.833909,"(10.0, 30.0, 27.75)","(21.0, 110.0, 87.27272727272728)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.55)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.4575354107648724)"
08-01-2023 17:35:12.882063,"(10.0, 30.0, 27.75)","(21.0, 110.0, 72.5)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.55)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.4587179487179487)"
08-01-2023 17:35:13.807852,"(10.0, 30.0, 27.75)","(21.0, 110.0, 72.5)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 12.191666666666666)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.4587179487179487)"
08-01-2023 17:35:14.871883,"(10.0, 30.0, 27.75)","(21.0, 110.0, 72.5)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.75)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.4587179487179487)"
08-01-2023 17:35:15.866842,"(10.0, 30.0, 27.75)","(21.0, 110.0, 72.5)","(5.5, 8.8, 7.333333333333333)","(5.0, 12.5, 10.75)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.4587179487179487)"
08-01-2023 17:35:16.839703,"(10.0, 30.0, 28.5)","(21.0, 110.0, 72.5)","(5.5, 8.8, 8.0)","(5.0, 12.5, 10.75)","(16.0, 24.0, 17.90625)","(1.45, 1.47, 1.4587179487179487)"
08-01-2023 17:35:17.881330,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 12.0)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:18.902902,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 12.028571428571428)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:19.868278,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 12.028571428571428)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:20.846289,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 11.4)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:21.749458,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:22.689308,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:23.713599,"(10.0, 30.0, 28.5)","(21.0, 110.0, 76.25)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:24.745149,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:25.773504,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:26.799176,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:27.793807,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:28.626615,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595808383233533)"
08-01-2023 17:35:29.597668,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4595238095238094)"
08-01-2023 17:35:30.541755,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.46, 1.4497952218430035)"
08-01-2023 17:35:31.497148,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 7.7)","(5.0, 12.5, 10.85)","(16.0, 24.0, 18.86842105263158)","(1.45, 1.45, 1.4298634812286688)"
08-01-2023 17:35:32.409032,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(5.5, 8.8, 8.200000000000001)","(5.0, 12.5, 11.84)","(17.0, 24.0, 18.3125)","(1.4, 1.43, 1.4170278637770897)"
08-01-2023 17:35:33.354229,"(10.0, 30.0, 28.5)","(21.0, 110.0, 74.0)","(6.0, 8.8, 8.2)","(5.0, 12.5, 12.0)","(17.0, 24.0, 18.3125)","(1.4, 1.42, 1.409931506849315)"
08-01-2023 17:35:34.406316,"(10.0, 28.0, 27.5)","(21.0, 110.0, 74.0)","(6.0, 8.8, 8.62857142857143)","(5.0, 12.5, 11.5)","(17.0, 24.0, 18.647058823529413)","(1.4, 1.41, 1.4127586206896552)"
08-01-2023 17:35:35.449266,"(10.0, 28.0, 27.5)","(21.0, 110.0, 74.0)","(6.0, 8.8, 8.62857142857143)","(5.0, 12.5, 12.222222222222221)","(17.0, 24.0, 18.3125)","(1.4, 1.42, 1.4325806451612904)"
08-01-2023 17:35:36.477222,"(10.0, 28.0, 27.5)","(21.0, 110.0, 74.0)","(6.0, 8.8, 8.266666666666667)","(5.0, 12.5, 12.222222222222221)","(17.0, 24.0, 18.3125)","(1.4, 1.44, 1.4324342105263157)"
08-01-2023 17:35:37.583810,"(10.0, 28.0, 27.5)","(21.0, 110.0, 74.0)","(6.0, 8.8, 8.266666666666667)","(5.0, 12.5, 12.222222222222221)","(17.0, 24.0, 18.3125)","(1.4, 1.44, 1.4324342105263157)"
08-01-2023 17:35:38.742246,"(10.0, 28.0, 27.5)","(21.0, 110.0, 74.0)","(6.0, 8.8, 8.266666666666667)","(5.0, 12.5, 12.222222222222221)","(17.0, 24.0, 18.3125)","(1.4, 1.44, 1.4324342105263157)"
08-01-2023 17:35:39.943303,"(10.0, 28.0, 27.5)","(21.0, 110.0, 74.0)","(6.0, 8.8, 8.266666666666667)","(5.0, 12.5, 12.222222222222221)","(17.0, 24.0, 18.3125)","(1.4, 1.44, 1.4324342105263157)"
08-01-2023 17:35:41.056763,"(10.0, 28.0, 27.5)","(21.0, 110.0, 74.0)","(6.0, 8.8, 8.266666666666667)","(5.0, 12.5, 12.222222222222221)","(17.0, 24.0, 18.3125)","(1.4, 1.44, 1.4324342105263157)"
08-01-2023 17:35:42.073210,"(11.0, 28.0, 27.5)","(26.0, 110.0, 74.0)","(6.0, 8.8, 8.266666666666667)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 18.3125)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:42.980961,"(11.0, 28.0, 27.5)","(26.0, 110.0, 74.0)","(6.0, 8.8, 8.266666666666667)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 18.3125)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:43.976743,"(11.0, 28.0, 27.5)","(26.0, 110.0, 74.0)","(6.0, 8.8, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:44.978338,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:45.938104,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:46.950688,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:48.018560,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:49.069746,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4360344827586207)"
08-01-2023 17:35:50.068044,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4360344827586207)"
08-01-2023 17:35:51.151333,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:52.154730,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:53.075045,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:54.039999,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:55.025016,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 7.933333333333334)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:55.989747,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 8.05)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:56.989249,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 8.05)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:57.924450,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 8.05)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4324342105263157)"
08-01-2023 17:35:58.884111,"(11.0, 30.0, 28.5)","(26.0, 110.0, 74.0)","(6.0, 8.4, 8.05)","(5.5, 12.5, 12.222222222222221)","(19.0, 24.0, 19.45)","(1.35, 1.44, 1.4235714285714285)"
