,Ocean Girl,Letter To You,Hurricane Daisy,Behind Greywalls,Gethsemane,Wolf,Queen Zipper
08-12-2022 14:53:13.079214,"(19.0, 34.0, 32.95238095238095)","(7.0, 16.5, 16.0)","(5.5, 8.8, 8.76)","(5.0, 5.6, 5.561538461538461)","(17.0, 29.0, 26.0)","(1.65, 1.8, 1.7914893617021277)","(26.0, 100.0, 90.45454545454545)"
08-12-2022 14:53:14.252736,"(19.0, 34.0, 33.0)","(7.0, 16.5, 16.333333333333332)","(5.5, 8.8, 8.76)","(5.0, 5.6, 5.561538461538461)","(17.0, 29.0, 26.0)","(1.65, 1.8, 1.7650000000000001)","(26.0, 100.0, 88.0)"
08-12-2022 14:53:15.385441,"(19.0, 34.0, 33.0)","(7.0, 16.5, 16.235294117647058)","(5.5, 9.2, 9.09090909090909)","(4.8, 5.6, 5.447826086956521)","(17.0, 29.0, 25.571428571428573)","(1.65, 1.8, 1.789795918367347)","(26.0, 100.0, 88.0)"
08-12-2022 14:53:16.427164,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.348484848484848)","(5.5, 9.2, 9.09090909090909)","(4.8, 5.6, 5.447826086956521)","(17.0, 29.0, 25.571428571428573)","(1.65, 1.8, 1.7942857142857143)","(26.0, 100.0, 80.0)"
08-12-2022 14:53:17.568767,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.348484848484848)","(5.5, 9.2, 9.08)","(4.8, 5.6, 5.447826086956521)","(17.0, 29.0, 25.571428571428573)","(1.65, 1.8, 1.7954545454545454)","(26.0, 100.0, 80.0)"
08-12-2022 14:53:18.595492,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.321428571428573)","(5.5, 9.2, 9.088888888888889)","(4.8, 5.6, 5.447826086956521)","(17.0, 29.0, 25.571428571428573)","(1.65, 1.8, 1.7912000000000001)","(26.0, 100.0, 67.01388888888889)"
08-12-2022 14:53:19.890172,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.321428571428573)","(5.5, 9.2, 9.09655172413793)","(4.8, 5.6, 5.447826086956521)","(17.0, 28.0, 25.81081081081081)","(1.65, 1.8, 1.7789473684210526)","(26.0, 70.0, 66.7910447761194)"
08-12-2022 14:53:20.839044,"(19.0, 34.0, 32.95238095238095)","(7.5, 16.5, 16.321428571428573)","(5.5, 9.2, 9.09655172413793)","(4.8, 5.6, 5.447826086956521)","(17.0, 28.0, 25.697674418604652)","(1.65, 1.8, 1.7925)","(26.0, 70.0, 67.20779220779221)"
08-12-2022 14:53:21.865859,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.321428571428573)","(5.5, 9.2, 9.09655172413793)","(4.8, 5.6, 5.447826086956521)","(17.0, 28.0, 25.697674418604652)","(1.65, 1.8, 1.8)","(26.0, 70.0, 67.93103448275862)"
08-12-2022 14:53:22.987776,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.413793103448278)","(5.5, 9.2, 9.046153846153846)","(4.8, 5.6, 5.487323943661972)","(17.0, 28.0, 25.697674418604652)","(1.65, 1.81, 1.7944897959183674)","(26.0, 70.0, 67.93103448275862)"
08-12-2022 14:53:24.038074,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.413793103448278)","(5.5, 9.2, 9.046153846153846)","(4.8, 5.6, 5.487323943661972)","(17.0, 28.0, 25.476190476190474)","(1.65, 1.81, 1.7755172413793103)","(26.0, 70.0, 67.93103448275862)"
08-12-2022 14:53:25.083541,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.413793103448278)","(5.5, 9.2, 9.066666666666666)","(4.8, 5.6, 5.487323943661972)","(17.0, 28.0, 25.410958904109588)","(1.65, 1.81, 1.7707142857142857)","(26.0, 70.0, 92.45762711864407)"
08-12-2022 14:53:26.201839,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.413793103448278)","(5.5, 9.2, 9.3)","(4.8, 5.6, 5.487323943661972)","(17.0, 28.0, 25.410958904109588)","(1.65, 1.81, 1.768)","(26.0, 95.0, 88.52941176470588)"
08-12-2022 14:53:27.208763,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.413793103448278)","(5.5, 9.6, 9.3)","(4.8, 5.6, 5.4222222222222225)","(17.0, 28.0, 25.410958904109588)","(1.65, 1.8, 1.7686206896551724)","(26.0, 95.0, 83.63636363636364)"
08-12-2022 14:53:28.235075,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.1875)","(5.5, 9.6, 9.0)","(4.8, 5.6, 5.4222222222222225)","(17.0, 28.0, 25.410958904109588)","(1.65, 1.8, 1.7686206896551724)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:29.222466,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.1875)","(5.5, 9.6, 9.085714285714285)","(4.8, 5.6, 5.4222222222222225)","(17.0, 28.0, 25.410958904109588)","(1.65, 1.8, 1.7927083333333333)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:30.163240,"(19.0, 34.0, 33.0)","(7.5, 16.5, 16.413793103448278)","(5.5, 9.6, 9.085714285714285)","(4.8, 5.6, 5.4222222222222225)","(17.0, 28.0, 25.410958904109588)","(1.65, 1.8, 1.77)","(26.0, 85.0, 84.51219512195122)"
08-12-2022 14:53:31.108320,"(19.0, 34.0, 33.0)","(8.0, 16.5, 16.413793103448278)","(5.5, 9.6, 9.085714285714285)","(4.8, 5.6, 5.4222222222222225)","(17.0, 28.0, 25.410958904109588)","(1.6, 1.8, 1.78)","(26.0, 85.0, 84.51219512195122)"
08-12-2022 14:53:32.025726,"(19.0, 34.0, 33.0)","(8.0, 16.5, 16.45762711864407)","(5.5, 9.6, 9.085714285714285)","(4.8, 5.6, 5.4222222222222225)","(17.0, 28.0, 25.410958904109588)","(1.6, 1.8, 1.78)","(26.0, 85.0, 84.51219512195122)"
08-12-2022 14:53:33.039161,"(19.0, 38.0, 35.0)","(8.0, 16.5, 16.45762711864407)","(5.5, 9.6, 9.302702702702703)","(4.8, 5.6, 5.4222222222222225)","(17.0, 28.0, 25.44776119402985)","(1.6, 1.8, 1.78)","(26.0, 85.0, 84.51219512195122)"
08-12-2022 14:53:34.013467,"(19.0, 38.0, 32.75)","(8.0, 16.5, 16.45762711864407)","(5.5, 9.6, 9.316129032258065)","(4.8, 5.6, 5.4)","(17.0, 28.0, 26.076923076923077)","(1.6, 1.8, 1.77)","(26.0, 85.0, 84.51219512195122)"
08-12-2022 14:53:35.179169,"(19.0, 38.0, 34.25)","(8.0, 17.5, 17.363636363636363)","(5.5, 9.6, 9.104347826086956)","(4.8, 5.4, 5.336363636363637)","(17.0, 27.0, 25.666666666666668)","(1.6, 1.79, 1.768)","(26.0, 85.0, 84.51219512195122)"
08-12-2022 14:53:36.308519,"(19.0, 38.0, 34.25)","(8.0, 17.5, 17.306451612903224)","(5.5, 9.6, 9.104347826086956)","(4.8, 5.4, 5.290909090909091)","(17.0, 27.0, 25.857142857142858)","(1.6, 1.79, 1.768)","(26.0, 85.0, 84.51219512195122)"
08-12-2022 14:53:37.320755,"(19.0, 36.0, 35.5)","(8.0, 17.5, 17.235294117647058)","(5.5, 9.6, 9.104347826086956)","(4.8, 5.4, 5.241176470588235)","(17.0, 27.0, 25.444444444444443)","(1.6, 1.79, 1.7755555555555556)","(26.0, 85.0, 82.5)"
08-12-2022 14:53:38.431525,"(20.0, 36.0, 34.714285714285715)","(8.5, 17.5, 17.235294117647058)","(5.5, 9.6, 9.269565217391305)","(4.8, 5.3, 5.22)","(18.0, 27.0, 25.444444444444443)","(1.6, 1.8, 1.7725)","(26.0, 85.0, 82.5)"
08-12-2022 14:53:39.935014,"(20.0, 36.0, 34.333333333333336)","(8.5, 17.5, 17.295454545454547)","(5.5, 9.4, 9.2)","(4.8, 5.3, 5.199999999999999)","(18.0, 27.0, 25.392857142857142)","(1.6, 1.8, 1.7725)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:41.035222,"(20.0, 36.0, 34.333333333333336)","(8.5, 17.5, 17.295454545454547)","(5.5, 9.4, 9.2)","(4.8, 5.3, 5.199999999999999)","(18.0, 27.0, 25.392857142857142)","(1.6, 1.8, 1.7725)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:42.116063,"(20.0, 36.0, 34.333333333333336)","(8.5, 17.5, 17.27777777777778)","(5.5, 9.4, 9.2)","(4.8, 5.3, 5.128571428571428)","(18.0, 27.0, 25.130434782608695)","(1.6, 1.8, 1.7880952380952382)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:43.536835,"(20.0, 36.0, 34.333333333333336)","(8.5, 18.5, 17.886363636363637)","(5.5, 9.6, 9.4)","(4.8, 5.3, 5.025)","(18.0, 26.0, 25.130434782608695)","(1.6, 1.79, 1.768)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:44.646312,"(20.0, 36.0, 34.333333333333336)","(8.5, 18.5, 17.886363636363637)","(5.5, 9.6, 9.5)","(4.8, 5.3, 5.153846153846154)","(18.0, 26.0, 24.6046511627907)","(1.6, 1.8, 1.768)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:45.755181,"(20.0, 36.0, 34.333333333333336)","(8.5, 18.5, 18.05)","(5.5, 9.8, 9.5)","(4.8, 5.2, 5.142857142857143)","(18.0, 26.0, 24.6046511627907)","(1.6, 1.8, 1.768)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:46.734127,"(20.0, 34.0, 33.25)","(8.5, 18.5, 18.05)","(5.5, 9.8, 9.5)","(4.8, 5.2, 5.142857142857143)","(18.0, 26.0, 24.6046511627907)","(1.6, 1.8, 1.79)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:47.796381,"(20.0, 36.0, 34.875)","(8.5, 18.5, 17.735294117647058)","(5.5, 9.6, 9.533333333333333)","(4.8, 5.2, 5.142857142857143)","(18.0, 26.0, 24.6046511627907)","(1.6, 1.8, 1.78)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:48.973611,"(20.0, 36.0, 33.9)","(8.5, 18.5, 17.735294117647058)","(5.5, 9.6, 9.485714285714286)","(4.8, 5.2, 5.142857142857143)","(18.0, 26.0, 24.6046511627907)","(1.6, 1.8, 1.78)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:50.043575,"(20.0, 36.0, 33.9)","(8.5, 18.5, 17.735294117647058)","(5.5, 9.6, 9.485714285714286)","(4.8, 5.2, 5.142857142857143)","(18.0, 26.0, 24.6046511627907)","(1.6, 1.8, 1.78)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:51.297698,"(20.0, 36.0, 33.9)","(9.0, 18.5, 18.285714285714285)","(6.0, 9.6, 9.485714285714286)","(4.8, 5.2, 5.066666666666666)","(18.0, 26.0, 24.45614035087719)","(1.6, 1.8, 1.7933333333333334)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:52.494831,"(20.0, 36.0, 33.9)","(9.0, 18.5, 18.3125)","(6.0, 9.6, 9.552941176470588)","(4.8, 5.2, 5.066666666666666)","(18.0, 26.0, 24.45614035087719)","(1.6, 1.8, 1.7781818181818183)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:53.707631,"(20.0, 36.0, 33.9)","(9.0, 18.5, 18.3125)","(6.0, 9.6, 9.454545454545453)","(4.8, 5.2, 5.037037037037037)","(18.0, 26.0, 24.45614035087719)","(1.6, 1.8, 1.78)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:54.806036,"(20.0, 36.0, 33.9)","(9.0, 19.0, 18.692307692307693)","(6.0, 9.6, 9.454545454545453)","(4.8, 5.2, 5.037037037037037)","(18.0, 26.0, 24.339622641509433)","(1.6, 1.79, 1.77875)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:55.949335,"(20.0, 36.0, 33.9)","(9.0, 19.5, 18.642857142857142)","(6.0, 9.6, 9.257142857142856)","(4.8, 5.2, 5.037037037037037)","(18.0, 26.0, 24.339622641509433)","(1.6, 1.79, 1.77875)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:57.083786,"(20.0, 36.0, 33.9)","(9.0, 19.5, 18.714285714285715)","(6.0, 9.6, 9.120000000000001)","(4.8, 5.2, 5.04)","(18.0, 26.0, 24.339622641509433)","(1.6, 1.79, 1.7925)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:58.224351,"(20.0, 36.0, 33.9)","(9.0, 19.5, 18.766666666666666)","(6.0, 8.8, 8.675)","(4.8, 5.2, 5.020408163265306)","(18.0, 26.0, 24.339622641509433)","(1.6, 1.8, 1.7925)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:53:59.270589,"(20.0, 36.0, 33.9)","(9.0, 19.5, 19.274193548387096)","(6.0, 8.8, 8.658823529411766)","(4.8, 5.2, 5.037037037037037)","(18.0, 26.0, 24.339622641509433)","(1.6, 1.8, 1.7975675675675675)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:00.393027,"(20.0, 36.0, 33.9)","(9.0, 19.5, 19.125)","(6.0, 8.8, 8.615384615384617)","(4.8, 5.1, 5.071428571428571)","(18.0, 26.0, 24.4)","(1.6, 1.81, 1.8152000000000001)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:01.422708,"(20.0, 36.0, 32.5)","(9.0, 19.5, 19.27777777777778)","(6.0, 8.8, 8.444444444444445)","(4.8, 5.1, 4.973333333333334)","(18.0, 26.0, 24.56)","(1.6, 1.82, 1.8152000000000001)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:02.575859,"(20.0, 36.0, 32.5)","(9.0, 20.0, 19.96)","(6.0, 8.8, 8.5)","(4.8, 5.1, 4.973333333333334)","(18.0, 26.0, 24.56)","(1.6, 1.82, 1.816)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:03.807024,"(20.0, 36.0, 33.84615384615385)","(9.0, 20.0, 19.666666666666668)","(6.0, 8.8, 8.5)","(4.8, 5.1, 4.973333333333334)","(18.0, 26.0, 24.56)","(1.6, 1.82, 1.810909090909091)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:04.958300,"(20.0, 36.0, 33.84615384615385)","(9.0, 20.0, 19.916666666666668)","(6.0, 8.8, 8.5)","(4.8, 5.1, 4.973333333333334)","(18.0, 26.0, 24.56)","(1.6, 1.82, 1.8050000000000002)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:06.081353,"(20.0, 36.0, 33.84615384615385)","(9.0, 21.0, 20.454545454545453)","(6.0, 8.8, 8.552941176470588)","(4.8, 5.1, 4.969767441860466)","(18.0, 26.0, 24.57777777777778)","(1.6, 1.82, 1.8255555555555556)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:07.175689,"(20.0, 36.0, 33.84615384615385)","(9.0, 19.5, 18.75)","(6.0, 8.6, 8.466666666666667)","(4.8, 5.1, 4.946875)","(18.0, 26.0, 24.608695652173914)","(1.6, 1.83, 1.8255555555555556)","(26.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:08.299145,"(20.0, 36.0, 33.84615384615385)","(9.0, 19.0, 18.5)","(6.0, 8.6, 8.288888888888888)","(4.4, 5.1, 4.946875)","(18.0, 26.0, 24.608695652173914)","(1.55, 1.83, 1.806923076923077)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:09.521563,"(21.0, 36.0, 33.84615384615385)","(11.0, 19.0, 17.42105263157895)","(6.0, 8.6, 8.436363636363636)","(4.4, 5.1, 4.953731343283582)","(18.0, 26.0, 24.608695652173914)","(1.55, 1.83, 1.815294117647059)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:10.753227,"(21.0, 36.0, 33.84615384615385)","(11.0, 18.0, 17.8125)","(6.0, 8.6, 8.49090909090909)","(4.4, 5.1, 4.957971014492753)","(18.0, 26.0, 24.608695652173914)","(1.55, 1.82, 1.8170000000000002)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:11.974758,"(21.0, 36.0, 33.84615384615385)","(11.0, 18.0, 16.65)","(6.0, 8.6, 8.466666666666667)","(4.4, 5.1, 4.957971014492753)","(18.0, 26.0, 24.608695652173914)","(1.55, 1.82, 1.8231818181818182)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:13.137824,"(21.0, 36.0, 35.27272727272727)","(11.0, 18.0, 16.842105263157894)","(6.0, 8.6, 8.48)","(4.4, 5.1, 4.94923076923077)","(18.0, 26.0, 24.608695652173914)","(1.55, 1.83, 1.8411111111111111)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:14.226519,"(21.0, 36.0, 35.0)","(11.0, 18.0, 16.533333333333335)","(6.0, 8.6, 8.399999999999999)","(4.4, 5.1, 5.016666666666667)","(18.0, 26.0, 24.565217391304348)","(1.55, 1.85, 1.8575000000000002)","(31.0, 85.0, 84.0909090909091)"
08-12-2022 14:54:15.214143,"(21.0, 36.0, 34.666666666666664)","(11.0, 18.0, 16.533333333333335)","(6.0, 8.6, 8.36)","(4.4, 5.0, 4.923076923076923)","(18.0, 26.0, 24.565217391304348)","(1.55, 1.86, 1.8535294117647059)","(31.0, 85.0, 84.0909090909091)"
08-12-2022 14:54:16.355451,"(21.0, 36.0, 34.666666666666664)","(11.0, 18.0, 16.77777777777778)","(6.0, 8.6, 8.39)","(4.4, 5.0, 4.897435897435897)","(18.0, 26.0, 24.565217391304348)","(1.55, 1.87, 1.8535294117647059)","(31.0, 85.0, 84.0909090909091)"
08-12-2022 14:54:17.537000,"(21.0, 36.0, 34.857142857142854)","(11.0, 18.0, 17.0)","(6.0, 8.6, 8.3375)","(4.4, 5.0, 4.858461538461539)","(18.0, 26.0, 24.565217391304348)","(1.55, 1.87, 1.856)","(31.0, 85.0, 84.0909090909091)"
08-12-2022 14:54:18.617588,"(21.0, 36.0, 34.5)","(11.0, 18.0, 17.0)","(6.0, 8.6, 8.31764705882353)","(4.4, 5.0, 4.862686567164179)","(18.0, 26.0, 24.565217391304348)","(1.55, 1.88, 1.855)","(31.0, 85.0, 82.5)"
08-12-2022 14:54:19.722405,"(21.0, 36.0, 34.857142857142854)","(11.0, 17.5, 17.178571428571427)","(6.0, 8.6, 8.31764705882353)","(4.4, 5.0, 4.862686567164179)","(18.0, 26.0, 24.565217391304348)","(1.55, 1.88, 1.855)","(31.0, 85.0, 82.5)"
08-12-2022 14:54:20.893785,"(21.0, 36.0, 34.857142857142854)","(11.0, 18.0, 17.1)","(6.0, 8.4, 8.32)","(4.4, 5.0, 4.859154929577465)","(18.0, 26.0, 24.565217391304348)","(1.55, 1.88, 1.855)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:22.100014,"(21.0, 36.0, 35.0)","(11.0, 18.0, 16.875)","(6.0, 8.0, 7.84)","(4.4, 5.0, 4.859154929577465)","(18.0, 26.0, 24.57777777777778)","(1.55, 1.88, 1.865)","(31.0, 85.0, 84.0909090909091)"
08-12-2022 14:54:23.389242,"(21.0, 38.0, 35.0)","(11.0, 18.0, 16.875)","(6.0, 8.0, 7.84)","(4.4, 5.0, 4.859154929577465)","(18.0, 26.0, 24.595744680851062)","(1.55, 1.88, 1.8583333333333334)","(31.0, 85.0, 84.0909090909091)"
08-12-2022 14:54:24.523434,"(21.0, 36.0, 34.666666666666664)","(11.0, 18.0, 16.875)","(6.0, 8.2, 7.933333333333334)","(4.4, 5.0, 4.859154929577465)","(18.0, 26.0, 24.595744680851062)","(1.55, 1.88, 1.8583333333333334)","(31.0, 85.0, 84.0909090909091)"
08-12-2022 14:54:25.643142,"(21.0, 36.0, 34.666666666666664)","(11.0, 18.0, 16.875)","(6.0, 8.0, 7.8352941176470585)","(4.4, 5.0, 4.859154929577465)","(18.0, 26.0, 24.608695652173914)","(1.55, 1.88, 1.8688888888888888)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:26.825553,"(21.0, 36.0, 35.0)","(11.0, 18.0, 16.875)","(6.0, 8.0, 7.8)","(4.4, 5.0, 4.859154929577465)","(18.0, 26.0, 24.608695652173914)","(1.55, 1.88, 1.8688888888888888)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:27.973417,"(21.0, 36.0, 35.27272727272727)","(11.0, 18.0, 16.875)","(6.0, 8.0, 7.48)","(4.4, 5.0, 4.860869565217391)","(18.0, 26.0, 24.608695652173914)","(1.55, 1.88, 1.865217391304348)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:29.159831,"(21.0, 36.0, 34.666666666666664)","(11.0, 18.0, 16.875)","(6.0, 8.0, 7.48)","(4.4, 5.0, 4.860869565217391)","(18.0, 26.0, 24.608695652173914)","(1.55, 1.89, 1.8662068965517242)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:30.391112,"(21.0, 38.0, 34.76923076923077)","(11.0, 18.0, 16.875)","(6.0, 8.0, 7.48)","(4.4, 5.0, 4.860869565217391)","(18.0, 26.0, 24.666666666666668)","(1.55, 1.89, 1.8584328358208957)","(31.0, 85.0, 83.63636363636364)"
08-12-2022 14:54:31.474238,"(21.0, 38.0, 34.57142857142857)","(11.0, 19.0, 17.2)","(6.0, 8.2, 7.824999999999999)","(4.4, 5.2, 5.15625)","(18.0, 26.0, 24.666666666666668)","(1.55, 1.86, 1.8559574468085107)","(31.0, 100.0, 87.09677419354838)"
08-12-2022 14:54:32.464889,"(21.0, 38.0, 36.61538461538461)","(11.0, 19.0, 17.181818181818183)","(6.0, 8.0, 7.644444444444444)","(4.4, 5.2, 5.166666666666667)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.86, 1.8563013698630138)","(31.0, 100.0, 90.625)"
08-12-2022 14:54:33.672033,"(21.0, 38.0, 37.0)","(11.0, 19.0, 17.333333333333332)","(6.0, 8.0, 7.590909090909091)","(4.4, 5.2, 5.142857142857142)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.86, 1.8487500000000001)","(31.0, 100.0, 89.70588235294117)"
08-12-2022 14:54:34.783025,"(21.0, 38.0, 36.285714285714285)","(11.0, 19.0, 17.333333333333332)","(6.0, 8.0, 7.5)","(4.4, 5.2, 5.142857142857142)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.87, 1.850769230769231)","(31.0, 100.0, 89.70588235294117)"
08-12-2022 14:54:35.879018,"(21.0, 38.0, 35.75)","(11.0, 19.0, 17.333333333333332)","(6.0, 7.8, 7.571428571428571)","(4.4, 5.2, 5.175)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.86, 1.8463636363636364)","(31.0, 100.0, 85.41666666666667)"
08-12-2022 14:54:36.957628,"(21.0, 38.0, 35.27272727272727)","(11.0, 19.0, 17.181818181818183)","(6.0, 7.8, 7.617391304347826)","(4.4, 5.4, 5.300000000000001)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.86, 1.8505882352941176)","(31.0, 100.0, 85.41666666666667)"
08-12-2022 14:54:38.157929,"(21.0, 38.0, 35.27272727272727)","(11.0, 19.0, 17.166666666666668)","(6.0, 7.8, 7.466666666666667)","(4.4, 5.4, 5.34516129032258)","(18.0, 26.0, 24.61904761904762)","(1.55, 1.86, 1.8481818181818184)","(31.0, 100.0, 85.41666666666667)"
08-12-2022 14:54:39.389197,"(21.0, 38.0, 36.0)","(11.0, 18.0, 17.166666666666668)","(6.0, 7.8, 7.466666666666667)","(4.4, 5.5, 5.444)","(18.0, 26.0, 24.61904761904762)","(1.55, 1.86, 1.8464285714285715)","(31.0, 100.0, 85.41666666666667)"
08-12-2022 14:54:40.578987,"(21.0, 38.0, 35.27272727272727)","(11.0, 18.0, 17.125)","(6.0, 7.8, 7.430769230769231)","(4.4, 5.6, 5.413043478260869)","(18.0, 26.0, 24.61904761904762)","(1.55, 1.85, 1.845294117647059)","(31.0, 100.0, 81.57894736842105)"
08-12-2022 14:54:41.708217,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.11111111111111)","(6.0, 7.8, 7.56)","(4.4, 5.5, 5.431034482758621)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.85, 1.8464285714285715)","(31.0, 100.0, 89.62962962962963)"
08-12-2022 14:54:42.747716,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.142857142857142)","(6.0, 7.6, 7.49090909090909)","(4.4, 5.5, 5.431034482758621)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.85, 1.8464285714285715)","(31.0, 100.0, 91.25)"
08-12-2022 14:54:43.885174,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.142857142857142)","(6.0, 7.6, 7.3090909090909095)","(4.4, 5.5, 5.4375)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.86, 1.8475000000000001)","(31.0, 100.0, 90.34482758620689)"
08-12-2022 14:54:45.131470,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.142857142857142)","(6.0, 7.6, 7.223529411764706)","(4.4, 5.5, 5.4375)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.85, 1.8464285714285715)","(31.0, 100.0, 86.66666666666667)"
08-12-2022 14:54:46.358980,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.142857142857142)","(6.0, 7.6, 7.223529411764706)","(4.4, 5.5, 5.4375)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.85, 1.8475000000000001)","(31.0, 100.0, 86.66666666666667)"
08-12-2022 14:54:47.444306,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.142857142857142)","(6.0, 7.6, 7.3538461538461535)","(4.4, 5.5, 5.428571428571429)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.86, 1.8485714285714288)","(31.0, 100.0, 86.66666666666667)"
08-12-2022 14:54:48.457739,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.142857142857142)","(6.0, 7.6, 7.328571428571428)","(4.4, 5.5, 5.394736842105263)","(18.0, 26.0, 24.634146341463413)","(1.55, 1.86, 1.8478260869565217)","(31.0, 100.0, 86.66666666666667)"
08-12-2022 14:54:49.610197,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.25)","(6.0, 7.6, 7.328571428571428)","(4.4, 5.5, 5.4375)","(18.0, 26.0, 24.666666666666668)","(1.55, 1.86, 1.8472727272727274)","(31.0, 100.0, 86.66666666666667)"
08-12-2022 14:54:50.737361,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.25)","(6.0, 7.6, 7.06984126984127)","(4.4, 5.5, 5.4222222222222225)","(18.0, 26.0, 24.666666666666668)","(1.55, 1.86, 1.85)","(31.0, 100.0, 86.66666666666667)"
08-12-2022 14:54:51.899301,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.142857142857142)","(6.0, 7.4, 7.073333333333333)","(4.4, 5.5, 5.469230769230769)","(18.0, 26.0, 24.38095238095238)","(1.55, 1.86, 1.85)","(31.0, 100.0, 86.66666666666667)"
08-12-2022 14:54:52.925406,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.142857142857142)","(6.0, 7.4, 7.073333333333333)","(4.4, 5.5, 5.473333333333334)","(18.0, 25.0, 23.90909090909091)","(1.55, 1.86, 1.8533333333333335)","(31.0, 100.0, 85.26315789473684)"
08-12-2022 14:54:53.954494,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.285714285714285)","(6.0, 7.2, 7.1312500000000005)","(4.4, 5.5, 5.43)","(18.0, 24.0, 23.8125)","(1.55, 1.86, 1.8461538461538463)","(31.0, 100.0, 85.26315789473684)"
08-12-2022 14:54:55.080521,"(21.0, 38.0, 34.57142857142857)","(11.0, 18.0, 17.5)","(6.0, 7.6, 7.32)","(4.4, 5.5, 5.469230769230769)","(18.0, 24.0, 23.692307692307693)","(1.55, 1.85, 1.8476190476190477)","(31.0, 100.0, 85.26315789473684)"
