,My Mate Tip,Roman Blazer,Zipping James,Extreme Rock,Dundee Rebel,Ox The Man,Legal Bud
07-01-2023 20:11:13.305869,"(4.2, 5.7, 5.5)","(3.3, 4.1, 4.02)","(6.0, 15.0, 13.942857142857143)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 16.70909090909091)","(4.0, 6.8, 6.7176470588235295)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:14.404888,"(4.2, 5.7, 5.5)","(3.3, 4.1, 4.02)","(6.0, 15.0, 13.942857142857143)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 16.70909090909091)","(4.0, 6.8, 6.7176470588235295)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:15.418004,"(4.2, 5.7, 5.5)","(3.3, 4.1, 3.86)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 16.70909090909091)","(4.0, 6.8, 6.7176470588235295)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:16.316844,"(4.2, 5.7, 5.5)","(3.3, 4.1, 3.86)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 6.7176470588235295)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:17.348833,"(4.2, 5.7, 5.5)","(3.3, 4.1, 3.86)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 6.7176470588235295)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:18.425348,"(4.2, 5.7, 5.5)","(3.3, 4.1, 3.86)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 6.7176470588235295)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:19.555833,"(4.2, 5.7, 5.5)","(3.3, 4.1, 3.86)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 6.7176470588235295)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:20.624989,"(4.2, 5.7, 5.5)","(3.3, 4.1, 3.86)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 6.7176470588235295)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:21.666866,"(4.2, 5.7, 5.5)","(3.3, 4.1, 3.86)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 6.7176470588235295)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:22.669984,"(4.2, 5.7, 5.5)","(3.3, 4.1, 3.86)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 5.449999999999999)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:23.638709,"(4.2, 5.7, 5.5)","(3.3, 4.1, 3.86)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 5.449999999999999)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:24.610876,"(4.2, 5.7, 5.5)","(3.3, 3.95, 3.8111111111111113)","(6.0, 15.0, 11.4)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 5.449999999999999)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:25.603342,"(4.2, 5.7, 5.5)","(3.3, 3.95, 3.716666666666667)","(6.0, 15.0, 11.6)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 5.449999999999999)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:26.604858,"(4.2, 5.7, 5.5)","(3.3, 3.95, 3.716666666666667)","(6.0, 15.0, 13.8)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 5.449999999999999)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:27.684494,"(4.2, 5.7, 5.5)","(3.3, 3.95, 3.7357142857142858)","(6.0, 15.0, 14.55)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 5.449999999999999)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:28.731397,"(4.2, 5.7, 5.5)","(3.3, 3.95, 3.7357142857142858)","(6.0, 15.0, 14.858823529411765)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 5.449999999999999)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:29.763802,"(4.2, 5.7, 5.5)","(3.3, 3.95, 3.7357142857142858)","(6.0, 15.0, 11.5)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 5.449999999999999)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:30.760365,"(4.2, 5.7, 5.5)","(3.3, 3.95, 3.7357142857142858)","(6.0, 15.0, 11.5)","(10.0, 20.0, 19.166666666666668)","(7.0, 17.5, 13.25)","(4.0, 6.8, 5.449999999999999)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:31.774771,"(4.2, 5.7, 5.5)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 12.0)","(10.0, 20.0, 19.166666666666668)","(7.0, 16.5, 12.75)","(4.0, 6.8, 6.746)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:32.778890,"(4.2, 5.7, 5.033333333333333)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 12.923076923076923)","(10.0, 20.0, 19.166666666666668)","(7.0, 16.5, 10.25)","(4.0, 6.8, 6.458823529411765)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:33.735688,"(4.2, 5.6, 4.75625)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 12.1)","(10.0, 20.0, 19.166666666666668)","(7.0, 16.5, 10.25)","(4.0, 6.6, 6.554716981132075)","(11.0, 22.0, 20.10810810810811)"
07-01-2023 20:11:34.694615,"(4.2, 5.6, 4.475)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 13.399999999999999)","(10.0, 20.0, 19.166666666666668)","(7.0, 16.5, 9.267857142857142)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.6875)"
07-01-2023 20:11:35.685014,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 13.399999999999999)","(10.0, 20.0, 18.846153846153847)","(7.0, 16.0, 12.5)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 15.7)"
07-01-2023 20:11:36.703452,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 13.399999999999999)","(10.0, 20.0, 16.85185185185185)","(7.0, 16.0, 9.777777777777779)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 18.4)"
07-01-2023 20:11:37.840719,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 9.666666666666668)","(10.0, 20.0, 18.75)","(7.0, 16.0, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.066666666666666)"
07-01-2023 20:11:38.920678,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 9.244444444444445)","(10.0, 19.5, 18.75)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.066666666666666)"
07-01-2023 20:11:39.932081,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 9.244444444444445)","(10.0, 19.5, 16.666666666666668)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.066666666666666)"
07-01-2023 20:11:41.017074,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 9.244444444444445)","(10.0, 19.5, 18.636363636363637)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.066666666666666)"
07-01-2023 20:11:41.996064,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.8136363636363635)","(6.0, 16.0, 9.244444444444445)","(10.0, 19.0, 18.636363636363637)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.066666666666666)"
07-01-2023 20:11:43.090911,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 9.244444444444445)","(10.0, 19.0, 18.636363636363637)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.066666666666666)"
07-01-2023 20:11:44.198971,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 9.244444444444445)","(10.0, 19.0, 16.48148148148148)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.066666666666666)"
07-01-2023 20:11:45.332566,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 9.244444444444445)","(10.0, 19.0, 18.18181818181818)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.066666666666666)"
07-01-2023 20:11:46.357619,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 9.244444444444445)","(10.0, 18.5, 18.18181818181818)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 14.066666666666666)"
07-01-2023 20:11:47.366034,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 9.244444444444445)","(10.0, 18.5, 16.296296296296298)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 16.59090909090909)"
07-01-2023 20:11:48.307955,"(4.2, 5.5, 5.344444444444444)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 9.244444444444445)","(10.0, 18.5, 16.296296296296298)","(7.0, 15.5, 12.25)","(4.0, 6.6, 4.683333333333334)","(11.0, 22.0, 16.59090909090909)"
07-01-2023 20:11:49.436158,"(4.2, 5.5, 5.383333333333333)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 11.657142857142858)","(10.0, 18.5, 15.961538461538462)","(7.0, 15.5, 12.25)","(4.0, 6.6, 5.554545454545455)","(11.0, 22.0, 16.4)"
07-01-2023 20:11:50.487063,"(4.2, 5.5, 5.383333333333333)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 11.657142857142858)","(10.0, 18.5, 15.961538461538462)","(7.0, 15.5, 9.857142857142858)","(4.0, 6.6, 4.93)","(11.0, 22.0, 18.5)"
07-01-2023 20:11:51.566459,"(4.2, 5.5, 5.461111111111111)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 15.025641025641026)","(10.0, 18.5, 15.961538461538462)","(7.0, 15.0, 11.75)","(4.0, 6.4, 5.928571428571429)","(11.0, 22.0, 15.0)"
07-01-2023 20:11:52.658178,"(4.2, 5.5, 4.85)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 12.636363636363637)","(10.0, 18.5, 15.961538461538462)","(7.0, 14.5, 11.75)","(4.0, 6.2, 5.928571428571429)","(11.0, 22.0, 15.0)"
07-01-2023 20:11:53.762370,"(4.2, 5.5, 4.85)","(3.3, 3.95, 3.7357142857142858)","(6.0, 16.0, 12.636363636363637)","(10.0, 18.5, 15.961538461538462)","(7.0, 14.5, 10.375)","(4.0, 6.2, 5.566666666666666)","(11.0, 22.0, 16.666666666666668)"
07-01-2023 20:11:54.859610,"(4.2, 5.5, 4.525)","(3.3, 3.95, 3.7357142857142858)","(6.0, 15.5, 11.033333333333333)","(10.0, 18.5, 15.961538461538462)","(7.0, 14.5, 9.916666666666666)","(4.0, 6.2, 5.114285714285714)","(11.0, 21.0, 16.666666666666668)"
07-01-2023 20:11:55.932868,"(4.2, 5.4, 4.800000000000001)","(3.3, 3.95, 3.7357142857142858)","(6.0, 15.5, 11.033333333333333)","(10.0, 18.5, 15.961538461538462)","(7.0, 14.5, 9.916666666666666)","(4.0, 6.2, 5.092307692307693)","(11.0, 21.0, 19.5)"
07-01-2023 20:11:57.026536,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8)","(6.0, 15.0, 14.822857142857142)","(10.0, 18.5, 15.563829787234043)","(7.0, 14.5, 9.196428571428571)","(4.0, 6.2, 4.6045454545454545)","(11.0, 21.0, 18.727272727272727)"
07-01-2023 20:11:58.122074,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.775)","(6.0, 15.0, 14.822857142857142)","(10.0, 17.0, 15.563829787234043)","(7.0, 14.5, 9.196428571428571)","(4.0, 6.2, 4.6045454545454545)","(11.0, 21.0, 19.75)"
07-01-2023 20:11:59.128713,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896938775510204)","(6.0, 15.0, 14.822857142857142)","(10.0, 17.0, 15.563829787234043)","(7.0, 14.5, 9.196428571428571)","(4.0, 6.2, 5.733333333333333)","(11.0, 21.0, 19.428571428571427)"
07-01-2023 20:12:00.163449,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896808510638298)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.546153846153846)","(7.0, 14.5, 9.196428571428571)","(4.0, 6.0, 5.025)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:01.292390,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896808510638298)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.546153846153846)","(7.0, 14.5, 9.196428571428571)","(4.0, 5.9, 5.15)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:02.471184,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.546153846153846)","(7.0, 14.5, 11.25)","(4.0, 5.9, 5.081818181818182)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:03.675605,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.546153846153846)","(7.0, 13.5, 11.25)","(4.0, 5.9, 5.081818181818182)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:04.761217,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.546153846153846)","(7.0, 13.5, 11.25)","(4.0, 5.9, 5.081818181818182)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:05.808971,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.546153846153846)","(7.0, 13.5, 11.25)","(4.0, 5.9, 4.602702702702703)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:06.853727,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.546153846153846)","(7.0, 13.5, 11.25)","(4.0, 5.9, 4.602702702702703)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:07.952033,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.546153846153846)","(7.0, 13.5, 11.25)","(4.0, 5.9, 4.602702702702703)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:09.076274,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.58108108108108)","(7.0, 13.5, 11.25)","(4.0, 5.9, 5.483333333333333)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:10.083253,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.58108108108108)","(7.0, 13.5, 11.25)","(4.0, 5.7, 5.328571428571429)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:11.114967,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.58108108108108)","(7.0, 13.5, 11.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:12.192366,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.58108108108108)","(7.0, 13.5, 11.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:13.318341,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.58108108108108)","(7.0, 13.5, 11.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:14.425835,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.58108108108108)","(7.0, 13.5, 11.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:15.537730,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.58108108108108)","(7.0, 13.5, 11.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:16.615544,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.8968421052631577)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.58108108108108)","(7.0, 13.5, 11.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:17.729442,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896875)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.541666666666666)","(7.0, 13.5, 11.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:18.847806,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896875)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 13.5, 11.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:19.958179,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896875)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 13.5, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:20.942352,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896875)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 13.0, 9.9)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:21.933258,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896875)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 13.5, 10.75)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:23.141344,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896875)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.5, 10.75)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:24.373073,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896875)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.5, 10.75)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:25.534487,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896875)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.5, 9.583333333333334)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:26.572268,"(4.2, 5.4, 5.25)","(3.3, 3.9, 3.896875)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.5, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:27.610991,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:28.671890,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:29.791053,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:30.871771,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:31.862562,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:32.973195,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:34.069162,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:35.210208,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:36.283696,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:37.314559,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:38.411095,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:39.527892,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.714285714285715)"
07-01-2023 20:12:40.627411,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:41.704420,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:43.026596,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:44.263800,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:45.608816,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.0)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:46.860048,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 12.0, 10.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:48.167707,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 11.5, 10.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:49.681735,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 11.5, 10.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:50.838974,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(10.0, 17.0, 15.292682926829269)","(7.0, 11.5, 10.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:52.020431,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(11.0, 17.0, 15.292682926829269)","(7.0, 11.5, 10.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:53.102668,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(11.0, 17.0, 15.292682926829269)","(7.0, 11.5, 10.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
07-01-2023 20:12:54.219743,"(4.2, 5.4, 5.25)","(3.3, 3.95, 3.8346153846153848)","(6.0, 15.0, 12.0)","(11.0, 17.0, 15.292682926829269)","(7.0, 11.5, 10.25)","(4.0, 5.7, 5.050000000000001)","(11.0, 20.0, 19.6)"
