,Indy Ghost,Xandra Bale,Star Impact,Impresario,Elite Jet,Release The Rage,Hill Top Jonnie,Ice Star
11-01-2023 20:29:43.838020,"(11.0, 19.0, 17.4)","(31.0, 50.0, 43.46666666666667)","(15.0, 34.0, 29.0)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 18.92857142857143)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:45.024800,"(11.0, 19.0, 17.4)","(31.0, 50.0, 43.46666666666667)","(15.0, 32.0, 29.0)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 18.92857142857143)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:46.189541,"(11.0, 19.0, 17.4)","(31.0, 50.0, 43.46666666666667)","(15.0, 32.0, 29.230769230769234)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 19.732142857142858)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:47.474488,"(11.0, 19.0, 17.333333333333332)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 29.230769230769234)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 19.732142857142858)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:48.739055,"(11.0, 19.0, 17.333333333333332)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 29.230769230769234)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 19.732142857142858)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:49.954534,"(11.0, 19.0, 16.391304347826086)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 29.230769230769234)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 19.732142857142858)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:51.133513,"(11.0, 19.0, 16.5)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.666666666666668)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 19.732142857142858)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:52.411735,"(11.0, 19.0, 16.5)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.0)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 19.07142857142857)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:53.574015,"(11.0, 19.0, 16.391304347826086)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.0)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 19.07142857142857)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:54.685119,"(11.0, 19.0, 16.391304347826086)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.0)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.0058823529411764)","(7.5, 20.0, 19.07142857142857)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:55.857685,"(11.0, 19.0, 16.391304347826086)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.0)","(18.0, 24.0, 20.0)","(2.7, 4.3, 3.9944444444444445)","(7.5, 20.0, 19.729166666666664)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:57.050639,"(11.0, 19.0, 16.391304347826086)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 3.9944444444444445)","(7.5, 20.0, 19.729166666666664)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:58.223145,"(11.0, 19.0, 16.391304347826086)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.729166666666664)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:29:59.459245,"(11.0, 19.0, 16.391304347826086)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.729166666666664)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:30:00.820634,"(11.0, 18.5, 16.25)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.25)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:30:02.094962,"(11.0, 18.5, 16.25)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.214285714285715)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:30:03.254641,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.214285714285715)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:30:04.332770,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.214285714285715)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:30:05.426623,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.214285714285715)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:30:06.634184,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.214285714285715)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 282.5)"
11-01-2023 20:30:07.853813,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.676470588235293)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 280.0)"
11-01-2023 20:30:09.070594,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.676470588235293)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 283.75)"
11-01-2023 20:30:10.276126,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.676470588235293)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 283.75)"
11-01-2023 20:30:11.460410,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.676470588235293)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 276.6666666666667)"
11-01-2023 20:30:12.675442,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.676470588235293)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 276.6666666666667)"
11-01-2023 20:30:13.808426,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.676470588235293)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 276.6666666666667)"
11-01-2023 20:30:14.964585,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.676470588235293)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 276.6666666666667)"
11-01-2023 20:30:16.148487,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 20.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.676470588235293)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 276.6666666666667)"
11-01-2023 20:30:17.361355,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 24.0, 21.666666666666668)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.676470588235293)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 210.0)"
11-01-2023 20:30:18.694009,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 23.0, 21.666666666666668)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.710526315789473)","(1.85, 2.04, 1.9866666666666666)","(41.0, 310.0, 196.36363636363637)"
11-01-2023 20:30:20.414540,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 23.0, 21.666666666666668)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.285714285714285)","(1.85, 2.04, 1.9866666666666666)","(41.0, 300.0, 196.36363636363637)"
11-01-2023 20:30:21.720885,"(11.0, 18.5, 15.08)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 23.0, 19.615384615384617)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 300.0, 185.45454545454544)"
11-01-2023 20:30:22.953744,"(11.0, 18.0, 16.0)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 23.0, 21.0)","(2.7, 4.3, 4.010526315789473)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 300.0, 220.0)"
11-01-2023 20:30:24.186036,"(11.0, 18.0, 16.0)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 22.0, 21.0)","(2.7, 4.3, 3.9379310344827583)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 192.72727272727272)"
11-01-2023 20:30:25.450761,"(11.0, 18.0, 16.0)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 22.0, 19.545454545454547)","(2.7, 4.3, 4.155555555555556)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 163.33333333333334)"
11-01-2023 20:30:26.629227,"(11.0, 18.0, 15.0)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 205.0)"
11-01-2023 20:30:27.753589,"(11.0, 18.0, 15.0)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 205.0)"
11-01-2023 20:30:28.889048,"(11.0, 18.0, 15.0)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 205.0)"
11-01-2023 20:30:30.101195,"(11.0, 18.0, 15.0)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(18.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 205.0)"
11-01-2023 20:30:31.353777,"(12.0, 18.0, 15.0)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 205.0)"
11-01-2023 20:30:32.582516,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 205.0)"
11-01-2023 20:30:33.899295,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 213.33333333333334)"
11-01-2023 20:30:35.166842,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 20.0, 19.736842105263158)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 180.0)"
11-01-2023 20:30:36.472978,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 20.0, 20.727272727272727)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 180.0)"
11-01-2023 20:30:37.645947,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 22.0, 20.684210526315788)","(1.85, 2.04, 1.9866666666666666)","(41.0, 280.0, 210.0)"
11-01-2023 20:30:38.809262,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 21.0, 21.63157894736842)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:40.096269,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 22.0, 21.0)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:41.284387,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 22.0, 20.142857142857142)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:42.534590,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 21.0, 17.7)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:43.871927,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 26.8)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 18.0, 17.7)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:45.098490,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 30.0, 27.727272727272727)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 18.0, 17.25)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:46.445699,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 29.0, 27.727272727272727)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 17.5, 20.142857142857142)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:47.878477,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 29.0, 27.727272727272727)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 21.0, 20.142857142857142)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:49.218334,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 29.0, 27.727272727272727)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 21.0, 18.9375)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:50.459849,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 29.0, 27.4)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 21.0, 19.0)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:51.726209,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 27.4)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 19.5, 19.0)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:53.052303,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 27.4)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 19.5, 19.0)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:54.278987,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.153846153846153)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 19.5, 19.294117647058822)","(1.85, 2.04, 1.9866666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:55.546830,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.153846153846153)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.2, 4.155555555555556)","(7.5, 19.5, 19.764705882352942)","(1.85, 2.04, 2.0156521739130433)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:57.034241,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.153846153846153)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.764705882352942)","(1.85, 2.04, 2.0166666666666666)","(41.0, 270.0, 210.0)"
11-01-2023 20:30:58.488091,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.153846153846153)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.764705882352942)","(1.85, 2.04, 2.0166666666666666)","(51.0, 270.0, 210.0)"
11-01-2023 20:30:59.868741,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.153846153846153)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.764705882352942)","(1.85, 2.04, 2.0105263157894737)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:01.387605,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.153846153846153)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.764705882352942)","(1.85, 2.04, 2.0105263157894737)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:02.987497,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.153846153846153)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.764705882352942)","(1.85, 2.04, 2.0105263157894737)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:04.235291,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.153846153846153)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.764705882352942)","(1.85, 2.04, 2.0105263157894737)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:05.440013,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.714285714285715)","(1.85, 2.04, 2.0140000000000002)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:06.560283,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.714285714285715)","(1.85, 2.04, 2.0140000000000002)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:07.779040,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.714285714285715)","(1.85, 2.04, 1.953448275862069)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:09.106088,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.714285714285715)","(1.85, 2.0, 1.98)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:10.311719,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.714285714285715)","(1.85, 1.99, 1.9758823529411764)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:11.487473,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.155555555555556)","(7.5, 20.0, 19.714285714285715)","(1.85, 1.99, 1.9758823529411764)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:12.694086,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.085714285714285)","(7.5, 20.0, 20.0625)","(1.85, 1.99, 1.9758823529411764)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:14.013163,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.05)","(7.5, 21.0, 20.0625)","(1.85, 1.99, 1.9758823529411764)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:15.327640,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 4.0285714285714285)","(7.5, 21.0, 20.0625)","(1.85, 1.99, 1.9728571428571429)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:16.612179,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 3.96)","(7.5, 21.0, 20.0625)","(1.85, 1.99, 1.9728571428571429)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:17.929361,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.2, 3.96)","(7.5, 21.0, 20.0625)","(1.85, 1.99, 1.97)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:19.214379,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.96)","(7.5, 21.0, 20.0625)","(1.85, 1.99, 1.9633333333333334)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:20.502337,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.96)","(7.5, 21.0, 18.785714285714285)","(1.85, 1.99, 1.9633333333333334)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:21.844056,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.96)","(7.5, 19.0, 18.785714285714285)","(1.85, 1.99, 1.9633333333333334)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:23.158265,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.96)","(7.5, 19.0, 18.321428571428573)","(1.85, 1.99, 1.9633333333333334)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:24.507426,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.96)","(7.5, 18.5, 18.321428571428573)","(1.85, 1.99, 1.9633333333333334)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:25.754984,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 25.6)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.96)","(7.5, 18.5, 18.321428571428573)","(1.85, 1.99, 1.9633333333333334)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:26.975817,"(12.0, 18.0, 14.8)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.571428571428573)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.96)","(7.5, 18.5, 18.166666666666668)","(1.85, 1.99, 1.95)","(51.0, 270.0, 210.0)"
