,Indy Ghost,Xandra Bale,Star Impact,Impresario,Elite Jet,Release The Rage,Hill Top Jonnie,Ice Star
11-01-2023 20:25:06.951560,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 170.0)"
11-01-2023 20:25:08.201434,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 170.0)"
11-01-2023 20:25:09.400274,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:10.576630,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:11.807861,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:13.037096,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:14.195738,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:15.352168,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:16.519347,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:17.656270,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:18.783671,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:19.886819,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:20.974331,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:21.993371,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:23.012237,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:24.071717,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:25.179373,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:26.266267,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 111.42857142857143)"
11-01-2023 20:25:27.357196,"(11.0, 25.0, 13.75)","(31.0, 130.0, 65.0)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:28.428499,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:29.466883,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:30.494906,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:31.530289,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:32.627145,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:33.796706,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:34.948459,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:36.102951,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:37.330096,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 27.27777777777778)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:38.525951,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 154.44444444444446)"
11-01-2023 20:25:39.802211,"(11.0, 25.0, 13.75)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 28.72222222222222)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.881818181818181)","(1.85, 2.76, 1.9677272727272728)","(41.0, 300.0, 145.55555555555554)"
11-01-2023 20:25:41.070343,"(11.0, 25.0, 13.75)","(31.0, 130.0, 58.69230769230769)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.514285714285714)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:42.288310,"(11.0, 25.0, 14.5)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:43.477448,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:44.656997,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:45.837919,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:46.963423,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:48.030708,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:49.025242,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:50.051552,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:51.167727,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:52.632619,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:54.078912,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 179.16666666666669)"
11-01-2023 20:25:55.154026,"(11.0, 25.0, 13.3)","(31.0, 130.0, 53.5)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 150.93333333333334)"
11-01-2023 20:25:56.296548,"(11.0, 25.0, 13.3)","(31.0, 130.0, 55.81818181818182)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 150.93333333333334)"
11-01-2023 20:25:57.369096,"(11.0, 25.0, 13.3)","(31.0, 130.0, 55.81818181818182)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 150.93333333333334)"
11-01-2023 20:25:58.509423,"(11.0, 25.0, 13.3)","(31.0, 130.0, 55.81818181818182)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 150.93333333333334)"
11-01-2023 20:25:59.620371,"(11.0, 25.0, 13.3)","(31.0, 130.0, 55.81818181818182)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:00.761152,"(11.0, 25.0, 13.3)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:01.924524,"(11.0, 25.0, 13.3)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:03.044620,"(11.0, 25.0, 13.3)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:04.240642,"(11.0, 25.0, 13.3)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:05.418510,"(11.0, 25.0, 13.3)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:06.586936,"(11.0, 25.0, 13.3)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:07.788061,"(11.0, 25.0, 13.3)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:09.053148,"(11.0, 25.0, 13.3)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:10.268024,"(11.0, 25.0, 14.5)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:11.469782,"(11.0, 25.0, 14.5)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:12.736623,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:13.955512,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:15.192410,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 132.3076923076923)"
11-01-2023 20:26:16.458533,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 153.06666666666666)"
11-01-2023 20:26:17.693854,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 153.06666666666666)"
11-01-2023 20:26:18.911801,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 153.06666666666666)"
11-01-2023 20:26:20.157523,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 153.06666666666666)"
11-01-2023 20:26:21.411133,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 121.33333333333333)"
11-01-2023 20:26:22.652736,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 121.33333333333333)"
11-01-2023 20:26:23.897748,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 121.33333333333333)"
11-01-2023 20:26:25.109486,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 121.33333333333333)"
11-01-2023 20:26:26.317971,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 121.33333333333333)"
11-01-2023 20:26:27.480575,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 121.33333333333333)"
11-01-2023 20:26:28.698213,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 121.33333333333333)"
11-01-2023 20:26:29.869276,"(11.0, 25.0, 13.75)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 70.22222222222223)"
11-01-2023 20:26:31.032405,"(11.0, 25.0, 13.75)","(31.0, 130.0, 42.888888888888886)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 25.666666666666664)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 70.22222222222223)"
11-01-2023 20:26:32.147583,"(11.0, 25.0, 13.75)","(31.0, 130.0, 42.888888888888886)","(15.0, 42.0, 24.333333333333336)","(18.0, 44.0, 22.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 13.822222222222223)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 70.22222222222223)"
11-01-2023 20:26:33.315849,"(11.0, 25.0, 13.75)","(31.0, 130.0, 42.888888888888886)","(15.0, 42.0, 26.0)","(18.0, 44.0, 22.4)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 10.64)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 136.66666666666669)"
11-01-2023 20:26:34.452862,"(11.0, 25.0, 13.75)","(31.0, 130.0, 42.888888888888886)","(15.0, 42.0, 26.0)","(18.0, 44.0, 22.4)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 10.64)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 93.33333333333333)"
11-01-2023 20:26:35.653386,"(11.0, 25.0, 13.75)","(31.0, 130.0, 42.888888888888886)","(15.0, 42.0, 26.0)","(18.0, 44.0, 22.4)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 10.64)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 93.33333333333333)"
11-01-2023 20:26:36.798695,"(11.0, 25.0, 13.75)","(31.0, 130.0, 42.888888888888886)","(15.0, 42.0, 26.0)","(18.0, 44.0, 22.4)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 10.64)","(1.85, 2.76, 1.9991666666666665)","(41.0, 280.0, 93.33333333333333)"
11-01-2023 20:26:38.063866,"(11.0, 25.0, 13.75)","(31.0, 130.0, 42.888888888888886)","(15.0, 42.0, 21.2)","(18.0, 44.0, 22.4)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 10.64)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 93.33333333333333)"
11-01-2023 20:26:39.220523,"(11.0, 25.0, 13.75)","(31.0, 130.0, 42.888888888888886)","(15.0, 42.0, 21.2)","(18.0, 44.0, 22.4)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.0, 10.64)","(1.85, 2.76, 1.9677272727272728)","(41.0, 280.0, 93.33333333333333)"
