,Baggys Gold,Zambrana,Bigsy,Romarosa,Dundee Velvet,Jet Like Rico,Little Nellie,Lakeview Raymond
05-01-2023 17:11:04.810009,"(10.0, 26.0, 18.0)","(6.5, 13.0, 8.49090909090909)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.524)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:06.025724,"(10.0, 26.0, 18.0)","(6.5, 13.0, 8.49090909090909)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.524)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:07.261459,"(10.0, 26.0, 18.0)","(6.5, 14.0, 11.133333333333333)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.524)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:08.510686,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.524)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:09.686706,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.524)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:10.920731,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.524)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:12.076953,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.524)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:13.203106,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 9.854545454545455)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.524)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:14.331970,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.524)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:15.730122,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:17.036219,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:18.409976,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:19.697851,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:21.105520,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:22.514405,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:23.770577,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:24.947142,"(10.0, 26.0, 18.0)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:26.154727,"(10.0, 26.0, 16.3125)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:27.306448,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:28.525557,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 11.133333333333333)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:29.649525,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.08)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:30.747343,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.08)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:31.876203,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.08)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:32.918920,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.08)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:33.975563,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.08)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:35.046489,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.08)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:36.143252,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.08)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:37.231863,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.350000000000001)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:38.377193,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.350000000000001)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:39.467415,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.350000000000001)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:40.591428,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.350000000000001)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:41.713483,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 11.825)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:42.808303,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 11.825)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:43.964935,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.6125)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:45.052211,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 12.6125)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:46.191190,"(10.0, 26.0, 12.666666666666666)","(6.5, 13.5, 10.67)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:47.241971,"(10.0, 26.0, 12.666666666666666)","(6.5, 12.5, 10.67)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:48.379536,"(10.0, 26.0, 12.666666666666666)","(6.5, 12.5, 10.67)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:49.410148,"(10.0, 26.0, 12.666666666666666)","(6.5, 12.5, 10.67)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:50.565120,"(10.0, 26.0, 12.666666666666666)","(6.5, 12.5, 10.67)","(7.5, 14.5, 10.850000000000001)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:51.547837,"(10.0, 29.0, 13.166666666666666)","(6.5, 12.5, 10.67)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:52.649943,"(10.0, 29.0, 22.666666666666664)","(6.5, 12.5, 10.67)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:53.728791,"(10.0, 29.0, 17.4375)","(6.5, 12.5, 10.67)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:54.824258,"(10.0, 29.0, 17.4375)","(6.5, 12.5, 10.67)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:56.090969,"(10.0, 29.0, 17.4375)","(6.5, 12.5, 10.67)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:57.297688,"(10.0, 29.0, 17.4375)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:58.421849,"(10.0, 29.0, 17.4375)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:11:59.548955,"(10.0, 29.0, 17.75)","(6.5, 12.5, 9.242857142857144)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:00.695996,"(10.0, 29.0, 17.75)","(6.5, 12.5, 9.242857142857144)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 11.8)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:01.802197,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.5, 8.2875)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 198.66666666666666)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.381818181818183)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:02.872613,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 10.8)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.784615384615385)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:03.881551,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 10.8)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.784615384615385)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:04.928691,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 11.525)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.784615384615385)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:05.965547,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 11.525)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.784615384615385)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:07.157985,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.784615384615385)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:08.261700,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.784615384615385)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:09.484002,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.784615384615385)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:10.624394,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.784615384615385)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:11.758794,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:12.904005,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:13.992760,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:15.096325,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:16.196637,"(10.0, 29.0, 21.5)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:17.240599,"(10.0, 29.0, 18.0625)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:18.325654,"(10.0, 29.0, 18.0625)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:19.325504,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:20.405865,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:21.435472,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:22.481711,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:23.561666,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:24.761548,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:25.892239,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:27.058523,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 18.127272727272725)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:28.197217,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:29.278208,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:30.349492,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:31.388362,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:32.433230,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:33.461928,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:34.519455,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
05-01-2023 17:12:35.527889,"(10.0, 29.0, 17.75)","(6.5, 12.5, 10.281818181818181)","(7.5, 14.0, 9.05)","(5.0, 11.5, 9.466666666666667)","(51.0, 230.0, 209.11111111111111)","(2.5, 2.54, 2.5228571428571427)","(8.5, 19.0, 16.7)","(4.6, 7.6, 7.2124999999999995)"
