,Baggys Gold,Zambrana,Bigsy,Romarosa,Dundee Velvet,Jet Like Rico,Little Nellie,Lakeview Raymond
05-01-2023 17:21:04.128275,"(10.0, 27.0, 20.75)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 7.8, 6.7846153846153845)"
05-01-2023 17:21:05.341048,"(10.0, 27.0, 20.75)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 7.4, 7.057142857142857)"
05-01-2023 17:21:06.581957,"(10.0, 27.0, 20.75)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:07.779316,"(10.0, 27.0, 20.75)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:08.900315,"(10.0, 27.0, 20.75)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:09.961729,"(10.0, 27.0, 20.75)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:11.014492,"(10.0, 27.0, 25.863636363636367)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:12.174864,"(10.0, 27.0, 25.5)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:13.226591,"(10.0, 26.0, 16.396825396825395)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:14.322633,"(10.0, 26.0, 16.353846153846153)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 15.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:15.392117,"(10.0, 26.0, 16.353846153846153)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 13.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:16.463034,"(10.0, 26.0, 16.353846153846153)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 3.05, 2.98875)","(8.5, 19.0, 13.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:17.494877,"(10.0, 26.0, 16.353846153846153)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 2.98, 2.94)","(8.5, 15.0, 11.5)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:18.617458,"(10.0, 26.0, 16.353846153846153)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 2.98, 2.94)","(8.5, 15.0, 11.5)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:19.696576,"(10.0, 26.0, 16.353846153846153)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 2.98, 2.74)","(8.5, 15.0, 11.5)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:20.792061,"(10.0, 26.0, 16.353846153846153)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.05)","(51.0, 230.0, 168.66666666666666)","(2.5, 2.98, 2.74)","(8.5, 15.0, 14.75)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:21.934075,"(10.0, 26.0, 16.353846153846153)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.666666666666666)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 168.66666666666666)","(2.5, 2.98, 2.74)","(8.5, 18.5, 13.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:23.285603,"(10.0, 26.0, 16.5)","(6.5, 8.6, 8.3)","(7.5, 15.0, 9.3375)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 168.66666666666666)","(2.5, 2.98, 2.72)","(8.5, 19.0, 13.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:24.784296,"(10.0, 26.0, 16.5)","(6.5, 8.6, 8.3)","(7.5, 14.5, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 168.66666666666666)","(2.5, 2.92, 2.72)","(8.5, 19.0, 13.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:26.083151,"(10.0, 26.0, 16.5)","(6.5, 8.6, 8.3)","(7.5, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.92, 2.8823529411764706)","(8.5, 19.0, 13.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:27.168890,"(10.0, 26.0, 16.346774193548388)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 13.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:28.529306,"(10.0, 26.0, 16.952380952380953)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 13.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:29.946886,"(10.0, 25.0, 23.714285714285715)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 13.0)","(4.6, 8.0, 7.057142857142857)"
05-01-2023 17:21:31.374598,"(10.0, 25.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 13.0)","(4.6, 7.8, 7.030769230769231)"
05-01-2023 17:21:32.788128,"(10.0, 26.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 13.0)","(4.6, 7.8, 7.030769230769231)"
05-01-2023 17:21:34.145409,"(10.0, 26.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 15.0)","(4.6, 7.8, 7.171428571428571)"
05-01-2023 17:21:35.424503,"(10.0, 26.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 15.0)","(4.6, 8.2, 7.171428571428571)"
05-01-2023 17:21:36.697969,"(10.0, 26.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 15.0)","(4.6, 8.2, 7.171428571428571)"
05-01-2023 17:21:38.031698,"(10.0, 26.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 15.0)","(4.6, 8.2, 7.171428571428571)"
05-01-2023 17:21:39.307024,"(10.0, 26.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 15.0)","(4.6, 8.2, 7.171428571428571)"
05-01-2023 17:21:40.549051,"(10.0, 26.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 15.0)","(4.6, 8.2, 7.171428571428571)"
05-01-2023 17:21:41.739705,"(10.0, 26.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 9.933333333333334)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 19.0, 12.6)","(4.6, 8.2, 7.171428571428571)"
05-01-2023 17:21:42.972077,"(10.0, 26.0, 16.9375)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.82857142857143)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 15.0, 12.0)","(4.6, 8.2, 7.1090909090909085)"
05-01-2023 17:21:44.177625,"(10.0, 26.0, 17.470588235294116)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.82857142857143)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 15.0, 12.0)","(4.6, 8.2, 7.052173913043478)"
05-01-2023 17:21:45.424958,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.82857142857143)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 15.0, 12.0)","(4.6, 8.2, 7.1)"
05-01-2023 17:21:46.664717,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.82857142857143)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 15.0, 12.0)","(4.6, 8.2, 7.1)"
05-01-2023 17:21:47.949013,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.82857142857143)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.8823529411764706)","(8.5, 15.0, 12.0)","(4.6, 8.2, 7.1)"
05-01-2023 17:21:49.446167,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.82857142857143)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 8.2, 7.1)"
05-01-2023 17:21:50.826498,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.82857142857143)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 8.2, 7.1)"
05-01-2023 17:21:52.210382,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.3)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.977777777777778)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 8.2, 6.745454545454545)"
05-01-2023 17:21:53.388388,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.471428571428572)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.977777777777778)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 8.2, 6.745454545454545)"
05-01-2023 17:21:54.557597,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.471428571428572)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.56)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 7.8, 7.1)"
05-01-2023 17:21:55.668840,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.471428571428572)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.56)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 7.8, 7.1)"
05-01-2023 17:21:56.884382,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.471428571428572)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.56)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 7.8, 7.1)"
05-01-2023 17:21:58.141435,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.471428571428572)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.56)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 7.8, 7.1)"
05-01-2023 17:21:59.375695,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.471428571428572)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.56)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 7.8, 7.1)"
05-01-2023 17:22:00.626916,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.471428571428572)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.56)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 7.8, 7.1)"
05-01-2023 17:22:01.888297,"(10.0, 25.0, 24.18181818181818)","(6.5, 8.6, 8.471428571428572)","(7.0, 14.0, 11.3)","(5.0, 11.5, 10.56)","(51.0, 230.0, 156.39999999999998)","(2.5, 2.9, 2.76)","(8.5, 15.0, 12.0)","(4.6, 7.8, 7.1)"
05-01-2023 17:22:03.196385,"(10.0, 25.0, 23.5)","(6.5, 8.6, 8.471428571428572)","(7.0, 14.0, 9.95)","(5.0, 11.5, 8.68)","(51.0, 210.0, 129.0)","(2.5, 2.9, 2.75)","(8.5, 15.0, 12.75)","(4.6, 7.8, 7.033333333333333)"
05-01-2023 17:22:04.427178,"(10.0, 24.0, 23.272727272727273)","(6.5, 8.6, 7.8)","(7.0, 14.0, 9.09090909090909)","(5.0, 11.5, 7.45)","(51.0, 210.0, 135.23076923076923)","(2.5, 2.88, 2.6384615384615384)","(8.5, 14.5, 12.75)","(4.6, 7.6, 7.357142857142857)"
05-01-2023 17:22:05.601480,"(10.0, 24.0, 23.272727272727273)","(6.5, 8.6, 7.8)","(7.0, 14.0, 9.049999999999999)","(5.0, 11.5, 7.45)","(51.0, 210.0, 135.23076923076923)","(2.5, 2.86, 2.7199999999999998)","(8.5, 14.5, 11.727272727272727)","(4.6, 7.6, 7.422222222222222)"
05-01-2023 17:22:06.931371,"(10.0, 24.0, 23.272727272727273)","(6.5, 8.6, 7.8)","(7.0, 14.0, 9.049999999999999)","(5.0, 11.5, 7.45)","(51.0, 210.0, 147.39999999999998)","(2.5, 2.82, 2.66)","(8.5, 19.0, 11.727272727272727)","(4.6, 7.6, 7.422222222222222)"
05-01-2023 17:22:08.251381,"(10.0, 24.0, 22.857142857142858)","(6.5, 8.6, 7.233333333333333)","(7.0, 14.0, 11.5)","(5.0, 11.5, 9.565)","(51.0, 190.0, 154.75)","(2.5, 2.82, 2.77)","(8.5, 19.0, 14.083333333333334)","(4.6, 7.6, 7.483333333333333)"
05-01-2023 17:22:09.537449,"(10.0, 24.0, 23.0)","(6.5, 8.4, 7.3999999999999995)","(7.0, 14.0, 10.16)","(5.0, 11.5, 9.70625)","(51.0, 170.0, 142.88888888888889)","(2.5, 2.78, 2.7466666666666666)","(8.5, 14.5, 13.666666666666666)","(4.6, 7.6, 7.0)"
05-01-2023 17:22:10.828377,"(10.0, 24.0, 23.3)","(6.5, 8.2, 7.742857142857142)","(7.0, 14.0, 12.272727272727273)","(5.0, 11.5, 9.65)","(51.0, 170.0, 142.88888888888889)","(2.5, 2.78, 2.692)","(8.5, 15.0, 13.666666666666666)","(4.6, 7.6, 7.507692307692308)"
05-01-2023 17:22:12.183195,"(10.0, 24.0, 23.3)","(6.5, 8.2, 7.742857142857142)","(7.0, 13.5, 12.272727272727273)","(5.0, 11.5, 10.484615384615385)","(51.0, 170.0, 142.88888888888889)","(2.5, 2.72, 2.693684210526316)","(8.5, 15.0, 13.666666666666666)","(4.6, 7.6, 7.514285714285714)"
05-01-2023 17:22:13.514615,"(10.0, 24.0, 23.3)","(6.5, 8.2, 7.324999999999999)","(7.0, 13.5, 13.0)","(5.0, 11.5, 10.92)","(51.0, 170.0, 142.88888888888889)","(2.5, 2.7, 2.693684210526316)","(8.5, 15.0, 13.666666666666666)","(4.6, 7.6, 7.514285714285714)"
05-01-2023 17:22:14.859447,"(10.0, 24.0, 23.3)","(6.5, 8.2, 7.324999999999999)","(7.0, 13.5, 13.0)","(5.0, 11.5, 10.92)","(51.0, 170.0, 142.88888888888889)","(2.5, 2.7, 2.693684210526316)","(8.5, 15.0, 13.0)","(4.6, 7.6, 7.514285714285714)"
05-01-2023 17:22:16.128024,"(10.0, 24.0, 23.3)","(6.5, 8.2, 6.866666666666666)","(7.0, 13.5, 12.375)","(5.0, 11.5, 10.92)","(51.0, 170.0, 142.88888888888889)","(2.5, 2.7, 2.693684210526316)","(8.5, 15.0, 13.0)","(4.6, 7.6, 7.514285714285714)"
05-01-2023 17:22:17.472666,"(10.0, 24.0, 23.454545454545453)","(6.5, 8.2, 6.771428571428571)","(7.0, 13.5, 12.9625)","(5.0, 11.5, 10.944444444444445)","(51.0, 170.0, 135.14285714285714)","(2.5, 2.7, 2.64)","(8.5, 15.0, 13.666666666666666)","(4.6, 7.8, 7.0)"
05-01-2023 17:22:18.724971,"(10.0, 24.0, 23.454545454545453)","(6.5, 7.8, 6.771428571428571)","(7.0, 13.5, 12.9625)","(5.0, 11.5, 10.944444444444445)","(51.0, 170.0, 135.14285714285714)","(2.5, 2.66, 2.64)","(8.5, 15.0, 13.666666666666666)","(4.6, 7.8, 7.0)"
05-01-2023 17:22:20.084961,"(10.0, 24.0, 23.454545454545453)","(6.5, 7.8, 6.54)","(7.0, 13.5, 12.9625)","(5.0, 11.5, 10.944444444444445)","(51.0, 170.0, 135.14285714285714)","(2.5, 2.66, 2.6356521739130434)","(8.5, 15.0, 13.666666666666666)","(4.6, 7.8, 7.0)"
05-01-2023 17:22:21.449466,"(10.0, 24.0, 23.454545454545453)","(6.5, 7.8, 6.654545454545455)","(7.0, 13.5, 12.9625)","(5.0, 11.5, 10.944444444444445)","(51.0, 170.0, 135.14285714285714)","(2.5, 2.66, 2.6473684210526316)","(8.5, 15.0, 13.666666666666666)","(4.6, 7.8, 7.0)"
05-01-2023 17:22:22.845487,"(10.0, 25.0, 20.863636363636363)","(6.5, 7.8, 6.654545454545455)","(7.0, 13.5, 12.9625)","(5.0, 11.5, 11.04)","(51.0, 170.0, 135.71428571428572)","(2.5, 2.66, 2.6104761904761906)","(8.5, 15.0, 14.692307692307692)","(4.6, 7.8, 7.444444444444445)"
05-01-2023 17:22:24.164573,"(10.0, 25.0, 21.21875)","(6.5, 7.6, 6.666666666666667)","(7.0, 13.5, 13.044444444444444)","(5.0, 11.5, 11.04)","(51.0, 170.0, 150.0)","(2.5, 2.62, 2.6090909090909093)","(8.5, 19.0, 17.6875)","(4.6, 7.8, 7.444444444444445)"
05-01-2023 17:22:25.568880,"(10.0, 25.0, 21.53846153846154)","(6.5, 7.4, 6.511111111111111)","(7.0, 13.5, 13.044444444444444)","(5.0, 11.5, 11.04)","(51.0, 170.0, 135.71428571428572)","(2.5, 2.62, 2.6090909090909093)","(8.5, 18.5, 17.6875)","(4.6, 7.8, 7.444444444444445)"
05-01-2023 17:22:26.799744,"(10.0, 25.0, 22.0)","(6.5, 7.4, 6.511111111111111)","(7.0, 13.5, 13.044444444444444)","(5.0, 11.5, 11.04)","(51.0, 170.0, 135.71428571428572)","(2.5, 2.62, 2.6090909090909093)","(8.5, 18.5, 17.6875)","(4.6, 7.8, 7.533333333333333)"
05-01-2023 17:22:27.979367,"(10.0, 25.0, 22.0)","(6.5, 7.4, 6.511111111111111)","(7.0, 13.5, 13.044444444444444)","(5.0, 11.5, 10.9)","(51.0, 170.0, 135.71428571428572)","(2.5, 2.62, 2.6090909090909093)","(8.5, 18.5, 17.6875)","(4.6, 7.8, 7.533333333333333)"
05-01-2023 17:22:29.199498,"(10.0, 26.0, 25.25)","(6.5, 7.4, 6.511111111111111)","(7.0, 13.5, 12.475)","(5.0, 11.5, 11.025)","(51.0, 170.0, 135.71428571428572)","(2.5, 2.62, 2.596)","(8.5, 18.5, 16.333333333333332)","(4.6, 7.8, 7.24)"
05-01-2023 17:22:30.452748,"(10.0, 26.0, 24.4)","(6.5, 7.4, 6.533333333333333)","(7.0, 13.5, 13.066666666666666)","(5.0, 12.0, 11.345454545454546)","(51.0, 170.0, 135.71428571428572)","(2.5, 2.6, 2.5995545657015593)","(8.5, 18.5, 17.5)","(4.6, 7.8, 7.45)"
05-01-2023 17:22:31.999793,"(10.0, 26.0, 25.076923076923077)","(6.5, 7.2, 6.7)","(7.0, 13.5, 12.85)","(5.0, 12.0, 11.4)","(51.0, 170.0, 146.0)","(2.5, 2.6, 2.5999101123595505)","(8.5, 18.5, 17.833333333333332)","(4.6, 7.8, 7.45)"
05-01-2023 17:22:33.531568,"(10.0, 26.0, 25.076923076923077)","(6.5, 7.0, 6.6000000000000005)","(7.0, 13.5, 12.85)","(5.0, 12.0, 11.4)","(51.0, 170.0, 146.0)","(2.5, 2.6, 2.6370498915401304)","(8.5, 18.5, 17.833333333333332)","(4.6, 7.8, 7.45)"
05-01-2023 17:22:34.992142,"(10.0, 26.0, 25.076923076923077)","(6.5, 7.0, 6.6000000000000005)","(7.0, 13.5, 12.85)","(5.0, 12.0, 11.4)","(51.0, 170.0, 146.0)","(2.5, 2.64, 2.598524945770065)","(8.5, 18.5, 17.833333333333332)","(4.6, 7.8, 7.45)"
05-01-2023 17:22:36.298827,"(10.0, 26.0, 25.076923076923077)","(6.5, 7.0, 6.6000000000000005)","(7.0, 13.5, 12.64)","(5.0, 12.0, 10.88888888888889)","(51.0, 170.0, 140.0)","(2.5, 2.6, 2.579014989293362)","(8.5, 18.5, 17.0)","(4.6, 7.8, 7.533333333333333)"
05-01-2023 17:22:37.439765,"(10.0, 26.0, 25.076923076923077)","(6.5, 7.0, 6.6000000000000005)","(7.0, 13.5, 13.0)","(5.0, 12.5, 11.041666666666666)","(51.0, 170.0, 140.0)","(2.5, 2.58, 2.579014989293362)","(8.5, 18.5, 17.75)","(4.6, 7.8, 6.75)"
05-01-2023 17:22:38.575519,"(10.0, 26.0, 25.076923076923077)","(6.5, 7.0, 6.485714285714286)","(7.0, 13.5, 13.0)","(5.0, 12.5, 11.041666666666666)","(51.0, 170.0, 140.0)","(2.5, 2.58, 2.579014989293362)","(8.5, 18.5, 17.75)","(4.6, 7.8, 6.75)"
05-01-2023 17:22:39.765571,"(10.0, 26.0, 25.076923076923077)","(6.5, 7.0, 6.485714285714286)","(7.0, 13.5, 13.0)","(5.0, 12.5, 11.041666666666666)","(51.0, 170.0, 140.0)","(2.5, 2.58, 2.579014989293362)","(8.5, 18.5, 17.75)","(4.6, 7.8, 6.75)"
05-01-2023 17:22:41.016417,"(10.0, 26.0, 25.076923076923077)","(6.5, 6.8, 6.763636363636364)","(7.0, 13.5, 13.0)","(5.0, 12.5, 11.5625)","(51.0, 170.0, 140.0)","(2.5, 2.58, 2.579014989293362)","(8.5, 19.0, 18.166666666666668)","(4.6, 7.8, 7.199999999999999)"
05-01-2023 17:22:42.300390,"(10.0, 26.0, 25.076923076923077)","(6.5, 6.8, 6.763636363636364)","(7.0, 13.5, 13.0)","(5.0, 12.5, 11.5625)","(51.0, 170.0, 140.0)","(2.5, 2.58, 2.579014989293362)","(8.5, 19.0, 18.166666666666668)","(4.6, 7.8, 7.199999999999999)"
05-01-2023 17:22:43.607740,"(10.0, 26.0, 25.076923076923077)","(6.5, 6.8, 6.763636363636364)","(7.0, 13.5, 13.0)","(5.0, 12.5, 11.5625)","(51.0, 170.0, 140.0)","(2.5, 2.58, 2.579014989293362)","(8.5, 19.0, 18.166666666666668)","(4.6, 7.8, 7.199999999999999)"
05-01-2023 17:22:44.948982,"(10.0, 26.0, 25.076923076923077)","(6.5, 6.8, 6.763636363636364)","(7.0, 13.5, 13.0)","(5.0, 12.5, 11.5625)","(51.0, 170.0, 140.0)","(2.5, 2.58, 2.579014989293362)","(8.5, 19.0, 18.166666666666668)","(4.6, 7.8, 7.199999999999999)"
05-01-2023 17:22:46.311190,"(10.0, 26.0, 25.076923076923077)","(6.5, 6.8, 6.763636363636364)","(7.0, 13.5, 13.0)","(5.0, 12.5, 11.5625)","(51.0, 170.0, 140.0)","(2.5, 2.58, 2.579014989293362)","(8.5, 19.0, 18.166666666666668)","(4.6, 7.8, 7.199999999999999)"
05-01-2023 17:22:47.742383,"(10.0, 26.0, 24.4)","(6.5, 6.6, 6.714285714285714)","(7.0, 13.5, 11.773684210526316)","(5.0, 12.5, 11.65)","(51.0, 170.0, 66.55172413793103)","(2.5, 2.58, 2.6586046511627908)","(8.5, 17.0, 14.736842105263158)","(4.6, 7.8, 7.266666666666667)"
05-01-2023 17:22:49.067134,"(10.0, 26.0, 21.5)","(6.5, 6.8, 6.685714285714285)","(7.0, 13.0, 12.7)","(5.0, 12.0, 11.65)","(51.0, 130.0, 66.55172413793103)","(2.5, 2.64, 2.6388837209302327)","(8.5, 18.5, 14.736842105263158)","(4.6, 7.8, 7.363636363636363)"
05-01-2023 17:22:50.452343,"(10.0, 26.0, 21.5)","(6.5, 6.6, 6.327272727272727)","(7.0, 13.0, 12.7)","(5.0, 12.5, 11.9375)","(51.0, 130.0, 59.23076923076923)","(2.5, 2.64, 2.6388837209302327)","(9.0, 18.5, 14.736842105263158)","(4.6, 7.8, 7.363636363636363)"
