,Tiggys Em,Blackpool Blade,Rebels Spark,Son Of Cecil,Morning Lily,Nineteen Crimes,Inga Sally,Chloes Comet
12-01-2023 16:51:39.943131,"(21.0, 80.0, 60.666666666666664)","(3.9, 6.2, 5.916666666666667)","(5.0, 7.4, 6.036363636363637)","(7.0, 12.0, 11.628571428571428)","(5.0, 7.0, 6.45)","(5.0, 7.2, 6.15)","(11.0, 24.0, 18.25)","(5.0, 7.4, 6.65)"
12-01-2023 16:51:41.145681,"(21.0, 80.0, 60.666666666666664)","(3.9, 6.2, 5.916666666666667)","(5.0, 7.4, 6.036363636363637)","(7.0, 12.0, 11.628571428571428)","(5.0, 7.0, 6.45)","(5.0, 7.2, 6.15)","(11.0, 24.0, 18.25)","(5.0, 7.4, 6.65)"
12-01-2023 16:51:42.424091,"(21.0, 80.0, 60.666666666666664)","(3.9, 6.2, 5.916666666666667)","(5.0, 7.4, 6.15)","(7.0, 12.0, 12.057142857142857)","(5.0, 7.0, 6.333333333333334)","(5.0, 7.2, 6.15)","(11.0, 24.0, 17.25)","(5.0, 7.4, 6.0888888888888895)"
12-01-2023 16:51:43.841777,"(21.0, 80.0, 64.66666666666666)","(3.9, 6.2, 5.916666666666667)","(5.0, 7.4, 6.533333333333333)","(7.0, 12.5, 12.057142857142857)","(5.0, 7.2, 6.75)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.0888888888888895)"
12-01-2023 16:51:45.109524,"(21.0, 70.0, 64.66666666666666)","(3.9, 6.2, 5.916666666666667)","(5.0, 7.8, 6.85)","(7.0, 12.5, 12.057142857142857)","(5.0, 7.6, 6.533333333333333)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.0888888888888895)"
12-01-2023 16:51:46.345316,"(21.0, 70.0, 54.0)","(3.9, 6.2, 5.916666666666667)","(5.0, 7.8, 6.85)","(7.0, 12.5, 12.485714285714286)","(5.0, 7.8, 6.533333333333333)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:47.679283,"(21.0, 70.0, 54.0)","(3.9, 6.2, 5.916666666666667)","(5.0, 7.8, 6.85)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.8, 6.533333333333333)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:49.181153,"(21.0, 70.0, 54.0)","(3.9, 6.2, 5.916666666666667)","(5.0, 7.8, 6.95)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.8, 6.85)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:50.602289,"(21.0, 70.0, 54.0)","(3.9, 6.2, 5.916666666666667)","(5.0, 8.0, 6.95)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.8, 6.75)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:52.010474,"(21.0, 70.0, 54.0)","(3.9, 6.2, 5.916666666666667)","(5.0, 8.0, 6.95)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.6, 6.75)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:53.328180,"(21.0, 70.0, 54.0)","(3.9, 6.2, 5.916666666666667)","(5.0, 8.0, 6.95)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.6, 6.75)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:54.556559,"(21.0, 70.0, 54.0)","(3.9, 6.2, 5.916666666666667)","(5.0, 8.0, 6.95)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.6, 6.75)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:55.826351,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.666666666666667)","(5.0, 8.0, 6.75)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.6, 6.75)","(5.0, 7.2, 6.15)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:57.066185,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.666666666666667)","(5.0, 7.6, 6.75)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.6, 6.75)","(5.0, 7.2, 6.966666666666667)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:58.428797,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.666666666666667)","(5.0, 7.6, 6.85)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.6, 6.75)","(5.0, 7.2, 6.966666666666667)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:51:59.642055,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.666666666666667)","(5.0, 7.8, 6.85)","(7.0, 13.0, 12.485714285714286)","(5.0, 7.6, 6.75)","(5.0, 7.2, 6.966666666666667)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:52:00.859061,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.666666666666667)","(5.0, 7.8, 6.8)","(7.0, 13.0, 11.1)","(5.0, 7.6, 6.75)","(5.0, 7.2, 6.5)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:52:02.169466,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.666666666666667)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 11.1)","(5.0, 7.6, 6.699999999999999)","(5.0, 7.2, 6.5)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:52:03.410832,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.433333333333334)","(5.0, 7.8, 7.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 7.3)","(5.0, 7.2, 6.699999999999999)","(11.0, 22.0, 17.5)","(5.0, 7.6, 6.75)"
12-01-2023 16:52:04.622022,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.2)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 7.42)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:06.028350,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.2)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 7.42)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:07.335127,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.2)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 7.42)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:08.591380,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.2)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 7.42)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:09.793149,"(21.0, 70.0, 54.0)","(3.9, 5.9, 5.2)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 7.42)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:11.001066,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 7.42)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:12.264759,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.88)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:13.588208,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:14.784974,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.8, 7.133333333333333)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:15.986753,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.8, 6.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:17.193739,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:18.406230,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:19.619768,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 22.0, 17.5)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:20.844941,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 22.0, 15.75)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:22.041413,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 24.0, 15.75)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:23.276562,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 24.0, 15.75)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:24.490705,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.3)","(11.0, 24.0, 15.75)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:25.634607,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.6)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.4799999999999995)","(11.0, 24.0, 14.571428571428571)","(5.0, 7.6, 7.43)"
12-01-2023 16:52:26.699329,"(21.0, 70.0, 51.599999999999994)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.800000000000001)","(7.0, 13.0, 12.577777777777778)","(5.0, 7.6, 6.609999999999999)","(5.0, 7.6, 7.449999999999999)","(11.0, 24.0, 14.571428571428571)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:27.845605,"(21.0, 70.0, 53.27272727272727)","(3.9, 5.9, 5.2)","(5.0, 7.4, 7.0)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.6, 6.3625)","(5.0, 7.6, 7.449999999999999)","(11.0, 24.0, 14.571428571428571)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:28.977473,"(21.0, 70.0, 53.27272727272727)","(3.9, 5.9, 5.2)","(5.0, 7.4, 7.0)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.6, 6.3625)","(5.0, 7.6, 7.449999999999999)","(11.0, 24.0, 14.571428571428571)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:30.276218,"(21.0, 70.0, 53.27272727272727)","(3.9, 5.9, 5.2)","(5.0, 7.4, 7.0)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.6, 6.3625)","(5.0, 7.6, 7.449999999999999)","(11.0, 24.0, 14.571428571428571)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:31.476532,"(21.0, 70.0, 53.27272727272727)","(3.9, 5.9, 5.2)","(5.0, 7.4, 7.0)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.6, 6.3625)","(5.0, 7.6, 7.449999999999999)","(11.0, 24.0, 14.571428571428571)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:32.762915,"(21.0, 70.0, 53.27272727272727)","(3.9, 5.9, 5.2)","(5.0, 7.4, 7.0)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.6, 6.3625)","(5.0, 7.6, 7.449999999999999)","(11.0, 24.0, 14.571428571428571)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:34.087614,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.800000000000001)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.6, 6.3625)","(5.0, 7.6, 7.449999999999999)","(11.0, 24.0, 18.0)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:35.402765,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.800000000000001)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.6, 6.966666666666667)","(5.0, 7.6, 7.449999999999999)","(11.0, 23.0, 18.0)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:36.780940,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.800000000000001)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.6, 7.0)","(11.0, 23.0, 18.0)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:38.069258,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.800000000000001)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.2, 6.550000000000001)","(11.0, 23.0, 18.0)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:39.353412,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.800000000000001)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.2, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:40.580933,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.800000000000001)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:41.867222,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.800000000000001)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.6, 7.316666666666666)"
12-01-2023 16:52:43.219467,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.800000000000001)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.6, 6.581818181818182)"
12-01-2023 16:52:44.491923,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.4)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.4, 6.983333333333333)"
12-01-2023 16:52:45.806328,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:47.067609,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:48.312951,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:49.581365,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:50.714983,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:52.180195,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:53.368268,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:54.743890,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:55.859061,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:57.118338,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:58.418088,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:52:59.693156,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:00.902359,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.966666666666667)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:02.149469,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:03.421223,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:04.776052,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 17.5)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:06.014482,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.366666666666667)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 22.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:07.363758,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:08.868098,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:10.461850,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:11.866334,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.542857142857143)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:13.180254,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.4, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:14.684991,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:16.129291,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:17.479317,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:18.743829,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:20.083579,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 18.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:21.248282,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 15.5)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:22.493752,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 14.428571428571429)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:23.860445,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 14.428571428571429)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:25.366606,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 15.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:26.763594,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.2)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.15)","(5.0, 7.4, 6.65)","(11.0, 23.0, 15.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:28.114890,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.15)","(5.0, 7.2, 6.276923076923077)","(7.0, 13.0, 12.05)","(5.0, 7.2, 6.633333333333333)","(5.0, 7.4, 6.65)","(11.0, 23.0, 15.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:29.457361,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.15)","(5.0, 7.2, 6.271428571428571)","(7.0, 13.0, 12.05)","(5.0, 6.8, 6.633333333333333)","(5.0, 7.4, 6.65)","(11.0, 23.0, 15.0)","(5.0, 7.2, 6.983333333333333)"
12-01-2023 16:53:30.914872,"(21.0, 70.0, 34.0)","(3.9, 5.9, 5.15)","(5.0, 7.2, 6.271428571428571)","(7.0, 13.0, 12.05)","(5.0, 6.8, 6.633333333333333)","(5.0, 7.4, 6.65)","(11.0, 23.0, 15.0)","(5.0, 7.2, 6.983333333333333)"
