,Tiggys Em,Blackpool Blade,Rebels Spark,Son Of Cecil,Morning Lily,Nineteen Crimes,Inga Sally,Chloes Comet
12-01-2023 16:47:18.112633,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:19.352060,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:20.565226,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:21.662310,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:23.241129,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.3)"
12-01-2023 16:47:24.460152,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.3)"
12-01-2023 16:47:25.508597,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:26.695723,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:28.005604,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 5.3)"
12-01-2023 16:47:29.344614,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:30.552473,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:31.756873,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:32.934813,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:34.123492,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:35.242908,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.3)"
12-01-2023 16:47:36.680558,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:37.823903,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:39.034613,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:40.338729,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.3)"
12-01-2023 16:47:41.610448,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.3)"
12-01-2023 16:47:42.978906,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 12.416666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.257142857142856)","(11.0, 22.0, 16.5)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:44.258748,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 21.076923076923077)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:45.438302,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:46.519164,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:47.920135,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:49.267918,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:50.591703,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:52.145636,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:53.687178,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:47:55.106982,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:56.335577,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:57.623613,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:47:58.924920,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.3)"
12-01-2023 16:48:00.078380,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:01.165865,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:02.280801,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:03.493376,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:04.697845,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 5.3)"
12-01-2023 16:48:05.804190,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:07.024817,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:08.443608,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:09.712797,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:10.745685,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:11.849670,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:12.995329,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:14.133434,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:15.281266,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 5.3)"
12-01-2023 16:48:16.491885,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:17.684740,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:18.950852,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:20.190511,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:21.323462,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 5.3)"
12-01-2023 16:48:22.488516,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:23.595863,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:24.796500,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:25.853340,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:27.000512,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.3)"
12-01-2023 16:48:28.318314,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:29.510702,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:30.762079,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:32.004198,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:33.134600,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:34.290571,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:35.322213,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:36.378547,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 5.3)"
12-01-2023 16:48:37.493458,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:38.705278,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 5.3)"
12-01-2023 16:48:39.847259,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:40.956085,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 10.35)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 18.166666666666668)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:42.168131,"(21.0, 85.0, 55.22727272727273)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 11.7)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:43.356119,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 11.06)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.8, 6.764285714285714)"
12-01-2023 16:48:44.515599,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.8, 6.05)"
12-01-2023 16:48:45.545308,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.8, 6.635714285714286)"
12-01-2023 16:48:46.543239,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:48:47.748207,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:48:48.886269,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 5.975)"
12-01-2023 16:48:49.972519,"(21.0, 85.0, 41.66666666666667)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 6.199999999999999)"
12-01-2023 16:48:51.080964,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:48:52.305517,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 5.975)"
12-01-2023 16:48:53.559899,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:48:54.875904,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:48:56.020064,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:48:57.354024,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 5.975)"
12-01-2023 16:48:58.672728,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:48:59.901292,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 6.635714285714286)"
12-01-2023 16:49:01.072849,"(21.0, 85.0, 40.0)","(4.0, 6.4, 4.233333333333333)","(5.0, 7.6, 6.25)","(7.5, 13.5, 9.566666666666666)","(5.0, 7.6, 5.85)","(5.0, 8.2, 6.0)","(11.0, 22.0, 20.083333333333336)","(5.0, 7.6, 5.975)"
