,Little Auckland,Hurricane Dream,Shesherz,Feelin Flirty,Akermanis,Lookat Mee,Studleigh Patricia,Delta Three Nz,Village Smirker,Beau Hart
16-12-2022 13:04:31.160553,"(81.0, 240.0, 219.33333333333334)","(4.2, 5.1, 5.05)","(26.0, 50.0, 39.5)","(21.0, 40.0, 38.14285714285714)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.62)","(20.0, 38.0, 30.0)","(1.75, 99999, 99990)","(41.0, 150.0, 115.0)","(101.0, 250.0, 220.0)"
16-12-2022 13:04:32.572131,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.05)","(26.0, 50.0, 43.0)","(21.0, 40.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.0)","(1.75, 99999, 99990)","(41.0, 150.0, 115.0)","(101.0, 250.0, 220.0)"
16-12-2022 13:04:33.922029,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.05)","(26.0, 50.0, 43.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.0)","(1.75, 99999, 99990)","(41.0, 150.0, 115.0)","(101.0, 250.0, 220.0)"
16-12-2022 13:04:35.221265,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.05)","(26.0, 50.0, 43.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.0)","(1.75, 99999, 99990)","(41.0, 150.0, 115.0)","(101.0, 250.0, 220.0)"
16-12-2022 13:04:36.602409,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.05)","(26.0, 50.0, 43.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.0)","(1.75, 99999, 99990)","(41.0, 150.0, 115.0)","(101.0, 250.0, 220.0)"
16-12-2022 13:04:38.008666,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.05)","(26.0, 50.0, 43.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 115.0)","(101.0, 250.0, 220.0)"
16-12-2022 13:04:39.416198,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.05)","(26.0, 50.0, 43.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 115.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:40.762451,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.0249999999999995)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 115.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:42.097592,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:43.697516,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:45.239886,"(81.0, 240.0, 182.0)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:46.650761,"(81.0, 240.0, 182.0)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 110.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:48.139907,"(81.0, 240.0, 182.0)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.666666666666666)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 140.0, 115.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:49.682845,"(81.0, 240.0, 182.0)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.666666666666666)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:51.154168,"(81.0, 240.0, 182.0)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.666666666666666)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:52.476016,"(81.0, 240.0, 182.0)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.666666666666666)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:53.740053,"(81.0, 240.0, 190.0)","(4.2, 5.1, 5.08)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.666666666666666)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:55.270573,"(81.0, 240.0, 190.0)","(4.2, 5.1, 5.08)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.72)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:56.732029,"(81.0, 240.0, 190.0)","(4.2, 5.1, 5.08)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.72)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:04:58.698995,"(81.0, 240.0, 211.8181818181818)","(4.2, 5.1, 5.08)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.683333333333334)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:00.470078,"(81.0, 240.0, 188.33333333333331)","(4.2, 5.1, 5.04)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.7299999999999995)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:02.251906,"(81.0, 240.0, 188.33333333333331)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.7299999999999995)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:03.803840,"(81.0, 240.0, 188.33333333333331)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.7299999999999995)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:05.311985,"(81.0, 230.0, 175.0)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.5)","(3.8, 5.8, 5.7299999999999995)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:06.794635,"(91.0, 220.0, 175.0)","(4.2, 5.1, 5.0625)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7299999999999995)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:08.279084,"(91.0, 220.0, 175.0)","(4.2, 5.1, 5.08)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7299999999999995)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:09.703007,"(91.0, 220.0, 175.0)","(4.2, 5.1, 5.08)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7299999999999995)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:11.177040,"(91.0, 220.0, 175.0)","(4.2, 5.1, 5.08)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.75)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 5.7299999999999995)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 103.33333333333333)","(101.0, 250.0, 206.66666666666669)"
16-12-2022 13:05:12.979427,"(91.0, 220.0, 193.0)","(4.2, 5.1, 5.423076923076923)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.90909090909091)","(20.0, 34.0, 27.333333333333332)","(3.8, 5.8, 6.085714285714285)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 221.11111111111111)"
16-12-2022 13:05:14.598301,"(91.0, 220.0, 193.0)","(4.2, 5.7, 5.423076923076923)","(26.0, 50.0, 40.0)","(21.0, 44.0, 39.42857142857143)","(20.0, 34.0, 31.142857142857142)","(3.8, 6.2, 6.085714285714285)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 221.11111111111111)"
16-12-2022 13:05:16.330614,"(91.0, 220.0, 193.0)","(4.2, 5.7, 5.3)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.66666666666667)","(20.0, 34.0, 31.142857142857142)","(3.8, 6.2, 6.085714285714285)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 221.11111111111111)"
16-12-2022 13:05:17.848870,"(91.0, 220.0, 170.0)","(4.2, 5.7, 5.46)","(26.0, 50.0, 40.0)","(21.0, 44.0, 41.0)","(20.0, 34.0, 31.142857142857142)","(3.8, 6.2, 5.933333333333334)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 221.11111111111111)"
16-12-2022 13:05:19.242268,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.357142857142857)","(26.0, 50.0, 40.0)","(21.0, 44.0, 41.0)","(20.0, 34.0, 31.142857142857142)","(3.8, 6.2, 6.04)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 221.11111111111111)"
16-12-2022 13:05:20.705851,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.357142857142857)","(26.0, 50.0, 40.0)","(21.0, 44.0, 41.0)","(20.0, 34.0, 31.142857142857142)","(3.8, 6.2, 5.857142857142858)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 221.11111111111111)"
16-12-2022 13:05:22.112949,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.357142857142857)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 5.857142857142858)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 221.11111111111111)"
16-12-2022 13:05:23.348875,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.22)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 5.9375)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:24.632210,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.22)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 5.966666666666667)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:25.943702,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.22)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 5.966666666666667)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:27.302448,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.22)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 5.966666666666667)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:28.705884,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.22)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 5.966666666666667)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:30.031886,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.22)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 5.966666666666667)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:31.329483,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.22)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 5.966666666666667)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:32.520339,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.22)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 6.00909090909091)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:34.005915,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.3)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 28.0)","(3.8, 6.2, 6.00909090909091)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:35.399888,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.3)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 31.42857142857143)","(3.8, 6.2, 6.00909090909091)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:36.854633,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.3)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 31.75)","(3.8, 6.2, 6.0)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 137.27272727272725)","(101.0, 250.0, 170.0)"
16-12-2022 13:05:38.200875,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.171428571428571)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 32.22222222222222)","(3.8, 6.2, 6.0)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 221.11111111111111)"
16-12-2022 13:05:39.466031,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.6, 5.1499999999999995)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.0)","(20.0, 38.0, 30.666666666666668)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:40.776856,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.6, 5.1499999999999995)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.0)","(20.0, 38.0, 34.0)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:42.228444,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.6, 5.1499999999999995)","(26.0, 50.0, 40.0)","(21.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.114285714285714)","(20.0, 38.0, 35.77777777777778)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:43.430528,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.6, 5.1499999999999995)","(26.0, 50.0, 40.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.114285714285714)","(20.0, 38.0, 36.18181818181818)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:44.662497,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.6, 5.233333333333333)","(26.0, 50.0, 43.333333333333336)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.881818181818182)","(20.0, 38.0, 36.18181818181818)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:45.907194,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.5, 5.233333333333333)","(26.0, 50.0, 38.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.8500000000000005)","(20.0, 38.0, 36.18181818181818)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:47.205181,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.5, 5.233333333333333)","(26.0, 50.0, 38.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.8500000000000005)","(20.0, 38.0, 36.18181818181818)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:48.520617,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.5, 5.233333333333333)","(26.0, 50.0, 38.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.8500000000000005)","(20.0, 38.0, 36.82352941176471)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:49.750663,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.5, 5.233333333333333)","(26.0, 50.0, 38.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.8500000000000005)","(20.0, 38.0, 36.82352941176471)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:50.982621,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.5, 5.233333333333333)","(26.0, 50.0, 38.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.8500000000000005)","(20.0, 38.0, 36.82352941176471)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:52.154227,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.5, 5.233333333333333)","(26.0, 50.0, 38.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.8500000000000005)","(20.0, 38.0, 36.82352941176471)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:53.398196,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.5, 5.233333333333333)","(26.0, 50.0, 38.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.8500000000000005)","(20.0, 38.0, 36.82352941176471)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:54.723919,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.5, 5.233333333333333)","(26.0, 50.0, 38.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.125)","(20.0, 38.0, 36.82352941176471)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:56.030169,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.7, 5.34)","(26.0, 50.0, 35.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.133333333333334)","(20.0, 38.0, 36.82352941176471)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:57.237442,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.6, 5.5)","(26.0, 50.0, 35.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.125)","(20.0, 38.0, 36.82352941176471)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:58.395154,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.9, 5.5)","(26.0, 50.0, 35.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.125)","(20.0, 38.0, 36.82352941176471)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:05:59.649102,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.9, 5.3)","(26.0, 50.0, 35.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.125)","(20.0, 38.0, 36.22222222222222)","(1.75, 99999, 99990)","(41.0, 150.0, 143.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:06:00.871439,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.9, 5.3)","(26.0, 50.0, 35.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.125)","(20.0, 38.0, 36.22222222222222)","(1.75, 99999, 99990)","(41.0, 150.0, 145.45454545454544)","(101.0, 250.0, 224.0)"
16-12-2022 13:06:02.168229,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.8, 5.449999999999999)","(26.0, 50.0, 35.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.125)","(20.0, 38.0, 36.4)","(1.75, 99999, 99990)","(41.0, 160.0, 145.45454545454544)","(101.0, 250.0, 224.0)"
16-12-2022 13:06:03.515933,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.8, 5.514285714285714)","(26.0, 50.0, 40.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 6.125)","(20.0, 38.0, 38.0)","(1.75, 99999, 99990)","(41.0, 160.0, 260.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:06:04.710637,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.8, 5.466666666666667)","(26.0, 50.0, 40.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.9)","(20.0, 40.0, 38.888888888888886)","(1.75, 99999, 99990)","(41.0, 320.0, 287.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:06:05.900463,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.8, 5.3)","(26.0, 50.0, 40.0)","(26.0, 44.0, 34.666666666666664)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.779999999999999)","(20.0, 40.0, 38.888888888888886)","(1.75, 99999, 99990)","(41.0, 310.0, 287.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:06:07.147839,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.8, 5.3)","(26.0, 50.0, 32.22222222222222)","(26.0, 44.0, 36.0)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.779999999999999)","(20.0, 40.0, 38.888888888888886)","(1.75, 99999, 99990)","(41.0, 310.0, 287.0)","(101.0, 250.0, 224.0)"
16-12-2022 13:06:08.418557,"(91.0, 220.0, 178.33333333333331)","(4.2, 5.8, 5.466666666666667)","(26.0, 50.0, 32.22222222222222)","(26.0, 42.0, 36.421052631578945)","(20.0, 34.0, 30.57142857142857)","(3.8, 6.2, 5.779999999999999)","(20.0, 40.0, 70.5)","(1.75, 99999, 99990)","(41.0, 310.0, 287.0)","(101.0, 250.0, 224.0)"
