,Foxpath,Lika Swift,Acrion,Atlantic Ridge,Ricco Doro,Gone Ahead,Kiloran Bay,Bella Cinque,Fine Rebel,Invest And Profit,Move On Over,Martha Lavinia
07-01-2023 13:01:41.312082,"(9.0, 10.5, 10.475308641975309)","(26.0, 36.0, 35.95918367346939)","(4.6, 5.4, 5.344943820224719)","(6.0, 7.0, 6.904444444444445)","(15.0, 18.0, 17.90909090909091)","(41.0, 55.0, 52.666666666666664)","(51.0, 80.0, 79.04761904761905)","(10.0, 13.5, 13.178571428571429)","(9.0, 11.0, 10.62037037037037)","(12.0, 14.5, 13.915254237288135)","(51.0, 65.0, 58.25)","(4.6, 5.1, 5.02112676056338)"
07-01-2023 13:01:42.803911,"(9.0, 10.5, 10.473529411764705)","(26.0, 36.0, 36.8)","(4.6, 5.4, 5.3625)","(6.0, 7.0, 6.901149425287357)","(15.0, 18.0, 17.3)","(41.0, 55.0, 53.125)","(51.0, 80.0, 76.98412698412699)","(10.0, 13.5, 13.159090909090908)","(9.0, 11.0, 10.525179856115107)","(12.0, 14.0, 13.772727272727273)","(51.0, 65.0, 58.095238095238095)","(4.6, 5.1, 4.998536585365853)"
07-01-2023 13:01:44.326127,"(9.0, 11.0, 10.502314814814815)","(26.0, 40.0, 38.24242424242424)","(4.6, 5.4, 5.3673913043478265)","(6.0, 7.0, 6.9300613496932515)","(15.0, 17.5, 17.132075471698112)","(41.0, 55.0, 53.07692307692308)","(51.0, 90.0, 85.13157894736842)","(10.0, 13.5, 13.31081081081081)","(9.0, 11.0, 10.528571428571428)","(12.0, 14.0, 13.71304347826087)","(51.0, 60.0, 58.26086956521739)","(4.6, 5.0, 4.998550724637681)"
07-01-2023 13:01:45.812690,"(9.0, 11.0, 10.43421052631579)","(26.0, 40.0, 38.432432432432435)","(4.6, 5.4, 5.364646464646465)","(6.0, 7.0, 6.9300613496932515)","(15.0, 17.5, 17.298969072164947)","(41.0, 55.0, 52.5)","(51.0, 90.0, 84.4)","(10.0, 13.5, 13.333333333333334)","(9.0, 11.0, 10.528571428571428)","(12.0, 14.0, 13.038461538461538)","(51.0, 60.0, 58.0)","(4.6, 5.0, 5.085148514851485)"
07-01-2023 13:01:47.303311,"(9.0, 11.0, 10.420485175202156)","(26.0, 40.0, 38.5531914893617)","(4.6, 5.4, 5.371851851851852)","(6.0, 7.0, 6.976)","(15.0, 17.5, 17.308823529411764)","(41.0, 55.0, 53.25)","(51.0, 85.0, 84.46428571428571)","(10.0, 13.5, 13.347826086956522)","(9.0, 11.0, 10.509293680297398)","(12.0, 13.5, 13.122641509433961)","(51.0, 60.0, 58.91891891891892)","(4.6, 5.1, 5.152727272727272)"
07-01-2023 13:01:48.845100,"(9.0, 11.0, 10.415760869565217)","(26.0, 40.0, 38.45454545454545)","(4.6, 5.4, 5.36258064516129)","(6.0, 7.0, 6.972549019607843)","(15.0, 17.5, 17.28125)","(41.0, 55.0, 53.23529411764706)","(51.0, 85.0, 84.46428571428571)","(11.0, 13.5, 13.347826086956522)","(9.0, 11.0, 10.52346570397112)","(12.0, 13.5, 13.090277777777779)","(51.0, 60.0, 58.91891891891892)","(4.6, 5.1, 5.0540540540540535)"
07-01-2023 13:01:50.307644,"(9.0, 11.0, 10.08)","(26.0, 40.0, 38.45454545454545)","(4.6, 5.4, 5.363815789473684)","(6.0, 7.0, 6.9706293706293705)","(15.0, 17.5, 17.29059829059829)","(41.0, 55.0, 53.611111111111114)","(51.0, 85.0, 83.33333333333333)","(11.0, 13.5, 13.362745098039216)","(9.0, 11.0, 10.527131782945736)","(12.0, 13.5, 12.982456140350877)","(51.0, 60.0, 58.72093023255814)","(4.6, 5.1, 5.062015503875969)"
07-01-2023 13:01:51.788101,"(9.0, 10.5, 10.115942028985508)","(26.0, 40.0, 38.52173913043478)","(4.6, 5.4, 5.364516129032258)","(6.0, 7.0, 6.972519083969465)","(15.0, 17.5, 17.299180327868854)","(41.0, 55.0, 53.095238095238095)","(51.0, 85.0, 83.46153846153847)","(11.0, 13.5, 13.37719298245614)","(9.0, 11.0, 10.439873417721518)","(12.0, 13.5, 13.275)","(51.0, 60.0, 58.68421052631579)","(4.6, 5.1, 5.08212927756654)"
07-01-2023 13:01:53.168344,"(9.0, 10.5, 10.11111111111111)","(26.0, 40.0, 38.61224489795919)","(4.6, 5.4, 5.418705035971223)","(6.0, 7.0, 6.971812080536913)","(15.0, 17.5, 17.30859375)","(41.0, 55.0, 54.06976744186046)","(51.0, 85.0, 83.66666666666667)","(11.0, 13.5, 13.392307692307693)","(9.0, 10.5, 10.446107784431138)","(12.0, 13.5, 12.778301886792454)","(51.0, 60.0, 56.57608695652174)","(4.6, 5.1, 5.096761133603239)"
07-01-2023 13:01:54.607524,"(9.0, 10.5, 10.15)","(26.0, 40.0, 38.61224489795919)","(4.6, 5.5, 5.444067796610169)","(6.0, 7.0, 6.9706293706293705)","(15.0, 17.5, 17.283185840707965)","(41.0, 55.0, 54.26829268292683)","(51.0, 85.0, 83.66666666666667)","(11.0, 13.5, 13.38135593220339)","(9.0, 10.5, 10.446107784431138)","(12.0, 13.0, 12.778301886792454)","(51.0, 60.0, 56.57303370786517)","(4.6, 5.1, 5.126197183098592)"
07-01-2023 13:01:55.982585,"(9.0, 10.5, 10.11111111111111)","(26.0, 40.0, 38.56603773584906)","(4.6, 5.5, 5.469724770642202)","(6.0, 7.0, 6.9706293706293705)","(15.0, 17.5, 17.283185840707965)","(41.0, 55.0, 54.26829268292683)","(51.0, 85.0, 83.66666666666667)","(11.0, 13.5, 13.38135593220339)","(9.0, 10.5, 10.446107784431138)","(12.0, 13.0, 12.778761061946902)","(51.0, 60.0, 56.57303370786517)","(4.6, 5.2, 5.118481012658228)"
07-01-2023 13:01:57.348892,"(9.0, 10.5, 10.048387096774194)","(26.0, 40.0, 38.61818181818182)","(4.6, 5.5, 5.5188235294117645)","(6.0, 7.0, 6.973076923076923)","(15.0, 17.5, 17.29237288135593)","(41.0, 55.0, 54.743589743589745)","(51.0, 85.0, 84.28571428571429)","(11.0, 13.5, 13.385245901639344)","(9.0, 10.5, 10.551470588235293)","(12.0, 13.0, 13.172413793103448)","(51.0, 60.0, 56.64835164835165)","(4.6, 5.2, 5.1069182389937104)"
07-01-2023 13:01:58.796100,"(9.0, 10.0, 9.904761904761905)","(26.0, 40.0, 38.61818181818182)","(4.6, 5.6, 5.5188235294117645)","(6.0, 7.0, 6.970068027210885)","(15.0, 17.5, 17.396039603960396)","(41.0, 55.0, 54.743589743589745)","(51.0, 85.0, 88.0)","(11.0, 13.5, 13.533333333333333)","(9.0, 11.0, 10.543071161048688)","(12.0, 13.5, 13.0375)","(51.0, 60.0, 56.64835164835165)","(4.6, 5.2, 5.1118811881188115)"
07-01-2023 13:02:00.315106,"(9.0, 10.0, 9.898666666666667)","(26.0, 40.0, 38.61818181818182)","(4.6, 5.6, 5.492857142857143)","(6.0, 7.0, 6.970068027210885)","(15.0, 17.5, 17.436046511627907)","(41.0, 55.0, 54.743589743589745)","(51.0, 90.0, 87.25806451612902)","(11.0, 14.0, 13.533333333333333)","(9.0, 11.0, 10.549815498154981)","(12.0, 13.5, 13.0375)","(51.0, 60.0, 56.64835164835165)","(4.6, 5.2, 5.096511627906977)"
07-01-2023 13:02:01.815722,"(9.0, 10.0, 9.91044776119403)","(26.0, 40.0, 38.52173913043478)","(4.6, 5.5, 5.482394366197183)","(6.0, 7.0, 6.9664)","(15.0, 17.5, 17.474683544303797)","(41.0, 55.0, 54.868421052631575)","(51.0, 95.0, 87.25806451612902)","(11.0, 14.0, 13.6)","(9.0, 11.0, 10.538461538461538)","(12.0, 13.5, 13.0375)","(51.0, 60.0, 56.64835164835165)","(4.6, 5.2, 5.04695652173913)"
07-01-2023 13:02:03.373148,"(9.0, 10.0, 9.926829268292682)","(26.0, 40.0, 38.52173913043478)","(4.6, 5.5, 5.5653061224489795)","(6.0, 7.0, 6.9671875)","(15.0, 17.5, 17.47530864197531)","(41.0, 55.0, 54.88636363636363)","(51.0, 95.0, 86.875)","(11.0, 14.0, 13.61111111111111)","(9.0, 11.0, 10.556338028169014)","(12.0, 13.5, 13.104166666666666)","(51.0, 60.0, 56.68478260869565)","(4.6, 5.1, 5.03953488372093)"
07-01-2023 13:02:04.917745,"(9.0, 10.0, 9.782456140350877)","(26.0, 40.0, 38.78787878787879)","(4.6, 5.6, 5.54074074074074)","(6.0, 7.0, 6.973983739837398)","(15.0, 17.5, 17.810526315789474)","(41.0, 55.0, 54.056603773584904)","(51.0, 95.0, 86.875)","(11.0, 14.0, 13.61111111111111)","(9.0, 11.0, 10.587719298245615)","(12.0, 13.5, 13.42910447761194)","(51.0, 60.0, 56.470588235294116)","(4.6, 5.1, 5.06231884057971)"
07-01-2023 13:02:06.344290,"(9.0, 9.8, 9.78076923076923)","(26.0, 40.0, 38.75)","(4.6, 5.6, 5.553658536585366)","(6.0, 7.0, 6.98135593220339)","(15.0, 18.0, 17.887755102040817)","(41.0, 55.0, 54.056603773584904)","(51.0, 95.0, 86.875)","(11.0, 14.0, 13.485849056603774)","(9.0, 11.0, 10.587719298245615)","(12.0, 13.5, 13.416666666666666)","(51.0, 60.0, 55.95505617977528)","(4.6, 5.1, 5.058215962441315)"
07-01-2023 13:02:07.770535,"(9.0, 9.8, 9.78076923076923)","(26.0, 40.0, 38.75)","(4.8, 5.7, 5.553658536585366)","(6.0, 7.0, 6.979245283018868)","(15.0, 18.0, 17.892156862745097)","(41.0, 55.0, 54.056603773584904)","(51.0, 95.0, 81.07142857142857)","(11.0, 13.5, 13.48314606741573)","(9.0, 11.0, 10.608333333333333)","(12.0, 13.5, 13.394308943089431)","(51.0, 60.0, 55.86734693877551)","(4.6, 5.1, 5.060089686098655)"
07-01-2023 13:02:09.257676,"(9.0, 10.0, 9.768)","(26.0, 40.0, 38.62068965517241)","(4.8, 5.6, 5.616867469879518)","(6.0, 7.0, 6.9805309734513274)","(15.0, 18.0, 17.892156862745097)","(41.0, 55.0, 53.944954128440365)","(51.0, 95.0, 81.42857142857143)","(11.0, 13.5, 13.49468085106383)","(9.0, 11.0, 10.608333333333333)","(12.0, 13.5, 12.801282051282051)","(51.0, 60.0, 55.86734693877551)","(4.6, 5.0, 4.931847133757962)"
07-01-2023 13:02:10.754994,"(9.0, 9.8, 9.74)","(26.0, 40.0, 38.666666666666664)","(4.6, 5.7, 5.561538461538461)","(6.0, 7.0, 6.946762589928057)","(15.0, 18.0, 17.89622641509434)","(41.0, 60.0, 54.0)","(51.0, 90.0, 81.42857142857143)","(11.0, 13.5, 13.470588235294118)","(9.0, 11.0, 10.626984126984127)","(12.0, 13.0, 12.763736263736265)","(51.0, 60.0, 56.31818181818182)","(4.6, 5.0, 4.9843283582089555)"
07-01-2023 13:02:12.178859,"(9.0, 9.8, 9.769747899159665)","(26.0, 40.0, 38.666666666666664)","(4.6, 5.7, 5.573684210526316)","(6.0, 7.0, 6.929032258064516)","(15.0, 18.0, 17.880434782608695)","(41.0, 60.0, 54.0)","(51.0, 90.0, 81.42857142857143)","(11.0, 13.5, 13.470588235294118)","(9.0, 11.0, 10.564814814814815)","(12.0, 13.0, 12.836633663366337)","(51.0, 60.0, 56.47826086956522)","(4.6, 5.0, 4.9676300578034684)"
07-01-2023 13:02:13.664358,"(9.0, 9.8, 9.772932330827068)","(26.0, 40.0, 38.666666666666664)","(4.6, 5.7, 5.573684210526316)","(6.0, 7.0, 6.929032258064516)","(15.0, 18.0, 17.880434782608695)","(41.0, 60.0, 54.0)","(51.0, 90.0, 81.42857142857143)","(11.0, 13.5, 13.470588235294118)","(9.0, 11.0, 10.638461538461538)","(12.0, 13.0, 12.81868131868132)","(51.0, 60.0, 56.58878504672897)","(4.6, 5.0, 5.027737226277372)"
07-01-2023 13:02:15.235634,"(9.0, 9.8, 9.769354838709678)","(26.0, 40.0, 38.666666666666664)","(4.8, 5.7, 5.567857142857143)","(6.0, 7.0, 6.899065420560747)","(15.0, 18.0, 17.93125)","(41.0, 60.0, 54.0)","(51.0, 90.0, 81.42857142857143)","(11.0, 13.5, 13.692307692307692)","(9.0, 11.0, 10.659420289855072)","(12.0, 13.0, 12.722826086956522)","(51.0, 60.0, 56.58878504672897)","(4.6, 5.1, 5.032191780821917)"
07-01-2023 13:02:16.817926,"(9.0, 10.0, 9.904)","(26.0, 40.0, 38.91891891891892)","(4.8, 5.6, 5.563529411764706)","(6.0, 7.0, 6.867368421052632)","(15.0, 18.0, 17.970588235294116)","(41.0, 60.0, 55.30769230769231)","(51.0, 90.0, 88.63636363636364)","(11.0, 14.0, 13.81547619047619)","(9.0, 11.0, 10.778301886792454)","(12.0, 13.0, 12.955882352941176)","(51.0, 60.0, 57.083333333333336)","(4.6, 5.1, 5.054625550660793)"
07-01-2023 13:02:18.311812,"(9.0, 10.0, 9.90909090909091)","(26.0, 40.0, 38.94736842105263)","(4.8, 5.6, 5.569642857142857)","(6.0, 7.0, 6.824193548387097)","(15.0, 18.5, 17.93243243243243)","(41.0, 60.0, 54.59183673469388)","(51.0, 90.0, 87.16216216216216)","(11.0, 14.0, 13.758426966292134)","(9.0, 11.0, 10.778301886792454)","(11.0, 13.0, 12.9765625)","(51.0, 60.0, 57.11009174311927)","(4.6, 5.1, 5.05095238095238)"
07-01-2023 13:02:19.783560,"(9.0, 10.0, 9.915068493150685)","(26.0, 40.0, 39.09090909090909)","(4.8, 5.6, 5.498095238095238)","(6.0, 7.0, 6.824193548387097)","(15.0, 18.5, 17.93243243243243)","(41.0, 55.0, 54.59183673469388)","(51.0, 90.0, 87.16216216216216)","(11.0, 14.0, 13.767441860465116)","(9.0, 11.0, 10.78640776699029)","(11.0, 13.0, 13.046875)","(51.0, 60.0, 56.94174757281554)","(4.6, 5.0, 4.95)"
07-01-2023 13:02:21.208900,"(8.5, 10.0, 9.923076923076923)","(26.0, 40.0, 39.09090909090909)","(4.8, 5.5, 5.5452830188679245)","(6.0, 7.0, 6.903485254691689)","(15.0, 18.5, 18.32456140350877)","(41.0, 55.0, 54.59183673469388)","(51.0, 90.0, 86.81818181818181)","(11.0, 14.0, 13.470760233918128)","(9.0, 11.0, 10.873417721518987)","(11.0, 13.5, 13.287234042553191)","(51.0, 60.0, 56.881188118811885)","(4.6, 5.0, 4.985882352941177)"
07-01-2023 13:02:22.636362,"(8.5, 10.0, 9.945)","(26.0, 40.0, 39.09090909090909)","(4.8, 5.6, 5.5685714285714285)","(6.0, 7.0, 6.791472868217054)","(15.0, 18.5, 18.34180790960452)","(41.0, 55.0, 54.59183673469388)","(51.0, 90.0, 86.25)","(11.0, 13.5, 13.472375690607734)","(9.0, 11.0, 10.92)","(11.0, 13.5, 13.22549019607843)","(51.0, 60.0, 56.69642857142857)","(4.6, 5.1, 5.053424657534246)"
07-01-2023 13:02:23.972705,"(8.5, 10.0, 9.945)","(26.0, 40.0, 39.09090909090909)","(4.8, 5.6, 5.5685714285714285)","(6.0, 6.8, 6.791472868217054)","(15.0, 18.5, 18.34180790960452)","(41.0, 55.0, 54.6)","(51.0, 90.0, 86.25)","(11.0, 13.5, 13.461832061068701)","(9.0, 11.0, 10.9375)","(11.0, 13.5, 13.24074074074074)","(51.0, 60.0, 56.69642857142857)","(4.6, 5.1, 5.040350877192982)"
07-01-2023 13:02:25.304912,"(8.5, 10.0, 9.954666666666666)","(26.0, 40.0, 39.125)","(4.8, 5.6, 5.552173913043478)","(6.0, 6.8, 6.791472868217054)","(15.0, 18.5, 18.34180790960452)","(41.0, 55.0, 54.6)","(51.0, 90.0, 86.5909090909091)","(11.0, 13.5, 13.461832061068701)","(9.0, 11.0, 10.929824561403509)","(11.0, 13.5, 13.24074074074074)","(51.0, 60.0, 56.69642857142857)","(4.6, 5.1, 5.0636363636363635)"
07-01-2023 13:02:26.685545,"(8.5, 10.0, 9.947692307692307)","(26.0, 40.0, 39.125)","(4.8, 5.6, 5.562962962962962)","(6.0, 6.8, 6.79179104477612)","(15.0, 18.5, 18.345303867403317)","(41.0, 55.0, 54.57446808510638)","(51.0, 90.0, 86.25)","(11.0, 13.5, 13.463235294117647)","(9.0, 11.0, 10.931818181818182)","(11.0, 13.5, 13.3125)","(51.0, 60.0, 56.72566371681416)","(4.6, 5.1, 5.0986111111111105)"
07-01-2023 13:02:28.038402,"(8.5, 10.0, 9.94848484848485)","(26.0, 40.0, 39.1764705882353)","(4.8, 5.6, 5.514035087719298)","(6.0, 6.8, 6.79179104477612)","(15.0, 18.5, 18.345303867403317)","(41.0, 55.0, 54.57446808510638)","(51.0, 90.0, 87.14285714285714)","(11.0, 13.5, 13.463235294117647)","(9.0, 11.0, 10.931818181818182)","(11.0, 13.5, 13.241935483870968)","(51.0, 60.0, 56.72566371681416)","(4.6, 5.1, 5.084023668639054)"
07-01-2023 13:02:29.434102,"(8.5, 10.0, 9.94848484848485)","(26.0, 40.0, 39.1764705882353)","(4.8, 5.7, 5.676923076923077)","(6.0, 6.8, 6.784229390681004)","(15.0, 18.5, 18.357142857142858)","(41.0, 55.0, 53.80952380952381)","(51.0, 90.0, 87.14285714285714)","(11.0, 13.5, 13.456896551724139)","(9.0, 11.0, 10.883720930232558)","(11.0, 13.5, 13.241935483870968)","(51.0, 60.0, 56.42857142857143)","(4.6, 5.2, 5.084023668639054)"
07-01-2023 13:02:30.882045,"(8.5, 10.0, 9.94848484848485)","(26.0, 40.0, 39.1764705882353)","(4.8, 5.7, 5.618918918918919)","(6.0, 6.8, 6.7915057915057915)","(15.0, 18.5, 18.357142857142858)","(41.0, 60.0, 53.80952380952381)","(51.0, 90.0, 86.66666666666667)","(11.0, 13.5, 13.456896551724139)","(9.0, 11.0, 10.883720930232558)","(11.0, 13.5, 13.3125)","(51.0, 60.0, 56.42857142857143)","(4.6, 5.2, 5.083333333333333)"
07-01-2023 13:02:32.321295,"(8.5, 10.0, 9.94848484848485)","(26.0, 40.0, 39.81818181818182)","(4.8, 5.7, 5.589655172413793)","(6.0, 6.8, 6.784386617100371)","(15.0, 18.5, 18.33233532934132)","(41.0, 60.0, 53.80952380952381)","(51.0, 90.0, 86.66666666666667)","(11.0, 13.5, 13.456896551724139)","(9.0, 11.0, 10.883720930232558)","(11.0, 13.5, 13.3125)","(51.0, 60.0, 56.42857142857143)","(4.6, 5.2, 5.079754601226994)"
07-01-2023 13:02:33.876412,"(8.5, 10.0, 9.94848484848485)","(26.0, 40.0, 39.81818181818182)","(4.8, 5.7, 5.589655172413793)","(6.0, 6.8, 6.784386617100371)","(15.0, 18.5, 17.416666666666668)","(41.0, 60.0, 54.01960784313725)","(51.0, 90.0, 86.66666666666667)","(11.0, 13.5, 13.457983193277311)","(9.0, 11.0, 10.891304347826086)","(11.0, 13.5, 13.304347826086957)","(51.0, 60.0, 56.53846153846154)","(4.6, 5.2, 5.081212121212121)"
07-01-2023 13:02:35.437056,"(8.5, 10.0, 9.874074074074075)","(26.0, 40.0, 39.84615384615385)","(4.8, 5.7, 5.594117647058823)","(6.0, 6.8, 6.785211267605634)","(15.0, 18.0, 16.916666666666668)","(41.0, 60.0, 53.904761904761905)","(51.0, 90.0, 86.66666666666667)","(11.0, 13.5, 13.44308943089431)","(9.0, 11.0, 10.891304347826086)","(11.0, 13.5, 13.35)","(51.0, 60.0, 56.53846153846154)","(4.6, 5.2, 5.088)"
07-01-2023 13:02:36.885630,"(8.5, 10.0, 9.88314606741573)","(31.0, 40.0, 39.851851851851855)","(4.8, 5.7, 5.601369863013699)","(6.0, 6.8, 6.784827586206896)","(15.0, 17.5, 16.52777777777778)","(41.0, 60.0, 53.84615384615385)","(51.0, 90.0, 85.26315789473684)","(11.0, 13.5, 13.444)","(9.0, 11.0, 10.89795918367347)","(11.0, 13.5, 13.401960784313726)","(51.0, 60.0, 56.56488549618321)","(4.6, 5.2, 5.091712707182321)"
07-01-2023 13:02:38.352920,"(8.5, 10.5, 9.88314606741573)","(31.0, 40.0, 39.851851851851855)","(4.8, 5.7, 5.617460317460318)","(6.0, 6.8, 6.881136950904393)","(15.0, 17.5, 16.818181818181817)","(41.0, 60.0, 53.84615384615385)","(51.0, 90.0, 85.26315789473684)","(11.0, 13.5, 13.444)","(9.0, 11.0, 10.748366013071895)","(11.0, 13.5, 13.3125)","(51.0, 60.0, 56.62698412698413)","(4.6, 5.2, 5.0593220338983045)"
07-01-2023 13:02:39.808246,"(8.5, 10.5, 9.95)","(31.0, 40.0, 39.857142857142854)","(4.8, 5.7, 5.597560975609756)","(6.0, 7.0, 6.8157303370786515)","(15.0, 17.0, 16.951219512195124)","(41.0, 60.0, 53.84615384615385)","(51.0, 90.0, 85.26315789473684)","(11.0, 13.5, 13.4453125)","(9.0, 11.5, 10.89423076923077)","(11.0, 13.5, 13.3125)","(51.0, 60.0, 56.62698412698413)","(4.6, 5.1, 5.05820895522388)"
07-01-2023 13:02:41.183893,"(8.5, 10.5, 9.918750000000001)","(31.0, 40.0, 39.857142857142854)","(4.8, 5.7, 5.578181818181818)","(6.0, 7.0, 6.8157303370786515)","(15.0, 17.0, 16.951219512195124)","(41.0, 60.0, 53.904761904761905)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.428571428571429)","(9.0, 11.0, 10.719298245614034)","(11.0, 13.5, 13.316326530612244)","(51.0, 60.0, 56.50735294117647)","(4.6, 5.1, 5.063934426229508)"
07-01-2023 13:02:42.541997,"(8.5, 10.5, 9.918750000000001)","(31.0, 40.0, 39.86666666666667)","(4.8, 5.7, 5.564615384615385)","(6.0, 7.0, 6.757746478873239)","(14.0, 17.0, 16.988372093023255)","(41.0, 60.0, 54.018691588785046)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.4375)","(9.0, 11.0, 10.68)","(11.0, 13.5, 13.438775510204081)","(51.0, 60.0, 56.55797101449275)","(4.6, 5.1, 5.064179104477612)"
07-01-2023 13:02:43.897120,"(8.5, 10.5, 9.995348837209303)","(31.0, 40.0, 39.86666666666667)","(4.8, 5.7, 5.5512195121951216)","(6.0, 6.8, 6.756772334293948)","(14.0, 17.0, 16.988372093023255)","(41.0, 60.0, 54.018691588785046)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.431372549019608)","(9.0, 11.0, 10.724137931034482)","(11.0, 13.5, 13.222222222222221)","(51.0, 60.0, 56.61654135338346)","(4.6, 5.1, 5.064179104477612)"
07-01-2023 13:02:45.252798,"(8.5, 10.5, 10.006818181818183)","(31.0, 40.0, 39.86666666666667)","(4.8, 5.7, 5.556470588235294)","(6.0, 6.8, 6.756772334293948)","(15.0, 17.0, 17.11842105263158)","(41.0, 60.0, 53.84615384615385)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.446808510638299)","(9.0, 11.0, 10.446808510638299)","(11.0, 13.5, 13.222222222222221)","(51.0, 60.0, 56.61654135338346)","(4.6, 5.1, 5.064179104477612)"
07-01-2023 13:02:46.673902,"(8.5, 10.5, 10.006818181818183)","(31.0, 40.0, 39.86666666666667)","(4.8, 5.7, 5.574226804123711)","(6.0, 6.8, 6.757983193277311)","(15.0, 17.5, 17.073033707865168)","(41.0, 60.0, 54.234234234234236)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.44949494949495)","(9.0, 10.5, 10.470588235294118)","(11.0, 13.5, 13.117647058823529)","(51.0, 60.0, 56.51162790697674)","(4.6, 5.1, 5.076404494382023)"
07-01-2023 13:02:48.079308,"(8.5, 10.5, 10.031654676258993)","(31.0, 40.0, 39.904761904761905)","(4.8, 5.7, 5.574226804123711)","(6.0, 6.8, 6.757983193277311)","(15.0, 17.5, 17.073033707865168)","(41.0, 60.0, 54.234234234234236)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.44949494949495)","(9.0, 10.5, 10.39344262295082)","(11.0, 13.5, 13.290322580645162)","(51.0, 60.0, 56.51162790697674)","(4.6, 5.1, 5.04390243902439)"
07-01-2023 13:02:49.825276,"(8.5, 10.5, 10.033333333333333)","(31.0, 40.0, 41.80952380952381)","(4.8, 5.7, 5.569473684210527)","(6.0, 6.8, 6.759322033898305)","(15.0, 17.5, 17.04255319148936)","(41.0, 60.0, 54.234234234234236)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.44949494949495)","(9.0, 10.5, 10.35483870967742)","(11.0, 13.5, 13.341463414634147)","(51.0, 60.0, 56.51162790697674)","(4.6, 5.1, 5.066666666666666)"
07-01-2023 13:02:51.440149,"(8.5, 10.5, 10.033333333333333)","(31.0, 42.0, 41.80952380952381)","(4.8, 5.7, 5.579518072289157)","(6.0, 6.8, 6.843333333333333)","(14.0, 17.5, 17.0)","(41.0, 60.0, 54.234234234234236)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.44949494949495)","(9.0, 10.5, 9.952564102564104)","(12.0, 13.5, 13.341463414634147)","(51.0, 60.0, 56.53846153846154)","(4.6, 5.1, 5.066666666666666)"
07-01-2023 13:02:53.042713,"(8.5, 10.5, 10.008264462809917)","(31.0, 42.0, 41.82608695652174)","(4.8, 5.7, 5.594915254237288)","(6.0, 7.0, 6.855555555555555)","(14.0, 17.5, 17.044554455445546)","(41.0, 60.0, 54.336283185840706)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.456521739130435)","(9.0, 10.5, 10.021428571428572)","(12.0, 13.5, 13.38888888888889)","(51.0, 60.0, 56.59090909090909)","(4.6, 5.1, 5.072857142857143)"
07-01-2023 13:02:54.630191,"(8.5, 10.5, 10.045801526717558)","(31.0, 42.0, 41.82608695652174)","(4.8, 5.7, 5.628571428571429)","(6.0, 7.0, 6.85)","(15.0, 17.5, 17.054621848739497)","(41.0, 60.0, 54.52991452991453)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.46124031007752)","(9.0, 10.5, 10.113157894736842)","(12.0, 13.5, 13.430555555555555)","(51.0, 60.0, 56.64179104477612)","(4.6, 5.1, 5.097590361445783)"
07-01-2023 13:02:56.165974,"(8.5, 10.0, 9.885714285714286)","(31.0, 42.0, 41.833333333333336)","(4.8, 5.7, 5.610714285714286)","(6.0, 7.0, 6.793333333333333)","(15.0, 17.5, 17.06198347107438)","(41.0, 60.0, 54.69565217391305)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.462121212121213)","(9.0, 10.5, 10.114728682170544)","(12.0, 13.5, 13.432432432432432)","(51.0, 60.0, 56.69117647058823)","(4.6, 5.1, 5.097883597883597)"
07-01-2023 13:02:57.680048,"(8.5, 10.0, 9.911111111111111)","(31.0, 42.0, 41.833333333333336)","(4.8, 5.7, 5.627536231884058)","(6.0, 6.8, 6.734328358208955)","(15.0, 17.5, 17.06198347107438)","(41.0, 60.0, 54.69565217391305)","(51.0, 90.0, 85.35714285714286)","(11.0, 13.5, 13.462121212121213)","(9.0, 10.5, 10.120610687022902)","(12.0, 13.5, 12.895833333333334)","(51.0, 60.0, 56.69117647058823)","(4.6, 5.1, 5.1464882943143815)"
07-01-2023 13:02:59.216700,"(8.5, 9.4, 9.243790849673202)","(31.0, 42.0, 40.680851063829785)","(4.8, 5.7, 5.663503649635037)","(6.0, 6.8, 6.858823529411764)","(15.0, 17.5, 17.16176470588235)","(41.0, 60.0, 55.3125)","(51.0, 90.0, 85.66666666666667)","(11.0, 13.5, 13.694444444444445)","(9.0, 10.5, 10.130208333333334)","(12.0, 13.0, 13.256410256410255)","(51.0, 60.0, 56.808510638297875)","(4.6, 5.2, 5.1553191489361705)"
