,Sweet Enough,Alpha Princess,Durham,Coonamble Kid,Adulate,Fancy A Scotch,Crystal Chaos,Wheres The Bar
11-01-2023 15:37:17.580422,"(41.0, 270.0, 121.15384615384616)","(9.0, 20.0, 18.666666666666664)","(61.0, 470.0, 138.0)","(4.6, 8.6, 8.188888888888888)","(3.2, 4.0, 3.8875)","(4.4, 7.2, 5.7)","(91.0, 650.0, 233.33333333333331)","(2.5, 4.2, 2.832)"
11-01-2023 15:37:18.762190,"(41.0, 270.0, 121.15384615384616)","(9.0, 20.0, 18.666666666666664)","(61.0, 470.0, 138.0)","(4.6, 8.6, 8.188888888888888)","(3.2, 4.0, 3.5903846153846155)","(4.4, 7.2, 6.08)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.2, 2.832)"
11-01-2023 15:37:19.862678,"(41.0, 270.0, 102.77777777777777)","(9.0, 20.0, 18.666666666666664)","(61.0, 470.0, 138.0)","(4.6, 8.6, 8.188888888888888)","(3.2, 4.6, 3.678125)","(4.4, 7.2, 6.214285714285714)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.2, 2.832)"
11-01-2023 15:37:20.993463,"(41.0, 270.0, 102.77777777777777)","(9.0, 20.0, 18.666666666666664)","(61.0, 470.0, 138.0)","(4.6, 8.8, 6.385714285714286)","(3.2, 4.4, 3.4854166666666666)","(4.4, 7.0, 5.858823529411764)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.2, 2.832)"
11-01-2023 15:37:22.138267,"(41.0, 270.0, 102.77777777777777)","(9.0, 20.0, 18.666666666666664)","(61.0, 470.0, 138.0)","(4.6, 8.8, 6.385714285714286)","(3.2, 4.0, 3.5842105263157893)","(4.4, 6.8, 6.0)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.2, 3.0279999999999996)"
11-01-2023 15:37:23.198880,"(41.0, 270.0, 102.77777777777777)","(9.0, 20.0, 17.22222222222222)","(61.0, 470.0, 138.0)","(4.6, 8.8, 6.385714285714286)","(3.2, 3.9, 3.5458333333333334)","(4.4, 6.6, 6.466666666666667)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.0279999999999996)"
11-01-2023 15:37:24.275205,"(41.0, 270.0, 102.77777777777777)","(9.0, 20.0, 16.666666666666668)","(61.0, 470.0, 138.0)","(4.6, 8.8, 6.385714285714286)","(3.2, 3.9, 3.5175)","(4.4, 6.6, 6.385714285714285)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.0439999999999996)"
11-01-2023 15:37:25.402575,"(41.0, 270.0, 102.77777777777777)","(9.0, 20.0, 11.857142857142858)","(61.0, 470.0, 262.5)","(4.6, 8.8, 6.127777777777778)","(3.2, 3.9, 3.5175)","(4.4, 6.6, 6.385714285714285)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.0439999999999996)"
11-01-2023 15:37:26.513238,"(41.0, 270.0, 102.77777777777777)","(9.0, 20.0, 11.857142857142858)","(61.0, 470.0, 158.0)","(4.6, 8.8, 5.457142857142857)","(3.2, 3.9, 3.6)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.5719999999999996)"
11-01-2023 15:37:27.595656,"(41.0, 270.0, 110.55555555555556)","(9.0, 20.0, 11.857142857142858)","(61.0, 570.0, 158.0)","(4.6, 8.8, 5.457142857142857)","(3.2, 3.85, 3.5260869565217394)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.0599999999999996)"
11-01-2023 15:37:28.718530,"(41.0, 270.0, 110.55555555555556)","(9.0, 20.0, 11.857142857142858)","(61.0, 570.0, 158.0)","(4.6, 8.8, 5.457142857142857)","(3.2, 3.8, 3.4727272727272727)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.753333333333333)"
11-01-2023 15:37:29.899338,"(41.0, 270.0, 110.55555555555556)","(9.0, 20.0, 11.857142857142858)","(61.0, 570.0, 158.0)","(4.6, 8.8, 5.457142857142857)","(3.2, 3.8, 3.5555555555555554)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.0759999999999996)"
11-01-2023 15:37:31.013209,"(41.0, 270.0, 110.55555555555556)","(9.0, 20.0, 11.857142857142858)","(61.0, 570.0, 158.0)","(4.6, 8.8, 5.457142857142857)","(3.2, 3.75, 3.466666666666667)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.0759999999999996)"
11-01-2023 15:37:32.187147,"(41.0, 270.0, 110.55555555555556)","(9.0, 20.0, 11.857142857142858)","(61.0, 570.0, 158.0)","(4.6, 8.8, 5.457142857142857)","(3.2, 3.6, 3.4235294117647057)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.0759999999999996)"
11-01-2023 15:37:33.366948,"(41.0, 270.0, 110.55555555555556)","(9.0, 20.0, 11.857142857142858)","(61.0, 570.0, 158.0)","(4.6, 8.8, 5.457142857142857)","(3.2, 3.5, 3.422222222222222)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.9103703703703703)"
11-01-2023 15:37:34.569110,"(41.0, 270.0, 88.0)","(9.0, 20.0, 11.857142857142858)","(61.0, 570.0, 298.0)","(4.6, 8.8, 5.457142857142857)","(3.2, 3.5, 3.289473684210526)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.0919999999999996)"
11-01-2023 15:37:35.711188,"(41.0, 270.0, 88.0)","(9.0, 20.0, 11.857142857142858)","(61.0, 460.0, 298.0)","(4.6, 8.8, 6.928000000000001)","(3.2, 3.4, 3.3214285714285716)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 405.0)","(2.5, 4.1, 3.0919999999999996)"
11-01-2023 15:37:36.778383,"(41.0, 270.0, 99.375)","(9.0, 20.0, 11.857142857142858)","(61.0, 460.0, 298.0)","(4.6, 8.8, 8.285714285714286)","(3.2, 3.35, 3.357142857142857)","(4.4, 6.6, 5.949999999999999)","(91.0, 650.0, 405.0)","(2.5, 4.1, 3.0919999999999996)"
11-01-2023 15:37:37.809072,"(41.0, 270.0, 110.45454545454545)","(9.0, 20.0, 11.857142857142858)","(61.0, 460.0, 298.0)","(4.6, 10.0, 8.657142857142858)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.2749999999999995)","(91.0, 650.0, 405.0)","(2.5, 4.1, 3.8035294117647056)"
11-01-2023 15:37:38.784195,"(41.0, 270.0, 110.45454545454545)","(9.0, 20.0, 11.857142857142858)","(61.0, 460.0, 298.0)","(4.6, 10.0, 8.657142857142858)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.359999999999999)","(91.0, 650.0, 405.0)","(2.5, 4.1, 3.1079999999999997)"
11-01-2023 15:37:39.829814,"(41.0, 270.0, 110.45454545454545)","(9.0, 20.0, 11.857142857142858)","(61.0, 460.0, 352.0)","(4.6, 10.0, 8.85)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.05)","(91.0, 650.0, 400.0)","(2.5, 4.1, 3.1079999999999997)"
11-01-2023 15:37:40.923259,"(41.0, 260.0, 198.33333333333331)","(9.0, 20.0, 11.857142857142858)","(61.0, 550.0, 393.57142857142856)","(4.6, 10.0, 9.342857142857143)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.05)","(91.0, 640.0, 241.66666666666669)","(2.5, 4.1, 3.1079999999999997)"
11-01-2023 15:37:42.082887,"(41.0, 270.0, 110.45454545454545)","(9.0, 20.0, 11.857142857142858)","(61.0, 450.0, 393.57142857142856)","(4.6, 10.0, 9.342857142857143)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.05)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.1079999999999997)"
11-01-2023 15:37:43.233967,"(41.0, 270.0, 110.45454545454545)","(9.0, 20.0, 11.857142857142858)","(61.0, 450.0, 393.57142857142856)","(4.6, 10.0, 8.85)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.5249999999999995)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.1079999999999997)"
11-01-2023 15:37:44.358713,"(41.0, 270.0, 114.0)","(9.0, 19.5, 16.5)","(61.0, 450.0, 393.57142857142856)","(4.6, 10.0, 8.91764705882353)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.485714285714286)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.1239999999999997)"
11-01-2023 15:37:45.518978,"(41.0, 270.0, 114.0)","(9.0, 19.0, 14.416666666666668)","(61.0, 450.0, 393.57142857142856)","(4.6, 10.0, 8.91764705882353)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.25)","(91.0, 650.0, 241.66666666666669)","(2.5, 4.1, 3.094)"
11-01-2023 15:37:46.636598,"(41.0, 270.0, 110.45454545454545)","(9.0, 19.0, 14.416666666666668)","(61.0, 450.0, 393.57142857142856)","(4.6, 10.0, 8.91764705882353)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.25)","(91.0, 650.0, 241.66666666666669)","(2.5, 3.95, 3.094)"
11-01-2023 15:37:47.632059,"(41.0, 270.0, 110.45454545454545)","(9.0, 19.0, 14.416666666666668)","(61.0, 450.0, 393.57142857142856)","(4.6, 10.0, 8.91764705882353)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.266666666666667)","(91.0, 650.0, 241.66666666666669)","(2.5, 3.95, 3.094)"
11-01-2023 15:37:48.623550,"(41.0, 270.0, 110.45454545454545)","(9.0, 19.0, 14.416666666666668)","(61.0, 450.0, 393.57142857142856)","(4.6, 10.0, 8.91764705882353)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.266666666666667)","(91.0, 650.0, 241.66666666666669)","(2.5, 3.95, 3.094)"
11-01-2023 15:37:49.677033,"(41.0, 270.0, 110.45454545454545)","(9.0, 18.0, 16.05)","(61.0, 450.0, 393.57142857142856)","(4.6, 10.0, 8.91764705882353)","(3.2, 3.4, 3.357142857142857)","(4.4, 6.6, 6.266666666666667)","(91.0, 650.0, 241.66666666666669)","(2.5, 3.95, 3.094)"
11-01-2023 15:37:50.766011,"(41.0, 270.0, 110.45454545454545)","(9.0, 18.0, 15.291666666666666)","(61.0, 450.0, 393.57142857142856)","(4.6, 10.0, 8.91764705882353)","(3.2, 3.4, 3.32)","(4.4, 6.6, 6.266666666666667)","(91.0, 650.0, 240.0)","(2.5, 3.95, 3.6825)"
11-01-2023 15:37:51.901203,"(41.0, 270.0, 110.45454545454545)","(10.0, 18.0, 16.125)","(61.0, 450.0, 393.57142857142856)","(4.4, 10.0, 8.91764705882353)","(3.2, 3.4, 3.32)","(4.4, 6.6, 6.233333333333333)","(91.0, 640.0, 240.0)","(2.5, 3.95, 3.11)"
11-01-2023 15:37:53.050077,"(41.0, 270.0, 110.45454545454545)","(10.0, 18.0, 16.125)","(61.0, 450.0, 393.57142857142856)","(4.4, 10.0, 8.91764705882353)","(3.2, 3.4, 3.32)","(4.4, 6.6, 6.442857142857142)","(91.0, 640.0, 236.66666666666669)","(2.5, 3.95, 3.1)"
11-01-2023 15:37:54.189515,"(41.0, 270.0, 110.45454545454545)","(10.0, 18.0, 16.125)","(61.0, 450.0, 393.57142857142856)","(4.4, 10.0, 8.91764705882353)","(3.2, 3.4, 3.32)","(4.4, 6.6, 6.266666666666667)","(91.0, 620.0, 236.66666666666669)","(2.5, 3.9, 3.09)"
11-01-2023 15:37:55.333259,"(41.0, 270.0, 110.45454545454545)","(10.0, 17.5, 16.045454545454547)","(61.0, 450.0, 393.57142857142856)","(4.4, 10.0, 8.91764705882353)","(3.2, 3.4, 3.32)","(4.4, 6.6, 6.442857142857142)","(91.0, 620.0, 236.66666666666669)","(2.5, 3.85, 3.09)"
11-01-2023 15:37:56.467677,"(41.0, 270.0, 110.45454545454545)","(10.0, 17.5, 13.9)","(61.0, 450.0, 393.57142857142856)","(4.4, 10.0, 8.91764705882353)","(3.2, 3.4, 3.32)","(4.4, 6.6, 6.433333333333333)","(91.0, 620.0, 236.66666666666669)","(2.5, 3.85, 3.106)"
11-01-2023 15:37:57.507783,"(41.0, 270.0, 110.45454545454545)","(10.0, 17.5, 15.944444444444445)","(61.0, 540.0, 470.7142857142858)","(4.4, 10.0, 8.91764705882353)","(3.2, 3.4, 3.32)","(4.4, 6.6, 6.433333333333333)","(91.0, 620.0, 216.25)","(2.5, 3.85, 3.758181818181818)"
11-01-2023 15:37:58.543598,"(41.0, 270.0, 110.45454545454545)","(10.0, 17.5, 15.944444444444445)","(61.0, 540.0, 470.7142857142858)","(4.4, 10.0, 8.977777777777778)","(3.2, 3.4, 3.2857142857142856)","(4.4, 6.6, 6.433333333333333)","(91.0, 610.0, 267.5)","(2.5, 3.8, 3.775)"
11-01-2023 15:37:59.591884,"(41.0, 270.0, 110.45454545454545)","(10.0, 17.5, 15.944444444444445)","(61.0, 540.0, 470.7142857142858)","(4.4, 10.0, 8.977777777777778)","(3.2, 3.4, 3.2857142857142856)","(4.4, 6.6, 6.433333333333333)","(91.0, 590.0, 231.66666666666669)","(2.5, 3.9, 3.59046511627907)"
11-01-2023 15:38:00.680945,"(41.0, 270.0, 110.45454545454545)","(10.0, 18.5, 16.5)","(61.0, 540.0, 470.7142857142858)","(4.4, 10.0, 8.977777777777778)","(3.2, 3.4, 3.2857142857142856)","(4.4, 6.6, 6.433333333333333)","(91.0, 590.0, 231.66666666666669)","(2.5, 3.85, 3.7426666666666666)"
11-01-2023 15:38:01.774266,"(41.0, 270.0, 110.45454545454545)","(10.0, 18.5, 16.5)","(61.0, 540.0, 470.7142857142858)","(4.4, 10.0, 8.977777777777778)","(3.2, 3.4, 3.2857142857142856)","(4.4, 6.6, 6.433333333333333)","(91.0, 590.0, 231.66666666666669)","(2.5, 3.8, 3.458333333333333)"
11-01-2023 15:38:02.926506,"(41.0, 270.0, 114.0)","(10.0, 18.5, 16.5)","(61.0, 540.0, 297.5)","(4.4, 10.0, 8.977777777777778)","(3.2, 3.4, 3.2857142857142856)","(4.4, 6.6, 6.433333333333333)","(91.0, 590.0, 231.66666666666669)","(2.5, 3.8, 3.458333333333333)"
11-01-2023 15:38:04.111016,"(41.0, 270.0, 114.0)","(10.0, 18.5, 15.357142857142858)","(61.0, 540.0, 297.5)","(4.4, 10.0, 8.977777777777778)","(3.2, 3.4, 3.2333333333333334)","(4.4, 6.6, 6.433333333333333)","(91.0, 590.0, 231.66666666666669)","(2.5, 3.8, 3.6088235294117643)"
11-01-2023 15:38:05.322853,"(41.0, 270.0, 114.0)","(10.0, 18.5, 18.166666666666668)","(61.0, 540.0, 378.3333333333333)","(4.4, 10.0, 8.789473684210527)","(3.2, 3.4, 3.2333333333333334)","(4.4, 6.6, 6.35)","(91.0, 590.0, 231.66666666666669)","(2.5, 3.8, 3.6624999999999996)"
11-01-2023 15:38:06.543135,"(41.0, 270.0, 94.5)","(10.0, 18.5, 18.166666666666668)","(61.0, 540.0, 378.3333333333333)","(4.4, 10.0, 9.32)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.1)","(91.0, 590.0, 231.66666666666669)","(2.5, 3.8, 3.51875)"
11-01-2023 15:38:07.690671,"(41.0, 270.0, 110.45454545454545)","(10.0, 18.5, 18.166666666666668)","(61.0, 540.0, 378.3333333333333)","(4.4, 9.6, 8.946666666666665)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.1)","(91.0, 590.0, 321.25)","(2.5, 3.8, 3.694736842105263)"
11-01-2023 15:38:08.682598,"(41.0, 270.0, 175.0)","(10.0, 18.5, 17.75)","(61.0, 450.0, 394.2857142857143)","(4.4, 9.2, 8.946666666666665)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.1)","(91.0, 590.0, 321.25)","(2.5, 3.8, 3.657142857142857)"
11-01-2023 15:38:09.675697,"(41.0, 270.0, 180.0)","(10.0, 18.5, 17.75)","(61.0, 450.0, 401.25)","(4.4, 9.2, 8.2)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.1)","(91.0, 590.0, 231.66666666666669)","(2.5, 3.8, 3.625)"
11-01-2023 15:38:10.685684,"(41.0, 270.0, 163.125)","(10.0, 18.5, 15.75)","(61.0, 450.0, 401.25)","(4.4, 9.2, 8.529411764705882)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.1)","(91.0, 590.0, 327.5)","(2.5, 3.8, 3.721052631578947)"
11-01-2023 15:38:11.846889,"(41.0, 270.0, 108.0)","(10.0, 18.0, 16.666666666666668)","(61.0, 450.0, 401.25)","(4.4, 8.8, 7.905263157894737)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.1)","(91.0, 590.0, 327.5)","(2.5, 3.8, 3.721052631578947)"
11-01-2023 15:38:12.934187,"(41.0, 270.0, 108.0)","(10.0, 18.0, 16.666666666666668)","(61.0, 450.0, 401.25)","(4.4, 8.8, 7.905263157894737)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.35)","(91.0, 590.0, 455.0)","(2.5, 3.8, 3.721052631578947)"
11-01-2023 15:38:14.143042,"(41.0, 270.0, 174.70588235294116)","(10.0, 18.0, 15.576923076923077)","(61.0, 450.0, 401.25)","(4.4, 8.8, 7.5)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.433333333333333)","(91.0, 550.0, 455.0)","(2.5, 3.8, 3.7285714285714286)"
11-01-2023 15:38:15.283108,"(41.0, 270.0, 184.73684210526315)","(10.0, 18.0, 15.576923076923077)","(61.0, 450.0, 406.6666666666667)","(4.4, 8.4, 7.315789473684211)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.457142857142856)","(91.0, 550.0, 455.0)","(2.5, 3.8, 3.7285714285714286)"
11-01-2023 15:38:16.504075,"(41.0, 270.0, 184.73684210526315)","(10.0, 18.0, 15.576923076923077)","(61.0, 450.0, 170.0)","(4.4, 8.0, 6.6923076923076925)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.457142857142856)","(91.0, 550.0, 455.0)","(2.5, 3.8, 3.7636363636363637)"
11-01-2023 15:38:17.699755,"(41.0, 270.0, 126.81818181818181)","(10.0, 18.0, 16.785714285714285)","(61.0, 450.0, 170.0)","(4.4, 7.8, 7.453333333333333)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 455.0)","(2.5, 3.8, 3.7636363636363637)"
11-01-2023 15:38:18.871849,"(41.0, 270.0, 126.81818181818181)","(10.0, 17.5, 17.214285714285715)","(61.0, 450.0, 170.0)","(4.4, 7.6, 5.901492537313433)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 455.0)","(2.5, 3.8, 3.7636363636363637)"
11-01-2023 15:38:19.987590,"(41.0, 270.0, 138.46153846153845)","(10.0, 17.5, 13.9)","(61.0, 440.0, 347.5)","(4.4, 7.8, 5.901492537313433)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 455.0)","(2.5, 3.8, 3.7636363636363637)"
11-01-2023 15:38:21.070558,"(41.0, 270.0, 138.46153846153845)","(10.0, 17.5, 13.9)","(61.0, 440.0, 347.5)","(4.4, 7.8, 6.476923076923077)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 455.0)","(2.5, 3.8, 3.730952380952381)"
11-01-2023 15:38:22.149789,"(41.0, 270.0, 138.46153846153845)","(10.0, 17.5, 13.710526315789474)","(61.0, 440.0, 366.0)","(4.4, 7.4, 6.476923076923077)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 455.0)","(2.5, 3.85, 3.730952380952381)"
11-01-2023 15:38:23.162592,"(41.0, 270.0, 138.46153846153845)","(10.0, 17.0, 15.666666666666666)","(61.0, 440.0, 366.0)","(4.4, 7.4, 6.476923076923077)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 455.0)","(2.5, 3.85, 3.730952380952381)"
11-01-2023 15:38:24.222566,"(41.0, 270.0, 138.46153846153845)","(10.0, 17.5, 14.76086956521739)","(61.0, 440.0, 366.0)","(4.4, 7.4, 6.257142857142857)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 455.0)","(2.5, 3.85, 3.730952380952381)"
11-01-2023 15:38:25.267382,"(41.0, 270.0, 138.46153846153845)","(10.0, 17.5, 14.875)","(61.0, 440.0, 366.0)","(4.4, 7.4, 6.257142857142857)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 455.0)","(2.5, 3.85, 3.730952380952381)"
11-01-2023 15:38:26.373230,"(41.0, 270.0, 138.46153846153845)","(10.0, 17.5, 14.875)","(61.0, 440.0, 366.0)","(4.4, 7.4, 5.746153846153846)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 3.85, 3.7607142857142857)"
11-01-2023 15:38:27.664842,"(41.0, 270.0, 127.5)","(10.0, 17.5, 14.875)","(61.0, 440.0, 366.0)","(4.4, 7.4, 6.6461538461538465)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 3.85, 3.7607142857142857)"
11-01-2023 15:38:28.801809,"(41.0, 270.0, 127.5)","(10.0, 17.5, 14.875)","(61.0, 440.0, 366.0)","(4.4, 7.2, 6.6461538461538465)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 3.85, 3.7607142857142857)"
11-01-2023 15:38:30.190682,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.543478260869565)","(61.0, 440.0, 366.0)","(4.4, 7.2, 6.6461538461538465)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 550.0, 375.0)","(2.5, 3.85, 3.7607142857142857)"
11-01-2023 15:38:31.301155,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.543478260869565)","(61.0, 440.0, 366.0)","(4.4, 7.2, 6.6461538461538465)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 570.0, 375.0)","(2.5, 3.85, 3.7607142857142857)"
11-01-2023 15:38:32.395882,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.543478260869565)","(61.0, 440.0, 366.0)","(4.4, 7.2, 6.085714285714285)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 570.0, 375.0)","(2.5, 3.85, 3.9071428571428575)"
11-01-2023 15:38:33.584172,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.543478260869565)","(61.0, 440.0, 366.0)","(4.4, 7.0, 6.054545454545455)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 570.0, 375.0)","(2.5, 3.95, 3.9166666666666665)"
11-01-2023 15:38:34.802198,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.543478260869565)","(61.0, 440.0, 347.5)","(4.4, 7.0, 6.026086956521739)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 570.0, 375.0)","(2.5, 4.0, 3.923076923076923)"
11-01-2023 15:38:35.922824,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.543478260869565)","(61.0, 440.0, 347.5)","(4.4, 7.0, 6.66)","(3.2, 3.4, 3.25)","(4.4, 6.6, 6.3)","(91.0, 570.0, 375.0)","(2.5, 4.0, 3.923076923076923)"
11-01-2023 15:38:37.079154,"(41.0, 270.0, 127.5)","(10.0, 17.5, 14.18421052631579)","(61.0, 440.0, 257.5)","(4.4, 6.8, 6.66)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 570.0, 254.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:38.142913,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.152173913043478)","(61.0, 440.0, 257.5)","(4.4, 6.8, 6.66)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 254.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:39.152999,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.152173913043478)","(61.0, 440.0, 257.5)","(4.4, 6.8, 6.141176470588236)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 254.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:40.158755,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.152173913043478)","(61.0, 440.0, 257.5)","(4.4, 6.8, 5.904)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 254.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:41.309906,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.152173913043478)","(61.0, 440.0, 257.5)","(4.4, 6.8, 5.668085106382979)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 254.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:42.392846,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.152173913043478)","(61.0, 440.0, 257.5)","(4.4, 6.6, 6.4799999999999995)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:43.532050,"(41.0, 270.0, 127.5)","(10.0, 17.5, 15.152173913043478)","(61.0, 440.0, 257.5)","(4.4, 6.6, 6.4799999999999995)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:44.756723,"(41.0, 270.0, 127.5)","(10.0, 17.5, 16.3)","(61.0, 440.0, 257.5)","(4.4, 6.6, 6.4799999999999995)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:45.904995,"(41.0, 270.0, 127.5)","(10.0, 17.5, 14.18421052631579)","(61.0, 440.0, 257.5)","(4.4, 6.6, 6.4799999999999995)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:47.019870,"(41.0, 270.0, 127.5)","(10.0, 17.5, 14.18421052631579)","(61.0, 440.0, 257.5)","(4.4, 6.6, 6.4799999999999995)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:48.141093,"(41.0, 270.0, 127.5)","(10.0, 17.5, 14.18421052631579)","(61.0, 440.0, 257.5)","(4.4, 6.6, 6.4799999999999995)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 4.0, 3.9166666666666665)"
11-01-2023 15:38:49.303022,"(41.0, 270.0, 163.125)","(10.0, 17.5, 14.18421052631579)","(61.0, 440.0, 257.5)","(4.4, 6.6, 6.4799999999999995)","(3.2, 3.4, 3.3076923076923075)","(4.4, 6.6, 6.3)","(91.0, 550.0, 365.0)","(2.5, 4.0, 3.9166666666666665)"
