,Sweet Enough,Alpha Princess,Durham,Coonamble Kid,Adulate,Fancy A Scotch,Crystal Chaos,Wheres The Bar
11-01-2023 15:27:08.901441,"(41.0, 460.0, 193.75)","(10.0, 21.0, 18.05)","(61.0, 550.0, 326.0)","(4.4, 10.5, 6.84)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 5.171428571428572)","(91.0, 730.0, 600.0)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:10.196943,"(41.0, 460.0, 193.75)","(10.0, 21.0, 18.05)","(61.0, 550.0, 326.0)","(4.4, 10.5, 6.84)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 5.171428571428572)","(91.0, 730.0, 600.0)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:11.522137,"(41.0, 460.0, 193.75)","(10.0, 21.0, 18.05)","(61.0, 550.0, 326.0)","(4.4, 10.5, 6.84)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 5.171428571428572)","(91.0, 730.0, 600.0)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:12.787811,"(41.0, 460.0, 193.75)","(10.0, 21.0, 18.05)","(61.0, 550.0, 466.0)","(4.4, 10.5, 6.84)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 5.171428571428572)","(91.0, 730.0, 600.0)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:14.045696,"(41.0, 460.0, 353.5)","(10.0, 21.0, 18.05)","(61.0, 550.0, 466.0)","(4.4, 10.5, 6.84)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 5.171428571428572)","(91.0, 730.0, 600.0)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:15.232351,"(41.0, 460.0, 353.5)","(10.0, 21.0, 18.05)","(61.0, 550.0, 466.0)","(4.4, 10.5, 6.84)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 5.171428571428572)","(91.0, 730.0, 600.0)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:16.461898,"(41.0, 460.0, 353.5)","(10.0, 21.0, 18.05)","(61.0, 550.0, 466.0)","(4.4, 10.5, 6.84)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 5.171428571428572)","(91.0, 730.0, 600.0)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:17.757179,"(41.0, 460.0, 140.5)","(10.0, 21.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 10.5, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:18.915849,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:20.138780,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:21.428847,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:22.959952,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:24.446668,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:25.812615,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:27.129998,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:28.518725,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:29.864658,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:31.129824,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:32.391788,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:33.663765,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:34.913513,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:36.122683,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:37.403660,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:38.768410,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:40.035846,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:41.291573,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:42.631849,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:43.801204,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 7.175)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:45.033957,"(41.0, 310.0, 103.0)","(10.0, 20.0, 14.6)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:46.272567,"(41.0, 310.0, 103.0)","(10.0, 20.0, 17.066666666666666)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:47.445521,"(41.0, 310.0, 171.0)","(10.0, 21.0, 16.866666666666667)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:48.709213,"(41.0, 310.0, 171.0)","(10.0, 21.0, 16.866666666666667)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:50.028239,"(41.0, 310.0, 101.5)","(10.0, 21.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:51.442164,"(41.0, 310.0, 137.5)","(10.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:53.068083,"(41.0, 310.0, 137.5)","(10.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:54.531442,"(41.0, 310.0, 137.5)","(10.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:55.911661,"(41.0, 310.0, 137.5)","(10.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:57.192586,"(41.0, 310.0, 137.5)","(10.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:58.549908,"(41.0, 310.0, 137.5)","(10.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:27:59.767826,"(41.0, 310.0, 137.5)","(10.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.0, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:01.037036,"(41.0, 310.0, 137.5)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:02.337839,"(41.0, 310.0, 137.5)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:03.577989,"(41.0, 310.0, 137.5)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:04.880194,"(41.0, 310.0, 137.5)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:06.242019,"(41.0, 310.0, 137.5)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:07.518257,"(41.0, 310.0, 137.5)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:08.804892,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:10.136634,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:11.382819,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:12.658938,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:14.004732,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:15.266192,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:16.574158,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:17.955547,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:19.228486,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:20.488569,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:21.838382,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 443.33333333333337)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:23.142313,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:24.455382,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:25.758488,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:27.081543,"(41.0, 310.0, 103.0)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 466.66666666666663)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:28.280641,"(41.0, 310.0, 132.57142857142858)","(9.0, 20.0, 13.333333333333334)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:29.564560,"(41.0, 310.0, 133.85714285714286)","(9.0, 19.0, 13.333333333333334)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:30.898343,"(41.0, 310.0, 133.85714285714286)","(9.0, 19.0, 13.333333333333334)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:32.187516,"(41.0, 310.0, 133.85714285714286)","(9.0, 19.0, 13.333333333333334)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:33.486121,"(41.0, 310.0, 133.85714285714286)","(9.0, 19.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:34.854194,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:36.111107,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:37.435388,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:38.781009,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:40.131752,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:41.360238,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.8814814814814818)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:42.688151,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.4, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:43.958913,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:45.203169,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 357.6923076923077)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:46.529056,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 494.44444444444446)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:47.872401,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 494.44444444444446)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:49.146141,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 494.44444444444446)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:50.438113,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 494.44444444444446)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:51.857853,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 494.44444444444446)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:53.218343,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 494.44444444444446)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:54.638939,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 494.44444444444446)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
11-01-2023 15:28:56.217676,"(41.0, 310.0, 133.85714285714286)","(9.0, 20.0, 13.777777777777779)","(61.0, 550.0, 494.44444444444446)","(4.4, 8.8, 4.986666666666667)","(3.1, 4.5, 3.9444444444444446)","(4.6, 7.6, 6.225)","(91.0, 730.0, 622.5)","(2.6, 4.3, 3.597142857142857)"
