,Blue Yap,Mcentire,Untroubled,Touch Of Speed,Blue Stingray,Irinka Anna,Just Dream,Lady On Fire
09-01-2023 14:45:05.972892,"(5.0, 10.0, 9.133333333333333)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.0, 7.916666666666667)","(3.8, 5.8, 4.3125)","(31.0, 110.0, 68.4)","(4.6, 6.6, 6.3999999999999995)","(6.5, 14.0, 9.377777777777778)","(71.0, 400.0, 180.0)"
09-01-2023 14:45:06.979288,"(5.0, 10.0, 9.133333333333333)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.0, 7.916666666666667)","(3.8, 5.8, 4.3125)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.3999999999999995)","(6.5, 14.0, 9.377777777777778)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:07.997164,"(5.0, 10.0, 9.133333333333333)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.0, 7.916666666666667)","(3.8, 5.8, 4.3125)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.3999999999999995)","(6.5, 14.0, 9.377777777777778)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:09.101017,"(5.0, 10.0, 9.133333333333333)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.0, 7.916666666666667)","(3.8, 5.8, 4.3125)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.92)","(6.5, 14.0, 9.377777777777778)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:10.215351,"(5.0, 10.0, 9.371428571428572)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.0, 7.916666666666667)","(3.8, 5.8, 4.3125)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.157142857142857)","(6.5, 14.0, 9.377777777777778)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:11.380664,"(5.0, 10.0, 9.371428571428572)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.0, 7.916666666666667)","(3.8, 5.8, 4.3125)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.852631578947368)","(6.5, 14.0, 9.377777777777778)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:12.545636,"(5.0, 10.0, 9.371428571428572)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.0, 7.916666666666667)","(3.8, 5.8, 4.3125)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.852631578947368)","(6.5, 14.0, 9.377777777777778)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:13.638650,"(5.0, 10.0, 9.371428571428572)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.0, 7.916666666666667)","(3.8, 5.8, 4.3125)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.852631578947368)","(6.5, 14.0, 10.9)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:14.700560,"(5.0, 10.0, 9.371428571428572)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.0, 7.916666666666667)","(3.8, 5.9, 4.7)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.852631578947368)","(6.5, 13.0, 10.9)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:15.747459,"(5.0, 10.0, 9.371428571428572)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.577777777777778)","(3.8, 5.9, 4.633333333333333)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.9)","(6.5, 13.0, 10.9)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:16.744880,"(5.0, 10.0, 9.45)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.577777777777778)","(3.8, 5.7, 4.633333333333333)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.9)","(6.5, 13.0, 10.9)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:17.745968,"(5.0, 10.0, 9.45)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.577777777777778)","(3.8, 5.8, 4.254545454545454)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.9)","(6.5, 13.0, 10.9)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:18.774315,"(5.0, 10.0, 9.45)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.577777777777778)","(3.8, 5.8, 4.254545454545454)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.9)","(6.5, 13.0, 10.9)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:19.853351,"(5.0, 10.0, 9.45)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.577777777777778)","(3.8, 5.8, 4.236363636363636)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.9)","(6.5, 13.0, 10.9)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:20.903002,"(5.0, 10.0, 9.45)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.577777777777778)","(3.8, 5.6, 4.236363636363636)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.9)","(6.5, 13.0, 10.9)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:21.974477,"(5.0, 10.0, 9.45)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.577777777777778)","(3.8, 5.6, 4.266666666666667)","(31.0, 110.0, 68.4)","(4.6, 6.8, 5.9)","(6.5, 13.0, 10.9)","(71.0, 400.0, 180.0)"
09-01-2023 14:45:23.006027,"(5.0, 10.0, 9.45)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.577777777777778)","(3.8, 5.6, 4.266666666666667)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.9)","(6.5, 13.0, 10.9)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:24.104368,"(5.0, 10.0, 9.45)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.211764705882352)","(3.8, 5.6, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 13.0, 11.545454545454545)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:25.259590,"(5.0, 10.0, 9.685714285714287)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.0)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:26.359543,"(5.0, 10.0, 9.685714285714287)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.904347826086957)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:27.501967,"(5.0, 10.0, 9.685714285714287)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:28.667451,"(5.0, 10.0, 9.685714285714287)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:29.774411,"(5.0, 10.0, 9.685714285714287)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:30.767961,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:31.790409,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:32.800097,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:33.917147,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:35.027627,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.5, 11.8)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:36.123301,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.5, 11.571428571428571)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:37.216402,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.0, 11.4)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:38.355227,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.0, 11.4)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:39.416145,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.0, 11.4)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:40.486182,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.904347826086957)","(6.5, 12.0, 11.4)","(71.0, 400.0, 180.0)"
09-01-2023 14:45:41.500744,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.213333333333334)","(6.5, 12.0, 11.4)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:42.577378,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.4, 6.213333333333334)","(6.5, 12.0, 12.0)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:43.606792,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.38)","(31.0, 110.0, 66.125)","(4.6, 6.4, 6.213333333333334)","(6.5, 12.5, 11.470588235294118)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:44.654471,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.413043478260869)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 77.5)","(4.6, 6.4, 6.017391304347826)","(6.5, 12.5, 11.578947368421053)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:45.670887,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.37)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 77.5)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.578947368421053)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:46.693176,"(5.0, 10.0, 9.8)","(3.5, 4.7, 4.37)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 77.5)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:47.718337,"(5.0, 10.0, 9.8)","(3.5, 4.5, 3.8846153846153846)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 77.5)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:48.809786,"(5.0, 10.0, 9.8)","(3.5, 4.5, 3.8035714285714284)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 77.5)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:49.911233,"(5.0, 10.0, 9.8)","(3.5, 4.5, 3.8035714285714284)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:51.005009,"(5.0, 10.0, 9.8)","(3.5, 4.5, 3.8035714285714284)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:52.033699,"(5.0, 10.0, 9.8)","(3.5, 4.5, 3.8035714285714284)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:53.140383,"(5.0, 10.0, 9.8)","(3.5, 4.5, 3.8035714285714284)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:54.156095,"(5.0, 10.0, 9.8)","(3.5, 4.5, 3.8035714285714284)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:55.153373,"(5.0, 10.0, 9.8)","(3.5, 4.4, 3.88)","(6.0, 9.2, 8.559999999999999)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:56.188556,"(5.0, 10.0, 9.8)","(3.5, 4.4, 3.88)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:57.310969,"(5.0, 10.0, 9.8)","(3.5, 4.6, 3.92)","(6.0, 9.2, 8.32)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:58.347778,"(5.0, 10.0, 9.8)","(3.5, 4.5, 3.8035714285714284)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:45:59.451716,"(5.0, 10.0, 9.8)","(3.5, 4.5, 3.9)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 193.75)"
09-01-2023 14:46:00.525016,"(5.0, 10.0, 9.8)","(3.5, 4.4, 3.8400000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 400.0, 310.0)"
09-01-2023 14:46:01.510498,"(5.0, 10.0, 9.8)","(3.5, 4.4, 3.7875)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:02.532468,"(5.0, 10.0, 9.8)","(3.5, 4.4, 3.7875)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:03.583541,"(5.0, 10.0, 9.8)","(3.5, 4.4, 3.7875)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:04.652825,"(5.0, 10.0, 9.76842105263158)","(3.5, 4.4, 3.875)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:05.808527,"(5.0, 10.0, 9.76842105263158)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 5.866666666666667)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:06.972686,"(5.0, 11.0, 9.742857142857144)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.8, 6.3)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:08.126398,"(5.0, 11.0, 9.55483870967742)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:09.247955,"(5.0, 11.0, 9.55483870967742)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:10.283618,"(5.0, 11.0, 9.55483870967742)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:11.304511,"(5.0, 11.0, 9.55483870967742)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:12.312945,"(5.0, 11.0, 9.55483870967742)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:13.341946,"(5.0, 11.0, 9.55483870967742)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.5, 4.2555555555555555)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:14.431830,"(5.0, 11.0, 9.55483870967742)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.233333333333333)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:15.573579,"(5.0, 11.0, 9.55483870967742)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.233333333333333)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:16.703113,"(5.0, 11.0, 9.55483870967742)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.192307692307692)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:17.909158,"(5.0, 11.0, 9.4)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.192307692307692)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:19.002542,"(5.0, 11.0, 9.4)","(3.5, 4.7, 3.8000000000000003)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.192307692307692)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:20.081859,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.170588235294118)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.192307692307692)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:21.155146,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.192307692307692)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:22.233448,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:23.394798,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 110.0, 66.125)","(4.6, 6.6, 6.04)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:24.556432,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 110.0, 66.125)","(4.6, 6.6, 5.91)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:25.689227,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 110.0, 84.88888888888889)","(4.6, 6.4, 5.91)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:26.910696,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.91)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:28.033833,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.91)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:29.243643,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.91)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:30.493511,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.91)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 298.57142857142856)"
09-01-2023 14:46:31.662836,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.91)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:32.815579,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.91)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:33.874953,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.827272727272728)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:34.976836,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.827272727272728)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:36.090148,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.7)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
09-01-2023 14:46:37.227390,"(5.0, 11.0, 9.4)","(3.5, 4.7, 4.007692307692308)","(6.0, 9.2, 8.571428571428571)","(3.8, 5.3, 4.175)","(31.0, 100.0, 84.88888888888889)","(4.6, 6.4, 5.7)","(6.5, 12.5, 11.882352941176471)","(71.0, 390.0, 310.0)"
