,Cortes,Darksaber,Kokonotsu,Lonfire,Ponte Vecchio,Rackermann,The Woke Waiter,Thornycroft,Dreamtime Girl,Field The Moment,Shuffle Dancer
14-12-2022 14:33:24.859417,"(12.0, 16.0, 15.867647058823529)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 13.5, 13.392307692307693)","(31.0, 46.0, 44.78787878787879)","(2.0, 2.28, 2.2736805555555555)","(12.0, 16.0, 15.164948453608247)","(14.0, 21.0, 20.454545454545453)","(31.0, 48.0, 45.2)","(8.0, 9.0, 8.959420289855073)","(8.5, 9.4, 9.28)"
14-12-2022 14:33:26.119416,"(12.0, 16.0, 15.867647058823529)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 13.5, 13.605263157894736)","(31.0, 46.0, 44.8235294117647)","(2.0, 2.28, 2.2736805555555555)","(12.0, 16.0, 15.164948453608247)","(14.0, 21.0, 20.6)","(31.0, 48.0, 45.2)","(8.0, 9.0, 8.954929577464789)","(8.5, 9.4, 8.846511627906978)"
14-12-2022 14:33:27.430855,"(12.0, 16.0, 15.963636363636363)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 14.0, 13.605263157894736)","(31.0, 46.0, 44.8235294117647)","(2.0, 2.28, 2.2736805555555555)","(12.0, 16.0, 15.164948453608247)","(14.0, 21.0, 20.6)","(31.0, 48.0, 45.2)","(8.0, 9.0, 8.954929577464789)","(8.5, 9.0, 8.846511627906978)"
14-12-2022 14:33:28.715371,"(12.0, 16.5, 16.071428571428573)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 14.0, 13.659090909090908)","(31.0, 46.0, 44.8235294117647)","(2.0, 2.26, 2.2572320217096333)","(12.0, 16.0, 15.333333333333334)","(14.0, 21.0, 20.6)","(31.0, 46.0, 45.69230769230769)","(8.0, 9.0, 8.954929577464789)","(8.5, 9.0, 8.89795918367347)"
14-12-2022 14:33:29.898802,"(12.0, 16.5, 16.36046511627907)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 14.0, 13.679487179487179)","(31.0, 46.0, 44.8235294117647)","(2.0, 2.26, 2.258955223880597)","(12.0, 15.5, 15.333333333333334)","(14.0, 21.0, 20.6)","(31.0, 46.0, 45.69230769230769)","(8.0, 9.0, 8.954929577464789)","(8.5, 9.0, 8.89795918367347)"
14-12-2022 14:33:31.178581,"(12.0, 16.5, 16.36046511627907)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 14.0, 13.904761904761905)","(31.0, 46.0, 44.8235294117647)","(2.0, 2.26, 2.251662075298439)","(12.0, 15.5, 15.333333333333334)","(14.0, 21.0, 20.647058823529413)","(31.0, 46.0, 45.69230769230769)","(8.0, 9.0, 8.954929577464789)","(8.5, 9.2, 9.147058823529411)"
14-12-2022 14:33:32.379170,"(12.0, 16.5, 16.36046511627907)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 14.0, 13.904761904761905)","(31.0, 46.0, 44.8235294117647)","(2.0, 2.26, 2.2584593023255812)","(12.0, 15.5, 15.289473684210526)","(14.0, 21.0, 20.647058823529413)","(31.0, 46.0, 45.69230769230769)","(8.0, 9.0, 8.954929577464789)","(8.5, 9.4, 9.155263157894737)"
14-12-2022 14:33:33.653728,"(12.0, 17.0, 16.764150943396228)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 14.0, 13.703703703703704)","(31.0, 46.0, 44.8235294117647)","(2.0, 2.26, 2.253764705882353)","(12.0, 15.5, 15.211538461538462)","(14.0, 21.0, 20.647058823529413)","(31.0, 46.0, 45.69230769230769)","(8.0, 9.0, 8.954929577464789)","(8.5, 9.4, 9.159459459459459)"
14-12-2022 14:33:34.964965,"(12.0, 17.0, 16.74561403508772)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 14.0, 13.657142857142857)","(31.0, 46.0, 44.8235294117647)","(2.0, 2.26, 2.2384334203655354)","(12.0, 15.5, 15.12)","(14.0, 21.0, 20.647058823529413)","(31.0, 46.0, 45.69230769230769)","(8.0, 9.0, 8.954929577464789)","(8.5, 9.4, 9.228124999999999)"
14-12-2022 14:33:36.172866,"(12.0, 17.0, 16.74561403508772)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 72.27272727272727)","(11.0, 14.0, 13.657142857142857)","(31.0, 46.0, 44.8235294117647)","(2.0, 2.24, 2.238010204081633)","(12.0, 15.5, 15.12)","(14.0, 21.0, 20.44)","(31.0, 46.0, 44.93877551020408)","(8.0, 9.0, 9.069767441860465)","(8.5, 9.4, 9.229787234042552)"
14-12-2022 14:33:37.424628,"(12.0, 17.0, 16.74561403508772)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 71.66666666666667)","(11.0, 14.0, 13.657142857142857)","(31.0, 46.0, 43.666666666666664)","(2.0, 2.24, 2.252018140589569)","(12.0, 15.5, 15.318181818181818)","(14.0, 21.0, 20.475)","(31.0, 46.0, 44.93877551020408)","(8.0, 9.2, 9.157499999999999)","(8.5, 9.4, 9.209523809523809)"
14-12-2022 14:33:38.621554,"(12.0, 17.5, 17.4375)","(31.0, 55.0, 50.833333333333336)","(51.0, 75.0, 71.66666666666667)","(11.0, 14.0, 13.652777777777779)","(31.0, 44.0, 43.666666666666664)","(2.0, 2.26, 2.2403546099290783)","(12.0, 15.5, 15.318181818181818)","(14.0, 21.0, 20.366666666666667)","(31.0, 46.0, 44.88)","(8.0, 9.2, 9.174999999999999)","(8.5, 9.4, 9.23111111111111)"
14-12-2022 14:33:39.849062,"(12.0, 17.5, 17.4375)","(31.0, 55.0, 50.833333333333336)","(51.0, 70.0, 69.64285714285714)","(11.0, 14.0, 13.657142857142857)","(31.0, 44.0, 43.666666666666664)","(2.0, 2.26, 2.239748251748252)","(12.0, 15.5, 15.318181818181818)","(14.0, 21.0, 20.386363636363637)","(31.0, 46.0, 44.84444444444444)","(8.0, 9.2, 9.323076923076924)","(8.5, 9.4, 9.225688073394496)"
14-12-2022 14:33:41.172050,"(12.0, 17.5, 17.4375)","(31.0, 55.0, 50.833333333333336)","(51.0, 70.0, 68.18181818181819)","(11.0, 14.0, 13.657142857142857)","(31.0, 44.0, 43.666666666666664)","(2.0, 2.24, 2.238125802310655)","(12.0, 15.5, 15.318181818181818)","(14.0, 21.0, 20.386363636363637)","(31.0, 46.0, 44.84444444444444)","(8.0, 9.4, 9.263636363636364)","(8.5, 9.4, 9.225688073394496)"
14-12-2022 14:33:42.430360,"(12.0, 17.5, 17.4375)","(31.0, 55.0, 50.833333333333336)","(51.0, 70.0, 68.18181818181819)","(11.0, 14.0, 13.657142857142857)","(31.0, 44.0, 43.666666666666664)","(2.0, 2.24, 2.2380332056194128)","(12.0, 15.5, 15.318181818181818)","(14.0, 21.0, 20.347826086956523)","(31.0, 46.0, 44.84444444444444)","(8.0, 9.4, 9.357377049180329)","(8.5, 9.4, 9.208080808080807)"
14-12-2022 14:33:43.660157,"(12.0, 17.5, 17.454545454545453)","(31.0, 55.0, 50.833333333333336)","(51.0, 70.0, 67.93103448275862)","(11.0, 14.0, 13.657142857142857)","(31.0, 44.0, 43.666666666666664)","(2.0, 2.24, 2.2394301221166897)","(12.0, 15.5, 15.318181818181818)","(14.0, 21.0, 20.347826086956523)","(31.0, 46.0, 44.84444444444444)","(8.0, 9.4, 9.357377049180329)","(8.5, 9.4, 9.214035087719298)"
14-12-2022 14:33:44.875514,"(12.0, 17.5, 17.454545454545453)","(31.0, 55.0, 50.714285714285715)","(51.0, 70.0, 67.93103448275862)","(11.0, 14.0, 13.657142857142857)","(31.0, 44.0, 43.666666666666664)","(2.0, 2.24, 2.236666666666667)","(12.0, 15.5, 15.318181818181818)","(14.0, 21.0, 20.347826086956523)","(31.0, 46.0, 44.84444444444444)","(8.0, 9.4, 9.357377049180329)","(8.5, 9.4, 9.214035087719298)"
14-12-2022 14:33:46.078748,"(12.0, 17.5, 17.454545454545453)","(31.0, 55.0, 51.12903225806451)","(51.0, 70.0, 67.93103448275862)","(11.0, 14.0, 13.657142857142857)","(31.0, 44.0, 43.666666666666664)","(2.0, 2.24, 2.236666666666667)","(12.0, 15.5, 15.318181818181818)","(14.0, 21.0, 20.347826086956523)","(31.0, 46.0, 44.84444444444444)","(8.0, 9.4, 9.357377049180329)","(8.5, 9.4, 9.214035087719298)"
14-12-2022 14:33:47.357457,"(12.0, 17.5, 17.454545454545453)","(31.0, 55.0, 51.12903225806451)","(51.0, 70.0, 67.93103448275862)","(11.0, 14.0, 13.678571428571429)","(31.0, 44.0, 43.6)","(2.0, 2.24, 2.234889502762431)","(12.0, 15.5, 15.291666666666666)","(14.0, 21.0, 19.964285714285715)","(31.0, 46.0, 44.78260869565217)","(8.0, 9.4, 9.528)","(8.5, 9.4, 9.210958904109589)"
14-12-2022 14:33:48.666821,"(12.0, 17.5, 17.384615384615383)","(31.0, 55.0, 51.09375)","(51.0, 70.0, 67.66666666666667)","(11.0, 14.0, 13.692307692307692)","(31.0, 44.0, 43.666666666666664)","(2.0, 2.24, 2.234889502762431)","(12.0, 15.5, 15.318181818181818)","(14.0, 20.0, 20.264705882352942)","(31.0, 46.0, 44.84444444444444)","(8.0, 9.6, 9.506666666666666)","(8.5, 9.4, 9.184172661870504)"
14-12-2022 14:33:49.935567,"(12.0, 17.5, 17.454545454545453)","(31.0, 55.0, 51.09375)","(51.0, 70.0, 67.66666666666667)","(11.0, 14.0, 13.674418604651162)","(31.0, 44.0, 43.6)","(2.0, 2.24, 2.234105263157895)","(12.0, 15.5, 15.068181818181818)","(14.0, 21.0, 19.964285714285715)","(31.0, 46.0, 43.93939393939394)","(8.0, 9.6, 9.491428571428571)","(8.5, 9.4, 9.254054054054054)"
14-12-2022 14:33:51.255973,"(12.0, 17.5, 17.27777777777778)","(31.0, 55.0, 51.12903225806451)","(51.0, 70.0, 67.93103448275862)","(11.0, 14.0, 13.692307692307692)","(31.0, 44.0, 43.666666666666664)","(2.0, 2.24, 2.2338501291989665)","(12.0, 15.5, 14.959183673469388)","(14.0, 20.0, 20.29591836734694)","(31.0, 44.0, 44.84444444444444)","(8.0, 9.6, 9.506666666666666)","(8.5, 9.4, 9.2625)"
14-12-2022 14:33:52.471729,"(12.0, 17.5, 17.36111111111111)","(31.0, 55.0, 51.12903225806451)","(51.0, 70.0, 67.93103448275862)","(11.0, 14.0, 13.692307692307692)","(31.0, 44.0, 42.333333333333336)","(2.0, 2.24, 2.2170068027210887)","(12.0, 15.0, 15.398305084745763)","(14.0, 21.0, 20.25)","(31.0, 46.0, 44.93877551020408)","(8.0, 9.6, 9.533333333333333)","(8.5, 9.4, 9.28695652173913)"
14-12-2022 14:33:53.730928,"(12.0, 17.5, 17.395833333333332)","(31.0, 55.0, 53.63636363636363)","(51.0, 70.0, 67.5)","(11.0, 14.0, 13.692307692307692)","(31.0, 44.0, 42.333333333333336)","(2.0, 2.22, 2.2170068027210887)","(12.0, 15.5, 15.398305084745763)","(14.0, 21.0, 20.282608695652172)","(31.0, 46.0, 44.96)","(8.0, 9.6, 9.533333333333333)","(8.5, 9.4, 9.28695652173913)"
14-12-2022 14:33:55.019494,"(12.0, 17.5, 17.395833333333332)","(31.0, 55.0, 53.63636363636363)","(51.0, 70.0, 67.5)","(11.0, 14.0, 13.741935483870968)","(31.0, 44.0, 42.333333333333336)","(2.0, 2.22, 2.2170068027210887)","(12.0, 15.5, 15.398305084745763)","(14.0, 21.0, 20.282608695652172)","(31.0, 46.0, 44.96)","(8.0, 9.6, 9.533333333333333)","(8.5, 9.4, 9.28695652173913)"
14-12-2022 14:33:56.280511,"(12.0, 17.5, 17.395833333333332)","(31.0, 55.0, 53.63636363636363)","(51.0, 70.0, 67.5)","(11.0, 14.0, 13.741935483870968)","(31.0, 44.0, 42.57142857142857)","(2.0, 2.22, 2.210775862068966)","(12.0, 15.5, 15.398305084745763)","(14.0, 21.0, 20.153846153846153)","(31.0, 46.0, 44.96)","(8.0, 9.6, 9.533333333333333)","(8.5, 9.4, 9.28695652173913)"
14-12-2022 14:33:57.580985,"(12.0, 17.5, 17.395833333333332)","(31.0, 55.0, 52.5)","(51.0, 70.0, 67.5)","(11.0, 14.0, 13.741935483870968)","(31.0, 44.0, 42.57142857142857)","(2.0, 2.22, 2.210775862068966)","(12.0, 15.5, 15.398305084745763)","(14.0, 21.0, 20.181818181818183)","(31.0, 46.0, 44.96)","(8.0, 9.6, 9.533333333333333)","(8.5, 9.4, 9.28695652173913)"
14-12-2022 14:33:58.779560,"(12.0, 17.5, 17.41304347826087)","(31.0, 55.0, 52.5)","(51.0, 70.0, 67.5)","(11.0, 14.0, 13.741935483870968)","(31.0, 44.0, 42.57142857142857)","(2.0, 2.22, 2.2105042016806724)","(12.0, 15.5, 15.398305084745763)","(14.0, 21.0, 20.357142857142858)","(31.0, 46.0, 44.96)","(8.0, 9.6, 9.577777777777778)","(8.5, 9.4, 9.03)"
14-12-2022 14:33:59.981725,"(12.0, 18.0, 17.45945945945946)","(31.0, 55.0, 52.5)","(51.0, 70.0, 67.5)","(11.0, 14.0, 13.568181818181818)","(31.0, 44.0, 42.4)","(2.0, 2.22, 2.204910485933504)","(12.0, 15.5, 15.409090909090908)","(14.0, 21.0, 20.357142857142858)","(31.0, 46.0, 44.96)","(8.0, 9.6, 9.514285714285714)","(8.5, 9.2, 9.03)"
14-12-2022 14:34:01.243387,"(12.0, 18.0, 17.45945945945946)","(31.0, 55.0, 52.5)","(51.0, 70.0, 67.93103448275862)","(11.0, 14.0, 13.85820895522388)","(31.0, 44.0, 42.4)","(2.0, 2.22, 2.2122735042735044)","(12.0, 15.5, 15.409090909090908)","(14.0, 21.0, 20.357142857142858)","(31.0, 46.0, 44.96)","(8.0, 9.6, 9.48)","(8.5, 9.2, 9.1)"
14-12-2022 14:34:02.484316,"(12.0, 18.0, 17.45945945945946)","(31.0, 55.0, 52.5)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.860294117647058)","(31.0, 44.0, 42.4)","(2.0, 2.22, 2.202204724409449)","(12.0, 15.5, 15.085714285714285)","(14.0, 21.0, 20.419354838709676)","(31.0, 46.0, 44.84444444444444)","(8.0, 9.6, 9.48)","(8.5, 9.2, 9.1)"
14-12-2022 14:34:03.746858,"(12.0, 18.0, 17.714285714285715)","(31.0, 55.0, 52.5)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.860294117647058)","(31.0, 44.0, 43.06666666666667)","(2.0, 2.22, 2.211724137931035)","(12.0, 16.0, 15.165217391304347)","(14.0, 21.0, 20.5)","(31.0, 46.0, 44.9375)","(8.0, 9.6, 9.35)","(8.5, 9.2, 9.038095238095238)"
14-12-2022 14:34:04.978353,"(12.0, 18.0, 17.714285714285715)","(31.0, 55.0, 52.5)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.873134328358208)","(31.0, 44.0, 43.06666666666667)","(2.0, 2.22, 2.1974394463667823)","(12.0, 16.0, 15.165217391304347)","(14.0, 21.0, 20.43103448275862)","(31.0, 46.0, 45.276595744680854)","(8.0, 9.6, 9.35)","(8.5, 9.2, 9.19736842105263)"
14-12-2022 14:34:06.177837,"(12.0, 18.0, 17.714285714285715)","(31.0, 55.0, 52.5)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.8)","(31.0, 44.0, 43.06666666666667)","(2.0, 2.2, 2.2166906474820145)","(12.0, 16.0, 15.165217391304347)","(14.0, 21.0, 20.5)","(31.0, 46.0, 45.276595744680854)","(8.0, 9.6, 9.35)","(8.5, 9.2, 9.239130434782608)"
14-12-2022 14:34:07.374827,"(12.0, 18.0, 17.68)","(31.0, 55.0, 52.5)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.748387096774193)","(31.0, 44.0, 43.06666666666667)","(2.0, 2.22, 2.221783439490446)","(12.0, 16.0, 15.342857142857143)","(14.0, 21.0, 20.48181818181818)","(31.0, 46.0, 45.276595744680854)","(8.0, 9.6, 9.35)","(8.5, 9.4, 9.239130434782608)"
14-12-2022 14:34:08.584417,"(12.0, 18.0, 17.607142857142858)","(31.0, 55.0, 53.333333333333336)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.741007194244604)","(31.0, 44.0, 43.06666666666667)","(2.0, 2.24, 2.216764705882353)","(12.0, 16.0, 15.386666666666667)","(14.0, 21.0, 20.181818181818183)","(31.0, 46.0, 45.276595744680854)","(8.0, 9.6, 9.35)","(8.5, 9.4, 9.217391304347826)"
14-12-2022 14:34:09.850459,"(12.0, 18.0, 17.68)","(31.0, 55.0, 53.333333333333336)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.786764705882353)","(31.0, 44.0, 43.06666666666667)","(2.0, 2.22, 2.213975903614458)","(12.0, 16.0, 15.386666666666667)","(14.0, 21.0, 20.181818181818183)","(31.0, 46.0, 45.276595744680854)","(8.0, 9.6, 9.35)","(8.5, 9.4, 9.204166666666666)"
14-12-2022 14:34:11.072723,"(13.0, 18.0, 17.68)","(31.0, 55.0, 53.333333333333336)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.786764705882353)","(31.0, 44.0, 47.285714285714285)","(2.0, 2.22, 2.206266666666667)","(12.0, 16.0, 15.386666666666667)","(14.0, 21.0, 20.181818181818183)","(31.0, 46.0, 45.276595744680854)","(8.0, 9.6, 9.173737373737374)","(8.5, 9.4, 9.235087719298246)"
14-12-2022 14:34:12.331248,"(13.0, 18.0, 17.68)","(31.0, 55.0, 53.333333333333336)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.786764705882353)","(31.0, 48.0, 47.285714285714285)","(2.0, 2.22, 2.2143682310469317)","(12.0, 16.0, 15.386666666666667)","(14.0, 21.0, 20.181818181818183)","(31.0, 46.0, 45.276595744680854)","(8.0, 9.4, 9.173737373737374)","(8.5, 9.4, 9.235087719298246)"
14-12-2022 14:34:13.592239,"(13.0, 18.0, 17.68)","(31.0, 55.0, 53.333333333333336)","(51.0, 70.0, 67.6)","(11.0, 14.0, 13.786764705882353)","(31.0, 48.0, 47.285714285714285)","(2.0, 2.22, 2.2191529411764708)","(12.0, 16.0, 15.386666666666667)","(14.0, 21.0, 20.43103448275862)","(31.0, 46.0, 45.333333333333336)","(8.0, 9.4, 9.165384615384616)","(8.5, 9.4, 9.235087719298246)"
14-12-2022 14:34:14.850297,"(13.0, 18.0, 17.68)","(31.0, 55.0, 53.333333333333336)","(51.0, 70.0, 67.77777777777777)","(11.0, 14.0, 13.786764705882353)","(31.0, 48.0, 46.96774193548387)","(2.0, 2.22, 2.2155287009063445)","(12.0, 16.0, 15.386666666666667)","(14.0, 21.0, 20.43103448275862)","(31.0, 46.0, 45.43396226415094)","(8.0, 9.4, 9.165384615384616)","(8.5, 9.4, 9.235087719298246)"
14-12-2022 14:34:16.179439,"(13.0, 18.0, 17.68)","(31.0, 55.0, 53.333333333333336)","(51.0, 70.0, 67.77777777777777)","(11.0, 14.0, 13.786764705882353)","(31.0, 48.0, 46.96774193548387)","(2.0, 2.22, 2.214920634920635)","(12.0, 16.0, 15.386666666666667)","(14.0, 21.0, 20.43103448275862)","(31.0, 46.0, 45.43396226415094)","(8.0, 9.4, 9.165384615384616)","(8.5, 9.4, 9.235087719298246)"
14-12-2022 14:34:17.452711,"(13.0, 18.0, 17.68)","(31.0, 55.0, 53.75)","(51.0, 70.0, 68.07692307692308)","(11.0, 14.0, 13.753521126760564)","(31.0, 48.0, 46.96774193548387)","(2.0, 2.22, 2.2217040358744398)","(12.0, 16.0, 15.386666666666667)","(14.0, 21.0, 20.43103448275862)","(31.0, 46.0, 45.43396226415094)","(8.0, 9.4, 9.165384615384616)","(8.5, 9.4, 9.181818181818182)"
14-12-2022 14:34:18.704078,"(13.0, 18.0, 17.68)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.07692307692308)","(11.0, 14.0, 13.753521126760564)","(31.0, 48.0, 46.96774193548387)","(2.0, 2.24, 2.2133501259445847)","(12.0, 16.0, 15.289855072463768)","(14.0, 21.0, 20.43103448275862)","(31.0, 46.0, 45.43396226415094)","(8.0, 9.4, 9.175510204081633)","(8.5, 9.2, 9.259541984732824)"
14-12-2022 14:34:20.076799,"(13.0, 18.0, 17.68)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.07692307692308)","(11.0, 14.0, 13.753521126760564)","(31.0, 48.0, 47.05882352941177)","(2.0, 2.22, 2.206451612903226)","(12.0, 16.0, 15.303030303030303)","(14.0, 21.0, 20.43103448275862)","(31.0, 46.0, 45.43396226415094)","(8.0, 9.2, 9.175510204081633)","(8.5, 9.4, 9.204255319148935)"
14-12-2022 14:34:21.293698,"(13.0, 18.0, 17.68)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.07692307692308)","(11.0, 14.0, 13.753521126760564)","(31.0, 48.0, 47.46666666666667)","(2.0, 2.22, 2.2015807560137457)","(12.0, 16.0, 15.303030303030303)","(14.0, 21.0, 20.24137931034483)","(31.0, 46.0, 45.43396226415094)","(8.0, 9.2, 9.175510204081633)","(8.0, 9.4, 9.266666666666667)"
14-12-2022 14:34:22.598724,"(13.0, 18.0, 17.75)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.48484848484848)","(11.0, 14.0, 13.473451327433628)","(31.0, 48.0, 47.46666666666667)","(2.0, 2.22, 2.201691176470588)","(12.0, 16.0, 15.36111111111111)","(14.0, 21.0, 20.5)","(31.0, 46.0, 45.333333333333336)","(8.0, 9.2, 9.175510204081633)","(8.0, 9.4, 9.327272727272728)"
14-12-2022 14:34:23.828337,"(13.0, 18.0, 17.76595744680851)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.48484848484848)","(11.0, 13.5, 13.443965517241379)","(31.0, 48.0, 47.05882352941177)","(2.0, 2.22, 2.233576017130621)","(12.0, 16.0, 15.277777777777779)","(14.0, 21.0, 20.24137931034483)","(31.0, 46.0, 45.333333333333336)","(8.0, 9.2, 9.134883720930231)","(8.0, 9.4, 9.189573459715639)"
14-12-2022 14:34:25.016020,"(13.0, 18.0, 17.83050847457627)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.52941176470588)","(11.0, 13.5, 13.443965517241379)","(31.0, 48.0, 47.05882352941177)","(2.0, 2.24, 2.233576017130621)","(12.0, 15.5, 15.277777777777779)","(14.0, 21.0, 20.24137931034483)","(31.0, 46.0, 45.333333333333336)","(8.0, 9.2, 9.102702702702702)","(8.0, 9.2, 9.189573459715639)"
14-12-2022 14:34:26.264168,"(13.0, 18.0, 17.83050847457627)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.52941176470588)","(11.0, 13.5, 13.439814814814815)","(31.0, 48.0, 47.05882352941177)","(2.0, 2.24, 2.234603174603175)","(12.0, 15.5, 15.047619047619047)","(14.0, 21.0, 20.28)","(31.0, 46.0, 45.513513513513516)","(8.0, 9.2, 8.975)","(8.0, 9.2, 9.189573459715639)"
14-12-2022 14:34:27.499755,"(13.0, 18.0, 17.83050847457627)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.52941176470588)","(11.0, 13.5, 13.439814814814815)","(31.0, 48.0, 47.05882352941177)","(2.0, 2.24, 2.234603174603175)","(12.0, 15.5, 15.047619047619047)","(14.0, 21.0, 20.28)","(31.0, 46.0, 45.705882352941174)","(8.0, 9.2, 8.888)","(8.0, 9.2, 9.185620915032679)"
14-12-2022 14:34:28.751821,"(13.0, 18.0, 17.75)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.75)","(31.0, 48.0, 47.05882352941177)","(2.0, 2.24, 2.234104046242775)","(12.0, 15.5, 15.267441860465116)","(14.0, 21.0, 20.38888888888889)","(31.0, 46.0, 45.705882352941174)","(8.0, 9.0, 8.888)","(8.0, 9.2, 9.185620915032679)"
14-12-2022 14:34:29.951119,"(13.0, 18.0, 17.708333333333332)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.775)","(31.0, 48.0, 47.24324324324324)","(2.0, 2.24, 2.2350315789473685)","(12.0, 15.5, 15.267441860465116)","(14.0, 21.0, 20.38888888888889)","(31.0, 46.0, 45.705882352941174)","(8.0, 9.0, 8.841379310344829)","(8.0, 9.2, 9.185620915032679)"
14-12-2022 14:34:31.137433,"(13.0, 18.0, 17.708333333333332)","(31.0, 55.0, 54.09090909090909)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.775)","(31.0, 48.0, 48.86486486486486)","(2.0, 2.24, 2.174029850746269)","(12.0, 15.5, 15.267441860465116)","(14.0, 21.0, 20.38888888888889)","(31.0, 46.0, 45.705882352941174)","(8.0, 9.0, 8.846666666666668)","(8.0, 9.2, 9.185135135135134)"
14-12-2022 14:34:32.373585,"(13.0, 18.0, 17.708333333333332)","(31.0, 55.0, 54.375)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.910714285714286)","(31.0, 50.0, 49.0)","(2.0, 2.18, 2.1956329113924054)","(12.0, 15.5, 15.488372093023255)","(14.0, 21.0, 20.440677966101696)","(31.0, 46.0, 45.9)","(8.0, 9.0, 8.892857142857142)","(8.0, 9.2, 9.232)"
14-12-2022 14:34:33.677759,"(13.0, 18.0, 17.952380952380953)","(31.0, 55.0, 52.857142857142854)","(51.0, 70.0, 68.6842105263158)","(11.0, 14.0, 13.888059701492537)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.2, 2.209442815249267)","(12.0, 16.0, 15.488372093023255)","(14.0, 21.0, 20.43103448275862)","(31.0, 46.0, 45.9)","(8.0, 9.0, 8.93658536585366)","(8.0, 9.4, 9.230645161290322)"
14-12-2022 14:34:34.910667,"(13.0, 18.0, 17.923076923076923)","(31.0, 55.0, 51.666666666666664)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.888059701492537)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.22, 2.207658402203857)","(12.0, 16.0, 15.488372093023255)","(14.0, 21.0, 20.43103448275862)","(31.0, 46.0, 45.9)","(8.0, 9.0, 8.93658536585366)","(8.0, 9.4, 9.230645161290322)"
14-12-2022 14:34:36.177538,"(13.0, 18.0, 17.923076923076923)","(31.0, 55.0, 51.666666666666664)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.892857142857142)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.22, 2.198308823529412)","(12.0, 16.0, 15.488372093023255)","(14.0, 21.0, 20.185185185185187)","(31.0, 46.0, 45.9)","(8.0, 9.0, 8.93658536585366)","(8.0, 9.4, 9.226446280991736)"
14-12-2022 14:34:37.393712,"(13.0, 18.0, 17.923076923076923)","(31.0, 55.0, 51.666666666666664)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.892857142857142)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.2, 2.1985625)","(12.0, 16.0, 15.716666666666667)","(14.0, 21.0, 20.043478260869566)","(31.0, 46.0, 45.9)","(8.0, 9.0, 8.957894736842105)","(8.0, 9.4, 9.17655172413793)"
14-12-2022 14:34:38.634506,"(13.0, 18.0, 17.923076923076923)","(31.0, 55.0, 51.666666666666664)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.84375)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.2, 2.2125102880658436)","(12.0, 16.0, 15.716666666666667)","(14.0, 21.0, 20.043478260869566)","(31.0, 46.0, 44.166666666666664)","(8.0, 9.0, 8.951515151515151)","(8.0, 9.2, 9.17655172413793)"
