,Cortes,Darksaber,Kokonotsu,Lonfire,Ponte Vecchio,Rackermann,The Woke Waiter,Thornycroft,Dreamtime Girl,Field The Moment,Shuffle Dancer
14-12-2022 14:30:43.767484,"(11.0, 15.0, 14.847457627118644)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.777777777777779)","(31.0, 80.0, 75.0)","(2.0, 2.26, 2.2426829268292683)","(11.0, 15.0, 14.947916666666666)","(13.0, 17.5, 16.879310344827587)","(26.0, 36.0, 35.96)","(7.5, 9.8, 9.651851851851852)","(10.0, 11.0, 10.841726618705035)"
14-12-2022 14:30:45.000496,"(11.0, 15.0, 14.847457627118644)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.783132530120483)","(31.0, 80.0, 75.0)","(2.0, 2.26, 2.2410169491525425)","(11.0, 15.0, 14.947916666666666)","(13.0, 17.5, 16.879310344827587)","(26.0, 36.0, 35.96)","(7.5, 9.8, 9.651851851851852)","(10.0, 11.0, 10.827586206896552)"
14-12-2022 14:30:46.249455,"(11.0, 15.0, 14.892857142857142)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.783132530120483)","(31.0, 80.0, 75.0)","(2.0, 2.26, 2.2410169491525425)","(11.0, 15.0, 14.947916666666666)","(13.0, 17.5, 16.879310344827587)","(26.0, 36.0, 35.96)","(7.5, 9.8, 9.651851851851852)","(10.0, 11.0, 10.827586206896552)"
14-12-2022 14:30:47.554590,"(11.0, 15.0, 14.833333333333334)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.783132530120483)","(31.0, 80.0, 75.0)","(2.0, 2.26, 2.2410169491525425)","(11.0, 15.0, 14.947916666666666)","(13.0, 17.5, 16.879310344827587)","(26.0, 36.0, 35.96)","(7.5, 9.8, 9.651851851851852)","(10.0, 11.0, 10.827586206896552)"
14-12-2022 14:30:48.871550,"(11.0, 15.0, 14.833333333333334)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.783132530120483)","(31.0, 80.0, 75.0)","(2.0, 2.26, 2.2351219512195124)","(11.0, 15.0, 14.947916666666666)","(13.0, 17.5, 16.823529411764707)","(26.0, 36.0, 35.96)","(7.5, 9.8, 9.651851851851852)","(10.0, 11.0, 10.86413043478261)"
14-12-2022 14:30:50.253164,"(11.0, 15.0, 14.862068965517242)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.783132530120483)","(31.0, 80.0, 75.0)","(1.95, 2.24, 2.2351219512195124)","(11.0, 15.0, 14.947916666666666)","(13.0, 17.5, 16.823529411764707)","(26.0, 36.0, 35.96)","(7.5, 9.8, 9.651851851851852)","(10.0, 11.0, 10.86413043478261)"
14-12-2022 14:30:51.604023,"(11.0, 15.0, 14.862068965517242)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.783132530120483)","(31.0, 80.0, 75.0)","(1.95, 2.24, 2.2351219512195124)","(11.0, 15.0, 14.947916666666666)","(13.0, 17.5, 16.823529411764707)","(26.0, 36.0, 35.96)","(7.5, 9.8, 9.618181818181819)","(10.0, 11.0, 10.86413043478261)"
14-12-2022 14:30:52.860945,"(11.0, 15.0, 14.862068965517242)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.766233766233766)","(31.0, 80.0, 60.714285714285715)","(1.95, 2.24, 2.2350877192982455)","(11.0, 15.0, 14.947916666666666)","(13.0, 17.5, 16.823529411764707)","(26.0, 36.0, 35.96)","(7.5, 9.8, 9.618181818181819)","(10.0, 11.0, 10.870466321243523)"
14-12-2022 14:30:54.110046,"(11.0, 15.0, 14.862068965517242)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.672727272727272)","(31.0, 75.0, 60.714285714285715)","(1.95, 2.26, 2.250718954248366)","(11.0, 15.0, 14.947916666666666)","(13.0, 17.5, 16.823529411764707)","(26.0, 36.0, 35.96)","(7.5, 9.8, 9.618181818181819)","(10.0, 11.0, 10.870466321243523)"
14-12-2022 14:30:55.415356,"(11.0, 15.0, 14.862068965517242)","(31.0, 55.0, 51.0)","(51.0, 100.0, 95.71428571428572)","(11.0, 13.0, 12.798387096774194)","(31.0, 75.0, 24.0)","(1.95, 2.26, 2.2476137931034486)","(11.0, 15.0, 15.161538461538461)","(13.0, 17.5, 17.05)","(26.0, 36.0, 36.333333333333336)","(7.5, 9.8, 9.733333333333333)","(10.0, 11.0, 11.186915887850468)"
14-12-2022 14:30:56.754358,"(11.0, 15.5, 15.176923076923076)","(31.0, 60.0, 51.875)","(51.0, 110.0, 106.5)","(11.0, 13.0, 12.798387096774194)","(31.0, 60.0, 40.86363636363636)","(1.95, 2.28, 2.2585526315789473)","(11.0, 15.5, 15.281818181818181)","(13.0, 17.5, 19.333333333333332)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.7)","(10.0, 11.5, 11.191244239631336)"
14-12-2022 14:30:58.048658,"(11.0, 15.5, 15.25)","(31.0, 60.0, 51.875)","(51.0, 110.0, 106.11111111111111)","(11.0, 13.0, 12.798387096774194)","(31.0, 44.0, 35.875)","(1.95, 2.26, 2.2616279069767438)","(11.0, 15.5, 15.281818181818181)","(13.0, 19.5, 18.8)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.709090909090909)","(10.0, 11.5, 10.925619834710744)"
14-12-2022 14:30:59.322265,"(11.0, 15.5, 15.232558139534884)","(31.0, 60.0, 51.875)","(51.0, 110.0, 106.11111111111111)","(11.0, 13.0, 12.798387096774194)","(31.0, 38.0, 32.375)","(1.95, 2.28, 2.261636060100167)","(11.0, 15.5, 15.281818181818181)","(13.0, 19.0, 18.8)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.644444444444444)","(10.0, 11.0, 10.890625)"
14-12-2022 14:31:00.633557,"(11.0, 15.5, 15.232558139534884)","(31.0, 60.0, 51.875)","(51.0, 110.0, 105.0)","(11.0, 13.0, 12.671052631578947)","(31.0, 34.0, 32.375)","(1.95, 2.28, 2.2618481848184815)","(11.0, 15.5, 15.31132075471698)","(13.0, 19.0, 19.058823529411764)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.644444444444444)","(10.0, 11.0, 10.895522388059701)"
14-12-2022 14:31:01.986111,"(11.0, 15.5, 15.375)","(31.0, 60.0, 51.875)","(51.0, 110.0, 105.0)","(11.0, 13.0, 12.480263157894736)","(31.0, 32.0, 27.75)","(1.95, 2.28, 2.2635149384885764)","(11.0, 15.5, 15.395833333333334)","(13.0, 19.5, 18.9)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.644444444444444)","(10.0, 11.0, 10.963636363636363)"
14-12-2022 14:31:03.280287,"(11.0, 15.5, 15.338235294117647)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 105.0)","(11.0, 12.5, 12.486666666666666)","(31.0, 29.0, 27.5)","(1.95, 2.28, 2.2635149384885764)","(11.0, 15.5, 15.395833333333334)","(13.0, 19.5, 18.9)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.644444444444444)","(10.0, 11.0, 10.963636363636363)"
14-12-2022 14:31:04.547456,"(11.0, 15.5, 15.462962962962964)","(31.0, 60.0, 52.0)","(51.0, 110.0, 105.0)","(11.0, 12.5, 12.486666666666666)","(31.0, 29.0, 30.0)","(1.95, 2.28, 2.2606363636363636)","(11.0, 15.5, 15.395833333333334)","(13.0, 19.5, 18.9)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.644444444444444)","(10.0, 11.0, 10.963636363636363)"
14-12-2022 14:31:05.790997,"(11.0, 15.5, 15.462962962962964)","(31.0, 60.0, 52.0)","(51.0, 110.0, 105.0)","(11.0, 12.5, 12.486666666666666)","(31.0, 32.0, 29.857142857142858)","(1.95, 2.28, 2.2606363636363636)","(11.0, 15.5, 15.4)","(13.0, 19.5, 18.9)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.615384615384615)","(10.0, 11.0, 10.966850828729282)"
14-12-2022 14:31:07.047134,"(11.0, 15.5, 15.462962962962964)","(31.0, 60.0, 52.0)","(51.0, 110.0, 105.0)","(11.0, 12.5, 12.486666666666666)","(31.0, 32.0, 32.4)","(1.95, 2.28, 2.260323325635104)","(11.0, 15.5, 15.4)","(13.0, 19.5, 19.02)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.497674418604651)","(10.0, 11.0, 10.966850828729282)"
14-12-2022 14:31:08.338120,"(11.0, 15.5, 15.46875)","(31.0, 60.0, 52.0)","(51.0, 110.0, 105.0)","(11.0, 12.5, 12.486666666666666)","(31.0, 34.0, 33.2)","(1.95, 2.28, 2.2603910614525136)","(11.0, 15.5, 15.4)","(13.0, 19.5, 19.02)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.393939393939393)","(10.0, 11.0, 10.966850828729282)"
14-12-2022 14:31:09.599759,"(11.0, 15.5, 15.46875)","(31.0, 60.0, 52.0)","(51.0, 110.0, 105.0)","(11.0, 12.5, 12.486666666666666)","(31.0, 34.0, 39.0)","(1.95, 2.28, 2.263868613138686)","(11.0, 15.5, 15.478260869565217)","(13.0, 19.5, 19.214285714285715)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.420689655172414)","(10.0, 11.0, 10.967032967032967)"
14-12-2022 14:31:10.908180,"(11.0, 15.5, 15.46875)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 105.625)","(11.0, 12.5, 12.486666666666666)","(31.0, 40.0, 39.27272727272727)","(1.95, 2.28, 2.286972111553785)","(11.0, 15.5, 15.4)","(13.0, 19.5, 19.214285714285715)","(26.0, 38.0, 37.44444444444444)","(7.5, 10.0, 9.666666666666668)","(10.0, 11.0, 10.927083333333334)"
14-12-2022 14:31:12.096433,"(11.0, 15.5, 15.378787878787879)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 12.5, 12.486666666666666)","(31.0, 40.0, 39.5)","(1.95, 2.3, 2.29051051051051)","(11.0, 15.5, 15.4)","(13.0, 19.5, 19.214285714285715)","(26.0, 38.0, 37.44444444444444)","(7.5, 9.8, 9.608695652173914)","(10.0, 11.0, 10.922651933701658)"
14-12-2022 14:31:13.290350,"(11.0, 15.5, 15.378787878787879)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 12.5, 12.451612903225806)","(31.0, 40.0, 39.5)","(1.95, 2.3, 2.29158940397351)","(11.0, 15.5, 15.333333333333334)","(13.0, 19.5, 19.214285714285715)","(26.0, 38.0, 37.44444444444444)","(7.5, 9.8, 9.608695652173914)","(10.0, 11.0, 10.922651933701658)"
14-12-2022 14:31:14.453383,"(11.0, 15.5, 15.378787878787879)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 12.5, 12.48951048951049)","(31.0, 40.0, 40.0)","(1.95, 2.3, 2.292737752161383)","(11.0, 15.5, 15.333333333333334)","(13.0, 19.5, 19.214285714285715)","(26.0, 38.0, 37.44444444444444)","(7.5, 9.8, 9.608695652173914)","(10.0, 11.0, 10.919075144508671)"
14-12-2022 14:31:15.712373,"(11.0, 15.5, 15.378787878787879)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 12.5, 12.48951048951049)","(31.0, 42.0, 39.61904761904762)","(1.95, 2.3, 2.3012398921832884)","(11.0, 15.5, 15.023255813953488)","(13.0, 19.5, 19.214285714285715)","(26.0, 38.0, 37.44444444444444)","(7.5, 9.8, 9.482758620689655)","(10.0, 11.0, 10.919075144508671)"
14-12-2022 14:31:16.964425,"(11.0, 15.5, 15.378787878787879)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 12.5, 12.710659898477157)","(31.0, 42.0, 40.666666666666664)","(1.95, 2.32, 2.2965734265734263)","(11.0, 16.0, 15.349056603773585)","(13.0, 19.5, 19.214285714285715)","(26.0, 38.0, 37.44444444444444)","(7.5, 9.8, 9.35)","(10.0, 11.0, 10.908284023668639)"
14-12-2022 14:31:18.214352,"(11.0, 15.5, 15.378787878787879)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.693069306930694)","(31.0, 42.0, 40.125)","(1.95, 2.32, 2.3061283643892336)","(11.0, 15.5, 15.303571428571429)","(13.0, 19.5, 19.214285714285715)","(26.0, 38.0, 37.44444444444444)","(7.5, 9.4, 9.154285714285713)","(10.0, 11.0, 10.898843930635838)"
14-12-2022 14:31:19.410366,"(11.0, 15.5, 15.378787878787879)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.76969696969697)","(31.0, 42.0, 40.666666666666664)","(1.95, 2.32, 2.3051679586563307)","(11.0, 15.5, 15.38888888888889)","(13.0, 19.5, 18.75)","(26.0, 38.0, 37.3)","(7.5, 9.2, 9.17037037037037)","(10.0, 11.0, 10.928571428571429)"
14-12-2022 14:31:20.658806,"(11.0, 15.5, 15.435483870967742)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.76969696969697)","(31.0, 42.0, 40.666666666666664)","(1.95, 2.32, 2.3051679586563307)","(11.0, 15.5, 15.38888888888889)","(13.0, 19.5, 18.75)","(26.0, 38.0, 37.3)","(7.5, 9.2, 9.17037037037037)","(10.0, 11.0, 10.94186046511628)"
14-12-2022 14:31:21.935059,"(11.0, 15.5, 15.406976744186046)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.76969696969697)","(31.0, 42.0, 40.666666666666664)","(1.95, 2.32, 2.3051679586563307)","(11.0, 15.5, 15.38888888888889)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.3)","(7.5, 9.2, 9.17037037037037)","(10.0, 11.0, 11.286206896551723)"
14-12-2022 14:31:23.099571,"(11.0, 15.5, 15.30952380952381)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.760479041916168)","(31.0, 42.0, 37.714285714285715)","(1.95, 2.32, 2.3008849557522124)","(11.0, 15.5, 15.342105263157894)","(13.0, 19.5, 18.8)","(26.0, 38.0, 37.3)","(7.5, 9.2, 9.17037037037037)","(10.0, 11.5, 10.987179487179487)"
14-12-2022 14:31:24.327859,"(11.0, 15.5, 15.202127659574469)","(31.0, 60.0, 52.5)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.695121951219512)","(31.0, 42.0, 40.4)","(1.95, 2.32, 2.29578947368421)","(11.0, 15.5, 15.255102040816327)","(13.0, 19.0, 18.5)","(26.0, 38.0, 37.241379310344826)","(7.5, 9.2, 9.174193548387096)","(10.0, 11.0, 10.985185185185186)"
14-12-2022 14:31:25.566554,"(11.0, 15.5, 15.190909090909091)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.695121951219512)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.2987499999999996)","(11.0, 15.5, 15.255102040816327)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.241379310344826)","(7.5, 9.2, 9.288888888888888)","(10.0, 11.0, 10.439024390243903)"
14-12-2022 14:31:26.920639,"(11.0, 15.5, 15.245098039215687)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.794642857142858)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.2987499999999996)","(11.0, 15.5, 15.322222222222223)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.436868686868687)"
14-12-2022 14:31:28.184637,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.794642857142858)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.2987499999999996)","(11.0, 15.5, 15.322222222222223)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.424019607843137)"
14-12-2022 14:31:29.501936,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.78448275862069)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.2987499999999996)","(11.0, 15.5, 15.322222222222223)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.424019607843137)"
14-12-2022 14:31:30.864402,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.772727272727273)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.271313131313131)","(11.0, 15.5, 15.425)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.461309523809524)"
14-12-2022 14:31:32.157168,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.0)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.909090909090908)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.28, 2.2846153846153845)","(11.0, 15.5, 15.425)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.419444444444444)"
14-12-2022 14:31:33.465154,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.909090909090908)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.2846153846153845)","(11.0, 15.5, 15.425)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.419444444444444)"
14-12-2022 14:31:34.650576,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.909090909090908)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.2846153846153845)","(11.0, 15.5, 15.425)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.419444444444444)"
14-12-2022 14:31:35.850264,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.909090909090908)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.2830656934306566)","(11.0, 15.5, 15.425)","(13.0, 19.5, 18.5)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.415697674418604)"
14-12-2022 14:31:37.013490,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.909090909090908)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.2824113475177303)","(11.0, 15.5, 15.430232558139535)","(13.0, 19.5, 18.772727272727273)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.415697674418604)"
14-12-2022 14:31:38.233643,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 95.0)","(11.0, 13.0, 12.909090909090908)","(31.0, 42.0, 40.73684210526316)","(1.95, 2.3, 2.2824113475177303)","(11.0, 15.5, 15.430232558139535)","(13.0, 19.5, 18.772727272727273)","(26.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(10.0, 10.5, 10.415697674418604)"
14-12-2022 14:31:39.568759,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 115.71428571428572)","(11.0, 13.0, 12.880597014925373)","(31.0, 42.0, 40.857142857142854)","(2.05, 2.3, 2.281764705882353)","(11.0, 15.5, 15.40909090909091)","(14.0, 18.5, 18.40909090909091)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.276923076923078)","(9.0, 10.5, 10.409090909090908)"
14-12-2022 14:31:40.794116,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 120.0, 106.66666666666667)","(11.0, 13.0, 12.880597014925373)","(31.0, 42.0, 42.54545454545455)","(2.05, 2.3, 2.2881415929203537)","(11.0, 15.5, 15.40909090909091)","(14.0, 18.5, 18.40909090909091)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.276923076923078)","(9.0, 10.5, 10.407407407407407)"
14-12-2022 14:31:41.927961,"(11.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 120.0, 106.66666666666667)","(11.0, 13.0, 12.822784810126583)","(31.0, 44.0, 41.86666666666667)","(2.05, 2.3, 2.2856790123456787)","(11.0, 15.5, 15.3)","(14.0, 18.5, 18.40909090909091)","(31.0, 38.0, 37.565217391304344)","(7.5, 9.4, 9.216000000000001)","(9.0, 10.5, 10.330508474576272)"
14-12-2022 14:31:43.295339,"(12.0, 15.5, 15.3125)","(31.0, 60.0, 52.30769230769231)","(51.0, 110.0, 106.25)","(11.0, 13.5, 13.11111111111111)","(31.0, 44.0, 41.86666666666667)","(2.05, 2.3, 2.2856790123456787)","(11.0, 15.5, 15.3)","(14.0, 18.5, 18.40909090909091)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.251162790697675)","(9.0, 10.5, 10.320588235294117)"
14-12-2022 14:31:44.562333,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 120.0, 111.11111111111111)","(11.0, 13.5, 13.152173913043478)","(31.0, 44.0, 42.0)","(2.05, 2.3, 2.2881415929203537)","(11.0, 15.5, 15.06338028169014)","(14.0, 19.0, 18.45)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(9.0, 10.5, 10.322485207100591)"
14-12-2022 14:31:45.835866,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 106.0)","(11.0, 13.5, 13.159340659340659)","(31.0, 44.0, 42.0)","(2.05, 2.3, 2.2864646464646463)","(11.0, 14.5, 14.125)","(14.0, 19.0, 18.45)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(9.0, 10.5, 10.322485207100591)"
14-12-2022 14:31:46.981341,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.72727272727273)","(51.0, 110.0, 106.0)","(11.0, 13.5, 13.159340659340659)","(31.0, 44.0, 42.0)","(2.05, 2.3, 2.2810666666666664)","(11.0, 14.5, 14.75)","(14.0, 19.0, 18.45)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(9.0, 10.5, 10.344936708860759)"
14-12-2022 14:31:48.141202,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.0)","(51.0, 120.0, 102.5)","(11.0, 13.5, 13.159340659340659)","(31.0, 44.0, 42.0)","(2.05, 2.3, 2.281643835616438)","(11.0, 15.0, 14.303571428571429)","(14.0, 19.0, 18.45)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.284210526315789)","(9.0, 10.5, 10.344936708860759)"
14-12-2022 14:31:49.323022,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.0)","(51.0, 120.0, 114.16666666666666)","(11.0, 13.5, 13.159340659340659)","(31.0, 44.0, 42.0)","(2.05, 2.3, 2.281643835616438)","(11.0, 15.0, 14.303571428571429)","(14.0, 19.0, 18.45)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.306382978723404)","(9.0, 10.5, 10.376262626262626)"
14-12-2022 14:31:50.482245,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 52.0)","(51.0, 120.0, 115.71428571428572)","(11.0, 13.5, 13.159340659340659)","(31.0, 44.0, 42.0)","(2.05, 2.3, 2.281643835616438)","(11.0, 15.0, 14.288135593220339)","(14.0, 19.0, 18.45)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.306382978723404)","(9.0, 10.5, 10.3860103626943)"
14-12-2022 14:31:51.728864,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 53.333333333333336)","(51.0, 130.0, 120.0)","(11.0, 13.5, 13.159340659340659)","(31.0, 44.0, 42.0)","(2.05, 2.3, 2.2621052631578946)","(11.0, 15.0, 14.25)","(14.0, 19.0, 18.266666666666666)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.306382978723404)","(9.0, 10.5, 10.3860103626943)"
14-12-2022 14:31:52.987207,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 53.333333333333336)","(51.0, 120.0, 112.5)","(11.0, 13.5, 13.20754716981132)","(31.0, 44.0, 41.55555555555556)","(2.05, 2.28, 2.2576923076923077)","(11.0, 15.0, 14.301369863013699)","(14.0, 19.0, 18.42105263157895)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.315384615384616)","(9.0, 10.5, 10.392156862745098)"
14-12-2022 14:31:54.798915,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 56.666666666666664)","(51.0, 120.0, 112.5)","(11.0, 13.5, 13.20754716981132)","(31.0, 42.0, 42.93333333333333)","(2.05, 2.26, 2.2576923076923077)","(11.0, 15.0, 14.314285714285715)","(14.0, 19.0, 18.42105263157895)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.315384615384616)","(9.0, 10.5, 10.392156862745098)"
14-12-2022 14:31:56.034447,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 56.666666666666664)","(51.0, 120.0, 112.5)","(11.0, 13.5, 13.20754716981132)","(31.0, 44.0, 42.13333333333333)","(2.05, 2.26, 2.2527650727650728)","(11.0, 15.0, 14.314285714285715)","(14.0, 19.0, 18.42105263157895)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.315384615384616)","(9.0, 10.5, 10.37912087912088)"
14-12-2022 14:31:57.258644,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 56.666666666666664)","(51.0, 120.0, 97.5)","(11.0, 13.5, 13.20754716981132)","(31.0, 44.0, 42.666666666666664)","(2.05, 2.28, 2.2527650727650728)","(11.0, 15.0, 14.314285714285715)","(14.0, 19.0, 18.42105263157895)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.315384615384616)","(9.0, 10.5, 10.37912087912088)"
14-12-2022 14:31:58.478843,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 56.666666666666664)","(51.0, 110.0, 101.66666666666667)","(11.0, 13.5, 13.20754716981132)","(31.0, 44.0, 42.93333333333333)","(2.05, 2.28, 2.257542857142857)","(11.0, 15.0, 14.314285714285715)","(14.0, 19.0, 18.42105263157895)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.4, 9.1375)","(9.0, 10.5, 10.37912087912088)"
14-12-2022 14:31:59.673037,"(12.0, 15.5, 15.333333333333334)","(31.0, 60.0, 57.69230769230769)","(51.0, 110.0, 101.66666666666667)","(11.0, 13.5, 13.170212765957446)","(31.0, 44.0, 42.93333333333333)","(2.05, 2.26, 2.263397683397683)","(11.0, 15.0, 14.314285714285715)","(14.0, 19.0, 18.42105263157895)","(31.0, 38.0, 37.63636363636363)","(7.5, 9.2, 9.1375)","(9.0, 10.5, 10.375706214689265)"
