,Bushmans Prayer,Ishmy Ruby,Short Deuce,My Dad Baz,Tame The Beast,American Star,Nullify
12-01-2023 10:51:34.435870,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 34.0, 31.75)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:35.439845,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 34.0, 31.75)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:36.587597,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 34.0, 30.8)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:37.603539,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 34.0, 30.8)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:38.588506,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 34.0, 30.8)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:39.573694,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 34.0, 31.333333333333332)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:40.669857,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 34.0, 31.333333333333332)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:41.789975,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 4.1)","(10.0, 34.0, 31.333333333333332)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:42.871333,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 10.1)","(6.0, 13.5, 12.1)","(3.3, 5.3, 4.1)","(10.0, 34.0, 31.333333333333332)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:43.945991,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 10.1)","(6.0, 13.5, 12.1)","(3.3, 5.3, 4.1)","(10.0, 34.0, 31.333333333333332)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:45.114350,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 34.0, 31.333333333333332)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:46.144978,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 34.0, 32.666666666666664)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:47.230000,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:48.312827,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:49.366591,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:50.429494,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.9666666666666663)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:51.435888,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:52.429680,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:53.454834,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.12)"
12-01-2023 10:51:54.579594,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.21)"
12-01-2023 10:51:55.681932,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.21)"
12-01-2023 10:51:56.760565,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.21)"
12-01-2023 10:51:57.739706,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.21)"
12-01-2023 10:51:58.691937,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.21)"
12-01-2023 10:51:59.722766,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.21)"
12-01-2023 10:52:00.802632,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.1)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.21)"
12-01-2023 10:52:01.869211,"(3.3, 3.85, 3.685294117647059)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:02.952893,"(3.3, 3.85, 3.6657894736842107)","(19.0, 42.0, 29.5)","(9.0, 11.5, 9.894117647058824)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.666666666666664)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:03.925756,"(3.3, 3.85, 3.6657894736842107)","(19.0, 42.0, 28.25)","(9.0, 11.5, 9.894117647058824)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.15384615384615)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:04.908163,"(3.3, 3.85, 3.6657894736842107)","(19.0, 42.0, 28.25)","(9.0, 11.5, 9.894117647058824)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 32.15384615384615)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:05.951549,"(3.3, 3.85, 3.6657894736842107)","(19.0, 42.0, 28.25)","(9.0, 11.5, 10.046153846153846)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.8777777777777778)","(10.0, 36.0, 35.0)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:06.947684,"(3.3, 3.85, 3.6657894736842107)","(19.0, 42.0, 28.25)","(9.0, 11.5, 10.046153846153846)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.9666666666666663)","(10.0, 36.0, 32.5)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:07.974050,"(3.3, 3.85, 3.6657894736842107)","(19.0, 42.0, 28.25)","(9.0, 11.5, 10.046153846153846)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.9666666666666663)","(10.0, 38.0, 34.526315789473685)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:08.992146,"(3.3, 3.85, 3.6657894736842107)","(19.0, 42.0, 33.15384615384615)","(9.0, 11.5, 10.173684210526316)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.9666666666666663)","(10.0, 38.0, 34.333333333333336)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:10.049459,"(3.3, 3.85, 3.652564102564103)","(19.0, 42.0, 33.15384615384615)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.9666666666666663)","(10.0, 38.0, 34.333333333333336)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:11.180731,"(3.3, 3.85, 3.652564102564103)","(19.0, 42.0, 33.15384615384615)","(9.0, 11.5, 9.925)","(6.0, 13.5, 12.227272727272727)","(3.3, 5.3, 3.9666666666666663)","(10.0, 38.0, 34.333333333333336)","(3.7, 4.3, 4.177272727272727)"
12-01-2023 10:52:12.262161,"(3.3, 3.85, 3.403125)","(19.0, 42.0, 33.15384615384615)","(9.0, 11.5, 9.96)","(6.0, 13.5, 12.052631578947368)","(3.3, 5.3, 3.9666666666666663)","(10.0, 38.0, 34.333333333333336)","(3.7, 4.3, 4.075)"
12-01-2023 10:52:13.303782,"(3.3, 3.85, 3.64375)","(19.0, 42.0, 33.15384615384615)","(9.0, 11.5, 9.96)","(6.0, 13.5, 12.052631578947368)","(3.3, 5.3, 3.9666666666666663)","(10.0, 38.0, 34.7)","(3.7, 4.3, 3.94)"
12-01-2023 10:52:14.313288,"(3.3, 3.85, 3.64375)","(19.0, 80.0, 63.36363636363637)","(9.0, 11.5, 9.96)","(6.0, 13.5, 12.25)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.7)","(3.7, 4.3, 4.071428571428571)"
12-01-2023 10:52:15.304853,"(3.3, 3.85, 3.64375)","(19.0, 55.0, 35.27777777777778)","(9.0, 11.5, 9.96)","(6.0, 13.5, 12.19047619047619)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.7)","(3.7, 4.3, 4.089473684210526)"
12-01-2023 10:52:16.256291,"(3.3, 3.85, 3.64375)","(19.0, 55.0, 33.125)","(9.0, 11.5, 9.96)","(6.0, 13.5, 12.19047619047619)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 33.72222222222222)","(3.7, 4.3, 4.071428571428571)"
12-01-2023 10:52:17.262454,"(3.3, 3.85, 3.64375)","(19.0, 55.0, 33.125)","(9.0, 11.5, 9.96)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 33.72222222222222)","(3.7, 4.3, 4.014285714285714)"
12-01-2023 10:52:18.313948,"(3.3, 3.85, 3.64375)","(19.0, 55.0, 33.125)","(9.0, 11.5, 9.96)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 33.72222222222222)","(3.7, 4.3, 4.024137931034483)"
12-01-2023 10:52:19.324603,"(3.3, 3.85, 3.50625)","(19.0, 55.0, 33.125)","(9.0, 11.5, 10.6)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 33.72222222222222)","(3.7, 4.3, 4.024137931034483)"
12-01-2023 10:52:20.310981,"(3.3, 3.8, 3.4478260869565216)","(19.0, 55.0, 29.545454545454547)","(9.0, 11.5, 10.866666666666667)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:21.282283,"(3.3, 3.8, 3.4478260869565216)","(19.0, 55.0, 29.545454545454547)","(9.0, 11.5, 10.866666666666667)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:22.386667,"(3.3, 3.8, 3.4478260869565216)","(19.0, 55.0, 29.545454545454547)","(9.0, 11.5, 10.866666666666667)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:23.490476,"(3.3, 3.8, 3.4478260869565216)","(19.0, 55.0, 29.545454545454547)","(9.0, 11.5, 10.866666666666667)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:24.568862,"(3.3, 3.75, 3.5318181818181817)","(19.0, 55.0, 29.545454545454547)","(9.0, 11.5, 10.866666666666667)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:25.552842,"(3.3, 3.75, 3.3653846153846154)","(19.0, 55.0, 29.545454545454547)","(9.0, 15.5, 14.657142857142857)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:26.475292,"(3.3, 3.75, 3.486842105263158)","(19.0, 55.0, 29.545454545454547)","(9.0, 14.5, 13.8)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:27.453599,"(3.3, 3.75, 3.486842105263158)","(19.0, 55.0, 29.545454545454547)","(9.0, 14.5, 12.05)","(6.0, 13.5, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:28.588966,"(3.3, 3.75, 3.486842105263158)","(19.0, 55.0, 29.545454545454547)","(9.0, 14.5, 11.381818181818181)","(6.0, 13.5, 11.576923076923077)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:29.667511,"(3.3, 3.75, 3.486842105263158)","(19.0, 55.0, 29.545454545454547)","(9.0, 14.5, 11.381818181818181)","(6.0, 13.5, 11.5)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:30.752719,"(3.3, 3.75, 3.486842105263158)","(19.0, 55.0, 29.545454545454547)","(9.0, 14.5, 11.381818181818181)","(6.0, 13.0, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:31.906266,"(3.3, 3.75, 3.486842105263158)","(19.0, 55.0, 29.545454545454547)","(9.0, 14.5, 11.381818181818181)","(6.0, 13.0, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 33.72222222222222)","(3.7, 4.3, 4.064705882352941)"
12-01-2023 10:52:33.223565,"(3.3, 3.75, 3.392857142857143)","(19.0, 55.0, 29.545454545454547)","(9.0, 14.5, 11.381818181818181)","(6.0, 13.0, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.3, 4.076923076923077)"
12-01-2023 10:52:34.435529,"(3.3, 3.75, 3.392857142857143)","(19.0, 55.0, 29.545454545454547)","(9.0, 14.5, 11.381818181818181)","(6.0, 13.0, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.2, 4.059090909090909)"
12-01-2023 10:52:35.609893,"(3.3, 3.75, 3.392857142857143)","(19.0, 55.0, 29.545454545454547)","(9.0, 14.5, 11.381818181818181)","(6.0, 13.0, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.1, 3.9666666666666663)"
12-01-2023 10:52:36.733331,"(3.3, 3.75, 3.392857142857143)","(19.0, 44.0, 29.0)","(9.0, 14.5, 11.381818181818181)","(6.0, 13.0, 11.666666666666666)","(3.3, 5.3, 4.055555555555555)","(10.0, 38.0, 34.11764705882353)","(3.7, 4.1, 3.8545454545454545)"
12-01-2023 10:52:37.813347,"(3.3, 3.75, 3.3833333333333333)","(19.0, 44.0, 29.0)","(9.0, 14.5, 11.381818181818181)","(6.0, 13.0, 11.666666666666666)","(3.3, 5.3, 4.144444444444445)","(10.0, 38.0, 34.526315789473685)","(3.7, 4.1, 3.86)"
12-01-2023 10:52:38.999606,"(3.3, 3.75, 3.3833333333333333)","(19.0, 44.0, 29.0)","(9.0, 14.5, 11.928571428571429)","(6.0, 13.0, 12.5)","(3.3, 5.3, 4.144444444444445)","(10.0, 38.0, 34.526315789473685)","(3.7, 4.1, 3.86)"
12-01-2023 10:52:40.118515,"(3.3, 3.75, 3.3833333333333333)","(19.0, 44.0, 29.0)","(9.0, 14.5, 11.928571428571429)","(6.0, 13.0, 12.5)","(3.3, 5.3, 4.144444444444445)","(10.0, 38.0, 35.75)","(3.7, 4.1, 3.9399999999999995)"
12-01-2023 10:52:41.151101,"(3.3, 3.75, 3.3833333333333333)","(19.0, 44.0, 29.0)","(9.0, 14.5, 12.382352941176471)","(6.0, 13.0, 12.8125)","(3.3, 5.3, 4.144444444444445)","(10.0, 38.0, 36.36363636363636)","(3.7, 4.1, 3.988888888888889)"
12-01-2023 10:52:42.144151,"(3.3, 3.7, 3.475)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 12.382352941176471)","(6.0, 13.0, 12.8125)","(3.3, 5.3, 4.144444444444445)","(10.0, 38.0, 36.36363636363636)","(3.7, 4.1, 4.166666666666667)"
12-01-2023 10:52:43.314000,"(3.3, 3.7, 3.45)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 12.382352941176471)","(6.0, 13.0, 12.61111111111111)","(3.3, 5.3, 4.322222222222222)","(10.0, 38.0, 36.36363636363636)","(3.7, 4.2, 4.165)"
12-01-2023 10:52:44.512652,"(3.3, 3.7, 3.45)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 12.382352941176471)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.322222222222222)","(10.0, 38.0, 36.36363636363636)","(3.7, 4.2, 4.168181818181818)"
12-01-2023 10:52:45.641490,"(3.3, 3.7, 3.325)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 12.382352941176471)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.322222222222222)","(10.0, 38.0, 36.36363636363636)","(3.7, 4.2, 4.168181818181818)"
12-01-2023 10:52:46.775387,"(3.3, 3.7, 3.526923076923077)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 11.5)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.322222222222222)","(10.0, 38.0, 37.25)","(3.7, 4.2, 4.1781250000000005)"
12-01-2023 10:52:47.831248,"(3.3, 3.7, 3.526923076923077)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 10.936363636363636)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.322222222222222)","(10.0, 38.0, 37.25)","(3.7, 4.2, 4.1781250000000005)"
12-01-2023 10:52:48.870558,"(3.3, 3.7, 3.526923076923077)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 11.886666666666667)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.322222222222222)","(10.0, 38.0, 37.333333333333336)","(3.7, 4.2, 4.1781250000000005)"
12-01-2023 10:52:49.995535,"(3.3, 3.7, 3.526923076923077)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 11.886666666666667)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.322222222222222)","(10.0, 40.0, 37.333333333333336)","(3.7, 4.2, 4.1781250000000005)"
12-01-2023 10:52:51.088642,"(3.3, 3.7, 3.526923076923077)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 11.886666666666667)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.3100000000000005)","(10.0, 40.0, 37.333333333333336)","(3.7, 4.2, 4.1781250000000005)"
12-01-2023 10:52:52.149481,"(3.3, 3.7, 3.526923076923077)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 12.653846153846153)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.3100000000000005)","(10.0, 40.0, 37.333333333333336)","(3.7, 4.2, 4.1781250000000005)"
12-01-2023 10:52:53.134466,"(3.3, 3.7, 3.5)","(19.0, 44.0, 26.545454545454547)","(9.0, 14.5, 12.653846153846153)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.3100000000000005)","(10.0, 40.0, 28.733333333333334)","(3.7, 4.2, 4.168181818181818)"
12-01-2023 10:52:54.229452,"(3.3, 3.7, 3.5)","(19.0, 44.0, 24.8)","(9.0, 14.5, 12.653846153846153)","(6.0, 14.0, 13.0625)","(3.3, 5.3, 4.7)","(10.0, 40.0, 30.857142857142858)","(3.7, 4.2, 4.16875)"
12-01-2023 10:52:55.342452,"(3.3, 3.7, 3.5)","(19.0, 44.0, 24.8)","(9.0, 14.5, 12.653846153846153)","(6.0, 14.0, 13.0625)","(3.3, 5.2, 4.7)","(10.0, 38.0, 32.11764705882353)","(3.7, 4.3, 4.16875)"
12-01-2023 10:52:56.399748,"(3.3, 3.7, 3.5)","(19.0, 44.0, 24.8)","(9.0, 14.5, 12.653846153846153)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.2, 4.75)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.16875)"
12-01-2023 10:52:57.481450,"(3.3, 3.7, 3.481818181818182)","(19.0, 44.0, 24.8)","(9.0, 14.5, 12.653846153846153)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.1, 4.75)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.16875)"
12-01-2023 10:52:58.629394,"(3.3, 3.7, 3.481818181818182)","(19.0, 44.0, 24.8)","(9.0, 14.5, 10.5)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.1, 4.75)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.16875)"
12-01-2023 10:52:59.799621,"(3.3, 3.7, 3.481818181818182)","(19.0, 42.0, 32.0)","(9.0, 14.5, 10.5)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.1, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.16875)"
12-01-2023 10:53:00.954765,"(3.3, 3.7, 3.325)","(19.0, 40.0, 32.0)","(9.0, 14.5, 10.5)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.0)"
12-01-2023 10:53:02.162292,"(3.3, 3.7, 3.625)","(19.0, 40.0, 32.0)","(9.0, 14.5, 10.5)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:03.349203,"(3.3, 3.7, 3.6437500000000003)","(19.0, 40.0, 32.0)","(9.0, 14.5, 10.5)","(6.0, 14.0, 12.928571428571429)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:04.478122,"(3.3, 3.7, 3.6437500000000003)","(19.0, 40.0, 32.0)","(9.0, 14.5, 11.0)","(6.0, 14.0, 13.375)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:05.519259,"(3.3, 3.7, 3.435294117647059)","(19.0, 40.0, 25.75)","(9.0, 14.0, 11.0)","(6.0, 14.0, 13.375)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:06.636063,"(3.3, 3.7, 3.393181818181818)","(19.0, 40.0, 30.5)","(9.0, 14.0, 10.19047619047619)","(6.0, 14.0, 13.375)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:07.743048,"(3.3, 3.7, 3.3161764705882355)","(19.0, 40.0, 33.35)","(9.0, 14.0, 10.19047619047619)","(6.0, 14.0, 13.375)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:08.882355,"(3.3, 3.7, 3.3161764705882355)","(19.0, 40.0, 33.35)","(9.0, 14.0, 10.19047619047619)","(6.0, 14.0, 13.375)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:10.050303,"(3.3, 3.7, 3.3161764705882355)","(19.0, 40.0, 33.35)","(9.0, 14.0, 10.19047619047619)","(6.0, 14.0, 13.375)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:11.147556,"(3.3, 3.65, 3.4318181818181817)","(19.0, 40.0, 33.35)","(9.0, 14.0, 10.19047619047619)","(6.0, 14.0, 13.375)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:12.138125,"(3.3, 3.65, 3.3833333333333333)","(19.0, 40.0, 33.35)","(9.0, 14.0, 10.19047619047619)","(6.0, 14.0, 13.375)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
12-01-2023 10:53:13.202076,"(3.4, 3.65, 3.4318181818181817)","(20.0, 40.0, 33.35)","(9.0, 14.0, 10.19047619047619)","(6.0, 14.0, 13.375)","(3.3, 5.3, 4.5)","(10.0, 38.0, 32.44444444444444)","(3.7, 4.3, 4.133333333333333)"
