,Count On Me,Direct Affect,Jessandi,Mikasa,Myeyesadoreyou,Penfold Park,Calm Down,Dark Lever
15-12-2022 13:22:20.179925,"(6.5, 7.6, 7.575652173913043)","(4.6, 5.9, 5.635)","(15.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.570949720670391)","(6.5, 8.6, 8.567213114754098)","(21.0, 40.0, 36.36363636363636)","(3.7, 4.2, 4.192444444444445)","(51.0, 75.0, 70.0)"
15-12-2022 13:22:21.368968,"(6.5, 7.6, 7.578761061946903)","(4.6, 5.9, 5.635)","(14.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.571348314606741)","(6.5, 8.6, 8.567213114754098)","(21.0, 40.0, 36.36363636363636)","(3.7, 4.2, 4.192444444444445)","(51.0, 75.0, 70.0)"
15-12-2022 13:22:22.956753,"(6.5, 7.6, 7.578761061946903)","(4.6, 5.9, 5.635)","(14.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.569642857142857)","(6.5, 8.6, 8.567213114754098)","(21.0, 40.0, 36.36363636363636)","(3.7, 4.2, 4.192444444444445)","(51.0, 75.0, 70.0)"
15-12-2022 13:22:24.307193,"(6.5, 7.6, 7.578761061946903)","(4.6, 5.9, 5.635)","(14.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.568711656441717)","(6.5, 8.6, 8.567213114754098)","(21.0, 40.0, 36.36363636363636)","(3.7, 4.2, 4.192444444444445)","(51.0, 75.0, 70.0)"
15-12-2022 13:22:25.515082,"(6.5, 7.6, 7.578761061946903)","(4.6, 5.9, 5.6973509933774835)","(14.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.568711656441717)","(6.5, 8.6, 8.567213114754098)","(21.0, 40.0, 36.36363636363636)","(3.7, 4.2, 4.19984)","(51.0, 75.0, 70.0)"
15-12-2022 13:22:26.763877,"(6.5, 7.6, 7.5696202531645564)","(4.6, 5.9, 5.6973509933774835)","(14.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.568711656441717)","(6.5, 8.6, 8.567213114754098)","(21.0, 40.0, 35.130434782608695)","(3.7, 4.2, 4.19984)","(51.0, 75.0, 70.83333333333333)"
15-12-2022 13:22:28.049262,"(6.5, 7.6, 7.565217391304348)","(4.6, 5.9, 5.7105263157894735)","(14.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.568292682926829)","(6.5, 8.6, 8.563636363636363)","(21.0, 36.0, 34.57142857142857)","(3.7, 4.2, 4.19984)","(51.0, 75.0, 70.45454545454545)"
15-12-2022 13:22:29.369627,"(6.5, 7.6, 7.554716981132075)","(4.6, 5.9, 5.721487603305785)","(14.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.568292682926829)","(6.5, 8.6, 8.563636363636363)","(21.0, 36.0, 34.30769230769231)","(3.7, 4.2, 4.1998363338788876)","(51.0, 75.0, 70.45454545454545)"
15-12-2022 13:22:30.950505,"(6.5, 7.6, 7.58235294117647)","(4.6, 5.9, 5.721487603305785)","(14.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.563276836158192)","(6.5, 8.6, 8.563636363636363)","(21.0, 36.0, 35.12)","(3.6, 4.2, 4.198850574712644)","(51.0, 75.0, 74.23076923076923)"
15-12-2022 13:22:32.519380,"(6.5, 7.6, 7.58235294117647)","(4.6, 5.9, 5.751162790697674)","(14.0, 18.0, 17.547619047619047)","(3.8, 4.6, 4.5636363636363635)","(6.5, 8.6, 8.844444444444445)","(21.0, 36.0, 35.214285714285715)","(3.6, 4.2, 4.016666666666667)","(51.0, 85.0, 74.23076923076923)"
15-12-2022 13:22:33.792068,"(6.5, 7.6, 7.587755102040816)","(4.6, 5.9, 5.751162790697674)","(14.0, 18.0, 17.330188679245282)","(3.8, 4.6, 4.564044943820225)","(6.5, 9.0, 8.844444444444445)","(21.0, 36.0, 35.214285714285715)","(3.6, 4.1, 3.9621951219512197)","(51.0, 85.0, 74.23076923076923)"
15-12-2022 13:22:35.024438,"(6.5, 7.6, 7.555932203389831)","(4.6, 5.9, 5.751162790697674)","(14.0, 17.5, 17.330188679245282)","(3.8, 4.6, 4.561904761904762)","(6.5, 9.0, 8.9)","(21.0, 36.0, 35.214285714285715)","(3.6, 4.0, 3.7506711409395974)","(51.0, 85.0, 74.23076923076923)"
15-12-2022 13:22:36.241498,"(6.5, 7.6, 7.555932203389831)","(4.6, 6.2, 6.050000000000001)","(14.0, 17.5, 17.330188679245282)","(3.8, 4.6, 4.561904761904762)","(6.5, 9.2, 8.6)","(21.0, 36.0, 35.214285714285715)","(3.6, 3.8, 3.7506514657980454)","(51.0, 85.0, 74.23076923076923)"
15-12-2022 13:22:37.408568,"(6.5, 7.6, 7.555932203389831)","(4.6, 6.2, 6.050000000000001)","(14.0, 17.5, 17.330188679245282)","(3.8, 4.6, 4.561904761904762)","(6.5, 9.2, 8.6)","(21.0, 36.0, 35.214285714285715)","(3.6, 3.8, 3.7946308724832214)","(51.0, 85.0, 74.5)"
15-12-2022 13:22:38.558190,"(6.5, 7.6, 7.591666666666667)","(4.6, 6.2, 6.050000000000001)","(14.0, 17.5, 17.330188679245282)","(3.8, 4.6, 4.560736196319018)","(6.5, 9.4, 9.275)","(21.0, 36.0, 35.214285714285715)","(3.6, 3.8, 3.794736842105263)","(51.0, 85.0, 75.45454545454545)"
15-12-2022 13:22:39.726204,"(6.5, 7.6, 7.591666666666667)","(4.6, 6.2, 6.050000000000001)","(14.0, 18.5, 17.24125874125874)","(3.8, 4.6, 4.559493670886075)","(6.5, 9.4, 9.123809523809523)","(21.0, 36.0, 35.214285714285715)","(3.6, 3.8, 3.791139240506329)","(51.0, 85.0, 75.45454545454545)"
15-12-2022 13:22:40.908092,"(6.5, 7.6, 7.591666666666667)","(4.6, 6.0, 5.953333333333333)","(14.0, 18.5, 17.24125874125874)","(3.8, 4.6, 4.556164383561644)","(6.5, 9.2, 9.144827586206896)","(21.0, 36.0, 35.15384615384615)","(3.6, 3.8, 3.869148936170213)","(51.0, 85.0, 75.45454545454545)"
15-12-2022 13:22:42.164108,"(6.5, 7.6, 7.591304347826086)","(4.6, 6.0, 5.973076923076923)","(14.0, 18.5, 17.278225806451612)","(3.8, 4.6, 4.548387096774193)","(6.5, 9.2, 9.057142857142857)","(21.0, 36.0, 35.375)","(3.6, 4.0, 3.926315789473684)","(51.0, 85.0, 75.45454545454545)"
15-12-2022 13:22:43.456536,"(6.5, 7.6, 7.587096774193548)","(4.8, 6.0, 5.973076923076923)","(14.0, 18.5, 17.278225806451612)","(3.8, 4.6, 4.548387096774193)","(6.5, 9.6, 8.853333333333333)","(21.0, 36.0, 38.357142857142854)","(3.6, 4.0, 3.8842105263157896)","(51.0, 85.0, 75.45454545454545)"
15-12-2022 13:22:44.732493,"(6.5, 7.6, 7.558490566037736)","(4.8, 6.0, 5.973076923076923)","(14.0, 18.5, 17.142857142857142)","(3.8, 4.6, 4.547540983606557)","(6.5, 9.6, 9.294736842105264)","(21.0, 42.0, 37.75)","(3.6, 4.0, 3.8923076923076922)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:46.043277,"(6.5, 7.8, 7.558490566037736)","(4.8, 6.0, 5.973076923076923)","(14.0, 17.5, 17.142857142857142)","(3.8, 4.6, 4.547540983606557)","(6.5, 9.4, 8.966666666666667)","(21.0, 42.0, 37.75)","(3.6, 4.0, 3.876470588235294)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:47.317885,"(6.5, 7.8, 7.558490566037736)","(4.8, 6.0, 5.973076923076923)","(14.0, 17.5, 17.06451612903226)","(3.8, 4.6, 4.547540983606557)","(6.5, 9.2, 9.11578947368421)","(21.0, 42.0, 35.68421052631579)","(3.6, 4.0, 3.895)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:48.507545,"(6.5, 7.8, 7.558490566037736)","(4.8, 6.0, 5.973076923076923)","(14.0, 17.5, 17.06451612903226)","(3.8, 4.6, 4.547540983606557)","(6.5, 9.2, 9.11578947368421)","(21.0, 36.0, 35.68421052631579)","(3.6, 4.0, 3.895)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:49.769219,"(6.5, 7.8, 7.558490566037736)","(4.8, 6.0, 5.973076923076923)","(14.0, 17.5, 17.06451612903226)","(3.8, 4.6, 4.53469387755102)","(6.5, 9.4, 9.315254237288135)","(21.0, 38.0, 34.45454545454545)","(3.6, 4.0, 3.895)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:50.994823,"(6.5, 7.8, 7.558490566037736)","(4.8, 6.0, 5.95483870967742)","(14.0, 17.5, 17.076923076923077)","(3.8, 4.6, 4.531182795698925)","(6.5, 9.4, 9.174999999999999)","(21.0, 38.0, 34.45454545454545)","(3.6, 4.0, 3.8833333333333333)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:52.223150,"(6.5, 7.8, 7.558490566037736)","(4.8, 6.0, 5.95483870967742)","(14.0, 17.5, 17.166666666666668)","(3.8, 4.6, 4.531182795698925)","(6.5, 9.2, 9.175384615384615)","(21.0, 38.0, 34.45454545454545)","(3.6, 4.0, 3.8833333333333333)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:53.511636,"(6.5, 7.8, 7.575438596491228)","(4.8, 6.0, 5.946153846153846)","(14.0, 17.5, 17.166666666666668)","(3.8, 4.6, 4.5438596491228065)","(6.5, 9.2, 9.057142857142857)","(21.0, 38.0, 34.45454545454545)","(3.6, 4.0, 3.925)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:54.724678,"(6.5, 7.8, 7.575438596491228)","(4.8, 6.0, 5.946153846153846)","(14.0, 17.5, 17.166666666666668)","(3.8, 4.6, 4.532631578947369)","(6.5, 9.4, 9.284615384615385)","(21.0, 38.0, 34.45454545454545)","(3.6, 4.0, 3.8429906542056074)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:55.911163,"(6.5, 7.8, 7.683809523809524)","(4.8, 6.0, 5.946153846153846)","(14.0, 17.5, 17.333333333333332)","(3.8, 4.6, 4.5438596491228065)","(6.5, 9.4, 9.3)","(21.0, 38.0, 34.45454545454545)","(3.6, 4.0, 3.784558823529412)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:57.080743,"(6.5, 7.8, 7.681481481481481)","(4.8, 6.0, 5.946153846153846)","(14.0, 17.5, 17.333333333333332)","(3.8, 4.6, 4.5438596491228065)","(6.5, 9.4, 9.169230769230769)","(21.0, 38.0, 34.45454545454545)","(3.6, 3.95, 3.657142857142857)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:58.235985,"(6.5, 7.8, 7.695934959349593)","(4.8, 6.0, 5.933333333333334)","(14.0, 17.5, 17.333333333333332)","(3.8, 4.6, 4.5438596491228065)","(6.5, 9.2, 9.182608695652172)","(21.0, 38.0, 33.391304347826086)","(3.6, 3.8, 3.6574999999999998)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:22:59.445410,"(6.5, 7.8, 7.695934959349593)","(4.8, 6.0, 5.964705882352941)","(14.0, 17.5, 17.34090909090909)","(3.8, 4.6, 4.5438596491228065)","(6.5, 9.2, 9.178378378378378)","(21.0, 36.0, 33.391304347826086)","(3.5, 3.8, 3.69390243902439)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:23:00.531797,"(6.5, 7.8, 7.659340659340659)","(4.8, 6.0, 5.97)","(14.0, 17.5, 17.34090909090909)","(3.8, 4.6, 4.5438596491228065)","(6.5, 9.2, 9.178378378378378)","(21.0, 36.0, 32.470588235294116)","(3.5, 3.95, 3.6673469387755104)","(51.0, 85.0, 76.81818181818181)"
15-12-2022 13:23:01.659477,"(6.5, 7.6, 7.595121951219512)","(4.8, 6.2, 5.964285714285714)","(15.0, 17.5, 17.34090909090909)","(3.8, 4.6, 4.553913043478261)","(6.5, 9.4, 9.2)","(21.0, 36.0, 35.03225806451613)","(3.4, 3.7, 3.7194444444444446)","(51.0, 85.0, 76.25)"
15-12-2022 13:23:02.776794,"(6.5, 7.6, 7.595454545454545)","(4.8, 6.2, 5.964285714285714)","(15.0, 17.5, 17.34090909090909)","(3.8, 4.6, 4.553913043478261)","(6.5, 9.4, 9.2)","(21.0, 36.0, 35.03225806451613)","(3.4, 3.9, 3.683333333333333)","(51.0, 80.0, 76.25)"
15-12-2022 13:23:03.824836,"(6.5, 7.6, 7.595454545454545)","(4.8, 6.2, 5.964285714285714)","(15.0, 17.5, 17.34090909090909)","(3.8, 4.6, 4.551818181818182)","(6.5, 9.4, 9.2)","(21.0, 36.0, 35.03225806451613)","(3.4, 3.9, 3.827777777777778)","(51.0, 80.0, 76.25)"
15-12-2022 13:23:04.900137,"(6.5, 7.6, 7.595555555555555)","(4.8, 6.2, 5.964285714285714)","(15.0, 17.5, 17.32608695652174)","(3.8, 4.6, 4.550925925925926)","(6.5, 9.4, 9.168)","(21.0, 36.0, 34.96551724137931)","(3.4, 3.9, 3.8504950495049504)","(51.0, 80.0, 76.25)"
15-12-2022 13:23:06.030089,"(6.5, 7.6, 7.595555555555555)","(4.8, 6.2, 5.964285714285714)","(15.0, 17.5, 17.32608695652174)","(3.8, 4.6, 4.550925925925926)","(6.5, 9.2, 9.168)","(21.0, 36.0, 34.96551724137931)","(3.4, 3.9, 3.7878612716763005)","(51.0, 80.0, 76.25)"
15-12-2022 13:23:07.187668,"(6.5, 7.6, 7.595555555555555)","(4.8, 6.0, 5.984615384615385)","(15.0, 17.5, 17.32608695652174)","(3.8, 4.6, 4.550925925925926)","(6.5, 9.2, 9.168)","(21.0, 36.0, 34.96551724137931)","(3.4, 3.85, 3.7658959537572256)","(51.0, 80.0, 76.25)"
15-12-2022 13:23:08.437623,"(6.5, 7.6, 7.595555555555555)","(4.8, 6.0, 5.984615384615385)","(15.0, 17.5, 17.32608695652174)","(3.8, 4.6, 4.552252252252252)","(6.5, 9.4, 9.25)","(21.0, 36.0, 34.92857142857143)","(3.4, 3.85, 3.7658959537572256)","(51.0, 80.0, 76.25)"
15-12-2022 13:23:09.624371,"(6.5, 7.6, 7.595555555555555)","(4.8, 6.0, 5.982857142857143)","(15.0, 17.5, 17.32608695652174)","(3.8, 4.6, 4.552252252252252)","(6.5, 9.4, 9.1)","(21.0, 36.0, 34.92857142857143)","(3.4, 3.85, 3.7658959537572256)","(51.0, 80.0, 76.25)"
15-12-2022 13:23:10.817259,"(6.5, 7.6, 7.595555555555555)","(4.8, 6.0, 5.982857142857143)","(15.0, 18.0, 17.746835443037973)","(3.8, 4.6, 4.553333333333333)","(6.5, 9.2, 9.1)","(21.0, 36.0, 34.92857142857143)","(3.4, 3.85, 3.7658959537572256)","(51.0, 80.0, 76.25)"
15-12-2022 13:23:11.996982,"(6.5, 7.6, 7.595555555555555)","(4.8, 6.0, 5.982857142857143)","(15.0, 18.0, 17.746835443037973)","(3.8, 4.6, 4.553333333333333)","(6.5, 9.2, 9.1)","(21.0, 36.0, 34.92857142857143)","(3.4, 3.85, 3.7658959537572256)","(51.0, 80.0, 77.5)"
15-12-2022 13:23:13.280253,"(6.5, 7.6, 7.595)","(4.8, 6.0, 5.982857142857143)","(15.0, 18.0, 17.746835443037973)","(3.8, 4.6, 4.553333333333333)","(6.5, 9.2, 9.1)","(21.0, 36.0, 34.92857142857143)","(3.4, 3.85, 3.7504950495049507)","(51.0, 80.0, 77.5)"
15-12-2022 13:23:14.642574,"(6.5, 7.6, 7.595)","(4.8, 6.0, 5.982857142857143)","(15.0, 18.0, 17.95977011494253)","(3.8, 4.6, 4.551)","(6.5, 9.2, 9.1)","(21.0, 36.0, 34.92857142857143)","(3.4, 3.85, 3.7504950495049507)","(51.0, 80.0, 77.5)"
15-12-2022 13:23:16.222827,"(6.5, 7.6, 7.573333333333333)","(4.8, 6.0, 5.982857142857143)","(15.0, 18.0, 17.767175572519083)","(3.8, 4.6, 4.53875)","(6.5, 9.2, 9.054545454545455)","(21.0, 36.0, 34.92857142857143)","(3.4, 3.85, 3.7504950495049507)","(51.0, 80.0, 80.27777777777777)"
15-12-2022 13:23:17.906935,"(6.5, 7.6, 7.48)","(4.8, 6.0, 5.908695652173913)","(15.0, 18.5, 17.805676855895197)","(3.8, 4.6, 4.524)","(6.5, 9.2, 9.018181818181818)","(21.0, 36.0, 34.92857142857143)","(3.4, 3.85, 3.8438856015779095)","(51.0, 85.0, 81.92307692307692)"
15-12-2022 13:23:19.163305,"(6.5, 7.6, 7.48)","(4.8, 6.0, 5.941935483870967)","(15.0, 18.5, 17.879310344827587)","(3.8, 4.6, 4.489041095890411)","(6.5, 9.2, 9.075)","(21.0, 36.0, 34.8)","(3.4, 3.85, 3.899109131403118)","(51.0, 85.0, 76.0)"
15-12-2022 13:23:20.325426,"(6.5, 7.4, 7.390825688073395)","(5.0, 6.2, 5.919298245614035)","(15.0, 18.0, 17.879310344827587)","(3.8, 4.5, 4.489041095890411)","(6.5, 9.2, 9.0)","(26.0, 36.0, 34.8)","(3.3, 3.9, 3.8495545657015593)","(51.0, 90.0, 77.5)"
15-12-2022 13:23:21.645153,"(6.5, 7.6, 7.573626373626373)","(5.0, 6.2, 5.95)","(15.0, 18.0, 17.879310344827587)","(3.8, 4.5, 4.489041095890411)","(6.5, 9.2, 9.0)","(26.0, 36.0, 34.8)","(3.3, 3.85, 3.8495535714285714)","(51.0, 80.0, 77.5)"
15-12-2022 13:23:22.984027,"(6.5, 7.6, 7.573626373626373)","(5.0, 6.2, 6.022222222222222)","(15.0, 18.0, 17.81132075471698)","(3.8, 4.5, 4.489041095890411)","(6.5, 9.2, 9.11111111111111)","(26.0, 36.0, 35.31707317073171)","(3.3, 3.85, 3.899357601713062)","(51.0, 80.0, 77.5)"
15-12-2022 13:23:24.404069,"(6.5, 7.6, 7.573626373626373)","(4.8, 6.2, 6.022222222222222)","(15.0, 18.0, 17.81132075471698)","(3.8, 4.5, 4.394927536231885)","(6.5, 9.2, 9.11111111111111)","(26.0, 40.0, 35.0)","(3.3, 3.9, 3.8967391304347827)","(51.0, 80.0, 77.5)"
15-12-2022 13:23:25.665388,"(6.5, 7.8, 7.511392405063291)","(4.8, 6.2, 5.95)","(15.0, 18.0, 17.81132075471698)","(3.8, 4.4, 4.394927536231885)","(6.5, 9.2, 9.11111111111111)","(26.0, 38.0, 35.08108108108108)","(3.3, 3.9, 3.8871134020618556)","(51.0, 80.0, 77.5)"
15-12-2022 13:23:27.083020,"(6.5, 7.6, 7.516666666666667)","(4.8, 6.2, 5.95)","(15.0, 18.0, 17.81132075471698)","(3.8, 4.4, 4.38525641025641)","(6.5, 8.6, 8.48)","(26.0, 38.0, 35.08108108108108)","(3.3, 3.95, 3.8871134020618556)","(51.0, 80.0, 77.5)"
15-12-2022 13:23:28.581699,"(6.5, 7.4, 7.355555555555556)","(4.8, 6.2, 5.95)","(15.0, 18.0, 17.696969696969695)","(3.8, 4.4, 4.393069306930693)","(6.5, 8.6, 8.415384615384616)","(26.0, 38.0, 35.08108108108108)","(3.3, 3.95, 3.899586776859504)","(51.0, 80.0, 77.5)"
15-12-2022 13:23:30.468929,"(6.5, 7.4, 7.48)","(4.8, 6.2, 5.989130434782608)","(15.0, 18.0, 17.71311475409836)","(3.8, 4.5, 4.40952380952381)","(6.5, 8.6, 8.45)","(26.0, 38.0, 36.457142857142856)","(3.3, 3.95, 3.938636363636364)","(51.0, 75.0, 73.33333333333333)"
15-12-2022 13:23:31.737927,"(6.5, 7.6, 7.48)","(4.8, 6.0, 5.987096774193549)","(15.0, 18.0, 17.6625)","(3.8, 4.5, 4.421917808219178)","(6.5, 8.6, 8.355555555555556)","(26.0, 38.0, 34.516129032258064)","(3.3, 3.95, 3.947777777777778)","(51.0, 75.0, 77.6923076923077)"
15-12-2022 13:23:32.990384,"(6.5, 7.8, 7.520754716981132)","(4.8, 6.0, 5.987096774193549)","(15.0, 18.0, 17.628712871287128)","(3.8, 4.5, 4.421917808219178)","(6.5, 8.4, 8.355555555555556)","(26.0, 38.0, 34.516129032258064)","(3.3, 3.95, 3.947777777777778)","(51.0, 80.0, 78.33333333333333)"
15-12-2022 13:23:34.294558,"(6.5, 7.8, 7.520754716981132)","(4.8, 6.0, 5.898571428571429)","(15.0, 18.0, 17.62121212121212)","(3.8, 4.5, 4.397802197802198)","(6.5, 8.4, 8.52)","(26.0, 38.0, 36.36363636363637)","(3.3, 3.95, 3.933333333333333)","(51.0, 80.0, 78.33333333333333)"
15-12-2022 13:23:35.667449,"(6.5, 7.8, 7.475294117647059)","(4.8, 5.9, 5.898148148148149)","(15.0, 18.0, 17.756756756756758)","(3.8, 4.5, 4.415584415584416)","(6.5, 8.6, 8.52)","(26.0, 38.0, 36.36363636363637)","(3.3, 4.0, 3.9833333333333334)","(51.0, 80.0, 78.33333333333333)"
15-12-2022 13:23:37.042286,"(6.5, 7.8, 7.475294117647059)","(4.8, 5.9, 5.898148148148149)","(15.0, 18.0, 17.756756756756758)","(3.8, 4.5, 4.413907284768212)","(6.5, 8.6, 8.52)","(26.0, 38.0, 36.36363636363637)","(3.3, 4.0, 3.911111111111111)","(51.0, 80.0, 78.33333333333333)"
15-12-2022 13:23:38.314874,"(6.5, 7.8, 7.475294117647059)","(4.8, 5.9, 5.898412698412699)","(15.0, 18.0, 18.08641975308642)","(3.8, 4.5, 4.413333333333333)","(6.5, 8.6, 8.52)","(26.0, 38.0, 36.22222222222222)","(3.3, 3.95, 3.911111111111111)","(51.0, 80.0, 78.33333333333333)"
15-12-2022 13:23:39.700596,"(6.5, 7.8, 7.475294117647059)","(4.8, 5.9, 5.898412698412699)","(15.0, 18.5, 18.027906976744188)","(3.8, 4.5, 4.4)","(6.5, 8.6, 8.52)","(26.0, 38.0, 36.22222222222222)","(3.3, 3.95, 3.911111111111111)","(51.0, 80.0, 78.33333333333333)"
15-12-2022 13:23:40.897140,"(6.5, 7.8, 7.672072072072072)","(4.8, 5.9, 5.898412698412699)","(15.0, 18.5, 18.027906976744188)","(3.8, 4.5, 4.4)","(6.5, 8.6, 8.52)","(26.0, 38.0, 36.36363636363637)","(3.3, 3.95, 3.911111111111111)","(51.0, 80.0, 78.33333333333333)"
15-12-2022 13:23:42.194195,"(6.5, 7.8, 7.685106382978723)","(4.8, 5.9, 5.898412698412699)","(15.0, 18.5, 18.085365853658537)","(3.8, 4.5, 4.400943396226415)","(6.5, 8.6, 8.52)","(26.0, 38.0, 36.61538461538461)","(3.3, 3.95, 3.944017094017094)","(51.0, 80.0, 78.33333333333333)"
15-12-2022 13:23:43.471782,"(6.5, 7.8, 7.292307692307692)","(4.8, 5.9, 5.898412698412699)","(15.0, 18.5, 18.045454545454547)","(3.8, 4.5, 4.400943396226415)","(6.5, 8.6, 8.542857142857143)","(26.0, 38.0, 36.61538461538461)","(3.3, 3.95, 3.982876712328767)","(51.0, 80.0, 78.33333333333333)"
15-12-2022 13:23:44.967032,"(6.5, 7.6, 7.496551724137931)","(4.8, 5.9, 5.898387096774194)","(15.0, 18.5, 18.045454545454547)","(3.8, 4.5, 4.400943396226415)","(6.5, 8.6, 8.547540983606558)","(26.0, 38.0, 36.61538461538461)","(3.3, 4.0, 3.9820143884892087)","(51.0, 80.0, 82.5)"
15-12-2022 13:23:46.095809,"(6.5, 7.6, 7.496551724137931)","(4.8, 5.9, 5.898387096774194)","(15.0, 18.5, 18.045454545454547)","(3.8, 4.5, 4.400943396226415)","(6.5, 8.6, 8.547540983606558)","(26.0, 38.0, 36.61538461538461)","(3.3, 4.0, 3.9820143884892087)","(51.0, 85.0, 82.5)"
15-12-2022 13:23:47.361241,"(6.5, 7.6, 7.496551724137931)","(4.8, 5.9, 5.898387096774194)","(15.0, 18.5, 18.045454545454547)","(3.8, 4.5, 4.400943396226415)","(6.5, 8.6, 8.547540983606558)","(26.0, 38.0, 36.61538461538461)","(3.3, 4.0, 3.9820143884892087)","(51.0, 85.0, 94.44444444444444)"
15-12-2022 13:23:48.658604,"(6.5, 7.6, 7.368421052631579)","(4.8, 5.9, 5.898387096774194)","(15.0, 18.5, 18.045454545454547)","(3.8, 4.5, 4.421590909090909)","(6.5, 8.6, 8.536)","(26.0, 38.0, 36.5)","(3.3, 4.0, 3.955357142857143)","(51.0, 95.0, 94.44444444444444)"
15-12-2022 13:23:49.955001,"(6.5, 7.6, 7.408695652173913)","(4.8, 5.9, 5.8950000000000005)","(15.0, 18.5, 18.032967032967033)","(3.8, 4.4, 4.390000000000001)","(6.5, 8.6, 8.540740740740741)","(26.0, 38.0, 36.5)","(3.3, 4.0, 4.03)","(51.0, 95.0, 93.33333333333333)"
15-12-2022 13:23:51.322346,"(6.5, 7.6, 7.36)","(4.8, 5.9, 5.8954545454545455)","(15.0, 18.5, 17.638059701492537)","(3.8, 4.4, 4.3694444444444445)","(6.5, 8.4, 8.5)","(26.0, 38.0, 36.23076923076923)","(3.3, 4.0, 3.959340659340659)","(51.0, 95.0, 90.83333333333333)"
15-12-2022 13:23:52.667659,"(6.5, 7.6, 7.36)","(4.8, 5.9, 5.93125)","(15.0, 18.5, 17.621673003802282)","(3.8, 4.4, 4.368571428571428)","(6.5, 8.6, 8.575)","(26.0, 38.0, 36.23076923076923)","(3.3, 4.1, 3.958823529411765)","(51.0, 95.0, 90.83333333333333)"
15-12-2022 13:23:53.922893,"(6.5, 7.6, 7.4399999999999995)","(4.8, 6.0, 5.93125)","(15.0, 18.5, 17.621673003802282)","(3.8, 4.4, 4.368571428571428)","(6.5, 8.6, 8.494736842105263)","(26.0, 38.0, 35.07936507936508)","(3.3, 4.0, 3.9853658536585366)","(51.0, 95.0, 90.83333333333333)"
15-12-2022 13:23:55.145512,"(6.5, 7.6, 7.425)","(4.8, 6.0, 5.95)","(15.0, 18.5, 17.083333333333332)","(3.8, 4.4, 4.372727272727273)","(6.5, 8.6, 8.508)","(26.0, 38.0, 34.49484536082474)","(3.3, 4.0, 3.9607843137254903)","(51.0, 95.0, 84.28571428571429)"
15-12-2022 13:23:56.345429,"(6.5, 7.6, 7.46)","(4.8, 6.0, 5.95)","(15.0, 17.5, 17.276785714285715)","(3.8, 4.4, 4.361538461538461)","(6.5, 8.6, 8.51025641025641)","(26.0, 38.0, 34.699029126213595)","(3.3, 4.0, 3.971111111111111)","(51.0, 95.0, 88.47826086956522)"
15-12-2022 13:23:57.581245,"(6.5, 7.6, 7.536470588235294)","(4.8, 6.0, 5.983333333333333)","(15.0, 17.5, 17.321428571428573)","(3.8, 4.5, 4.361538461538461)","(6.5, 8.6, 8.475438596491228)","(26.0, 38.0, 34.88073394495413)","(3.3, 4.0, 3.978688524590164)","(51.0, 95.0, 85.83333333333333)"
15-12-2022 13:23:58.811186,"(6.5, 7.8, 7.457142857142857)","(4.8, 6.0, 5.983333333333333)","(15.0, 17.5, 17.294117647058822)","(3.8, 4.5, 4.375117370892019)","(6.5, 8.6, 8.475438596491228)","(26.0, 38.0, 34.88073394495413)","(3.3, 4.0, 3.988888888888889)","(51.0, 95.0, 85.83333333333333)"
15-12-2022 13:23:59.981841,"(6.5, 7.6, 7.518181818181818)","(5.5, 6.0, 5.983333333333333)","(14.0, 17.5, 17.11864406779661)","(3.8, 4.5, 4.39873417721519)","(7.0, 8.6, 8.463461538461539)","(31.0, 38.0, 34.88073394495413)","(3.4, 4.0, 3.987012987012987)","(61.0, 95.0, 85.83333333333333)"
15-12-2022 13:24:01.125165,"(6.5, 7.6, 7.35625)","(5.5, 6.0, 5.982857142857143)","(14.0, 17.5, 17.11864406779661)","(3.8, 4.4, 4.398765432098766)","(7.0, 8.6, 8.463461538461539)","(31.0, 38.0, 34.88073394495413)","(3.4, 4.0, 3.9464705882352944)","(61.0, 95.0, 85.83333333333333)"
