,Miss Indi,Up The Score,Skylas Elite,Upper West Side,Locked Up,Our Girl Lola,Unacceptable Max,Framalda
09-01-2023 13:45:43.402988,"(6.0, 10.5, 9.675)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.357142857142857)","(26.0, 130.0, 80.0)","(8.5, 14.0, 11.485714285714286)","(6.5, 11.0, 8.866666666666667)","(4.6, 8.6, 7.05)"
09-01-2023 13:45:44.437959,"(6.0, 10.5, 9.675)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.357142857142857)","(26.0, 130.0, 80.0)","(8.5, 14.0, 11.485714285714286)","(6.5, 11.0, 8.44)","(4.6, 8.6, 5.96)"
09-01-2023 13:45:45.484427,"(6.0, 10.5, 9.675)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.357142857142857)","(26.0, 130.0, 80.0)","(8.5, 14.0, 11.485714285714286)","(6.5, 11.0, 8.44)","(4.6, 8.2, 5.96)"
09-01-2023 13:45:46.628415,"(6.0, 10.5, 9.675)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.357142857142857)","(26.0, 130.0, 80.0)","(8.5, 14.0, 11.485714285714286)","(6.5, 10.5, 8.7)","(4.6, 8.2, 7.3)"
09-01-2023 13:45:47.736956,"(6.0, 10.5, 9.675)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.357142857142857)","(26.0, 140.0, 85.0)","(8.5, 14.0, 11.415384615384616)","(6.5, 11.0, 8.44)","(4.6, 8.2, 6.119999999999999)"
09-01-2023 13:45:48.852349,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 50.2)","(2.1, 2.7, 2.6500000000000004)","(26.0, 150.0, 85.0)","(8.5, 13.0, 11.8)","(6.5, 11.0, 8.44)","(4.6, 8.0, 6.266666666666667)"
09-01-2023 13:45:49.970252,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6500000000000004)","(26.0, 140.0, 85.0)","(8.5, 13.0, 11.8)","(6.5, 11.0, 8.44)","(4.6, 7.6, 6.266666666666667)"
09-01-2023 13:45:51.069159,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 140.0, 85.0)","(8.5, 13.0, 11.714285714285714)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:45:52.148012,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 140.0, 43.75)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:45:53.307252,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 140.0, 43.75)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:45:54.443263,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 140.0, 43.75)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:45:55.588162,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 140.0, 63.333333333333336)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:45:56.812037,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 63.333333333333336)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:45:58.017256,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 63.333333333333336)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:45:59.219565,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 11.466666666666667)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 63.333333333333336)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:00.406441,"(6.0, 10.5, 9.992307692307692)","(8.0, 16.0, 10.25)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:01.494379,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 10.25)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:02.630348,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:03.755653,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:05.101993,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:06.351112,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.5)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:07.555844,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.5)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:08.776580,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.5)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:09.952395,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.5)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:11.182658,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.5)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:12.387165,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.5)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:13.600869,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.5)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:14.746862,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 12.166666666666666)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:16.072421,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.0, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.6511627906976747)","(26.0, 130.0, 50.0)","(8.5, 13.0, 11.125)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.5777777777777775)"
09-01-2023 13:46:17.334145,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.414285714285714)","(26.0, 130.0, 50.0)","(8.5, 13.0, 11.125)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.1866666666666665)"
09-01-2023 13:46:18.535555,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.654054054054054)","(26.0, 130.0, 50.0)","(8.5, 13.0, 11.333333333333334)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.8, 6.08)"
09-01-2023 13:46:19.718908,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.654054054054054)","(26.0, 130.0, 50.0)","(8.5, 13.0, 11.214285714285714)","(6.5, 11.0, 9.17142857142857)","(4.6, 7.4, 6.666666666666667)"
09-01-2023 13:46:20.911239,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.654054054054054)","(26.0, 130.0, 50.0)","(8.5, 13.0, 13.25)","(6.5, 11.0, 8.44)","(4.6, 7.2, 6.133333333333333)"
09-01-2023 13:46:22.079193,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.5)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.0, 8.44)","(4.6, 7.2, 5.8)"
09-01-2023 13:46:23.608127,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.5545454545454547)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.0, 8.44)","(4.6, 7.0, 5.7749999999999995)"
09-01-2023 13:46:25.001240,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.5545454545454547)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.0, 8.44)","(4.6, 7.0, 5.7749999999999995)"
09-01-2023 13:46:26.443904,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.5545454545454547)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.0, 8.44)","(4.6, 7.0, 5.7749999999999995)"
09-01-2023 13:46:27.821988,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.5545454545454547)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.0, 8.44)","(4.6, 7.0, 5.7749999999999995)"
09-01-2023 13:46:29.229948,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.5545454545454547)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.0, 10.1875)","(4.6, 7.0, 5.7749999999999995)"
09-01-2023 13:46:30.547865,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.5)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.5, 10.725)","(4.6, 7.0, 5.7749999999999995)"
09-01-2023 13:46:31.896916,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.7, 2.4819999999999998)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.5, 10.654545454545454)","(4.6, 7.0, 5.7749999999999995)"
09-01-2023 13:46:33.214304,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 3.35, 2.9771428571428573)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.5, 10.533333333333333)","(4.6, 7.0, 6.3875)"
09-01-2023 13:46:34.355873,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 3.2, 2.76)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 11.5, 8.96)","(4.6, 6.8, 6.3875)"
09-01-2023 13:46:35.547777,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 3.1, 2.463448275862069)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.071428571428571)","(6.5, 9.8, 8.96)","(4.6, 6.8, 6.3875)"
09-01-2023 13:46:36.761446,"(6.0, 10.5, 9.992307692307692)","(8.0, 15.5, 11.299999999999999)","(31.0, 160.0, 49.09090909090909)","(2.1, 3.05, 2.888)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.363636363636363)","(6.5, 9.8, 9.1)","(4.6, 6.8, 6.088235294117647)"
09-01-2023 13:46:37.930019,"(6.0, 10.0, 9.253333333333334)","(8.0, 15.0, 11.133333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 3.0, 2.6)","(26.0, 130.0, 50.0)","(8.5, 16.0, 12.5)","(6.5, 9.6, 9.1)","(4.6, 6.8, 6.066666666666666)"
09-01-2023 13:46:39.165552,"(6.0, 10.0, 8.483333333333334)","(8.0, 15.0, 9.646153846153846)","(31.0, 160.0, 49.09090909090909)","(2.1, 3.0, 2.526153846153846)","(26.0, 130.0, 50.0)","(8.5, 16.0, 14.807692307692307)","(6.5, 9.6, 9.1)","(4.6, 6.8, 6.066666666666666)"
09-01-2023 13:46:40.352334,"(6.0, 10.0, 8.432)","(8.0, 15.0, 9.646153846153846)","(31.0, 160.0, 49.09090909090909)","(2.1, 3.0, 2.872)","(26.0, 130.0, 93.63636363636364)","(8.5, 15.5, 12.0)","(6.5, 9.6, 9.1)","(4.6, 6.8, 6.066666666666666)"
09-01-2023 13:46:41.756574,"(6.0, 9.6, 8.5)","(8.0, 15.0, 9.646153846153846)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.98, 2.872)","(26.0, 130.0, 96.66666666666667)","(8.5, 15.5, 12.083333333333334)","(6.5, 9.6, 9.1)","(4.6, 6.8, 6.066666666666666)"
09-01-2023 13:46:43.547162,"(6.0, 9.6, 8.28)","(8.0, 15.0, 9.646153846153846)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.98, 2.872)","(26.0, 130.0, 102.0)","(8.5, 15.0, 12.083333333333334)","(6.5, 9.6, 10.025)","(4.6, 6.8, 5.933333333333333)"
09-01-2023 13:46:44.999130,"(6.0, 9.6, 8.28)","(8.0, 14.5, 9.553333333333333)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.729473684210526)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.083333333333334)","(6.5, 10.5, 10.025)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:46.310125,"(6.0, 9.6, 8.28)","(8.0, 14.5, 10.847058823529412)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.723529411764706)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.083333333333334)","(6.5, 11.0, 9.74)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:47.550645,"(6.0, 9.6, 8.28)","(8.0, 12.0, 10.847058823529412)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.6163636363636362)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.233333333333333)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:49.008212,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.6163636363636362)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.233333333333333)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:50.348488,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.6163636363636362)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.55)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:51.729795,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.6163636363636362)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.55)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:52.957060,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.6163636363636362)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.55)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:54.158134,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.6163636363636362)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.414285714285715)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:55.278871,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.6163636363636362)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.414285714285715)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:56.474411,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.6163636363636362)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.414285714285715)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:57.689220,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.7079999999999997)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.414285714285715)","(4.6, 6.6, 5.781818181818181)"
09-01-2023 13:46:58.863316,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 49.09090909090909)","(2.1, 2.78, 2.715)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.414285714285715)","(4.6, 6.6, 6.0)"
09-01-2023 13:47:00.109833,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 47.27272727272727)","(2.1, 2.78, 2.5742857142857143)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.414285714285715)","(4.6, 6.6, 6.0)"
09-01-2023 13:47:01.338194,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 47.27272727272727)","(2.1, 2.78, 2.5742857142857143)","(26.0, 130.0, 102.57142857142857)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.414285714285715)","(4.6, 6.6, 6.0)"
09-01-2023 13:47:02.461928,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 77.33333333333334)","(2.1, 2.78, 2.5742857142857143)","(26.0, 130.0, 82.0)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.414285714285715)","(4.6, 6.6, 6.0)"
09-01-2023 13:47:03.555974,"(6.0, 9.6, 8.5)","(8.0, 12.0, 10.483333333333334)","(31.0, 160.0, 77.33333333333334)","(2.1, 2.78, 2.5742857142857143)","(26.0, 130.0, 82.0)","(8.5, 15.0, 12.375)","(6.5, 10.5, 9.414285714285715)","(4.6, 6.6, 6.0)"
09-01-2023 13:47:04.747569,"(6.0, 9.6, 8.866666666666667)","(8.0, 12.0, 9.864285714285714)","(31.0, 160.0, 114.33333333333333)","(2.1, 2.78, 2.5742857142857143)","(26.0, 130.0, 55.714285714285715)","(8.5, 15.0, 13.6875)","(6.5, 10.0, 9.2)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:05.978446,"(6.0, 9.6, 8.866666666666667)","(8.0, 12.0, 9.864285714285714)","(31.0, 130.0, 56.434782608695656)","(2.1, 2.78, 2.5742857142857143)","(26.0, 110.0, 55.714285714285715)","(8.5, 15.0, 13.5)","(6.5, 9.8, 9.5)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:07.248478,"(6.0, 9.6, 8.866666666666667)","(8.0, 12.0, 9.864285714285714)","(31.0, 130.0, 54.8)","(2.1, 2.78, 2.7249999999999996)","(26.0, 110.0, 50.888888888888886)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 9.5)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:08.532229,"(6.0, 9.6, 9.31304347826087)","(8.0, 12.0, 9.864285714285714)","(31.0, 130.0, 54.8)","(2.1, 2.78, 2.7272)","(26.0, 110.0, 50.888888888888886)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 9.32)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:09.716259,"(6.0, 9.6, 8.1)","(8.0, 12.0, 9.864285714285714)","(31.0, 130.0, 54.8)","(2.1, 2.78, 2.7272)","(26.0, 110.0, 58.4)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 9.32)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:10.894105,"(6.0, 9.6, 8.1)","(8.0, 11.5, 10.45)","(31.0, 110.0, 85.16666666666667)","(2.1, 2.78, 2.6085714285714285)","(26.0, 95.0, 51.42857142857143)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 9.32)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:12.152227,"(6.0, 9.6, 8.1)","(8.0, 11.5, 10.45)","(31.0, 95.0, 54.4375)","(2.1, 2.78, 2.6085714285714285)","(26.0, 95.0, 46.2)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 10.228571428571428)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:13.467889,"(6.0, 9.6, 8.1)","(8.0, 11.5, 9.8375)","(31.0, 95.0, 54.4375)","(2.1, 2.78, 2.6085714285714285)","(26.0, 95.0, 42.55555555555556)","(8.5, 15.0, 14.416666666666666)","(6.5, 10.5, 9.2)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:14.756762,"(6.0, 9.6, 8.1)","(8.0, 11.0, 10.733333333333334)","(31.0, 95.0, 54.4375)","(2.1, 2.78, 2.8723076923076922)","(26.0, 95.0, 46.8)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 9.2)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:15.952586,"(6.0, 9.6, 8.1)","(8.0, 11.0, 10.542857142857143)","(31.0, 95.0, 63.22222222222222)","(2.1, 2.98, 2.9299999999999997)","(26.0, 90.0, 42.75)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 9.2)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:17.119596,"(6.0, 9.6, 8.1)","(8.0, 11.0, 10.6)","(31.0, 85.0, 63.22222222222222)","(2.1, 2.96, 2.9299999999999997)","(26.0, 90.0, 42.75)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 9.2)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:18.358312,"(6.0, 9.6, 8.1)","(8.0, 11.0, 10.6)","(31.0, 75.0, 48.1875)","(2.1, 2.96, 2.9299999999999997)","(26.0, 90.0, 43.0)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 9.2)","(4.6, 6.6, 5.85)"
09-01-2023 13:47:19.634440,"(6.0, 9.6, 8.1)","(8.0, 11.0, 10.6)","(31.0, 75.0, 47.470588235294116)","(2.1, 2.96, 2.9299999999999997)","(26.0, 85.0, 42.285714285714285)","(8.5, 15.0, 14.416666666666666)","(6.5, 9.8, 9.55)","(4.6, 6.6, 6.2857142857142865)"
09-01-2023 13:47:20.836282,"(6.0, 9.6, 8.1)","(8.0, 11.0, 10.6)","(31.0, 75.0, 54.888888888888886)","(2.1, 2.96, 2.9299999999999997)","(26.0, 80.0, 40.0)","(8.5, 15.0, 14.416666666666666)","(6.5, 10.5, 9.55)","(4.6, 6.4, 6.2857142857142865)"
09-01-2023 13:47:22.186073,"(6.0, 9.6, 8.1)","(8.0, 11.0, 10.6)","(31.0, 70.0, 41.666666666666664)","(2.1, 2.96, 2.9299999999999997)","(26.0, 80.0, 40.0)","(8.5, 15.0, 14.416666666666666)","(6.5, 10.5, 9.55)","(4.6, 6.4, 6.2857142857142865)"
09-01-2023 13:47:23.550562,"(6.0, 9.6, 8.1)","(8.0, 11.0, 10.6)","(31.0, 70.0, 42.53846153846154)","(2.1, 2.96, 2.9299999999999997)","(26.0, 80.0, 39.666666666666664)","(8.5, 15.0, 14.416666666666666)","(6.5, 10.5, 9.55)","(4.6, 6.4, 6.2857142857142865)"
