,Flying Foo Foo,Imperial Master,Stellar Lad,Boogie Value,Jet Age,Winlock At Large,Penshurst Lass,Demolition
10-01-2023 14:02:20.194164,"(1.55, 1.81, 1.7179069767441861)","(6.0, 13.5, 13.0)","(31.0, 240.0, 180.0)","(3.5, 4.4, 4.11578947368421)","(14.0, 55.0, 51.2)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 83.84615384615384)"
10-01-2023 14:02:21.596035,"(1.55, 1.81, 1.7179069767441861)","(6.0, 13.5, 13.0)","(31.0, 240.0, 180.0)","(3.5, 4.4, 4.11578947368421)","(14.0, 55.0, 51.2)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 83.84615384615384)"
10-01-2023 14:02:22.947277,"(1.55, 1.81, 1.6877777777777778)","(6.0, 13.5, 13.214285714285714)","(31.0, 240.0, 175.0)","(3.5, 4.4, 4.11578947368421)","(14.0, 55.0, 51.2)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 83.84615384615384)"
10-01-2023 14:02:24.269036,"(1.55, 1.81, 1.7314285714285713)","(6.0, 13.5, 13.055555555555555)","(31.0, 240.0, 196.66666666666669)","(3.5, 4.4, 4.11578947368421)","(14.0, 55.0, 51.2)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 83.84615384615384)"
10-01-2023 14:02:25.867758,"(1.55, 1.81, 1.7314285714285713)","(6.0, 13.5, 13.055555555555555)","(31.0, 240.0, 196.66666666666669)","(3.5, 4.4, 4.11578947368421)","(14.0, 55.0, 51.2)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 82.85714285714286)"
10-01-2023 14:02:27.368461,"(1.55, 1.81, 1.7314285714285713)","(6.0, 13.5, 13.055555555555555)","(31.0, 240.0, 196.66666666666669)","(3.5, 4.4, 4.11578947368421)","(14.0, 55.0, 51.2)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 93.07692307692308)"
10-01-2023 14:02:28.893683,"(1.55, 1.81, 1.6984615384615385)","(6.0, 13.5, 13.055555555555555)","(31.0, 240.0, 138.88888888888889)","(3.5, 4.4, 3.9846153846153847)","(14.0, 55.0, 51.2)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:30.279371,"(1.55, 1.81, 1.7545833333333334)","(6.0, 13.5, 13.055555555555555)","(31.0, 240.0, 138.88888888888889)","(3.5, 4.4, 3.9846153846153847)","(14.0, 55.0, 51.2)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:31.573300,"(1.55, 1.81, 1.7248275862068965)","(6.0, 14.0, 13.25)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.9846153846153847)","(14.0, 55.0, 48.666666666666664)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:33.184387,"(1.55, 1.81, 1.7248275862068965)","(6.0, 14.0, 13.25)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.9846153846153847)","(14.0, 55.0, 48.666666666666664)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:34.484853,"(1.55, 1.81, 1.7248275862068965)","(6.5, 14.0, 12.958333333333334)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.9846153846153847)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 505.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:35.669678,"(1.55, 1.81, 1.7248275862068965)","(6.5, 14.0, 12.958333333333334)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.9846153846153847)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 830.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:36.890291,"(1.55, 1.81, 1.7248275862068965)","(6.5, 14.0, 12.958333333333334)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.96)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:38.157970,"(1.55, 1.81, 1.7229166666666667)","(6.5, 14.0, 12.958333333333334)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.96)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:39.404772,"(1.55, 1.81, 1.7229166666666667)","(6.5, 14.0, 12.958333333333334)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.96)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:40.617995,"(1.55, 1.8, 1.7416666666666667)","(6.5, 14.0, 13.444444444444445)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.96)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:41.807153,"(1.55, 1.8, 1.7263157894736842)","(6.5, 14.0, 13.583333333333334)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.96)","(14.0, 55.0, 48.09090909090909)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:43.159214,"(1.55, 1.8, 1.7263157894736842)","(6.5, 14.0, 13.583333333333334)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.96)","(14.0, 55.0, 48.09090909090909)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:44.527651,"(1.55, 1.8, 1.7263157894736842)","(6.5, 14.0, 13.583333333333334)","(31.0, 240.0, 143.75)","(3.5, 4.4, 3.9846153846153847)","(14.0, 55.0, 48.09090909090909)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:45.764672,"(1.55, 1.8, 1.7189473684210526)","(6.5, 14.0, 14.416666666666668)","(31.0, 240.0, 135.0)","(3.5, 4.4, 3.92)","(14.0, 55.0, 48.09090909090909)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:46.901960,"(1.55, 1.8, 1.7548387096774194)","(6.5, 15.0, 14.416666666666668)","(31.0, 240.0, 135.0)","(3.5, 4.4, 3.92)","(14.0, 55.0, 48.09090909090909)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:48.134571,"(1.55, 1.8, 1.7548387096774194)","(6.5, 15.0, 14.416666666666668)","(31.0, 240.0, 126.25)","(3.5, 4.4, 3.9846153846153847)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:49.418765,"(1.55, 1.8, 1.73)","(6.5, 15.0, 14.416666666666668)","(31.0, 240.0, 135.0)","(3.5, 4.4, 4.033333333333333)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:50.613445,"(1.55, 1.79, 1.7245454545454546)","(6.5, 15.0, 14.5)","(31.0, 240.0, 135.0)","(3.5, 4.3, 4.033333333333333)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:51.762208,"(1.55, 1.79, 1.7613636363636365)","(6.5, 14.5, 14.071428571428571)","(31.0, 240.0, 135.0)","(3.5, 4.3, 4.163414634146341)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:52.831862,"(1.55, 1.79, 1.7491666666666668)","(6.5, 14.5, 14.071428571428571)","(31.0, 240.0, 143.75)","(3.5, 4.3, 3.9749999999999996)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:53.983494,"(1.55, 1.79, 1.7491666666666668)","(6.5, 14.5, 14.071428571428571)","(31.0, 240.0, 143.75)","(3.5, 4.3, 4.1125)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:55.244421,"(1.55, 1.79, 1.7491666666666668)","(6.5, 14.5, 14.071428571428571)","(31.0, 240.0, 143.75)","(3.5, 4.3, 4.1125)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:56.530533,"(1.55, 1.79, 1.7491666666666668)","(6.5, 14.0, 13.166666666666666)","(31.0, 240.0, 143.75)","(3.5, 4.3, 4.166666666666667)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:57.754471,"(1.55, 1.79, 1.7491666666666668)","(6.5, 14.0, 13.166666666666666)","(31.0, 240.0, 143.75)","(3.5, 4.3, 4.166666666666667)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:02:58.971198,"(1.55, 1.79, 1.7491666666666668)","(6.5, 14.0, 13.166666666666666)","(31.0, 240.0, 143.75)","(3.5, 4.3, 4.070833333333333)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:00.154615,"(1.55, 1.79, 1.7491666666666668)","(6.5, 14.0, 13.0625)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.070833333333333)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:01.246806,"(1.55, 1.78, 1.731111111111111)","(6.5, 14.0, 12.125)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.070833333333333)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:02.347742,"(1.55, 1.78, 1.731111111111111)","(6.5, 14.0, 12.125)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.1625)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:03.458659,"(1.55, 1.78, 1.731111111111111)","(6.5, 14.0, 12.125)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.1625)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:04.538638,"(1.55, 1.78, 1.731111111111111)","(6.5, 14.0, 12.125)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.1625)","(14.0, 55.0, 50.77777777777778)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:05.642265,"(1.55, 1.78, 1.731111111111111)","(6.5, 14.0, 12.125)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 44.4)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:06.762023,"(1.55, 1.78, 1.7324324324324325)","(6.5, 14.5, 11.73076923076923)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 48.0, 44.4)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:07.892669,"(1.55, 1.78, 1.7324324324324325)","(6.5, 14.5, 11.73076923076923)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 48.0, 44.4)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:09.056745,"(1.55, 1.78, 1.722962962962963)","(6.5, 14.5, 11.73076923076923)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 48.0, 44.4)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:10.231506,"(1.55, 1.78, 1.722962962962963)","(6.5, 14.5, 11.73076923076923)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 48.0, 51.27272727272727)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.23076923076923)"
10-01-2023 14:03:11.283204,"(1.55, 1.78, 1.722962962962963)","(6.5, 14.5, 11.73076923076923)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 60.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.58333333333333)"
10-01-2023 14:03:12.309039,"(1.55, 1.78, 1.6985185185185185)","(6.5, 14.5, 11.73076923076923)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.58333333333333)"
10-01-2023 14:03:13.350763,"(1.55, 1.77, 1.7091176470588234)","(6.5, 14.5, 11.75)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.58333333333333)"
10-01-2023 14:03:14.491794,"(1.55, 1.76, 1.7157894736842105)","(6.5, 14.5, 11.75)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 79.58333333333333)"
10-01-2023 14:03:15.572187,"(1.55, 1.76, 1.7157894736842105)","(6.5, 14.5, 11.75)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 88.75)"
10-01-2023 14:03:16.629900,"(1.55, 1.76, 1.7157894736842105)","(6.5, 14.5, 11.833333333333334)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:17.622732,"(1.55, 1.76, 1.7157894736842105)","(6.5, 14.5, 11.833333333333334)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:18.640555,"(1.55, 1.76, 1.7157894736842105)","(6.5, 14.5, 11.833333333333334)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:19.790676,"(1.55, 1.76, 1.7157894736842105)","(6.5, 14.5, 11.833333333333334)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:20.854527,"(1.55, 1.76, 1.7157894736842105)","(6.5, 14.5, 11.833333333333334)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:21.969282,"(1.55, 1.75, 1.6975)","(6.5, 14.5, 11.833333333333334)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:23.050766,"(1.55, 1.75, 1.6975)","(6.5, 14.5, 11.833333333333334)","(31.0, 240.0, 152.5)","(3.5, 4.3, 4.184210526315789)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:24.171948,"(1.55, 1.75, 1.6975)","(6.5, 14.5, 11.857142857142858)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:25.303086,"(1.55, 1.75, 1.6975)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:26.441789,"(1.55, 1.75, 1.7002631578947367)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:27.711978,"(1.55, 1.75, 1.7060465116279069)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:28.821368,"(1.55, 1.75, 1.7060465116279069)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:29.888340,"(1.55, 1.75, 1.7060465116279069)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:31.084343,"(1.55, 1.75, 1.7060465116279069)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:32.241756,"(1.55, 1.75, 1.7060465116279069)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 88.75)"
10-01-2023 14:03:33.378324,"(1.55, 1.75, 1.6989189189189189)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 92.1875)"
10-01-2023 14:03:34.494616,"(1.55, 1.75, 1.6909375)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:35.554587,"(1.55, 1.75, 1.6975)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:36.669183,"(1.55, 1.75, 1.699090909090909)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:37.849384,"(1.55, 1.75, 1.699090909090909)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.25)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:39.084748,"(1.55, 1.75, 1.699090909090909)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.2214285714285715)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:40.263363,"(1.55, 1.75, 1.727142857142857)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.022222222222222)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:41.437464,"(1.55, 1.74, 1.729090909090909)","(6.5, 14.0, 11.857142857142858)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.022222222222222)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:42.526246,"(1.55, 1.74, 1.727142857142857)","(6.5, 14.5, 12.5)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.022222222222222)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:43.547905,"(1.55, 1.74, 1.727142857142857)","(6.5, 14.5, 12.5)","(31.0, 240.0, 170.0)","(3.5, 4.3, 4.022222222222222)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:44.666803,"(1.55, 1.74, 1.7283333333333333)","(6.5, 14.5, 12.5)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.022222222222222)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:45.800127,"(1.55, 1.74, 1.7283333333333333)","(6.5, 14.5, 12.5)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:46.963902,"(1.55, 1.74, 1.7)","(6.5, 15.0, 13.25)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:48.124760,"(1.55, 1.74, 1.704705882352941)","(6.5, 15.0, 13.25)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:49.264288,"(1.55, 1.74, 1.704705882352941)","(6.5, 15.0, 13.25)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 89.66666666666667)"
10-01-2023 14:03:50.345705,"(1.55, 1.74, 1.704705882352941)","(6.5, 14.5, 12.25)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:51.403360,"(1.55, 1.74, 1.7127272727272727)","(6.5, 14.5, 12.25)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:52.478041,"(1.55, 1.74, 1.7127272727272727)","(6.5, 14.5, 12.25)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:53.613695,"(1.55, 1.74, 1.7127272727272727)","(6.5, 14.5, 12.25)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 455.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:54.700371,"(1.55, 1.74, 1.7137499999999999)","(6.5, 14.5, 12.25)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 662.5)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:55.847872,"(1.55, 1.74, 1.7137499999999999)","(6.5, 15.0, 12.375)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 662.5)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:56.961835,"(1.55, 1.74, 1.7137499999999999)","(6.5, 15.0, 12.375)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 670.0)","(26.0, 130.0, 91.17647058823529)"
10-01-2023 14:03:58.069896,"(1.55, 1.74, 1.72359375)","(6.5, 15.0, 12.375)","(31.0, 240.0, 161.25)","(3.5, 4.3, 4.085714285714285)","(14.0, 55.0, 52.625)","(18.0, 34.0, 29.666666666666668)","(101.0, 730.0, 670.0)","(26.0, 130.0, 91.17647058823529)"
