,Bywonner,Rebel Cadeau,Spirit Above,Wonga Flyer,Apricus,Looking Suave,Graffias,Go Now
04-01-2023 13:36:44.553394,"(31.0, 60.0, 56.875)","(15.0, 17.0, 16.918367346938776)","(2.7, 2.98, 2.958)","(3.4, 3.95, 3.921238938053097)","(5.5, 7.8, 7.674820143884892)","(61.0, 130.0, 120.9090909090909)","(20.0, 27.0, 26.966666666666665)","(5.5, 6.6, 6.543396226415094)"
04-01-2023 13:36:45.796698,"(31.0, 60.0, 57.2972972972973)","(15.0, 17.0, 16.918367346938776)","(2.7, 2.96, 2.9495625)","(3.4, 3.95, 3.9151724137931034)","(5.5, 7.8, 7.674820143884892)","(61.0, 130.0, 120.9090909090909)","(20.0, 27.0, 26.966666666666665)","(5.5, 6.6, 6.571929824561403)"
04-01-2023 13:36:47.094015,"(31.0, 60.0, 57.2972972972973)","(15.0, 17.0, 17.316326530612244)","(2.7, 3.0, 2.941176470588235)","(3.4, 3.95, 3.9151724137931034)","(5.5, 7.8, 7.674820143884892)","(61.0, 130.0, 120.9090909090909)","(20.0, 27.0, 26.966666666666665)","(5.5, 6.6, 6.529411764705882)"
04-01-2023 13:36:48.383742,"(31.0, 60.0, 57.2972972972973)","(14.0, 17.5, 17.295454545454547)","(2.7, 2.98, 2.9413953488372093)","(3.4, 3.95, 3.9114503816793893)","(5.5, 7.8, 7.670149253731343)","(61.0, 130.0, 120.9090909090909)","(20.0, 27.0, 26.966666666666665)","(5.5, 6.6, 6.529411764705882)"
04-01-2023 13:36:49.684792,"(31.0, 60.0, 57.2972972972973)","(14.0, 17.5, 17.295454545454547)","(2.7, 2.98, 2.9413953488372093)","(3.4, 3.95, 3.9114503816793893)","(5.5, 7.8, 7.670149253731343)","(61.0, 130.0, 120.9090909090909)","(20.0, 27.0, 26.966666666666665)","(5.5, 6.6, 6.529411764705882)"
04-01-2023 13:36:50.946879,"(31.0, 60.0, 57.2972972972973)","(14.0, 17.5, 17.36111111111111)","(2.7, 2.98, 2.9413793103448276)","(3.4, 3.95, 3.9114503816793893)","(5.5, 7.8, 7.670149253731343)","(61.0, 130.0, 120.9090909090909)","(20.0, 27.0, 26.966666666666665)","(5.5, 6.6, 6.529411764705882)"
04-01-2023 13:36:52.191758,"(31.0, 60.0, 57.2972972972973)","(14.0, 17.5, 17.674698795180724)","(2.7, 2.98, 2.949655172413793)","(3.4, 3.95, 3.8941176470588235)","(5.5, 7.8, 7.670149253731343)","(61.0, 130.0, 123.33333333333333)","(20.0, 27.0, 28.333333333333332)","(5.5, 6.6, 6.518840579710145)"
04-01-2023 13:36:53.435078,"(31.0, 60.0, 57.2972972972973)","(14.0, 18.0, 17.706521739130434)","(2.7, 2.96, 2.9469565217391303)","(3.4, 3.9, 3.8940366972477065)","(5.5, 7.8, 7.670149253731343)","(61.0, 130.0, 123.33333333333333)","(20.0, 30.0, 28.695652173913043)","(5.5, 6.6, 6.465454545454546)"
04-01-2023 13:36:54.583316,"(31.0, 60.0, 57.2972972972973)","(14.0, 18.0, 17.706521739130434)","(2.7, 2.96, 2.913333333333333)","(3.4, 3.9, 3.894491525423729)","(5.5, 7.8, 7.661842105263157)","(61.0, 130.0, 125.55555555555556)","(20.0, 30.0, 28.695652173913043)","(5.5, 6.6, 6.55)"
04-01-2023 13:36:55.725854,"(31.0, 60.0, 57.61904761904762)","(14.0, 18.0, 17.706521739130434)","(2.7, 2.92, 2.931219512195122)","(3.4, 3.9, 3.898165137614679)","(5.5, 7.8, 7.661842105263157)","(61.0, 130.0, 125.55555555555556)","(20.0, 30.0, 28.695652173913043)","(5.5, 6.6, 6.616666666666666)"
04-01-2023 13:36:56.882641,"(31.0, 60.0, 57.61904761904762)","(14.0, 18.0, 17.555555555555557)","(2.7, 2.94, 2.911764705882353)","(3.4, 3.9, 3.901724137931035)","(5.5, 7.8, 7.661842105263157)","(61.0, 130.0, 125.55555555555556)","(20.0, 30.0, 28.695652173913043)","(5.5, 6.8, 6.615384615384615)"
04-01-2023 13:36:58.130133,"(31.0, 60.0, 57.61904761904762)","(14.0, 18.0, 17.535714285714285)","(2.7, 2.94, 2.9176470588235293)","(3.4, 3.95, 3.901724137931035)","(5.5, 7.8, 7.661842105263157)","(61.0, 130.0, 125.55555555555556)","(20.0, 30.0, 28.333333333333332)","(5.5, 6.8, 6.597183098591549)"
04-01-2023 13:36:59.438008,"(31.0, 60.0, 57.61904761904762)","(14.0, 18.0, 17.535714285714285)","(2.7, 2.92, 2.9176470588235293)","(3.4, 3.95, 3.8342105263157893)","(5.5, 7.8, 7.6546875)","(61.0, 130.0, 125.55555555555556)","(20.0, 30.0, 29.692307692307693)","(5.5, 6.8, 6.608)"
04-01-2023 13:37:00.686377,"(31.0, 60.0, 57.61904761904762)","(14.0, 18.0, 18.236486486486488)","(2.7, 2.94, 2.9215384615384616)","(3.4, 3.85, 3.8342105263157893)","(5.5, 7.8, 7.6546875)","(61.0, 130.0, 125.55555555555556)","(20.0, 30.0, 29.692307692307693)","(5.5, 6.8, 6.608)"
04-01-2023 13:37:01.839924,"(31.0, 60.0, 57.5)","(14.0, 18.5, 18.236486486486488)","(2.7, 2.94, 2.946494845360825)","(3.4, 3.85, 3.8342105263157893)","(5.5, 7.8, 7.650724637681159)","(61.0, 130.0, 125.55555555555556)","(20.0, 30.0, 29.0)","(5.5, 6.8, 6.493617021276596)"
04-01-2023 13:37:03.008818,"(31.0, 60.0, 56.45161290322581)","(14.0, 18.5, 18.1046511627907)","(2.7, 2.96, 2.901777777777778)","(3.4, 3.85, 3.8338912133891214)","(5.5, 7.8, 7.635199999999999)","(61.0, 130.0, 127.14285714285714)","(20.0, 30.0, 28.5)","(5.5, 6.8, 6.5)"
04-01-2023 13:37:04.165295,"(31.0, 60.0, 56.666666666666664)","(14.0, 18.5, 18.064102564102566)","(2.7, 2.96, 2.9076363636363634)","(3.4, 3.85, 3.8338912133891214)","(5.5, 7.8, 7.663829787234042)","(61.0, 130.0, 126.36363636363636)","(20.0, 30.0, 28.5)","(5.5, 6.6, 6.562962962962962)"
04-01-2023 13:37:05.477907,"(31.0, 60.0, 56.666666666666664)","(14.0, 18.5, 18.064102564102566)","(2.7, 2.96, 2.9054545454545453)","(3.4, 3.85, 3.8338912133891214)","(5.5, 7.8, 7.663829787234042)","(61.0, 130.0, 126.92307692307692)","(20.0, 30.0, 28.5)","(5.5, 6.6, 6.562962962962962)"
04-01-2023 13:37:06.666760,"(31.0, 60.0, 56.666666666666664)","(14.0, 18.5, 18.064102564102566)","(2.7, 2.96, 2.9054545454545453)","(3.4, 3.85, 3.8338912133891214)","(5.5, 7.8, 7.663829787234042)","(61.0, 130.0, 125.0)","(20.0, 30.0, 29.59090909090909)","(5.5, 6.6, 6.5600000000000005)"
04-01-2023 13:37:07.864730,"(31.0, 60.0, 56.666666666666664)","(14.0, 18.5, 18.008333333333333)","(2.7, 2.96, 2.909689440993789)","(3.4, 3.85, 3.7320261437908497)","(5.5, 7.8, 7.663829787234042)","(61.0, 130.0, 125.0)","(20.0, 30.0, 29.59090909090909)","(5.5, 6.8, 6.6499999999999995)"
04-01-2023 13:37:09.151708,"(31.0, 60.0, 56.45161290322581)","(14.0, 18.5, 17.78048780487805)","(2.7, 2.96, 2.9451497005988023)","(3.4, 3.75, 3.748684210526316)","(5.5, 7.8, 7.64390243902439)","(61.0, 130.0, 125.0)","(20.0, 30.0, 29.59090909090909)","(5.5, 6.8, 6.655813953488372)"
04-01-2023 13:37:10.513262,"(41.0, 60.0, 56.45161290322581)","(14.0, 18.5, 17.78048780487805)","(2.6, 2.96, 2.9219999999999997)","(3.4, 3.75, 3.747950819672131)","(6.0, 7.8, 7.64390243902439)","(71.0, 130.0, 125.0)","(20.0, 30.0, 29.59090909090909)","(5.5, 6.8, 6.655813953488372)"
04-01-2023 13:37:11.904350,"(41.0, 60.0, 56.45161290322581)","(14.0, 19.5, 18.107142857142858)","(2.6, 2.96, 2.9322448979591837)","(3.4, 3.75, 3.719724770642202)","(6.0, 7.8, 7.6499999999999995)","(71.0, 130.0, 125.0)","(20.0, 30.0, 29.647058823529413)","(5.5, 6.8, 6.71)"
04-01-2023 13:37:13.191957,"(41.0, 60.0, 56.45161290322581)","(14.0, 19.5, 18.209302325581394)","(2.6, 2.94, 2.934285714285714)","(3.4, 3.75, 3.7263440860215056)","(6.0, 7.8, 7.6499999999999995)","(71.0, 130.0, 125.0)","(20.0, 30.0, 28.642857142857142)","(5.5, 6.8, 6.768)"
04-01-2023 13:37:14.445805,"(41.0, 60.0, 59.523809523809526)","(14.0, 19.5, 18.86)","(2.6, 2.94, 2.9357894736842103)","(3.4, 3.75, 3.730769230769231)","(6.0, 7.8, 7.921212121212121)","(71.0, 130.0, 125.0)","(20.0, 29.0, 28.75)","(5.5, 6.8, 6.768)"
04-01-2023 13:37:15.783092,"(41.0, 60.0, 63.611111111111114)","(14.0, 19.0, 18.796296296296298)","(2.6, 2.94, 2.9331428571428573)","(3.4, 3.75, 3.7288732394366195)","(6.0, 8.0, 7.931868131868132)","(71.0, 130.0, 125.0)","(20.0, 29.0, 28.75)","(5.5, 6.8, 6.768)"
04-01-2023 13:37:17.093426,"(41.0, 65.0, 63.57142857142857)","(14.0, 19.0, 18.52)","(2.6, 2.94, 2.9331428571428573)","(3.4, 3.75, 3.730769230769231)","(6.0, 8.0, 7.931868131868132)","(71.0, 130.0, 125.0)","(20.0, 29.0, 28.625)","(5.5, 6.8, 6.768)"
04-01-2023 13:37:18.398090,"(41.0, 65.0, 63.57142857142857)","(14.0, 19.0, 18.582089552238806)","(2.6, 2.94, 2.924923076923077)","(3.4, 3.75, 3.7326923076923078)","(6.0, 8.0, 7.931868131868132)","(71.0, 130.0, 125.0)","(20.0, 29.0, 28.625)","(5.5, 6.8, 6.663157894736842)"
04-01-2023 13:37:19.556173,"(41.0, 65.0, 62.27272727272727)","(14.0, 19.0, 18.641025641025642)","(2.6, 2.94, 2.8613247863247864)","(3.3, 3.75, 3.713636363636364)","(6.0, 8.0, 8.038095238095238)","(71.0, 130.0, 125.0)","(21.0, 29.0, 28.625)","(5.5, 6.8, 6.776923076923077)"
04-01-2023 13:37:20.779257,"(41.0, 65.0, 63.75)","(14.0, 19.0, 18.641025641025642)","(2.6, 2.88, 2.861041214750542)","(3.3, 3.75, 3.7184931506849317)","(6.0, 8.2, 8.06111111111111)","(71.0, 130.0, 125.71428571428571)","(21.0, 29.0, 28.727272727272727)","(5.5, 6.8, 6.742857142857143)"
04-01-2023 13:37:21.979787,"(41.0, 65.0, 63.75)","(14.0, 19.0, 18.641025641025642)","(2.6, 2.88, 2.8379166666666666)","(3.3, 3.75, 3.7346153846153847)","(6.0, 8.2, 8.062962962962963)","(71.0, 130.0, 125.71428571428571)","(21.0, 29.0, 28.5)","(5.5, 7.0, 6.8315789473684205)"
04-01-2023 13:37:23.217694,"(41.0, 65.0, 63.75)","(14.0, 19.0, 18.636363636363637)","(2.6, 2.84, 2.838181818181818)","(3.3, 3.75, 3.724)","(6.0, 8.2, 8.056666666666667)","(71.0, 130.0, 125.71428571428571)","(21.0, 29.0, 28.5)","(5.5, 7.0, 6.8352941176470585)"
04-01-2023 13:37:24.385543,"(41.0, 65.0, 63.57142857142857)","(14.0, 19.0, 18.636363636363637)","(2.6, 2.84, 2.838181818181818)","(3.3, 3.75, 3.7401515151515152)","(6.0, 8.2, 8.049122807017543)","(71.0, 130.0, 125.71428571428571)","(21.0, 29.0, 28.5)","(5.5, 7.0, 6.8943396226415095)"
04-01-2023 13:37:25.606878,"(41.0, 65.0, 63.57142857142857)","(14.0, 19.0, 18.586206896551722)","(2.6, 2.84, 2.7841777777777774)","(3.3, 3.75, 3.738785046728972)","(6.0, 8.2, 7.986666666666666)","(71.0, 130.0, 126.66666666666667)","(21.0, 29.0, 28.545454545454547)","(5.5, 7.0, 6.992156862745098)"
04-01-2023 13:37:26.830211,"(41.0, 65.0, 64.23076923076923)","(14.0, 19.0, 18.78125)","(2.6, 2.8, 2.813333333333333)","(3.3, 3.75, 3.7243478260869565)","(6.0, 8.2, 8.017241379310345)","(71.0, 130.0, 126.66666666666667)","(21.0, 30.0, 29.176470588235293)","(5.5, 7.2, 7.0473684210526315)"
04-01-2023 13:37:28.187916,"(41.0, 70.0, 66.66666666666667)","(15.0, 19.0, 18.61111111111111)","(2.6, 2.84, 2.8196)","(3.3, 3.75, 3.6950000000000003)","(6.0, 8.2, 7.921052631578947)","(71.0, 130.0, 126.66666666666667)","(21.0, 32.0, 29.565217391304348)","(5.5, 7.2, 7.056410256410256)"
04-01-2023 13:37:29.475090,"(41.0, 70.0, 66.66666666666667)","(15.0, 19.0, 18.87)","(2.6, 2.84, 2.836470588235294)","(3.3, 3.7, 3.588063063063063)","(6.0, 8.2, 7.968421052631578)","(71.0, 130.0, 129.0)","(21.0, 30.0, 29.681818181818183)","(5.5, 7.2, 7.195862068965518)"
04-01-2023 13:37:30.765344,"(41.0, 70.0, 67.3913043478261)","(15.0, 19.0, 18.848837209302324)","(2.6, 2.84, 2.8329729729729727)","(3.3, 3.6, 3.5761904761904764)","(6.0, 8.2, 8.060869565217391)","(71.0, 130.0, 129.0)","(21.0, 30.0, 29.708333333333332)","(5.5, 7.4, 7.221686746987952)"
04-01-2023 13:37:32.193945,"(41.0, 70.0, 65.71428571428571)","(15.0, 19.0, 18.86842105263158)","(2.6, 2.84, 2.8490625)","(3.3, 3.6, 3.5679487179487177)","(6.0, 8.2, 8.033333333333333)","(71.0, 130.0, 152.0)","(21.0, 30.0, 29.708333333333332)","(5.5, 7.4, 7.231578947368421)"
04-01-2023 13:37:33.458160,"(41.0, 70.0, 66.47058823529412)","(15.0, 19.0, 18.821428571428573)","(2.6, 2.88, 2.8485714285714283)","(3.3, 3.6, 3.5217948717948717)","(6.0, 8.2, 8.02608695652174)","(71.0, 160.0, 142.17391304347825)","(21.0, 30.0, 29.65)","(5.5, 7.4, 7.271428571428571)"
04-01-2023 13:37:34.809721,"(41.0, 70.0, 66.66666666666667)","(15.0, 19.0, 19.014285714285716)","(2.6, 2.86, 2.8634146341463413)","(3.3, 3.55, 3.4902439024390244)","(6.0, 8.2, 8.02608695652174)","(71.0, 170.0, 151.0)","(21.0, 30.0, 29.863636363636363)","(5.5, 7.4, 7.323333333333333)"
04-01-2023 13:37:36.023558,"(41.0, 70.0, 66.66666666666667)","(15.0, 19.5, 18.703125)","(2.6, 2.88, 2.8854545454545453)","(3.3, 3.5, 3.486440677966102)","(6.0, 8.2, 8.028571428571428)","(71.0, 160.0, 151.0)","(21.0, 30.0, 29.88888888888889)","(5.5, 7.4, 7.323333333333333)"
04-01-2023 13:37:37.208065,"(41.0, 70.0, 66.66666666666667)","(15.0, 19.0, 18.770833333333332)","(2.6, 2.9, 2.769753086419753)","(3.3, 3.5, 3.539516129032258)","(6.0, 8.2, 8.237037037037037)","(71.0, 160.0, 141.66666666666666)","(21.0, 30.0, 30.933333333333334)","(5.5, 7.4, 7.4941176470588236)"
04-01-2023 13:37:38.417658,"(41.0, 70.0, 66.19047619047619)","(15.0, 19.0, 18.725)","(2.6, 2.78, 2.847037037037037)","(3.3, 3.55, 3.5256410256410255)","(6.0, 8.4, 8.203278688524591)","(71.0, 170.0, 156.25)","(21.0, 32.0, 31.571428571428573)","(5.5, 7.6, 7.488888888888889)"
04-01-2023 13:37:39.710681,"(41.0, 70.0, 64.5)","(15.0, 19.0, 18.541666666666668)","(2.6, 2.86, 2.8424742268041236)","(3.3, 3.55, 3.536153846153846)","(6.0, 8.4, 8.189473684210526)","(71.0, 160.0, 156.25)","(21.0, 32.0, 31.571428571428573)","(5.5, 7.6, 7.52)"
04-01-2023 13:37:40.924489,"(41.0, 70.0, 64.28571428571429)","(15.0, 19.0, 18.523809523809526)","(2.6, 2.86, 2.835272727272727)","(3.3, 3.55, 3.519491525423729)","(6.0, 8.4, 8.128)","(71.0, 160.0, 150.0)","(21.0, 32.0, 31.42222222222222)","(5.5, 7.6, 7.521428571428571)"
04-01-2023 13:37:42.158040,"(41.0, 70.0, 65.21739130434783)","(15.0, 19.0, 18.634615384615383)","(2.6, 2.86, 2.813333333333333)","(3.3, 3.55, 3.5170542635658912)","(6.0, 8.2, 8.236363636363636)","(71.0, 160.0, 150.0)","(21.0, 34.0, 31.490196078431374)","(5.5, 7.6, 7.373770491803279)"
04-01-2023 13:37:43.409515,"(41.0, 70.0, 65.21739130434783)","(15.0, 19.0, 18.641509433962263)","(2.6, 2.84, 2.8226804123711338)","(3.3, 3.55, 3.516)","(6.0, 8.4, 8.236363636363636)","(71.0, 160.0, 156.25)","(21.0, 34.0, 31.490196078431374)","(6.0, 7.4, 7.370967741935484)"
04-01-2023 13:37:44.696474,"(41.0, 70.0, 65.21739130434783)","(15.0, 19.0, 18.547619047619047)","(2.6, 2.84, 2.8226804123711338)","(3.3, 3.55, 3.5173076923076922)","(6.0, 8.4, 8.236363636363636)","(71.0, 160.0, 156.25)","(21.0, 34.0, 31.217391304347828)","(6.0, 7.4, 7.370967741935484)"
04-01-2023 13:37:46.107468,"(41.0, 70.0, 65.21739130434783)","(15.0, 19.0, 18.62)","(2.6, 2.84, 2.8232)","(3.3, 3.55, 3.54029304029304)","(6.0, 8.4, 8.236363636363636)","(71.0, 160.0, 156.25)","(21.0, 34.0, 31.217391304347828)","(6.0, 7.4, 7.376623376623377)"
04-01-2023 13:37:47.382811,"(41.0, 70.0, 65.21739130434783)","(15.0, 19.0, 18.574074074074073)","(2.6, 2.84, 2.7873066666666664)","(3.3, 3.55, 3.538686131386861)","(6.0, 8.4, 8.245714285714286)","(71.0, 160.0, 153.33333333333334)","(21.0, 34.0, 35.82051282051282)","(6.0, 7.4, 7.364000000000001)"
04-01-2023 13:37:48.611246,"(41.0, 70.0, 64.5)","(15.0, 19.0, 18.54385964912281)","(2.6, 2.8, 2.7656603773584902)","(3.3, 3.55, 3.5920118343195266)","(6.0, 8.4, 8.276470588235295)","(71.0, 160.0, 146.52173913043478)","(21.0, 36.0, 36.78431372549019)","(6.0, 7.4, 7.364000000000001)"
04-01-2023 13:37:49.838999,"(41.0, 70.0, 64.5)","(15.0, 19.0, 18.325)","(2.6, 2.78, 2.7634920634920634)","(3.2, 3.6, 3.5933476394849784)","(6.0, 8.4, 8.26875)","(71.0, 170.0, 155.0)","(21.0, 38.0, 35.91891891891892)","(5.5, 7.4, 7.362500000000001)"
04-01-2023 13:37:51.064169,"(41.0, 70.0, 65.21739130434783)","(15.0, 19.0, 18.325)","(2.6, 2.78, 2.763606557377049)","(3.2, 3.6, 3.5933476394849784)","(6.0, 8.4, 8.26875)","(71.0, 170.0, 157.14285714285714)","(21.0, 36.0, 35.89333333333333)","(5.5, 7.4, 7.371428571428572)"
04-01-2023 13:37:52.328090,"(41.0, 70.0, 65.21739130434783)","(15.0, 19.0, 18.325)","(2.6, 2.78, 2.7621568627450976)","(3.2, 3.6, 3.5933476394849784)","(6.0, 8.4, 8.26875)","(71.0, 170.0, 157.14285714285714)","(21.0, 36.0, 35.86666666666667)","(5.5, 7.4, 7.371428571428572)"
04-01-2023 13:37:53.609390,"(41.0, 70.0, 65.21739130434783)","(15.0, 19.0, 18.325)","(2.6, 2.78, 2.7628205128205128)","(3.2, 3.6, 3.594194756554307)","(6.0, 8.4, 8.238461538461538)","(71.0, 170.0, 157.14285714285714)","(21.0, 36.0, 35.86666666666667)","(5.5, 7.4, 7.3707317073170735)"
04-01-2023 13:37:54.728190,"(41.0, 70.0, 65.21739130434783)","(15.0, 19.0, 18.325)","(2.6, 2.78, 2.7695681063122923)","(3.2, 3.6, 3.6231147540983604)","(6.0, 8.4, 8.26875)","(71.0, 170.0, 157.14285714285714)","(21.0, 36.0, 35.86666666666667)","(5.5, 7.4, 7.371428571428572)"
04-01-2023 13:37:55.865717,"(41.0, 70.0, 64.0)","(15.0, 19.0, 18.325)","(2.6, 2.78, 2.7589473684210524)","(3.3, 3.65, 3.6198529411764704)","(6.0, 8.4, 8.26875)","(71.0, 170.0, 157.14285714285714)","(21.0, 36.0, 35.86666666666667)","(5.5, 7.4, 7.3770491803278695)"
04-01-2023 13:37:57.073732,"(41.0, 70.0, 64.0)","(15.0, 19.0, 18.147058823529413)","(2.6, 2.76, 2.7589473684210524)","(3.3, 3.65, 3.6117021276595747)","(6.0, 8.4, 8.276470588235295)","(71.0, 170.0, 157.14285714285714)","(21.0, 36.0, 35.971830985915496)","(5.5, 7.4, 7.3760683760683765)"
04-01-2023 13:37:58.245267,"(41.0, 70.0, 64.0)","(15.0, 18.5, 18.147058823529413)","(2.6, 2.76, 2.7592039800995023)","(3.3, 3.65, 3.61)","(6.0, 8.4, 8.26875)","(71.0, 170.0, 157.14285714285714)","(21.0, 36.0, 35.688311688311686)","(5.5, 7.4, 7.375438596491229)"
04-01-2023 13:37:59.430203,"(41.0, 75.0, 71.95652173913044)","(15.0, 18.5, 18.063636363636363)","(2.6, 2.76, 2.7458914728682173)","(3.3, 3.65, 3.5324396782841823)","(6.0, 8.4, 8.333333333333334)","(71.0, 170.0, 159.0909090909091)","(21.0, 36.0, 35.688311688311686)","(5.5, 7.4, 7.449180327868852)"
04-01-2023 13:38:00.641131,"(41.0, 75.0, 67.10526315789474)","(15.0, 18.5, 18.1)","(2.6, 2.78, 2.762945736434108)","(3.3, 3.55, 3.529054054054054)","(6.0, 8.4, 8.530666666666667)","(71.0, 170.0, 159.0909090909091)","(21.0, 36.0, 35.71052631578947)","(5.5, 7.6, 7.33202614379085)"
04-01-2023 13:38:01.765894,"(41.0, 75.0, 67.10526315789474)","(15.0, 18.0, 17.9375)","(2.6, 2.78, 2.774537037037037)","(3.3, 3.55, 3.529054054054054)","(6.0, 8.6, 8.54)","(71.0, 170.0, 157.85714285714286)","(21.0, 36.0, 35.53846153846154)","(5.5, 7.4, 7.316800000000001)"
04-01-2023 13:38:02.921529,"(41.0, 70.0, 65.27777777777777)","(15.0, 18.0, 17.794117647058822)","(2.6, 2.8, 2.7830303030303027)","(3.2, 3.55, 3.520719178082192)","(6.0, 8.6, 8.504225352112677)","(71.0, 170.0, 162.0)","(21.0, 36.0, 33.48148148148148)","(5.5, 7.4, 7.318110236220472)"
04-01-2023 13:38:04.132053,"(41.0, 70.0, 65.55555555555556)","(15.0, 18.5, 17.88095238095238)","(2.6, 2.8, 2.787138643067846)","(3.2, 3.55, 3.520719178082192)","(6.0, 8.6, 8.528571428571428)","(71.0, 170.0, 163.33333333333334)","(21.0, 36.0, 33.57575757575758)","(5.5, 7.4, 7.318110236220472)"
04-01-2023 13:38:05.365930,"(41.0, 70.0, 65.95238095238095)","(15.0, 18.5, 17.847826086956523)","(2.5, 2.8, 2.788199445983379)","(3.1, 3.55, 3.519145569620253)","(6.0, 8.6, 8.516666666666666)","(81.0, 170.0, 163.33333333333334)","(21.0, 36.0, 33.57575757575758)","(6.0, 7.4, 7.3171875)"
04-01-2023 13:38:06.670852,"(41.0, 70.0, 65.95238095238095)","(15.0, 18.5, 17.818181818181817)","(2.5, 2.8, 2.8217142857142856)","(3.1, 3.55, 3.5144128113879005)","(6.0, 8.6, 8.314285714285713)","(81.0, 170.0, 163.33333333333334)","(21.0, 36.0, 33.57575757575758)","(6.0, 7.4, 7.3171875)"
04-01-2023 13:38:07.772099,"(41.0, 70.0, 65.31914893617021)","(15.0, 18.5, 17.774509803921568)","(2.5, 2.84, 2.8216216216216217)","(3.1, 3.55, 3.4917748917748916)","(6.0, 8.6, 8.326315789473684)","(81.0, 170.0, 163.33333333333334)","(21.0, 36.0, 33.57575757575758)","(6.0, 7.4, 7.28503937007874)"
04-01-2023 13:38:08.971686,"(41.0, 70.0, 65.51020408163265)","(15.0, 18.5, 17.774509803921568)","(2.5, 2.84, 2.820869565217391)","(3.1, 3.5, 3.4845454545454544)","(6.0, 8.4, 8.362162162162162)","(81.0, 170.0, 163.33333333333334)","(21.0, 36.0, 33.57575757575758)","(6.0, 7.4, 7.300000000000001)"
04-01-2023 13:38:10.290233,"(41.0, 70.0, 65.41666666666667)","(15.0, 18.5, 18.046875)","(2.5, 2.84, 2.836237623762376)","(3.1, 3.5, 3.4825819672131146)","(6.0, 8.4, 8.379999999999999)","(81.0, 170.0, 163.33333333333334)","(21.0, 36.0, 33.57575757575758)","(6.0, 7.4, 7.302816901408451)"
04-01-2023 13:38:11.402237,"(41.0, 70.0, 65.41666666666667)","(15.0, 18.5, 18.046875)","(2.5, 2.84, 2.836237623762376)","(3.1, 3.5, 3.498951048951049)","(6.0, 8.6, 8.361403508771929)","(81.0, 170.0, 163.84615384615384)","(21.0, 36.0, 33.57575757575758)","(6.0, 7.4, 7.302816901408451)"
04-01-2023 13:38:12.804833,"(41.0, 70.0, 63.714285714285715)","(15.0, 18.5, 18.051724137931036)","(2.6, 2.84, 2.794285714285714)","(3.1, 3.5, 3.5113247863247863)","(6.0, 8.6, 8.422222222222222)","(81.0, 170.0, 163.6)","(21.0, 36.0, 33.64705882352941)","(5.5, 7.4, 7.308333333333334)"
04-01-2023 13:38:14.183242,"(41.0, 65.0, 63.793103448275865)","(15.0, 18.5, 18.13888888888889)","(2.6, 2.82, 2.7968316831683167)","(3.1, 3.55, 3.506904761904762)","(6.0, 8.6, 8.448275862068966)","(81.0, 170.0, 164.66666666666666)","(21.0, 36.0, 33.6)","(5.5, 7.4, 7.3180124223602485)"
04-01-2023 13:38:15.445445,"(41.0, 65.0, 63.793103448275865)","(15.0, 18.5, 18.13888888888889)","(2.6, 2.82, 2.7950943396226413)","(3.1, 3.55, 3.506904761904762)","(6.0, 8.6, 8.475675675675676)","(81.0, 170.0, 164.66666666666666)","(21.0, 36.0, 33.6)","(6.0, 7.4, 7.3180124223602485)"
04-01-2023 13:38:16.688275,"(41.0, 65.0, 63.793103448275865)","(15.0, 18.5, 18.13888888888889)","(2.6, 2.82, 2.7954285714285714)","(3.1, 3.55, 3.520327868852459)","(6.0, 8.6, 8.165217391304347)","(81.0, 170.0, 164.83870967741936)","(21.0, 36.0, 34.45454545454545)","(6.0, 7.4, 7.347286821705427)"
04-01-2023 13:38:17.869639,"(41.0, 65.0, 64.07407407407408)","(15.0, 18.5, 18.34090909090909)","(2.6, 2.82, 2.8118095238095235)","(3.1, 3.55, 3.520327868852459)","(6.0, 8.4, 8.173584905660377)","(81.0, 170.0, 164.83870967741936)","(21.0, 36.0, 33.57142857142857)","(6.0, 7.4, 7.32751677852349)"
04-01-2023 13:38:19.027194,"(41.0, 65.0, 64.10714285714286)","(15.0, 18.5, 18.34090909090909)","(2.6, 2.82, 2.8118095238095235)","(3.1, 3.55, 3.520327868852459)","(6.0, 8.4, 8.173584905660377)","(81.0, 170.0, 164.83870967741936)","(21.0, 36.0, 33.6)","(6.0, 7.4, 7.32751677852349)"
04-01-2023 13:38:20.268694,"(41.0, 65.0, 63.57142857142857)","(15.0, 18.5, 18.112244897959183)","(2.6, 2.82, 2.8118095238095235)","(3.1, 3.55, 3.519833333333333)","(6.0, 8.4, 8.167441860465116)","(81.0, 170.0, 164.83870967741936)","(21.0, 36.0, 33.12)","(6.0, 7.4, 7.32751677852349)"
04-01-2023 13:38:21.459997,"(41.0, 65.0, 62.77777777777778)","(15.0, 18.5, 18.112244897959183)","(2.6, 2.82, 2.8118095238095235)","(3.1, 3.55, 3.519833333333333)","(6.5, 8.4, 8.143589743589743)","(81.0, 170.0, 164.83870967741936)","(26.0, 36.0, 33.12)","(6.0, 7.4, 7.166153846153846)"
