,Ripstone Snorter,Mista Moose,Nifty Ronald,Parallel,Operative Anna,Little Cessna,Louisiana Freedom,Bettor Be Lucky,Rum Delight Nz,Change Of Mind
10-01-2023 14:11:00.618919,"(8.5, 12.5, 11.5625)","(16.0, 46.0, 34.57142857142857)","(31.0, 46.0, 41.0)","(2.2, 2.52, 2.501818181818182)","(3.8, 5.0, 4.699999999999999)","(19.0, 28.0, 24.6)","(7.5, 10.5, 9.863157894736842)","(41.0, 60.0, 50.4)","(10.0, 99999, 99990)","(31.0, 100.0, 65.63636363636364)"
10-01-2023 14:11:01.905531,"(8.5, 12.5, 11.75)","(16.0, 46.0, 34.57142857142857)","(26.0, 46.0, 41.0)","(2.2, 2.52, 2.485333333333333)","(3.8, 5.0, 4.661538461538461)","(19.0, 27.0, 22.875)","(7.5, 10.5, 9.863157894736842)","(41.0, 60.0, 50.4)","(10.0, 99999, 99990)","(31.0, 100.0, 86.83333333333333)"
10-01-2023 14:11:03.210115,"(8.5, 12.5, 11.75)","(16.0, 44.0, 39.333333333333336)","(26.0, 46.0, 40.857142857142854)","(2.2, 2.52, 2.4884848484848483)","(3.8, 5.0, 4.661538461538461)","(19.0, 26.0, 22.875)","(7.5, 10.5, 9.866666666666667)","(41.0, 60.0, 50.4)","(10.0, 99999, 99990)","(31.0, 95.0, 65.625)"
10-01-2023 14:11:04.542203,"(8.5, 13.0, 11.75)","(16.0, 44.0, 39.333333333333336)","(31.0, 46.0, 40.857142857142854)","(2.2, 2.52, 2.49)","(3.9, 5.0, 4.685714285714285)","(19.0, 26.0, 22.875)","(7.5, 10.0, 9.866666666666667)","(41.0, 60.0, 50.4)","(11.0, 99999, 99990)","(41.0, 95.0, 62.0)"
10-01-2023 14:11:05.804947,"(9.0, 12.5, 11.642857142857142)","(16.0, 44.0, 39.333333333333336)","(31.0, 46.0, 40.857142857142854)","(2.2, 2.52, 2.4916129032258065)","(3.9, 5.0, 4.685714285714285)","(19.0, 26.0, 22.875)","(7.5, 10.0, 9.866666666666667)","(41.0, 60.0, 50.4)","(11.0, 99999, 99990)","(41.0, 90.0, 62.0)"
10-01-2023 14:11:07.091031,"(9.0, 12.5, 11.346153846153847)","(16.0, 44.0, 39.333333333333336)","(31.0, 46.0, 40.857142857142854)","(2.2, 2.52, 2.4916129032258065)","(3.9, 5.0, 4.685714285714285)","(19.0, 26.0, 23.25)","(7.5, 10.0, 9.866666666666667)","(41.0, 60.0, 50.4)","(11.0, 99999, 99990)","(41.0, 90.0, 62.0)"
10-01-2023 14:11:08.412728,"(9.0, 11.5, 11.3)","(16.0, 40.0, 36.666666666666664)","(31.0, 46.0, 40.857142857142854)","(2.2, 2.52, 2.4916129032258065)","(3.9, 5.0, 4.6499999999999995)","(19.0, 24.0, 23.25)","(7.5, 10.0, 9.933333333333334)","(41.0, 60.0, 50.4)","(11.0, 99999, 99990)","(41.0, 90.0, 75.75)"
10-01-2023 14:11:09.761672,"(9.0, 11.5, 11.3)","(16.0, 40.0, 32.857142857142854)","(31.0, 46.0, 40.857142857142854)","(2.2, 2.52, 2.453333333333333)","(3.9, 5.0, 4.633333333333333)","(19.0, 24.0, 23.625)","(7.5, 10.0, 9.933333333333334)","(41.0, 60.0, 50.4)","(11.0, 99999, 99990)","(41.0, 85.0, 75.75)"
10-01-2023 14:11:11.075597,"(9.0, 11.5, 11.3)","(16.0, 40.0, 32.857142857142854)","(31.0, 46.0, 42.0)","(2.2, 2.52, 2.448)","(3.9, 5.0, 4.633333333333333)","(19.0, 24.0, 23.625)","(7.5, 10.0, 9.952941176470588)","(41.0, 60.0, 50.4)","(11.0, 99999, 99990)","(41.0, 85.0, 75.75)"
10-01-2023 14:11:12.412959,"(9.0, 11.5, 11.3)","(16.0, 40.0, 32.857142857142854)","(31.0, 44.0, 42.0)","(2.2, 2.48, 2.5236363636363635)","(3.9, 5.0, 4.633333333333333)","(19.0, 24.0, 29.555555555555557)","(7.5, 10.0, 9.961904761904762)","(41.0, 60.0, 49.714285714285715)","(11.0, 99999, 99990)","(41.0, 85.0, 75.75)"
10-01-2023 14:11:13.676222,"(9.0, 13.0, 11.75)","(16.0, 40.0, 32.857142857142854)","(31.0, 44.0, 42.0)","(2.2, 2.56, 2.4011428571428572)","(3.9, 5.0, 4.633333333333333)","(19.0, 32.0, 27.3)","(7.5, 10.0, 9.952941176470588)","(41.0, 60.0, 49.714285714285715)","(11.0, 99999, 99990)","(41.0, 85.0, 75.75)"
10-01-2023 14:11:14.975910,"(9.0, 13.0, 11.545454545454545)","(16.0, 40.0, 32.857142857142854)","(31.0, 44.0, 42.0)","(2.2, 2.52, 2.488)","(3.9, 5.0, 4.633333333333333)","(19.0, 30.0, 25.846153846153847)","(7.5, 10.0, 9.952941176470588)","(41.0, 60.0, 48.875)","(11.0, 99999, 99990)","(41.0, 85.0, 75.75)"
10-01-2023 14:11:16.350823,"(9.0, 13.0, 11.75)","(16.0, 40.0, 32.857142857142854)","(31.0, 44.0, 42.0)","(2.2, 2.5, 2.4357142857142855)","(3.9, 5.0, 4.633333333333333)","(19.0, 30.0, 25.846153846153847)","(7.5, 10.0, 9.952941176470588)","(41.0, 55.0, 48.875)","(11.0, 99999, 99990)","(41.0, 85.0, 75.75)"
10-01-2023 14:11:17.634879,"(9.0, 13.0, 11.75)","(16.0, 40.0, 32.857142857142854)","(31.0, 44.0, 42.0)","(2.2, 2.5, 2.4357142857142855)","(3.9, 5.0, 4.633333333333333)","(19.0, 30.0, 25.846153846153847)","(7.5, 10.0, 9.961904761904762)","(41.0, 55.0, 48.875)","(11.0, 99999, 99990)","(41.0, 85.0, 70.2)"
10-01-2023 14:11:18.918588,"(9.0, 13.0, 11.75)","(16.0, 40.0, 32.857142857142854)","(31.0, 44.0, 42.0)","(2.2, 2.5, 2.4357142857142855)","(3.9, 5.0, 4.816666666666666)","(19.0, 30.0, 25.9)","(7.5, 10.0, 9.961904761904762)","(41.0, 55.0, 48.875)","(11.0, 99999, 99990)","(41.0, 85.0, 72.0)"
10-01-2023 14:11:20.168190,"(9.0, 12.5, 11.9)","(16.0, 40.0, 32.857142857142854)","(31.0, 44.0, 42.0)","(2.2, 2.5, 2.4357142857142855)","(3.9, 5.0, 4.7375)","(19.0, 28.0, 24.76923076923077)","(7.5, 10.0, 9.961904761904762)","(41.0, 55.0, 49.166666666666664)","(11.0, 99999, 99990)","(41.0, 80.0, 60.0)"
10-01-2023 14:11:21.446412,"(9.0, 12.5, 11.9)","(16.0, 40.0, 31.666666666666668)","(31.0, 44.0, 42.0)","(2.2, 2.5, 2.4299999999999997)","(3.9, 5.0, 4.7250000000000005)","(19.0, 28.0, 24.76923076923077)","(7.5, 10.0, 9.961904761904762)","(41.0, 55.0, 49.166666666666664)","(11.0, 99999, 99990)","(41.0, 80.0, 68.75)"
10-01-2023 14:11:22.854283,"(9.0, 12.5, 11.9)","(16.0, 40.0, 31.666666666666668)","(31.0, 44.0, 40.857142857142854)","(2.2, 2.5, 2.472)","(3.9, 5.0, 4.7250000000000005)","(19.0, 28.0, 25.5)","(7.5, 10.0, 12.466666666666667)","(41.0, 55.0, 49.166666666666664)","(11.0, 99999, 99990)","(41.0, 80.0, 65.77777777777777)"
10-01-2023 14:11:24.145431,"(9.0, 12.0, 11.6)","(16.0, 40.0, 31.666666666666668)","(31.0, 46.0, 40.857142857142854)","(2.2, 2.52, 2.4699999999999998)","(3.9, 5.0, 4.8625)","(19.0, 27.0, 22.875)","(7.5, 14.0, 11.72857142857143)","(41.0, 55.0, 49.166666666666664)","(11.0, 99999, 99990)","(41.0, 80.0, 67.28571428571428)"
10-01-2023 14:11:25.505960,"(9.0, 12.0, 11.6)","(16.0, 40.0, 31.666666666666668)","(31.0, 46.0, 40.857142857142854)","(2.2, 2.5, 2.4699999999999998)","(3.9, 5.0, 4.733333333333333)","(19.0, 26.0, 22.875)","(7.5, 12.5, 10.8125)","(41.0, 55.0, 49.166666666666664)","(11.0, 99999, 99990)","(41.0, 75.0, 63.0)"
10-01-2023 14:11:26.742426,"(9.0, 11.5, 11.25)","(16.0, 40.0, 31.666666666666668)","(31.0, 46.0, 40.857142857142854)","(2.2, 2.5, 2.4699999999999998)","(3.9, 5.0, 4.733333333333333)","(19.0, 26.0, 22.875)","(7.5, 12.5, 10.63809523809524)","(41.0, 55.0, 50.333333333333336)","(11.0, 99999, 99990)","(41.0, 75.0, 56.4)"
10-01-2023 14:11:28.003606,"(9.0, 13.0, 11.958333333333334)","(16.0, 40.0, 31.666666666666668)","(31.0, 70.0, 52.5)","(2.2, 2.52, 2.4583333333333335)","(3.9, 4.9, 4.622222222222222)","(19.0, 26.0, 22.875)","(7.5, 12.0, 10.57)","(41.0, 55.0, 50.333333333333336)","(11.0, 99999, 99990)","(41.0, 75.0, 57.0)"
10-01-2023 14:11:29.258832,"(9.0, 13.0, 11.222222222222221)","(16.0, 40.0, 31.666666666666668)","(31.0, 65.0, 52.5)","(2.2, 2.5, 2.45)","(3.9, 4.8, 4.622222222222222)","(19.0, 26.0, 22.875)","(7.5, 12.0, 10.57)","(41.0, 55.0, 50.333333333333336)","(11.0, 99999, 99990)","(41.0, 70.0, 57.0)"
10-01-2023 14:11:30.467816,"(9.0, 15.5, 15.357142857142858)","(16.0, 40.0, 31.666666666666668)","(31.0, 65.0, 52.5)","(2.2, 2.48, 2.45)","(3.9, 4.8, 4.64)","(19.0, 26.0, 22.5)","(7.5, 12.0, 11.705357142857142)","(41.0, 55.0, 50.333333333333336)","(11.0, 99999, 99990)","(41.0, 70.0, 54.5)"
10-01-2023 14:11:31.788751,"(9.0, 14.5, 14.125)","(16.0, 40.0, 31.666666666666668)","(31.0, 60.0, 42.857142857142854)","(2.2, 2.48, 2.506666666666667)","(3.9, 4.8, 4.631578947368421)","(18.0, 25.0, 21.857142857142858)","(7.5, 12.0, 11.705357142857142)","(41.0, 55.0, 49.166666666666664)","(11.0, 99999, 99990)","(41.0, 65.0, 55.45454545454545)"
10-01-2023 14:11:33.140500,"(9.0, 14.5, 14.233333333333334)","(16.0, 40.0, 31.666666666666668)","(31.0, 60.0, 42.857142857142854)","(2.2, 2.56, 2.506666666666667)","(3.9, 4.8, 4.631578947368421)","(18.0, 24.0, 22.0)","(7.5, 12.0, 11.705357142857142)","(41.0, 55.0, 44.4)","(11.0, 99999, 99990)","(41.0, 65.0, 55.45454545454545)"
10-01-2023 14:11:34.496999,"(9.0, 14.5, 13.333333333333334)","(16.0, 40.0, 31.666666666666668)","(31.0, 55.0, 43.75)","(2.2, 2.56, 2.533333333333333)","(3.9, 4.8, 4.631578947368421)","(18.0, 23.0, 20.333333333333332)","(7.5, 12.0, 11.705357142857142)","(41.0, 48.0, 45.42857142857143)","(11.0, 99999, 99990)","(41.0, 65.0, 54.5)"
10-01-2023 14:11:35.773581,"(9.0, 14.0, 13.333333333333334)","(16.0, 40.0, 31.666666666666668)","(26.0, 55.0, 43.75)","(2.2, 2.56, 2.533333333333333)","(3.9, 4.8, 4.631578947368421)","(18.0, 22.0, 20.333333333333332)","(8.0, 12.0, 11.705357142857142)","(41.0, 46.0, 45.42857142857143)","(11.0, 99999, 99990)","(41.0, 65.0, 54.5)"
10-01-2023 14:11:37.008698,"(9.0, 14.0, 13.333333333333334)","(16.0, 40.0, 31.666666666666668)","(26.0, 55.0, 43.75)","(2.2, 2.56, 2.5171428571428573)","(3.9, 4.8, 4.631578947368421)","(18.0, 22.0, 21.285714285714285)","(8.0, 12.0, 11.71551724137931)","(41.0, 46.0, 45.333333333333336)","(11.0, 99999, 99990)","(41.0, 65.0, 53.54545454545455)"
10-01-2023 14:11:38.220003,"(9.0, 14.0, 13.833333333333334)","(16.0, 40.0, 31.666666666666668)","(26.0, 50.0, 42.0)","(2.2, 2.74, 2.5)","(3.9, 4.6, 4.476190476190476)","(18.0, 22.0, 21.142857142857142)","(8.0, 12.0, 11.694444444444445)","(41.0, 46.0, 44.666666666666664)","(11.0, 99999, 99990)","(41.0, 65.0, 47.0)"
10-01-2023 14:11:39.452822,"(9.0, 13.5, 13.38888888888889)","(16.0, 40.0, 32.666666666666664)","(26.0, 48.0, 43.0)","(2.2, 2.7, 2.4815151515151515)","(3.9, 4.6, 4.537209302325581)","(18.0, 21.0, 19.333333333333332)","(8.0, 12.0, 11.796296296296296)","(41.0, 46.0, 44.666666666666664)","(11.0, 99999, 99990)","(41.0, 65.0, 47.666666666666664)"
10-01-2023 14:11:40.715325,"(9.0, 13.5, 13.38888888888889)","(16.0, 38.0, 32.666666666666664)","(26.0, 46.0, 43.0)","(2.2, 2.5, 2.52)","(3.9, 4.6, 4.451219512195122)","(18.0, 20.0, 19.333333333333332)","(8.0, 12.0, 11.476190476190476)","(41.0, 46.0, 44.666666666666664)","(11.0, 99999, 99990)","(41.0, 55.0, 44.916666666666664)"
10-01-2023 14:11:41.997030,"(9.0, 13.0, 12.970588235294118)","(16.0, 38.0, 31.333333333333332)","(26.0, 46.0, 43.0)","(2.2, 2.68, 2.5700000000000003)","(3.9, 4.5, 5.120588235294118)","(18.0, 20.0, 19.333333333333332)","(8.0, 11.5, 11.476190476190476)","(41.0, 46.0, 44.666666666666664)","(11.0, 99999, 99990)","(41.0, 55.0, 44.916666666666664)"
10-01-2023 14:11:43.281501,"(9.0, 13.0, 12.970588235294118)","(16.0, 38.0, 31.333333333333332)","(26.0, 46.0, 42.0)","(2.2, 2.66, 2.651666666666667)","(3.9, 5.2, 5.0)","(18.0, 20.0, 19.333333333333332)","(8.0, 11.5, 11.476190476190476)","(41.0, 46.0, 44.57142857142857)","(11.0, 99999, 99990)","(41.0, 55.0, 45.0)"
10-01-2023 14:11:44.605198,"(9.0, 13.0, 12.847826086956522)","(19.0, 38.0, 31.333333333333332)","(26.0, 44.0, 41.0)","(2.2, 2.66, 2.5700000000000003)","(3.9, 5.2, 4.836363636363637)","(18.0, 20.0, 19.166666666666668)","(8.0, 11.5, 11.653846153846153)","(41.0, 46.0, 45.0)","(11.0, 99999, 99990)","(41.0, 50.0, 45.0)"
10-01-2023 14:11:45.898883,"(9.0, 13.0, 12.847826086956522)","(19.0, 38.0, 32.0)","(26.0, 44.0, 41.0)","(2.2, 2.66, 2.6375)","(3.9, 5.2, 5.005405405405405)","(18.0, 20.0, 19.2)","(8.0, 12.5, 12.272727272727273)","(41.0, 46.0, 45.0)","(11.0, 99999, 99990)","(41.0, 50.0, 45.5)"
10-01-2023 14:11:47.180444,"(9.0, 13.0, 12.847826086956522)","(19.0, 38.0, 32.0)","(26.0, 44.0, 41.0)","(2.2, 2.66, 2.645)","(3.9, 5.1, 5.0)","(18.0, 19.5, 25.090909090909093)","(8.0, 12.5, 12.272727272727273)","(41.0, 46.0, 45.0)","(11.0, 99999, 99990)","(41.0, 50.0, 47.0)"
10-01-2023 14:11:48.417329,"(9.0, 13.0, 12.875)","(19.0, 38.0, 32.0)","(26.0, 44.0, 41.0)","(2.15, 2.66, 2.6545454545454548)","(3.8, 5.1, 5.0)","(16.0, 27.0, 25.049999999999997)","(8.5, 12.5, 12.272727272727273)","(31.0, 46.0, 45.0)","(11.0, 99999, 99990)","(31.0, 50.0, 45.0)"
10-01-2023 14:11:49.675400,"(9.0, 13.0, 12.847826086956522)","(19.0, 38.0, 32.0)","(26.0, 44.0, 41.0)","(2.15, 2.66, 2.6028070175438596)","(3.8, 5.1, 5.017647058823529)","(16.0, 26.0, 21.84375)","(8.5, 12.5, 11.5625)","(31.0, 46.0, 45.0)","(11.0, 99999, 99990)","(31.0, 50.0, 45.0)"
10-01-2023 14:11:50.992643,"(9.0, 13.0, 12.847826086956522)","(19.0, 38.0, 32.0)","(26.0, 44.0, 40.5)","(2.15, 2.68, 2.6555)","(3.8, 5.1, 4.7875)","(16.0, 26.0, 21.84375)","(8.5, 12.5, 11.5625)","(31.0, 46.0, 45.0)","(11.0, 99999, 99990)","(31.0, 50.0, 45.0)"
10-01-2023 14:11:52.278775,"(9.0, 13.0, 12.847826086956522)","(19.0, 38.0, 32.0)","(26.0, 44.0, 41.0)","(2.15, 2.66, 2.6085714285714285)","(3.8, 4.9, 4.725)","(16.0, 26.0, 23.416666666666668)","(8.5, 12.5, 11.5625)","(31.0, 46.0, 45.09090909090909)","(11.0, 99999, 99990)","(31.0, 50.0, 45.0)"
10-01-2023 14:11:53.575534,"(9.0, 13.0, 12.847826086956522)","(19.0, 38.0, 32.0)","(26.0, 44.0, 41.0)","(2.15, 2.66, 2.526666666666667)","(3.8, 4.9, 4.725)","(16.0, 24.0, 21.666666666666668)","(8.5, 12.5, 11.36)","(31.0, 46.0, 43.333333333333336)","(11.0, 99999, 99990)","(31.0, 50.0, 45.0)"
10-01-2023 14:11:54.854315,"(9.0, 13.0, 12.847826086956522)","(19.0, 38.0, 32.0)","(26.0, 44.0, 41.0)","(2.15, 2.66, 2.6544615384615384)","(3.8, 4.9, 4.725)","(16.0, 24.0, 21.666666666666668)","(8.5, 12.0, 10.3125)","(31.0, 46.0, 45.76923076923077)","(11.0, 99999, 99990)","(31.0, 50.0, 44.61538461538461)"
10-01-2023 14:11:56.205648,"(9.0, 13.0, 12.87037037037037)","(19.0, 38.0, 32.0)","(26.0, 44.0, 40.8)","(2.15, 2.66, 2.646764705882353)","(3.8, 4.9, 4.699999999999999)","(16.0, 24.0, 22.0)","(8.5, 12.0, 9.866666666666667)","(31.0, 46.0, 44.666666666666664)","(11.0, 99999, 99990)","(31.0, 50.0, 42.4)"
10-01-2023 14:11:57.545537,"(9.0, 12.0, 11.4)","(19.0, 38.0, 31.6)","(26.0, 44.0, 40.8)","(2.15, 2.66, 2.6433333333333335)","(3.9, 4.8, 4.732258064516129)","(17.0, 23.0, 22.0)","(8.0, 11.5, 10.333333333333334)","(31.0, 46.0, 38.13333333333333)","(11.0, 99999, 99990)","(31.0, 48.0, 40.36363636363636)"
10-01-2023 14:11:58.891699,"(9.0, 14.0, 13.661016949152543)","(19.0, 38.0, 31.6)","(26.0, 44.0, 45.0)","(2.15, 2.66, 2.605671641791045)","(3.9, 4.8, 4.5)","(17.0, 23.0, 22.5)","(8.0, 11.0, 10.52)","(31.0, 42.0, 38.13333333333333)","(11.0, 99999, 99990)","(31.0, 48.0, 40.36363636363636)"
10-01-2023 14:12:00.207406,"(9.0, 14.0, 13.661016949152543)","(19.0, 38.0, 31.6)","(26.0, 55.0, 44.0)","(2.15, 2.66, 2.5411428571428574)","(3.9, 4.8, 4.406666666666666)","(17.0, 24.0, 22.2)","(8.0, 11.0, 10.52)","(31.0, 42.0, 36.72727272727273)","(11.0, 99999, 99990)","(31.0, 48.0, 43.714285714285715)"
10-01-2023 14:12:01.570205,"(9.0, 13.0, 12.9)","(19.0, 38.0, 33.0)","(26.0, 48.0, 44.0)","(2.15, 2.66, 2.5485714285714285)","(3.9, 4.7, 4.58235294117647)","(17.0, 23.0, 22.863636363636363)","(8.0, 11.0, 9.8)","(31.0, 42.0, 36.72727272727273)","(11.0, 99999, 99990)","(31.0, 48.0, 41.23809523809524)"
10-01-2023 14:12:02.894582,"(9.0, 13.0, 12.9)","(19.0, 42.0, 33.0)","(26.0, 48.0, 42.0)","(2.15, 2.66, 2.5654545454545454)","(3.9, 4.7, 4.550000000000001)","(17.0, 23.0, 21.666666666666668)","(8.0, 11.5, 10.163636363636364)","(31.0, 42.0, 38.067796610169495)","(11.0, 99999, 99990)","(31.0, 55.0, 44.0)"
10-01-2023 14:12:04.173977,"(9.0, 13.0, 12.9)","(19.0, 40.0, 38.42307692307692)","(26.0, 48.0, 41.2)","(2.15, 2.66, 2.575675675675676)","(3.9, 4.7, 4.5875)","(17.0, 23.0, 22.0)","(8.0, 11.5, 10.7125)","(31.0, 42.0, 36.80597014925373)","(11.0, 99999, 99990)","(31.0, 50.0, 44.857142857142854)"
10-01-2023 14:12:05.493094,"(9.0, 13.5, 13.3)","(19.0, 38.0, 33.0)","(26.0, 46.0, 41.2)","(2.15, 2.66, 2.575675675675676)","(3.9, 4.7, 4.5875)","(17.0, 24.0, 22.0)","(8.0, 11.5, 10.542857142857143)","(31.0, 42.0, 36.80597014925373)","(11.0, 99999, 99990)","(31.0, 50.0, 44.857142857142854)"
10-01-2023 14:12:06.745870,"(9.0, 13.5, 13.3)","(19.0, 36.0, 33.0)","(26.0, 46.0, 41.2)","(2.15, 2.66, 2.582)","(3.9, 4.7, 4.5875)","(17.0, 24.0, 22.0)","(8.0, 11.0, 10.542857142857143)","(31.0, 42.0, 39.6)","(11.0, 99999, 99990)","(31.0, 50.0, 44.857142857142854)"
10-01-2023 14:12:08.117305,"(9.0, 13.5, 13.40909090909091)","(19.0, 36.0, 29.0)","(26.0, 46.0, 41.2)","(2.15, 2.66, 2.58)","(3.9, 4.7, 4.5875)","(17.0, 24.0, 22.0)","(8.0, 11.0, 10.542857142857143)","(31.0, 40.0, 36.774193548387096)","(11.0, 99999, 99990)","(31.0, 50.0, 44.857142857142854)"
10-01-2023 14:12:09.484182,"(9.0, 13.5, 13.40909090909091)","(19.0, 36.0, 29.0)","(26.0, 46.0, 41.666666666666664)","(2.15, 2.66, 2.5778947368421052)","(3.9, 4.7, 4.5875)","(17.0, 24.0, 22.0)","(8.0, 11.0, 10.542857142857143)","(31.0, 38.0, 36.774193548387096)","(11.0, 99999, 99990)","(31.0, 50.0, 44.857142857142854)"
10-01-2023 14:12:10.791117,"(9.0, 13.5, 13.40909090909091)","(19.0, 36.0, 29.0)","(26.0, 50.0, 44.0)","(2.15, 2.66, 2.5778947368421052)","(3.9, 4.7, 4.5875)","(17.0, 24.0, 22.0)","(8.0, 11.0, 10.542857142857143)","(31.0, 38.0, 36.774193548387096)","(11.0, 99999, 99990)","(31.0, 50.0, 44.0)"
10-01-2023 14:12:12.198486,"(10.0, 13.5, 13.40909090909091)","(18.0, 36.0, 29.0)","(26.0, 48.0, 44.0)","(2.2, 2.66, 2.590666666666667)","(3.9, 4.7, 4.5875)","(17.0, 24.0, 22.0)","(7.5, 11.0, 10.542857142857143)","(31.0, 38.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 50.0, 44.0)"
10-01-2023 14:12:13.503536,"(10.0, 13.5, 13.40909090909091)","(18.0, 36.0, 29.0)","(26.0, 48.0, 44.0)","(2.2, 2.66, 2.672)","(3.9, 4.7, 4.5875)","(17.0, 24.0, 22.0)","(7.5, 11.0, 10.28888888888889)","(31.0, 40.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 50.0, 44.0)"
10-01-2023 14:12:14.825773,"(10.0, 13.5, 13.40909090909091)","(18.0, 36.0, 27.6)","(26.0, 48.0, 46.666666666666664)","(2.2, 2.72, 2.672)","(3.9, 4.7, 4.5875)","(17.0, 24.0, 22.666666666666668)","(7.5, 11.0, 10.185714285714285)","(31.0, 40.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 50.0, 44.666666666666664)"
10-01-2023 14:12:16.114464,"(10.0, 13.5, 13.40909090909091)","(18.0, 36.0, 27.6)","(26.0, 48.0, 46.666666666666664)","(2.2, 2.72, 2.607222222222222)","(3.9, 4.7, 4.659090909090909)","(17.0, 26.0, 22.666666666666668)","(7.5, 10.5, 9.775)","(31.0, 40.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 48.0, 44.666666666666664)"
10-01-2023 14:12:17.475039,"(10.0, 13.5, 13.428571428571429)","(18.0, 36.0, 32.1)","(26.0, 48.0, 46.666666666666664)","(2.2, 2.72, 2.607222222222222)","(3.9, 4.7, 4.659090909090909)","(17.0, 26.0, 22.666666666666668)","(7.5, 10.0, 9.775)","(31.0, 40.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 48.0, 44.666666666666664)"
10-01-2023 14:12:18.782099,"(10.0, 13.5, 13.428571428571429)","(18.0, 36.0, 32.1)","(26.0, 48.0, 44.666666666666664)","(2.2, 2.72, 2.658181818181818)","(3.9, 4.7, 4.659090909090909)","(17.0, 26.0, 22.666666666666668)","(7.5, 10.0, 9.775)","(31.0, 40.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 48.0, 44.666666666666664)"
10-01-2023 14:12:20.227078,"(10.0, 13.5, 13.428571428571429)","(18.0, 36.0, 32.1)","(26.0, 48.0, 44.666666666666664)","(2.2, 2.68, 2.658181818181818)","(3.9, 4.7, 4.659090909090909)","(17.0, 26.0, 22.333333333333332)","(7.5, 10.0, 9.747826086956522)","(31.0, 40.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 48.0, 44.0)"
10-01-2023 14:12:21.599599,"(10.0, 13.5, 13.428571428571429)","(18.0, 36.0, 28.2)","(26.0, 48.0, 49.0)","(2.2, 2.68, 2.658181818181818)","(3.9, 4.7, 4.659090909090909)","(17.0, 27.0, 23.666666666666668)","(7.5, 11.0, 10.011111111111111)","(31.0, 40.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 50.0, 44.666666666666664)"
10-01-2023 14:12:23.049242,"(10.0, 13.5, 12.833333333333334)","(18.0, 36.0, 29.4)","(26.0, 60.0, 52.666666666666664)","(2.2, 2.68, 2.658181818181818)","(3.9, 4.7, 4.659090909090909)","(17.0, 26.0, 21.75)","(7.5, 10.5, 10.011111111111111)","(31.0, 40.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 48.0, 44.666666666666664)"
10-01-2023 14:12:24.419987,"(10.0, 14.0, 12.9)","(19.0, 36.0, 28.0)","(26.0, 60.0, 47.5)","(2.2, 2.68, 2.5876923076923077)","(3.9, 4.7, 4.625)","(17.0, 25.0, 21.0)","(7.5, 10.5, 9.916666666666666)","(31.0, 40.0, 39.793103448275865)","(11.0, 99999, 99990)","(31.0, 48.0, 44.666666666666664)"
10-01-2023 14:12:25.779983,"(10.0, 13.5, 13.25)","(19.0, 30.0, 34.25)","(26.0, 55.0, 47.5)","(2.2, 2.68, 2.5876923076923077)","(3.9, 4.7, 4.625)","(17.0, 25.0, 20.6)","(7.5, 11.0, 9.866666666666667)","(31.0, 40.0, 39.8)","(11.0, 99999, 99990)","(31.0, 50.0, 45.142857142857146)"
10-01-2023 14:12:27.119567,"(10.0, 13.5, 13.285714285714286)","(19.0, 36.0, 34.25)","(26.0, 55.0, 47.5)","(2.2, 2.68, 2.6285714285714286)","(3.9, 4.7, 4.625)","(17.0, 25.0, 20.6)","(7.5, 10.0, 9.866666666666667)","(31.0, 40.0, 39.8)","(11.0, 99999, 99990)","(31.0, 48.0, 45.142857142857146)"
10-01-2023 14:12:28.475532,"(10.0, 13.5, 13.375)","(19.0, 36.0, 34.25)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.6285714285714286)","(3.9, 4.7, 4.5200000000000005)","(17.0, 25.0, 20.6)","(7.5, 10.0, 9.766666666666667)","(31.0, 40.0, 39.8)","(11.0, 99999, 99990)","(31.0, 48.0, 45.142857142857146)"
10-01-2023 14:12:29.832194,"(10.0, 13.5, 13.375)","(19.0, 36.0, 34.25)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.638)","(3.9, 4.7, 4.485714285714286)","(17.0, 25.0, 20.6)","(7.5, 10.5, 10.2)","(31.0, 40.0, 39.8)","(11.0, 99999, 99990)","(31.0, 48.0, 44.666666666666664)"
10-01-2023 14:12:31.274053,"(10.0, 14.0, 13.807692307692308)","(19.0, 36.0, 32.57142857142857)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.5085714285714285)","(3.9, 4.7, 4.485714285714286)","(17.0, 25.0, 20.6)","(7.5, 11.0, 9.766666666666667)","(31.0, 40.0, 36.577777777777776)","(11.0, 99999, 99990)","(31.0, 50.0, 45.142857142857146)"
