,Simon Rose,Uforo Bale,Coalville Flyer,Why Not Ajay,Green Can Lad,Minter Dominate,Brocky Sands,Downtown Zion
11-01-2023 20:48:55.918490,"(3.5, 4.0, 3.925)","(16.0, 27.0, 25.8)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 10.75)","(3.0, 3.6, 3.575)","(4.4, 5.8, 5.63125)","(17.0, 48.0, 42.285714285714285)"
11-01-2023 20:48:57.219788,"(3.5, 4.0, 3.8714285714285714)","(16.0, 27.0, 25.8)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 11.038461538461538)","(3.0, 3.6, 3.575)","(4.4, 5.8, 5.63125)","(17.0, 46.0, 42.285714285714285)"
11-01-2023 20:48:58.510672,"(3.5, 4.0, 3.8714285714285714)","(16.0, 27.0, 25.8)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 10.75)","(3.0, 3.6, 3.575)","(4.4, 5.8, 5.626315789473684)","(17.0, 46.0, 42.285714285714285)"
11-01-2023 20:48:59.818088,"(3.5, 4.0, 3.925)","(16.0, 27.0, 25.8)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.677419354838708)","(9.0, 11.5, 10.75)","(3.0, 3.6, 3.5166666666666666)","(4.4, 5.8, 5.626315789473684)","(17.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:01.054646,"(3.5, 4.0, 3.8285714285714287)","(16.0, 27.0, 25.8)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 11.038461538461538)","(3.0, 3.55, 3.4833333333333334)","(4.4, 5.8, 5.718181818181818)","(17.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:02.287568,"(3.5, 3.95, 3.7454545454545456)","(16.0, 27.0, 25.157894736842106)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 11.038461538461538)","(3.0, 3.55, 3.45)","(4.4, 5.8, 5.718181818181818)","(17.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:03.529136,"(3.5, 3.9, 3.825)","(16.0, 27.0, 25.133333333333333)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 10.75)","(3.0, 3.5, 3.38)","(4.4, 5.8, 5.671428571428572)","(17.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:04.758317,"(3.5, 3.9, 3.825)","(16.0, 27.0, 25.133333333333333)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 10.75)","(3.0, 3.5, 3.3666666666666667)","(4.4, 5.8, 5.671428571428572)","(17.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:06.027421,"(3.5, 3.9, 3.825)","(16.0, 27.0, 26.125)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 11.038461538461538)","(3.0, 3.5, 3.3666666666666667)","(4.4, 5.8, 5.718181818181818)","(17.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:07.297262,"(3.4, 3.9, 3.825)","(16.0, 27.0, 26.125)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 11.038461538461538)","(2.9, 3.5, 3.4125)","(4.4, 5.8, 5.718181818181818)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:08.519875,"(3.4, 3.9, 3.825)","(16.0, 27.0, 26.125)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 10.75)","(2.9, 3.45, 3.3833333333333333)","(4.4, 5.8, 5.671428571428572)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:09.623987,"(3.4, 3.9, 3.825)","(16.0, 27.0, 26.125)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 10.75)","(2.9, 3.45, 3.3576923076923078)","(4.4, 5.8, 5.671428571428572)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:10.693543,"(3.4, 3.9, 3.825)","(16.0, 27.0, 26.125)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 10.75)","(2.9, 3.45, 3.3714285714285714)","(4.4, 5.8, 5.718181818181818)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:11.852115,"(3.4, 3.9, 3.825)","(16.0, 27.0, 26.125)","(9.0, 15.5, 14.722222222222221)","(11.0, 22.0, 19.583333333333332)","(9.0, 11.5, 10.642857142857142)","(2.9, 3.4, 3.325)","(4.4, 5.8, 5.694117647058824)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:13.065831,"(3.3, 3.9, 3.825)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.794117647058824)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.722222222222221)","(2.9, 3.35, 3.325)","(4.4, 5.8, 5.699999999999999)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:14.194861,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.794117647058824)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.821428571428571)","(2.9, 3.35, 3.325)","(4.4, 5.8, 5.714285714285714)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:15.279499,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.794117647058824)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.766666666666666)","(2.9, 3.35, 3.325)","(4.4, 5.8, 5.68)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:16.499543,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.794117647058824)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.766666666666666)","(2.9, 3.35, 3.325)","(4.4, 5.8, 5.714285714285714)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:17.657593,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.794117647058824)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.766666666666666)","(2.9, 3.35, 3.325)","(4.4, 5.8, 5.68)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:18.778568,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.794117647058824)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.766666666666666)","(2.9, 3.35, 3.375)","(4.4, 5.8, 5.68)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:19.887047,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.794117647058824)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.766666666666666)","(2.9, 3.45, 3.381818181818182)","(4.4, 5.8, 5.714285714285714)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:21.073145,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.722222222222221)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.766666666666666)","(2.9, 3.45, 3.381818181818182)","(4.4, 5.8, 5.68)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:22.130247,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.722222222222221)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.766666666666666)","(2.9, 3.45, 3.381818181818182)","(4.4, 5.8, 5.714285714285714)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:23.177093,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 26.125)","(10.0, 15.5, 14.763157894736842)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 10.766666666666666)","(2.9, 3.45, 3.3249999999999997)","(4.4, 5.8, 5.68)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:24.200936,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 25.285714285714285)","(10.0, 15.5, 14.7)","(13.0, 22.0, 19.583333333333332)","(9.0, 11.0, 11.863636363636363)","(2.9, 3.45, 3.3249999999999997)","(4.4, 5.8, 5.714285714285714)","(21.0, 46.0, 42.166666666666664)"
11-01-2023 20:49:25.239424,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 25.285714285714285)","(10.0, 15.5, 14.7)","(13.0, 21.0, 19.823529411764707)","(9.0, 12.0, 11.863636363636363)","(2.9, 3.45, 3.3249999999999997)","(4.4, 5.8, 5.685714285714285)","(21.0, 46.0, 42.368421052631575)"
11-01-2023 20:49:26.360613,"(3.3, 3.9, 3.8499999999999996)","(16.0, 27.0, 25.058823529411764)","(10.0, 15.5, 14.657894736842106)","(13.0, 21.0, 19.823529411764707)","(9.0, 12.0, 11.615384615384615)","(2.9, 3.45, 3.3249999999999997)","(4.4, 5.8, 5.585714285714285)","(21.0, 46.0, 42.368421052631575)"
11-01-2023 20:49:27.447975,"(3.3, 4.0, 3.9789473684210526)","(16.0, 27.0, 25.428571428571427)","(10.0, 15.5, 14.657894736842106)","(13.0, 21.0, 19.26086956521739)","(9.0, 12.0, 11.6)","(2.9, 3.45, 3.4423728813559324)","(4.4, 5.6, 5.585714285714285)","(21.0, 46.0, 42.4)"
11-01-2023 20:49:28.534381,"(3.3, 4.0, 3.9833333333333334)","(16.0, 27.0, 25.935483870967744)","(10.0, 15.5, 14.657894736842106)","(13.0, 21.0, 19.181818181818183)","(9.0, 12.0, 11.6)","(2.9, 3.45, 3.441666666666667)","(4.4, 5.6, 5.585714285714285)","(21.0, 44.0, 41.62162162162162)"
11-01-2023 20:49:29.739278,"(3.3, 4.0, 3.9833333333333334)","(16.0, 27.0, 25.935483870967744)","(10.0, 15.5, 14.657894736842106)","(13.0, 21.0, 19.176470588235293)","(9.0, 12.0, 11.642857142857142)","(2.9, 3.45, 3.441964285714286)","(4.4, 5.6, 5.585714285714285)","(21.0, 44.0, 41.48571428571429)"
11-01-2023 20:49:30.834224,"(3.3, 4.0, 3.9833333333333334)","(16.0, 27.0, 25.935483870967744)","(10.0, 15.5, 14.657894736842106)","(13.0, 21.0, 19.176470588235293)","(9.0, 12.0, 11.642857142857142)","(2.9, 3.45, 3.4400000000000004)","(4.4, 5.6, 5.585714285714285)","(21.0, 44.0, 41.48571428571429)"
11-01-2023 20:49:31.892700,"(3.3, 4.0, 3.966666666666667)","(17.0, 27.0, 25.935483870967744)","(10.0, 15.5, 14.657894736842106)","(13.0, 21.0, 19.41025641025641)","(9.0, 12.0, 11.696969696969697)","(2.9, 3.45, 3.4431818181818183)","(4.4, 5.6, 5.449999999999999)","(21.0, 44.0, 41.853658536585364)"
11-01-2023 20:49:32.979626,"(3.3, 4.0, 3.980952380952381)","(17.0, 27.0, 26.083333333333332)","(10.0, 15.5, 14.833333333333334)","(13.0, 21.0, 19.23076923076923)","(9.0, 12.0, 11.696969696969697)","(2.9, 3.45, 3.442857142857143)","(4.4, 5.6, 5.394736842105263)","(21.0, 44.0, 41.853658536585364)"
11-01-2023 20:49:34.092312,"(3.3, 4.0, 3.980952380952381)","(17.0, 27.0, 26.083333333333332)","(10.0, 15.5, 14.891304347826086)","(13.0, 20.0, 19.444444444444443)","(9.0, 12.0, 11.58974358974359)","(2.9, 3.45, 3.3727272727272726)","(4.4, 5.5, 5.4)","(21.0, 44.0, 41.904761904761905)"
11-01-2023 20:49:35.302759,"(3.3, 4.0, 3.980952380952381)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.0)","(13.0, 20.0, 19.324324324324323)","(9.0, 12.0, 11.58974358974359)","(2.9, 3.4, 3.3701754385964913)","(4.4, 5.5, 5.347058823529411)","(21.0, 44.0, 41.904761904761905)"
11-01-2023 20:49:36.403774,"(3.3, 4.0, 3.980952380952381)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.0)","(13.0, 20.0, 19.324324324324323)","(9.0, 12.0, 11.58974358974359)","(2.9, 3.4, 3.38)","(4.4, 5.5, 5.344444444444444)","(21.0, 44.0, 41.904761904761905)"
11-01-2023 20:49:37.514448,"(3.3, 4.0, 3.980952380952381)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.0)","(13.0, 20.0, 19.666666666666668)","(9.0, 12.0, 11.58974358974359)","(2.9, 3.4, 3.38)","(4.4, 5.5, 5.344444444444444)","(21.0, 44.0, 41.904761904761905)"
11-01-2023 20:49:38.636972,"(3.3, 4.0, 3.980952380952381)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.0)","(13.0, 20.0, 19.666666666666668)","(9.0, 12.0, 11.58974358974359)","(2.9, 3.4, 3.38)","(4.4, 5.5, 5.344444444444444)","(21.0, 44.0, 41.904761904761905)"
11-01-2023 20:49:39.731669,"(3.3, 4.0, 3.980952380952381)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.25)","(13.0, 20.0, 19.666666666666668)","(9.0, 12.0, 11.58974358974359)","(2.9, 3.4, 3.38)","(4.4, 5.5, 5.344444444444444)","(21.0, 44.0, 41.904761904761905)"
11-01-2023 20:49:40.824912,"(3.3, 4.1, 4.044444444444444)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.326086956521738)","(13.0, 20.0, 19.666666666666668)","(9.0, 12.0, 11.529411764705882)","(2.9, 3.35, 3.34)","(4.4, 5.5, 5.4)","(21.0, 44.0, 41.904761904761905)"
11-01-2023 20:49:42.019952,"(3.3, 4.2, 4.064705882352941)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.326086956521738)","(13.0, 20.0, 19.666666666666668)","(9.0, 12.0, 11.529411764705882)","(2.9, 3.35, 3.34)","(4.4, 5.5, 5.4714285714285715)","(21.0, 44.0, 41.95348837209302)"
11-01-2023 20:49:43.160234,"(3.3, 4.2, 4.078947368421053)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.25)","(13.0, 20.0, 19.666666666666668)","(9.0, 12.0, 11.529411764705882)","(2.9, 3.35, 3.305263157894737)","(4.4, 5.5, 5.4714285714285715)","(21.0, 44.0, 41.95348837209302)"
11-01-2023 20:49:44.329749,"(3.3, 4.2, 4.0625)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.18)","(13.0, 20.0, 19.666666666666668)","(9.0, 12.0, 11.529411764705882)","(2.9, 3.4, 3.3019230769230767)","(4.4, 5.5, 5.25)","(21.0, 44.0, 41.95348837209302)"
11-01-2023 20:49:45.397355,"(3.3, 4.2, 4.0625)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.18)","(13.0, 20.0, 19.694444444444443)","(9.0, 12.0, 11.529411764705882)","(2.9, 3.4, 3.325)","(4.4, 5.5, 5.25)","(21.0, 44.0, 41.95348837209302)"
11-01-2023 20:49:46.441339,"(3.3, 4.2, 4.0390243902439025)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.18)","(13.0, 20.0, 19.694444444444443)","(9.0, 12.0, 11.529411764705882)","(2.9, 3.4, 3.314285714285714)","(4.4, 5.5, 5.246153846153846)","(21.0, 44.0, 41.95348837209302)"
11-01-2023 20:49:47.758456,"(3.3, 4.2, 4.045454545454546)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.18)","(13.0, 20.0, 19.694444444444443)","(9.0, 12.0, 11.529411764705882)","(2.9, 3.4, 3.3019230769230767)","(4.4, 5.5, 5.2)","(21.0, 44.0, 41.95348837209302)"
11-01-2023 20:49:49.124266,"(3.3, 4.2, 4.058333333333334)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.18)","(13.0, 20.0, 19.694444444444443)","(9.0, 12.0, 11.529411764705882)","(2.9, 3.4, 3.3019230769230767)","(4.4, 5.4, 5.127272727272727)","(21.0, 44.0, 42.52173913043478)"
11-01-2023 20:49:50.284756,"(3.3, 4.2, 4.061224489795919)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.25)","(13.0, 20.0, 19.694444444444443)","(9.0, 12.0, 11.529411764705882)","(2.9, 3.4, 3.2875)","(4.2, 5.4, 5.175)","(21.0, 44.0, 42.111111111111114)"
11-01-2023 20:49:51.510727,"(3.3, 4.2, 4.061224489795919)","(17.0, 27.0, 26.13157894736842)","(10.0, 15.5, 15.25)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.58974358974359)","(2.9, 3.4, 3.333333333333333)","(4.2, 5.4, 5.273684210526316)","(21.0, 44.0, 42.111111111111114)"
11-01-2023 20:49:52.754780,"(3.3, 4.1, 4.066666666666666)","(17.0, 27.0, 26.13157894736842)","(10.0, 15.5, 15.25)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.58974358974359)","(2.9, 3.4, 3.333333333333333)","(4.2, 5.4, 5.273684210526316)","(21.0, 44.0, 41.93939393939394)"
11-01-2023 20:49:53.880697,"(3.3, 4.1, 4.0874999999999995)","(17.0, 27.0, 26.13157894736842)","(10.0, 15.5, 15.1)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.58974358974359)","(2.9, 3.4, 3.322222222222222)","(4.2, 5.4, 5.273684210526316)","(21.0, 44.0, 41.93939393939394)"
11-01-2023 20:49:55.048497,"(3.3, 4.1, 4.0874999999999995)","(17.0, 27.0, 26.13157894736842)","(10.0, 15.5, 15.1)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.5)","(2.9, 3.4, 3.3499999999999996)","(4.2, 5.4, 5.2)","(21.0, 44.0, 41.93939393939394)"
11-01-2023 20:49:56.296968,"(3.3, 4.2, 4.011111111111111)","(17.0, 27.0, 26.13157894736842)","(10.0, 15.5, 15.342105263157894)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.5)","(2.9, 3.4, 3.353125)","(4.2, 5.4, 5.26)","(21.0, 44.0, 42.3)"
11-01-2023 20:49:57.487113,"(3.3, 4.2, 4.034146341463415)","(17.0, 27.0, 26.13157894736842)","(10.0, 15.5, 15.342105263157894)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.5)","(2.9, 3.4, 3.3325)","(4.2, 5.5, 5.2749999999999995)","(21.0, 44.0, 42.3)"
11-01-2023 20:49:58.618652,"(3.3, 4.2, 4.034146341463415)","(17.0, 27.0, 26.13157894736842)","(10.0, 15.5, 15.342105263157894)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.5)","(2.9, 3.4, 3.3325)","(4.2, 5.5, 5.223076923076923)","(21.0, 44.0, 42.3)"
11-01-2023 20:49:59.778020,"(3.3, 4.2, 4.011111111111111)","(17.0, 27.0, 26.13157894736842)","(10.0, 15.5, 15.342105263157894)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.5)","(2.9, 3.4, 3.353125)","(4.2, 5.5, 5.223076923076923)","(21.0, 44.0, 42.3)"
11-01-2023 20:50:00.883853,"(3.3, 4.2, 4.034146341463415)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.363636363636363)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.55)","(2.9, 3.4, 3.336842105263158)","(4.2, 5.5, 5.233333333333333)","(21.0, 44.0, 42.3)"
11-01-2023 20:50:01.963141,"(3.3, 4.2, 4.01025641025641)","(17.0, 27.0, 26.153846153846153)","(10.0, 15.5, 15.363636363636363)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.4, 3.3653846153846154)","(4.2, 5.5, 5.199999999999999)","(21.0, 44.0, 42.3)"
11-01-2023 20:50:03.013648,"(3.3, 4.2, 4.048979591836734)","(17.0, 27.0, 26.153846153846153)","(10.0, 16.0, 15.147727272727273)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.45, 3.38)","(4.2, 5.5, 5.24)","(21.0, 44.0, 42.583333333333336)"
11-01-2023 20:50:04.094593,"(3.3, 4.2, 3.998913043478261)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.147727272727273)","(13.0, 20.0, 19.7)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.4, 3.3634615384615385)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.22222222222222)"
11-01-2023 20:50:05.138511,"(3.3, 4.1, 4.069999999999999)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.147727272727273)","(13.0, 20.0, 20.684210526315788)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.45, 3.3666666666666667)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.608695652173914)"
11-01-2023 20:50:06.334458,"(3.3, 4.1, 3.9833333333333334)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 21.0, 20.7)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.45, 3.327272727272727)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.22222222222222)"
11-01-2023 20:50:07.539862,"(3.3, 4.1, 4.033333333333333)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 21.0, 23.625)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.305555555555556)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.22222222222222)"
11-01-2023 20:50:08.801876,"(3.3, 4.1, 4.004347826086956)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 24.0, 22.333333333333332)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.305555555555556)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.608695652173914)"
11-01-2023 20:50:09.998714,"(3.3, 4.1, 4.004347826086956)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 23.0)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.303846153846154)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.63636363636363)"
11-01-2023 20:50:11.202058,"(3.3, 4.1, 4.004347826086956)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 23.58823529411765)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.286111111111111)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.23529411764706)"
11-01-2023 20:50:12.444337,"(3.3, 4.1, 3.908695652173913)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 23.956521739130434)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.3, 3.280952380952381)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.23529411764706)"
11-01-2023 20:50:13.719915,"(3.3, 4.1, 3.9238095238095236)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 23.857142857142858)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.3, 3.280952380952381)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.63636363636363)"
11-01-2023 20:50:14.974883,"(3.3, 4.1, 3.9113207547169813)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.3, 3.280952380952381)","(4.2, 5.4, 5.24)","(21.0, 44.0, 42.23529411764706)"
11-01-2023 20:50:16.094537,"(3.3, 4.1, 3.9113207547169813)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.3, 3.280952380952381)","(4.2, 5.4, 5.333333333333334)","(21.0, 44.0, 42.23529411764706)"
11-01-2023 20:50:17.271690,"(3.3, 4.1, 3.966666666666667)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.3, 3.280952380952381)","(4.2, 5.4, 5.25)","(21.0, 44.0, 42.7)"
11-01-2023 20:50:18.550427,"(3.3, 4.1, 3.9113207547169813)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.3, 3.2944444444444443)","(4.2, 5.4, 5.35)","(21.0, 44.0, 42.375)"
11-01-2023 20:50:19.623711,"(3.3, 4.1, 3.8727272727272726)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.2944444444444443)","(4.2, 5.5, 5.35)","(21.0, 44.0, 42.142857142857146)"
11-01-2023 20:50:20.682594,"(3.3, 4.1, 3.8959183673469386)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(13.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.2944444444444443)","(4.2, 5.5, 5.35)","(21.0, 44.0, 42.142857142857146)"
11-01-2023 20:50:21.814571,"(3.3, 4.1, 3.8727272727272726)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.166666666666666)","(14.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.2944444444444443)","(4.2, 5.5, 5.35)","(21.0, 44.0, 42.142857142857146)"
11-01-2023 20:50:22.955007,"(3.3, 4.1, 3.8959183673469386)","(17.0, 27.0, 26.4)","(10.0, 16.0, 15.166666666666666)","(14.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.2944444444444443)","(4.2, 5.5, 5.35)","(21.0, 44.0, 42.42424242424242)"
11-01-2023 20:50:24.080497,"(3.3, 4.1, 3.8727272727272726)","(17.0, 27.0, 26.4)","(10.0, 16.0, 15.152173913043478)","(14.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.283333333333333)","(4.2, 5.5, 5.35)","(21.0, 44.0, 42.42424242424242)"
11-01-2023 20:50:25.298292,"(3.3, 4.1, 3.8727272727272726)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.152173913043478)","(14.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.283333333333333)","(4.2, 5.5, 5.35)","(21.0, 44.0, 42.42424242424242)"
11-01-2023 20:50:26.464896,"(3.3, 4.1, 3.8959183673469386)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.152173913043478)","(14.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.9, 3.35, 3.283333333333333)","(4.2, 5.5, 5.32)","(21.0, 44.0, 42.42424242424242)"
11-01-2023 20:50:27.634032,"(3.3, 4.1, 3.8727272727272726)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.152173913043478)","(14.0, 25.0, 24.05263157894737)","(9.0, 12.0, 11.511627906976745)","(2.8, 3.35, 3.283333333333333)","(4.2, 5.5, 5.4411764705882355)","(21.0, 44.0, 42.42424242424242)"
11-01-2023 20:50:28.843490,"(3.3, 4.0, 3.925)","(17.0, 27.0, 26.435897435897434)","(10.0, 16.0, 15.152173913043478)","(14.0, 25.0, 24.933333333333334)","(9.0, 12.0, 11.511627906976745)","(2.8, 3.35, 3.2595238095238095)","(4.2, 5.5, 5.4799999999999995)","(21.0, 44.0, 42.42424242424242)"
