,Arentee,Lucky Exchange,I Am Lethal,Ready For Anything,Mobstar,Prime Asset,Spiritualised,Pentito,Charlies Case,Resonator,Wealthy Investor,Daytona,West Of Africa,Oakfield Triumph,Data Patch
07-01-2023 16:24:49.153661,"(6.5, 8.2, 8.130434782608695)","(61.0, 140.0, 132.0)","(7.5, 8.6, 8.485185185185186)","(101.0, 140.0, 130.96153846153845)","(26.0, 50.0, 49.06666666666667)","(61.0, 65.0, 63.8)","(5.5, 6.0, 5.9389718076285245)","(71.0, 90.0, 80.3225806451613)","(71.0, 100.0, 98.4375)","(3.4, 3.9, 3.8875)","(61.0, 75.0, 70.26315789473685)","(9.0, 11.5, 11.075098814229248)","(6.5, 7.2, 7.034925606891151)","(71.0, 100.0, 97.6923076923077)","(91.0, 120.0, 116.0)"
07-01-2023 16:24:50.690115,"(6.5, 8.0, 7.872727272727273)","(61.0, 140.0, 132.0)","(7.5, 8.6, 8.494017094017094)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.06666666666667)","(61.0, 65.0, 63.8)","(5.5, 6.0, 5.9389718076285245)","(71.0, 90.0, 80.3225806451613)","(71.0, 100.0, 98.4375)","(3.4, 3.9, 3.8875)","(61.0, 75.0, 70.26315789473685)","(9.0, 11.5, 11.075098814229248)","(6.5, 7.2, 7.034925606891151)","(71.0, 100.0, 97.6923076923077)","(91.0, 120.0, 116.0)"
07-01-2023 16:24:52.147165,"(6.5, 8.0, 7.869841269841269)","(61.0, 140.0, 132.0)","(7.5, 8.6, 8.494017094017094)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.06666666666667)","(61.0, 65.0, 63.8)","(5.5, 6.0, 5.9389718076285245)","(71.0, 90.0, 80.3225806451613)","(71.0, 100.0, 98.4375)","(3.4, 3.9, 3.8875)","(61.0, 75.0, 70.26315789473685)","(9.0, 11.5, 11.075098814229248)","(6.5, 7.2, 7.040423921271763)","(71.0, 100.0, 97.6923076923077)","(91.0, 120.0, 116.0)"
07-01-2023 16:24:53.810943,"(6.5, 8.0, 7.858620689655172)","(61.0, 140.0, 133.04347826086956)","(7.5, 8.6, 8.494017094017094)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.06666666666667)","(61.0, 65.0, 68.10810810810811)","(5.5, 6.0, 5.935551663747811)","(71.0, 90.0, 75.15957446808511)","(71.0, 100.0, 98.4375)","(3.4, 3.9, 3.8875)","(61.0, 75.0, 70.26315789473685)","(9.0, 11.5, 11.075098814229248)","(6.5, 7.2, 7.040423921271763)","(71.0, 100.0, 90.54054054054055)","(91.0, 120.0, 116.0)"
07-01-2023 16:24:55.400658,"(6.5, 8.0, 7.863333333333333)","(61.0, 140.0, 132.0)","(7.5, 8.6, 8.497520661157024)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.06666666666667)","(61.0, 75.0, 68.10810810810811)","(5.5, 6.0, 5.936111111111112)","(61.0, 90.0, 75.15957446808511)","(71.0, 100.0, 98.48484848484848)","(3.4, 3.9, 3.896601941747573)","(61.0, 75.0, 70.5)","(9.0, 11.5, 11.079365079365079)","(6.5, 7.2, 7.037846153846154)","(71.0, 95.0, 90.54054054054055)","(91.0, 120.0, 116.0)"
07-01-2023 16:24:56.938827,"(6.5, 8.0, 7.863333333333333)","(61.0, 140.0, 132.0)","(7.5, 8.6, 8.497520661157024)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.125)","(61.0, 75.0, 68.28947368421052)","(5.5, 6.0, 5.914651162790698)","(61.0, 90.0, 75.15957446808511)","(71.0, 100.0, 98.48484848484848)","(3.4, 3.95, 3.898356807511737)","(61.0, 75.0, 70.5)","(9.0, 11.5, 11.084313725490196)","(6.5, 7.2, 7.038330494037479)","(71.0, 95.0, 90.41666666666667)","(91.0, 120.0, 116.0)"
07-01-2023 16:24:58.370946,"(6.5, 7.8, 7.730232558139535)","(61.0, 140.0, 133.33333333333334)","(7.5, 8.6, 8.495798319327731)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.333333333333336)","(61.0, 75.0, 68.28947368421052)","(5.5, 6.0, 5.914651162790698)","(61.0, 90.0, 80.3225806451613)","(71.0, 100.0, 98.48484848484848)","(3.4, 3.95, 3.898356807511737)","(61.0, 75.0, 70.5)","(9.0, 11.5, 11.084313725490196)","(6.5, 7.2, 7.038330494037479)","(71.0, 95.0, 90.41666666666667)","(91.0, 120.0, 117.5)"
07-01-2023 16:24:59.844509,"(6.5, 7.8, 7.730232558139535)","(61.0, 140.0, 133.33333333333334)","(7.5, 8.6, 8.477227722772277)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.48148148148148)","(61.0, 75.0, 68.28947368421052)","(5.5, 6.0, 6.043231441048035)","(61.0, 90.0, 80.20833333333333)","(71.0, 100.0, 98.48484848484848)","(3.4, 3.95, 3.898356807511737)","(61.0, 75.0, 67.5)","(9.0, 11.5, 11.095419847328245)","(6.5, 7.2, 7.036520241171404)","(71.0, 95.0, 90.41666666666667)","(91.0, 130.0, 120.9090909090909)"
07-01-2023 16:25:01.656662,"(6.5, 7.8, 7.725925925925925)","(61.0, 140.0, 132.0)","(7.5, 8.6, 8.455813953488372)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.48148148148148)","(61.0, 75.0, 68.28947368421052)","(5.5, 6.2, 6.0370093457943925)","(61.0, 90.0, 80.21739130434783)","(71.0, 100.0, 98.48484848484848)","(3.4, 3.95, 3.898356807511737)","(61.0, 75.0, 67.5)","(9.0, 11.5, 11.095419847328245)","(6.5, 7.2, 7.036520241171404)","(71.0, 95.0, 90.41666666666667)","(91.0, 130.0, 120.9090909090909)"
07-01-2023 16:25:03.203092,"(6.5, 7.8, 7.725925925925925)","(61.0, 140.0, 132.0)","(7.5, 8.6, 8.455813953488372)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.5)","(61.0, 75.0, 68.28947368421052)","(5.5, 6.2, 6.086411149825784)","(61.0, 90.0, 80.3225806451613)","(71.0, 100.0, 98.48484848484848)","(3.4, 3.95, 3.9004504504504505)","(61.0, 75.0, 67.5)","(9.0, 11.5, 11.1)","(6.5, 7.2, 7.037221269296741)","(71.0, 95.0, 90.54054054054055)","(91.0, 130.0, 120.9090909090909)"
07-01-2023 16:25:04.825368,"(6.5, 7.8, 7.729411764705882)","(61.0, 140.0, 132.38095238095238)","(7.5, 8.4, 8.326829268292682)","(101.0, 140.0, 130.98039215686273)","(26.0, 50.0, 49.5)","(61.0, 75.0, 65.83333333333333)","(5.5, 6.2, 6.087779690189329)","(61.0, 90.0, 85.47368421052632)","(71.0, 100.0, 93.41463414634147)","(3.4, 3.95, 3.902991452991453)","(61.0, 75.0, 65.27777777777777)","(9.0, 11.5, 11.091059602649006)","(6.5, 7.2, 7.0362381363244175)","(71.0, 95.0, 90.58823529411765)","(91.0, 130.0, 113.75)"
07-01-2023 16:25:06.479233,"(6.5, 7.8, 7.7318181818181815)","(61.0, 140.0, 129.0909090909091)","(7.5, 8.4, 8.331818181818182)","(101.0, 140.0, 131.27659574468086)","(26.0, 55.0, 51.61764705882353)","(61.0, 70.0, 65.94594594594595)","(5.5, 6.2, 6.087779690189329)","(61.0, 90.0, 85.47368421052632)","(71.0, 95.0, 93.41463414634147)","(3.4, 3.95, 3.902991452991453)","(61.0, 70.0, 65.27777777777777)","(9.0, 11.5, 11.091059602649006)","(6.5, 7.2, 7.0362381363244175)","(71.0, 95.0, 90.58823529411765)","(91.0, 120.0, 113.75)"
07-01-2023 16:25:08.068930,"(6.5, 7.8, 7.754666666666666)","(61.0, 140.0, 129.0909090909091)","(7.5, 8.4, 8.346938775510203)","(101.0, 160.0, 114.2)","(26.0, 55.0, 52.325581395348834)","(61.0, 70.0, 66.47058823529412)","(5.5, 6.2, 6.087779690189329)","(61.0, 90.0, 85.42553191489361)","(71.0, 95.0, 93.41463414634147)","(3.4, 3.95, 3.8069856244384543)","(61.0, 70.0, 65.27777777777777)","(9.0, 11.5, 11.091059602649006)","(6.5, 7.2, 7.036941580756014)","(71.0, 95.0, 90.58823529411765)","(91.0, 120.0, 114.11764705882354)"
07-01-2023 16:25:09.718116,"(6.5, 7.8, 7.747540983606557)","(61.0, 140.0, 129.0909090909091)","(7.5, 8.6, 8.346938775510203)","(101.0, 120.0, 114.2)","(26.0, 55.0, 52.38095238095238)","(61.0, 70.0, 66.66666666666667)","(5.5, 6.2, 5.915384615384616)","(61.0, 90.0, 85.42553191489361)","(71.0, 95.0, 93.5)","(3.4, 3.85, 3.881182795698925)","(61.0, 70.0, 65.29411764705883)","(9.0, 11.5, 11.09322033898305)","(6.5, 7.2, 7.037326388888889)","(71.0, 95.0, 90.60606060606061)","(91.0, 120.0, 114.375)"
07-01-2023 16:25:11.273218,"(6.5, 7.8, 7.776470588235294)","(61.0, 140.0, 129.0909090909091)","(7.5, 8.6, 8.346938775510203)","(101.0, 120.0, 114.2)","(26.0, 55.0, 52.38095238095238)","(61.0, 70.0, 66.66666666666667)","(5.5, 6.0, 5.915384615384616)","(61.0, 90.0, 85.42553191489361)","(71.0, 95.0, 93.5)","(3.4, 3.95, 3.881182795698925)","(61.0, 70.0, 65.29411764705883)","(9.0, 11.5, 11.09322033898305)","(6.5, 7.2, 7.037326388888889)","(71.0, 95.0, 90.60606060606061)","(91.0, 120.0, 114.375)"
07-01-2023 16:25:12.784005,"(6.5, 8.0, 7.911627906976744)","(61.0, 140.0, 132.0)","(7.5, 8.4, 8.36)","(101.0, 120.0, 114.2)","(26.0, 55.0, 52.69230769230769)","(61.0, 70.0, 66.76470588235294)","(5.5, 6.0, 5.977142857142857)","(61.0, 90.0, 85.47368421052632)","(71.0, 95.0, 93.53658536585365)","(3.4, 3.95, 3.9091397849462366)","(61.0, 70.0, 64.83870967741936)","(9.0, 11.5, 11.09866220735786)","(6.5, 7.2, 7.038308886971527)","(71.0, 95.0, 90.73529411764706)","(91.0, 120.0, 114.375)"
07-01-2023 16:25:14.271699,"(6.5, 8.0, 7.922448979591836)","(61.0, 140.0, 132.5)","(7.5, 8.4, 8.312)","(101.0, 120.0, 114.31372549019608)","(26.0, 55.0, 52.75)","(61.0, 70.0, 66.85714285714286)","(5.5, 6.2, 6.030018761726079)","(61.0, 90.0, 85.47368421052632)","(71.0, 95.0, 93.53658536585365)","(3.4, 3.95, 3.9095454545454547)","(61.0, 70.0, 65.0)","(9.0, 11.5, 11.105263157894736)","(6.5, 7.2, 7.0391416309012875)","(71.0, 95.0, 90.73529411764706)","(91.0, 120.0, 114.375)"
07-01-2023 16:25:15.953536,"(6.5, 8.0, 7.922448979591836)","(61.0, 140.0, 132.5)","(7.5, 8.4, 8.245833333333334)","(101.0, 120.0, 111.21212121212122)","(26.0, 55.0, 53.16326530612245)","(61.0, 70.0, 66.85714285714286)","(5.5, 6.2, 6.045405405405406)","(61.0, 90.0, 85.6)","(71.0, 95.0, 93.33333333333333)","(3.4, 3.95, 3.926674107142857)","(61.0, 70.0, 63.87096774193549)","(9.0, 11.5, 11.095959595959595)","(6.5, 7.2, 7.037608318890815)","(71.0, 95.0, 92.26415094339623)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:17.529412,"(6.5, 8.0, 7.922448979591836)","(61.0, 140.0, 132.5)","(7.5, 8.4, 8.245833333333334)","(101.0, 120.0, 111.21212121212122)","(31.0, 55.0, 53.16326530612245)","(61.0, 70.0, 66.85714285714286)","(5.5, 6.2, 5.960102301790282)","(61.0, 90.0, 85.6)","(71.0, 95.0, 93.33333333333333)","(3.4, 3.95, 3.932598607888631)","(61.0, 70.0, 63.87096774193549)","(9.0, 11.5, 11.095959595959595)","(6.5, 7.2, 7.037608318890815)","(71.0, 95.0, 92.26415094339623)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:19.135879,"(6.5, 8.0, 7.922448979591836)","(61.0, 140.0, 132.5)","(7.5, 8.6, 8.425882352941176)","(101.0, 120.0, 111.14285714285714)","(31.0, 55.0, 53.16326530612245)","(61.0, 70.0, 66.85714285714286)","(5.5, 6.0, 5.960102301790282)","(61.0, 90.0, 85.47945205479452)","(71.0, 95.0, 93.33333333333333)","(3.4, 3.95, 3.932598607888631)","(61.0, 70.0, 63.87096774193549)","(9.0, 11.5, 11.095959595959595)","(6.5, 7.2, 7.037608318890815)","(71.0, 95.0, 92.26415094339623)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:20.715099,"(6.5, 8.0, 7.922448979591836)","(61.0, 140.0, 124.0)","(7.5, 8.6, 8.405263157894737)","(101.0, 120.0, 111.14285714285714)","(31.0, 55.0, 53.16326530612245)","(61.0, 70.0, 66.85714285714286)","(5.5, 6.0, 5.9709969788519635)","(61.0, 90.0, 85.45454545454545)","(71.0, 95.0, 93.33333333333333)","(3.4, 3.95, 3.932598607888631)","(61.0, 70.0, 63.87096774193549)","(9.0, 11.5, 11.095959595959595)","(6.5, 7.2, 7.037608318890815)","(71.0, 95.0, 92.26415094339623)","(91.0, 120.0, 112.66666666666667)"
07-01-2023 16:25:22.411115,"(6.5, 8.0, 7.922448979591836)","(61.0, 140.0, 124.0)","(7.5, 8.6, 8.40625)","(101.0, 120.0, 111.14285714285714)","(31.0, 55.0, 53.16326530612245)","(61.0, 70.0, 66.85714285714286)","(5.5, 6.0, 5.9709969788519635)","(61.0, 90.0, 83.0)","(71.0, 95.0, 93.15789473684211)","(3.4, 3.95, 3.932598607888631)","(61.0, 70.0, 63.87096774193549)","(9.0, 11.5, 11.095959595959595)","(6.5, 7.2, 7.037608318890815)","(71.0, 95.0, 92.18181818181819)","(91.0, 120.0, 112.66666666666667)"
07-01-2023 16:25:24.007493,"(6.5, 8.0, 7.953846153846154)","(61.0, 140.0, 124.0)","(7.5, 8.6, 8.321951219512195)","(101.0, 120.0, 111.14285714285714)","(31.0, 55.0, 53.16326530612245)","(61.0, 70.0, 66.85714285714286)","(5.5, 6.0, 5.920138888888889)","(61.0, 85.0, 83.0)","(71.0, 95.0, 93.15789473684211)","(3.4, 3.95, 3.932227488151659)","(61.0, 70.0, 63.87096774193549)","(9.0, 11.5, 11.095959595959595)","(6.5, 7.2, 7.037608318890815)","(71.0, 95.0, 92.23214285714286)","(91.0, 120.0, 112.66666666666667)"
07-01-2023 16:25:25.681129,"(6.5, 8.0, 7.953846153846154)","(61.0, 140.0, 124.0)","(7.5, 8.4, 8.321951219512195)","(101.0, 120.0, 111.14285714285714)","(31.0, 55.0, 53.16326530612245)","(61.0, 70.0, 66.85714285714286)","(5.5, 6.0, 5.920581973030519)","(61.0, 85.0, 83.0)","(71.0, 95.0, 93.15789473684211)","(3.4, 3.95, 3.932227488151659)","(61.0, 70.0, 63.87096774193549)","(9.0, 11.5, 11.095959595959595)","(6.5, 7.2, 7.037608318890815)","(71.0, 95.0, 92.23214285714286)","(91.0, 120.0, 112.66666666666667)"
07-01-2023 16:25:27.194473,"(6.5, 8.0, 7.923404255319149)","(61.0, 140.0, 124.0)","(7.5, 8.4, 8.321951219512195)","(101.0, 120.0, 111.14285714285714)","(31.0, 55.0, 52.924528301886795)","(61.0, 70.0, 66.94444444444444)","(5.5, 6.0, 5.921048850574713)","(61.0, 85.0, 79.54545454545455)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.95, 3.9287321063394685)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.1)","(6.5, 7.2, 7.041770933589991)","(71.0, 95.0, 92.36363636363636)","(91.0, 120.0, 112.66666666666667)"
07-01-2023 16:25:28.892501,"(6.5, 8.0, 7.930769230769231)","(61.0, 140.0, 124.0)","(7.5, 8.4, 8.321951219512195)","(101.0, 120.0, 111.25)","(31.0, 55.0, 53.0188679245283)","(61.0, 70.0, 67.14285714285714)","(5.5, 6.0, 5.921258992805756)","(61.0, 85.0, 81.25)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.95, 3.8408616187989555)","(61.0, 70.0, 64.19354838709677)","(9.0, 11.5, 11.105704697986576)","(6.5, 7.2, 7.041170731707317)","(71.0, 95.0, 92.36363636363636)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:30.460281,"(6.5, 8.2, 8.113043478260868)","(61.0, 140.0, 124.0)","(7.5, 8.6, 8.389090909090909)","(101.0, 120.0, 111.51515151515152)","(31.0, 55.0, 53.0188679245283)","(61.0, 70.0, 67.14285714285714)","(5.5, 6.0, 5.921258992805756)","(61.0, 85.0, 81.25)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.85, 3.8408616187989555)","(61.0, 70.0, 64.19354838709677)","(9.0, 11.5, 11.105704697986576)","(6.5, 7.2, 7.041170731707317)","(71.0, 95.0, 92.36363636363636)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:31.995503,"(6.5, 8.2, 8.116279069767442)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.42015503875969)","(101.0, 120.0, 111.51515151515152)","(31.0, 50.0, 49.565217391304344)","(61.0, 70.0, 67.14285714285714)","(5.5, 6.0, 5.9212873067242)","(61.0, 85.0, 81.25)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.85, 3.8316414686825055)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.105704697986576)","(6.5, 7.2, 7.041170731707317)","(71.0, 95.0, 92.36363636363636)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:33.598289,"(6.5, 8.2, 8.116279069767442)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.42015503875969)","(101.0, 120.0, 111.51515151515152)","(31.0, 50.0, 49.565217391304344)","(61.0, 70.0, 67.14285714285714)","(5.5, 6.0, 5.9212873067242)","(61.0, 85.0, 77.94117647058823)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.85, 3.834629294755877)","(61.0, 70.0, 63.87096774193549)","(9.0, 11.5, 11.097523219814242)","(6.5, 7.2, 7.039447731755424)","(71.0, 95.0, 92.41071428571429)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:35.373346,"(6.5, 8.2, 8.128)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.424242424242424)","(101.0, 120.0, 117.14285714285714)","(31.0, 50.0, 49.565217391304344)","(61.0, 70.0, 67.14285714285714)","(5.5, 6.0, 5.921372126436782)","(61.0, 85.0, 77.94117647058823)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.85, 3.8347942754919497)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.1)","(6.5, 7.2, 7.03992133726647)","(71.0, 95.0, 92.41071428571429)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:36.890888,"(6.5, 8.2, 8.13076923076923)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.431884057971015)","(101.0, 120.0, 117.77777777777777)","(31.0, 50.0, 49.565217391304344)","(61.0, 70.0, 67.14285714285714)","(5.5, 6.0, 5.920631067961165)","(61.0, 85.0, 77.94117647058823)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.85, 3.833653846153846)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.111940298507463)","(6.5, 7.2, 7.03992133726647)","(71.0, 95.0, 92.41071428571429)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:38.512714,"(6.5, 8.2, 8.119101123595506)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.431884057971015)","(101.0, 120.0, 117.77777777777777)","(31.0, 50.0, 49.565217391304344)","(61.0, 70.0, 67.14285714285714)","(5.5, 6.0, 5.920631067961165)","(61.0, 85.0, 77.94117647058823)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.85, 3.833653846153846)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.111940298507463)","(6.5, 7.2, 7.03992133726647)","(71.0, 95.0, 92.41071428571429)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:40.045568,"(6.5, 8.2, 8.136283185840707)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.431884057971015)","(101.0, 120.0, 117.77777777777777)","(31.0, 50.0, 49.38461538461539)","(61.0, 70.0, 67.14285714285714)","(5.5, 6.0, 5.920631067961165)","(61.0, 85.0, 77.94117647058823)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.85, 3.833653846153846)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.111940298507463)","(6.5, 7.2, 7.03992133726647)","(71.0, 95.0, 92.41071428571429)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:41.636195,"(6.5, 8.2, 8.122580645161289)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.431884057971015)","(101.0, 120.0, 117.77777777777777)","(31.0, 50.0, 49.38461538461539)","(61.0, 70.0, 67.14285714285714)","(5.5, 6.0, 5.924317086234601)","(61.0, 85.0, 77.94117647058823)","(71.0, 95.0, 93.37837837837837)","(3.4, 3.85, 3.829761904761905)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.111940298507463)","(6.5, 7.2, 7.0414708886619)","(71.0, 95.0, 92.41071428571429)","(91.0, 120.0, 113.07692307692308)"
07-01-2023 16:25:43.250169,"(6.5, 8.2, 8.122580645161289)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.431884057971015)","(101.0, 120.0, 117.77777777777777)","(31.0, 50.0, 49.38461538461539)","(61.0, 70.0, 67.22222222222223)","(5.5, 6.0, 5.925164113785558)","(61.0, 85.0, 81.0)","(71.0, 95.0, 93.42105263157895)","(3.4, 3.85, 3.8301864801864802)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.115384615384615)","(6.5, 7.2, 7.042276422764227)","(71.0, 95.0, 92.41071428571429)","(91.0, 120.0, 113.57142857142857)"
07-01-2023 16:25:44.838445,"(6.5, 8.2, 8.036363636363637)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.44109589041096)","(101.0, 150.0, 139.0909090909091)","(31.0, 50.0, 49.30434782608695)","(61.0, 70.0, 67.22222222222223)","(5.5, 6.0, 5.908617234468938)","(61.0, 85.0, 80.27777777777777)","(71.0, 95.0, 93.42105263157895)","(3.4, 3.85, 3.8315217391304346)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.115384615384615)","(6.5, 7.2, 7.042276422764227)","(71.0, 95.0, 92.41071428571429)","(91.0, 120.0, 113.57142857142857)"
07-01-2023 16:25:46.456644,"(6.5, 8.2, 8.036363636363637)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.44109589041096)","(101.0, 130.0, 128.33333333333334)","(31.0, 50.0, 49.30434782608695)","(61.0, 70.0, 67.22222222222223)","(5.5, 6.0, 5.907539450613677)","(61.0, 90.0, 75.0)","(71.0, 95.0, 93.42105263157895)","(3.4, 3.85, 3.8315217391304346)","(61.0, 70.0, 64.0625)","(9.0, 11.5, 11.115384615384615)","(6.5, 7.2, 7.042276422764227)","(71.0, 95.0, 92.41071428571429)","(91.0, 120.0, 113.57142857142857)"
07-01-2023 16:25:48.046151,"(6.5, 8.2, 7.875862068965517)","(61.0, 140.0, 133.33333333333334)","(7.5, 8.6, 8.469662921348315)","(101.0, 130.0, 128.46153846153845)","(31.0, 50.0, 49.36)","(61.0, 70.0, 65.45454545454545)","(5.5, 6.0, 5.908765859284891)","(61.0, 85.0, 73.75)","(71.0, 95.0, 93.46153846153847)","(3.4, 3.85, 3.8352430555555554)","(61.0, 70.0, 65.25)","(9.0, 11.5, 11.156084656084657)","(6.5, 7.2, 7.051766953199618)","(71.0, 95.0, 92.45614035087719)","(91.0, 120.0, 113.57142857142857)"
07-01-2023 16:25:49.637427,"(6.5, 8.0, 7.907070707070707)","(61.0, 140.0, 130.0)","(7.5, 8.6, 8.661764705882353)","(101.0, 130.0, 127.5)","(31.0, 50.0, 47.68421052631579)","(61.0, 70.0, 68.33333333333333)","(5.5, 6.0, 5.909595654797828)","(61.0, 75.0, 82.5)","(71.0, 95.0, 94.0625)","(3.4, 3.85, 3.7799435028248585)","(61.0, 70.0, 65.38461538461539)","(9.0, 11.5, 11.167235494880545)","(6.5, 7.2, 7.051282051282051)","(71.0, 95.0, 92.7)","(91.0, 120.0, 115.0)"
07-01-2023 16:25:51.267581,"(6.5, 8.0, 7.891764705882353)","(61.0, 150.0, 140.0)","(7.5, 8.8, 8.668292682926829)","(101.0, 150.0, 135.0)","(31.0, 48.0, 48.42857142857143)","(61.0, 70.0, 68.5)","(5.5, 6.0, 5.913908045977012)","(61.0, 85.0, 83.125)","(71.0, 95.0, 94.0625)","(3.4, 3.8, 3.7717228464419477)","(61.0, 70.0, 65.86206896551724)","(9.0, 11.5, 11.169491525423728)","(6.5, 7.2, 7.051599147121535)","(71.0, 95.0, 92.74509803921569)","(91.0, 120.0, 115.0)"
07-01-2023 16:25:52.907521,"(6.5, 8.0, 7.891764705882353)","(61.0, 160.0, 140.0)","(7.5, 8.8, 8.606896551724137)","(101.0, 150.0, 125.71428571428571)","(31.0, 50.0, 48.42857142857143)","(61.0, 70.0, 69.28571428571429)","(5.5, 6.0, 5.874303797468355)","(61.0, 85.0, 71.92771084337349)","(71.0, 95.0, 104.5945945945946)","(3.4, 3.8, 3.794897959183673)","(61.0, 70.0, 73.57142857142857)","(9.0, 11.5, 11.174897119341564)","(6.5, 7.2, 7.050171821305842)","(71.0, 95.0, 92.74509803921569)","(91.0, 120.0, 120.9090909090909)"
07-01-2023 16:25:54.462058,"(6.5, 8.0, 7.8342857142857145)","(61.0, 160.0, 154.28571428571428)","(7.5, 8.8, 8.606896551724137)","(101.0, 160.0, 137.14285714285714)","(31.0, 50.0, 48.08695652173913)","(61.0, 75.0, 59.705882352941174)","(5.5, 5.9, 5.852453166815343)","(61.0, 90.0, 79.23076923076923)","(71.0, 110.0, 106.21621621621622)","(3.4, 3.8, 3.8053903345724907)","(61.0, 80.0, 70.45454545454545)","(9.0, 11.5, 11.145739910313901)","(6.5, 7.2, 7.050171821305842)","(71.0, 95.0, 92.74509803921569)","(91.0, 130.0, 122.0)"
07-01-2023 16:25:56.062023,"(6.5, 8.0, 7.8342857142857145)","(61.0, 160.0, 154.28571428571428)","(7.5, 8.8, 8.606896551724137)","(101.0, 160.0, 137.14285714285714)","(31.0, 50.0, 48.08695652173913)","(61.0, 60.0, 59.705882352941174)","(5.5, 5.9, 5.852453166815343)","(61.0, 85.0, 79.23076923076923)","(71.0, 110.0, 98.33333333333333)","(3.4, 3.85, 3.811165048543689)","(61.0, 80.0, 72.22222222222223)","(9.0, 11.5, 11.166666666666666)","(6.5, 7.2, 7.053854748603352)","(71.0, 95.0, 92.83018867924528)","(91.0, 130.0, 122.0)"
07-01-2023 16:25:57.672335,"(6.5, 8.0, 7.849350649350649)","(61.0, 160.0, 146.66666666666666)","(7.5, 8.8, 8.680851063829786)","(101.0, 160.0, 132.30769230769232)","(31.0, 50.0, 48.166666666666664)","(61.0, 75.0, 66.83673469387755)","(5.5, 5.9, 5.851202404809619)","(61.0, 85.0, 77.0)","(71.0, 110.0, 98.33333333333333)","(3.4, 3.85, 3.811165048543689)","(61.0, 80.0, 72.22222222222223)","(9.0, 11.5, 11.166666666666666)","(6.5, 7.2, 7.053854748603352)","(71.0, 95.0, 92.83018867924528)","(91.0, 130.0, 122.0)"
07-01-2023 16:25:59.309135,"(6.5, 7.8, 7.75)","(61.0, 150.0, 140.0)","(7.5, 8.8, 8.680851063829786)","(101.0, 160.0, 132.30769230769232)","(31.0, 50.0, 48.166666666666664)","(61.0, 75.0, 66.48148148148148)","(5.5, 5.9, 5.851202404809619)","(61.0, 85.0, 75.41095890410959)","(71.0, 110.0, 99.5)","(3.4, 3.85, 3.813855421686747)","(61.0, 80.0, 71.25)","(9.0, 11.5, 11.170588235294117)","(6.5, 7.2, 7.058688147295742)","(71.0, 95.0, 92.87037037037037)","(91.0, 130.0, 123.33333333333333)"
