,Earstagrin,Tiger Tommy Nz,Kalypso Sam,Preachers Daughter,Tiza New Day,Ellen Shannon,Karinya Max,Zu Hoffen
06-01-2023 17:38:35.370473,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(12.0, 18.0, 14.0)","(5.0, 7.8, 7.275)","(8.5, 10.0, 9.836363636363636)","(7.0, 9.2, 8.533333333333333)","(10.0, 13.0, 12.428571428571429)","(2.3, 3.5, 3.3833333333333333)"
06-01-2023 17:38:36.388398,"(31.0, 48.0, 41.0)","(6.0, 99999, 99990)","(12.0, 14.0, 12.24)","(5.0, 7.8, 7.52)","(8.5, 10.0, 9.836363636363636)","(7.0, 8.6, 8.48)","(10.0, 13.0, 12.428571428571429)","(2.3, 3.5, 3.4709677419354836)"
06-01-2023 17:38:37.397274,"(31.0, 48.0, 40.0)","(6.0, 99999, 99990)","(12.0, 14.0, 12.68)","(5.0, 7.8, 7.52)","(8.5, 10.0, 9.836363636363636)","(7.0, 9.2, 8.533333333333333)","(10.0, 13.0, 12.142857142857142)","(2.3, 3.5, 3.2333333333333334)"
06-01-2023 17:38:38.435906,"(31.0, 48.0, 40.0)","(6.0, 99999, 99990)","(12.0, 14.0, 12.68)","(5.0, 7.8, 7.08)","(8.5, 10.0, 9.88)","(7.0, 8.6, 8.533333333333333)","(10.0, 13.0, 12.142857142857142)","(2.3, 3.4, 3.309090909090909)"
06-01-2023 17:38:39.482961,"(31.0, 48.0, 40.0)","(6.0, 99999, 99990)","(12.0, 18.0, 14.0)","(5.0, 7.6, 7.377777777777777)","(8.5, 10.0, 9.88)","(7.0, 8.4, 8.533333333333333)","(10.0, 13.0, 12.555555555555555)","(2.3, 3.4, 3.2588235294117647)"
06-01-2023 17:38:40.521791,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 18.0, 16.9)","(5.0, 7.6, 7.257142857142857)","(8.5, 10.0, 9.88)","(7.0, 8.6, 8.331034482758621)","(11.0, 13.0, 12.25)","(2.35, 3.4, 3.2588235294117647)"
06-01-2023 17:38:41.490016,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 18.0, 16.0)","(5.0, 7.4, 7.114285714285715)","(8.5, 10.0, 9.88)","(7.0, 9.2, 8.331034482758621)","(11.0, 13.0, 17.714285714285715)","(2.35, 3.4, 3.2588235294117647)"
06-01-2023 17:38:42.510549,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 18.0, 15.8)","(5.0, 7.4, 7.222222222222222)","(8.5, 10.0, 9.8)","(7.0, 9.2, 8.331034482758621)","(11.0, 22.0, 19.9375)","(2.35, 3.4, 3.82)"
06-01-2023 17:38:43.551815,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 18.0, 16.88888888888889)","(5.0, 7.4, 7.114285714285715)","(8.5, 10.0, 9.82)","(7.0, 9.2, 8.331034482758621)","(11.0, 21.0, 19.9375)","(2.35, 3.9, 3.6625)"
06-01-2023 17:38:44.528567,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 18.0, 16.88888888888889)","(5.0, 7.4, 7.114285714285715)","(8.5, 10.0, 9.82)","(7.0, 9.2, 8.15)","(11.0, 21.0, 16.8)","(2.35, 3.85, 3.7375000000000003)"
06-01-2023 17:38:45.497301,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 18.0, 16.0)","(5.0, 7.4, 7.24)","(8.5, 10.0, 9.8)","(7.0, 9.2, 8.15)","(11.0, 20.0, 16.5)","(2.35, 3.95, 3.7375000000000003)"
06-01-2023 17:38:46.499234,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 17.5, 15.7)","(5.0, 7.4, 7.24)","(8.5, 10.0, 9.8)","(7.0, 9.2, 8.15)","(11.0, 19.5, 18.0)","(2.35, 3.95, 3.7375000000000003)"
06-01-2023 17:38:47.517033,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 17.0, 16.2)","(5.0, 7.4, 6.9)","(8.5, 10.0, 10.4)","(7.0, 9.2, 8.0)","(11.0, 19.5, 18.346153846153847)","(2.35, 3.95, 3.775)"
06-01-2023 17:38:48.550989,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 16.5, 15.8)","(5.0, 7.4, 6.9)","(8.5, 11.0, 10.4)","(7.0, 9.2, 8.125)","(11.0, 19.5, 14.25)","(2.35, 4.0, 3.41875)"
06-01-2023 17:38:49.551549,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(12.0, 16.5, 15.8)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.4)","(7.0, 8.2, 8.125)","(11.0, 19.5, 15.75)","(2.35, 3.95, 3.41875)"
06-01-2023 17:38:50.545584,"(31.0, 48.0, 41.0)","(5.5, 99999, 99990)","(11.0, 16.5, 15.8)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.22)","(7.0, 8.0, 8.049999999999999)","(11.0, 19.0, 17.5)","(2.35, 3.95, 3.4)"
06-01-2023 17:38:51.589378,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 16.0, 15.4)","(5.0, 7.4, 6.917391304347826)","(8.5, 10.5, 10.22)","(7.0, 8.2, 7.9)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.9, 3.38125)"
06-01-2023 17:38:52.568586,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 15.5, 14.5)","(5.0, 8.0, 6.917391304347826)","(8.5, 10.5, 10.22)","(7.0, 8.0, 7.9)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.85, 3.3625)"
06-01-2023 17:38:53.523761,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 15.5, 14.5)","(5.0, 8.0, 6.917391304347826)","(8.5, 10.5, 10.3)","(7.0, 8.0, 7.8)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.8, 3.3625)"
06-01-2023 17:38:54.505970,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 15.5, 14.5)","(5.0, 8.0, 6.917391304347826)","(8.5, 10.5, 10.1875)","(7.0, 8.0, 7.8)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.8, 3.3625)"
06-01-2023 17:38:55.510419,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 15.5, 14.5)","(5.0, 8.0, 6.917391304347826)","(8.5, 10.5, 10.1875)","(7.0, 8.0, 7.8)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.8, 3.3625)"
06-01-2023 17:38:56.595613,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 15.5, 14.5)","(5.0, 7.8, 7.3999999999999995)","(8.5, 10.5, 10.1875)","(7.0, 8.0, 7.8)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.8, 3.3625)"
06-01-2023 17:38:57.564477,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 15.5, 14.5)","(5.0, 7.6, 7.3999999999999995)","(8.5, 10.5, 10.1875)","(7.0, 8.0, 7.8)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.8, 3.3625)"
06-01-2023 17:38:58.542418,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 15.0, 14.25)","(5.0, 7.4, 7.290909090909091)","(8.5, 10.5, 10.1875)","(7.0, 8.0, 7.8)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.8, 3.3625)"
06-01-2023 17:38:59.516962,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 15.0, 14.25)","(5.0, 7.4, 7.290909090909091)","(8.5, 10.5, 10.5)","(7.0, 8.0, 7.8)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.8, 3.3625)"
06-01-2023 17:39:00.495119,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 15.0, 14.25)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.9)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.8, 3.34375)"
06-01-2023 17:39:01.486938,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 14.5, 14.0)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.9)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.75, 3.6625)"
06-01-2023 17:39:02.489755,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 14.5, 12.833333333333334)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.9)","(11.0, 19.0, 18.333333333333332)","(2.35, 3.85, 3.6625)"
06-01-2023 17:39:03.501621,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 14.5, 12.833333333333334)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.9)","(11.0, 19.0, 17.9)","(2.35, 3.85, 3.475)"
06-01-2023 17:39:04.500436,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 14.5, 12.833333333333334)","(5.0, 7.6, 7.3999999999999995)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.9)","(11.0, 19.0, 17.5)","(2.35, 3.85, 3.475)"
06-01-2023 17:39:05.531800,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 14.5, 12.833333333333334)","(5.0, 7.6, 7.3999999999999995)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.9)","(11.0, 19.5, 17.5)","(2.35, 3.85, 3.475)"
06-01-2023 17:39:06.513925,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 14.0, 12.666666666666666)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.9)","(11.0, 19.5, 17.5)","(2.35, 3.85, 3.475)"
06-01-2023 17:39:07.565623,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 14.0, 12.666666666666666)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.9)","(11.0, 19.5, 17.5)","(2.35, 3.85, 3.475)"
06-01-2023 17:39:08.640463,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 14.0, 12.666666666666666)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.6)","(11.0, 19.5, 17.5)","(2.35, 3.85, 3.58)"
06-01-2023 17:39:09.709216,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.5, 12.5)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.6)","(11.0, 19.5, 17.5)","(2.35, 3.9, 3.58)"
06-01-2023 17:39:10.708646,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.5, 12.5)","(5.0, 7.4, 7.290909090909091)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.6)","(11.0, 19.5, 17.5)","(2.35, 3.9, 3.58)"
06-01-2023 17:39:11.687960,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.5, 12.5)","(5.0, 7.8, 7.55)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.742857142857143)","(11.0, 19.5, 17.5)","(2.35, 3.9, 3.58)"
06-01-2023 17:39:12.680189,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.5, 12.5)","(5.0, 7.8, 7.3999999999999995)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.742857142857143)","(11.0, 19.5, 17.5)","(2.35, 3.9, 3.65)"
06-01-2023 17:39:13.658751,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.5, 12.06)","(5.0, 7.6, 7.3999999999999995)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.742857142857143)","(11.0, 19.5, 17.5)","(2.35, 3.9, 3.6166666666666667)"
06-01-2023 17:39:14.650213,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.5, 12.06)","(5.0, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(7.0, 8.0, 7.742857142857143)","(11.0, 19.5, 17.5)","(2.35, 3.85, 3.6166666666666667)"
06-01-2023 17:39:15.641134,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.0, 12.333333333333334)","(5.0, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 19.5, 17.5)","(2.35, 3.85, 3.6166666666666667)"
06-01-2023 17:39:16.665526,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.0, 12.333333333333334)","(5.0, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 19.5, 17.5)","(2.35, 3.85, 3.6399999999999997)"
06-01-2023 17:39:17.704816,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.0, 12.333333333333334)","(5.0, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 19.5, 17.666666666666668)","(2.35, 3.8, 3.4)"
06-01-2023 17:39:18.778281,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 20.0, 17.333333333333332)","(5.0, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 19.5, 15.833333333333334)","(2.35, 3.8, 3.35)"
06-01-2023 17:39:19.725248,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 20.0, 19.0)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(12.0, 19.5, 16.5)","(2.45, 3.8, 3.35)"
06-01-2023 17:39:20.697264,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 19.0, 18.416666666666668)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(12.0, 19.0, 16.5)","(2.45, 3.8, 3.35)"
06-01-2023 17:39:21.667393,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 19.0, 17.923076923076923)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(12.0, 19.0, 16.5)","(2.45, 3.8, 3.277777777777778)"
06-01-2023 17:39:22.651372,"(31.0, 48.0, 42.0)","(5.0, 99999, 99990)","(11.0, 18.5, 17.6875)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 19.0, 17.0)","(2.45, 3.9, 3.375)"
06-01-2023 17:39:23.614337,"(31.0, 48.0, 42.0)","(5.0, 99999, 99990)","(11.0, 18.5, 17.6875)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 20.0, 17.0)","(2.45, 3.9, 3.3625000000000003)"
06-01-2023 17:39:24.558754,"(31.0, 48.0, 42.0)","(5.0, 99999, 99990)","(11.0, 18.5, 16.785714285714285)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 20.0, 17.0)","(2.45, 3.85, 3.3625000000000003)"
06-01-2023 17:39:25.545710,"(31.0, 48.0, 42.0)","(5.0, 99999, 99990)","(11.0, 18.0, 16.428571428571427)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 20.0, 17.0)","(2.45, 3.85, 3.3625000000000003)"
06-01-2023 17:39:26.510631,"(31.0, 48.0, 42.0)","(5.0, 99999, 99990)","(11.0, 17.5, 16.5)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 20.0, 17.0)","(2.45, 3.85, 3.3625000000000003)"
06-01-2023 17:39:27.462628,"(31.0, 48.0, 42.0)","(5.0, 99999, 99990)","(11.0, 16.5, 15.7)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(11.0, 20.0, 17.0)","(2.45, 3.85, 3.3625000000000003)"
06-01-2023 17:39:28.421039,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 16.5, 15.884615384615385)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(12.0, 20.0, 17.0)","(2.35, 3.85, 3.3625000000000003)"
06-01-2023 17:39:29.375868,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 16.5, 15.884615384615385)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(12.0, 20.0, 17.0)","(2.35, 3.85, 3.3625000000000003)"
06-01-2023 17:39:30.385215,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 16.0, 15.461538461538462)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.5)","(6.5, 8.0, 7.742857142857143)","(12.0, 20.0, 17.0)","(2.35, 3.85, 3.35)"
06-01-2023 17:39:31.353076,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 16.0, 15.461538461538462)","(5.5, 7.4, 7.2153846153846155)","(8.5, 10.0, 9.657142857142857)","(6.5, 8.0, 7.742857142857143)","(12.0, 21.0, 15.166666666666666)","(2.35, 3.95, 3.35)"
06-01-2023 17:39:32.322136,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 16.0, 15.461538461538462)","(5.5, 7.4, 7.2153846153846155)","(8.5, 10.0, 9.657142857142857)","(6.5, 8.0, 7.742857142857143)","(12.0, 21.0, 16.833333333333332)","(2.35, 3.95, 2.9648)"
06-01-2023 17:39:33.252115,"(31.0, 48.0, 42.0)","(5.5, 99999, 99990)","(11.0, 16.0, 15.461538461538462)","(5.5, 7.4, 7.2153846153846155)","(8.5, 10.0, 9.657142857142857)","(6.5, 8.0, 7.742857142857143)","(12.0, 21.0, 16.833333333333332)","(2.35, 3.2, 2.9648)"
06-01-2023 17:39:34.233045,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 15.5, 14.9)","(5.5, 7.4, 7.2153846153846155)","(8.5, 11.0, 10.3)","(6.5, 8.0, 7.625)","(12.0, 21.0, 17.42857142857143)","(2.35, 4.1, 3.1037037037037036)"
06-01-2023 17:39:35.212740,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 15.0, 14.333333333333334)","(5.5, 7.4, 7.2153846153846155)","(8.5, 10.5, 10.266666666666667)","(6.5, 8.0, 7.6571428571428575)","(12.0, 21.0, 17.25)","(2.35, 3.7, 3.188888888888889)"
06-01-2023 17:39:36.178139,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 15.0, 14.333333333333334)","(5.5, 7.4, 7.2153846153846155)","(8.5, 10.5, 10.266666666666667)","(6.5, 8.0, 7.6571428571428575)","(12.0, 21.0, 14.928571428571429)","(2.35, 3.7, 3.2314814814814814)"
06-01-2023 17:39:37.127257,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 15.0, 14.166666666666666)","(5.5, 7.4, 7.2153846153846155)","(8.5, 10.5, 10.32)","(6.5, 8.0, 7.666666666666667)","(12.0, 21.0, 14.928571428571429)","(2.35, 3.7, 3.38375)"
06-01-2023 17:39:38.079042,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 12.0, 11.666666666666666)","(5.5, 7.4, 7.2153846153846155)","(8.5, 10.5, 10.32)","(6.5, 8.0, 7.769230769230769)","(12.0, 21.0, 17.136363636363637)","(2.35, 3.7, 3.4125)"
06-01-2023 17:39:39.060681,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 15.0, 13.5)","(5.5, 7.4, 7.2153846153846155)","(8.5, 10.5, 10.15)","(6.5, 8.0, 7.769230769230769)","(12.0, 21.0, 17.136363636363637)","(2.35, 3.7, 3.4125)"
06-01-2023 17:39:40.084160,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.5, 13.25)","(5.5, 7.8, 7.507692307692308)","(8.5, 10.5, 10.15)","(6.5, 8.0, 7.6)","(12.0, 21.0, 14.333333333333334)","(2.35, 3.7, 3.316666666666667)"
06-01-2023 17:39:41.019068,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.5, 12.5)","(5.5, 7.6, 7.3999999999999995)","(8.5, 10.5, 10.15)","(6.5, 8.0, 7.742857142857143)","(11.0, 21.0, 15.666666666666666)","(2.45, 3.7, 3.4051282051282055)"
06-01-2023 17:39:41.958450,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.5, 12.5)","(5.5, 7.8, 7.285714285714286)","(8.5, 10.5, 10.15)","(6.5, 8.0, 7.640000000000001)","(11.0, 21.0, 14.142857142857142)","(2.45, 3.7, 3.4051282051282055)"
06-01-2023 17:39:42.919060,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.5, 13.1)","(5.5, 7.8, 7.418181818181818)","(8.5, 10.5, 10.15)","(6.5, 8.0, 7.630769230769231)","(11.0, 21.0, 14.142857142857142)","(2.45, 3.7, 3.4261904761904765)"
06-01-2023 17:39:43.871560,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.5, 13.0)","(5.5, 7.6, 7.3999999999999995)","(8.5, 10.5, 10.15)","(6.5, 8.0, 7.34)","(11.0, 21.0, 15.375)","(2.45, 3.7, 3.274074074074074)"
06-01-2023 17:39:44.807481,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.0, 13.533333333333333)","(5.5, 7.4, 7.0)","(8.5, 10.5, 10.15)","(6.0, 7.4, 7.34)","(11.0, 21.0, 14.142857142857142)","(2.45, 3.7, 3.291935483870968)"
06-01-2023 17:39:45.745819,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.0, 13.142857142857142)","(5.5, 7.2, 6.9)","(8.5, 10.5, 10.32)","(6.0, 7.4, 7.34)","(11.0, 21.0, 14.142857142857142)","(2.45, 3.7, 3.1425)"
06-01-2023 17:39:46.712451,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.0, 13.333333333333334)","(5.5, 7.2, 7.066666666666666)","(8.5, 10.5, 10.3)","(6.0, 7.4, 7.300000000000001)","(11.0, 21.0, 17.5)","(2.45, 3.15, 3.2208333333333337)"
06-01-2023 17:39:47.649418,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.0, 13.142857142857142)","(5.5, 7.2, 6.9)","(8.5, 10.5, 10.22)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 17.5)","(2.45, 3.7, 3.2208333333333337)"
06-01-2023 17:39:48.649891,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.0, 13.142857142857142)","(5.5, 7.2, 6.9)","(8.5, 10.5, 10.22)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 15.9)","(2.45, 3.7, 3.2134615384615386)"
06-01-2023 17:39:49.595806,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.0, 13.142857142857142)","(5.5, 7.2, 6.8)","(8.5, 10.5, 10.22)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 18.642857142857142)","(2.45, 3.7, 3.24)"
06-01-2023 17:39:50.536517,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.0, 13.142857142857142)","(5.5, 7.0, 6.733333333333333)","(8.5, 11.0, 10.4)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 17.666666666666668)","(2.5, 3.7, 3.2134615384615386)"
06-01-2023 17:39:51.513998,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 14.0, 13.142857142857142)","(5.5, 7.0, 6.666666666666667)","(8.5, 11.0, 10.22)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 16.25)","(2.5, 3.7, 3.4261904761904765)"
06-01-2023 17:39:52.460113,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.5, 12.875)","(5.5, 7.0, 6.8)","(8.5, 10.5, 10.15)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 16.25)","(2.5, 3.7, 3.2892857142857146)"
06-01-2023 17:39:53.395343,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.0, 12.25)","(5.5, 6.8, 6.64)","(8.5, 11.0, 10.5)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 16.25)","(2.5, 3.7, 3.2892857142857146)"
06-01-2023 17:39:54.341419,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.0, 12.25)","(5.5, 6.8, 6.6)","(8.5, 11.0, 10.5)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 14.625)","(2.5, 3.7, 3.2892857142857146)"
06-01-2023 17:39:55.290827,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.0, 12.25)","(5.5, 6.8, 6.64)","(8.5, 11.0, 10.5)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 14.625)","(2.5, 3.7, 3.286)"
06-01-2023 17:39:56.237753,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(11.0, 13.0, 12.25)","(5.5, 6.8, 6.266666666666667)","(8.5, 11.0, 10.5)","(6.0, 7.4, 7.300000000000001)","(11.0, 19.5, 17.5)","(2.5, 3.7, 3.286)"
06-01-2023 17:39:57.213053,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 13.0, 12.692307692307693)","(5.5, 6.8, 6.266666666666667)","(8.5, 11.0, 10.5)","(6.0, 7.4, 7.2615384615384615)","(11.0, 19.5, 17.5)","(2.5, 3.7, 3.286)"
06-01-2023 17:39:58.142878,"(31.0, 50.0, 42.0)","(5.5, 99999, 99990)","(11.0, 18.0, 15.833333333333332)","(5.5, 6.6, 6.2)","(8.5, 11.0, 10.5)","(6.0, 7.4, 7.2615384615384615)","(11.0, 19.5, 16.25)","(2.5, 3.7, 3.3833333333333333)"
06-01-2023 17:39:59.081680,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 21.0, 13.61111111111111)","(5.5, 6.6, 6.2)","(8.5, 12.0, 10.4)","(6.0, 7.4, 7.220000000000001)","(11.0, 19.5, 16.25)","(2.5, 3.65, 3.3833333333333333)"
06-01-2023 17:40:00.024240,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 19.5, 15.5)","(5.5, 6.6, 6.5)","(8.5, 11.5, 10.9)","(6.0, 7.4, 7.220000000000001)","(11.0, 19.5, 17.5)","(2.5, 3.65, 3.3833333333333333)"
06-01-2023 17:40:00.967729,"(31.0, 50.0, 43.0)","(5.5, 99999, 99990)","(11.0, 19.0, 16.5)","(5.5, 6.4, 6.2)","(8.5, 11.0, 10.714285714285714)","(6.0, 7.4, 7.4)","(11.0, 19.5, 18.416666666666664)","(2.5, 3.65, 3.3833333333333333)"
