,Sir William Bruce,Jimmys Dream,The Rampant,Dealings Done,Buck Norris,Hill Billy Flyer,Seefeld,Copperchino,Greyt Intentions
11-01-2023 16:23:21.367341,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.76, 1.7515789473684211)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 43.14285714285714)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 235.0)","(101.0, 220.0, 213.84615384615387)"
11-01-2023 16:23:22.454421,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.76, 1.7515789473684211)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 43.14285714285714)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 235.0)","(101.0, 220.0, 213.84615384615387)"
11-01-2023 16:23:23.601146,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.76, 1.7515789473684211)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 43.14285714285714)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 235.0)","(101.0, 220.0, 213.84615384615387)"
11-01-2023 16:23:24.690546,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.76, 1.7515789473684211)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 43.14285714285714)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 256.6666666666667)","(101.0, 220.0, 213.84615384615387)"
11-01-2023 16:23:26.010876,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.76, 1.7515789473684211)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 43.14285714285714)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 256.6666666666667)","(101.0, 220.0, 213.84615384615387)"
11-01-2023 16:23:27.138220,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.76, 1.7515789473684211)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 256.6666666666667)","(101.0, 220.0, 213.84615384615387)"
11-01-2023 16:23:28.309497,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.74, 1.7305263157894737)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 47.0)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 256.6666666666667)","(101.0, 220.0, 212.38095238095238)"
11-01-2023 16:23:29.468202,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.74, 1.7305263157894737)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 47.6)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 256.6666666666667)","(101.0, 220.0, 212.38095238095238)"
11-01-2023 16:23:30.605639,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.74, 1.7305263157894737)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 47.6)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 256.6666666666667)","(101.0, 220.0, 212.38095238095238)"
11-01-2023 16:23:31.764922,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.74, 1.7305263157894737)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 47.6)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 235.0)","(101.0, 220.0, 212.38095238095238)"
11-01-2023 16:23:32.953689,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.74, 1.7305263157894737)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 47.6)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 235.0)","(101.0, 220.0, 212.38095238095238)"
11-01-2023 16:23:34.101775,"(8.5, 12.0, 11.592592592592592)","(1.7, 1.74, 1.7377777777777779)","(9.0, 12.0, 11.75)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 46.25)","(11.0, 14.5, 14.071428571428571)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 235.0)","(101.0, 220.0, 209.0909090909091)"
11-01-2023 16:23:35.262240,"(8.5, 12.0, 11.576923076923077)","(1.7, 1.73, 1.728611111111111)","(9.0, 12.0, 11.916666666666666)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 47.85714285714286)","(11.0, 14.5, 14.071428571428571)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 256.6666666666667)","(101.0, 220.0, 210.0)"
11-01-2023 16:23:36.442217,"(8.5, 12.0, 11.576923076923077)","(1.7, 1.73, 1.728611111111111)","(9.0, 12.0, 11.916666666666666)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 47.85714285714286)","(11.0, 14.5, 14.071428571428571)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 235.0)","(101.0, 220.0, 210.0)"
11-01-2023 16:23:37.633730,"(8.5, 12.0, 11.576923076923077)","(1.7, 1.72, 1.712972972972973)","(9.0, 13.0, 12.333333333333334)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 47.85714285714286)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 260.0)","(101.0, 220.0, 210.0)"
11-01-2023 16:23:38.826660,"(8.5, 12.0, 11.576923076923077)","(1.7, 1.72, 1.7188983050847457)","(9.0, 13.5, 12.4)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 46.25)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 256.6666666666667)","(101.0, 220.0, 210.0)"
11-01-2023 16:23:39.994966,"(8.5, 12.0, 11.576923076923077)","(1.7, 1.72, 1.7188983050847457)","(9.0, 13.5, 12.666666666666666)","(7.0, 9.6, 9.314285714285713)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.72222222222222)","(101.0, 300.0, 230.0)","(101.0, 220.0, 212.72727272727272)"
11-01-2023 16:23:41.104382,"(8.5, 12.0, 11.576923076923077)","(1.7, 1.72, 1.7151851851851851)","(9.0, 13.0, 12.666666666666666)","(7.0, 9.6, 9.466666666666667)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.887096774193548)","(101.0, 290.0, 225.0)","(101.0, 220.0, 212.72727272727272)"
11-01-2023 16:23:42.271068,"(8.5, 12.0, 11.633333333333333)","(1.7, 1.73, 1.7233333333333334)","(9.0, 13.0, 12.666666666666666)","(7.0, 9.6, 9.466666666666667)","(21.0, 50.0, 47.0)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 225.0)","(101.0, 220.0, 185.0)"
11-01-2023 16:23:43.621744,"(8.5, 12.0, 11.56)","(1.7, 1.73, 1.7130843706777317)","(9.0, 13.0, 12.727272727272727)","(7.0, 9.6, 9.466666666666667)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 225.0)","(101.0, 220.0, 212.72727272727272)"
11-01-2023 16:23:44.791461,"(8.5, 12.0, 11.56)","(1.7, 1.72, 1.7130843706777317)","(9.0, 13.0, 12.727272727272727)","(7.0, 9.6, 9.466666666666667)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.9375)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 225.0)","(101.0, 220.0, 212.72727272727272)"
11-01-2023 16:23:45.990015,"(8.5, 12.0, 11.633333333333333)","(1.7, 1.72, 1.7129446064139942)","(9.0, 13.0, 12.666666666666666)","(7.0, 9.6, 9.299999999999999)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:47.180253,"(8.5, 12.0, 11.620689655172415)","(1.7, 1.73, 1.7276923076923076)","(9.0, 13.0, 12.5)","(7.0, 9.6, 9.266666666666666)","(21.0, 50.0, 46.72727272727273)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:48.343376,"(8.5, 12.0, 11.620689655172415)","(1.7, 1.76, 1.7538461538461538)","(9.0, 13.0, 12.5)","(7.0, 9.6, 9.028571428571428)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:49.550513,"(8.5, 12.0, 11.620689655172415)","(1.7, 1.76, 1.744895104895105)","(9.0, 13.0, 12.5)","(7.0, 9.6, 9.028571428571428)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:50.713628,"(8.5, 12.0, 11.620689655172415)","(1.7, 1.76, 1.7477777777777779)","(9.0, 13.0, 12.5)","(7.0, 9.6, 9.028571428571428)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:51.865388,"(8.5, 12.0, 11.620689655172415)","(1.7, 1.76, 1.7464197530864198)","(9.0, 13.0, 12.5)","(7.0, 9.6, 9.028571428571428)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:52.986911,"(8.5, 12.0, 11.620689655172415)","(1.7, 1.77, 1.753921568627451)","(9.0, 13.0, 12.5)","(7.0, 9.6, 9.028571428571428)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:54.120051,"(8.5, 12.0, 11.620689655172415)","(1.7, 1.77, 1.753921568627451)","(9.0, 13.0, 12.5)","(7.0, 9.6, 9.028571428571428)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:55.329506,"(8.5, 12.0, 11.620689655172415)","(1.7, 1.77, 1.753921568627451)","(9.0, 13.0, 12.5)","(7.0, 9.6, 9.028571428571428)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:56.569161,"(8.5, 12.0, 11.620689655172415)","(1.65, 1.74, 1.7383984375)","(9.0, 13.0, 12.5)","(7.5, 9.6, 9.028571428571428)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.868421052631579)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:23:57.724389,"(8.5, 12.0, 11.620689655172415)","(1.65, 1.74, 1.7387155963302752)","(9.0, 13.0, 12.5)","(7.5, 9.6, 9.0)","(21.0, 50.0, 44.0)","(11.0, 14.5, 13.804347826086957)","(15.0, 21.0, 19.887096774193548)","(101.0, 280.0, 220.0)","(101.0, 220.0, 167.5)"
11-01-2023 16:23:58.886406,"(8.5, 11.5, 11.318181818181818)","(1.65, 1.74, 1.7395477386934672)","(9.0, 13.0, 11.7)","(7.5, 9.6, 9.176470588235293)","(21.0, 50.0, 44.857142857142854)","(11.0, 14.5, 14.055555555555555)","(15.0, 21.0, 20.041666666666668)","(101.0, 280.0, 220.0)","(101.0, 220.0, 167.5)"
11-01-2023 16:24:00.011146,"(8.5, 11.5, 11.329787234042554)","(1.65, 1.74, 1.7395477386934672)","(9.0, 12.0, 11.7)","(7.5, 9.6, 9.333333333333332)","(21.0, 50.0, 44.0)","(11.0, 14.5, 14.166666666666666)","(15.0, 21.0, 23.142857142857142)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:24:01.199622,"(8.5, 11.5, 11.36046511627907)","(1.65, 1.75, 1.7458695652173912)","(9.0, 13.0, 12.289473684210526)","(7.5, 9.6, 9.35)","(21.0, 50.0, 44.0)","(11.0, 14.5, 14.166666666666666)","(15.0, 26.0, 22.666666666666668)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:24:02.340482,"(8.5, 11.5, 11.36046511627907)","(1.65, 1.75, 1.7458695652173912)","(9.0, 13.0, 12.653846153846153)","(7.5, 9.6, 9.32)","(21.0, 50.0, 44.0)","(11.0, 14.5, 14.166666666666666)","(15.0, 24.0, 22.666666666666668)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:24:03.470000,"(8.5, 11.5, 11.369565217391305)","(1.65, 1.75, 1.7458695652173912)","(9.0, 12.5, 12.369565217391305)","(7.5, 9.6, 9.32)","(21.0, 50.0, 44.0)","(11.0, 14.5, 14.12)","(15.0, 24.0, 22.666666666666668)","(101.0, 280.0, 220.0)","(101.0, 220.0, 185.0)"
11-01-2023 16:24:04.585057,"(8.5, 11.5, 11.409090909090908)","(1.65, 1.75, 1.7456060606060606)","(9.0, 12.5, 12.088235294117647)","(7.5, 9.6, 9.344)","(21.0, 50.0, 44.0)","(11.0, 14.5, 14.142857142857142)","(15.0, 24.0, 22.666666666666668)","(101.0, 280.0, 220.0)","(101.0, 220.0, 173.33333333333334)"
11-01-2023 16:24:05.868090,"(8.5, 11.5, 11.442622950819672)","(1.65, 1.73, 1.706896551724138)","(9.0, 12.5, 11.571428571428571)","(7.5, 9.6, 9.356521739130434)","(21.0, 50.0, 48.90909090909091)","(11.0, 14.5, 13.733333333333333)","(15.0, 24.0, 27.333333333333332)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 178.0)"
11-01-2023 16:24:07.072827,"(8.5, 12.0, 11.642857142857142)","(1.65, 1.71, 1.706896551724138)","(9.0, 12.0, 11.571428571428571)","(7.5, 9.6, 9.356521739130434)","(21.0, 50.0, 48.90909090909091)","(11.0, 14.0, 13.733333333333333)","(15.0, 28.0, 25.17241379310345)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:08.289980,"(8.5, 12.0, 11.67741935483871)","(1.65, 1.71, 1.706896551724138)","(9.0, 12.0, 11.506756756756756)","(7.5, 9.6, 9.25)","(21.0, 50.0, 45.5)","(11.0, 14.0, 13.694444444444445)","(15.0, 30.0, 26.0)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:09.497479,"(8.5, 12.0, 11.666666666666666)","(1.65, 1.72, 1.7106666666666666)","(9.0, 12.0, 11.5)","(7.5, 9.6, 9.25)","(21.0, 50.0, 45.5)","(11.0, 14.0, 13.694444444444445)","(15.0, 27.0, 26.0)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 180.0)"
11-01-2023 16:24:10.694670,"(8.5, 12.0, 11.666666666666666)","(1.65, 1.72, 1.7095238095238094)","(9.0, 11.5, 11.1875)","(7.5, 9.6, 9.244444444444444)","(21.0, 50.0, 47.0)","(11.0, 14.0, 13.625)","(15.0, 27.0, 27.4)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 190.0)"
11-01-2023 16:24:11.860499,"(8.5, 12.0, 11.666666666666666)","(1.65, 1.73, 1.7141333333333333)","(9.0, 11.5, 11.12962962962963)","(7.5, 9.6, 9.25)","(21.0, 50.0, 47.0)","(11.0, 14.0, 13.659090909090908)","(15.0, 28.0, 27.666666666666668)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 180.0)"
11-01-2023 16:24:13.015423,"(8.5, 12.0, 11.666666666666666)","(1.65, 1.73, 1.7162626262626262)","(9.0, 11.5, 11.12962962962963)","(7.5, 9.6, 9.133333333333333)","(21.0, 50.0, 47.0)","(11.0, 14.0, 13.659090909090908)","(15.0, 28.0, 27.75)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 180.0)"
11-01-2023 16:24:14.195522,"(8.5, 12.0, 11.666666666666666)","(1.65, 1.73, 1.7162626262626262)","(9.0, 11.5, 11.12962962962963)","(7.5, 9.6, 9.17142857142857)","(21.0, 50.0, 47.0)","(11.0, 14.0, 13.578947368421053)","(15.0, 28.0, 27.75)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 180.0)"
11-01-2023 16:24:15.418747,"(8.5, 12.0, 11.666666666666666)","(1.65, 1.74, 1.731860465116279)","(9.0, 11.0, 10.972222222222221)","(7.5, 9.6, 9.17142857142857)","(21.0, 50.0, 47.0)","(11.0, 14.0, 13.5625)","(15.0, 28.0, 27.75)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:16.621559,"(8.5, 12.0, 11.666666666666666)","(1.65, 1.74, 1.731860465116279)","(9.0, 11.0, 10.976190476190476)","(7.5, 9.6, 9.225)","(21.0, 50.0, 47.0)","(11.0, 14.0, 13.557692307692308)","(15.0, 28.0, 27.764705882352942)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:17.880046,"(8.5, 12.0, 11.803571428571429)","(1.65, 1.74, 1.7315483870967743)","(9.0, 11.0, 10.982142857142858)","(7.0, 9.6, 9.225)","(21.0, 50.0, 47.0)","(11.0, 14.0, 13.557692307692308)","(15.0, 28.0, 27.764705882352942)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:19.121380,"(8.5, 12.0, 11.803571428571429)","(1.65, 1.74, 1.7315483870967743)","(9.0, 11.0, 10.982142857142858)","(7.0, 9.6, 9.225)","(21.0, 50.0, 48.0)","(11.0, 14.0, 13.557692307692308)","(15.0, 28.0, 27.764705882352942)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:20.345304,"(8.5, 12.0, 11.803571428571429)","(1.65, 1.74, 1.7315483870967743)","(9.0, 11.0, 10.982142857142858)","(7.0, 9.6, 9.225)","(21.0, 50.0, 48.0)","(11.0, 14.0, 13.557692307692308)","(15.0, 28.0, 27.764705882352942)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:21.542375,"(8.5, 12.0, 11.803571428571429)","(1.65, 1.74, 1.7245882352941175)","(9.0, 11.0, 10.986486486486486)","(7.0, 9.6, 9.18)","(21.0, 50.0, 45.5)","(11.0, 14.0, 13.568181818181818)","(15.0, 28.0, 27.714285714285715)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 180.0)"
11-01-2023 16:24:22.745726,"(8.5, 12.0, 11.803571428571429)","(1.65, 1.74, 1.7245882352941175)","(9.0, 11.0, 10.986486486486486)","(7.0, 9.6, 9.18)","(21.0, 50.0, 45.5)","(11.0, 14.0, 13.568181818181818)","(15.0, 28.0, 27.714285714285715)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 180.0)"
11-01-2023 16:24:23.909811,"(8.5, 12.0, 11.842857142857143)","(1.65, 1.74, 1.7245882352941175)","(9.0, 11.0, 10.986486486486486)","(7.0, 9.6, 9.18)","(21.0, 50.0, 45.5)","(11.0, 14.0, 13.568181818181818)","(15.0, 28.0, 27.714285714285715)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 180.0)"
11-01-2023 16:24:25.052477,"(8.5, 12.0, 11.873239436619718)","(1.65, 1.74, 1.7245882352941175)","(9.0, 11.0, 11.09016393442623)","(7.0, 9.6, 9.18)","(21.0, 50.0, 45.5)","(11.0, 14.0, 13.568181818181818)","(15.0, 28.0, 27.714285714285715)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 180.0)"
11-01-2023 16:24:26.272237,"(8.5, 12.0, 11.873239436619718)","(1.65, 1.74, 1.7245882352941175)","(9.0, 11.5, 10.986486486486486)","(7.0, 9.6, 9.163636363636364)","(21.0, 50.0, 48.0)","(11.0, 14.0, 13.555555555555555)","(15.0, 28.0, 27.764705882352942)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:27.455000,"(8.5, 12.0, 11.867647058823529)","(1.65, 1.74, 1.7245882352941175)","(9.0, 11.0, 10.985294117647058)","(7.0, 9.6, 9.163636363636364)","(21.0, 50.0, 47.6)","(11.0, 14.0, 13.588235294117647)","(15.0, 28.0, 27.75)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:28.652646,"(8.5, 12.0, 11.777777777777779)","(1.65, 1.76, 1.7464406779661017)","(9.0, 11.0, 10.9875)","(7.0, 9.4, 9.025)","(21.0, 50.0, 47.6)","(11.0, 14.0, 13.588235294117647)","(15.0, 28.0, 27.666666666666668)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:29.875336,"(8.5, 12.0, 11.777777777777779)","(1.65, 1.76, 1.7463333333333333)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.3)","(21.0, 50.0, 47.6)","(11.0, 14.0, 13.575)","(15.0, 28.0, 27.625)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:31.060795,"(8.5, 12.0, 11.823529411764707)","(1.65, 1.76, 1.7463333333333333)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.3)","(21.0, 50.0, 47.6)","(11.0, 14.0, 13.575)","(15.0, 28.0, 27.625)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:32.291628,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.76, 1.744561403508772)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.3)","(21.0, 50.0, 46.0)","(11.0, 14.0, 13.575)","(15.0, 28.0, 27.625)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:33.441948,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.76, 1.752280701754386)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.3)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.181818181818182)","(15.0, 28.0, 27.625)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:34.606493,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.76, 1.752280701754386)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.314285714285715)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.181818181818182)","(15.0, 28.0, 27.625)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:35.835126,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.74, 1.7377777777777779)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.3)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.181818181818182)","(15.0, 28.0, 27.625)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:37.020857,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.75, 1.7473972602739727)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.3)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.19047619047619)","(15.0, 28.0, 27.625)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:38.173637,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.75, 1.7473972602739727)","(9.0, 11.0, 11.045454545454545)","(7.0, 9.4, 9.3)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.19047619047619)","(15.0, 28.0, 27.8125)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:39.375933,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.75, 1.7479411764705883)","(9.0, 11.5, 10.983870967741936)","(7.0, 9.4, 9.3)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.19047619047619)","(15.0, 28.0, 27.8125)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:40.538355,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.75, 1.7479411764705883)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.25)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.222222222222221)","(15.0, 28.0, 28.125)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:41.744221,"(8.5, 12.0, 11.71)","(1.65, 1.75, 1.7479411764705883)","(9.0, 11.0, 10.982142857142858)","(7.0, 9.4, 9.25)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.222222222222221)","(15.0, 30.0, 28.125)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 175.0)"
11-01-2023 16:24:42.912557,"(8.5, 12.0, 11.71)","(1.65, 1.75, 1.7479411764705883)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.25)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.222222222222221)","(15.0, 30.0, 27.82608695652174)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:44.016876,"(8.5, 12.0, 11.726415094339623)","(1.65, 1.75, 1.7479411764705883)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.280000000000001)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.222222222222221)","(15.0, 30.0, 28.0)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:45.147274,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.75, 1.7484375)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.280000000000001)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.222222222222221)","(15.0, 30.0, 28.0)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:46.257126,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.75, 1.7484375)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.280000000000001)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.222222222222221)","(15.0, 30.0, 28.0)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
11-01-2023 16:24:47.373957,"(8.5, 12.0, 11.801369863013699)","(1.65, 1.75, 1.7432478632478632)","(9.0, 11.0, 10.983870967741936)","(7.0, 9.4, 9.280000000000001)","(21.0, 48.0, 46.0)","(11.0, 14.0, 13.222222222222221)","(15.0, 30.0, 28.0)","(101.0, 280.0, 226.66666666666666)","(101.0, 220.0, 184.0)"
