,Assertin Lady,Astrophysics,Bout,Chica Bonita,Harbelle,Kasear,Shadie Milly,Shes Enuff,Vancity
15-12-2022 14:54:16.657880,"(2.3, 2.78, 2.7114285714285713)","(101.0, 250.0, 154.0)","(8.0, 12.5, 12.0)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.623529411764706)","(4.0, 5.2, 5.1000000000000005)","(41.0, 85.0, 72.5)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:17.707835,"(2.3, 2.78, 2.7114285714285713)","(101.0, 250.0, 154.0)","(8.0, 12.5, 12.0)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.623529411764706)","(4.0, 5.2, 4.95)","(41.0, 85.0, 72.5)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:18.732347,"(2.3, 2.78, 2.7114285714285713)","(101.0, 250.0, 154.0)","(8.0, 12.5, 12.0)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.623529411764706)","(4.0, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:19.750703,"(2.3, 2.78, 2.7114285714285713)","(101.0, 250.0, 154.0)","(8.0, 12.5, 12.0)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.623529411764706)","(4.0, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:20.798359,"(2.3, 2.78, 2.7114285714285713)","(101.0, 250.0, 154.0)","(8.0, 12.5, 12.0)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.623529411764706)","(4.0, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:21.888871,"(2.3, 2.78, 2.7114285714285713)","(101.0, 250.0, 154.0)","(8.0, 12.5, 12.0)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.623529411764706)","(4.0, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:22.962866,"(2.3, 2.78, 2.602222222222222)","(101.0, 250.0, 154.0)","(8.0, 12.5, 12.0)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:24.015567,"(2.3, 2.78, 2.602222222222222)","(101.0, 250.0, 154.0)","(8.0, 12.5, 12.0)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:25.101483,"(2.3, 2.76, 2.743636363636363)","(101.0, 250.0, 154.0)","(8.0, 12.5, 12.0)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 4.909090909090909)","(41.0, 85.0, 63.57142857142857)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:26.208881,"(2.3, 2.76, 2.75)","(101.0, 250.0, 154.0)","(8.0, 13.0, 11.2)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 4.909090909090909)","(41.0, 85.0, 70.0)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:27.301637,"(2.3, 2.76, 2.75)","(101.0, 250.0, 154.0)","(8.0, 13.0, 11.2)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 4.909090909090909)","(41.0, 85.0, 73.46153846153845)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:28.369631,"(2.3, 2.76, 2.75)","(101.0, 250.0, 154.0)","(8.0, 12.5, 11.11111111111111)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 5.0)","(41.0, 85.0, 73.46153846153845)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:29.440154,"(2.3, 2.76, 2.75)","(101.0, 250.0, 154.0)","(8.0, 12.5, 11.11111111111111)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 5.0)","(41.0, 85.0, 73.46153846153845)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:30.601384,"(2.3, 2.76, 2.75)","(101.0, 250.0, 154.0)","(8.0, 12.5, 11.11111111111111)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 5.0)","(41.0, 85.0, 73.46153846153845)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:31.702086,"(2.3, 2.76, 2.75)","(101.0, 250.0, 154.0)","(8.0, 12.5, 11.11111111111111)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 5.0)","(41.0, 85.0, 73.46153846153845)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:32.897047,"(2.3, 2.76, 2.75)","(101.0, 250.0, 154.0)","(8.0, 12.0, 11.333333333333334)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.2, 4.9714285714285715)","(41.0, 85.0, 73.46153846153845)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:34.041089,"(2.3, 2.76, 2.75)","(101.0, 250.0, 154.0)","(8.0, 12.0, 10.88888888888889)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.1, 4.9714285714285715)","(41.0, 85.0, 73.46153846153845)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:35.136172,"(2.3, 2.76, 2.75)","(101.0, 250.0, 154.0)","(8.0, 12.0, 10.88888888888889)","(91.0, 200.0, 150.0)","(2.9, 3.7, 3.6307692307692307)","(4.0, 5.1, 4.9714285714285715)","(41.0, 85.0, 71.36363636363636)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:36.276017,"(2.3, 2.76, 2.7199999999999998)","(101.0, 250.0, 170.0)","(8.0, 12.0, 10.88888888888889)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.6615384615384614)","(4.0, 5.1, 4.866666666666666)","(41.0, 85.0, 72.5)","(31.0, 48.0, 36.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:37.346204,"(2.3, 2.76, 2.6738461538461538)","(101.0, 250.0, 154.0)","(8.0, 12.0, 11.423076923076923)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.6615384615384614)","(4.0, 5.0, 4.866666666666666)","(41.0, 85.0, 72.5)","(31.0, 48.0, 38.666666666666664)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:38.470391,"(2.3, 2.76, 2.6738461538461538)","(101.0, 250.0, 154.0)","(8.0, 12.0, 11.423076923076923)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.6615384615384614)","(4.0, 5.0, 4.866666666666666)","(41.0, 85.0, 72.5)","(31.0, 48.0, 37.5)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:39.550574,"(2.3, 2.76, 2.658888888888889)","(101.0, 250.0, 154.0)","(8.0, 12.0, 11.423076923076923)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.6615384615384614)","(4.0, 5.0, 4.866666666666666)","(41.0, 85.0, 72.5)","(31.0, 48.0, 37.5)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:40.705353,"(2.3, 2.76, 2.658888888888889)","(101.0, 250.0, 154.0)","(8.0, 12.0, 11.423076923076923)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.6615384615384614)","(4.0, 5.0, 4.866666666666666)","(41.0, 85.0, 72.5)","(31.0, 48.0, 37.5)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:41.796317,"(2.3, 2.76, 2.658888888888889)","(101.0, 250.0, 154.0)","(8.0, 12.0, 11.423076923076923)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.6615384615384614)","(3.9, 5.0, 4.866666666666666)","(41.0, 85.0, 72.5)","(31.0, 48.0, 37.5)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:42.937075,"(2.3, 2.76, 2.658888888888889)","(101.0, 250.0, 154.0)","(8.0, 12.0, 11.7)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.6375)","(3.9, 5.0, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 37.5)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:44.034971,"(2.3, 2.76, 2.658888888888889)","(101.0, 250.0, 154.0)","(8.0, 12.0, 11.8)","(91.0, 200.0, 147.5)","(2.9, 3.75, 3.6375)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 37.5)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:45.166158,"(2.3, 2.76, 2.658888888888889)","(101.0, 250.0, 150.0)","(8.0, 12.0, 11.615384615384615)","(91.0, 200.0, 147.5)","(2.9, 3.75, 3.6375)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 37.5)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:46.301367,"(2.3, 2.76, 2.658888888888889)","(101.0, 250.0, 175.0)","(8.0, 12.0, 11.615384615384615)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.6375)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 37.5)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:47.455089,"(2.3, 2.76, 2.658888888888889)","(101.0, 250.0, 175.0)","(8.0, 12.0, 10.75)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 44.57142857142857)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:48.568695,"(2.3, 2.76, 2.658888888888889)","(101.0, 250.0, 175.0)","(8.0, 12.0, 10.75)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 42.75)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:49.655973,"(2.3, 2.78, 2.7423529411764704)","(101.0, 250.0, 175.0)","(8.0, 12.0, 10.75)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 63.125)","(31.0, 48.0, 42.75)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:50.762269,"(2.3, 2.8, 2.722857142857143)","(101.0, 250.0, 175.0)","(8.0, 12.0, 10.75)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 71.36363636363636)","(31.0, 48.0, 42.75)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:51.915024,"(2.3, 2.8, 2.722857142857143)","(101.0, 250.0, 175.0)","(8.0, 12.0, 10.75)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 71.36363636363636)","(31.0, 48.0, 42.75)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:52.985333,"(2.3, 2.8, 2.722857142857143)","(101.0, 250.0, 175.0)","(8.0, 12.0, 10.75)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 71.36363636363636)","(31.0, 48.0, 44.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:54.092748,"(2.3, 2.8, 2.722857142857143)","(101.0, 250.0, 175.0)","(8.0, 12.0, 11.423076923076923)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 71.36363636363636)","(31.0, 48.0, 44.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:55.200602,"(2.3, 2.8, 2.722857142857143)","(101.0, 250.0, 175.0)","(8.0, 12.0, 11.423076923076923)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 71.36363636363636)","(31.0, 48.0, 44.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:56.299024,"(2.3, 2.8, 2.722857142857143)","(101.0, 250.0, 175.0)","(8.0, 12.0, 11.423076923076923)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 71.36363636363636)","(31.0, 48.0, 44.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:57.447019,"(2.3, 2.8, 2.722857142857143)","(101.0, 250.0, 175.0)","(8.0, 12.0, 10.875)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.675)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 68.33333333333333)","(31.0, 48.0, 44.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:58.609145,"(2.3, 2.8, 2.722857142857143)","(101.0, 250.0, 175.0)","(8.0, 12.0, 10.875)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.65)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 68.33333333333333)","(31.0, 48.0, 44.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:54:59.803106,"(2.3, 2.8, 2.7466666666666666)","(101.0, 250.0, 178.0)","(8.0, 12.0, 10.875)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.65)","(3.9, 5.2, 4.909090909090909)","(41.0, 85.0, 72.5)","(31.0, 48.0, 44.0)","(61.0, 170.0, 130.0)"
15-12-2022 14:55:00.978735,"(2.3, 2.8, 2.758260869565217)","(101.0, 250.0, 178.0)","(8.0, 12.0, 10.875)","(91.0, 200.0, 160.0)","(2.9, 3.75, 3.65)","(3.9, 5.2, 5.0)","(41.0, 85.0, 77.85714285714286)","(31.0, 48.0, 45.714285714285715)","(61.0, 170.0, 130.0)"
15-12-2022 14:55:02.176237,"(2.3, 2.8, 2.758260869565217)","(101.0, 250.0, 178.0)","(8.0, 12.0, 11.7)","(91.0, 200.0, 134.0)","(2.9, 3.75, 3.65)","(3.9, 5.2, 5.0)","(41.0, 85.0, 77.85714285714286)","(31.0, 48.0, 45.714285714285715)","(61.0, 170.0, 130.0)"
15-12-2022 14:55:03.333751,"(2.3, 2.8, 2.758260869565217)","(101.0, 250.0, 178.0)","(8.0, 12.0, 12.0)","(91.0, 190.0, 136.66666666666666)","(2.9, 3.75, 3.65)","(3.9, 5.2, 5.0)","(41.0, 85.0, 77.85714285714286)","(31.0, 48.0, 45.714285714285715)","(61.0, 170.0, 130.0)"
15-12-2022 14:55:04.443202,"(2.3, 2.78, 2.772222222222222)","(101.0, 250.0, 190.0)","(8.0, 13.0, 12.2)","(91.0, 170.0, 136.66666666666666)","(2.9, 3.75, 3.65)","(3.9, 5.2, 5.0)","(41.0, 85.0, 74.28571428571429)","(31.0, 48.0, 45.714285714285715)","(61.0, 170.0, 130.0)"
15-12-2022 14:55:05.521016,"(2.3, 2.78, 2.772222222222222)","(101.0, 250.0, 190.0)","(8.0, 12.5, 11.9)","(91.0, 150.0, 130.0)","(2.9, 3.75, 3.65)","(3.9, 5.2, 5.0)","(41.0, 80.0, 74.28571428571429)","(31.0, 48.0, 45.714285714285715)","(61.0, 170.0, 130.0)"
15-12-2022 14:55:06.634113,"(2.3, 2.78, 2.772222222222222)","(101.0, 250.0, 190.0)","(8.0, 12.5, 11.9)","(91.0, 150.0, 130.0)","(2.9, 3.75, 3.65)","(3.9, 5.1, 4.9714285714285715)","(41.0, 80.0, 95.71428571428572)","(31.0, 48.0, 45.714285714285715)","(61.0, 170.0, 130.0)"
15-12-2022 14:55:07.722531,"(2.3, 2.78, 2.7266666666666666)","(101.0, 250.0, 190.0)","(8.0, 12.5, 11.9)","(91.0, 150.0, 130.0)","(2.9, 3.75, 3.65)","(3.9, 5.1, 4.9714285714285715)","(41.0, 110.0, 95.71428571428572)","(31.0, 48.0, 45.714285714285715)","(61.0, 170.0, 104.0)"
15-12-2022 14:55:08.811068,"(2.3, 2.78, 2.665714285714286)","(101.0, 250.0, 190.0)","(8.0, 12.5, 11.9)","(91.0, 150.0, 130.0)","(2.9, 3.75, 3.675)","(3.9, 5.1, 4.949999999999999)","(41.0, 100.0, 85.0)","(31.0, 48.0, 45.33333333333333)","(61.0, 160.0, 102.0)"
15-12-2022 14:55:09.955083,"(2.3, 2.78, 2.665714285714286)","(101.0, 250.0, 190.0)","(8.0, 13.0, 11.333333333333334)","(91.0, 170.0, 136.66666666666666)","(2.9, 3.75, 3.675)","(3.9, 5.1, 4.949999999999999)","(41.0, 100.0, 85.0)","(31.0, 48.0, 45.33333333333333)","(61.0, 150.0, 102.0)"
15-12-2022 14:55:11.063084,"(2.3, 2.78, 2.757142857142857)","(101.0, 250.0, 190.0)","(8.0, 13.0, 11.333333333333334)","(91.0, 170.0, 128.33333333333334)","(2.9, 3.75, 3.65)","(3.9, 5.1, 4.949999999999999)","(41.0, 100.0, 86.875)","(31.0, 48.0, 45.33333333333333)","(61.0, 150.0, 102.0)"
15-12-2022 14:55:12.189785,"(2.3, 2.8, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 11.5)","(91.0, 170.0, 133.33333333333334)","(2.9, 3.75, 3.65)","(3.9, 5.1, 5.018181818181818)","(41.0, 100.0, 86.875)","(31.0, 48.0, 45.33333333333333)","(61.0, 150.0, 106.66666666666667)"
15-12-2022 14:55:13.356329,"(2.3, 2.74, 2.633846153846154)","(101.0, 250.0, 190.0)","(8.0, 12.5, 11.166666666666666)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.65)","(3.9, 5.1, 5.266666666666667)","(41.0, 100.0, 86.875)","(31.0, 48.0, 45.33333333333333)","(61.0, 140.0, 106.66666666666667)"
15-12-2022 14:55:14.516117,"(2.3, 2.7, 2.676)","(101.0, 250.0, 190.0)","(8.0, 12.5, 11.166666666666666)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.6363636363636367)","(3.9, 5.5, 5.15)","(41.0, 100.0, 86.875)","(31.0, 48.0, 45.33333333333333)","(61.0, 140.0, 103.33333333333333)"
15-12-2022 14:55:15.675508,"(2.3, 2.7, 2.682857142857143)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.1)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.7, 3.6363636363636367)","(3.9, 5.5, 5.12)","(41.0, 100.0, 86.875)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:16.852405,"(2.3, 2.7, 2.682857142857143)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.1)","(91.0, 160.0, 145.0)","(2.9, 3.7, 3.6363636363636367)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 86.875)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:18.005892,"(2.3, 2.7, 2.682857142857143)","(101.0, 250.0, 190.0)","(8.0, 13.0, 12.0)","(91.0, 170.0, 145.0)","(2.9, 3.7, 3.6363636363636367)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 86.875)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:19.119106,"(2.3, 2.7, 2.676)","(101.0, 250.0, 190.0)","(8.0, 13.0, 12.0)","(91.0, 170.0, 145.0)","(2.9, 3.7, 3.6363636363636367)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:20.273846,"(2.3, 2.7, 2.6625)","(101.0, 250.0, 190.0)","(8.0, 13.0, 12.0)","(91.0, 170.0, 136.66666666666666)","(2.9, 3.7, 3.6363636363636367)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:21.352531,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.7, 3.6714285714285717)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 46.315789473684205)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:22.440042,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 125.71428571428571)","(2.9, 3.85, 3.65)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:23.528164,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 125.71428571428571)","(2.9, 3.8, 3.65)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:24.612118,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.8, 3.6799999999999997)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:25.693495,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 13.0, 12.428571428571429)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.8, 3.6799999999999997)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:26.753926,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 13.0, 12.428571428571429)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.6153846153846154)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 45.33333333333333)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:27.823142,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 13.0, 12.428571428571429)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.5625)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 42.4)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:28.941603,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.5625)","(3.9, 5.2, 5.0285714285714285)","(41.0, 100.0, 88.75)","(31.0, 48.0, 42.4)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:29.989091,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.5625)","(3.9, 5.2, 5.12)","(41.0, 100.0, 88.75)","(31.0, 48.0, 42.4)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:31.075448,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.625)","(3.9, 5.2, 5.12)","(41.0, 100.0, 92.57142857142857)","(31.0, 48.0, 44.57142857142857)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:32.156881,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.625)","(3.9, 5.2, 5.12)","(41.0, 100.0, 72.5)","(31.0, 48.0, 44.57142857142857)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:33.284873,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.625)","(3.9, 5.2, 5.12)","(41.0, 95.0, 83.33333333333334)","(31.0, 48.0, 44.57142857142857)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:34.356233,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.625)","(3.9, 5.2, 5.12)","(41.0, 100.0, 83.33333333333334)","(31.0, 48.0, 44.57142857142857)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:35.461697,"(2.3, 2.7, 2.68)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.625)","(3.9, 5.2, 5.1647058823529415)","(41.0, 100.0, 83.33333333333334)","(31.0, 48.0, 42.4)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:36.562200,"(2.3, 2.68, 2.6258064516129034)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.75, 3.6)","(3.9, 5.2, 5.1647058823529415)","(41.0, 100.0, 83.33333333333334)","(31.0, 48.0, 41.2)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:37.680438,"(2.3, 2.68, 2.6258064516129034)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.7, 3.6)","(3.9, 5.2, 5.1647058823529415)","(41.0, 100.0, 83.33333333333334)","(31.0, 46.0, 40.0)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:38.787574,"(2.3, 2.68, 2.6258064516129034)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.7, 3.6)","(3.9, 5.2, 5.1647058823529415)","(41.0, 100.0, 83.33333333333334)","(31.0, 46.0, 40.0)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:39.899737,"(2.3, 2.68, 2.6258064516129034)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.7, 3.6)","(3.9, 5.2, 5.1647058823529415)","(41.0, 100.0, 83.33333333333334)","(31.0, 46.0, 40.0)","(61.0, 130.0, 103.33333333333333)"
15-12-2022 14:55:40.947865,"(2.3, 2.68, 2.6258064516129034)","(101.0, 250.0, 190.0)","(8.0, 12.5, 12.071428571428571)","(91.0, 160.0, 133.33333333333334)","(2.9, 3.7, 3.6)","(3.9, 5.2, 5.1647058823529415)","(41.0, 100.0, 83.33333333333334)","(31.0, 46.0, 40.0)","(61.0, 130.0, 103.33333333333333)"
