,Halloween,Bettor Sport,Kaybee Starzzz,Theultimate,Bettathanapokeindeye Nz,Guy Looks Good,Classie American Nz,Imperious,Kickatinalongpony,Our Modern Minnie
09-01-2023 16:07:45.588207,"(9.0, 15.0, 11.823529411764707)","(10.0, 21.0, 15.285714285714285)","(71.0, 150.0, 85.71428571428572)","(21.0, 22.0, 19.1875)","(5.0, 99999, 99990)","(4.6, 6.6, 5.933333333333334)","(5.0, 99999, 99990)","(13.0, 25.0, 20.357142857142858)","(2.9, 3.35, 3.2375)","(31.0, 48.0, 38.0)"
09-01-2023 16:07:46.920837,"(9.0, 15.0, 11.823529411764707)","(10.0, 21.0, 15.285714285714285)","(71.0, 150.0, 85.71428571428572)","(21.0, 22.0, 19.1875)","(5.0, 99999, 99990)","(4.6, 6.6, 6.2444444444444445)","(5.0, 99999, 99990)","(13.0, 25.0, 20.357142857142858)","(2.9, 3.35, 3.2375)","(31.0, 48.0, 38.0)"
09-01-2023 16:07:48.417153,"(9.0, 15.0, 12.5)","(10.0, 21.0, 15.0)","(71.0, 150.0, 90.0)","(21.0, 22.0, 19.0)","(5.0, 99999, 99990)","(4.6, 6.4, 6.108333333333333)","(5.0, 99999, 99990)","(13.0, 25.0, 20.357142857142858)","(2.9, 3.35, 3.2375)","(31.0, 48.0, 37.714285714285715)"
09-01-2023 16:07:49.789184,"(9.0, 14.5, 11.846153846153847)","(10.0, 21.0, 16.2)","(71.0, 150.0, 82.5)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.4, 6.108333333333333)","(5.0, 99999, 99990)","(13.0, 25.0, 18.88888888888889)","(2.9, 3.35, 3.2375)","(31.0, 48.0, 36.0)"
09-01-2023 16:07:51.012091,"(9.0, 14.0, 11.846153846153847)","(10.0, 21.0, 16.2)","(71.0, 150.0, 82.5)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.4, 6.108333333333333)","(5.0, 99999, 99990)","(13.0, 25.0, 21.0)","(2.9, 3.35, 3.16875)","(31.0, 48.0, 38.0)"
09-01-2023 16:07:52.276114,"(9.0, 14.0, 11.846153846153847)","(10.0, 22.0, 19.0)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.4, 6.108333333333333)","(5.0, 99999, 99990)","(13.0, 27.0, 21.0)","(2.9, 3.65, 3.3545454545454545)","(31.0, 50.0, 62.66666666666667)"
09-01-2023 16:07:53.530535,"(9.0, 14.0, 11.846153846153847)","(10.0, 21.0, 16.2)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.4, 6.108333333333333)","(5.0, 99999, 99990)","(13.0, 27.0, 21.0)","(2.9, 3.6, 3.3107142857142855)","(31.0, 120.0, 53.0)"
09-01-2023 16:07:54.781096,"(9.0, 14.0, 11.846153846153847)","(10.0, 21.0, 14.625)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.4, 6.108333333333333)","(5.0, 99999, 99990)","(13.0, 25.0, 21.0)","(2.9, 3.6, 3.3107142857142855)","(31.0, 110.0, 56.0)"
09-01-2023 16:07:56.096913,"(9.0, 14.0, 11.666666666666666)","(10.0, 21.0, 14.625)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.4, 5.933333333333334)","(5.0, 99999, 99990)","(13.0, 25.0, 21.0)","(2.9, 3.6, 3.3107142857142855)","(31.0, 100.0, 56.0)"
09-01-2023 16:07:57.298061,"(9.0, 13.0, 12.366666666666667)","(10.0, 21.0, 14.625)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.2, 5.933333333333334)","(5.0, 99999, 99990)","(13.0, 23.0, 21.583333333333336)","(2.9, 3.6, 3.3107142857142855)","(31.0, 100.0, 56.0)"
09-01-2023 16:07:58.527951,"(9.0, 13.0, 11.684615384615384)","(10.0, 22.0, 17.25)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.2, 5.88421052631579)","(5.0, 99999, 99990)","(13.0, 23.0, 21.583333333333336)","(2.9, 3.6, 3.3107142857142855)","(31.0, 100.0, 54.33333333333333)"
09-01-2023 16:07:59.721540,"(9.0, 13.0, 11.684615384615384)","(10.0, 32.0, 25.5)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.2, 5.933333333333334)","(5.0, 99999, 99990)","(13.0, 23.0, 22.3125)","(2.9, 3.6, 3.3107142857142855)","(31.0, 95.0, 48.0)"
09-01-2023 16:08:00.978132,"(9.0, 13.0, 11.684615384615384)","(10.0, 30.0, 19.1)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.2, 5.933333333333334)","(5.0, 99999, 99990)","(13.0, 27.0, 22.3125)","(2.9, 3.6, 3.3107142857142855)","(31.0, 90.0, 49.333333333333336)"
09-01-2023 16:08:02.209238,"(9.0, 13.0, 11.684615384615384)","(10.0, 29.0, 19.1)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.142857142857142)","(5.0, 99999, 99990)","(4.6, 6.2, 5.933333333333334)","(5.0, 99999, 99990)","(13.0, 27.0, 19.75)","(2.9, 3.6, 3.3107142857142855)","(31.0, 80.0, 49.333333333333336)"
09-01-2023 16:08:03.479642,"(9.0, 12.0, 11.844444444444445)","(10.0, 28.0, 20.25)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.25)","(5.0, 99999, 99990)","(4.6, 6.2, 5.933333333333334)","(5.0, 99999, 99990)","(13.0, 25.0, 19.75)","(2.9, 3.6, 3.3107142857142855)","(31.0, 80.0, 57.0)"
09-01-2023 16:08:04.826476,"(9.0, 12.5, 12.028571428571428)","(10.0, 30.0, 20.75)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.25)","(5.0, 99999, 99990)","(4.6, 6.2, 5.88421052631579)","(5.0, 99999, 99990)","(13.0, 25.0, 19.75)","(2.9, 3.6, 3.3107142857142855)","(31.0, 80.0, 71.66666666666667)"
09-01-2023 16:08:06.133163,"(9.0, 12.5, 12.028571428571428)","(10.0, 29.0, 24.285714285714285)","(71.0, 160.0, 110.0)","(21.0, 22.0, 18.25)","(5.0, 99999, 99990)","(4.6, 6.2, 5.88421052631579)","(5.0, 99999, 99990)","(13.0, 25.0, 21.5)","(2.9, 3.6, 3.33)","(31.0, 80.0, 56.25)"
09-01-2023 16:08:07.420124,"(9.0, 12.5, 11.972727272727273)","(10.0, 29.0, 25.0)","(71.0, 160.0, 96.66666666666667)","(21.0, 22.0, 18.25)","(5.0, 99999, 99990)","(4.6, 6.2, 5.933333333333334)","(5.0, 99999, 99990)","(13.0, 25.0, 22.625)","(2.9, 3.45, 3.33)","(31.0, 75.0, 65.0)"
09-01-2023 16:08:08.742858,"(9.0, 12.5, 11.763636363636364)","(10.0, 28.0, 18.0)","(71.0, 160.0, 110.0)","(21.0, 22.0, 17.833333333333332)","(5.0, 99999, 99990)","(4.6, 6.2, 5.95)","(5.0, 99999, 99990)","(13.0, 25.0, 20.4)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 65.0)"
09-01-2023 16:08:10.022853,"(9.0, 12.5, 11.763636363636364)","(10.0, 28.0, 18.0)","(71.0, 160.0, 96.66666666666667)","(21.0, 22.0, 18.25)","(5.0, 99999, 99990)","(4.6, 6.2, 5.9)","(5.0, 99999, 99990)","(13.0, 24.0, 21.875)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 60.5)"
09-01-2023 16:08:11.195134,"(9.0, 12.5, 11.763636363636364)","(10.0, 28.0, 18.0)","(71.0, 160.0, 96.66666666666667)","(21.0, 22.0, 19.0)","(5.0, 99999, 99990)","(4.6, 6.2, 5.95)","(5.0, 99999, 99990)","(13.0, 24.0, 20.6)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 60.5)"
09-01-2023 16:08:12.339538,"(9.0, 12.5, 11.875)","(10.0, 28.0, 22.4)","(71.0, 160.0, 96.66666666666667)","(21.0, 21.0, 19.0)","(5.0, 99999, 99990)","(4.6, 6.2, 5.95)","(5.0, 99999, 99990)","(13.0, 24.0, 20.6)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 60.5)"
09-01-2023 16:08:13.497947,"(9.0, 12.5, 11.25)","(10.0, 28.0, 24.625)","(71.0, 160.0, 96.66666666666667)","(21.0, 21.0, 19.6875)","(5.0, 99999, 99990)","(4.6, 6.2, 5.95)","(5.0, 99999, 99990)","(13.0, 24.0, 20.6)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 60.5)"
09-01-2023 16:08:14.653235,"(9.0, 12.5, 12.0)","(10.0, 28.0, 22.4)","(71.0, 160.0, 96.66666666666667)","(21.0, 21.0, 18.0)","(5.0, 99999, 99990)","(4.6, 6.2, 5.95)","(5.0, 99999, 99990)","(13.0, 24.0, 19.428571428571427)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 60.5)"
09-01-2023 16:08:15.898090,"(9.0, 12.5, 11.25)","(10.0, 28.0, 22.4)","(71.0, 160.0, 96.66666666666667)","(21.0, 21.0, 18.0)","(5.0, 99999, 99990)","(4.6, 6.2, 5.95)","(5.0, 99999, 99990)","(13.0, 24.0, 20.8)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 65.0)"
09-01-2023 16:08:17.410469,"(9.0, 12.5, 11.25)","(10.0, 28.0, 18.0)","(71.0, 160.0, 110.0)","(21.0, 21.0, 18.5)","(5.0, 99999, 99990)","(4.6, 6.2, 5.95)","(5.0, 99999, 99990)","(13.0, 24.0, 19.428571428571427)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 65.0)"
09-01-2023 16:08:18.631462,"(9.0, 12.5, 11.25)","(10.0, 28.0, 18.0)","(71.0, 160.0, 110.0)","(21.0, 20.0, 18.5)","(5.0, 99999, 99990)","(4.6, 6.2, 5.95)","(5.0, 99999, 99990)","(13.0, 24.0, 19.428571428571427)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 51.0)"
09-01-2023 16:08:19.853387,"(9.0, 12.5, 11.25)","(10.0, 28.0, 22.0)","(71.0, 160.0, 110.0)","(21.0, 36.0, 20.8)","(5.0, 99999, 99990)","(4.6, 6.2, 5.95)","(5.0, 99999, 99990)","(13.0, 24.0, 17.681818181818183)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 51.0)"
09-01-2023 16:08:21.077920,"(9.0, 12.5, 11.428571428571429)","(10.0, 28.0, 21.4)","(71.0, 160.0, 110.0)","(21.0, 32.0, 21.0)","(5.0, 99999, 99990)","(4.6, 6.2, 5.909090909090909)","(5.0, 99999, 99990)","(13.0, 23.0, 18.125)","(2.9, 3.45, 3.3441176470588236)","(31.0, 70.0, 48.5)"
09-01-2023 16:08:22.443300,"(9.0, 12.5, 11.428571428571429)","(10.0, 27.0, 21.4)","(71.0, 160.0, 110.0)","(21.0, 29.0, 18.5)","(5.0, 99999, 99990)","(4.6, 6.2, 5.909090909090909)","(5.0, 99999, 99990)","(13.0, 23.0, 19.25)","(2.9, 3.45, 3.3441176470588236)","(31.0, 65.0, 48.5)"
09-01-2023 16:08:23.630307,"(9.0, 12.5, 11.428571428571429)","(10.0, 27.0, 21.4)","(71.0, 160.0, 110.0)","(21.0, 29.0, 18.5)","(5.0, 99999, 99990)","(4.6, 6.2, 5.981818181818182)","(5.0, 99999, 99990)","(13.0, 22.0, 19.25)","(2.9, 3.45, 3.315)","(31.0, 65.0, 52.6)"
09-01-2023 16:08:25.001553,"(9.0, 12.5, 11.428571428571429)","(10.0, 26.0, 21.2)","(71.0, 160.0, 96.66666666666667)","(21.0, 29.0, 22.291666666666668)","(5.0, 99999, 99990)","(4.6, 6.2, 5.981818181818182)","(5.0, 99999, 99990)","(13.0, 22.0, 19.25)","(2.9, 3.45, 3.315)","(31.0, 65.0, 49.6)"
09-01-2023 16:08:26.306830,"(9.0, 12.5, 11.428571428571429)","(10.0, 26.0, 21.2)","(71.0, 160.0, 110.0)","(21.0, 27.0, 20.0)","(5.0, 99999, 99990)","(4.6, 6.2, 5.981818181818182)","(5.0, 99999, 99990)","(13.0, 22.0, 19.25)","(2.9, 3.45, 3.315)","(31.0, 60.0, 53.77777777777778)"
09-01-2023 16:08:27.598029,"(9.0, 12.5, 11.428571428571429)","(10.0, 26.0, 18.0)","(71.0, 160.0, 110.0)","(21.0, 26.0, 17.615384615384617)","(5.0, 99999, 99990)","(4.6, 6.2, 5.981818181818182)","(5.0, 99999, 99990)","(13.0, 22.0, 19.25)","(2.9, 3.45, 3.315)","(31.0, 60.0, 53.77777777777778)"
09-01-2023 16:08:28.826495,"(9.0, 12.5, 11.428571428571429)","(10.0, 26.0, 23.0)","(71.0, 160.0, 124.0)","(21.0, 25.0, 17.615384615384617)","(5.0, 99999, 99990)","(4.6, 6.2, 5.981818181818182)","(5.0, 99999, 99990)","(13.0, 22.0, 19.25)","(2.9, 3.45, 3.315)","(31.0, 60.0, 53.77777777777778)"
09-01-2023 16:08:30.039227,"(9.0, 12.5, 11.428571428571429)","(10.0, 25.0, 23.285714285714285)","(71.0, 160.0, 141.0)","(21.0, 25.0, 17.153846153846153)","(5.0, 99999, 99990)","(4.6, 6.2, 6.45)","(5.0, 99999, 99990)","(13.0, 22.0, 18.071428571428573)","(2.9, 3.45, 3.315)","(31.0, 60.0, 53.77777777777778)"
09-01-2023 16:08:31.223941,"(9.0, 12.5, 11.428571428571429)","(10.0, 25.0, 23.285714285714285)","(71.0, 160.0, 147.33333333333331)","(21.0, 25.0, 17.153846153846153)","(5.0, 99999, 99990)","(4.6, 7.2, 6.4)","(5.0, 99999, 99990)","(13.0, 22.0, 19.25)","(2.9, 3.45, 3.3318181818181816)","(31.0, 60.0, 53.77777777777778)"
09-01-2023 16:08:32.395246,"(9.0, 11.5, 10.857142857142858)","(10.0, 25.0, 23.285714285714285)","(71.0, 160.0, 147.33333333333331)","(21.0, 25.0, 19.0)","(5.0, 99999, 99990)","(4.6, 7.2, 6.4)","(5.0, 99999, 99990)","(13.0, 22.0, 19.25)","(2.9, 3.4, 3.3318181818181816)","(31.0, 60.0, 53.77777777777778)"
09-01-2023 16:08:33.538617,"(9.0, 11.5, 10.48)","(10.0, 24.0, 21.25)","(71.0, 160.0, 147.33333333333331)","(21.0, 24.0, 19.0)","(5.0, 99999, 99990)","(4.6, 7.2, 6.9)","(5.0, 99999, 99990)","(13.0, 22.0, 20.25)","(2.9, 3.4, 3.3464285714285715)","(31.0, 60.0, 53.0)"
09-01-2023 16:08:34.686455,"(9.0, 11.0, 10.6)","(10.0, 24.0, 17.0)","(71.0, 160.0, 147.33333333333331)","(21.0, 24.0, 22.25)","(5.0, 99999, 99990)","(4.6, 7.2, 6.68)","(5.0, 99999, 99990)","(13.0, 22.0, 20.333333333333336)","(2.9, 3.4, 3.3464285714285715)","(31.0, 60.0, 49.6)"
09-01-2023 16:08:35.915455,"(9.0, 11.0, 10.6)","(10.0, 24.0, 20.2)","(71.0, 160.0, 115.0)","(21.0, 24.0, 19.0)","(5.0, 99999, 99990)","(4.6, 7.0, 6.571428571428572)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.4, 3.3970588235294117)","(31.0, 60.0, 49.6)"
09-01-2023 16:08:37.134731,"(9.0, 11.0, 10.6)","(10.0, 29.0, 23.6)","(71.0, 160.0, 115.0)","(21.0, 24.0, 19.666666666666668)","(5.0, 99999, 99990)","(4.6, 7.0, 6.571428571428572)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.75, 3.3970588235294117)","(31.0, 60.0, 49.6)"
09-01-2023 16:08:38.624165,"(9.0, 11.0, 10.6)","(10.0, 29.0, 16.083333333333332)","(71.0, 160.0, 115.0)","(21.0, 23.0, 20.25)","(5.0, 99999, 99990)","(4.6, 7.0, 6.571428571428572)","(5.0, 99999, 99990)","(13.0, 22.0, 18.25)","(2.9, 3.5, 3.4)","(31.0, 60.0, 42.666666666666664)"
09-01-2023 16:08:39.925340,"(9.0, 11.0, 10.6)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 115.0)","(21.0, 23.0, 18.416666666666668)","(5.0, 99999, 99990)","(4.6, 7.0, 6.640000000000001)","(5.0, 99999, 99990)","(13.0, 21.0, 17.666666666666668)","(2.9, 3.5, 3.4)","(31.0, 60.0, 42.666666666666664)"
09-01-2023 16:08:41.149089,"(9.0, 11.0, 10.6)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 135.71428571428572)","(21.0, 34.0, 22.5)","(5.0, 99999, 99990)","(4.6, 7.0, 6.542857142857143)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 60.0, 42.666666666666664)"
09-01-2023 16:08:42.542815,"(9.0, 11.0, 10.6)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 135.71428571428572)","(21.0, 30.0, 22.5)","(5.0, 99999, 99990)","(4.6, 6.8, 6.581818181818182)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 60.0, 42.666666666666664)"
09-01-2023 16:08:43.902766,"(9.0, 11.5, 10.48)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 135.71428571428572)","(21.0, 30.0, 23.25)","(5.0, 99999, 99990)","(4.6, 6.8, 6.24)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 60.0, 42.666666666666664)"
09-01-2023 16:08:45.173639,"(9.0, 11.5, 10.48)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 135.71428571428572)","(21.0, 29.0, 23.25)","(5.0, 99999, 99990)","(4.6, 6.6, 6.24)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 60.0, 42.666666666666664)"
09-01-2023 16:08:46.369526,"(9.0, 11.5, 10.48)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 135.71428571428572)","(21.0, 29.0, 23.25)","(5.0, 99999, 99990)","(4.6, 6.6, 6.24)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 60.0, 42.666666666666664)"
09-01-2023 16:08:47.596605,"(9.0, 11.5, 10.48)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 135.71428571428572)","(21.0, 28.0, 22.75)","(5.0, 99999, 99990)","(4.6, 6.6, 6.55)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 60.0, 42.666666666666664)"
09-01-2023 16:08:48.871558,"(9.0, 11.5, 10.48)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 135.71428571428572)","(21.0, 28.0, 22.75)","(5.0, 99999, 99990)","(4.6, 6.6, 6.55)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 60.0, 42.666666666666664)"
09-01-2023 16:08:50.136901,"(9.0, 11.5, 10.48)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 106.66666666666667)","(21.0, 28.0, 21.7)","(5.0, 99999, 99990)","(4.6, 6.6, 6.55)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 60.0, 49.6)"
09-01-2023 16:08:51.657954,"(9.0, 11.5, 10.48)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 106.66666666666667)","(21.0, 27.0, 21.25)","(5.0, 99999, 99990)","(4.6, 6.6, 6.55)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 55.0, 52.6)"
09-01-2023 16:08:53.029098,"(9.0, 11.5, 10.48)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 140.0)","(21.0, 25.0, 20.75)","(5.0, 99999, 99990)","(4.6, 6.6, 6.55)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 65.0, 52.6)"
09-01-2023 16:08:54.385792,"(9.0, 11.5, 10.48)","(10.0, 28.0, 18.333333333333332)","(71.0, 160.0, 140.0)","(21.0, 24.0, 20.75)","(5.0, 99999, 99990)","(4.6, 6.6, 6.55)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 65.0, 52.6)"
09-01-2023 16:08:55.743460,"(9.0, 11.5, 10.48)","(10.0, 28.0, 20.75)","(71.0, 160.0, 122.5)","(21.0, 24.0, 20.75)","(5.0, 99999, 99990)","(4.6, 6.6, 6.55)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 65.0, 52.6)"
09-01-2023 16:08:57.173512,"(9.0, 11.5, 10.48)","(10.0, 23.0, 18.25)","(71.0, 160.0, 122.5)","(21.0, 24.0, 24.5)","(5.0, 99999, 99990)","(4.6, 6.6, 6.55)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 65.0, 52.6)"
09-01-2023 16:08:58.543312,"(9.0, 11.5, 10.48)","(10.0, 23.0, 16.333333333333332)","(71.0, 160.0, 122.5)","(21.0, 28.0, 24.5)","(5.0, 99999, 99990)","(4.6, 6.6, 6.55)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 52.6)"
09-01-2023 16:08:59.955820,"(9.0, 11.5, 10.48)","(10.0, 22.0, 16.333333333333332)","(71.0, 160.0, 122.5)","(21.0, 28.0, 24.5)","(5.0, 99999, 99990)","(4.6, 6.6, 6.6000000000000005)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 52.6)"
09-01-2023 16:09:01.324808,"(9.0, 11.5, 10.48)","(10.0, 21.0, 14.25)","(71.0, 160.0, 122.5)","(21.0, 28.0, 24.5)","(5.0, 99999, 99990)","(4.6, 7.2, 6.5)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 52.6)"
09-01-2023 16:09:02.731211,"(9.0, 11.5, 10.48)","(10.0, 21.0, 14.25)","(71.0, 160.0, 122.5)","(21.0, 28.0, 21.642857142857142)","(5.0, 99999, 99990)","(4.6, 7.0, 6.5)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 52.6)"
09-01-2023 16:09:04.125253,"(9.0, 11.5, 10.933333333333334)","(10.0, 21.0, 14.25)","(71.0, 160.0, 122.5)","(21.0, 32.0, 23.75)","(5.0, 99999, 99990)","(4.6, 6.8, 6.628571428571428)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 44.333333333333336)"
09-01-2023 16:09:05.568556,"(9.0, 11.5, 10.933333333333334)","(10.0, 21.0, 14.25)","(71.0, 160.0, 122.5)","(21.0, 30.0, 23.75)","(5.0, 99999, 99990)","(4.6, 6.8, 6.628571428571428)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 44.333333333333336)"
09-01-2023 16:09:06.887919,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 15.666666666666666)","(71.0, 160.0, 122.5)","(21.0, 29.0, 23.25)","(5.0, 99999, 99990)","(4.6, 6.8, 6.676923076923077)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 44.333333333333336)"
09-01-2023 16:09:08.222810,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 15.666666666666666)","(71.0, 160.0, 122.5)","(21.0, 29.0, 23.25)","(5.0, 99999, 99990)","(4.6, 6.8, 6.6000000000000005)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 44.333333333333336)"
09-01-2023 16:09:09.534252,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 15.666666666666666)","(71.0, 160.0, 122.5)","(21.0, 28.0, 22.75)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6000000000000005)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 44.333333333333336)"
09-01-2023 16:09:10.884980,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 15.666666666666666)","(71.0, 160.0, 122.5)","(21.0, 28.0, 22.75)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 44.333333333333336)"
09-01-2023 16:09:12.228260,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 15.666666666666666)","(71.0, 160.0, 122.5)","(21.0, 28.0, 22.75)","(5.0, 99999, 99990)","(4.6, 7.2, 6.6)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.425)","(31.0, 65.0, 56.714285714285715)"
09-01-2023 16:09:13.616694,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 15.666666666666666)","(71.0, 160.0, 122.5)","(21.0, 28.0, 22.75)","(5.0, 99999, 99990)","(4.6, 7.0, 6.377777777777778)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 56.714285714285715)"
09-01-2023 16:09:14.969037,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 18.375)","(71.0, 160.0, 113.33333333333333)","(21.0, 28.0, 22.75)","(5.0, 99999, 99990)","(4.6, 6.2, 6.4625)","(5.0, 99999, 99990)","(13.0, 22.0, 16.8)","(2.9, 3.5, 3.425)","(31.0, 65.0, 51.5)"
09-01-2023 16:09:16.397498,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 18.375)","(71.0, 160.0, 122.5)","(21.0, 28.0, 20.666666666666668)","(5.0, 99999, 99990)","(4.6, 7.4, 7.091666666666667)","(5.0, 99999, 99990)","(13.0, 22.0, 16.3125)","(2.9, 3.5, 3.425)","(31.0, 65.0, 56.714285714285715)"
09-01-2023 16:09:18.043374,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 18.375)","(71.0, 160.0, 122.5)","(21.0, 27.0, 22.25)","(5.0, 99999, 99990)","(4.6, 7.2, 6.536842105263158)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 56.714285714285715)"
09-01-2023 16:09:19.447963,"(9.0, 11.5, 10.933333333333334)","(10.0, 20.0, 14.916666666666666)","(71.0, 160.0, 135.0)","(21.0, 27.0, 19.625)","(5.0, 99999, 99990)","(4.6, 7.0, 6.371428571428572)","(5.0, 99999, 99990)","(13.0, 22.0, 17.666666666666668)","(2.9, 3.5, 3.411764705882353)","(31.0, 65.0, 49.0)"
