,Nockatunga,Aston Hackett,Colden Express,Filthy Phantom,Our Girl Daisy,Aston Hayato,Big Prediction
04-01-2023 12:46:56.774662,"(2.35, 2.72, 2.4825)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.2, 3.2)","(21.0, 50.0, 36.0)","(81.0, 580.0, 280.0)","(3.0, 5.0, 4.677777777777777)","(16.0, 50.0, 36.8)"
04-01-2023 12:46:57.735134,"(2.35, 2.76, 2.655)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.2, 3.2)","(21.0, 50.0, 36.0)","(81.0, 580.0, 280.0)","(3.0, 5.0, 4.677777777777777)","(16.0, 50.0, 36.8)"
04-01-2023 12:46:58.690476,"(2.35, 2.72, 2.5842857142857145)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.6, 3.8)","(21.0, 50.0, 36.0)","(81.0, 580.0, 370.0)","(3.0, 5.0, 4.677777777777777)","(16.0, 50.0, 36.8)"
04-01-2023 12:46:59.650322,"(2.35, 2.72, 2.5842857142857145)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.2, 3.2)","(21.0, 50.0, 36.0)","(81.0, 970.0, 466.66666666666663)","(3.0, 5.0, 4.375)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:00.622110,"(2.35, 2.72, 2.5842857142857145)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.2, 3.2)","(21.0, 50.0, 36.0)","(81.0, 960.0, 466.66666666666663)","(3.0, 5.2, 4.375)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:01.611668,"(2.35, 2.72, 2.5842857142857145)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.2, 3.2)","(21.0, 50.0, 36.0)","(81.0, 960.0, 400.0)","(3.0, 5.2, 3.8)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:02.611033,"(2.35, 2.72, 2.5842857142857145)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.2, 3.2)","(21.0, 50.0, 36.0)","(81.0, 580.0, 400.0)","(3.0, 5.0, 3.7142857142857144)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:03.571134,"(2.35, 2.72, 2.5842857142857145)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.2, 3.2)","(21.0, 50.0, 36.0)","(81.0, 580.0, 400.0)","(3.0, 5.0, 3.7142857142857144)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:04.521815,"(2.35, 2.72, 2.5842857142857145)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.2, 3.2)","(21.0, 50.0, 36.0)","(81.0, 580.0, 400.0)","(3.0, 5.0, 3.7142857142857144)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:05.497751,"(2.35, 2.96, 2.898)","(14.0, 28.0, 18.18181818181818)","(3.0, 4.2, 3.2)","(21.0, 50.0, 36.0)","(81.0, 580.0, 405.0)","(3.0, 5.0, 3.7142857142857144)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:06.495896,"(2.35, 2.9, 2.6999999999999997)","(14.0, 27.0, 21.5)","(3.0, 4.5, 3.107142857142857)","(21.0, 50.0, 36.0)","(81.0, 580.0, 405.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:07.554929,"(2.35, 2.9, 2.6999999999999997)","(14.0, 27.0, 21.5)","(3.0, 4.1, 3.183333333333333)","(21.0, 50.0, 36.0)","(81.0, 580.0, 405.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:08.608107,"(2.35, 2.86, 2.5271999999999997)","(14.0, 27.0, 21.5)","(3.0, 4.1, 3.183333333333333)","(21.0, 50.0, 36.0)","(81.0, 580.0, 405.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:09.630700,"(2.35, 2.86, 2.52)","(14.0, 27.0, 18.0)","(3.0, 4.1, 3.183333333333333)","(21.0, 50.0, 36.0)","(81.0, 580.0, 405.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:10.667794,"(2.35, 2.82, 2.772)","(14.0, 27.0, 18.0)","(3.0, 4.1, 3.183333333333333)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:11.639229,"(2.35, 2.82, 2.772)","(14.0, 27.0, 18.0)","(3.0, 4.1, 3.183333333333333)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:12.609459,"(2.35, 2.82, 2.772)","(14.0, 27.0, 18.0)","(3.0, 4.1, 3.183333333333333)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:13.598177,"(2.35, 2.8, 2.5056)","(14.0, 27.0, 18.0)","(3.0, 4.3, 3.433333333333333)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:14.620723,"(2.35, 2.8, 2.499230769230769)","(14.0, 27.0, 18.0)","(3.0, 4.3, 3.1625)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:15.657468,"(2.35, 2.8, 2.499230769230769)","(14.0, 27.0, 18.0)","(3.0, 4.3, 3.1625)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 36.8)"
04-01-2023 12:47:16.754440,"(2.35, 2.8, 2.499230769230769)","(14.0, 27.0, 18.0)","(3.0, 4.3, 3.1625)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:17.758495,"(2.35, 2.8, 2.499230769230769)","(14.0, 27.0, 15.75)","(3.0, 4.3, 3.1625)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.359999999999999)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:18.825575,"(2.35, 2.8, 2.499230769230769)","(14.0, 27.0, 17.1)","(3.0, 4.3, 3.1625)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.359999999999999)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:19.769729,"(2.35, 2.8, 2.499230769230769)","(14.0, 27.0, 17.1)","(3.0, 4.3, 3.1625)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.0, 4.2)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:20.723078,"(2.35, 2.8, 2.4735483870967743)","(14.0, 27.0, 17.1)","(3.0, 4.3, 3.433333333333333)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.4, 4.2)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:21.693725,"(2.35, 2.74, 2.7)","(14.0, 27.0, 17.1)","(3.0, 4.3, 3.1625)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.3, 3.9217391304347826)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:22.681893,"(2.35, 2.74, 2.7)","(14.0, 27.0, 17.1)","(3.0, 4.3, 3.1625)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.4, 4.214285714285714)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:23.737725,"(2.35, 2.74, 2.7)","(14.0, 27.0, 17.1)","(3.0, 4.3, 3.5749999999999997)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.3, 3.9666666666666663)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:24.837619,"(2.35, 2.74, 2.7)","(14.0, 27.0, 17.1)","(3.0, 4.1, 3.625)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.1, 3.9666666666666663)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:25.895015,"(2.35, 2.74, 2.49)","(14.0, 27.0, 17.1)","(3.0, 4.2, 3.2115384615384612)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 5.1, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:26.947132,"(2.35, 2.74, 2.49)","(14.0, 27.0, 17.1)","(3.0, 4.1, 3.2115384615384612)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 4.9, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:28.024512,"(2.35, 2.74, 2.49)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4525)","(21.0, 50.0, 36.0)","(81.0, 580.0, 410.0)","(3.0, 4.9, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:29.073448,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 19.125)","(3.0, 4.2, 3.4525)","(21.0, 50.0, 36.0)","(81.0, 580.0, 415.0)","(3.0, 4.9, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:29.996986,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.2, 3.4525)","(21.0, 50.0, 36.0)","(81.0, 580.0, 415.0)","(3.0, 4.9, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:31.022682,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.2, 3.3375)","(21.0, 50.0, 36.0)","(81.0, 580.0, 415.0)","(3.0, 4.9, 4.6)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:32.041586,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.2, 3.3375)","(21.0, 50.0, 36.0)","(81.0, 580.0, 415.0)","(3.0, 5.0, 4.6)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:33.077359,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.2, 3.170149253731343)","(21.0, 50.0, 36.0)","(81.0, 580.0, 415.0)","(3.0, 5.0, 4.6)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:34.145727,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.2, 3.170149253731343)","(21.0, 50.0, 36.0)","(81.0, 580.0, 415.0)","(3.0, 5.0, 4.6)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:35.175620,"(2.35, 2.72, 2.6820000000000004)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.2, 3.170149253731343)","(21.0, 50.0, 36.0)","(81.0, 580.0, 415.0)","(3.0, 5.0, 4.6)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:36.246335,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.1, 3.4722222222222223)","(21.0, 50.0, 36.0)","(81.0, 580.0, 415.0)","(3.0, 5.0, 4.6)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:37.322100,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 580.0, 415.0)","(3.0, 5.0, 4.6)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:38.362870,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 580.0, 415.0)","(3.0, 5.0, 4.6)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:39.415446,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 580.0, 415.0)","(3.0, 5.0, 4.6)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:40.370734,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 580.0, 415.0)","(3.0, 5.0, 4.942857142857143)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:41.327486,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 580.0, 430.0)","(3.0, 5.2, 4.942857142857143)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:42.328545,"(2.35, 2.68, 2.5585714285714287)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4299999999999997)","(21.0, 50.0, 35.06666666666666)","(81.0, 970.0, 422.5)","(3.0, 5.2, 4.942857142857143)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:43.334402,"(2.35, 2.66, 2.545714285714286)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.1, 3.4699999999999998)","(21.0, 50.0, 35.06666666666666)","(81.0, 970.0, 422.5)","(3.0, 5.2, 4.942857142857143)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:44.398551,"(2.35, 2.66, 2.545714285714286)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 970.0, 425.0)","(3.0, 5.2, 4.128571428571428)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:45.393662,"(2.35, 2.66, 2.545714285714286)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 425.0)","(3.0, 5.1, 4.128571428571428)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:46.343470,"(2.35, 2.66, 2.493333333333333)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 425.0)","(3.0, 5.1, 4.128571428571428)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:47.267629,"(2.35, 2.66, 2.493333333333333)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 425.0)","(3.0, 4.9, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:48.171175,"(2.35, 2.66, 2.493333333333333)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 425.0)","(3.0, 4.9, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:49.217356,"(2.35, 2.66, 2.493333333333333)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 425.0)","(3.0, 4.9, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:50.146154,"(2.35, 2.72, 2.648)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.4722222222222223)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 425.0)","(3.0, 4.9, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:51.158012,"(2.35, 2.68, 2.502222222222222)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.4277777777777776)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 318.3333333333333)","(3.0, 4.9, 4.65)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:52.198624,"(2.35, 2.68, 2.502222222222222)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.15)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 318.3333333333333)","(3.0, 4.9, 4.65)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:53.239747,"(2.35, 2.68, 2.502222222222222)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.15)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 318.3333333333333)","(3.0, 4.9, 4.65)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:54.274963,"(2.35, 2.68, 2.502222222222222)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.15)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 318.3333333333333)","(3.0, 4.9, 4.65)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:55.381583,"(2.35, 2.68, 2.502222222222222)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.15)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 318.3333333333333)","(3.0, 4.9, 4.65)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:56.449611,"(2.35, 2.68, 2.502222222222222)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.15)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.65)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:57.498410,"(2.35, 2.68, 2.502222222222222)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.157142857142857)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.525)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:58.533751,"(2.35, 2.72, 2.648)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.1, 3.157142857142857)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.65)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:47:59.560419,"(2.35, 2.64, 2.4844444444444442)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.1666666666666665)","(21.0, 50.0, 35.06666666666666)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 3.7615384615384615)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:00.671599,"(2.35, 2.64, 2.4844444444444442)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.95, 3.7600000000000002)","(21.0, 50.0, 26.0)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.8, 4.2)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:01.685496,"(2.35, 2.64, 2.4844444444444442)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.95, 3.7600000000000002)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.7, 4.2)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:02.733500,"(2.35, 2.64, 2.4844444444444442)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.95, 3.7600000000000002)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.7, 4.2)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:03.727977,"(2.35, 2.64, 2.4844444444444442)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.95, 3.7600000000000002)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.7, 4.2)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:04.701464,"(2.35, 2.64, 2.4844444444444442)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.95, 3.7600000000000002)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.7, 4.483333333333333)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:05.734618,"(2.35, 2.64, 2.4844444444444442)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.6041666666666665)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 440.0)","(3.0, 4.7, 4.483333333333333)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:06.807053,"(2.35, 2.64, 2.4844444444444442)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.6041666666666665)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 440.0)","(3.0, 4.7, 4.483333333333333)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:07.843449,"(2.35, 2.64, 2.4844444444444442)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.6041666666666665)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 440.0)","(3.0, 4.7, 4.483333333333333)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:09.048799,"(2.35, 2.64, 2.504)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.615384615384615)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.7, 4.375)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:10.209653,"(2.35, 2.72, 2.504)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.1, 3.575)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.7, 4.375)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:11.164886,"(2.35, 2.72, 2.504)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.95, 3.575)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.7, 4.375)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:12.143272,"(2.35, 2.72, 2.504)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.95, 3.2714285714285714)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.7, 4.375)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:13.291020,"(2.35, 2.72, 2.504)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.45)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.7, 4.375)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:14.381603,"(2.35, 2.72, 2.504)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.45)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.7, 4.375)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:15.375201,"(2.35, 2.72, 2.504)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.45)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.7, 4.685714285714286)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:16.381472,"(2.35, 2.72, 2.648)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.9, 3.257142857142857)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.9, 4.61)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:17.408898,"(2.35, 2.68, 2.4925)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.85, 3.242857142857143)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.9, 4.61)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:18.410418,"(2.35, 2.68, 2.4466666666666668)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.85, 3.242857142857143)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.9, 4.61)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:19.530442,"(2.35, 2.68, 2.4466666666666668)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.85, 3.242857142857143)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.9, 4.61)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:20.522379,"(2.35, 2.68, 2.4466666666666668)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.85, 3.242857142857143)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 445.0)","(3.0, 4.9, 4.61)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:21.538092,"(2.35, 2.68, 2.4466666666666668)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.85, 3.242857142857143)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.61)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:22.626673,"(2.35, 2.68, 2.5527272727272727)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.85, 3.242857142857143)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.15)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:23.679460,"(2.35, 2.72, 2.6742857142857144)","(14.0, 27.0, 21.176470588235293)","(3.0, 3.85, 3.242857142857143)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.58)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:24.799426,"(2.35, 2.72, 2.56)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.2222222222222223)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.754545454545455)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:25.842844,"(2.35, 2.72, 2.56)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.2222222222222223)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.754545454545455)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:26.857948,"(2.35, 2.72, 2.56)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.2222222222222223)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.754545454545455)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:27.857463,"(2.35, 2.72, 2.56)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.261111111111111)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.754545454545455)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:28.809481,"(2.35, 2.72, 2.56)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.1857142857142855)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.754545454545455)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:29.756672,"(2.35, 2.72, 2.56)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.089583333333333)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.7)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:30.705194,"(2.35, 2.72, 2.6742857142857144)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.089583333333333)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.7)","(16.0, 50.0, 37.42857142857143)"
04-01-2023 12:48:31.743352,"(2.35, 2.72, 2.6742857142857144)","(14.0, 27.0, 21.176470588235293)","(3.0, 4.0, 3.307142857142857)","(21.0, 50.0, 34.57142857142857)","(81.0, 610.0, 326.6666666666667)","(3.0, 4.9, 4.59)","(16.0, 50.0, 37.42857142857143)"
