,Classic Boom,Leisure Games,Oakfield Feather,Pie Party,Swanic Boom,Dare I Say,Hearsay,I Am Takingthelot,In Barcelona,White Ribbon,Yasmeen
11-01-2023 12:53:38.361583,"(12.0, 13.0, 12.8)","(101.0, 520.0, 494.2857142857143)","(101.0, 440.0, 416.0)","(7.0, 9.4, 9.254545454545454)","(21.0, 24.0, 23.608695652173914)","(51.0, 90.0, 87.0)","(7.5, 8.6, 8.21042654028436)","(6.5, 8.0, 7.926829268292683)","(13.0, 15.5, 15.35204081632653)","(12.0, 14.0, 13.855555555555556)","(2.3, 2.72, 2.7044444444444444)"
11-01-2023 12:53:39.881672,"(12.0, 12.5, 12.263688760806916)","(101.0, 520.0, 494.2857142857143)","(101.0, 440.0, 441.7647058823529)","(7.0, 9.4, 9.254545454545454)","(21.0, 24.0, 23.325581395348838)","(51.0, 90.0, 86.25)","(7.5, 8.4, 8.181999999999999)","(6.5, 8.0, 7.987878787878788)","(13.0, 15.5, 15.311688311688311)","(12.0, 14.0, 13.855555555555556)","(2.3, 2.72, 2.7149068322981367)"
11-01-2023 12:53:41.371614,"(12.0, 12.5, 12.429906542056075)","(101.0, 520.0, 494.2857142857143)","(101.0, 450.0, 441.875)","(7.0, 9.4, 9.254545454545454)","(21.0, 24.0, 22.757575757575758)","(51.0, 90.0, 85.41666666666667)","(7.5, 8.2, 8.181999999999999)","(6.5, 8.0, 7.987878787878788)","(13.0, 15.5, 15.340659340659341)","(12.0, 14.0, 13.855555555555556)","(2.3, 2.72, 2.7241818181818185)"
11-01-2023 12:53:42.939927,"(12.0, 12.5, 12.429906542056075)","(101.0, 520.0, 494.2857142857143)","(101.0, 450.0, 441.875)","(7.0, 9.4, 9.254545454545454)","(21.0, 23.0, 21.97222222222222)","(51.0, 90.0, 85.41666666666667)","(7.5, 8.2, 8.181999999999999)","(6.5, 8.0, 7.984)","(13.0, 15.5, 15.340659340659341)","(12.0, 14.0, 13.855555555555556)","(2.3, 2.74, 2.7329411764705887)"
11-01-2023 12:53:44.548184,"(12.0, 12.5, 12.429906542056075)","(101.0, 520.0, 494.2857142857143)","(101.0, 450.0, 441.875)","(7.0, 9.4, 9.254545454545454)","(21.0, 22.0, 21.833333333333332)","(51.0, 90.0, 85.41666666666667)","(7.5, 8.2, 8.181999999999999)","(6.5, 8.0, 7.991208791208791)","(13.0, 15.5, 15.340659340659341)","(12.0, 14.0, 13.8375)","(2.3, 2.74, 2.753821138211382)"
11-01-2023 12:53:46.104284,"(12.0, 12.5, 12.427184466019417)","(101.0, 520.0, 500.0)","(101.0, 450.0, 441.875)","(7.0, 9.4, 9.254545454545454)","(21.0, 22.0, 21.605263157894736)","(51.0, 90.0, 85.35714285714286)","(7.5, 8.2, 8.083076923076923)","(6.5, 8.0, 7.995505617977528)","(13.0, 15.5, 15.340659340659341)","(12.0, 14.0, 13.833333333333334)","(2.3, 2.76, 2.753821138211382)"
11-01-2023 12:53:47.650443,"(12.0, 13.0, 12.475409836065573)","(101.0, 520.0, 500.0)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.4, 9.194871794871794)","(21.0, 22.0, 21.272727272727273)","(51.0, 90.0, 86.25)","(7.5, 8.2, 8.043529411764705)","(6.5, 8.0, 8.073076923076922)","(13.0, 15.5, 15.340659340659341)","(12.0, 14.0, 13.817307692307692)","(2.3, 2.76, 2.753821138211382)"
11-01-2023 12:53:49.192286,"(11.0, 12.5, 12.486033519553073)","(101.0, 520.0, 500.0)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.4, 9.144444444444444)","(21.0, 22.0, 20.61111111111111)","(51.0, 90.0, 86.25)","(7.5, 8.2, 8.013605442176871)","(6.5, 8.2, 8.066666666666666)","(13.0, 15.5, 15.340659340659341)","(12.0, 14.0, 13.4)","(2.3, 2.76, 2.801971830985915)"
11-01-2023 12:53:50.700428,"(11.0, 12.5, 12.486033519553073)","(101.0, 520.0, 500.0)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.2, 9.157446808510638)","(21.0, 21.0, 20.958333333333332)","(51.0, 90.0, 86.25)","(7.5, 8.2, 7.9874172185430465)","(6.5, 8.2, 8.07037037037037)","(13.0, 15.5, 15.33695652173913)","(12.0, 13.5, 13.37704918032787)","(2.3, 2.82, 2.8141496598639453)"
11-01-2023 12:53:52.306275,"(11.0, 12.5, 12.379545454545454)","(101.0, 520.0, 500.0)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.2, 9.157377049180328)","(20.0, 22.0, 20.476190476190474)","(51.0, 90.0, 86.25)","(7.5, 8.0, 7.978651685393259)","(6.5, 8.2, 8.09933774834437)","(13.0, 15.5, 15.33695652173913)","(12.0, 13.5, 13.403846153846153)","(2.3, 2.82, 2.809548387096774)"
11-01-2023 12:53:53.825324,"(11.0, 12.5, 12.372767857142858)","(101.0, 520.0, 500.0)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.2, 9.25925925925926)","(20.0, 21.0, 20.307692307692307)","(51.0, 90.0, 86.05263157894737)","(7.5, 8.0, 7.97816091954023)","(6.5, 8.2, 8.0784)","(13.0, 15.5, 15.33695652173913)","(12.0, 13.5, 13.37704918032787)","(2.3, 2.82, 2.808)"
11-01-2023 12:53:55.336267,"(11.0, 12.5, 12.557851239669422)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.4, 8.972151898734177)","(20.0, 21.0, 21.17241379310345)","(51.0, 90.0, 87.0)","(7.5, 8.0, 7.979190751445087)","(6.5, 8.2, 7.825396825396825)","(13.0, 15.5, 15.422077922077921)","(12.0, 13.5, 13.456521739130435)","(2.3, 2.82, 2.822741116751269)"
11-01-2023 12:53:56.878070,"(11.0, 13.0, 11.98076923076923)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.0, 9.036144578313253)","(20.0, 22.0, 21.151515151515152)","(51.0, 90.0, 87.3076923076923)","(7.5, 8.0, 7.9834319526627215)","(6.5, 8.0, 7.576811594202899)","(13.0, 15.5, 15.651515151515152)","(12.0, 13.5, 13.60204081632653)","(2.35, 2.84, 2.8313978494623653)"
11-01-2023 12:53:58.438453,"(11.0, 12.5, 11.98076923076923)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.2, 9.162790697674419)","(20.0, 22.0, 20.23076923076923)","(51.0, 90.0, 87.3076923076923)","(7.5, 8.2, 7.979190751445087)","(6.5, 7.6, 7.338983050847458)","(13.0, 16.0, 15.723880597014926)","(12.0, 14.0, 13.913333333333334)","(2.35, 2.84, 2.8566412213740455)"
11-01-2023 12:54:00.079374,"(11.0, 12.0, 11.785123966942148)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.2, 9.148148148148149)","(20.0, 21.0, 21.25)","(51.0, 90.0, 88.0)","(7.5, 8.0, 8.078545454545454)","(6.5, 7.4, 7.062337662337662)","(13.0, 16.5, 16.13157894736842)","(12.0, 14.5, 14.118421052631579)","(2.35, 2.86, 2.8498507462686566)"
11-01-2023 12:54:01.609420,"(11.0, 12.0, 12.089887640449438)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.4, 9.148148148148149)","(20.0, 22.0, 21.151515151515152)","(51.0, 90.0, 87.85714285714286)","(7.5, 8.2, 8.078545454545454)","(6.5, 7.2, 6.9495145631067965)","(13.0, 16.5, 16.227272727272727)","(12.0, 14.5, 14.118421052631579)","(2.35, 2.88, 2.8598757763975153)"
11-01-2023 12:54:03.112933,"(11.0, 12.5, 12.103174603174603)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.4, 9.139999999999999)","(20.0, 22.0, 20.8125)","(51.0, 90.0, 86.66666666666667)","(7.5, 8.2, 8.076752767527674)","(6.5, 7.0, 6.777099236641221)","(13.0, 16.5, 16.065217391304348)","(12.0, 14.5, 13.857142857142858)","(2.35, 2.88, 2.8954621848739497)"
11-01-2023 12:54:04.627326,"(11.0, 12.5, 12.106951871657754)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.2, 9.10989010989011)","(20.0, 21.0, 20.609756097560975)","(51.0, 90.0, 86.66666666666667)","(7.5, 8.2, 8.09927536231884)","(6.5, 6.8, 6.778723404255319)","(13.0, 16.5, 16.142857142857142)","(12.0, 14.0, 13.788461538461538)","(2.35, 2.92, 2.911578947368421)"
11-01-2023 12:54:06.215736,"(11.0, 12.5, 12.108695652173912)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.2, 9.089189189189188)","(20.0, 21.0, 20.322580645161292)","(51.0, 90.0, 85.66666666666667)","(7.5, 8.2, 8.096654275092936)","(6.5, 6.8, 6.748235294117647)","(13.0, 16.5, 15.678571428571429)","(12.0, 14.0, 13.788461538461538)","(2.35, 2.92, 2.952774869109948)"
11-01-2023 12:54:07.764942,"(11.0, 12.5, 12.11111111111111)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.2, 9.128)","(20.0, 21.0, 20.322580645161292)","(51.0, 90.0, 85.83333333333333)","(7.5, 8.2, 8.06147859922179)","(6.0, 6.8, 6.746987951807228)","(14.0, 16.0, 15.763157894736842)","(12.0, 14.0, 13.76595744680851)","(2.35, 2.96, 2.945989847715736)"
11-01-2023 12:54:09.291786,"(11.0, 12.5, 12.11111111111111)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.2, 9.145454545454545)","(20.0, 21.0, 20.22222222222222)","(51.0, 90.0, 86.0)","(7.5, 8.2, 8.0432)","(6.0, 6.8, 6.746987951807228)","(14.0, 16.0, 15.430769230769231)","(12.0, 14.0, 13.76595744680851)","(2.35, 2.96, 2.9444604316546763)"
11-01-2023 12:54:10.876116,"(11.0, 12.5, 12.121621621621621)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.2, 9.110679611650484)","(19.0, 21.0, 20.724137931034484)","(61.0, 90.0, 86.0)","(7.0, 8.2, 8.0432)","(6.0, 6.8, 6.838181818181818)","(13.0, 15.5, 15.42741935483871)","(12.0, 14.0, 13.442528735632184)","(2.35, 2.96, 2.9503355704697984)"
11-01-2023 12:54:12.486608,"(11.0, 12.5, 12.06578947368421)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.2, 9.013559322033899)","(19.0, 22.0, 20.724137931034484)","(61.0, 90.0, 85.83333333333333)","(7.0, 8.2, 8.035294117647059)","(6.0, 7.0, 6.824561403508771)","(13.0, 15.5, 15.42741935483871)","(12.0, 13.5, 13.451923076923077)","(2.35, 2.96, 2.95013698630137)"
11-01-2023 12:54:14.064842,"(11.0, 12.5, 12.135350318471337)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.94117647058823)","(7.0, 9.2, 8.921875)","(19.0, 22.0, 21.227272727272727)","(61.0, 90.0, 85.83333333333333)","(7.0, 8.2, 7.9185185185185185)","(6.0, 7.0, 6.891851851851852)","(13.0, 15.5, 15.42741935483871)","(12.0, 13.5, 13.451923076923077)","(2.35, 2.96, 2.95002457002457)"
11-01-2023 12:54:15.580756,"(11.0, 12.5, 12.135350318471337)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.0, 8.921875)","(19.0, 22.0, 21.73846153846154)","(61.0, 90.0, 85.45454545454545)","(7.0, 8.0, 7.9185185185185185)","(6.0, 7.0, 6.948387096774193)","(13.0, 15.5, 15.428571428571429)","(12.0, 13.5, 13.451923076923077)","(2.35, 2.96, 2.9495187165775403)"
11-01-2023 12:54:17.086722,"(11.0, 12.5, 12.133228840125392)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.0, 8.979310344827587)","(19.0, 22.0, 21.73846153846154)","(61.0, 90.0, 85.55555555555556)","(7.0, 8.0, 7.913725490196079)","(6.0, 7.0, 6.935064935064935)","(13.0, 15.5, 15.43661971830986)","(12.0, 13.5, 13.451923076923077)","(2.35, 2.96, 2.9495187165775403)"
11-01-2023 12:54:18.520363,"(11.0, 12.5, 12.133228840125392)","(101.0, 520.0, 512.5)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.0, 8.992592592592592)","(19.0, 22.0, 21.774193548387096)","(61.0, 90.0, 85.45454545454545)","(7.0, 8.0, 7.914851485148515)","(6.0, 7.0, 6.95)","(13.0, 15.5, 15.43661971830986)","(12.0, 13.5, 13.426470588235293)","(2.35, 2.96, 2.9487254901960784)"
11-01-2023 12:54:20.018902,"(11.0, 12.5, 12.131578947368421)","(101.0, 520.0, 521.6666666666666)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.0, 9.015748031496063)","(18.0, 22.0, 21.89090909090909)","(61.0, 90.0, 82.94117647058823)","(7.0, 8.0, 7.895945945945946)","(6.0, 7.0, 7.057534246575343)","(13.0, 15.5, 15.561904761904762)","(12.0, 13.5, 13.421052631578947)","(2.35, 2.96, 2.9494009216589863)"
11-01-2023 12:54:21.593076,"(11.0, 12.5, 12.148809523809524)","(101.0, 530.0, 521.6666666666666)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.2, 9.015748031496063)","(18.0, 22.0, 21.89090909090909)","(61.0, 90.0, 82.94117647058823)","(7.0, 8.0, 7.895945945945946)","(6.0, 7.2, 7.0636363636363635)","(13.0, 16.0, 15.561904761904762)","(12.0, 13.5, 13.426470588235293)","(2.35, 2.96, 2.9295625)"
11-01-2023 12:54:23.229131,"(11.0, 12.5, 12.148809523809524)","(101.0, 530.0, 521.6666666666666)","(101.0, 450.0, 442.77777777777777)","(7.0, 9.2, 9.015748031496063)","(18.0, 22.0, 21.863636363636363)","(61.0, 90.0, 83.18181818181819)","(7.0, 8.0, 7.895945945945946)","(6.5, 7.2, 7.097435897435897)","(13.0, 16.0, 15.561904761904762)","(12.0, 13.5, 13.420212765957446)","(2.45, 2.94, 2.924340175953079)"
11-01-2023 12:54:24.717592,"(11.0, 12.5, 12.143491124260356)","(101.0, 530.0, 521.6666666666666)","(101.0, 450.0, 443.1578947368421)","(7.0, 9.2, 9.009756097560976)","(18.0, 22.0, 21.510204081632654)","(61.0, 90.0, 83.38235294117646)","(7.0, 8.0, 7.8993464052287585)","(6.5, 7.2, 7.218556701030928)","(13.0, 16.0, 15.39864864864865)","(12.0, 13.5, 12.9251968503937)","(2.45, 2.94, 2.904421052631579)"
11-01-2023 12:54:26.220011,"(11.0, 12.5, 12.164965986394558)","(101.0, 530.0, 521.6666666666666)","(101.0, 450.0, 443.1578947368421)","(7.0, 9.2, 8.958333333333334)","(19.0, 22.0, 21.625)","(61.0, 90.0, 82.38095238095238)","(7.0, 8.0, 8.032)","(6.5, 7.4, 7.317460317460318)","(13.0, 15.5, 15.426666666666666)","(12.0, 13.0, 13.25925925925926)","(2.45, 2.92, 2.874457831325301)"
11-01-2023 12:54:27.734632,"(11.0, 12.5, 12.174917491749175)","(101.0, 530.0, 521.6666666666666)","(101.0, 450.0, 443.1578947368421)","(7.0, 9.2, 8.950819672131148)","(19.0, 22.0, 21.642857142857142)","(61.0, 90.0, 82.38095238095238)","(7.0, 8.2, 8.034123222748814)","(6.5, 7.4, 7.295833333333333)","(13.0, 15.5, 15.372093023255815)","(12.0, 13.5, 13.228395061728396)","(2.45, 2.88, 2.89012987012987)"
11-01-2023 12:54:29.364378,"(11.0, 12.5, 12.0)","(101.0, 530.0, 485.0)","(101.0, 450.0, 443.1578947368421)","(7.0, 9.0, 9.13883495145631)","(19.0, 22.0, 22.015267175572518)","(61.0, 90.0, 83.4375)","(7.0, 8.2, 8.049618320610687)","(6.5, 7.4, 7.439370078740158)","(13.0, 15.5, 15.345588235294118)","(12.0, 13.5, 13.234375)","(2.45, 2.9, 2.851914893617021)"
11-01-2023 12:54:31.050538,"(11.0, 12.0, 11.923076923076923)","(101.0, 530.0, 665.0)","(101.0, 450.0, 443.8095238095238)","(7.0, 9.2, 8.973228346456693)","(19.0, 24.0, 23.055555555555557)","(61.0, 90.0, 82.3529411764706)","(7.0, 8.2, 7.96551724137931)","(6.5, 7.6, 7.32)","(13.0, 15.5, 15.309090909090909)","(12.0, 13.5, 13.161290322580646)","(2.4, 2.86, 2.9229776674937966)"
11-01-2023 12:54:32.792547,"(11.0, 12.0, 11.869477911646586)","(101.0, 890.0, 485.0)","(101.0, 450.0, 443.8095238095238)","(7.5, 9.0, 8.82)","(19.0, 24.0, 22.544303797468356)","(61.0, 90.0, 82.3529411764706)","(7.0, 8.2, 7.968235294117647)","(6.5, 7.4, 7.3623529411764705)","(13.0, 15.5, 15.27659574468085)","(12.0, 13.5, 13.21311475409836)","(2.4, 2.94, 2.9271689497716893)"
11-01-2023 12:54:34.816149,"(11.0, 12.0, 11.869477911646586)","(101.0, 530.0, 485.0)","(101.0, 450.0, 443.8095238095238)","(7.5, 9.0, 8.695705521472393)","(19.0, 24.0, 23.123076923076923)","(61.0, 90.0, 82.3529411764706)","(7.0, 8.2, 7.9038759689922475)","(6.5, 7.4, 7.146762589928057)","(13.0, 15.5, 15.125)","(12.0, 13.5, 12.9375)","(2.4, 2.94, 2.972577319587629)"
11-01-2023 12:54:36.620811,"(11.0, 12.0, 11.783561643835617)","(101.0, 530.0, 485.0)","(101.0, 450.0, 443.8095238095238)","(7.5, 8.8, 8.725806451612904)","(18.0, 24.0, 23.133333333333333)","(61.0, 90.0, 81.25)","(7.0, 8.0, 7.8930817610062896)","(6.5, 7.2, 7.282889733840305)","(13.0, 15.5, 14.909090909090908)","(12.0, 13.0, 12.9375)","(2.4, 3.0, 2.970315789473684)"
11-01-2023 12:54:38.306211,"(11.0, 12.0, 11.764778325123153)","(101.0, 530.0, 485.0)","(101.0, 450.0, 443.8095238095238)","(7.5, 8.8, 8.705882352941178)","(19.0, 24.0, 23.133333333333333)","(61.0, 90.0, 84.0)","(7.0, 8.0, 7.8096069868995635)","(6.5, 7.4, 7.324137931034483)","(13.0, 15.0, 14.901960784313726)","(12.0, 13.0, 12.929824561403509)","(2.4, 2.98, 2.964090909090909)"
11-01-2023 12:54:39.857454,"(11.0, 12.0, 11.792915531335149)","(101.0, 530.0, 485.0)","(101.0, 450.0, 444.3478260869565)","(7.0, 8.8, 8.998319327731092)","(19.0, 24.0, 22.27777777777778)","(61.0, 90.0, 84.61538461538461)","(7.0, 8.0, 7.8387596899224805)","(6.5, 7.4, 7.338028169014085)","(13.0, 15.0, 14.925531914893616)","(12.0, 13.0, 13.29896907216495)","(2.4, 2.96, 2.949672131147541)"
11-01-2023 12:54:41.395730,"(11.0, 12.0, 11.753623188405797)","(101.0, 530.0, 485.0)","(101.0, 450.0, 444.3478260869565)","(7.0, 9.0, 9.06271186440678)","(19.0, 23.0, 22.434782608695652)","(61.0, 90.0, 84.81481481481481)","(7.0, 8.0, 7.8238095238095235)","(6.5, 7.4, 7.435714285714286)","(13.0, 15.5, 14.987804878048781)","(12.0, 13.5, 13.334821428571429)","(2.4, 2.96, 2.883558282208589)"
11-01-2023 12:54:43.015318,"(11.0, 12.0, 11.72860962566845)","(101.0, 530.0, 485.0)","(101.0, 450.0, 444.3478260869565)","(7.0, 9.2, 9.03298969072165)","(19.0, 23.0, 22.476190476190474)","(61.0, 90.0, 84.81481481481481)","(7.0, 8.0, 7.801680672268907)","(6.5, 7.6, 7.540425531914893)","(13.0, 15.5, 15.034090909090908)","(12.0, 13.5, 13.344036697247706)","(2.4, 2.9, 2.8851020408163266)"
11-01-2023 12:54:44.608620,"(11.0, 12.0, 11.750733137829911)","(101.0, 530.0, 485.0)","(101.0, 450.0, 444.3478260869565)","(7.0, 9.2, 9.07193675889328)","(19.0, 23.0, 22.794117647058822)","(61.0, 90.0, 85.65217391304348)","(7.0, 8.0, 7.801680672268907)","(6.5, 7.6, 7.549333333333333)","(13.0, 15.5, 15.012820512820513)","(12.0, 13.5, 13.344036697247706)","(2.4, 2.9, 2.893972602739726)"
11-01-2023 12:54:46.184112,"(11.0, 12.0, 11.743589743589745)","(101.0, 530.0, 485.0)","(101.0, 450.0, 444.3478260869565)","(7.5, 9.2, 9.07193675889328)","(18.0, 23.0, 22.104166666666668)","(61.0, 90.0, 85.9090909090909)","(7.0, 8.0, 7.801680672268907)","(6.5, 7.6, 7.549333333333333)","(13.0, 15.5, 14.993827160493828)","(12.0, 13.5, 13.351063829787234)","(2.45, 2.9, 2.889902912621359)"
11-01-2023 12:54:47.781035,"(11.0, 12.0, 11.75)","(101.0, 530.0, 485.0)","(101.0, 450.0, 444.3478260869565)","(7.5, 9.2, 9.078195488721803)","(18.0, 23.0, 22.470588235294116)","(61.0, 90.0, 87.0)","(7.0, 8.0, 7.838356164383561)","(6.5, 7.6, 7.591111111111111)","(13.0, 15.5, 15.05813953488372)","(12.0, 13.5, 13.370786516853933)","(2.45, 2.9, 2.893135313531353)"
11-01-2023 12:54:49.388115,"(11.0, 12.0, 11.752747252747254)","(101.0, 530.0, 485.0)","(101.0, 450.0, 444.3478260869565)","(7.5, 9.2, 9.078195488721803)","(18.0, 23.0, 22.49230769230769)","(61.0, 90.0, 87.0)","(7.0, 8.0, 7.836111111111111)","(6.5, 7.6, 7.64037558685446)","(13.0, 15.5, 15.052941176470588)","(12.0, 13.5, 13.32)","(2.45, 2.9, 2.8929655172413793)"
11-01-2023 12:54:50.938795,"(11.0, 12.0, 11.71012658227848)","(101.0, 530.0, 485.0)","(101.0, 450.0, 444.3478260869565)","(7.5, 9.2, 9.074509803921568)","(18.0, 23.0, 22.287128712871286)","(61.0, 90.0, 85.9090909090909)","(7.0, 8.0, 7.833802816901408)","(6.5, 7.8, 7.652054794520548)","(13.0, 15.5, 15.034090909090908)","(12.0, 13.5, 13.32)","(2.45, 2.9, 2.8907122507122507)"
11-01-2023 12:54:52.554783,"(11.0, 12.0, 11.709068010075567)","(101.0, 530.0, 485.0)","(101.0, 450.0, 444.3478260869565)","(7.5, 9.2, 9.06938775510204)","(18.0, 23.0, 22.179775280898877)","(61.0, 90.0, 85.71428571428571)","(7.0, 8.0, 7.827428571428571)","(6.5, 7.8, 7.653892215568862)","(13.0, 15.5, 15.04945054945055)","(12.0, 13.5, 13.326530612244898)","(2.45, 2.9, 2.889090909090909)"
11-01-2023 12:54:54.061895,"(11.0, 12.0, 11.72576530612245)","(101.0, 530.0, 535.0)","(101.0, 450.0, 444.3478260869565)","(7.5, 9.2, 9.089719626168224)","(18.0, 23.0, 22.27906976744186)","(61.0, 90.0, 86.66666666666667)","(7.0, 8.0, 7.830812324929972)","(6.5, 7.8, 7.387777777777778)","(13.0, 15.5, 15.096774193548388)","(12.0, 13.5, 13.445121951219512)","(2.45, 2.88, 2.854155495978552)"
11-01-2023 12:54:55.599967,"(11.0, 12.0, 11.640718562874252)","(101.0, 630.0, 516.6666666666666)","(101.0, 450.0, 444.54545454545456)","(7.5, 9.2, 9.178260869565216)","(18.0, 23.0, 22.350515463917525)","(61.0, 90.0, 88.33333333333333)","(7.0, 8.0, 7.7804154302670625)","(6.5, 7.4, 7.606349206349206)","(13.0, 15.5, 15.267441860465116)","(12.0, 13.5, 13.472972972972974)","(2.45, 2.88, 2.8344)"
11-01-2023 12:54:57.023522,"(11.0, 12.5, 11.986772486772487)","(101.0, 900.0, 516.6666666666666)","(101.0, 450.0, 443.6842105263158)","(7.5, 9.2, 9.1921875)","(18.0, 23.0, 22.34065934065934)","(61.0, 90.0, 88.33333333333333)","(7.0, 8.0, 7.757377049180327)","(6.5, 7.8, 7.786086956521739)","(13.0, 15.5, 15.333333333333334)","(12.0, 13.5, 13.474683544303797)","(2.45, 2.84, 2.832)"
11-01-2023 12:54:59.107130,"(11.0, 12.0, 11.897826086956522)","(101.0, 900.0, 516.6666666666666)","(101.0, 450.0, 443.6842105263158)","(7.5, 9.2, 9.21830065359477)","(18.0, 23.0, 22.337078651685392)","(61.0, 90.0, 88.33333333333333)","(7.0, 7.8, 7.757142857142857)","(6.5, 8.0, 7.761904761904762)","(13.0, 15.5, 15.022727272727273)","(12.0, 13.5, 13.46551724137931)","(2.45, 2.86, 2.8368235294117645)"
11-01-2023 12:55:00.805582,"(11.0, 12.0, 11.531818181818181)","(101.0, 900.0, 532.0)","(101.0, 450.0, 444.44444444444446)","(7.5, 9.4, 9.173437499999999)","(19.0, 23.0, 22.081632653061224)","(61.0, 90.0, 87.77777777777777)","(7.0, 7.8, 7.849261083743842)","(6.5, 7.8, 8.01159420289855)","(13.0, 15.5, 15.337209302325581)","(12.0, 14.0, 13.23076923076923)","(2.45, 2.84, 2.8214935064935065)"
11-01-2023 12:55:02.465536,"(11.0, 12.5, 11.412393162393162)","(101.0, 900.0, 532.0)","(101.0, 450.0, 444.70588235294116)","(7.5, 9.2, 9.63469387755102)","(18.0, 23.0, 20.651162790697676)","(61.0, 90.0, 93.46153846153847)","(7.0, 8.0, 7.891320754716981)","(6.5, 8.2, 8.426229508196721)","(13.0, 15.5, 15.436893203883495)","(12.0, 14.0, 13.053956834532373)","(2.45, 2.84, 2.794022988505747)"
11-01-2023 12:55:04.275768,"(11.0, 11.5, 11.361538461538462)","(101.0, 900.0, 516.6666666666666)","(101.0, 450.0, 444.70588235294116)","(7.5, 9.8, 9.497777777777777)","(18.0, 21.0, 20.95)","(61.0, 95.0, 93.46153846153847)","(7.0, 8.0, 7.894464944649447)","(6.5, 8.6, 8.47037037037037)","(13.0, 16.0, 15.46)","(12.0, 13.0, 12.994845360824742)","(2.45, 2.84, 2.8191304347826085)"
11-01-2023 12:55:05.855819,"(11.0, 11.5, 11.348148148148148)","(101.0, 900.0, 571.4285714285714)","(101.0, 450.0, 441.0)","(7.5, 9.6, 9.497777777777777)","(19.0, 21.0, 20.943396226415093)","(61.0, 95.0, 94.5)","(7.0, 8.0, 7.893283582089552)","(6.5, 8.6, 8.576923076923077)","(13.0, 16.0, 15.633333333333333)","(12.0, 13.0, 12.965)","(2.45, 2.84, 2.804)"
11-01-2023 12:55:07.480802,"(11.0, 11.5, 11.339350180505415)","(101.0, 900.0, 690.909090909091)","(101.0, 450.0, 441.0)","(7.5, 9.6, 9.485)","(19.0, 21.0, 20.757142857142856)","(61.0, 95.0, 93.0)","(7.0, 8.0, 7.855081967213114)","(6.5, 8.6, 8.744554455445545)","(13.0, 16.0, 15.678571428571429)","(12.0, 13.0, 13.14935064935065)","(2.45, 2.8, 2.7971919770773637)"
11-01-2023 12:55:09.101620,"(11.0, 11.5, 11.214942528735632)","(101.0, 900.0, 690.909090909091)","(101.0, 450.0, 441.0)","(7.5, 9.6, 9.39327731092437)","(18.0, 21.0, 20.757142857142856)","(61.0, 95.0, 90.88235294117646)","(7.0, 8.0, 7.852173913043478)","(6.5, 8.8, 8.724)","(13.0, 16.0, 15.403846153846153)","(12.0, 13.5, 12.910377358490566)","(2.45, 2.84, 2.8336673346693386)"
11-01-2023 12:55:10.694798,"(11.0, 11.5, 11.19739952718676)","(101.0, 900.0, 690.909090909091)","(101.0, 450.0, 441.0)","(7.5, 9.4, 9.39327731092437)","(18.0, 21.0, 20.701492537313435)","(61.0, 95.0, 90.88235294117646)","(7.0, 8.0, 7.825296442687747)","(6.5, 8.8, 8.72542372881356)","(13.0, 15.5, 15.403846153846153)","(12.0, 13.0, 12.756410256410255)","(2.45, 2.84, 2.8286486486486484)"
