,Montabot,Namakwa,Our Rebel,Isabellas Spring,Bernies Tiger,Savvy Oak,Reflect The Stars,Suppression,Circling,General Wolffe
14-12-2022 14:42:44.831419,"(4.0, 5.4, 5.323943661971831)","(12.0, 14.0, 13.807692307692308)","(21.0, 34.0, 31.684210526315788)","(4.0, 5.0, 4.935593220338983)","(31.0, 40.0, 38.54545454545455)","(10.0, 14.0, 13.517241379310345)","(5.0, 6.4, 6.3875)","(10.0, 11.5, 11.363636363636363)","(7.5, 8.8, 8.65)","(31.0, 34.0, 33.11764705882353)"
14-12-2022 14:42:45.982044,"(4.0, 5.4, 5.323943661971831)","(12.0, 14.0, 13.807692307692308)","(21.0, 34.0, 31.684210526315788)","(4.0, 5.0, 4.935593220338983)","(31.0, 40.0, 38.54545454545455)","(10.0, 14.0, 13.517241379310345)","(5.0, 6.4, 6.3875)","(10.0, 11.5, 11.363636363636363)","(7.5, 8.8, 8.681967213114755)","(31.0, 34.0, 33.11764705882353)"
14-12-2022 14:42:47.210897,"(4.0, 5.4, 5.3453125)","(12.0, 14.0, 13.807692307692308)","(21.0, 34.0, 32.666666666666664)","(4.0, 5.0, 4.935593220338983)","(31.0, 40.0, 38.54545454545455)","(10.0, 14.0, 13.517241379310345)","(5.0, 6.4, 6.3875)","(10.0, 11.5, 11.363636363636363)","(7.5, 8.8, 8.718518518518518)","(31.0, 34.0, 33.11764705882353)"
14-12-2022 14:42:48.432592,"(4.0, 5.4, 5.3453125)","(12.0, 14.0, 13.807692307692308)","(21.0, 34.0, 32.666666666666664)","(4.0, 5.0, 4.951898734177215)","(31.0, 40.0, 38.54545454545455)","(10.0, 14.0, 13.517241379310345)","(5.0, 6.4, 6.386274509803922)","(10.0, 11.5, 11.38888888888889)","(7.5, 8.8, 8.718518518518518)","(31.0, 34.0, 32.285714285714285)"
14-12-2022 14:42:49.626679,"(4.0, 5.4, 5.3453125)","(12.0, 14.0, 13.807692307692308)","(21.0, 34.0, 32.666666666666664)","(4.0, 5.0, 4.934615384615385)","(31.0, 40.0, 38.54545454545455)","(10.0, 14.0, 13.517241379310345)","(5.0, 6.4, 6.372222222222223)","(10.0, 11.5, 11.376923076923077)","(7.5, 8.8, 8.744)","(31.0, 34.0, 32.285714285714285)"
14-12-2022 14:42:50.803522,"(4.0, 5.4, 5.3594202898550725)","(12.0, 14.0, 13.807692307692308)","(21.0, 34.0, 31.88235294117647)","(4.0, 5.0, 4.934615384615385)","(31.0, 40.0, 38.54545454545455)","(10.0, 14.0, 13.517241379310345)","(5.0, 6.4, 6.363157894736842)","(10.0, 11.5, 11.360294117647058)","(7.5, 8.8, 8.575510204081633)","(31.0, 34.0, 32.285714285714285)"
14-12-2022 14:42:51.960395,"(4.0, 5.4, 5.3594202898550725)","(12.0, 14.0, 13.84375)","(21.0, 34.0, 31.88235294117647)","(4.0, 5.0, 4.904545454545455)","(31.0, 40.0, 38.54545454545455)","(10.0, 14.0, 13.517241379310345)","(5.0, 6.4, 6.353086419753087)","(10.0, 11.5, 11.384057971014492)","(7.5, 8.6, 8.575510204081633)","(31.0, 34.0, 32.285714285714285)"
14-12-2022 14:42:53.091550,"(4.0, 5.4, 5.3594202898550725)","(12.0, 14.0, 13.807692307692308)","(21.0, 34.0, 31.88235294117647)","(4.0, 5.0, 4.878125)","(31.0, 40.0, 38.54545454545455)","(10.0, 14.0, 13.517241379310345)","(5.0, 6.4, 6.363218390804598)","(10.0, 11.5, 11.35)","(7.5, 8.6, 8.993548387096775)","(31.0, 34.0, 32.23529411764706)"
14-12-2022 14:42:54.269055,"(4.0, 5.4, 5.336363636363636)","(12.0, 14.0, 13.807692307692308)","(21.0, 34.0, 31.88235294117647)","(4.0, 4.9, 4.854347826086957)","(31.0, 40.0, 38.54545454545455)","(10.0, 14.0, 13.357142857142858)","(5.0, 6.4, 6.323943661971831)","(10.0, 11.5, 11.322368421052632)","(7.5, 9.0, 9.11578947368421)","(31.0, 34.0, 32.23529411764706)"
14-12-2022 14:42:55.407724,"(4.0, 5.4, 5.336363636363636)","(12.0, 14.0, 13.807692307692308)","(21.0, 34.0, 31.066666666666666)","(4.0, 4.9, 4.854347826086957)","(31.0, 40.0, 38.54545454545455)","(10.0, 13.5, 13.357142857142858)","(5.0, 6.4, 6.333333333333334)","(10.0, 11.5, 11.33108108108108)","(7.5, 9.2, 9.04)","(31.0, 34.0, 32.23529411764706)"
14-12-2022 14:42:56.555216,"(4.0, 5.4, 5.348148148148148)","(12.0, 14.0, 13.642857142857142)","(21.0, 32.0, 28.235294117647058)","(4.0, 5.0, 4.961290322580645)","(31.0, 40.0, 38.54545454545455)","(10.0, 13.5, 13.357142857142858)","(5.0, 6.4, 6.333333333333334)","(10.0, 11.5, 11.33108108108108)","(7.5, 9.2, 9.093333333333334)","(31.0, 34.0, 32.23529411764706)"
14-12-2022 14:42:57.753558,"(4.0, 5.4, 5.348148148148148)","(12.0, 14.0, 13.642857142857142)","(21.0, 32.0, 28.16)","(4.0, 4.9, 4.8625)","(31.0, 40.0, 38.54545454545455)","(10.0, 13.5, 13.357142857142858)","(5.0, 6.4, 6.333333333333334)","(10.0, 11.5, 11.33108108108108)","(7.5, 9.2, 9.093333333333334)","(31.0, 34.0, 32.23529411764706)"
14-12-2022 14:42:58.932049,"(4.0, 5.4, 5.348148148148148)","(12.0, 14.0, 13.642857142857142)","(21.0, 32.0, 28.16)","(4.0, 4.9, 4.8625)","(31.0, 40.0, 37.86666666666667)","(10.0, 13.5, 13.357142857142858)","(5.0, 6.4, 6.353086419753087)","(10.0, 11.5, 10.745689655172415)","(7.5, 9.2, 9.293333333333333)","(31.0, 34.0, 31.36470588235294)"
14-12-2022 14:43:00.084424,"(4.0, 5.4, 5.348148148148148)","(12.0, 13.5, 13.115384615384615)","(21.0, 32.0, 28.16)","(4.0, 4.9, 4.8625)","(31.0, 40.0, 37.86666666666667)","(10.0, 13.5, 13.357142857142858)","(5.0, 6.4, 6.363157894736842)","(10.0, 11.0, 10.665354330708661)","(7.5, 9.4, 9.311111111111112)","(31.0, 32.0, 31.36470588235294)"
14-12-2022 14:43:01.221658,"(4.0, 5.4, 5.352)","(12.0, 13.5, 13.043859649122806)","(21.0, 32.0, 28.833333333333332)","(4.0, 5.0, 4.902325581395349)","(31.0, 40.0, 37.86666666666667)","(10.0, 13.5, 13.346153846153847)","(5.0, 6.4, 6.357575757575757)","(10.0, 11.0, 10.665354330708661)","(7.5, 9.4, 9.3)","(31.0, 32.0, 31.36470588235294)"
14-12-2022 14:43:02.371924,"(4.0, 5.4, 5.366666666666667)","(12.0, 13.5, 13.123188405797102)","(21.0, 32.0, 28.833333333333332)","(4.0, 5.0, 4.8)","(31.0, 40.0, 38.0)","(10.0, 13.5, 13.5)","(5.0, 6.4, 6.357575757575757)","(10.0, 11.0, 10.428571428571429)","(7.5, 9.4, 9.254545454545454)","(31.0, 32.0, 31.414634146341463)"
14-12-2022 14:43:03.528075,"(4.0, 5.4, 5.356603773584906)","(12.0, 13.5, 13.143835616438356)","(21.0, 30.0, 28.8)","(4.0, 4.8, 4.7877551020408164)","(31.0, 44.0, 38.0)","(10.0, 14.0, 13.5)","(5.0, 6.4, 6.357575757575757)","(10.0, 10.5, 10.428571428571429)","(7.5, 9.4, 9.254545454545454)","(31.0, 32.0, 31.414634146341463)"
14-12-2022 14:43:04.601633,"(4.0, 5.4, 5.368)","(12.0, 13.5, 13.143835616438356)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.831578947368421)","(31.0, 44.0, 38.0)","(10.0, 14.0, 13.5)","(5.0, 6.4, 6.357575757575757)","(10.0, 10.5, 10.428571428571429)","(7.5, 9.4, 9.254545454545454)","(31.0, 32.0, 31.414634146341463)"
14-12-2022 14:43:05.678015,"(4.0, 5.4, 5.368)","(12.0, 13.5, 13.143835616438356)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.8133333333333335)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.5)","(5.0, 6.4, 6.2736)","(10.0, 10.5, 10.271844660194175)","(7.5, 9.4, 9.204878048780488)","(31.0, 34.0, 32.5)"
14-12-2022 14:43:06.816144,"(4.0, 5.4, 5.385000000000001)","(12.0, 13.5, 13.178571428571429)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.8133333333333335)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.5)","(5.0, 6.4, 6.2736)","(10.0, 10.5, 10.265)","(7.5, 9.4, 9.204878048780488)","(31.0, 34.0, 32.5)"
14-12-2022 14:43:08.063054,"(4.0, 5.4, 5.38421052631579)","(12.0, 13.5, 13.3125)","(21.0, 30.0, 29.2)","(4.0, 4.9, 4.8133333333333335)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.6)","(5.0, 6.4, 6.2736)","(10.0, 10.5, 10.265)","(7.5, 9.4, 9.204878048780488)","(31.0, 34.0, 32.5)"
14-12-2022 14:43:09.277566,"(4.0, 5.4, 5.38421052631579)","(12.0, 13.5, 13.3125)","(21.0, 30.0, 29.2)","(4.0, 4.9, 4.871428571428572)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.6)","(5.0, 6.4, 6.2736)","(10.0, 10.5, 10.265)","(7.5, 9.4, 9.177777777777777)","(31.0, 34.0, 32.5)"
14-12-2022 14:43:10.495691,"(4.0, 5.4, 5.38421052631579)","(12.0, 14.0, 13.263157894736842)","(21.0, 30.0, 29.2)","(4.0, 4.9, 4.872340425531915)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.6)","(5.0, 6.4, 6.2736)","(10.0, 10.5, 10.260204081632653)","(7.5, 9.4, 9.204651162790698)","(31.0, 34.0, 33.178082191780824)"
14-12-2022 14:43:11.711023,"(4.0, 5.4, 5.38421052631579)","(12.0, 14.0, 13.232558139534884)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.872340425531915)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.65625)","(5.0, 6.4, 6.2736)","(10.0, 10.5, 10.260204081632653)","(7.5, 9.4, 9.204651162790698)","(31.0, 34.0, 32.044444444444444)"
14-12-2022 14:43:12.894731,"(4.4, 5.4, 5.38421052631579)","(12.0, 14.0, 13.232558139534884)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.872043010752688)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.65625)","(5.0, 6.4, 6.2736)","(10.0, 10.5, 9.875)","(7.5, 9.4, 9.204651162790698)","(26.0, 34.0, 32.3)"
14-12-2022 14:43:14.038067,"(4.4, 5.5, 5.344117647058823)","(12.0, 14.0, 13.78)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.872043010752688)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.65625)","(5.0, 6.4, 6.2736)","(10.0, 10.0, 9.825)","(7.5, 9.4, 9.266666666666667)","(26.0, 34.0, 32.13953488372093)"
14-12-2022 14:43:15.170355,"(4.4, 5.5, 5.337974683544304)","(12.0, 14.0, 13.813333333333333)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.65625)","(5.0, 6.4, 6.2736)","(10.0, 10.0, 10.441176470588236)","(7.5, 9.4, 9.237837837837837)","(26.0, 34.0, 31.703703703703702)"
14-12-2022 14:43:16.453529,"(4.4, 5.5, 5.315789473684211)","(12.0, 14.5, 14.1)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.65625)","(5.0, 6.4, 6.226262626262627)","(10.0, 10.5, 10.444444444444445)","(7.5, 9.4, 9.157142857142857)","(26.0, 32.0, 31.703703703703702)"
14-12-2022 14:43:17.623839,"(4.4, 5.5, 5.31595744680851)","(12.0, 14.5, 14.125)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.725)","(5.0, 6.4, 6.226262626262627)","(10.0, 10.5, 10.444444444444445)","(7.5, 9.2, 9.248484848484848)","(26.0, 32.0, 31.703703703703702)"
14-12-2022 14:43:18.787266,"(4.4, 5.4, 5.347368421052631)","(12.0, 14.5, 14.296052631578947)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.725)","(5.0, 6.4, 6.226262626262627)","(10.0, 10.5, 10.444444444444445)","(7.5, 9.4, 9.248484848484848)","(26.0, 32.0, 31.529411764705884)"
14-12-2022 14:43:19.947614,"(4.4, 5.4, 5.37687074829932)","(12.0, 14.5, 14.360294117647058)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.725)","(5.0, 6.4, 6.226262626262627)","(10.0, 10.5, 10.444444444444445)","(7.5, 9.4, 9.248484848484848)","(26.0, 32.0, 31.238095238095237)"
14-12-2022 14:43:21.081263,"(4.4, 5.4, 5.37687074829932)","(12.0, 14.5, 14.360294117647058)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.725)","(5.0, 6.4, 6.226262626262627)","(10.0, 10.5, 10.444444444444445)","(7.5, 9.4, 9.248484848484848)","(26.0, 32.0, 31.238095238095237)"
14-12-2022 14:43:22.188552,"(4.4, 5.4, 5.337566137566138)","(12.0, 15.0, 14.61111111111111)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.725)","(5.0, 6.4, 6.226262626262627)","(10.0, 10.5, 10.444444444444445)","(7.5, 9.4, 9.248484848484848)","(26.0, 32.0, 31.238095238095237)"
14-12-2022 14:43:23.247530,"(4.4, 5.4, 5.337566137566138)","(12.0, 15.0, 14.67741935483871)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.725)","(5.0, 6.4, 6.226262626262627)","(10.0, 10.5, 10.444444444444445)","(7.5, 9.4, 9.248484848484848)","(26.0, 32.0, 31.04)"
14-12-2022 14:43:24.299223,"(4.4, 5.4, 5.33370786516854)","(12.0, 15.0, 14.67741935483871)","(21.0, 30.0, 28.8)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.725)","(5.0, 6.4, 6.226262626262627)","(10.0, 10.5, 10.444444444444445)","(7.5, 9.4, 9.248484848484848)","(26.0, 32.0, 31.04)"
14-12-2022 14:43:25.553147,"(4.4, 5.4, 5.313235294117647)","(12.0, 15.0, 14.67741935483871)","(21.0, 30.0, 27.794117647058822)","(4.0, 4.9, 4.871111111111111)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.725)","(5.0, 6.4, 6.223636363636364)","(10.0, 10.5, 10.427184466019417)","(7.5, 9.4, 9.248484848484848)","(26.0, 32.0, 29.666666666666668)"
14-12-2022 14:43:26.712363,"(4.4, 5.4, 5.313235294117647)","(12.0, 15.0, 14.67741935483871)","(21.0, 30.0, 27.794117647058822)","(4.0, 4.8, 4.788505747126437)","(31.0, 38.0, 36.75)","(10.0, 14.0, 13.659090909090908)","(5.0, 6.4, 6.223636363636364)","(10.0, 11.0, 10.42156862745098)","(7.5, 9.4, 9.292857142857143)","(26.0, 30.0, 28.727272727272727)"
14-12-2022 14:43:27.796502,"(4.4, 5.4, 5.339175257731959)","(12.0, 15.0, 14.67741935483871)","(21.0, 30.0, 27.413793103448278)","(4.0, 4.8, 4.787012987012987)","(31.0, 38.0, 37.8)","(10.0, 14.0, 13.659090909090908)","(5.0, 6.4, 6.198496240601504)","(10.0, 11.0, 10.42156862745098)","(7.5, 9.4, 9.315384615384616)","(26.0, 30.0, 28.533333333333335)"
14-12-2022 14:43:28.933030,"(4.4, 5.4, 5.350234741784038)","(12.0, 15.0, 14.75)","(21.0, 30.0, 27.727272727272727)","(4.0, 4.8, 4.815736040609138)","(31.0, 42.0, 37.8)","(10.0, 14.0, 13.659090909090908)","(5.0, 6.2, 6.121782178217822)","(10.0, 11.0, 10.453703703703704)","(7.5, 9.4, 9.315384615384616)","(26.0, 30.0, 28.2)"
14-12-2022 14:43:30.050313,"(4.4, 5.4, 5.350234741784038)","(12.0, 15.0, 14.805555555555555)","(21.0, 30.0, 27.727272727272727)","(4.0, 4.9, 4.815736040609138)","(31.0, 42.0, 37.8)","(10.0, 14.0, 13.659090909090908)","(5.0, 6.2, 6.121782178217822)","(10.0, 11.0, 10.453703703703704)","(7.5, 9.4, 9.276470588235293)","(26.0, 29.0, 28.571428571428573)"
14-12-2022 14:43:31.210677,"(4.4, 5.4, 5.349532710280374)","(12.0, 15.0, 14.73076923076923)","(21.0, 30.0, 27.727272727272727)","(4.0, 4.9, 4.82)","(31.0, 42.0, 37.8)","(10.0, 14.0, 13.659090909090908)","(5.0, 6.2, 6.121782178217822)","(10.0, 11.0, 10.453703703703704)","(7.5, 9.4, 9.276470588235293)","(26.0, 29.0, 28.571428571428573)"
14-12-2022 14:43:32.421215,"(4.4, 5.4, 5.347465437788019)","(12.0, 15.0, 14.666666666666666)","(21.0, 30.0, 27.666666666666668)","(4.0, 4.9, 4.821757322175732)","(31.0, 42.0, 39.0)","(10.0, 14.0, 13.673913043478262)","(5.0, 6.2, 6.143283582089552)","(10.0, 11.0, 10.784552845528456)","(7.5, 9.4, 9.288372093023256)","(26.0, 29.0, 27.19047619047619)"
14-12-2022 14:43:33.936803,"(4.4, 5.2, 5.091625615763546)","(12.0, 15.0, 14.88)","(21.0, 28.0, 27.5)","(4.0, 5.0, 4.872222222222223)","(31.0, 42.0, 38.333333333333336)","(10.0, 14.0, 13.732142857142858)","(5.0, 6.2, 6.126315789473685)","(10.0, 11.0, 10.844696969696969)","(7.5, 9.4, 9.295652173913043)","(26.0, 29.0, 28.045454545454547)"
14-12-2022 14:43:35.120485,"(4.4, 5.1, 5.091625615763546)","(12.0, 15.0, 14.88)","(21.0, 28.0, 27.5)","(4.0, 4.9, 4.900956937799044)","(31.0, 42.0, 39.25)","(10.0, 14.0, 13.709677419354838)","(5.0, 6.2, 6.12)","(10.0, 11.0, 11.255681818181818)","(7.5, 9.4, 9.295652173913043)","(26.0, 29.0, 28.045454545454547)"
14-12-2022 14:43:36.311606,"(4.4, 5.1, 5.090760869565217)","(12.0, 14.0, 13.78688524590164)","(21.0, 29.0, 28.625)","(4.0, 5.0, 4.900956937799044)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.709677419354838)","(5.0, 6.2, 6.129411764705883)","(10.0, 11.5, 11.559701492537313)","(7.5, 9.4, 9.295652173913043)","(26.0, 29.0, 28.045454545454547)"
14-12-2022 14:43:37.504896,"(4.4, 5.1, 5.0806282722513085)","(12.0, 14.0, 13.763513513513514)","(21.0, 29.0, 28.625)","(4.0, 5.0, 4.821666666666666)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.709677419354838)","(5.0, 6.2, 6.129411764705883)","(10.0, 12.0, 11.55625)","(7.5, 9.4, 9.28)","(26.0, 29.0, 27.7)"
14-12-2022 14:43:38.634170,"(4.4, 5.1, 5.078571428571428)","(12.0, 14.0, 13.793478260869565)","(21.0, 29.0, 27.842105263157894)","(4.0, 5.0, 4.821666666666666)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.709677419354838)","(5.0, 6.2, 6.129411764705883)","(10.0, 12.0, 11.55625)","(7.5, 9.4, 9.28)","(26.0, 28.0, 27.7)"
14-12-2022 14:43:39.934558,"(4.4, 5.1, 5.048736462093863)","(12.0, 14.0, 13.793478260869565)","(21.0, 29.0, 27.842105263157894)","(4.0, 5.0, 4.822406639004149)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.709677419354838)","(5.0, 6.2, 6.129411764705883)","(10.0, 12.0, 11.574193548387097)","(7.5, 9.4, 9.28)","(26.0, 28.0, 27.7)"
14-12-2022 14:43:41.106539,"(4.4, 5.1, 5.045302013422819)","(12.0, 14.0, 13.75)","(21.0, 29.0, 28.083333333333332)","(4.0, 5.0, 4.821848739495798)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.709677419354838)","(5.0, 6.2, 6.129411764705883)","(10.0, 12.0, 11.685714285714285)","(7.5, 9.4, 9.306666666666667)","(26.0, 28.0, 27.7)"
14-12-2022 14:43:42.333146,"(4.4, 5.1, 5.045302013422819)","(12.0, 14.0, 13.714285714285714)","(21.0, 29.0, 28.083333333333332)","(4.0, 5.0, 4.819047619047619)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.635135135135135)","(5.0, 6.2, 6.129411764705883)","(10.0, 12.0, 12.38)","(7.5, 9.4, 9.306666666666667)","(26.0, 28.0, 27.7)"
14-12-2022 14:43:43.453420,"(4.4, 5.0, 4.972584269662922)","(12.0, 14.0, 13.829268292682928)","(21.0, 29.0, 28.214285714285715)","(4.0, 5.0, 4.826666666666666)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.590909090909092)","(5.0, 6.2, 6.129411764705883)","(10.0, 12.5, 12.38)","(7.5, 9.4, 9.306666666666667)","(26.0, 28.0, 27.7)"
14-12-2022 14:43:44.617107,"(4.4, 5.0, 4.970518867924528)","(12.0, 14.0, 13.857142857142858)","(21.0, 29.0, 28.153846153846153)","(4.0, 5.0, 4.826666666666666)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.564516129032258)","(5.0, 6.2, 6.127896995708155)","(10.0, 12.5, 12.416666666666666)","(7.5, 9.4, 9.36036036036036)","(26.0, 28.0, 28.272727272727273)"
14-12-2022 14:43:45.731969,"(4.4, 5.0, 4.968905472636816)","(12.0, 14.0, 13.801724137931034)","(21.0, 29.0, 28.153846153846153)","(4.0, 5.0, 4.826666666666666)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.564516129032258)","(5.0, 6.2, 6.127896995708155)","(10.0, 12.5, 12.409090909090908)","(7.5, 9.4, 9.357692307692307)","(26.0, 30.0, 27.8)"
14-12-2022 14:43:46.834014,"(4.4, 5.0, 4.957622739018088)","(12.0, 14.5, 14.266666666666667)","(21.0, 29.0, 28.153846153846153)","(4.0, 5.0, 4.826666666666666)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.564516129032258)","(5.0, 6.2, 6.127896995708155)","(10.0, 12.5, 12.409090909090908)","(7.5, 9.4, 9.369072164948454)","(26.0, 29.0, 27.63157894736842)"
14-12-2022 14:43:47.946411,"(4.4, 5.0, 4.954317548746518)","(12.0, 14.5, 14.32)","(21.0, 29.0, 28.153846153846153)","(4.0, 5.0, 4.826666666666666)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.564516129032258)","(5.0, 6.2, 6.127896995708155)","(10.0, 12.5, 12.409090909090908)","(7.5, 9.4, 9.222222222222221)","(26.0, 29.0, 27.5)"
14-12-2022 14:43:49.130795,"(4.4, 5.0, 4.952325581395349)","(12.0, 14.5, 14.4)","(21.0, 29.0, 28.153846153846153)","(4.0, 5.0, 4.8260563380281685)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.557142857142857)","(5.0, 6.2, 6.127896995708155)","(10.0, 12.5, 12.409090909090908)","(7.5, 9.4, 9.25)","(26.0, 29.0, 27.5)"
14-12-2022 14:43:50.322381,"(4.4, 5.0, 4.9557951482479785)","(12.0, 14.5, 14.455555555555556)","(21.0, 29.0, 28.153846153846153)","(4.0, 5.0, 4.8219047619047615)","(31.0, 42.0, 39.666666666666664)","(10.0, 14.0, 13.557142857142857)","(5.0, 6.2, 6.342335766423358)","(10.0, 12.5, 12.305555555555555)","(7.5, 9.4, 9.283870967741935)","(26.0, 29.0, 28.416666666666668)"
14-12-2022 14:43:51.443953,"(4.4, 5.0, 4.977985074626866)","(12.0, 14.5, 14.45)","(21.0, 29.0, 28.153846153846153)","(4.0, 4.9, 4.8219047619047615)","(31.0, 42.0, 39.25)","(10.0, 14.0, 13.453125)","(5.0, 6.4, 6.347333333333333)","(10.0, 12.5, 12.216666666666667)","(7.5, 9.4, 9.292592592592593)","(26.0, 29.0, 28.416666666666668)"
14-12-2022 14:43:52.538849,"(4.4, 5.0, 4.970608108108109)","(12.0, 14.5, 14.45)","(21.0, 29.0, 27.8)","(4.0, 4.9, 4.831666666666667)","(31.0, 42.0, 39.666666666666664)","(10.0, 13.5, 13.453125)","(5.0, 6.4, 6.353472222222223)","(10.0, 12.5, 12.216666666666667)","(7.5, 9.4, 9.292592592592593)","(26.0, 29.0, 28.454545454545453)"
14-12-2022 14:43:53.829510,"(4.4, 5.0, 4.970608108108109)","(12.0, 15.0, 14.763157894736842)","(21.0, 29.0, 27.8)","(4.0, 4.9, 4.829230769230769)","(31.0, 42.0, 39.666666666666664)","(10.0, 13.5, 13.453125)","(5.0, 6.4, 6.348854961832061)","(10.0, 12.5, 12.09375)","(7.5, 9.4, 9.292592592592593)","(26.0, 29.0, 29.333333333333332)"
14-12-2022 14:43:54.967711,"(4.4, 5.0, 4.9719354838709675)","(12.0, 15.0, 14.803030303030303)","(21.0, 29.0, 27.8)","(4.0, 4.9, 4.829230769230769)","(31.0, 42.0, 39.666666666666664)","(10.0, 13.5, 13.453125)","(5.0, 6.4, 6.3498127340823975)","(10.0, 12.5, 12.09375)","(7.5, 9.4, 9.322448979591837)","(26.0, 30.0, 29.333333333333332)"
14-12-2022 14:43:56.098633,"(4.4, 5.0, 4.972380952380952)","(12.0, 15.0, 14.720588235294118)","(21.0, 29.0, 27.8)","(4.0, 4.9, 4.829230769230769)","(31.0, 42.0, 39.666666666666664)","(10.0, 13.5, 13.391891891891891)","(5.0, 6.4, 6.346520146520147)","(10.0, 12.5, 12.425619834710744)","(7.5, 9.4, 9.328301886792453)","(26.0, 30.0, 29.235294117647058)"
14-12-2022 14:43:57.596704,"(4.4, 5.1, 5.026126126126126)","(12.0, 15.0, 14.712121212121213)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.9, 4.836184210526316)","(31.0, 42.0, 37.285714285714285)","(10.0, 13.5, 13.277777777777779)","(5.0, 6.4, 6.342745098039216)","(10.0, 12.5, 12.471698113207546)","(7.5, 9.4, 9.3)","(26.0, 30.0, 29.285714285714285)"
14-12-2022 14:43:58.854551,"(4.4, 5.1, 5.038686131386862)","(12.0, 15.0, 14.712121212121213)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.9, 4.836184210526316)","(31.0, 42.0, 37.285714285714285)","(10.0, 13.5, 13.277777777777779)","(5.0, 6.4, 6.342745098039216)","(10.0, 12.5, 12.471698113207546)","(7.5, 9.4, 9.3)","(26.0, 30.0, 29.285714285714285)"
14-12-2022 14:44:00.055343,"(4.4, 5.1, 5.038686131386862)","(12.0, 14.5, 14.44767441860465)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.9, 4.817886178861788)","(31.0, 40.0, 37.2)","(10.0, 13.5, 13.178571428571429)","(5.0, 6.4, 6.347857142857143)","(10.0, 12.5, 12.471698113207546)","(7.5, 9.4, 9.3)","(26.0, 29.0, 28.441176470588236)"
14-12-2022 14:44:01.251339,"(4.4, 5.1, 5.038686131386862)","(12.0, 15.0, 14.74074074074074)","(21.0, 28.0, 27.272727272727273)","(4.0, 4.8, 4.790643274853801)","(31.0, 40.0, 36.92307692307692)","(10.0, 13.5, 13.178571428571429)","(5.0, 6.4, 6.346323529411765)","(10.0, 12.5, 12.472727272727273)","(7.5, 9.4, 9.3)","(26.0, 29.0, 28.441176470588236)"
