,Logan Street Lion,Worthily,Mahagoni,Lovely Esteem,Tavion Prince,Yukon,Dr Evil,First Light,Yggdrasil,Naval Seal
07-01-2023 16:13:01.111520,"(6.0, 7.4, 7.3031250000000005)","(8.0, 9.2, 9.083695652173914)","(6.5, 7.4, 7.3519313304721035)","(11.0, 13.0, 12.771341463414634)","(51.0, 75.0, 71.0)","(21.0, 27.0, 25.896551724137932)","(6.0, 6.8, 6.778787878787878)","(5.0, 5.9, 5.7272)","(31.0, 42.0, 41.22727272727273)","(6.5, 7.2, 7.1447761194029855)"
07-01-2023 16:13:02.376449,"(6.0, 7.4, 7.3031250000000005)","(8.0, 9.2, 9.083695652173914)","(6.5, 7.4, 7.349775784753364)","(11.0, 13.0, 12.771341463414634)","(51.0, 75.0, 71.0)","(21.0, 27.0, 25.896551724137932)","(6.0, 6.8, 6.786792452830189)","(5.0, 5.9, 5.729457364341085)","(31.0, 42.0, 41.22727272727273)","(6.5, 7.2, 7.1447761194029855)"
07-01-2023 16:13:03.716906,"(6.0, 7.4, 7.3031250000000005)","(8.0, 9.2, 9.083695652173914)","(6.5, 7.4, 7.348387096774194)","(11.0, 13.0, 12.771341463414634)","(51.0, 75.0, 71.0)","(21.0, 27.0, 25.896551724137932)","(6.0, 6.8, 6.691244239631336)","(5.0, 5.9, 5.719246861924686)","(31.0, 42.0, 41.10526315789474)","(6.5, 7.2, 7.1447761194029855)"
07-01-2023 16:13:05.022287,"(6.0, 7.4, 7.3031250000000005)","(8.0, 9.2, 9.083695652173914)","(6.5, 7.4, 7.348387096774194)","(11.0, 13.0, 12.771341463414634)","(51.0, 75.0, 71.0)","(21.0, 27.0, 25.896551724137932)","(6.0, 7.0, 6.691244239631336)","(5.0, 5.9, 5.719246861924686)","(31.0, 42.0, 41.10526315789474)","(6.5, 7.2, 7.1447761194029855)"
07-01-2023 16:13:06.315132,"(6.0, 7.4, 7.391071428571429)","(8.0, 9.2, 9.083695652173914)","(6.5, 7.6, 7.4576)","(11.0, 13.0, 12.771341463414634)","(51.0, 70.0, 65.75)","(21.0, 26.0, 25.489795918367346)","(6.0, 7.0, 6.691244239631336)","(5.0, 5.9, 5.719246861924686)","(31.0, 42.0, 40.61538461538461)","(6.5, 7.2, 7.1447761194029855)"
07-01-2023 16:13:07.646455,"(6.0, 7.6, 7.425000000000001)","(8.0, 9.2, 9.083695652173914)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.771341463414634)","(51.0, 70.0, 65.71428571428571)","(21.0, 26.0, 25.489795918367346)","(6.0, 7.0, 6.830903790087463)","(5.0, 5.9, 5.719246861924686)","(31.0, 42.0, 40.61538461538461)","(6.5, 7.2, 7.1447761194029855)"
07-01-2023 16:13:09.022800,"(6.0, 7.6, 7.425000000000001)","(8.0, 9.2, 9.081767955801105)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.771341463414634)","(51.0, 70.0, 65.71428571428571)","(21.0, 26.0, 25.489795918367346)","(6.0, 7.0, 6.831176470588235)","(5.0, 5.9, 5.719246861924686)","(31.0, 42.0, 40.54838709677419)","(6.5, 7.2, 7.139837398373984)"
07-01-2023 16:13:10.387407,"(6.0, 7.6, 7.425000000000001)","(8.0, 9.2, 9.081767955801105)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.771341463414634)","(51.0, 70.0, 65.71428571428571)","(21.0, 26.0, 25.489795918367346)","(6.0, 7.0, 6.831176470588235)","(5.0, 5.9, 5.718623481781377)","(31.0, 42.0, 40.54838709677419)","(6.5, 7.2, 7.151633986928105)"
07-01-2023 16:13:11.663527,"(6.0, 7.6, 7.465753424657534)","(8.0, 9.2, 9.081767955801105)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.771341463414634)","(51.0, 70.0, 65.71428571428571)","(21.0, 26.0, 25.489795918367346)","(6.0, 7.0, 6.848148148148148)","(5.0, 5.9, 5.7315068493150685)","(31.0, 42.0, 40.54838709677419)","(6.5, 7.2, 7.151633986928105)"
07-01-2023 16:13:12.934486,"(6.0, 7.6, 7.482758620689655)","(8.0, 9.2, 9.081767955801105)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.771341463414634)","(51.0, 70.0, 65.71428571428571)","(21.0, 26.0, 25.431818181818183)","(6.0, 7.0, 6.852820512820513)","(5.0, 5.8, 5.728048780487805)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.2, 7.151633986928105)"
07-01-2023 16:13:14.170934,"(6.0, 7.6, 7.482758620689655)","(8.0, 9.2, 9.081767955801105)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.771341463414634)","(51.0, 70.0, 65.71428571428571)","(21.0, 26.0, 25.390243902439025)","(6.0, 7.0, 6.829673590504451)","(5.0, 5.8, 5.725555555555555)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.2, 7.151633986928105)"
07-01-2023 16:13:15.433243,"(6.0, 7.6, 7.4950495049504955)","(8.0, 9.2, 9.081767955801105)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.808673469387756)","(51.0, 70.0, 65.71428571428571)","(21.0, 26.0, 24.11764705882353)","(6.0, 7.0, 6.8565)","(5.0, 5.8, 5.720353982300885)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.2, 7.163870967741936)"
07-01-2023 16:13:16.653536,"(6.0, 7.6, 7.456756756756757)","(8.0, 9.2, 9.081767955801105)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.808673469387756)","(51.0, 70.0, 65.71428571428571)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.846933333333333)","(5.0, 5.8, 5.720353982300885)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.2, 7.163870967741936)"
07-01-2023 16:13:18.119848,"(6.0, 7.4, 7.398581560283688)","(8.0, 9.2, 9.081767955801105)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.808673469387756)","(51.0, 70.0, 65.71428571428571)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.863333333333333)","(5.0, 5.8, 5.714782608695653)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.2, 7.163870967741936)"
07-01-2023 16:13:19.411538,"(6.0, 7.6, 7.489502762430939)","(8.0, 9.2, 9.067080745341615)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.0, 12.808673469387756)","(51.0, 70.0, 65.71428571428571)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.863333333333333)","(5.0, 5.8, 5.653333333333333)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.2, 7.163870967741936)"
07-01-2023 16:13:20.774796,"(6.0, 7.6, 7.489502762430939)","(8.0, 9.2, 9.067080745341615)","(6.5, 7.6, 7.453225806451613)","(11.0, 13.0, 12.800531914893616)","(51.0, 70.0, 65.71428571428571)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.863333333333333)","(5.0, 5.7, 5.625806451612903)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.2, 7.163870967741936)"
07-01-2023 16:13:22.119837,"(6.0, 7.4, 7.371428571428572)","(8.0, 9.2, 9.073372781065089)","(6.5, 7.6, 7.453225806451613)","(11.0, 13.0, 12.800531914893616)","(51.0, 70.0, 61.42857142857143)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.863333333333333)","(5.0, 5.7, 5.6225)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.2, 7.184444444444445)"
07-01-2023 16:13:23.443974,"(6.0, 7.4, 7.371428571428572)","(8.0, 9.2, 9.157370517928287)","(6.5, 7.6, 7.453225806451613)","(11.0, 13.0, 12.800531914893616)","(51.0, 70.0, 61.42857142857143)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.863333333333333)","(5.0, 5.7, 5.612857142857143)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.2, 7.343859649122807)"
07-01-2023 16:13:24.717310,"(6.0, 7.4, 7.371428571428572)","(8.0, 9.2, 9.157370517928287)","(6.5, 7.6, 7.453225806451613)","(11.0, 13.0, 12.800531914893616)","(51.0, 70.0, 61.0)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.859657701711491)","(5.0, 5.7, 5.6092783505154635)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.334883720930232)"
07-01-2023 16:13:26.263734,"(6.0, 7.4, 7.371428571428572)","(8.0, 9.2, 9.157370517928287)","(6.5, 7.6, 7.454980079681275)","(11.0, 13.0, 12.800531914893616)","(51.0, 70.0, 61.0)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.859657701711491)","(5.0, 5.7, 5.6092783505154635)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.334117647058823)"
07-01-2023 16:13:27.908473,"(6.0, 7.4, 7.371428571428572)","(8.0, 9.2, 9.156680161943319)","(6.5, 7.6, 7.455555555555556)","(11.0, 13.0, 12.953237410071942)","(51.0, 70.0, 61.0)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.859657701711491)","(5.0, 5.7, 5.6125)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.329113924050633)"
07-01-2023 16:13:29.434860,"(6.0, 7.4, 7.371428571428572)","(8.0, 9.2, 9.156680161943319)","(6.5, 7.6, 7.455555555555556)","(11.0, 13.0, 13.394736842105264)","(51.0, 70.0, 61.0)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.859657701711491)","(5.0, 5.7, 5.652601156069364)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.329113924050633)"
07-01-2023 16:13:31.020785,"(6.0, 7.4, 7.380909090909091)","(8.0, 9.2, 9.149906542056074)","(6.5, 7.6, 7.447692307692307)","(11.0, 13.5, 13.10261569416499)","(51.0, 70.0, 61.0)","(21.0, 25.0, 24.11764705882353)","(6.0, 7.0, 6.859657701711491)","(5.0, 5.7, 5.65)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.329113924050633)"
07-01-2023 16:13:32.618362,"(6.0, 7.4, 7.380000000000001)","(8.0, 9.2, 9.149906542056074)","(6.5, 7.6, 7.447692307692307)","(11.0, 14.0, 13.1009900990099)","(51.0, 70.0, 61.0)","(21.0, 25.0, 23.24137931034483)","(6.0, 7.0, 6.850130548302872)","(5.0, 5.7, 5.65)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.342268041237114)"
07-01-2023 16:13:34.012708,"(6.0, 7.4, 7.380000000000001)","(8.0, 9.2, 9.149906542056074)","(6.5, 7.6, 7.447692307692307)","(11.0, 14.0, 13.1009900990099)","(51.0, 70.0, 61.0)","(21.0, 24.0, 23.24137931034483)","(6.0, 7.0, 6.849738219895288)","(5.0, 5.7, 5.670833333333333)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.342268041237114)"
07-01-2023 16:13:35.390380,"(6.0, 7.4, 7.380000000000001)","(8.0, 9.2, 9.149906542056074)","(6.5, 7.6, 7.447692307692307)","(11.0, 14.0, 13.230508474576272)","(51.0, 70.0, 61.0)","(21.0, 24.0, 23.24137931034483)","(6.0, 7.0, 6.864571428571429)","(5.0, 5.8, 5.670833333333333)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.342268041237114)"
07-01-2023 16:13:36.606999,"(6.0, 7.4, 7.380000000000001)","(8.0, 9.2, 9.149433962264151)","(6.5, 7.6, 7.425550660792951)","(11.0, 14.0, 13.230508474576272)","(51.0, 70.0, 61.0)","(21.0, 24.0, 23.24137931034483)","(6.0, 7.0, 6.864571428571429)","(5.0, 5.8, 5.534471544715447)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.31764705882353)"
07-01-2023 16:13:37.832308,"(6.0, 7.4, 7.371084337349398)","(8.0, 9.2, 9.148461538461538)","(6.5, 7.6, 7.425550660792951)","(11.0, 14.0, 13.244592346089851)","(51.0, 70.0, 61.0)","(21.0, 24.0, 22.413793103448278)","(6.0, 7.0, 6.864571428571429)","(5.0, 5.7, 5.534471544715447)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.297058823529412)"
07-01-2023 16:13:39.294205,"(6.0, 7.4, 7.371084337349398)","(8.0, 9.2, 9.148461538461538)","(6.5, 7.6, 7.458914728682171)","(11.0, 14.0, 13.244592346089851)","(51.0, 70.0, 61.0)","(21.0, 25.0, 22.471910112359552)","(6.0, 7.0, 6.865129682997118)","(5.0, 5.7, 5.357674418604651)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.297058823529412)"
07-01-2023 16:13:40.885451,"(6.0, 7.4, 7.361363636363636)","(8.0, 9.2, 9.155252918287937)","(6.5, 7.6, 7.458914728682171)","(11.0, 14.0, 13.533333333333333)","(51.0, 70.0, 62.17391304347826)","(21.0, 25.0, 23.076923076923077)","(6.0, 7.0, 6.9041420118343195)","(5.0, 5.5, 5.357674418604651)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.297058823529412)"
07-01-2023 16:13:42.367275,"(6.0, 7.4, 7.359550561797753)","(8.0, 9.2, 9.155252918287937)","(6.5, 7.6, 7.458914728682171)","(11.0, 14.0, 13.542087542087542)","(51.0, 70.0, 62.17391304347826)","(21.0, 25.0, 23.19277108433735)","(6.0, 7.0, 6.9041420118343195)","(5.0, 5.5, 5.331764705882353)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.297058823529412)"
07-01-2023 16:13:43.726833,"(6.0, 7.4, 7.359550561797753)","(8.0, 9.2, 9.152290076335877)","(6.5, 7.6, 7.458914728682171)","(11.0, 14.0, 13.634408602150538)","(51.0, 70.0, 62.17391304347826)","(21.0, 25.0, 23.19277108433735)","(6.0, 7.0, 6.9041420118343195)","(5.0, 5.5, 5.345)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.297058823529412)"
07-01-2023 16:13:45.200277,"(6.0, 7.4, 7.359550561797753)","(8.0, 9.2, 9.152290076335877)","(6.5, 7.6, 7.458914728682171)","(11.0, 14.0, 13.634408602150538)","(51.0, 70.0, 62.17391304347826)","(21.0, 25.0, 22.145833333333332)","(6.0, 7.0, 6.902702702702703)","(5.0, 5.5, 5.372)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.297058823529412)"
07-01-2023 16:13:46.590993,"(6.0, 7.4, 7.359550561797753)","(8.0, 9.2, 9.152290076335877)","(6.5, 7.6, 7.458914728682171)","(11.0, 14.0, 13.582822085889571)","(51.0, 70.0, 62.17391304347826)","(21.0, 23.0, 22.14)","(6.0, 7.0, 6.902702702702703)","(5.0, 5.5, 5.433333333333334)","(31.0, 42.0, 40.714285714285715)","(6.5, 7.4, 7.297058823529412)"
07-01-2023 16:13:48.220074,"(6.0, 7.4, 7.315294117647059)","(8.0, 9.2, 9.169426751592356)","(6.5, 7.6, 7.477027027027027)","(11.0, 14.0, 13.597633136094675)","(51.0, 70.0, 62.8)","(21.0, 23.0, 22.232142857142858)","(6.0, 7.0, 6.90926517571885)","(5.0, 5.5, 5.466666666666667)","(31.0, 42.0, 40.76712328767123)","(6.5, 7.4, 7.324731182795699)"
07-01-2023 16:13:49.706272,"(6.0, 7.4, 7.315294117647059)","(8.0, 9.2, 9.165795724465557)","(6.5, 7.6, 7.477027027027027)","(11.0, 14.0, 13.597633136094675)","(51.0, 70.0, 62.8)","(21.0, 23.0, 22.295081967213115)","(6.0, 7.0, 6.90926517571885)","(5.0, 5.5, 5.466666666666667)","(31.0, 42.0, 40.76712328767123)","(6.5, 7.4, 7.324731182795699)"
07-01-2023 16:13:51.036208,"(6.0, 7.4, 7.315294117647059)","(8.0, 9.2, 9.371276595744682)","(6.5, 7.6, 7.477027027027027)","(11.0, 14.0, 13.597633136094675)","(51.0, 70.0, 68.75)","(21.0, 23.0, 22.289156626506024)","(6.0, 7.0, 6.90926517571885)","(5.0, 5.5, 5.466666666666667)","(31.0, 42.0, 41.12820512820513)","(6.5, 7.4, 7.324731182795699)"
07-01-2023 16:13:52.296224,"(6.0, 7.4, 7.315294117647059)","(8.0, 9.4, 9.257894736842104)","(6.5, 7.6, 7.477027027027027)","(11.0, 14.0, 13.597633136094675)","(51.0, 70.0, 68.75)","(21.0, 25.0, 23.818897637795274)","(6.0, 7.0, 6.90926517571885)","(5.0, 5.5, 5.466666666666667)","(31.0, 42.0, 41.2093023255814)","(6.5, 7.4, 7.324731182795699)"
07-01-2023 16:13:53.655413,"(6.0, 7.4, 7.315294117647059)","(8.0, 9.4, 9.332203389830509)","(6.5, 7.6, 7.465185185185185)","(11.0, 14.0, 13.387362637362637)","(51.0, 70.0, 68.75)","(21.0, 25.0, 23.623376623376622)","(6.0, 7.0, 6.90926517571885)","(5.0, 5.5, 5.466666666666667)","(31.0, 42.0, 41.2093023255814)","(6.5, 7.4, 7.324731182795699)"
07-01-2023 16:13:55.113848,"(6.0, 7.4, 7.311111111111112)","(8.0, 9.4, 9.197493734335838)","(6.5, 7.6, 7.32)","(11.0, 13.5, 13.387362637362637)","(51.0, 70.0, 68.88888888888889)","(21.0, 25.0, 23.018691588785046)","(6.0, 7.0, 6.90926517571885)","(5.0, 5.5, 5.452336448598131)","(31.0, 42.0, 43.673469387755105)","(6.5, 7.4, 7.356756756756757)"
07-01-2023 16:13:56.425029,"(6.0, 7.4, 7.311111111111112)","(8.0, 9.2, 9.197493734335838)","(6.5, 7.4, 7.32)","(11.0, 13.5, 13.387362637362637)","(51.0, 70.0, 68.88888888888889)","(21.0, 25.0, 23.018691588785046)","(6.0, 7.0, 6.90926517571885)","(5.0, 5.6, 5.586309523809524)","(31.0, 44.0, 43.673469387755105)","(6.5, 7.4, 7.356756756756757)"
07-01-2023 16:13:57.862965,"(6.0, 7.4, 7.311111111111112)","(8.0, 9.4, 9.328301886792453)","(6.5, 7.4, 7.318032786885246)","(11.0, 13.5, 13.387362637362637)","(51.0, 70.0, 68.88888888888889)","(21.0, 25.0, 23.018691588785046)","(6.0, 7.0, 6.90926517571885)","(5.0, 5.6, 5.586309523809524)","(31.0, 44.0, 43.83673469387755)","(6.5, 7.4, 7.356756756756757)"
07-01-2023 16:13:59.217694,"(6.0, 7.4, 7.311111111111112)","(8.0, 9.4, 9.325925925925926)","(6.5, 7.4, 7.318032786885246)","(11.0, 13.5, 13.387362637362637)","(51.0, 70.0, 65.71428571428571)","(21.0, 25.0, 23.123893805309734)","(6.0, 7.0, 6.90926517571885)","(5.0, 5.6, 5.583556405353729)","(31.0, 44.0, 43.83673469387755)","(6.5, 7.4, 7.356756756756757)"
07-01-2023 16:14:00.642129,"(6.0, 7.4, 7.311111111111112)","(8.0, 9.4, 9.16221198156682)","(6.5, 7.4, 7.318032786885246)","(11.0, 13.5, 13.387362637362637)","(51.0, 70.0, 65.71428571428571)","(21.0, 25.0, 23.42962962962963)","(6.0, 7.0, 7.083333333333333)","(5.0, 5.7, 5.585094339622642)","(31.0, 44.0, 43.83673469387755)","(6.5, 7.4, 7.356756756756757)"
07-01-2023 16:14:02.022228,"(6.0, 7.4, 7.277966101694916)","(8.0, 9.2, 9.161502347417839)","(6.5, 7.4, 7.318032786885246)","(11.0, 13.5, 13.387362637362637)","(51.0, 70.0, 65.71428571428571)","(21.0, 25.0, 23.53793103448276)","(6.0, 7.2, 7.0852272727272725)","(5.0, 5.7, 5.6039432176656145)","(31.0, 44.0, 43.83673469387755)","(6.5, 7.4, 7.356756756756757)"
07-01-2023 16:14:03.423975,"(6.0, 7.2, 7.185294117647059)","(8.0, 9.2, 9.168041237113401)","(6.5, 7.4, 7.318032786885246)","(11.0, 13.5, 13.387362637362637)","(51.0, 70.0, 59.82142857142857)","(21.0, 25.0, 23.53793103448276)","(6.0, 7.2, 7.0852272727272725)","(5.0, 5.7, 5.594877049180328)","(31.0, 44.0, 43.83673469387755)","(6.5, 7.4, 7.356756756756757)"
07-01-2023 16:14:04.974372,"(6.0, 7.2, 7.321538461538462)","(8.0, 9.2, 9.168041237113401)","(6.5, 7.4, 7.309554140127388)","(11.0, 13.5, 13.357868020304569)","(51.0, 60.0, 66.66666666666667)","(21.0, 25.0, 23.931818181818183)","(6.0, 7.2, 7.035180722891567)","(5.0, 5.7, 5.596884422110553)","(31.0, 44.0, 43.52542372881356)","(6.5, 7.4, 7.356756756756757)"
07-01-2023 16:14:06.585465,"(6.0, 7.4, 7.3975)","(8.0, 9.2, 9.346268656716418)","(6.5, 7.6, 7.309554140127388)","(11.0, 13.5, 13.357868020304569)","(51.0, 70.0, 66.875)","(21.0, 24.0, 23.931818181818183)","(6.0, 7.2, 7.035180722891567)","(5.0, 5.7, 5.599461786867599)","(31.0, 44.0, 43.52542372881356)","(6.5, 7.4, 7.356756756756757)"
07-01-2023 16:14:08.310721,"(6.0, 7.4, 7.3975)","(8.0, 9.4, 9.346268656716418)","(6.5, 7.6, 7.309554140127388)","(11.0, 13.5, 13.357868020304569)","(51.0, 70.0, 66.875)","(21.0, 24.0, 23.931818181818183)","(6.0, 7.2, 7.035180722891567)","(5.0, 5.7, 5.604596527068438)","(31.0, 44.0, 43.52542372881356)","(6.5, 7.4, 7.345762711864407)"
07-01-2023 16:14:09.903514,"(6.0, 7.4, 7.3975)","(8.0, 9.4, 9.337837837837839)","(6.5, 7.6, 7.309554140127388)","(11.0, 14.0, 13.553398058252426)","(51.0, 70.0, 61.15384615384615)","(21.0, 24.0, 23.931818181818183)","(6.0, 7.2, 7.035180722891567)","(5.0, 5.7, 5.604596527068438)","(31.0, 44.0, 43.52542372881356)","(6.5, 7.4, 7.345762711864407)"
07-01-2023 16:14:11.629539,"(6.0, 7.4, 7.3975)","(8.0, 9.4, 9.337837837837839)","(6.5, 7.6, 7.309554140127388)","(11.0, 14.0, 13.567398119122258)","(51.0, 65.0, 61.52173913043478)","(21.0, 24.0, 23.931818181818183)","(6.0, 7.2, 7.035180722891567)","(5.0, 5.7, 5.593742889647326)","(31.0, 44.0, 43.52542372881356)","(6.5, 7.4, 7.345762711864407)"
07-01-2023 16:14:13.013350,"(6.0, 7.4, 7.3975)","(8.0, 9.4, 9.337837837837839)","(6.5, 7.6, 7.309554140127388)","(11.0, 14.0, 13.575384615384616)","(51.0, 65.0, 61.52173913043478)","(21.0, 24.0, 23.931818181818183)","(6.0, 7.2, 7.043935926773456)","(5.0, 5.7, 5.565417867435158)","(31.0, 44.0, 43.52542372881356)","(6.5, 7.4, 7.345762711864407)"
07-01-2023 16:14:14.614334,"(6.0, 7.4, 7.3975)","(8.0, 9.4, 9.385903083700441)","(6.5, 7.6, 7.343478260869565)","(11.0, 14.0, 13.575384615384616)","(51.0, 65.0, 63.65384615384615)","(21.0, 24.0, 23.785714285714285)","(6.0, 7.2, 7.043935926773456)","(5.0, 5.7, 5.561627906976744)","(31.0, 44.0, 43.52542372881356)","(6.5, 7.6, 7.433333333333334)"
07-01-2023 16:14:16.069838,"(6.0, 7.4, 7.3975)","(8.0, 9.4, 9.394871794871795)","(6.5, 7.4, 7.343478260869565)","(11.0, 14.0, 13.33732057416268)","(51.0, 70.0, 65.38461538461539)","(21.0, 24.0, 23.823529411764707)","(6.0, 7.2, 7.035265700483092)","(5.0, 5.7, 5.581124497991968)","(31.0, 44.0, 43.52542372881356)","(6.5, 7.6, 7.430985915492958)"
07-01-2023 16:14:17.527016,"(6.0, 7.4, 7.3975)","(8.0, 9.4, 9.396428571428572)","(6.5, 7.4, 7.343478260869565)","(11.0, 14.0, 13.314769975786925)","(51.0, 70.0, 66.25)","(21.0, 24.0, 23.330708661417322)","(6.0, 7.2, 7.035265700483092)","(5.0, 5.7, 5.617017208413001)","(31.0, 44.0, 43.51724137931034)","(6.5, 7.6, 7.430985915492958)"
07-01-2023 16:14:18.904568,"(6.0, 7.4, 7.3975)","(8.0, 9.4, 9.396428571428572)","(6.5, 7.4, 7.343478260869565)","(11.0, 14.0, 13.314769975786925)","(51.0, 70.0, 66.25)","(21.0, 25.0, 23.57718120805369)","(6.0, 7.2, 7.035265700483092)","(5.0, 5.7, 5.617017208413001)","(31.0, 44.0, 43.445544554455445)","(6.5, 7.6, 7.430985915492958)"
07-01-2023 16:14:20.412341,"(6.0, 7.4, 7.350476190476191)","(8.0, 9.4, 9.395555555555555)","(6.5, 7.4, 7.3269230769230775)","(11.0, 14.0, 13.314769975786925)","(51.0, 70.0, 66.25)","(21.0, 25.0, 24.009345794392523)","(6.0, 7.2, 7.034761904761905)","(5.0, 5.7, 5.617017208413001)","(31.0, 44.0, 43.445544554455445)","(6.5, 7.6, 7.430985915492958)"
07-01-2023 16:14:21.878779,"(6.0, 7.4, 7.350476190476191)","(8.0, 9.4, 9.395555555555555)","(6.5, 7.4, 7.3269230769230775)","(11.0, 14.0, 13.314769975786925)","(51.0, 70.0, 66.25)","(21.0, 25.0, 24.009345794392523)","(6.0, 7.2, 7.034761904761905)","(5.0, 5.7, 5.617017208413001)","(31.0, 44.0, 43.445544554455445)","(6.5, 7.6, 7.430985915492958)"
07-01-2023 16:14:23.409953,"(6.0, 7.4, 7.3580000000000005)","(8.0, 9.4, 9.396428571428572)","(6.5, 7.4, 7.1869918699187)","(11.0, 14.0, 13.336538461538462)","(51.0, 70.0, 66.25)","(21.0, 25.0, 24.009345794392523)","(6.0, 7.2, 7.035265700483092)","(5.0, 5.7, 5.617017208413001)","(31.0, 44.0, 43.46666666666667)","(6.5, 7.6, 7.373584905660377)"
07-01-2023 16:14:24.827363,"(6.0, 7.4, 7.3580000000000005)","(8.0, 9.4, 9.396428571428572)","(6.5, 7.2, 7.1873015873015875)","(11.0, 14.0, 13.336538461538462)","(51.0, 70.0, 66.25)","(21.0, 25.0, 24.009345794392523)","(6.0, 7.2, 7.043218390804598)","(5.0, 5.7, 5.626975945017182)","(31.0, 44.0, 43.46666666666667)","(6.5, 7.6, 7.226415094339623)"
07-01-2023 16:14:26.165937,"(6.0, 7.4, 7.3580000000000005)","(8.0, 9.4, 9.396428571428572)","(6.5, 7.2, 7.1873015873015875)","(11.0, 14.0, 13.336538461538462)","(51.0, 70.0, 66.25)","(21.0, 25.0, 24.009345794392523)","(6.0, 7.2, 7.043218390804598)","(5.0, 5.7, 5.626975945017182)","(31.0, 44.0, 43.46666666666667)","(6.5, 7.4, 7.140441176470588)"
07-01-2023 16:14:27.523841,"(6.0, 7.4, 7.3580000000000005)","(8.0, 9.4, 9.396428571428572)","(6.5, 7.2, 7.186206896551724)","(11.0, 14.0, 13.336538461538462)","(41.0, 70.0, 66.25)","(21.0, 25.0, 24.009345794392523)","(6.0, 7.2, 7.041395348837209)","(5.0, 5.7, 5.629401993355481)","(31.0, 44.0, 43.46666666666667)","(6.5, 7.2, 7.143356643356643)"
07-01-2023 16:14:28.951998,"(6.0, 7.4, 7.3580000000000005)","(8.0, 9.4, 9.396923076923077)","(6.5, 7.2, 7.186206896551724)","(11.0, 14.0, 13.336538461538462)","(41.0, 70.0, 66.25)","(21.0, 25.0, 24.009345794392523)","(6.0, 7.2, 7.041395348837209)","(5.0, 5.7, 5.628456591639871)","(31.0, 44.0, 43.46666666666667)","(6.5, 7.2, 7.236842105263158)"
07-01-2023 16:14:30.380341,"(6.0, 7.4, 7.3580000000000005)","(8.0, 9.4, 9.396428571428572)","(6.5, 7.4, 7.3545454545454545)","(11.0, 14.0, 13.336538461538462)","(41.0, 70.0, 66.25)","(21.0, 25.0, 24.009345794392523)","(6.0, 7.2, 7.041395348837209)","(5.0, 5.7, 5.625585284280937)","(31.0, 44.0, 43.46666666666667)","(6.5, 7.4, 7.1937500000000005)"
