,The Girls Have It,Lara Tiara,Rose Of Juliana,Krafty Boy,Chelseas Girl,Karinya Max,Kulani Courage,Preacher Quince,Limousine Cheeky
11-01-2023 19:30:20.778789,"(3.2, 6.2, 6.03125)","(6.5, 9.6, 9.236363636363636)","(21.0, 30.0, 26.266666666666666)","(14.0, 21.0, 19.0)","(6.0, 9.6, 8.52)","(12.0, 16.5, 14.722222222222221)","(5.0, 6.6, 6.35)","(5.0, 8.0, 7.410526315789474)","(10.0, 15.0, 13.833333333333334)"
11-01-2023 19:30:22.206688,"(3.2, 6.2, 6.03125)","(6.5, 9.6, 9.236363636363636)","(21.0, 30.0, 26.266666666666666)","(14.0, 21.0, 19.0)","(6.0, 9.6, 9.027272727272727)","(12.0, 16.5, 14.722222222222221)","(5.0, 6.6, 6.35)","(5.0, 8.0, 6.821052631578947)","(10.0, 15.0, 13.833333333333334)"
11-01-2023 19:30:23.587585,"(3.2, 6.2, 6.03125)","(6.5, 9.6, 9.236363636363636)","(21.0, 30.0, 26.266666666666666)","(14.0, 21.0, 19.0)","(6.0, 10.5, 9.4875)","(12.0, 16.5, 14.722222222222221)","(5.0, 6.6, 6.35)","(5.0, 8.0, 7.138461538461539)","(10.0, 15.0, 13.833333333333334)"
11-01-2023 19:30:24.970027,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.236363636363636)","(21.0, 30.0, 26.266666666666666)","(14.0, 21.0, 19.0)","(6.0, 10.5, 10.05)","(12.0, 16.5, 14.722222222222221)","(5.0, 6.6, 6.35)","(5.0, 8.0, 6.981818181818182)","(10.0, 15.0, 13.833333333333334)"
11-01-2023 19:30:26.418792,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.236363636363636)","(21.0, 30.0, 26.266666666666666)","(14.0, 21.0, 19.0)","(6.0, 10.5, 10.05)","(12.0, 16.5, 14.722222222222221)","(5.0, 6.6, 6.35)","(5.0, 8.0, 6.981818181818182)","(10.0, 15.0, 13.833333333333334)"
11-01-2023 19:30:27.810604,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.236363636363636)","(21.0, 30.0, 26.266666666666666)","(14.0, 21.0, 19.333333333333332)","(6.0, 10.5, 10.222222222222221)","(12.0, 16.5, 14.722222222222221)","(5.0, 6.6, 6.35)","(5.0, 8.0, 7.138461538461539)","(10.0, 15.0, 13.833333333333334)"
11-01-2023 19:30:29.291337,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.236363636363636)","(21.0, 30.0, 26.153846153846153)","(14.0, 21.0, 18.18181818181818)","(6.0, 10.5, 10.222222222222221)","(12.0, 16.5, 14.722222222222221)","(5.0, 6.6, 6.114285714285715)","(5.0, 8.0, 7.138461538461539)","(10.0, 15.0, 13.833333333333334)"
11-01-2023 19:30:30.825345,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.236363636363636)","(21.0, 28.0, 24.25)","(14.0, 20.0, 18.18181818181818)","(6.0, 10.5, 12.0)","(12.0, 16.5, 14.722222222222221)","(5.0, 6.4, 6.114285714285715)","(5.0, 8.0, 7.138461538461539)","(10.0, 15.0, 13.833333333333334)"
11-01-2023 19:30:32.336974,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.299999999999999)","(21.0, 28.0, 23.714285714285715)","(14.0, 20.0, 18.18181818181818)","(6.0, 13.0, 11.6)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.114285714285715)","(5.0, 8.0, 7.466666666666667)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:33.732386,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.299999999999999)","(21.0, 28.0, 23.714285714285715)","(14.0, 20.0, 18.18181818181818)","(6.0, 12.5, 10.461538461538462)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.114285714285715)","(5.0, 8.0, 7.466666666666667)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:35.201688,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.299999999999999)","(21.0, 28.0, 23.714285714285715)","(14.0, 20.0, 17.5)","(6.0, 12.0, 10.153846153846153)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.114285714285715)","(5.0, 8.0, 7.7375)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:36.585112,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.299999999999999)","(21.0, 28.0, 25.818181818181817)","(14.0, 20.0, 17.5)","(6.0, 11.5, 9.428571428571429)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.114285714285715)","(5.0, 8.0, 6.39375)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:38.024292,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.299999999999999)","(21.0, 28.0, 25.818181818181817)","(14.0, 20.0, 17.5)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.20952380952381)","(5.0, 7.8, 7.4624999999999995)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:39.618507,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.299999999999999)","(21.0, 28.0, 25.818181818181817)","(14.0, 20.0, 17.5)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.20952380952381)","(5.0, 7.6, 6.127272727272727)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:41.126571,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.299999999999999)","(21.0, 28.0, 23.2)","(14.0, 20.0, 18.4)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.20952380952381)","(5.0, 7.0, 5.95)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:42.636116,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 28.0, 23.2)","(14.0, 20.0, 18.4)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.20952380952381)","(5.0, 6.4, 5.757142857142857)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:44.082006,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 28.0, 23.2)","(14.0, 20.0, 18.4)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.20952380952381)","(5.0, 6.4, 5.757142857142857)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:45.611698,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 28.0, 23.2)","(14.0, 20.0, 22.0)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.273684210526316)","(5.0, 6.4, 5.800000000000001)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:47.065346,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 28.0, 25.333333333333336)","(14.0, 30.0, 24.4)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.273684210526316)","(5.0, 6.2, 5.628571428571429)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:48.489453,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 44.0, 25.75)","(14.0, 30.0, 23.8)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.273684210526316)","(5.0, 6.2, 5.628571428571429)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:49.986901,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 25.75)","(14.0, 29.0, 20.5)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.273684210526316)","(5.0, 6.2, 5.628571428571429)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:51.368097,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 25.75)","(14.0, 28.0, 20.5)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.273684210526316)","(5.0, 6.2, 5.9)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:52.839335,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 23.090909090909093)","(14.0, 28.0, 20.5)","(6.0, 10.5, 8.833333333333334)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.273684210526316)","(5.0, 6.4, 6.16)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:54.271018,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 23.090909090909093)","(14.0, 28.0, 20.5)","(6.0, 10.5, 8.625)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.1)","(5.0, 6.2, 6.424)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:55.695051,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 23.090909090909093)","(14.0, 28.0, 20.5)","(6.0, 10.5, 8.625)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.1)","(5.0, 7.0, 6.4)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:57.138174,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 23.090909090909093)","(14.0, 28.0, 20.5)","(6.0, 10.5, 8.625)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.1)","(5.0, 6.8, 6.1931034482758625)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:58.551381,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 23.090909090909093)","(14.0, 28.0, 20.5)","(6.0, 10.5, 8.625)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.1)","(5.0, 6.2, 6.725)","(10.0, 15.0, 13.5)"
11-01-2023 19:30:59.851342,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 23.090909090909093)","(14.0, 28.0, 20.5)","(6.0, 10.5, 8.625)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.1)","(5.0, 6.8, 6.741935483870968)","(10.0, 15.0, 13.5)"
11-01-2023 19:31:01.147458,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 23.090909090909093)","(14.0, 28.0, 20.5)","(6.0, 10.5, 8.625)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.1)","(5.0, 6.8, 6.5)","(10.0, 15.0, 13.5)"
11-01-2023 19:31:02.498920,"(3.2, 6.2, 6.057894736842106)","(6.5, 9.6, 9.36923076923077)","(21.0, 42.0, 31.714285714285715)","(14.0, 28.0, 22.6)","(6.0, 10.5, 8.409090909090908)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.1)","(5.0, 6.8, 6.75)","(10.0, 15.0, 13.5)"
11-01-2023 19:31:04.069202,"(3.2, 6.2, 6.0826086956521745)","(6.5, 9.6, 9.36923076923077)","(21.0, 38.0, 27.0)","(14.0, 27.0, 23.5)","(6.0, 10.5, 8.966666666666667)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.1)","(5.0, 6.8, 6.75)","(10.0, 15.0, 13.5)"
11-01-2023 19:31:05.695418,"(3.2, 6.2, 5.720000000000001)","(6.5, 9.6, 9.36923076923077)","(21.0, 38.0, 26.0)","(14.0, 26.0, 19.375)","(6.0, 10.5, 8.966666666666667)","(12.0, 16.5, 14.5)","(5.0, 6.4, 5.98)","(5.0, 6.8, 6.4982456140350875)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:07.398034,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 26.0)","(14.0, 25.0, 19.0)","(6.0, 10.5, 8.966666666666667)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 6.6, 6.56)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:08.873037,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 30.285714285714285)","(14.0, 24.0, 18.625)","(6.0, 10.5, 8.966666666666667)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 6.6, 6.745454545454545)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:10.456755,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 30.285714285714285)","(14.0, 23.0, 18.625)","(6.0, 10.5, 8.966666666666667)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.0, 6.723076923076923)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:12.017510,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 26.0)","(14.0, 23.0, 18.625)","(6.0, 10.5, 8.966666666666667)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.0, 6.823529411764706)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:13.548323,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 25.09090909090909)","(14.0, 23.0, 18.625)","(6.0, 10.5, 8.409090909090908)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.0, 7.800000000000001)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:14.871112,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 18.625)","(6.0, 10.5, 8.409090909090908)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 8.8, 6.977777777777778)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:16.185938,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.81818181818182)","(6.0, 10.5, 8.409090909090908)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.6, 7.12)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:17.489929,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.81818181818182)","(6.0, 10.5, 8.43)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.6, 6.848484848484849)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:18.761876,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.81818181818182)","(6.0, 10.5, 8.43)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.6, 7.2)","(10.0, 15.0, 12.75)"
11-01-2023 19:31:20.024842,"(3.2, 6.2, 5.9)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.81818181818182)","(6.0, 10.5, 8.409090909090908)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.4, 7.25)","(10.0, 15.0, 13.875)"
11-01-2023 19:31:21.310103,"(3.2, 6.2, 6.066666666666666)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.5)","(6.0, 10.5, 8.43)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.4, 6.952941176470588)","(10.0, 15.0, 13.875)"
11-01-2023 19:31:22.597094,"(3.2, 6.2, 6.066666666666666)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.5)","(6.0, 10.5, 8.43)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.2, 7.094117647058823)","(10.0, 15.0, 13.875)"
11-01-2023 19:31:23.925442,"(3.2, 6.2, 6.066666666666666)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.5)","(6.0, 10.5, 8.43)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.2, 7.05)","(10.0, 15.0, 13.875)"
11-01-2023 19:31:25.188995,"(3.2, 6.2, 6.066666666666666)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.5)","(6.0, 10.5, 8.43)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.2, 7.05)","(10.0, 15.0, 13.875)"
11-01-2023 19:31:26.733634,"(3.2, 6.2, 6.066666666666666)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.5)","(6.0, 10.5, 8.43)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.2, 7.1)","(10.0, 15.0, 13.875)"
11-01-2023 19:31:28.046435,"(3.2, 6.2, 6.066666666666666)","(6.5, 9.6, 9.36923076923077)","(21.0, 36.0, 23.692307692307693)","(14.0, 23.0, 19.5)","(6.0, 10.5, 8.409090909090908)","(12.0, 16.5, 14.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.2, 8.1)","(10.0, 15.0, 13.875)"
11-01-2023 19:31:29.473940,"(3.2, 6.2, 6.359999999999999)","(6.5, 9.6, 7.533333333333334)","(21.0, 36.0, 26.0)","(14.0, 23.0, 20.333333333333332)","(6.0, 10.5, 8.083333333333332)","(12.0, 16.5, 19.4)","(5.0, 6.4, 5.4)","(5.0, 9.0, 10.783333333333333)","(10.0, 15.0, 17.333333333333332)"
11-01-2023 19:31:30.914959,"(3.2, 6.6, 6.066666666666666)","(6.5, 9.8, 8.7)","(21.0, 36.0, 26.0)","(14.0, 32.0, 16.714285714285715)","(6.0, 10.5, 8.333333333333334)","(12.0, 24.0, 17.92857142857143)","(5.0, 6.6, 5.581818181818182)","(5.0, 11.5, 8.6)","(10.0, 20.0, 13.375)"
11-01-2023 19:31:32.366457,"(3.2, 6.4, 7.309090909090909)","(6.5, 9.6, 8.7)","(21.0, 36.0, 22.666666666666668)","(14.0, 30.0, 24.0)","(6.0, 9.8, 8.333333333333334)","(12.0, 22.0, 17.92857142857143)","(5.0, 6.6, 5.914285714285714)","(5.0, 11.0, 7.252631578947368)","(10.0, 19.5, 13.3125)"
11-01-2023 19:31:33.810332,"(3.2, 7.6, 5.7272727272727275)","(6.5, 9.6, 8.4)","(21.0, 36.0, 22.666666666666668)","(14.0, 29.0, 23.333333333333336)","(6.0, 9.8, 7.914285714285714)","(12.0, 22.0, 17.357142857142858)","(5.0, 6.6, 5.36)","(5.0, 7.4, 7.013333333333334)","(10.0, 19.0, 13.25)"
11-01-2023 19:31:35.118360,"(3.2, 7.2, 5.7272727272727275)","(6.5, 9.6, 8.4)","(21.0, 36.0, 22.666666666666668)","(14.0, 28.0, 23.333333333333336)","(6.0, 9.8, 8.399999999999999)","(12.0, 21.0, 17.357142857142858)","(5.0, 6.8, 5.36)","(5.0, 7.2, 9.883333333333333)","(10.0, 18.5, 13.25)"
11-01-2023 19:31:36.595561,"(3.2, 7.2, 6.285714285714286)","(6.5, 9.6, 8.4)","(21.0, 36.0, 22.666666666666668)","(14.0, 28.0, 23.333333333333336)","(6.0, 9.2, 8.399999999999999)","(12.0, 21.0, 15.9)","(5.0, 6.8, 5.25)","(5.0, 10.5, 10.789473684210527)","(10.0, 18.5, 13.25)"
11-01-2023 19:31:37.970160,"(3.2, 7.0, 6.285714285714286)","(6.5, 9.6, 8.4)","(21.0, 36.0, 22.0)","(14.0, 28.0, 22.666666666666664)","(6.0, 9.2, 8.399999999999999)","(12.0, 21.0, 17.5)","(5.0, 7.0, 5.2)","(5.0, 12.0, 8.92)","(10.0, 18.5, 14.333333333333334)"
11-01-2023 19:31:39.631268,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.6, 7.65)","(21.0, 34.0, 24.0)","(14.0, 27.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 20.0, 16.875)","(5.0, 7.0, 5.5249999999999995)","(5.0, 11.5, 7.288888888888889)","(10.0, 18.0, 15.25)"
11-01-2023 19:31:41.308457,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.6, 7.65)","(21.0, 32.0, 24.0)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 19.5, 16.5625)","(5.0, 6.8, 5.5249999999999995)","(5.0, 7.6, 9.35)","(10.0, 18.0, 14.5)"
11-01-2023 19:31:43.067338,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.6, 7.8)","(21.0, 32.0, 24.0)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 19.0, 16.25)","(5.0, 6.8, 5.5249999999999995)","(5.0, 11.0, 10.5)","(10.0, 17.5, 14.5)"
11-01-2023 19:31:44.438823,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.4, 7.8)","(21.0, 32.0, 24.0)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 18.5, 15.9375)","(5.0, 6.8, 5.5249999999999995)","(5.0, 11.0, 9.722222222222221)","(10.0, 17.5, 14.5)"
11-01-2023 19:31:45.865301,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.2, 7.733333333333333)","(21.0, 32.0, 24.0)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 18.0, 15.9375)","(5.0, 6.8, 5.666666666666666)","(5.0, 10.5, 9.066666666666666)","(10.0, 17.5, 14.5)"
11-01-2023 19:31:47.235457,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.2, 8.7)","(21.0, 32.0, 24.0)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 18.0, 15.625)","(5.0, 6.8, 5.666666666666666)","(5.0, 10.0, 8.200000000000001)","(10.0, 17.5, 14.5)"
11-01-2023 19:31:48.568084,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.4, 8.066666666666666)","(21.0, 32.0, 24.0)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 17.5, 17.857142857142858)","(5.0, 6.8, 5.666666666666666)","(5.0, 9.8, 8.200000000000001)","(10.0, 17.5, 14.5)"
11-01-2023 19:31:49.850852,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.4, 8.066666666666666)","(21.0, 32.0, 24.0)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 20.0, 16.5625)","(5.0, 6.8, 5.666666666666666)","(5.0, 9.8, 9.2)","(10.0, 17.5, 14.5)"
11-01-2023 19:31:51.125005,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.4, 8.066666666666666)","(21.0, 32.0, 21.0)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 19.0, 15.1)","(5.0, 6.8, 5.666666666666666)","(5.0, 11.0, 8.433333333333334)","(10.0, 17.5, 14.5)"
11-01-2023 19:31:52.470116,"(3.2, 7.0, 5.3999999999999995)","(6.5, 9.4, 8.066666666666666)","(21.0, 32.0, 24.25)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 19.0, 15.75)","(5.0, 6.8, 5.666666666666666)","(5.0, 10.5, 8.7)","(10.0, 17.5, 15.571428571428571)"
11-01-2023 19:31:53.873358,"(3.2, 7.0, 5.333333333333333)","(6.5, 9.4, 8.066666666666666)","(21.0, 32.0, 24.25)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 18.5, 15.75)","(5.0, 6.8, 5.666666666666666)","(5.0, 10.0, 8.7)","(10.0, 17.5, 15.571428571428571)"
11-01-2023 19:31:55.280871,"(3.2, 6.8, 5.333333333333333)","(6.5, 9.4, 8.066666666666666)","(21.0, 32.0, 27.5)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 18.5, 15.75)","(5.0, 6.8, 5.666666666666666)","(5.0, 10.0, 8.200000000000001)","(10.0, 17.5, 15.571428571428571)"
11-01-2023 19:31:56.713898,"(3.2, 6.6, 5.266666666666667)","(6.5, 9.4, 8.066666666666666)","(21.0, 44.0, 27.5)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 18.5, 17.5)","(5.0, 6.8, 5.666666666666666)","(5.0, 9.8, 9.45)","(10.0, 17.5, 15.571428571428571)"
11-01-2023 19:31:58.239280,"(3.2, 6.6, 5.266666666666667)","(6.5, 9.4, 8.066666666666666)","(21.0, 50.0, 27.666666666666664)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 22.0, 17.5)","(5.0, 6.8, 5.666666666666666)","(5.0, 11.5, 8.6)","(10.0, 17.5, 15.571428571428571)"
11-01-2023 19:31:59.610047,"(3.2, 6.6, 6.0285714285714285)","(6.5, 9.4, 8.066666666666666)","(21.0, 50.0, 29.9)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 22.0, 17.8)","(5.0, 6.8, 5.666666666666666)","(5.0, 11.0, 8.95)","(10.0, 17.5, 15.571428571428571)"
11-01-2023 19:32:00.966846,"(3.2, 6.6, 6.0285714285714285)","(6.5, 9.4, 8.066666666666666)","(21.0, 50.0, 29.9)","(14.0, 26.0, 22.57142857142857)","(6.0, 9.2, 8.666666666666666)","(12.0, 21.0, 17.8)","(5.0, 6.8, 5.666666666666666)","(5.0, 10.5, 8.95)","(10.0, 17.5, 16.0)"
11-01-2023 19:32:02.396352,"(3.2, 6.6, 6.0285714285714285)","(6.5, 9.4, 8.3)","(21.0, 50.0, 30.208333333333332)","(14.0, 26.0, 24.0)","(6.0, 9.2, 8.666666666666666)","(12.0, 21.0, 18.25)","(5.0, 6.8, 5.85)","(5.0, 10.5, 8.266666666666667)","(10.0, 17.5, 15.571428571428571)"
11-01-2023 19:32:03.678229,"(3.2, 6.4, 5.242857142857143)","(6.5, 9.2, 8.4)","(21.0, 48.0, 30.208333333333332)","(14.0, 26.0, 24.0)","(6.0, 9.2, 8.5)","(12.0, 20.0, 18.25)","(5.0, 6.6, 6.35)","(5.0, 10.0, 8.266666666666667)","(10.0, 17.5, 15.571428571428571)"
11-01-2023 19:32:04.902441,"(3.2, 6.4, 5.242857142857143)","(6.5, 9.4, 8.4)","(21.0, 48.0, 42.916666666666664)","(14.0, 26.0, 22.857142857142858)","(6.0, 9.0, 7.5)","(12.0, 20.0, 16.9)","(5.0, 6.6, 6.516666666666667)","(5.0, 10.0, 8.266666666666667)","(10.0, 17.5, 15.571428571428571)"
11-01-2023 19:32:06.184699,"(3.2, 6.2, 5.133333333333333)","(6.5, 9.4, 8.4)","(21.0, 44.0, 35.5)","(14.0, 26.0, 20.5)","(6.0, 8.8, 7.666666666666667)","(12.0, 19.5, 16.9)","(5.0, 6.8, 6.516666666666667)","(5.0, 10.0, 8.266666666666667)","(10.0, 17.5, 15.571428571428571)"
